train/learning_rate,time/episodes,time/time_elapsed,train/ent_coef_loss,train/ent_coef,train/actor_loss,train/n_updates,time/fps,train/critic_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
0.0001,324,1355,-0.7691885232925415,0.05329836159944534,6.276012897491455,8201,12,7.916868686676025,16503,,
0.0001,328,1366,-2.2103466987609863,0.05317537859082222,6.693532943725586,8234,12,2.444807529449463,16570,,
0.0001,332,1384,-2.4533140659332275,0.05280240252614021,5.849431991577148,8327,12,1.814727783203125,16756,,
0.0001,336,1390,-1.6589734554290771,0.05264337733387947,5.9647297859191895,8362,12,3.408574104309082,16826,,
0.0001,340,1399,-1.2933827638626099,0.0524502694606781,6.460021018981934,8414,12,5.770152568817139,16929,,
0.0001,344,1407,-1.9220677614212036,0.05223451554775238,6.495626449584961,8456,12,2.920374870300293,17013,,
0.0001,348,1414,-1.9710209369659424,0.052040524780750275,6.738259315490723,8496,12,3.1220974922180176,17094,,
0.0001,352,1426,-1.723876714706421,0.05190629884600639,6.23307991027832,8530,12,6.90518045425415,17161,,
0.0001,356,1431,-1.2620201110839844,0.05180676281452179,7.10060977935791,8552,12,3.852747678756714,17205,,
0.0001,360,1438,-1.2760143280029297,0.05167359486222267,6.629228591918945,8583,12,5.449787616729736,17268,,
0.0001,364,1446,-2.3860886096954346,0.05151618644595146,5.539681434631348,8624,11,5.3875555992126465,17349,,
0.0001,368,1454,-0.9095798134803772,0.05127904564142227,6.329251289367676,8671,11,4.291230201721191,17444,,
0.0001,372,1462,-2.497807502746582,0.051019974052906036,5.503228187561035,8720,11,3.2983617782592773,17541,,
0.0001,376,1475,-1.6070520877838135,0.05077323317527771,4.783039093017578,8762,11,3.74790096282959,17626,,
0.0001,380,1480,-2.15476655960083,0.05065910890698433,6.5345587730407715,8785,11,4.145941257476807,17671,,
0.0001,384,1490,-1.3805804252624512,0.05038915202021599,6.600039482116699,8840,11,4.5343828201293945,17782,,
0.0001,388,1497,-1.3081409931182861,0.05025556683540344,5.548419952392578,8869,11,2.317253828048706,17840,,
0.0001,392,1508,0.8505335450172424,0.04991981014609337,6.455843925476074,8939,11,2.2065110206604004,17980,,
0.0001,396,1514,-1.0082000494003296,0.04979351535439491,5.197877883911133,8972,11,2.6988110542297363,18045,,
0.0001,400,1525,-1.1511075496673584,0.0496678464114666,5.837494373321533,9002,11,6.822381973266602,18106,,
0.0001,404,1532,-2.218207597732544,0.049510542303323746,5.2660980224609375,9038,11,4.428581237792969,18178,,
0.0001,408,1540,-0.7850421071052551,0.049296170473098755,5.736081123352051,9079,11,3.117021083831787,18259,,
0.0001,412,1549,-3.0409483909606934,0.049052894115448,4.828098297119141,9129,11,7.340685844421387,18359,,
0.0001,416,1562,-2.4445722103118896,0.04863404482603073,5.590021133422852,9206,11,3.1103315353393555,18513,,
0.0001,420,1570,-2.6000442504882812,0.048353441059589386,5.068469524383545,9252,11,4.295559883117676,18606,,
0.0001,424,1577,-3.3699951171875,0.048157863318920135,4.27263879776001,9287,11,5.701723098754883,18675,,
0.0001,428,1593,-2.6421337127685547,0.04778285697102547,4.903141021728516,9356,11,4.984586715698242,18814,,
0.0001,432,1603,-3.097862720489502,0.047473255544900894,4.299839019775391,9412,11,2.740835189819336,18926,,
0.0001,436,1610,-2.2563226222991943,0.047299664467573166,5.056535243988037,9447,11,2.7974395751953125,18996,,
0.0001,440,1620,-2.916409492492676,0.04693537577986717,4.354341506958008,9511,11,6.265174865722656,19123,,
0.0001,444,1626,-4.637467861175537,0.04677698761224747,4.436038494110107,9544,11,3.379781484603882,19190,,
0.0001,448,1635,-0.6993162035942078,0.04649082571268082,4.107128620147705,9596,11,4.646887302398682,19294,,
0.0001,452,1651,-2.1747593879699707,0.046166837215423584,4.58043098449707,9658,11,4.3490729331970215,19418,,
0.0001,456,1660,-2.359792709350586,0.0459396168589592,4.113584518432617,9707,11,3.32094144821167,19515,,
0.0001,460,1667,-2.610565662384033,0.045786771923303604,4.517129898071289,9745,11,2.7562520503997803,19592,,
0.0001,464,1675,-2.3320133686065674,0.04558749124407768,3.3521111011505127,9790,11,3.210638999938965,19681,,
0.0001,468,1685,-1.997488260269165,0.045347101986408234,4.703929424285889,9847,11,3.092726469039917,19795,,
0.0001,472,1694,-1.5347355604171753,0.04518697038292885,3.8881282806396484,9894,11,2.098268747329712,19889,,
0.0001,476,1711,-2.148568630218506,0.04486991837620735,3.908998489379883,9970,11,3.9795708656311035,20042,,
0.0001,480,1729,-3.244292736053467,0.044366247951984406,3.315295457839966,10080,11,3.072970390319824,20262,,
0.0001,484,1739,-2.4896810054779053,0.04404166340827942,3.402111768722534,10142,11,3.4830682277679443,20386,,
0.0001,488,1748,-2.8917365074157715,0.04377039894461632,3.9509658813476562,10197,11,3.426969051361084,20495,,
0.0001,492,1757,-2.002370595932007,0.04353848472237587,3.397822618484497,10250,11,2.9726552963256836,20601,,
0.0001,496,1766,-1.8991694450378418,0.043370410799980164,4.0059814453125,10298,11,5.1981401443481445,20698,,
0.0001,500,1786,-2.83420991897583,0.04300464317202568,2.8000574111938477,10391,11,5.262655735015869,20883,,
0.0001,504,1799,-0.08270874619483948,0.04272117093205452,3.4240565299987793,10471,11,3.169447422027588,21043,,
0.0001,508,1807,-1.92377769947052,0.04258551448583603,3.0089521408081055,10518,11,5.783651351928711,21138,,
0.0001,512,1816,-1.9042267799377441,0.0424281544983387,3.2801780700683594,10568,11,4.141919136047363,21238,,
0.0001,516,1822,-2.577953577041626,0.04235442355275154,3.223442554473877,10596,11,3.0816502571105957,21293,,
0.0001,520,1830,-1.5223395824432373,0.04225611314177513,4.110990524291992,10638,11,3.608398914337158,21377,,
0.0001,524,1842,-1.2134263515472412,0.04204459488391876,3.4551446437835693,10705,11,4.085354804992676,21512,,
0.0001,528,1855,-2.3383824825286865,0.04189382120966911,2.1701533794403076,10755,11,4.531516075134277,21611,,
0.0001,532,1862,-1.3371000289916992,0.04177047684788704,3.146226406097412,10797,11,2.358173370361328,21695,,
0.0001,536,1876,-2.396183729171753,0.0415484793484211,3.22402286529541,10876,11,4.797303199768066,21854,,
0.0001,540,1890,-2.04126238822937,0.0413036048412323,2.259387731552124,10973,11,2.893399715423584,22047,,
0.0001,544,1903,-2.167128324508667,0.04107421636581421,3.0372538566589355,11054,11,5.048730850219727,22209,,
0.0001,548,1911,-1.4583426713943481,0.04091298207640648,2.5645363330841064,11100,11,3.106334686279297,22301,,
0.0001,552,1929,-1.619086503982544,0.04071902483701706,2.9173333644866943,11174,11,3.462575912475586,22449,,
0.0001,556,1939,-1.2732737064361572,0.04059472680091858,2.267789363861084,11221,11,3.7192273139953613,22544,,
0.0001,560,1949,-1.9945600032806396,0.04045182466506958,2.8328609466552734,11268,11,3.454274892807007,22637,,
0.0001,564,1957,-0.4268149137496948,0.04034113138914108,2.9796905517578125,11312,11,2.700378894805908,22726,,
0.0001,568,1967,-1.7812594175338745,0.040201012045145035,1.989999771118164,11363,11,3.840529441833496,22827,,
0.0001,572,1986,-1.1873817443847656,0.03990037739276886,2.794222593307495,11481,11,4.556501865386963,23064,,
0.0001,576,1998,-1.0524524450302124,0.03980450704693794,2.488151788711548,11519,11,4.6864166259765625,23140,,
0.0001,580,2007,-2.4532551765441895,0.0396256148815155,2.966632843017578,11571,11,3.0538172721862793,23243,,
0.0001,584,2017,-0.7280913591384888,0.03940258175134659,2.3176779747009277,11627,11,4.854983329772949,23356,,
0.0001,588,2034,-3.4965713024139404,0.039085742086172104,1.6757488250732422,11738,11,3.534572124481201,23577,,
0.0001,592,2048,-1.480530858039856,0.03873307630419731,1.8151028156280518,11823,11,3.3676857948303223,23748,,
0.0001,596,2083,-1.4343146085739136,0.03791683539748192,1.467248797416687,12054,11,3.0717475414276123,24210,,
0.0001,600,2098,-1.8774141073226929,0.03775659576058388,1.308784008026123,12107,11,5.503990173339844,24316,,
0.0001,604,2111,-2.073150157928467,0.03747759014368057,1.9496338367462158,12185,11,3.690802574157715,24472,,
0.0001,608,2129,-1.42909574508667,0.03715239092707634,1.012142539024353,12281,11,4.562732696533203,24664,,
0.0001,612,2137,-1.1258689165115356,0.03706195205450058,2.098532199859619,12315,11,4.503490447998047,24731,,
0.0001,616,2145,-3.2030911445617676,0.036901313811540604,1.2453670501708984,12356,11,2.4421887397766113,24813,,
0.0001,620,2177,-3.049311637878418,0.03625062480568886,0.8927170038223267,12576,11,5.081429958343506,25253,,
0.0001,624,2215,-1.7951637506484985,0.03562525287270546,1.0096025466918945,12792,11,3.1132431030273438,25685,,
0.0001,628,2228,-1.6020410060882568,0.03549528121948242,2.2642393112182617,12836,11,4.502646446228027,25774,,
0.0001,632,2381,-1.605844259262085,0.03240722790360451,-1.0950130224227905,13862,11,3.6155872344970703,27826,,
0.0001,636,2424,-0.4591726064682007,0.031768202781677246,-0.9124146699905396,14127,11,4.812733173370361,28355,,
0.0001,640,2438,-0.6858747601509094,0.03154732659459114,-0.806124210357666,14214,11,3.7087674140930176,28529,,
0.0001,644,2469,-0.4544890820980072,0.031037164852023125,-0.6870350241661072,14427,11,2.3514883518218994,28956,,
0.0001,648,2581,-0.0908031016588211,0.02968110516667366,-4.0517168045043945,15188,11,1.7483108043670654,30478,,
0.0001,652,2641,-1.187693476676941,0.029266631230711937,-3.912097930908203,15535,11,1.745280146598816,31172,,
0.0001,656,2664,0.18023653328418732,0.029155800119042397,-3.82525372505188,15671,11,3.4995484352111816,31443,,
0.0001,660,2690,-0.9065502882003784,0.029234176501631737,-3.4441373348236084,15842,11,3.632802724838257,31785,,
0.0001,664,2726,1.0327926874160767,0.029290564358234406,-4.792561054229736,16083,11,2.447455406188965,32267,,
0.0001,668,2746,0.18943250179290771,0.02935362234711647,-4.118442058563232,16183,11,2.3955893516540527,32467,,
0.0001,672,2768,-0.05608280003070831,0.029480792582035065,-3.8103485107421875,16321,11,2.471683979034424,32743,,
0.0001,676,2899,0.19962981343269348,0.02954816073179245,-4.677655220031738,17086,11,3.5746233463287354,34273,,
0.0001,680,3049,0.8318593502044678,0.029208455234766006,-5.272568702697754,18100,11,2.287696361541748,36302,,
0.0001,684,3228,-0.17828409373760223,0.027256306260824203,-7.518194675445557,19249,11,2.990757465362549,38600,,
0.0001,688,3390,-1.809301733970642,0.024546196684241295,-5.767136096954346,20257,11,1.7757173776626587,40616,,
0.0001,692,3620,-1.9437899589538574,0.02093193307518959,-6.364654541015625,21769,12,2.265554904937744,43640,,
0.0001,696,3918,-1.6482675075531006,0.018020782619714737,-7.758755683898926,23768,12,1.475494623184204,47638,,
0.0001,700,4183,0.5468460321426392,0.017172640189528465,-8.225196838378906,25470,12,0.9298336505889893,51042,,
0.0001,704,4346,-0.14270713925361633,0.01732240989804268,-7.664726257324219,26712,12,2.5925703048706055,53526,,
0.0001,708,4553,-0.88143390417099,0.01569516956806183,-4.133916854858398,28218,12,0.6942914724349976,56538,,
0.0001,712,4806,-1.6028136014938354,0.013403682969510555,0.44261717796325684,30218,12,2.37074613571167,60538,,
0.0001,716,4998,-1.1783602237701416,0.01174403540790081,-1.2007718086242676,31729,12,0.4026980400085449,63560,,
0.0001,720,5196,-1.0790151357650757,0.010450063273310661,-2.2578284740448,33253,12,0.4949866235256195,66607,,
0.0001,724,5298,0.3038407564163208,0.01027414295822382,-3.4709811210632324,34020,12,0.47128403186798096,68142,,
0.0001,728,5453,-0.5461392402648926,0.010678009130060673,-6.389540672302246,35125,12,0.9360599517822266,70351,,
0.0001,732,5604,-0.7457726001739502,0.010982892476022243,-6.672469139099121,36260,12,0.5548302531242371,72622,,
0.0001,736,5741,-0.7414135336875916,0.01126246340572834,-3.9658055305480957,37293,13,0.6861955523490906,74687,,
0.0001,740,5948,-1.7045884132385254,0.010600505396723747,-2.459317445755005,38831,13,0.6948834657669067,77764,,
0.0001,744,6133,-2.0415916442871094,0.009045812301337719,-2.0203890800476074,40338,13,0.523614764213562,80777,,
0.0001,748,6323,-2.863546371459961,0.008367444388568401,-1.9850490093231201,41676,13,0.462249755859375,83454,,
0.0001,752,6537,-0.6766165494918823,0.00821108277887106,-3.171985387802124,43037,13,0.36760205030441284,86175,,
0.0001,756,6696,-0.025331303477287292,0.008425796404480934,-3.635167121887207,44100,13,0.736988365650177,88302,,
0.0001,760,6858,0.988298773765564,0.009241526946425438,-4.508148193359375,45193,13,0.5003725290298462,90487,,
0.0001,764,7078,1.4428380727767944,0.010430458933115005,-5.203904628753662,46612,13,0.5951588749885559,93326,,
0.0001,768,7321,0.2504808306694031,0.011426949873566628,-5.064064025878906,48131,13,3.5714168548583984,96363,,
0.0001,,,-0.5664933919906616,0.012025685049593449,-4.536367416381836,49949,,0.3974936306476593,100000,1190.7136172056519,891.8
0.0001,772,7979,-0.5209054946899414,0.012069976888597012,-3.919975757598877,50449,12,0.40027594566345215,101000,,
0.0001,776,8191,-1.0308653116226196,0.011651236563920975,-2.870192050933838,52040,12,0.3718429207801819,104181,,
0.0001,780,8277,0.4902369976043701,0.011673380620777607,-5.0252790451049805,52641,12,1.475562572479248,105384,,
0.0001,784,8341,1.4650514125823975,0.01165709923952818,-5.961169242858887,53124,12,1.2937614917755127,106350,,
0.0001,788,8403,-0.6656485795974731,0.011546853929758072,-6.061285018920898,53548,12,1.1056839227676392,107198,,
0.0001,792,8544,-0.26861220598220825,0.011533718556165695,-5.139398574829102,54656,12,1.5240652561187744,109414,,
0.0001,796,8696,0.3271702229976654,0.012615055777132511,-8.301519393920898,55618,12,0.7373319864273071,111337,,
0.0001,800,8722,0.34812164306640625,0.012856587767601013,-6.9868621826171875,55788,12,1.5037630796432495,111678,,
0.0001,804,8935,2.820535898208618,0.015173862688243389,-12.134038925170898,57255,12,1.3951106071472168,114611,,
0.0001,808,9240,0.050721555948257446,0.018205439671874046,-15.15746021270752,59255,12,1.2410832643508911,118611,,
0.0001,812,9434,0.6155577898025513,0.020489554852247238,-14.34471321105957,60523,12,1.4930106401443481,121148,,
0.0001,816,9559,1.5156190395355225,0.02145162783563137,-15.92674732208252,61319,12,1.0787475109100342,122739,,
0.0001,820,9746,0.4280755817890167,0.022849244996905327,-16.54535675048828,62577,12,1.332198143005371,125255,,
0.0001,824,9954,0.6600115299224854,0.023169776424765587,-13.742630004882812,64214,12,1.072195053100586,128530,,
0.0001,828,10097,-1.4677289724349976,0.021069681271910667,-7.8560075759887695,65340,12,2.1568665504455566,130781,,
0.0001,832,10274,-0.18259695172309875,0.0183210838586092,-6.503222465515137,66580,12,0.45061635971069336,133261,,
0.0001,836,10433,0.05270344018936157,0.01619931124150753,-2.5564541816711426,67804,13,0.8748552203178406,135709,,
0.0001,840,10671,-0.37237319350242615,0.0144058708101511,-4.737020492553711,69635,13,0.43201109766960144,139371,,
0.0001,844,10933,1.528700351715088,0.016205407679080963,-9.974282264709473,71635,13,1.1806647777557373,143371,,
0.0001,848,11229,1.2302815914154053,0.019477317109704018,-10.436697006225586,73635,13,0.48078081011772156,147371,,
0.0001,852,11401,0.8070557117462158,0.02184724621474743,-14.255758285522461,74781,13,0.9558766484260559,149664,,
0.0001,856,11615,1.1644401550292969,0.024190085008740425,-12.226730346679688,76195,13,2.0990591049194336,152492,,
0.0001,860,11812,0.2830316424369812,0.025959189981222153,-11.810991287231445,77533,13,2.392237663269043,155168,,
0.0001,864,12068,-0.3796006441116333,0.02902972511947155,-12.240852355957031,79236,13,1.17387855052948,158574,,
0.0001,868,12320,-1.5647202730178833,0.02745589055120945,-12.574295043945312,80858,13,1.3281389474868774,161818,,
0.0001,872,12503,-0.06575889885425568,0.02597784996032715,-14.527570724487305,82174,13,2.6631152629852295,164449,,
0.0001,876,12779,-1.305126428604126,0.023203149437904358,-13.8208646774292,84174,13,0.7461817264556885,168449,,
0.0001,880,13036,0.7962645888328552,0.02308221347630024,-13.11549186706543,86174,13,0.7664095163345337,172449,,
0.0001,884,13297,-0.09761476516723633,0.022248633205890656,-10.542078018188477,88022,13,0.5600907802581787,176146,,
0.0001,888,13503,0.3993130028247833,0.024363812059164047,-12.44582748413086,89666,13,6.4194817543029785,179434,,
0.0001,892,13703,-0.2091919183731079,0.027258045971393585,-11.166077613830566,91244,13,0.5880476236343384,182590,,
0.0001,896,13966,-1.013465404510498,0.03090556338429451,-13.242887496948242,92750,13,0.7755221128463745,185601,,
0.0001,900,14275,-1.3957983255386353,0.029491830617189407,-11.47385025024414,94750,13,0.6957133412361145,189601,,
0.0001,904,14510,-1.811909794807434,0.025383124127984047,-9.468915939331055,96256,13,0.4874539077281952,192613,,
0.0001,908,14757,-0.584735631942749,0.021830640733242035,-7.269335746765137,97874,13,2.505411386489868,195850,,
0.0001,912,15063,-0.3005329370498657,0.01829761266708374,-8.302176475524902,99874,13,1.5970022678375244,199850,,
0.0001,,,-1.5475552082061768,0.01814914308488369,-6.872064590454102,99949,,0.8917186856269836,200000,873.1443192388863,1000.0
0.0001,916,15766,-1.3821947574615479,0.01518445834517479,-8.010377883911133,101949,12,1.5565252304077148,204000,,
0.0001,920,16064,-1.22317636013031,0.012710251845419407,-6.533028602600098,103952,12,0.7563371062278748,208006,,
0.0001,924,16269,-0.8387560844421387,0.011953073553740978,-4.811458587646484,105328,12,0.7687851786613464,210758,,
0.0001,928,16482,0.2614712119102478,0.012863577343523502,-10.512838363647461,106752,12,1.0825074911117554,213606,,
0.0001,932,16613,2.71486496925354,0.01397570502012968,-12.92863941192627,107626,12,4.754319190979004,215353,,
0.0001,936,16801,2.927046060562134,0.016325142234563828,-19.45391845703125,108906,12,2.135632038116455,217914,,
0.0001,940,17083,1.983158826828003,0.020116811618208885,-20.6217098236084,110837,12,1.6956994533538818,221775,,
0.0001,944,17355,0.5314821600914001,0.022261234000325203,-15.124942779541016,112837,13,0.9035766124725342,225775,,
0.0001,948,17620,0.23507820069789886,0.019768089056015015,-9.67685317993164,114837,13,0.6935518980026245,229775,,
0.0001,952,17873,0.10450845956802368,0.016749147325754166,-9.113487243652344,116837,13,1.003023386001587,233775,,
0.0001,956,18059,1.7916759252548218,0.015792230144143105,-9.76364803314209,118196,13,1.1230794191360474,236493,,
0.0001,960,18220,1.1940351724624634,0.01680070161819458,-11.112532615661621,119430,13,3.4233663082122803,238961,,
0.0001,964,18506,0.08095728605985641,0.01948859915137291,-11.55618953704834,121430,13,2.4523372650146484,242961,,
0.0001,968,18809,-1.1591523885726929,0.020995179191231728,-12.308087348937988,123418,13,5.042551040649414,246937,,
0.0001,972,19105,0.6013813018798828,0.02428828738629818,-16.220115661621094,125419,13,0.6956183910369873,250940,,
0.0001,976,19315,0.7532232999801636,0.027259673923254013,-16.795963287353516,126855,13,1.9811205863952637,253812,,
0.0001,980,19550,-0.11549508571624756,0.028850367292761803,-15.966877937316895,128472,13,2.1559195518493652,257046,,
0.0001,984,19682,-0.4816640019416809,0.029604610055685043,-16.63153076171875,129351,13,1.0365209579467773,258803,,
0.0001,988,19849,0.8079288005828857,0.02837524376809597,-12.958256721496582,130415,13,0.9931235313415527,260931,,
