time/episodes,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/actor_loss,train/learning_rate,train/n_updates,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
236,14.59,5.8825225830078125,-24.098594549999994,558,7,13.219043731689453,0.0002,4051,4152,,
240,14.62,3.8080968856811523,-24.43070186,565,7,13.406231880187988,0.0002,4102,4203,,
244,14.61,14.142303466796875,-24.521462980000003,573,7,10.935569763183594,0.0002,4157,4258,,
248,14.72,4.776971340179443,-23.986038230000005,580,7,12.132535934448242,0.0002,4219,4320,,
252,14.78,6.177098274230957,-24.51840956,594,7,12.163328170776367,0.0002,4288,4389,,
256,14.58,7.174822807312012,-25.038567850000007,600,7,13.122697830200195,0.0002,4333,4434,,
260,14.66,5.957245826721191,-25.473764449999994,608,7,11.256754875183105,0.0002,4399,4500,,
264,14.57,5.112124919891357,-25.839605490000004,616,7,11.843114852905273,0.0002,4461,4562,,
268,14.65,5.7813944816589355,-26.367325509999997,624,7,11.750014305114746,0.0002,4530,4631,,
272,14.81,5.876602649688721,-27.51066218,633,7,12.68989372253418,0.0002,4602,4703,,
276,14.81,5.5764336585998535,-28.246612260000006,645,7,12.485597610473633,0.0002,4647,4748,,
280,14.91,4.9800310134887695,-28.53745509,653,7,12.841083526611328,0.0002,4707,4808,,
284,15.27,5.435164451599121,-29.71694393,665,7,12.018239974975586,0.0002,4816,4917,,
288,15.64,5.629624366760254,-30.869118359999998,675,7,12.396862983703613,0.0002,4904,5005,,
292,15.54,6.945144176483154,-31.145766709999993,682,7,12.733407974243164,0.0002,4954,5055,,
296,15.52,5.5323028564453125,-31.22517019,689,7,12.23608684539795,0.0002,5008,5109,,
300,15.38,7.748979568481445,-30.647926359999996,701,7,13.50169849395752,0.0002,5059,5160,,
304,15.2,5.276819229125977,-30.446067929999998,709,7,13.239805221557617,0.0002,5110,5211,,
308,15.32,5.5662312507629395,-31.64185635,716,7,12.618118286132812,0.0002,5169,5270,,
312,15.24,6.535078048706055,-31.472445469999997,723,7,11.12893295288086,0.0002,5225,5326,,
316,15.15,5.662818908691406,-31.835006269999997,730,7,12.890592575073242,0.0002,5272,5373,,
320,15.06,6.1945929527282715,-32.75311541000001,737,7,11.504995346069336,0.0002,5321,5422,,
324,14.94,6.054309844970703,-33.12719535000001,745,7,11.242193222045898,0.0002,5384,5485,,
328,15.02,6.151573657989502,-34.72104368000001,759,7,11.615243911743164,0.0002,5445,5546,,
332,15.03,5.488038063049316,-35.102310589999995,766,7,11.563469886779785,0.0002,5498,5599,,
336,15.03,6.704195499420166,-34.59504292,774,7,11.49522876739502,0.0002,5554,5655,,
340,15.17,5.483924865722656,-34.12214596999999,782,7,10.457292556762695,0.0002,5619,5720,,
344,15.35,5.2205305099487305,-34.119826540000005,791,7,12.319123268127441,0.0002,5692,5793,,
348,15.53,5.517058372497559,-35.371655249999996,802,7,12.481374740600586,0.0002,5772,5873,,
352,15.4,6.941496849060059,-34.761290040000006,814,7,12.892219543457031,0.0002,5828,5929,,
356,15.68,5.549455642700195,-35.48320634,824,7,12.619979858398438,0.0002,5901,6002,,
360,15.73,6.451728343963623,-35.89329456,834,7,13.01628303527832,0.0002,5972,6073,,
364,15.9,9.449076652526855,-37.13472894,844,7,12.022096633911133,0.0002,6051,6152,,
368,15.71,8.571338653564453,-37.85118536,850,7,12.925554275512695,0.0002,6101,6202,,
372,15.51,8.681272506713867,-37.24561059,858,7,12.449409484863281,0.0002,6153,6254,,
376,15.64,7.026339530944824,-37.56327566,872,7,12.033388137817383,0.0002,6211,6312,,
380,15.51,4.792257308959961,-37.43122551,879,7,12.401790618896484,0.0002,6258,6359,,
384,15.16,5.843770980834961,-35.635557229999996,887,7,11.689088821411133,0.0002,6332,6433,,
388,14.79,6.955508232116699,-34.656409280000005,895,7,11.207307815551758,0.0002,6383,6484,,
392,14.77,6.847764492034912,-34.48373453,901,7,12.523591041564941,0.0002,6431,6532,,
396,14.85,7.542683124542236,-34.701404499999995,908,7,11.757181167602539,0.0002,6493,6594,,
400,14.84,9.28184986114502,-35.13471045,920,7,12.208803176879883,0.0002,6543,6644,,
404,14.95,6.842966079711914,-35.22017545,928,7,11.667587280273438,0.0002,6605,6706,,
408,14.76,7.2188920974731445,-34.625602709999995,933,7,12.459467887878418,0.0002,6645,6746,,
412,14.76,5.087256908416748,-34.544261999999996,941,7,13.099864959716797,0.0002,6701,6802,,
416,15.03,7.724072456359863,-35.240987069999996,951,7,13.447214126586914,0.0002,6775,6876,,
420,15.22,10.035025596618652,-35.383904890000004,959,7,12.417078018188477,0.0002,6843,6944,,
424,15.29,8.485455513000488,-35.05281369000001,968,7,13.609277725219727,0.0002,6913,7014,,
428,15.26,6.584053993225098,-33.89112747,981,7,14.045822143554688,0.0002,6971,7072,,
432,15.35,6.211887359619141,-33.899890549999995,988,7,11.745221138000488,0.0002,7033,7134,,
436,15.43,6.184639930725098,-33.37056505,996,7,12.06432056427002,0.0002,7097,7198,,
440,15.21,6.9666056632995605,-33.65879338,1003,7,12.075413703918457,0.0002,7140,7241,,
444,15.1,4.841045379638672,-34.144185470000004,1010,7,12.308496475219727,0.0002,7202,7303,,
448,14.79,6.844400405883789,-32.656950450000004,1016,7,12.478835105895996,0.0002,7251,7352,,
452,14.93,7.394037246704102,-32.74454536,1030,7,13.046985626220703,0.0002,7321,7422,,
456,14.67,5.623780250549316,-32.782339730000004,1036,7,12.891420364379883,0.0002,7368,7469,,
460,14.46,6.925823211669922,-32.601516929999995,1043,7,14.278572082519531,0.0002,7418,7519,,
464,14.37,5.675893306732178,-32.68977930999999,1052,7,11.753044128417969,0.0002,7488,7589,,
468,14.5,7.7449517250061035,-32.434648540000005,1061,7,11.473694801330566,0.0002,7551,7652,,
472,14.56,5.515887260437012,-32.26225093,1069,7,11.545085906982422,0.0002,7609,7710,,
476,14.64,7.864861488342285,-31.97681208,1083,7,13.286657333374023,0.0002,7675,7776,,
480,14.87,5.530309677124023,-32.03258012,1091,7,11.842355728149414,0.0002,7745,7846,,
484,14.79,7.371411323547363,-31.99528632,1099,7,12.104904174804688,0.0002,7811,7912,,
488,15.02,8.132074356079102,-32.38539778,1110,7,13.949193954467773,0.0002,7885,7986,,
492,15.12,21.41014862060547,-32.43677991999999,1118,7,13.369135856628418,0.0002,7943,8044,,
496,14.93,6.023801803588867,-32.674157390000005,1123,7,12.58385944366455,0.0002,7986,8087,,
500,15.01,5.418512344360352,-33.00934714,1136,7,12.348000526428223,0.0002,8044,8145,,
504,15.06,13.080524444580078,-33.49283328,1145,7,11.0516357421875,0.0002,8111,8212,,
508,15.15,7.012060642242432,-34.11082565,1152,7,11.762052536010742,0.0002,8160,8261,,
512,15.18,5.006331443786621,-33.867921939999995,1159,7,11.8135986328125,0.0002,8219,8320,,
516,14.9,7.432190895080566,-33.15866815,1166,7,12.241111755371094,0.0002,8265,8366,,
520,14.86,5.367280960083008,-33.18328959,1175,7,11.529574394226074,0.0002,8329,8430,,
524,14.69,7.8771653175354,-32.98162185,1182,7,12.833412170410156,0.0002,8382,8483,,
528,14.83,7.393421173095703,-32.94906872000001,1197,7,12.682343482971191,0.0002,8454,8555,,
532,14.73,6.636906623840332,-33.65765259,1205,7,13.424312591552734,0.0002,8506,8607,,
536,14.66,25.047130584716797,-34.154863410000004,1212,7,12.547019004821777,0.0002,8563,8664,,
540,14.77,9.73867416381836,-33.745750570000006,1219,7,11.77621841430664,0.0002,8617,8718,,
544,14.69,6.561718940734863,-33.56382026,1227,7,14.452462196350098,0.0002,8671,8772,,
548,14.86,7.348624229431152,-34.84487445,1235,7,13.664941787719727,0.0002,8737,8838,,
552,14.96,6.346247673034668,-35.55377633999999,1250,7,12.579544067382812,0.0002,8817,8918,,
556,15.52,7.888434410095215,-36.18036584000001,1262,7,12.728611946105957,0.0002,8920,9021,,
560,15.65,7.238075256347656,-36.31288001,1271,7,12.435489654541016,0.0002,8983,9084,,
564,15.48,6.194723606109619,-34.706824319999996,1278,7,12.350162506103516,0.0002,9036,9137,,
568,15.54,9.650643348693848,-34.474389030000005,1287,7,11.710088729858398,0.0002,9105,9206,,
572,15.44,5.4999847412109375,-35.554783029999996,1293,7,11.276678085327148,0.0002,9153,9254,,
576,15.27,7.422882080078125,-35.609008100000004,1335,6,12.263609886169434,0.0002,9202,9303,,
580,15.39,5.975678443908691,-35.61072532,1344,6,13.407112121582031,0.0002,9284,9385,,
584,15.3,5.84637975692749,-36.33002338,1351,6,11.076339721679688,0.0002,9341,9442,,
588,15.26,5.2700090408325195,-36.953828359999996,1360,6,12.220142364501953,0.0002,9411,9512,,
592,15.18,7.76442813873291,-38.39576608,1368,6,12.372390747070312,0.0002,9461,9562,,
596,15.32,6.847029685974121,-38.35949714,1375,6,13.028780937194824,0.0002,9518,9619,,
600,15.29,7.855250358581543,-38.407393170000006,1388,6,12.271732330322266,0.0002,9573,9674,,
604,15.3,6.3773345947265625,-37.85660463,1396,6,12.920585632324219,0.0002,9641,9742,,
608,15.55,8.325714111328125,-36.88072829,1405,6,13.749040603637695,0.0002,9715,9816,,
612,15.64,9.18525505065918,-37.30452449,1412,6,12.757206916809082,0.0002,9783,9884,,
616,15.92,8.168993949890137,-37.769271429999996,1422,7,12.951104164123535,0.0002,9857,9958,,
620,16.02,6.55466890335083,-36.764698069999994,1431,7,12.154498100280762,0.0002,9931,10032,,
624,16.11,7.266629695892334,-36.17311018,1439,7,12.750259399414062,0.0002,9993,10094,,
628,15.92,10.10356330871582,-35.579132959999995,1451,6,12.432146072387695,0.0002,10046,10147,,
632,16.1,6.971576690673828,-34.54086007,1459,7,12.714957237243652,0.0002,10116,10217,,
636,16.16,6.852404594421387,-34.01935302,1466,7,12.082252502441406,0.0002,10179,10280,,
640,16.27,8.082801818847656,-33.54129789,1474,7,13.843778610229492,0.0002,10244,10345,,
644,16.38,7.275564193725586,-32.58066037,1481,7,12.168760299682617,0.0002,10309,10410,,
648,16.26,6.500880718231201,-30.93235717,1488,7,12.215109825134277,0.0002,10363,10464,,
652,16.0,7.785730838775635,-30.16023885,1500,7,11.3905668258667,0.0002,10417,10518,,
656,15.55,5.953156471252441,-27.820082350000003,1506,7,12.77433967590332,0.0002,10475,10576,,
660,15.41,5.925001621246338,-27.189893369999997,1513,7,11.49081039428711,0.0002,10524,10625,,
664,15.38,6.624691963195801,-27.145090760000002,1519,7,12.064874649047852,0.0002,10574,10675,,
668,15.17,8.067547798156738,-26.441931980000003,1526,7,12.99312973022461,0.0002,10622,10723,,
672,15.29,8.974966049194336,-25.50803771,1534,7,11.927142143249512,0.0002,10682,10783,,
676,15.4,6.098137855529785,-24.947526309999997,1546,7,12.620256423950195,0.0002,10742,10843,,
680,15.53,6.289791107177734,-25.782584550000003,1556,7,12.395353317260742,0.0002,10837,10938,,
684,15.72,7.792412281036377,-25.217441819999994,1564,7,12.422622680664062,0.0002,10913,11014,,
688,15.61,7.8816819190979,-24.407931450000007,1571,7,11.067605018615723,0.0002,10972,11073,,
692,15.84,8.052413940429688,-22.90509971,1580,7,12.573328018188477,0.0002,11045,11146,,
696,15.89,7.41732931137085,-22.351507490000003,1588,7,12.029598236083984,0.0002,11107,11208,,
700,15.82,5.463778495788574,-22.368084659999994,1601,7,11.782209396362305,0.0002,11155,11256,,
704,15.89,5.115683555603027,-23.192054,1609,7,12.333359718322754,0.0002,11230,11331,,
708,15.59,8.337726593017578,-23.020957769999995,1614,7,12.1505126953125,0.0002,11274,11375,,
712,15.5,6.837055683135986,-22.33217763,1622,7,11.549615859985352,0.0002,11333,11434,,
716,15.5,6.734048843383789,-21.58217356,1630,7,12.62565803527832,0.0002,11407,11508,,
720,15.4,6.459669589996338,-21.54201918999999,1638,7,11.713303565979004,0.0002,11471,11572,,
724,15.25,6.2519917488098145,-22.198381379999997,1645,7,12.950732231140137,0.0002,11518,11619,,
728,15.25,8.528253555297852,-22.06621275,1658,7,12.981071472167969,0.0002,11571,11672,,
732,15.26,6.587594985961914,-22.704306520000003,1666,7,12.027206420898438,0.0002,11642,11743,,
736,15.07,7.0913848876953125,-22.791581889999993,1672,7,12.332782745361328,0.0002,11686,11787,,
740,14.9,5.552482604980469,-23.74338063,1680,7,12.802793502807617,0.0002,11734,11835,,
744,14.99,8.145295143127441,-24.03526544,1689,7,11.226486206054688,0.0002,11808,11909,,
748,15.36,5.589637756347656,-25.287146550000003,1700,7,11.291304588317871,0.0002,11899,12000,,
752,15.32,5.4810357093811035,-24.89007136,1713,7,13.477727890014648,0.0002,11949,12050,,
756,15.2,7.398097038269043,-25.607789589999996,1718,7,11.565616607666016,0.0002,11995,12096,,
760,15.18,6.822457313537598,-25.447860579999997,1724,7,11.748967170715332,0.0002,12042,12143,,
764,15.31,4.855403423309326,-25.33896263,1732,7,10.544694900512695,0.0002,12105,12206,,
768,15.54,4.884312629699707,-25.39084506,1740,7,11.791227340698242,0.0002,12176,12277,,
772,15.44,8.9990234375,-24.987824360000005,1747,7,11.88898754119873,0.0002,12226,12327,,
776,15.49,5.8388471603393555,-25.187922270000005,1760,7,13.621053695678711,0.0002,12291,12392,,
780,15.34,7.4835205078125,-25.430171879999993,1770,7,11.605504035949707,0.0002,12371,12472,,
784,15.03,7.263215065002441,-25.615063409999998,1776,7,11.241606712341309,0.0002,12416,12517,,
788,14.91,6.468181133270264,-25.883876480000005,1783,7,10.885610580444336,0.0002,12463,12564,,
792,14.91,8.937667846679688,-27.202229669999998,1792,7,12.069178581237793,0.0002,12536,12637,,
796,14.92,6.076864719390869,-27.78800936,1800,7,11.075743675231934,0.0002,12599,12700,,
800,15.09,7.714240074157715,-27.4783927,1815,7,11.814981460571289,0.0002,12664,12765,,
804,15.06,5.742361068725586,-28.255292449999992,1824,7,11.507713317871094,0.0002,12736,12837,,
808,15.37,5.033714294433594,-29.10949763,1833,7,10.625486373901367,0.0002,12811,12912,,
812,15.43,8.390304565429688,-29.2439711,1841,7,12.908523559570312,0.0002,12876,12977,,
816,15.3,6.284176826477051,-29.18795095,1849,7,11.558968544006348,0.0002,12937,13038,,
820,15.25,7.464626789093018,-30.020679329999997,1857,7,10.783143997192383,0.0002,12996,13097,,
824,15.21,7.895401954650879,-29.22768685,1862,7,10.652095794677734,0.0002,13039,13140,,
828,15.24,5.706087112426758,-29.094389550000002,1875,7,11.014020919799805,0.0002,13095,13196,,
832,15.05,7.6304121017456055,-28.056292939999995,1882,7,12.417447090148926,0.0002,13147,13248,,
836,15.17,7.222532272338867,-27.737017619999996,1889,7,11.808549880981445,0.0002,13203,13304,,
840,15.38,6.528380393981934,-27.33348665,1897,7,10.850306510925293,0.0002,13272,13373,,
844,15.29,8.197376251220703,-27.427969060000006,1905,7,11.707839965820312,0.0002,13337,13438,,
848,15.01,7.593733310699463,-26.53828433000001,1912,7,10.702214241027832,0.0002,13400,13501,,
852,15.11,7.3379130363464355,-26.647782109999998,1924,7,11.319107055664062,0.0002,13460,13561,,
856,15.16,6.225720405578613,-26.227942230000004,1931,7,11.865556716918945,0.0002,13511,13612,,
860,15.22,6.894882678985596,-26.02989087,1938,7,12.007601737976074,0.0002,13564,13665,,
864,15.32,6.718527317047119,-26.78343987,1947,7,11.14265251159668,0.0002,13637,13738,,
868,15.05,8.141388893127441,-27.089344209999993,1952,7,11.798590660095215,0.0002,13681,13782,,
872,15.16,6.47908878326416,-27.004391590000004,1959,7,11.40726375579834,0.0002,13742,13843,,
876,15.23,5.545921325683594,-26.813562980000007,1973,7,11.25370979309082,0.0002,13814,13915,,
880,15.52,6.908252716064453,-28.289915289999996,1988,7,10.380462646484375,0.0002,13923,14024,,
884,15.53,7.447963714599609,-27.47566234,1995,7,10.485298156738281,0.0002,13969,14070,,
888,15.63,5.745632171630859,-26.790048549999998,2003,7,11.506580352783203,0.0002,14026,14127,,
892,15.5,7.404651165008545,-25.514601399999997,2010,7,10.979642868041992,0.0002,14086,14187,,
896,15.46,8.111366271972656,-25.216299170000003,2018,7,11.642156600952148,0.0002,14145,14246,,
900,15.3,7.354653835296631,-24.795151340000004,2031,7,11.993255615234375,0.0002,14194,14295,,
904,15.25,9.69277572631836,-22.657671700000005,2039,7,11.93808364868164,0.0002,14261,14362,,
908,15.13,5.695605754852295,-21.90676676,2047,7,11.8599853515625,0.0002,14324,14425,,
912,15.0,7.557307720184326,-21.64439498,2054,7,12.052993774414062,0.0002,14376,14477,,
916,15.41,6.7080230712890625,-22.871360240000005,2067,7,11.764969825744629,0.0002,14478,14579,,
920,15.34,6.183147430419922,-22.3139754,2074,7,10.826949119567871,0.0002,14530,14631,,
924,15.39,6.141801834106445,-22.726717830000002,2081,7,11.43177604675293,0.0002,14578,14679,,
928,15.39,4.712882041931152,-22.790784880000004,2094,7,10.815486907958984,0.0002,14634,14735,,
932,15.46,5.664836406707764,-23.025490110000007,2101,7,10.248665809631348,0.0002,14693,14794,,
936,15.56,5.739075660705566,-23.53557362,2110,7,11.020219802856445,0.0002,14759,14860,,
940,15.79,8.67313289642334,-24.94124105,2120,7,12.206480026245117,0.0002,14851,14952,,
944,15.83,5.303437232971191,-24.832880600000003,2127,7,10.85875415802002,0.0002,14920,15021,,
948,15.79,8.413646697998047,-25.37764685000001,2134,7,10.560643196105957,0.0002,14979,15080,,
952,15.9,7.3733062744140625,-25.451952209999998,2148,7,11.109813690185547,0.0002,15050,15151,,
956,15.83,7.223466873168945,-25.39748324,2155,7,11.659095764160156,0.0002,15094,15195,,
960,15.92,7.642072677612305,-25.743483499999996,2163,7,10.509371757507324,0.0002,15156,15257,,
964,15.76,7.372063636779785,-25.3381027,2171,7,10.632376670837402,0.0002,15213,15314,,
968,15.89,6.869114875793457,-25.0319648,2178,7,10.067129135131836,0.0002,15270,15371,,
972,15.79,6.363310813903809,-25.43629591,2184,7,12.349246978759766,0.0002,15321,15422,,
976,15.69,6.282979965209961,-25.17674259,2198,7,11.825787544250488,0.0002,15383,15484,,
980,15.21,6.885238170623779,-22.572029770000004,2206,7,11.456600189208984,0.0002,15444,15545,,
984,15.6,5.20979642868042,-23.318496280000005,2216,7,10.243267059326172,0.0002,15529,15630,,
988,15.72,5.281752586364746,-24.16975962,2224,7,10.342791557312012,0.0002,15598,15699,,
992,15.71,6.643091201782227,-24.28677882,2232,7,11.532329559326172,0.0002,15657,15758,,
996,15.82,7.588235855102539,-24.63877571,2240,7,11.257890701293945,0.0002,15727,15828,,
1000,16.24,8.957459449768066,-25.298091270000004,2255,7,11.787517547607422,0.0002,15818,15919,,
1004,16.33,8.202248573303223,-25.920706830000004,2264,7,12.064813613891602,0.0002,15894,15995,,
1008,16.2,7.494563102722168,-26.50926644,2271,7,10.641077995300293,0.0002,15944,16045,,
1012,16.21,8.572823524475098,-26.853571239999997,2277,7,10.261505126953125,0.0002,15997,16098,,
1016,16.01,8.283976554870605,-26.98131128,2287,7,11.055089950561523,0.0002,16079,16180,,
1020,16.14,4.553898334503174,-27.739319650000002,2295,7,11.036163330078125,0.0002,16144,16245,,
1024,16.22,6.126826763153076,-28.289835659999998,2302,7,9.220523834228516,0.0002,16200,16301,,
1028,16.19,8.684257507324219,-29.199758260000007,2314,7,10.81854248046875,0.0002,16253,16354,,
1032,16.16,7.988955020904541,-29.35848905,2321,7,11.506779670715332,0.0002,16309,16410,,
1036,16.36,10.94001579284668,-30.551439240000008,2331,7,11.52913761138916,0.0002,16395,16496,,
1040,15.95,6.9854583740234375,-29.71074523,2338,7,10.788063049316406,0.0002,16446,16547,,
1044,15.87,6.959540367126465,-30.54175943,2346,7,10.845977783203125,0.0002,16507,16608,,
1048,15.8,5.571080207824707,-30.231625059999995,2354,7,10.642193794250488,0.0002,16559,16660,,
1052,15.59,13.375598907470703,-30.327954039999995,2367,7,11.195978164672852,0.0002,16609,16710,,
1056,15.84,10.512929916381836,-30.087296679999994,2376,7,11.628572463989258,0.0002,16678,16779,,
1060,15.89,7.3933634757995605,-29.542882280000004,2385,7,11.774263381958008,0.0002,16745,16846,,
1064,15.97,8.08370590209961,-29.612943100000006,2393,7,11.189705848693848,0.0002,16810,16911,,
1068,16.43,7.755002975463867,-32.33510219,2405,7,11.456197738647461,0.0002,16913,17014,,
1072,16.49,8.424697875976562,-32.46715631,2413,7,10.7766695022583,0.0002,16970,17071,,
1076,16.41,7.164429664611816,-32.69235324,2425,7,10.591803550720215,0.0002,17024,17125,,
1080,16.56,6.095364570617676,-33.75036875000001,2435,7,10.730018615722656,0.0002,17100,17201,,
1084,16.28,8.870401382446289,-33.32860349,2443,7,10.74855899810791,0.0002,17157,17258,,
1088,16.08,7.5235595703125,-33.15660639,2450,7,10.944143295288086,0.0002,17206,17307,,
1092,15.93,8.20789909362793,-33.78129898,2456,7,10.684074401855469,0.0002,17250,17351,,
1096,15.83,8.240161895751953,-34.09613217,2464,7,10.858111381530762,0.0002,17310,17411,,
1100,15.59,7.673845291137695,-34.02044575,2478,7,11.560856819152832,0.0002,17377,17478,,
1104,15.35,6.320115089416504,-34.27466128,2484,7,10.704093933105469,0.0002,17429,17530,,
1108,15.52,7.800544738769531,-33.861777599999996,2493,7,10.900251388549805,0.0002,17496,17597,,
1112,15.83,6.063936710357666,-35.2694636,2503,7,11.65113353729248,0.0002,17580,17681,,
1116,15.67,9.378705978393555,-34.49347145,2511,7,11.445856094360352,0.0002,17646,17747,,
1120,15.49,5.988826274871826,-33.76093908,2518,7,10.916513442993164,0.0002,17693,17794,,
1124,15.53,5.7119646072387695,-33.53383563,2526,7,10.403152465820312,0.0002,17753,17854,,
1128,15.65,6.541004180908203,-32.84793197,2539,7,11.215311050415039,0.0002,17818,17919,,
1132,16.1,9.226622581481934,-33.5797087,2551,7,10.611917495727539,0.0002,17919,18020,,
1136,15.76,6.992597579956055,-33.26061875999999,2558,7,9.899822235107422,0.0002,17971,18072,,
1140,15.86,5.781281471252441,-32.56843294,2565,7,10.32144832611084,0.0002,18032,18133,,
1144,15.99,10.249074935913086,-32.14720362,2574,7,10.753435134887695,0.0002,18106,18207,,
