time/episodes,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/actor_loss,train/learning_rate,train/n_updates,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
1148,16.28,7.348674774169922,-32.76951312,2584,7,10.118314743041992,0.0002,18187,18288,,
1152,16.24,5.852342128753662,-33.182009900000004,2596,7,11.640137672424316,0.0002,18233,18334,,
1156,16.02,6.460090160369873,-33.45879489000001,2602,7,10.178509712219238,0.0002,18280,18381,,
1160,15.98,9.464897155761719,-33.663144110000005,2609,7,10.637655258178711,0.0002,18343,18444,,
1164,15.89,6.80234432220459,-33.520585340000004,2615,7,10.34561824798584,0.0002,18399,18500,,
1168,15.45,5.711623668670654,-30.94101329,2623,7,10.970992088317871,0.0002,18458,18559,,
1172,15.64,9.660714149475098,-31.437611639999997,2631,7,10.727802276611328,0.0002,18534,18635,,
1176,15.76,8.384220123291016,-31.252687280000004,2645,7,11.554067611694336,0.0002,18600,18701,,
1180,15.54,7.635078430175781,-30.29706833,2653,7,10.94015121459961,0.0002,18654,18755,,
1184,15.9,9.864994049072266,-31.472722319999992,2666,7,11.363615036010742,0.0002,18747,18848,,
1188,16.06,8.626701354980469,-31.11693037,2674,7,10.386075973510742,0.0002,18812,18913,,
1192,16.12,13.883648872375488,-30.33174658,2681,7,11.152862548828125,0.0002,18862,18963,,
1196,16.29,7.251279830932617,-29.91131935,2691,7,10.51576042175293,0.0002,18939,19040,,
1200,16.0,7.10869026184082,-29.223216370000003,2702,7,10.793248176574707,0.0002,18977,19078,,
1204,16.04,7.069890975952148,-28.604665300000008,2709,7,9.69862174987793,0.0002,19033,19134,,
1208,16.1,7.776817321777344,-29.016570940000005,2718,7,10.736236572265625,0.0002,19106,19207,,
1212,15.92,4.843479156494141,-27.596762660000003,2726,7,10.480263710021973,0.0002,19172,19273,,
1216,16.01,6.883934497833252,-27.226101679999996,2735,7,10.47282600402832,0.0002,19247,19348,,
1220,16.23,8.739625930786133,-27.025196829999995,2742,7,10.194622039794922,0.0002,19316,19417,,
1224,16.18,7.586898326873779,-27.077571459999998,2749,7,10.779684066772461,0.0002,19371,19472,,
1228,16.21,8.055419921875,-27.170666379999997,2763,7,10.862109184265137,0.0002,19439,19540,,
1232,15.72,7.931173801422119,-26.61509572000001,2770,7,10.945541381835938,0.0002,19491,19592,,
1236,15.68,5.523767948150635,-25.834440400000002,2776,7,10.298476219177246,0.0002,19539,19640,,
1240,15.67,7.088534832000732,-26.473382230000002,2784,7,12.35233211517334,0.0002,19599,19700,,
1244,15.72,7.700480937957764,-26.363344339999998,2794,7,11.164349555969238,0.0002,19678,19779,,
1248,15.92,10.621603965759277,-26.96323018,2805,7,11.092187881469727,0.0002,19779,19880,,
1252,15.98,10.767477035522461,-27.298288470000003,2817,7,12.558392524719238,0.0002,19831,19932,,
1256,16.18,7.758125305175781,-29.012945740000006,2826,7,10.315126419067383,0.0002,19898,19999,,
1260,16.26,6.687221527099609,-29.853010139999995,2835,7,11.89515495300293,0.0002,19969,20070,,
1264,16.47,5.909406661987305,-30.493801540000007,2844,7,10.330114364624023,0.0002,20046,20147,,
1268,16.54,6.406480312347412,-31.228315830000007,2852,7,10.924663543701172,0.0002,20112,20213,,
1272,16.31,5.908080101013184,-30.99051594,2860,7,11.201202392578125,0.0002,20165,20266,,
1276,16.26,10.361793518066406,-31.97312073,2873,7,11.768763542175293,0.0002,20226,20327,,
1280,16.62,6.756594657897949,-32.97587681,2884,7,11.196224212646484,0.0002,20316,20417,,
1284,16.54,7.307867050170898,-31.97365733,2894,7,10.505193710327148,0.0002,20401,20502,,
1288,16.46,5.633721351623535,-32.23981345,2901,7,9.671058654785156,0.0002,20458,20559,,
1292,16.91,6.1292266845703125,-34.24066518000001,2913,7,10.22854232788086,0.0002,20553,20654,,
1296,16.61,8.837190628051758,-34.80026175,2920,7,10.158724784851074,0.0002,20600,20701,,
1300,16.96,4.645440101623535,-35.932661659999994,2935,7,10.828256607055664,0.0002,20673,20774,,
1304,16.88,6.204070091247559,-35.885163309999996,2942,7,9.842426300048828,0.0002,20721,20822,,
1308,17.42,6.751997470855713,-37.94585878,2956,7,10.729631423950195,0.0002,20848,20949,,
1312,17.55,7.3963141441345215,-39.895177079999996,2967,7,10.654733657836914,0.0002,20927,21028,,
1316,17.54,5.793608665466309,-40.125396009999996,2977,7,9.992840766906738,0.0002,21001,21102,,
1320,17.46,6.869658470153809,-40.37604505,2984,7,11.301883697509766,0.0002,21062,21163,,
1324,17.71,5.15057897567749,-41.18042822,2995,7,10.410670280456543,0.0002,21142,21243,,
1328,17.54,8.25595760345459,-41.32508626,3007,7,10.192825317382812,0.0002,21193,21294,,
1332,17.64,4.684108734130859,-41.333828720000014,3014,7,10.888945579528809,0.0002,21255,21356,,
1336,17.68,8.09723949432373,-40.90608088,3021,7,10.695751190185547,0.0002,21307,21408,,
1340,17.75,7.080000877380371,-39.94551548,3030,7,11.0660400390625,0.0002,21374,21475,,
1344,17.76,4.562521934509277,-39.50216018,3038,7,10.58201789855957,0.0002,21454,21555,,
1348,17.37,7.028041839599609,-38.17530576,3045,7,10.274578094482422,0.0002,21516,21617,,
1352,17.49,7.487094879150391,-38.19285388,3058,7,10.725621223449707,0.0002,21580,21681,,
1356,17.56,5.682803153991699,-36.63657359,3067,7,10.388409614562988,0.0002,21654,21755,,
1360,17.49,7.641883850097656,-37.41566454,3075,7,11.035348892211914,0.0002,21718,21819,,
1364,17.93,8.691240310668945,-39.622503509999994,3088,7,9.990591049194336,0.0002,21839,21940,,
1368,18.08,6.995321273803711,-39.343595580000006,3098,7,11.25128173828125,0.0002,21920,22021,,
1372,18.09,7.160599708557129,-39.74601182000001,3104,7,11.013540267944336,0.0002,21974,22075,,
1376,17.94,7.482057571411133,-39.63039009,3116,7,10.116415023803711,0.0002,22020,22121,,
1380,17.88,5.344645023345947,-40.50761953,3126,7,11.147594451904297,0.0002,22104,22205,,
1384,17.82,8.02471923828125,-40.982671679999996,3135,7,10.663553237915039,0.0002,22183,22284,,
1388,18.22,8.50300407409668,-41.53729582999999,3145,7,10.623785018920898,0.0002,22280,22381,,
1392,17.83,7.821867942810059,-40.29075333,3153,7,10.797159194946289,0.0002,22336,22437,,
1396,18.13,6.003746032714844,-40.68309621,3162,7,11.342978477478027,0.0002,22413,22514,,
1400,18.38,6.174895286560059,-41.31468297000001,3179,7,10.023517608642578,0.0002,22511,22612,,
1404,18.62,5.703611373901367,-41.5522114,3187,7,10.719703674316406,0.0002,22583,22684,,
1408,17.97,7.243973731994629,-39.00621251,3194,7,10.776749610900879,0.0002,22645,22746,,
1412,17.89,7.542975902557373,-36.626290159999996,3202,7,10.655964851379395,0.0002,22716,22817,,
1416,17.64,7.095438003540039,-36.01730521,3208,7,10.769918441772461,0.0002,22765,22866,,
1420,17.67,6.666887283325195,-37.41810333,3216,7,10.647733688354492,0.0002,22829,22930,,
1424,17.78,8.913507461547852,-36.75146513,3225,7,10.729944229125977,0.0002,22920,23021,,
1428,18.03,6.1764020919799805,-36.45660966999999,3240,7,10.303271293640137,0.0002,22996,23097,,
1432,17.93,8.035792350769043,-36.655484369999996,3247,7,11.623759269714355,0.0002,23048,23149,,
1436,17.95,7.082490921020508,-37.21167843999999,3255,7,10.539815902709961,0.0002,23102,23203,,
1440,18.05,6.862994194030762,-37.28143093999999,3265,7,10.391890525817871,0.0002,23179,23280,,
1444,17.83,6.539568901062012,-37.73059975999999,3272,7,11.08045768737793,0.0002,23237,23338,,
1448,17.9,6.82839822769165,-37.886423810000004,3282,7,10.026973724365234,0.0002,23306,23407,,
1452,17.66,6.967068195343018,-36.86113607,3292,7,10.796034812927246,0.0002,23346,23447,,
1456,17.75,6.3159379959106445,-38.667502340000006,3303,7,10.225736618041992,0.0002,23429,23530,,
1460,17.81,6.6507158279418945,-38.404061199999994,3313,7,10.193541526794434,0.0002,23499,23600,,
1464,17.02,5.96872615814209,-35.61011886,3319,7,10.765838623046875,0.0002,23541,23642,,
1468,16.71,6.3264617919921875,-35.36505622999999,3326,7,10.450468063354492,0.0002,23591,23692,,
1472,16.64,6.710885524749756,-35.139628249999994,3332,7,10.71551513671875,0.0002,23638,23739,,
1476,17.16,8.266698837280273,-35.59290289,3348,7,11.784219741821289,0.0002,23736,23837,,
1480,17.03,6.510161399841309,-34.08004679,3357,7,11.122953414916992,0.0002,23807,23908,,
1484,16.85,6.882504463195801,-33.92117794,3365,7,11.262910842895508,0.0002,23868,23969,,
1488,16.73,7.132230281829834,-34.33421304,3376,7,11.231856346130371,0.0002,23953,24054,,
1492,16.76,5.461134433746338,-34.82267916,3384,7,11.188682556152344,0.0002,24012,24113,,
1496,16.75,7.7316365242004395,-34.42899955,3393,7,10.825459480285645,0.0002,24088,24189,,
1500,16.46,5.538382530212402,-33.67532592,3406,7,9.762368202209473,0.0002,24157,24258,,
1504,16.31,6.4050822257995605,-33.46574689999999,3413,7,11.248147010803223,0.0002,24214,24315,,
1508,16.29,6.058518409729004,-33.43395554,3420,7,9.807453155517578,0.0002,24274,24375,,
1512,15.99,7.084668159484863,-33.47294245,3425,7,10.665351867675781,0.0002,24315,24416,,
1516,16.07,6.434990882873535,-34.360160019999995,3432,7,11.289567947387695,0.0002,24372,24473,,
1520,16.22,5.995915412902832,-33.48886688,3441,7,10.473160743713379,0.0002,24451,24552,,
1524,16.17,7.238146781921387,-32.95075494,3450,7,10.824176788330078,0.0002,24537,24638,,
1528,16.28,5.848882675170898,-33.61298148,3464,7,8.775411605834961,0.0002,24624,24725,,
1532,16.36,6.6521759033203125,-33.20192905,3471,7,10.050463676452637,0.0002,24684,24785,,
1536,16.46,5.986876487731934,-32.73812043,3478,7,10.328227996826172,0.0002,24748,24849,,
1540,17.21,6.526580810546875,-36.46002359,3492,7,10.267154693603516,0.0002,24900,25001,,
1544,17.46,6.0234055519104,-36.24495195,3500,7,10.795738220214844,0.0002,24983,25084,,
1548,17.32,5.7957763671875,-35.69246429999999,3506,7,10.944807052612305,0.0002,25038,25139,,
1552,17.85,8.797891616821289,-37.38174482,3551,7,10.301316261291504,0.0002,25131,25232,,
1556,17.93,7.819552421569824,-36.579974390000004,3560,7,9.886039733886719,0.0002,25222,25323,,
1560,17.73,8.875053405761719,-36.43836638999999,3567,7,10.374883651733398,0.0002,25272,25373,,
1564,17.95,7.544848918914795,-36.57041091,3576,7,10.704656600952148,0.0002,25336,25437,,
1568,18.08,5.844283580780029,-36.31176001,3584,7,10.290668487548828,0.0002,25399,25500,,
1572,18.39,4.302245140075684,-37.38608249000001,3594,7,10.820837020874023,0.0002,25477,25578,,
1576,17.86,7.982226848602295,-36.79092546,3605,7,10.696805000305176,0.0002,25522,25623,,
1580,17.82,6.218053340911865,-36.61752999,3612,7,10.170143127441406,0.0002,25589,25690,,
1584,17.75,7.399195671081543,-35.85092774,3619,7,10.869379043579102,0.0002,25643,25744,,
1588,17.58,7.062155723571777,-34.37292244,3627,7,10.204912185668945,0.0002,25711,25812,,
1592,17.74,5.654216289520264,-33.521034809999996,3635,7,9.777251243591309,0.0002,25786,25887,,
1596,17.53,5.196317672729492,-32.88567441,3642,7,11.116310119628906,0.0002,25841,25942,,
1600,17.32,5.408658027648926,-31.568711099999994,3653,7,10.340211868286133,0.0002,25889,25990,,
1604,17.47,4.517716407775879,-32.571569939999996,3662,7,10.897613525390625,0.0002,25961,26062,,
1608,17.56,5.366239070892334,-33.33970946,3670,7,10.990907669067383,0.0002,26030,26131,,
1612,17.96,6.7824578285217285,-34.619748230000006,3680,7,10.927513122558594,0.0002,26111,26212,,
1616,18.33,4.7431254386901855,-35.32608067,3691,7,10.384481430053711,0.0002,26205,26306,,
1620,18.44,6.385201454162598,-36.07587809,3702,7,10.800686836242676,0.0002,26295,26396,,
1624,18.13,7.0390424728393555,-36.251119010000004,3710,7,10.051819801330566,0.0002,26350,26451,,
1628,17.86,6.3798627853393555,-35.99167903,3722,7,10.805744171142578,0.0002,26410,26511,,
1632,17.84,8.356155395507812,-35.51927379,3729,7,10.21834945678711,0.0002,26468,26569,,
1636,17.78,7.147783279418945,-35.754740670000004,3737,7,10.536431312561035,0.0002,26526,26627,,
1640,16.8,7.136040687561035,-31.93327233,3744,7,10.790087699890137,0.0002,26580,26681,,
1644,16.67,5.219577789306641,-31.73984581,3751,7,10.40284252166748,0.0002,26650,26751,,
1648,17.33,6.712660789489746,-33.826025359999996,3764,7,10.476556777954102,0.0002,26771,26872,,
1652,17.24,6.086531639099121,-32.945755680000005,3780,7,10.326720237731934,0.0002,26855,26956,,
1656,17.48,6.373849868774414,-32.856199769999996,3793,7,10.06610107421875,0.0002,26970,27071,,
1660,17.61,7.902466297149658,-32.05835524,3801,7,10.416969299316406,0.0002,27033,27134,,
1664,17.56,7.1254777908325195,-32.1333742,3808,7,10.674079895019531,0.0002,27092,27193,,
1668,17.48,5.577640533447266,-32.20951711,3815,7,10.40278434753418,0.0002,27147,27248,,
1672,17.45,7.870213508605957,-30.80879543,3825,7,9.68998908996582,0.0002,27222,27323,,
1676,17.66,6.584490776062012,-31.558739940000006,3839,7,9.930521965026855,0.0002,27288,27389,,
1680,17.86,5.1855597496032715,-31.94512561,3848,7,10.379777908325195,0.0002,27375,27476,,
1684,18.28,7.095273017883301,-32.71466167,3858,7,10.611454010009766,0.0002,27471,27572,,
1688,18.26,6.569576263427734,-33.1697776,3867,7,10.98930835723877,0.0002,27537,27638,,
1692,18.14,5.403606414794922,-33.42945236,3874,7,10.336589813232422,0.0002,27600,27701,,
1696,18.22,7.093818664550781,-33.68722527,3882,7,11.164985656738281,0.0002,27663,27764,,
1700,18.17,6.371692657470703,-33.904001,3894,7,9.875980377197266,0.0002,27706,27807,,
1704,18.0,6.23488712310791,-32.76279743,3901,7,10.494356155395508,0.0002,27761,27862,,
1708,18.23,7.428229331970215,-33.2694169,3912,7,10.495054244995117,0.0002,27853,27954,,
1712,18.5,5.6288228034973145,-33.44484464,3924,7,10.9002685546875,0.0002,27961,28062,,
1716,18.36,6.090130805969238,-33.46677648,3934,7,9.159343719482422,0.0002,28041,28142,,
1720,18.04,7.233458518981934,-32.14763004,3942,7,9.270987510681152,0.0002,28099,28200,,
1724,18.18,5.4065375328063965,-32.472830550000005,3951,7,9.415485382080078,0.0002,28168,28269,,
1728,18.22,7.86212682723999,-33.66615471,3964,7,9.89271068572998,0.0002,28232,28333,,
1732,18.2,5.969363689422607,-34.05847630000001,3971,7,10.473564147949219,0.0002,28288,28389,,
1736,18.42,5.670363426208496,-34.74172312,3980,7,9.551877975463867,0.0002,28368,28469,,
1740,18.57,6.872203350067139,-35.135285509999996,3989,7,10.156064987182617,0.0002,28437,28538,,
1744,18.57,5.930696964263916,-36.13873865000001,3997,7,9.691717147827148,0.0002,28507,28608,,
1748,17.98,9.518280029296875,-34.73124661,4005,7,9.805659294128418,0.0002,28569,28670,,
1752,17.83,4.995673656463623,-34.634810599999994,4019,7,10.174503326416016,0.0002,28638,28739,,
1756,17.35,6.807187080383301,-34.0220768,4027,7,9.900421142578125,0.0002,28705,28806,,
1760,17.75,7.135407447814941,-35.08997146,4038,7,10.094426155090332,0.0002,28808,28909,,
1764,18.17,6.76738166809082,-37.55608698,4048,7,10.024313926696777,0.0002,28909,29010,,
1768,18.18,8.152233123779297,-37.2804274,4056,7,10.60223388671875,0.0002,28965,29066,,
1772,17.85,9.335420608520508,-36.847908190000005,4061,7,9.81220817565918,0.0002,29007,29108,,
1776,17.72,7.676405906677246,-35.53069781,4074,7,9.208330154418945,0.0002,29060,29161,,
1780,17.91,5.733670711517334,-36.6235631,4086,7,9.469717979431152,0.0002,29166,29267,,
1784,17.63,5.992173671722412,-37.80463485,4094,7,10.426450729370117,0.0002,29234,29335,,
1788,17.56,6.416456699371338,-38.70958786,4102,7,10.295173645019531,0.0002,29293,29394,,
1792,17.77,10.032611846923828,-39.62697456,4113,7,11.039568901062012,0.0002,29377,29478,,
1796,17.8,6.508625030517578,-39.25716899,4121,7,9.960144996643066,0.0002,29443,29544,,
1800,18.05,4.712920188903809,-40.81661599,4135,7,9.94750690460205,0.0002,29511,29612,,
1804,18.05,6.841781139373779,-41.07795948999999,4143,7,10.777395248413086,0.0002,29566,29667,,
1808,18.01,7.2024054527282715,-40.35703846,4154,7,10.368990898132324,0.0002,29654,29755,,
1812,17.32,7.787187576293945,-38.82474608,4160,7,10.018696784973145,0.0002,29693,29794,,
1816,17.23,9.720541954040527,-38.45297285,4168,7,9.808781623840332,0.0002,29764,29865,,
1820,17.19,7.1249189376831055,-38.727500649999996,4175,7,9.161483764648438,0.0002,29818,29919,,
1824,17.25,8.747702598571777,-38.6691157,4184,7,9.334383010864258,0.0002,29893,29994,,
1828,17.12,6.4184088706970215,-37.19973349,4197,7,9.851755142211914,0.0002,29944,30045,,
1832,17.41,6.070432662963867,-37.59236724,4208,7,9.577320098876953,0.0002,30029,30130,,
1836,17.39,6.502624034881592,-37.21512667,4218,7,10.543779373168945,0.0002,30107,30208,,
1840,17.18,6.369781017303467,-37.08231927,4224,7,10.479867935180664,0.0002,30155,30256,,
1844,17.13,8.483384132385254,-35.9733501,4232,7,10.745803833007812,0.0002,30220,30321,,
1848,16.99,6.7685651779174805,-35.63726861999999,4238,7,10.637386322021484,0.0002,30268,30369,,
1852,16.88,6.979499816894531,-35.37286208999999,4251,7,10.042943000793457,0.0002,30326,30427,,
1856,16.83,6.694099426269531,-35.03589143,4259,7,9.820293426513672,0.0002,30388,30489,,
1860,16.35,6.634726047515869,-33.63744993,4266,7,9.430041313171387,0.0002,30443,30544,,
1864,16.13,11.152965545654297,-31.498699430000002,4274,7,10.793279647827148,0.0002,30522,30623,,
1868,16.15,7.286252975463867,-31.401443670000003,4281,7,9.744795799255371,0.0002,30580,30681,,
1872,16.29,6.011294364929199,-31.451329619999996,4287,7,9.562731742858887,0.0002,30636,30737,,
1876,16.73,10.287306785583496,-33.48536733,4303,7,9.522732734680176,0.0002,30733,30834,,
1880,16.48,6.005312919616699,-32.70035348,4312,7,10.41324520111084,0.0002,30814,30915,,
1884,16.27,8.775869369506836,-31.101931470000004,4318,7,9.995992660522461,0.0002,30861,30962,,
1888,16.66,7.052365779876709,-31.594386319999998,4328,7,10.038568496704102,0.0002,30959,31060,,
1892,16.36,6.206634521484375,-30.224469290000002,4335,7,9.940816879272461,0.0002,31013,31114,,
1896,16.3,9.92674446105957,-30.39753237,4341,7,9.65743637084961,0.0002,31073,31174,,
1900,16.29,6.477438449859619,-29.99075504,4356,7,9.243780136108398,0.0002,31140,31241,,
1904,16.51,6.793490409851074,-30.686321739999997,4364,7,10.433753967285156,0.0002,31217,31318,,
1908,16.4,7.488214015960693,-30.056759470000006,4372,7,10.945241928100586,0.0002,31294,31395,,
1912,16.44,7.509184837341309,-30.50048734000001,4378,7,9.528353691101074,0.0002,31337,31438,,
1916,16.74,9.013824462890625,-30.04345799,4388,7,9.523942947387695,0.0002,31438,31539,,
1920,16.9,6.921401023864746,-29.511638709999996,4397,7,9.635560035705566,0.0002,31508,31609,,
1924,16.95,7.557585716247559,-28.82977712,4406,7,8.891345024108887,0.0002,31588,31689,,
1928,17.25,7.467395782470703,-28.108228290000007,4419,7,8.210749626159668,0.0002,31669,31770,,
1932,17.56,9.305492401123047,-28.055351530000003,4431,7,8.657594680786133,0.0002,31785,31886,,
1936,17.87,8.266101837158203,-28.089271329999995,4441,7,8.06647777557373,0.0002,31894,31995,,
1940,18.16,6.765726566314697,-27.637821,4450,7,7.84543514251709,0.0002,31971,32072,,
1944,18.11,7.925788879394531,-27.378722619999998,4457,7,7.867685317993164,0.0002,32031,32132,,
1948,18.4,10.215317726135254,-26.534589010000005,4465,7,7.012404918670654,0.0002,32108,32209,,
1952,18.59,5.433902740478516,-26.019234179999998,4479,7,6.432147026062012,0.0002,32185,32286,,
1956,18.77,7.747951507568359,-25.394751470000003,4488,7,6.09056282043457,0.0002,32265,32366,,
1960,18.79,6.026524543762207,-25.265937459999996,4495,7,5.847931861877441,0.0002,32322,32423,,
1964,18.99,6.82559871673584,-24.22322162,4506,7,6.266742706298828,0.0002,32421,32522,,
1968,19.29,6.903408527374268,-23.55271019,4517,7,6.197836399078369,0.0002,32509,32610,,
1972,19.55,6.930926322937012,-22.819928689999998,4526,7,5.691179275512695,0.0002,32591,32692,,
1976,19.43,8.756690979003906,-20.502385289999996,4543,7,5.161713600158691,0.0002,32676,32777,,
1980,19.9,6.010864734649658,-19.52993378,4556,7,5.345664024353027,0.0002,32804,32905,,
1984,20.69,6.646356105804443,-18.38202593,4571,7,5.131527900695801,0.0002,32930,33031,,
1988,20.84,4.677465438842773,-16.60047132,4583,7,5.036418914794922,0.0002,33043,33144,,
1992,21.26,5.462214946746826,-15.847875490000002,4595,7,4.380528450012207,0.0002,33139,33240,,
1996,21.4,6.076542854309082,-14.8751588,4604,7,5.017614364624023,0.0002,33213,33314,,
2000,21.52,4.419978141784668,-13.426206339999998,4618,7,4.18226432800293,0.0002,33292,33393,,
2004,21.58,5.718775749206543,-13.253234060000002,4629,7,4.800039291381836,0.0002,33375,33476,,
2008,21.81,5.607049465179443,-13.912421969999999,4642,7,4.329429626464844,0.0002,33475,33576,,
2012,22.41,4.189147472381592,-13.834472039999998,4653,7,4.448515892028809,0.0002,33578,33679,,
2016,22.36,5.0738019943237305,-13.5833131,4665,7,4.974396705627441,0.0002,33674,33775,,
2020,22.86,6.8812971115112305,-14.611916010000002,4678,7,4.7202229499816895,0.0002,33794,33895,,
2024,23.26,5.1115546226501465,-15.336115780000002,4692,7,4.108558654785156,0.0002,33914,34015,,
2028,23.36,7.562782287597656,-15.42156816,4708,7,4.623297691345215,0.0002,34005,34106,,
2032,23.06,5.380599021911621,-14.154594410000001,4719,7,4.7236738204956055,0.0002,34091,34192,,
2036,22.84,5.305159568786621,-13.738973190000001,4729,7,3.939389228820801,0.0002,34178,34279,,
2040,22.9,6.249415397644043,-13.810799510000002,4739,7,4.5081000328063965,0.0002,34261,34362,,
2044,23.46,6.272554874420166,-12.94724366,4753,7,3.789375066757202,0.0002,34377,34478,,
2048,23.78,5.278294563293457,-13.225423370000001,4765,7,3.5778300762176514,0.0002,34486,34587,,
2052,23.52,6.65120267868042,-13.38492945,4777,7,4.430215358734131,0.0002,34537,34638,,
2056,23.49,5.253942966461182,-13.740214069999997,4787,7,4.137970924377441,0.0002,34614,34715,,
2060,23.55,5.157749176025391,-13.672632390000004,4795,7,3.6381335258483887,0.0002,34677,34778,,
2064,24.47,7.763914108276367,-13.122782079999997,4816,7,4.103811740875244,0.0002,34868,34969,,
2068,24.46,7.372346878051758,-13.31607945,4826,7,3.6810860633850098,0.0002,34955,35056,,
2072,24.58,6.0704522132873535,-13.508752750000001,4838,7,3.546265125274658,0.0002,35049,35150,,
2076,24.83,8.585416793823242,-13.286693080000003,4856,7,3.3831300735473633,0.0002,35159,35260,,
2080,24.66,7.660696029663086,-13.42074655,4867,7,3.453364849090576,0.0002,35270,35371,,
2084,24.15,6.046332836151123,-14.368102180000001,4875,7,2.8154168128967285,0.0002,35345,35446,,
2088,24.5,5.576667785644531,-14.560485049999997,4890,7,3.0460293292999268,0.0002,35493,35594,,
2092,24.56,5.852269172668457,-14.801459379999997,4900,7,2.698883533477783,0.0002,35595,35696,,
2096,25.12,8.427614212036133,-14.96259395,4914,7,2.9317758083343506,0.0002,35725,35826,,
2100,26.82,5.519977569580078,-15.221984930000001,4941,7,2.6784729957580566,0.0002,35974,36075,,
2104,27.05,4.861756324768066,-13.819797539999998,4951,7,2.300802707672119,0.0002,36080,36181,,
2108,27.26,6.319268703460693,-12.069412430000002,4963,7,2.4109745025634766,0.0002,36201,36302,,
2112,26.91,5.380249977111816,-11.710334360000001,4971,7,1.853623390197754,0.0002,36269,36370,,
2116,27.88,6.4253082275390625,-11.20390575,4987,7,2.638744831085205,0.0002,36462,36563,,
2120,27.47,6.508446216583252,-9.3964174,4996,7,0.961767315864563,0.0002,36541,36642,,
2124,29.71,7.711902141571045,-9.54016129,5025,7,2.0048084259033203,0.0002,36885,36986,,
2128,34.69,6.744251251220703,-22.509812959999998,5094,7,1.7417652606964111,0.0002,37474,37575,,
2132,35.53,6.644345283508301,-23.155770129999997,5112,7,2.039947032928467,0.0002,37644,37745,,
2136,35.67,6.652040958404541,-22.52728936,5123,7,2.022862434387207,0.0002,37745,37846,,
2140,38.32,7.082355499267578,-20.203728100000003,5160,7,1.3491960763931274,0.0002,38093,38194,,
2144,38.51,9.16823959350586,-20.759281290000004,5175,7,1.5772019624710083,0.0002,38228,38329,,
2148,39.15,5.547976493835449,-20.540561770000004,5192,7,1.4836633205413818,0.0002,38401,38502,,
2152,39.6,4.993376731872559,-20.768006289999995,5207,7,2.0309505462646484,0.0002,38497,38598,,
2156,39.63,7.710860252380371,-20.569977159999993,5216,7,1.7531354427337646,0.0002,38577,38678,,
2160,40.23,7.4355692863464355,-20.486218919999995,5228,7,1.4913768768310547,0.0002,38700,38801,,
2164,40.57,6.783110618591309,-20.670638820000004,5249,7,1.7861528396606445,0.0002,38925,39026,,
2168,41.65,8.886788368225098,-20.165826600000003,5268,7,1.6018904447555542,0.0002,39120,39221,,
2172,42.22,7.044021129608154,-20.424074570000002,5282,7,0.47181111574172974,0.0002,39271,39372,,
2176,42.94,9.531421661376953,-20.6959176,5304,7,0.29902732372283936,0.0002,39453,39554,,
2180,43.41,8.656600952148438,-20.635702389999995,5318,7,0.7919834852218628,0.0002,39611,39712,,
2184,43.8,6.502201080322266,-20.04744826,5330,7,0.15935362875461578,0.0002,39725,39826,,
2188,43.08,7.557734966278076,-19.607226620000002,5339,7,0.5578011274337769,0.0002,39801,39902,,
2192,43.66,7.421741485595703,-21.69445076,5353,7,-0.07095980644226074,0.0002,39961,40062,,
2196,44.6,4.259049415588379,-21.099190410000002,5375,7,0.7486128807067871,0.0002,40185,40286,,
2200,43.52,6.947780609130859,-21.23389694,5394,7,-0.5297688245773315,0.0002,40326,40427,,
2204,43.7,6.256186485290527,-21.803195750000008,5406,7,-0.006653100252151489,0.0002,40450,40551,,
2208,44.78,7.552944183349609,-22.607103260000002,5427,7,-0.8695303201675415,0.0002,40679,40780,,
2212,46.75,6.470582962036133,-22.201299669999997,5449,7,-0.3033526539802551,0.0002,40944,41045,,
2216,46.34,6.92456579208374,-21.57426715000001,5466,7,-0.23179899156093597,0.0002,41096,41197,,
2220,46.96,5.612915515899658,-21.141629850000005,5480,7,-1.110825777053833,0.0002,41237,41338,,
2224,46.18,9.883687973022461,-20.48228243,5504,7,-0.007479377090930939,0.0002,41503,41604,,
2228,43.75,7.126966953277588,-8.507552459999998,5541,7,-0.4236663579940796,0.0002,41849,41950,,
2232,46.25,6.733693599700928,-17.04694631,5579,7,-0.11496500670909882,0.0002,42269,42370,,
2236,48.01,10.069400787353516,-18.462506429999998,5609,7,-1.2346446514129639,0.0002,42546,42647,,
2240,47.6,7.09568452835083,-20.50002391,5640,7,-0.4688650369644165,0.0002,42853,42954,,
2244,51.37,7.776978015899658,-19.895416700000002,5687,7,-0.5679114460945129,0.0002,43365,43466,,
2248,51.2,6.985514163970947,-20.67172452,5702,7,-0.8700094223022461,0.0002,43521,43622,,
2252,55.8,8.010778427124023,-20.107203119999998,5762,7,-1.3256157636642456,0.0002,44077,44178,,
2256,57.15,8.736128807067871,-18.192314969999998,5784,7,-1.423668622970581,0.0002,44292,44393,,
2260,60.34,6.480912208557129,-18.573771209999997,5829,7,0.03238845616579056,0.0002,44734,44835,,
2264,65.68,7.6092939376831055,-17.215761519999997,5904,7,-1.010875940322876,0.0002,45493,45594,,
2268,87.38,9.200920104980469,-6.85437613,6112,7,-1.8380255699157715,0.0002,47858,47959,,
