time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/learning_rate,train/critic_loss,train/actor_loss,rollout/ep_rew_mean,train/n_updates,time/fps,time/episodes,eval/mean_ep_length,eval/mean_reward
18363,176820,296.93,0.0003,1.9678010940551758,-20.141494750976562,427.16714829000006,176719,9,868,,
18421,177294,292.12,0.0003,2.051356792449951,-18.838871002197266,420.76981973,177193,9,872,,
18488,177991,274.96,0.0003,3.3043577671051025,-19.059953689575195,391.8157018999999,177890,9,876,,
18592,179021,275.74,0.0003,2.647833824157715,-17.619400024414062,384.9581937599999,178920,9,880,,
18649,179620,277.32,0.0003,1.7227346897125244,-18.22280502319336,395.27367121000003,179519,9,884,,
18758,180806,276.13,0.0003,1.8515446186065674,-19.141868591308594,392.36711919000004,180705,9,888,,
18904,182262,284.86,0.0003,3.4444096088409424,-17.8909912109375,413.0694584099999,182161,9,892,,
19052,183826,297.75,0.0003,4.898610591888428,-19.787181854248047,436.86529598999994,183725,9,896,,
19206,185535,301.5,0.0003,2.6064910888671875,-19.202560424804688,464.89418434000004,185434,9,900,,
19339,186899,288.66,0.0003,2.017204761505127,-18.309043884277344,450.28922067,186798,9,904,,
19422,187806,291.44,0.0003,2.548935890197754,-17.393373489379883,452.77401694,187705,9,908,,
19631,190102,306.87,0.0003,3.2640252113342285,-18.339500427246094,497.40026862999997,190001,9,912,,
19733,191178,313.33,0.0003,2.9068591594696045,-17.959951400756836,503.6516994000001,191077,9,916,,
19895,192854,318.21,0.0003,2.4844655990600586,-18.821290969848633,508.52128748,192753,9,920,,
20049,194179,326.4,0.0003,3.958122730255127,-19.804487228393555,498.3540561600001,194078,9,924,,
20157,195256,328.28,0.0003,2.0173580646514893,-18.785701751708984,498.53733561,195155,9,928,,
20182,195492,316.46,0.0003,3.215613603591919,-17.88732147216797,472.37314620999996,195391,9,932,,
20294,196536,312.63,0.0003,3.4534177780151367,-18.37141227722168,464.16830885000013,196435,9,936,,
20480,198317,320.59,0.0003,2.332207679748535,-17.08546257019043,482.79454577999996,198216,9,940,,
20597,199437,313.73,0.0003,2.023653030395508,-19.96622085571289,463.8938398000001,199336,9,944,,
,200000,,0.0003,1.3957639932632446,-17.145830154418945,,199899,,,805.0,1476.3797132
21263,201923,316.55,0.0003,2.30507755279541,-19.456314086914062,471.80894942,201822,9,948,,
21438,203638,325.02,0.0003,1.7316956520080566,-18.894817352294922,475.84128105,203537,9,952,,
21674,205940,339.58,0.0003,1.9121019840240479,-17.743274688720703,497.9374872700001,205839,9,956,,
21744,206602,329.58,0.0003,2.6299169063568115,-19.208110809326172,480.7126536799999,206501,9,960,,
21796,207031,311.31,0.0003,3.1569011211395264,-17.961965560913086,433.50973520999986,206930,9,964,,
21984,209331,325.11,0.0003,1.2365667819976807,-18.740917205810547,429.9333347400001,209230,9,968,,
22096,210657,333.63,0.0003,2.086338996887207,-18.970460891723633,438.17754592000006,210556,9,972,,
22184,211623,336.32,0.0003,1.3584632873535156,-18.426305770874023,440.4221880800001,211522,9,976,,
22282,212749,337.28,0.0003,2.0339789390563965,-19.740116119384766,440.38824984999997,212648,9,980,,
22376,213796,341.76,0.0003,1.7447699308395386,-17.80004119873047,445.63884098999995,213695,9,984,,
22534,215608,348.02,0.0003,5.319164276123047,-17.81952476501465,436.66589726000007,215507,9,988,,
22555,215840,335.78,0.0003,1.6452016830444336,-18.767126083374023,412.5102761000001,215739,9,992,,
22631,216711,328.85,0.0003,2.6319150924682617,-18.437664031982422,402.74638553000005,216610,9,996,,
