rollout/ep_rew_mean,time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,train/policy_gradient_loss,train/clip_fraction,train/entropy_loss,train/clip_range,train/value_loss,train/std,train/explained_variance,train/learning_rate,train/approx_kl,train/n_updates,train/loss,eval/mean_reward,eval/mean_ep_length
-192.43827283,26,5309,10,65.93,53248,-0.0025261355529073715,0.021666667179670186,-1.6413374185562133,0.25,229.82046508789062,0.5504573583602905,3.731250762939453e-05,0.00029692799999999996,0.007854602,250,116.52432250976562,,
-177.36042183,27,5493,10,62.72,55296,0.0005680767237208784,0.007591146067716182,-1.6451229929924012,0.25,428.7900161743164,0.5510330200195312,5.5789947509765625e-05,0.00029680512,0.0024304986,260,219.4242706298828,,
-171.47554039000002,28,5659,10,65.36,57344,-0.0009503813720494137,0.00026041667442768814,-1.646620374917984,0.25,162.23326263427734,0.5514763593673706,1.3172626495361328e-05,0.00029668223999999995,0.0014123772,270,79.44198608398438,,
-164.02596451999997,29,5821,10,67.66,59392,-0.001748063523409682,0.022057292109820992,-1.6482682287693025,0.25,192.4285873413086,0.5518392324447632,4.225969314575195e-05,0.00029655936,0.004422487,280,90.3204345703125,,
,,,,,60000,-0.002008350689247873,0.005533854302484542,-1.64950852394104,0.25,347.8212371826172,0.5522454977035522,0.00011366605758666992,0.00029643648,0.0065287245,290,178.28274536132812,-261.5302204743028,89.2
-198.82715692,30,6054,10,71.46,61440,,,,,,,,,,,,,
-214.94155998000002,31,6249,10,73.86,63488,-0.0018080759427539395,0.023424479505047203,-1.6516774892807007,0.25,276.0671974182129,0.5530961751937866,8.606910705566406e-05,0.00029631359999999997,0.006972331,300,145.2021026611328,,
-244.12847140999997,32,6418,10,73.57,65536,0.0012017035785538254,0.06954427225573453,-1.6567913889884949,0.25,207.58320388793945,0.5551019906997681,3.987550735473633e-05,0.00029619072,0.0039313314,310,100.5335922241211,,
-239.58170339,33,6599,10,69.58,67584,0.008548806003673182,0.19600260630249977,-1.6629030227661132,0.25,446.7288223266602,0.5561290979385376,0.0001443028450012207,0.00029606783999999996,0.014224144,320,221.6796875,,
-234.82090650999996,34,6768,10,65.79,69632,0.000257701402551902,0.001588541708770208,-1.6647930681705474,0.25,590.1746124267578,0.556338906288147,0.00020307302474975586,0.00029594496,0.0024858774,330,274.93060302734375,,
-239.96264093000005,35,6937,10,65.79,71680,-0.0010929840098651944,0.006302083464106545,-1.665913075208664,0.25,236.1931266784668,0.5569230318069458,4.64320182800293e-05,0.00029582207999999995,0.0053540943,340,119.04410552978516,,
-234.50131348999994,36,7114,10,68.15,73728,-0.0015195462410338228,0.011223958496702834,-1.6685865938663482,0.25,322.6671798706055,0.5577520728111267,4.404783248901367e-05,0.0002956992,0.0074207624,350,160.5536651611328,,
-211.57661894,37,7301,10,66.48,75776,-0.002706964037643056,0.045117187860887496,-1.6758972883224488,0.25,401.83519744873047,0.5620285272598267,3.647804260253906e-05,0.00029557631999999994,0.006752671,360,194.23716735839844,,
-207.60313721999998,38,7469,10,68.63,77824,0.0015948196883982745,0.03394531298545189,-1.690777587890625,0.25,225.39223251342773,0.5645008087158203,0.011115491390228271,0.00029545343999999997,0.002755301,370,108.74308776855469,,
-216.36218428,39,7649,10,69.56,79872,-0.0004988181545923009,0.0022526042215758935,-1.6954020321369172,0.25,235.5112403869629,0.5650776624679565,0.16254788637161255,0.00029533055999999994,0.0041098422,380,112.30108642578125,,
,,,,,80000,-0.0007279358949017212,0.0,-1.6968272268772124,0.25,455.4736618041992,0.5654025673866272,0.2253360152244568,0.00029520768,0.0016164192,390,221.77008056640625,-165.88795237988234,50.0
-207.58907998999996,40,7847,10,68.25,81920,,,,,,,,,,,,,
-244.86530768000003,41,8020,10,70.51,83968,-0.0012445808657983726,0.002447916753590107,-1.6980911135673522,0.25,194.49273605346679,0.5657678842544556,0.366630494594574,0.0002950848,0.0048242463,400,104.52944946289062,,
-232.95243033999995,42,8177,10,67.93,86016,-0.002254456050868647,0.00032552084303461015,-1.6990690171718597,0.25,446.3538452148438,0.5659611821174622,0.3010360598564148,0.00029496192,0.002636815,410,218.15040588378906,,
-270.39731811999997,43,8334,10,72.06,88064,-0.00023098977875637416,0.0,-1.6997414410114289,0.25,308.46117095947267,0.5661643743515015,0.3683874011039734,0.00029483904,0.00027860518,420,163.864013671875,,
-255.22460138,44,8497,10,71.33,90112,-2.6242233252560256e-05,0.0,-1.7004489779472352,0.25,226.2798110961914,0.5663653612136841,0.1843355894088745,0.00029471616,0.00015609941,430,109.02586364746094,,
-224.6937878,45,8656,10,68.54,92160,-0.00015777089782202934,0.0,-1.7013844013214112,0.25,279.0222732543945,0.5667362213134766,0.12650400400161743,0.00029459327999999997,5.0681814e-05,440,128.00083923339844,,
-191.51468037000004,46,8832,10,65.35,94208,-5.4266198994801226e-05,0.0,-1.7026706516742707,0.25,353.05762176513673,0.5670003890991211,0.2570468783378601,0.0002944704,3.3888766e-05,450,160.0218505859375,,
-235.97781181000002,47,8999,10,72.52,96256,-0.0002071697875726919,0.0,-1.703257554769516,0.25,195.051277923584,0.5671183466911316,0.27814173698425293,0.00029434751999999996,0.0003743465,460,89.23931884765625,,
-217.59252252999994,48,9171,10,71.97,98304,-0.00034872347287091544,0.0,-1.7037901699542999,0.25,184.1629951477051,0.56736159324646,0.33511584997177124,0.00029422464,0.00025515718,470,81.71697235107422,,
,,,,,100000,-0.0007256976701683016,0.0002473958389600739,-1.7049280524253845,0.25,141.23158111572266,0.5676963329315186,0.12941771745681763,0.00029410175999999995,0.0020805795,480,70.96642303466797,-59.30717717405188,49.2
-221.52089494999996,49,9372,10,75.12,100352,,,,,,,,,,,,,
-246.87014245000003,50,9545,10,79.71,102400,-0.0005908733950172995,0.0,-1.7058336079120635,0.25,193.69549484252929,0.5678755044937134,0.28900039196014404,0.00029397888,0.0011136826,490,90.84541320800781,,
-222.57437743000003,51,9716,10,68.41,104448,-0.0018513600904769944,0.0018229166773380712,-1.7064206779003144,0.25,247.14492950439453,0.5680233240127563,0.3731943964958191,0.00029385599999999995,0.0046899896,500,117.1832046508789,,
-245.96058494999994,52,9890,10,68.19,106496,0.000695875064957363,0.0,-1.7068450570106506,0.25,294.25819702148436,0.5681225061416626,0.26093554496765137,0.00029373311999999997,0.00028094795,510,129.2935791015625,,
-203.01939779000003,53,10068,10,60.65,108544,-0.00024763180499576265,0.0,-1.7071762800216674,0.25,340.33524627685546,0.568207859992981,0.21101266145706177,0.00029361024,0.0004774733,520,157.68849182128906,,
-191.05639055999995,54,10227,10,61.09,110592,-0.0002151621039592988,0.0,-1.7075430870056152,0.25,220.8010711669922,0.5683718919754028,0.2319844365119934,0.00029348735999999996,0.00075536134,530,99.50312805175781,,
-177.38989560000002,55,10407,10,61.96,112640,-0.00018056091493976468,0.0,-1.708337163925171,0.25,229.6033721923828,0.5686209797859192,0.40018337965011597,0.00029336448,0.00021083433,540,108.20586395263672,,
-218.00112234,56,10618,10,62.55,114688,-0.00010389366845173776,0.0,-1.7090781927108765,0.25,176.58832168579102,0.5687813758850098,0.2061316967010498,0.00029324159999999995,0.00014585492,550,81.1598892211914,,
-222.54838857000001,57,10795,10,68.59,116736,-7.553162278322035e-05,0.0,-1.7094745635986328,0.25,293.76915283203124,0.5688552260398865,0.24780476093292236,0.00029311872,0.000104533014,560,145.0546417236328,,
-217.09226448,58,10961,10,69.4,118784,-0.0002195001909421901,0.0,-1.7097722172737122,0.25,118.270991897583,0.5689599514007568,0.26921582221984863,0.00029299583999999995,0.0010096383,570,61.381927490234375,,
,,,,,120000,8.610618588145158e-06,0.0,-1.710102128982544,0.25,146.2432388305664,0.5690402984619141,0.3154605031013489,0.00029287295999999997,0.00030027732,580,66.3370132446289,-221.59198094774038,93.6
-222.25120533,59,11184,10,75.32,120832,,,,,,,,,,,,,
-218.49199116000003,60,11374,10,68.17,122880,-6.134727127573569e-05,0.0,-1.71040021777153,0.25,215.69060211181642,0.5691240429878235,0.18578171730041504,0.00029275007999999994,3.129984e-05,590,107.99330139160156,,
-265.76266925,61,11551,10,69.88,124928,-8.153048665926477e-06,0.0,-1.7106756806373595,0.25,413.35965118408205,0.5691921710968018,0.30677056312561035,0.00029262719999999996,3.605922e-05,600,195.12393188476562,,
-299.36932109,62,11731,10,67.75,126976,-0.00028371197490288934,0.0,-1.7110061764717102,0.25,466.4477294921875,0.5693525075912476,0.23798859119415283,0.00029250432,0.000379549,610,228.8399200439453,,
-306.54555146999996,63,11892,10,70.97,129024,5.75044320430429e-05,0.0,-1.7115541994571686,0.25,479.14659118652344,0.5694522857666016,0.36248522996902466,0.00029238144,2.090598e-05,620,229.5638885498047,,
-309.91022301,64,12051,10,77.83,131072,-0.00012480516659707508,0.0,-1.7118762850761413,0.25,241.0879898071289,0.5695920586585999,0.40507960319519043,0.00029225856,0.0001509496,630,117.1866455078125,,
-267.141171,65,12211,10,74.45,133120,-0.0009299748549119524,0.0,-1.7124110579490661,0.25,216.99020080566407,0.56969153881073,0.4071528911590576,0.00029213568,0.00077566295,640,109.59709930419922,,
-244.68213341999999,66,12372,10,77.58,135168,-0.0004997937048028644,0.0,-1.7125510573387146,0.25,178.2592300415039,0.569685697555542,0.3779808282852173,0.00029201279999999997,0.0012046951,650,94.54644012451172,,
-238.23020546000004,67,12543,10,77.8,137216,-0.0005092425026305136,0.0,-1.7125241696834563,0.25,181.91644210815429,0.5696958303451538,0.4650118350982666,0.00029188992,0.0007048295,660,85.1841049194336,,
-245.36285657,68,12718,10,70.63,139264,-0.00038958333205185713,3.906250058207661e-05,-1.712672770023346,0.25,250.92077102661133,0.5697897672653198,0.34766870737075806,0.00029176703999999996,0.0020679622,670,127.67588806152344,,
,,,,,140000,-0.0005980325724726399,0.0,-1.713127714395523,0.25,352.4904052734375,0.5699423551559448,0.48135310411453247,0.00029164416,0.0016611853,680,177.89990234375,-115.62931877354693,30.6
-247.04475947999998,69,12898,10,75.15,141312,,,,,,,,,,,,,
-235.84458171999998,70,13060,10,74.56,143360,-0.0010754149856529783,0.0,-1.7137702822685241,0.25,166.59958114624024,0.5701547861099243,0.5283559858798981,0.00029152127999999995,0.0005650397,690,76.83307647705078,,
-242.29465352000003,71,13209,11,75.22,145408,-0.0007195952287292861,0.0,-1.714435875415802,0.25,166.20243453979492,0.5703011751174927,0.6084721088409424,0.0002913984,0.00047752174,700,77.65991973876953,,
-227.80496778999998,72,13379,11,74.09,147456,-0.0003274457350198601,0.0,-1.71481192111969,0.25,241.20166015625,0.5703630447387695,0.4881066083908081,0.00029127551999999995,0.000533987,710,116.34235382080078,,
-243.23248056,73,13533,11,72.0,149504,8.20182805910008e-05,0.0,-1.7149528980255127,0.25,223.04638900756837,0.5704087018966675,0.5339574217796326,0.00029115263999999997,0.00017626044,720,110.96941375732422,,
-228.92415413999998,74,13690,11,69.62,151552,-0.0001899419745359232,0.0,-1.7152524709701538,0.25,182.23344650268555,0.5705323815345764,0.5352573096752167,0.00029102976,0.00017313773,730,89.56471252441406,,
-262.80746849,75,13875,11,68.57,153600,-5.101908441133562e-05,0.0,-1.7156551420688628,0.25,138.2022918701172,0.5706257820129395,0.5848653614521027,0.00029090687999999996,0.00043004152,740,69.54271697998047,,
-236.88833248999998,76,14041,11,68.3,155648,-0.00022565902922000447,0.0,-1.7159821927547454,0.25,409.5185836791992,0.5707368850708008,0.439853310585022,0.000290784,5.5587974e-05,750,201.04820251464844,,
-237.01600206000003,77,14205,11,65.55,157696,-0.0013562455812643481,0.0,-1.7163999319076537,0.25,143.55538520812988,0.5708468556404114,0.31542128324508667,0.00029066111999999996,0.0016656693,760,53.820552825927734,,
-226.56425269,78,14362,11,68.6,159744,-8.469372034598521e-05,0.0,-1.7169210731983184,0.25,329.49818115234376,0.571096658706665,0.4973488450050354,0.00029053824,0.00034169795,770,163.36721801757812,,
,,,,,160000,-0.0018221835915574025,0.005247395939659327,-1.7178369045257569,0.25,189.5365234375,0.5712759494781494,0.436079740524292,0.00029041536,0.0061471546,780,80.5726318359375,-398.73884074967356,111.0
-226.8955071,79,14591,11,67.59,161792,,,,,,,,,,,,,
-240.16060521,80,14769,11,71.2,163840,-0.0005656711615119825,0.0,-1.7182225584983826,0.25,217.28188705444336,0.571361780166626,0.2128930687904358,0.00029029247999999997,0.0013136109,790,84.96585083007812,,
-244.02919225999992,81,14936,11,72.79,165888,-0.00066418120091839,0.0001953125,-1.7186769664287567,0.25,316.2530120849609,0.5715801119804382,0.3779205083847046,0.0002901696,0.0026199487,800,161.05682373046875,,
-267.87863267999995,82,15100,11,76.67,167936,-0.0024044044196489256,0.004739583577611483,-1.7193824827671051,0.25,253.1762924194336,0.5716574192047119,0.5342096388339996,0.00029004671999999996,0.0056777196,810,106.4774169921875,,
-235.14099833999998,83,15261,11,75.06,169984,-0.002742924526391999,0.006354166934033856,-1.7193784832954406,0.25,204.85615615844728,0.5716352462768555,0.513602614402771,0.00028992384,0.006640492,820,103.96064758300781,,
-256.57401395,84,15437,11,77.2,172032,-0.0008752839865428186,0.00036458333779592066,-1.7196174621582032,0.25,102.69054298400879,0.5718534588813782,0.6225274205207825,0.00028980095999999996,0.0033461046,830,46.71555709838867,,
-246.45691399000003,85,15602,11,73.18,174080,0.00021285224711391492,0.0,-1.7204528331756592,0.25,264.32587890625,0.572016716003418,0.393171489238739,0.00028967808,0.00016419386,840,121.88155364990234,,
-255.33972641,86,15769,11,73.09,176128,-4.340480757942799e-05,0.0,-1.7208101451396942,0.25,300.7625335693359,0.5720938444137573,0.40995705127716064,0.0002895552,2.9022658e-05,850,148.76202392578125,,
-269.91956594,87,15960,11,77.32,178176,-0.00044918869680259376,0.0,-1.7210432410240173,0.25,114.64204254150391,0.5721487402915955,0.40644240379333496,0.00028943231999999997,0.0003598499,860,50.331398010253906,,
,,,,,180000,5.982552793248886e-06,0.0,-1.7212228000164032,0.25,182.04746017456054,0.5721931457519531,0.44151127338409424,0.00028930944,6.140489e-06,870,85.3033447265625,-478.96084718815985,89.8
-266.84730045000003,88,16173,11,74.79,180224,,,,,,,,,,,,,
-265.40484689,89,16342,11,77.36,182272,-0.00015205958025035215,0.0,-1.7213546931743622,0.25,221.15877380371094,0.5722192525863647,0.45051413774490356,0.00028918655999999996,1.3894138e-05,880,107.22521209716797,,
-281.19116038,90,16511,11,81.94,184320,-0.00041215204284528184,0.0,-1.7215189516544342,0.25,188.33805923461915,0.5723354816436768,0.5504587888717651,0.00028906368,0.00040709038,890,86.4370346069336,,
-243.66537373000003,91,16676,11,77.81,186368,-0.00012358382456000293,0.0,-1.7220128059387207,0.25,227.39789352416992,0.5724398493766785,0.3731388449668884,0.00028894079999999996,0.0002458508,900,116.07162475585938,,
-247.42583310000006,92,16822,11,81.67,188416,-0.00047877309370960577,0.0,-1.722227895259857,0.25,155.70793075561522,0.5724813938140869,0.48143255710601807,0.00028881792,0.00026541573,910,73.02554321289062,,
-192.41189140000003,93,16978,11,78.2,190464,-0.0004343160490407172,0.0,-1.7223638117313385,0.25,217.65196228027344,0.5725134611129761,0.645900160074234,0.00028869503999999995,0.000818774,920,112.31710815429688,,
-203.40772291000002,94,17149,11,75.31,192512,-0.001636642853027298,0.013515625486616046,-1.7227444410324098,0.25,82.177006149292,0.5727777481079102,0.5438490509986877,0.00028857215999999997,0.008470019,930,34.985015869140625,,
-187.36816833,95,17319,11,67.74,194560,0.0001441224503285099,0.0,-1.7236343920230865,0.25,128.728755569458,0.5729109048843384,0.5897039175033569,0.00028844927999999994,0.00023845905,940,59.78129196166992,,
-194.53858871999998,96,17493,11,72.47,196608,-0.0003919950942872674,0.0,-1.7241925716400146,0.25,193.2967430114746,0.5732083320617676,0.46438461542129517,0.00028832639999999996,0.00031520514,950,91.51725006103516,,
-184.29294635000002,97,17663,11,73.49,198656,-0.001433418331205305,0.00014322916977107524,-1.7253210902214051,0.25,67.62110118865967,0.5734578371047974,0.6016912162303925,0.00028820352,0.0025540898,960,27.565019607543945,,
,,,,,200000,-0.0014140410607797137,3.906250058207661e-05,-1.725935834646225,0.25,140.02144355773925,0.5735657215118408,0.3306286334991455,0.00028808064,0.0019267806,970,51.73650360107422,-348.1010625495284,111.2
-143.77716447,98,17867,11,72.56,200704,,,,,,,,,,,,,
-157.89816061000002,99,18024,11,78.22,202752,-0.0005303820929111857,0.0,-1.7262383937835692,0.25,164.48761749267578,0.573655903339386,0.7022845447063446,0.00028795776,0.0008420685,980,82.49374389648438,,
-139.78364298,100,18188,11,76.42,204800,-0.0003801480824677128,0.0,-1.7266448080539702,0.25,74.93746757507324,0.5738554000854492,0.6301353275775909,0.00028783488,0.00022093274,990,34.67424392700195,,
-153.98402965000002,101,18345,11,81.07,206848,-0.00020225690022697141,0.0,-1.7274053692817688,0.25,53.18937168121338,0.5740129947662354,0.08227777481079102,0.00028771199999999997,0.00012519213,1000,23.160991668701172,,
-189.19899622999998,102,18505,11,87.44,208896,-0.00013352280531080395,0.0,-1.7277972280979157,0.25,169.86293182373046,0.5740949511528015,0.6860960721969604,0.00028758912,0.00015953719,1010,89.51689147949219,,
-176.54823530000002,103,18676,11,81.19,210944,-0.0001799230331329227,0.0,-1.7280444920063018,0.25,149.72556838989257,0.5741643309593201,0.6199525892734528,0.00028746623999999996,0.00010817748,1020,63.55753707885742,,
-221.38850488999998,104,18840,11,84.28,212992,-0.00034818368313609404,0.0,-1.728283667564392,0.25,50.49454326629639,0.5742166042327881,0.6566994190216064,0.00028734336,0.0006856197,1030,22.89997673034668,,
-195.79829029999996,105,19015,11,75.8,215040,-0.00023580117656827327,0.0,-1.7283661007881164,0.25,185.38166351318358,0.5742177963256836,0.5072700381278992,0.00028722047999999996,0.0006802953,1040,77.04386138916016,,
-236.97121909999998,106,19179,11,74.26,217088,-0.00011404168841863682,0.0,-1.7284265458583832,0.25,187.12383575439452,0.5742762088775635,0.49209606647491455,0.0002870976,7.5479824e-05,1050,90.45633697509766,,
-230.84268475999997,107,19357,11,68.63,219136,-3.7851690926782314e-05,0.0,-1.7286697983741761,0.25,228.66191864013672,0.5743265151977539,0.4478150010108948,0.00028697472,6.23774e-05,1060,99.86422729492188,,
,,,,,220000,-0.00026068764912681177,0.0,-1.7288759112358094,0.25,222.69223403930664,0.5744268894195557,0.5087043642997742,0.00028685183999999997,0.00019374171,1070,100.12199401855469,-171.6378229692811,89.4
-209.91829299,108,19582,11,66.09,221184,,,,,,,,,,,,,
-187.13246436999998,109,19743,11,68.23,223232,-0.000814753435279325,0.0,-1.7291249811649323,0.25,90.37701263427735,0.5744102597236633,0.505966454744339,0.00028672896,0.0014891422,1080,35.5080680847168,,
-181.32868685000003,110,19913,11,74.73,225280,-0.0001372707224163605,0.0,-1.7289558470249176,0.25,73.77427864074707,0.5743838548660278,0.6250991523265839,0.00028660607999999996,0.001970407,1090,39.58306884765625,,
-205.95056087,111,20082,11,79.16,227328,-0.0001577957160634469,0.0,-1.7290149092674256,0.25,103.96489868164062,0.5744438171386719,0.6719582080841064,0.0002864832,0.00021068296,1100,48.505950927734375,,
-208.13850598999997,112,20245,11,77.34,229376,-0.00028292844016508667,0.0,-1.7293019354343415,0.25,231.42735290527344,0.5745289325714111,0.6018913984298706,0.00028636031999999996,0.0003989846,1110,121.49468231201172,,
-215.51602473999995,113,20408,11,77.24,231424,-0.00018158532699485974,0.0,-1.7295119345188141,0.25,118.53656005859375,0.5745665431022644,0.4368875026702881,0.00028623744,0.00016812727,1120,47.9685173034668,,
-189.58613805000002,114,20576,11,73.82,233472,-0.00027250505445408635,0.0,-1.729618537425995,0.25,197.89452743530273,0.5745771527290344,0.41217368841171265,0.00028611455999999995,0.0006357096,1130,82.57561492919922,,
-174.38995715,115,20750,11,74.45,235520,-8.214927484688772e-05,0.0,-1.7296618580818177,0.25,167.3421661376953,0.5746258497238159,0.5715384781360626,0.00028599168,7.314281e-05,1140,79.1819076538086,,
-193.85801224,116,20935,11,79.89,237568,-0.00010582004704025038,0.0,-1.7298830032348633,0.25,118.52627677917481,0.5746902227401733,0.6977053284645081,0.00028586879999999994,0.00028934685,1150,53.105308532714844,,
-187.08937237,117,21111,11,79.19,239616,-0.0001700753020395629,0.0,-1.730247324705124,0.25,97.73355560302734,0.5748456716537476,0.6914756000041962,0.00028574591999999997,0.00047899794,1160,47.87314224243164,,
,,,,,240000,-7.547746352429274e-05,0.0,-1.7307215094566346,0.25,163.54857788085937,0.5749496221542358,0.5249522626399994,0.00028562303999999993,0.00042744802,1170,73.63140106201172,-562.8949361914304,92.6
-240.17189979,118,21335,11,78.32,241664,,,,,,,,,,,,,
-273.66714568,119,21531,11,72.69,243712,-0.0004697100976590818,0.0,-1.7309612452983856,0.25,316.0640899658203,0.5749565362930298,0.48339128494262695,0.00028550016,0.00057217246,1180,147.58538818359375,,
-257.66636383,120,21682,11,66.61,245760,-0.0008356025006651003,0.0,-1.7309589326381682,0.25,211.22275390625,0.574989914894104,0.43903857469558716,0.00028537728,0.0009250405,1190,98.82318878173828,,
-220.25267599999998,121,21821,11,67.29,247808,-0.000494739114801579,0.0,-1.7311667680740357,0.25,157.16180877685548,0.5750702023506165,0.5265023708343506,0.0002852544,0.00054264907,1200,70.10091400146484,,
-198.49716450000003,122,21956,11,72.27,249856,-0.0004962125830024894,0.0,-1.7314707577228545,0.25,48.699622535705565,0.5751409530639648,0.7515808045864105,0.00028513152,0.0014212283,1210,24.265487670898438,,
-193.19718072000003,123,22102,11,72.48,251904,-0.000211067042637314,0.0,-1.7316454648971558,0.25,217.61418914794922,0.5751779079437256,0.5131758451461792,0.00028500864,0.0005458576,1220,96.85688781738281,,
-220.08734701,124,22262,11,81.62,253952,1.7884984990779174e-05,0.0,-1.7317209661006927,0.25,229.5342590332031,0.5751689672470093,0.6285981833934784,0.00028488575999999997,1.3895046e-05,1230,102.39187622070312,,
