rollout/ep_rew_mean,time/total_timesteps,time/fps,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/value_loss,train/clip_fraction,train/std,train/approx_kl,train/loss,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
255.02155867,421888,9,206,184.4,44730,,,,,,,,,,,,,
237.71614733,423936,9,207,177.49,44934,2060,24.904883766174315,0.5365755297243595,0.4859926998615265,0.05124324,10.379318237304688,0.2,-1.391386914253235,0.7984915375709534,0.00027468671999999995,0.07406668102077676,,
256.06062707,425984,9,208,182.22,45133,2070,31.64552173614502,0.15333333555608988,0.48551803827285767,0.01257586,14.104796409606934,0.2,-1.3896969437599183,0.8728305101394653,0.00027456383999999997,-0.002647788925096384,,
270.96376642,428032,9,209,189.37,45324,2080,19.013668155670167,0.14778646209742874,0.48511824011802673,0.017910082,9.832636833190918,0.2,-1.3877984941005708,0.8296413570642471,0.00027444096,9.30217628956509e-05,,
287.3366584099999,430080,9,210,196.56,45514,2090,19.44767827987671,0.23307291846722364,0.4839774966239929,0.020771805,8.441789627075195,0.2,-1.3850797176361085,0.7915580570697784,0.00027431807999999996,0.005473190204938838,,
313.64082236999997,432128,9,211,207.23,45708,2100,12.755771064758301,0.13541666963137686,0.48257431387901306,0.010891586,5.690715789794922,0.2,-1.3795668721199035,0.865258976817131,0.0002741952,-0.0023981678613927302,,
318.3529852,434176,9,212,207.82,45917,2110,11.313493728637695,0.10467448094859719,0.4823213219642639,0.009587963,5.1363325119018555,0.2,-1.3752994000911714,0.8856780678033829,0.00027407231999999996,-0.006922136832145043,,
329.95313687000004,436224,9,213,213.48,46107,2120,26.166996955871582,0.14274739862885327,0.48135143518447876,0.038787052,11.017083168029785,0.2,-1.373902589082718,0.7721833437681198,0.00027394944,-0.002249563699588153,,
317.40266472999997,438272,9,214,207.87,46316,2130,10.993145608901978,0.3247005257755518,0.48058009147644043,0.10345031,6.1673431396484375,0.2,-1.3693675875663758,0.9027842804789543,0.00027382655999999995,0.021375931419897843,,
,440000,,,,,2140,33.85051670074463,0.37927084043622017,0.480380654335022,0.013574766,14.893048286437988,0.2,-1.367373514175415,0.7367004156112671,0.00027370367999999997,0.03190825957106427,176.6,273.61375871014314
296.11981603,440320,9,215,201.66,46619,,,,,,,,,,,,,
295.62221742,442368,9,216,208.7,46799,2150,33.45599250793457,0.12246093899011612,0.4796963632106781,0.011842016,14.258917808532715,0.2,-1.3656931519508362,0.8768321424722672,0.00027358079999999994,-0.0052000854810466905,,
280.86698297000004,444416,9,217,201.13,46980,2160,28.89672327041626,0.08752604273613543,0.479142963886261,0.006872834,13.580177307128906,0.2,-1.36282120347023,0.8747933804988861,0.00027345791999999996,-0.0037847188863088022,,
230.40327804999993,446464,9,218,179.15,47152,2170,28.97855215072632,0.08625000230967998,0.47866904735565186,0.0042732507,13.977275848388672,0.2,-1.3607711970806122,0.8084535896778107,0.00027333504,-0.0016328469169093252,,
199.20698467000003,448512,9,219,167.24,47340,2180,11.95463523864746,0.13897135712322778,0.47755166888237,0.012156608,6.511805057525635,0.2,-1.3576034963130952,0.8269408792257309,0.00027321216,-0.007012747052631241,,
216.59090708,450560,9,220,176.77,47548,2190,15.626100301742554,0.08670573141425848,0.4762067198753357,0.0086419415,5.633530616760254,0.2,-1.3526758313179017,0.8314829170703888,0.00027308928,-0.004807578646577904,,
197.56912792,452608,9,221,168.52,47742,2200,19.23086338043213,0.11154948200564832,0.4746776819229126,0.004554271,8.33902359008789,0.2,-1.3455777525901795,0.7865119874477386,0.0002729664,-0.0032876356516498896,,
189.59494603,454656,9,222,169.35,47913,2210,32.75668201446533,0.09054687808966264,0.4741900861263275,0.010286525,14.37354850769043,0.2,-1.3413028240203857,0.8080141395330429,0.00027284351999999997,-0.006137392966484167,,
199.9503647,456704,9,223,170.87,48083,2220,10.23300805091858,0.13632812760770321,0.4735056161880493,0.013834111,4.624321937561035,0.2,-1.339346957206726,0.7884541153907776,0.00027272064,-0.002705854034938948,,
212.57088901000003,458752,9,224,173.8,48287,2230,13.480279970169068,0.16621094203437678,0.4723049998283386,0.018760439,6.761072635650635,0.2,-1.3352218091487884,0.870880663394928,0.00027259775999999996,-0.00020375400432381952,,
,460000,,,,,2240,17.92875757217407,0.1097395860211691,0.4719669222831726,0.02168667,7.564640522003174,0.2,-1.331657350063324,0.8603900969028473,0.00027247488,-0.0012128682536422185,160.8,286.81437481809405
237.84500035000005,460800,9,225,176.69,48589,,,,,,,,,,,,,
242.31834683,462848,9,226,178.36,48752,2250,15.792652940750122,0.2275130286347121,0.4710066318511963,0.100074165,6.587820529937744,0.2,-1.3295200705528258,0.8713319003582001,0.00027235199999999996,0.006160476024961103,,
227.32804725000003,464896,9,227,168.51,48938,2260,12.771661520004272,0.15175781585276127,0.47039613127708435,0.012020774,5.571591854095459,0.2,-1.3256407380104065,0.7319592833518982,0.00027222912,0.0006941663290490396,,
196.86358735,466944,9,228,156.65,49113,2270,13.398116779327392,0.15292969038709997,0.47006702423095703,0.007642993,5.788783073425293,0.2,-1.3235945880413056,0.8035402148962021,0.00027210623999999995,0.0015791751476354142,,
200.82144244000003,468992,9,229,153.73,49329,2280,13.100900411605835,0.37444011196494104,0.4691372513771057,0.02899475,5.884766578674316,0.2,-1.3209817469120027,0.8373113125562668,0.00027198335999999997,0.027660540187644078,,
212.81707876000004,471040,9,230,152.7,49544,2290,19.855961036682128,0.16177083775401116,0.4687056839466095,0.009846519,9.49563217163086,0.2,-1.3175694406032563,0.7487698793411255,0.00027186047999999994,-0.0016680475964676589,,
206.01038657,473088,9,231,148.46,49741,2300,23.582397365570067,0.08872396026272326,0.46792465448379517,0.009055362,9.925652503967285,0.2,-1.315454626083374,0.7766987085342407,0.00027173759999999996,-0.005840323812735626,,
217.76250892,475136,9,232,152.09,49937,2310,21.465843963623048,0.08683593985624612,0.46738100051879883,0.012572078,9.852566719055176,0.2,-1.3120712220668793,0.8127482682466507,0.00027161472,-0.0035037368465782315,,
234.61549068999994,477184,9,233,159.1,50141,2320,20.232605266571046,0.16209635694976895,0.46739548444747925,0.010902596,9.328478813171387,0.2,-1.3106546700000763,0.824699729681015,0.00027149183999999996,-0.0023387473705224426,,
259.99860698,479232,9,234,164.93,50353,2330,18.679849720001222,0.13549479439388962,0.4668598175048828,0.011371631,8.413219451904297,0.2,-1.3101582765579223,0.8160816729068756,0.00027136896,-0.0016491588650388244,,
,480000,,,,,2340,22.012983989715575,0.13138021167833358,0.4658772051334381,0.017626788,8.728622436523438,0.2,-1.306464022397995,0.8306968659162521,0.00027124608,-0.006077349263214326,231.8,517.607787171923
270.05911644,481280,9,235,166.92,50707,,,,,,,,,,,,,
305.09376636,483328,9,236,178.91,50887,2350,17.2024094581604,0.2596875051036477,0.4653080403804779,0.03343292,8.125937461853027,0.2,-1.3029645085334778,0.8485410064458847,0.00027112319999999997,0.00374309779697799,,
306.76254468999997,485376,9,237,179.76,51105,2360,15.514187860488892,0.13709635715931653,0.46456605195999146,0.01176457,7.195971965789795,0.2,-1.3003677487373353,0.8441549092531204,0.00027100032,-0.001501416656756227,,
298.29967073000006,487424,9,238,174.64,51307,2370,13.304710721969604,0.16998698245733976,0.46337631344795227,0.014080305,6.420945167541504,0.2,-1.2959219336509704,0.860818400979042,0.00027087743999999997,-0.0012028512603137643,,
300.20095990000004,489472,9,239,179.32,51517,2380,14.39941759109497,0.123294273391366,0.46177852153778076,0.009158076,6.756242752075195,0.2,-1.289984130859375,0.8952595144510269,0.00027075456,-0.003299075667364404,,
290.07518302000005,491520,9,240,173.77,51723,2390,13.335814332962036,0.13098958563059568,0.4603475332260132,0.015622732,6.160988807678223,0.2,-1.2818444609642028,0.9104688093066216,0.00027063167999999996,-0.002603961105487551,,
256.62555999999995,493568,9,241,160.12,51927,2400,14.5889488697052,0.45548178516328336,0.46006256341934204,0.066294305,6.480762958526611,0.2,-1.278011280298233,0.9080142751336098,0.0002705088,0.05116788764018558,,
263.12549650999995,495616,9,242,165.56,52131,2410,13.731865453720093,0.24354167319834233,0.45899322628974915,0.006610589,5.63386869430542,0.2,-1.2764658391475678,0.8440970182418823,0.00027038592,0.0123899137030822,,
227.49815984999998,497664,9,243,149.91,52325,2420,22.91820478439331,0.17791667217388749,0.45788466930389404,0.01899327,9.89355182647705,0.2,-1.2704614877700806,0.8493918478488922,0.00027026304,-0.002018049063626659,,
218.55342286000004,499712,9,244,145.33,52505,2430,22.26445589065552,0.12828125531668774,0.45767533779144287,0.012003982,10.375677108764648,0.2,-1.2676947236061096,0.8325666636228561,0.00027014016,0.0010426249276497379,,
,500000,,,,,2440,11.661556816101074,0.2853385476395488,0.4567199647426605,0.039284788,5.371767997741699,0.2,-1.2656507968902588,0.8845962807536125,0.00027001727999999997,0.017579197974409943,134.0,176.15206739829063
217.39437220999997,501760,9,245,145.55,52758,,,,,,,,,,,,,
240.44587180000005,503808,9,246,152.35,52980,2450,14.834269285202026,0.3054687535390258,0.4563371539115906,0.015279004,6.653174877166748,0.2,-1.2620584666728973,0.8985337391495705,0.0002698944,0.018951353456795904,,
230.99792880999996,505856,9,247,147.85,53200,2460,17.33998875617981,0.30401042457669974,0.4560422897338867,0.043015357,7.9069390296936035,0.2,-1.260721641778946,0.8865526840090752,0.00026977151999999996,0.01495225993683561,,
252.89542969999994,507904,9,248,156.87,53390,2470,17.097710371017456,0.1305208367004525,0.4556061625480652,0.03804632,7.333957195281982,0.2,-1.2592408776283264,0.8900790959596634,0.00026964864,0.0019942923984490324,,
254.26682048000004,509952,9,249,157.61,53581,2480,13.53529396057129,0.24963542106561362,0.4551737308502197,0.028590687,5.85599422454834,0.2,-1.2571748495101929,0.8509975522756577,0.00026952575999999995,0.013347973236814114,,
263.34817701000003,512000,9,250,161.29,53785,2490,13.216149425506591,0.3458724029362202,0.4553578794002533,0.031796124,6.632031440734863,0.2,-1.256543231010437,0.862392246723175,0.00026940288,0.014100055045273674,,
282.66429012,514048,9,251,171.34,53981,2500,12.01081748008728,0.25460937842726705,0.45524540543556213,0.16003172,5.600039482116699,0.2,-1.2572777092456817,0.8926293700933456,0.00026927999999999994,0.010074455052381382,,
322.2197210499999,516096,9,252,186.99,54184,2510,19.207622480392455,0.3416145868599415,0.4552040100097656,0.01284162,7.320480823516846,0.2,-1.25680815577507,0.8108030557632446,0.00026915711999999997,0.017578573383507302,,
321.25800947,518144,9,253,186.3,54380,2520,23.35700330734253,0.2817317768931389,0.4548646807670593,0.011305399,14.70555305480957,0.2,-1.2560732245445252,0.7976882755756378,0.00026903424,0.01322453871689504,,
,520000,,,,,2530,20.554638576507568,0.191614589933306,0.4545428454875946,0.011041646,8.893267631530762,0.2,-1.254568839073181,0.8578267693519592,0.00026891136,-0.0023501978616695673,235.2,401.35089764222465
359.25013376000004,520192,9,254,203.34,54705,,,,,,,,,,,,,
353.31471102999996,522240,9,255,206.96,54921,2540,15.445319843292236,0.10006510565872304,0.45393410325050354,0.0097333025,6.223945617675781,0.2,-1.2526329636573792,0.8348315507173538,0.00026878848,-0.004111377201043087,,
376.23439535,524288,9,256,217.43,55119,2550,45.1814998626709,0.09147135563252959,0.453774631023407,0.011059633,21.193828582763672,0.2,-1.2504991710186004,0.875849038362503,0.0002686656,-0.004966620638151653,,
392.50210725000005,526336,9,257,224.7,55322,2560,11.150535392761231,0.1102604185580276,0.4536329209804535,0.009221353,4.8776164054870605,0.2,-1.2499932885169982,0.887010008096695,0.00026854272,-0.0037421723967418054,,
425.03820422999996,528384,9,258,238.96,55529,2570,8.657014656066895,0.1708723989664577,0.45383623242378235,0.056452602,4.2260026931762695,0.2,-1.249583911895752,0.902904562652111,0.00026841984,0.0031137488136300682,,
406.12214831999995,530432,9,259,233.28,55737,2580,18.277170515060426,0.45945313647389413,0.4544249176979065,0.028491456,7.726471900939941,0.2,-1.2520744144916534,0.8586859405040741,0.00026829695999999997,0.07286090786103161,,
378.9196225299999,532480,9,260,221.45,55945,2590,19.18431701660156,0.15713541880249976,0.4542241394519806,0.010858841,8.011159896850586,0.2,-1.2529971301555634,0.8671783357858658,0.00026817408,-0.00011183041795437276,,
379.02402921,534528,9,261,220.02,56151,2600,12.264336156845093,0.10319010733510367,0.45414280891418457,0.01131236,6.0931077003479,0.2,-1.2515037178993225,0.9177411273121834,0.00026805119999999996,-0.004416303858451975,,
331.74369698000004,536576,9,262,198.0,56365,2610,13.131682348251342,0.26229167248820884,0.45421135425567627,0.03129834,6.026341915130615,0.2,-1.2516282379627228,0.9036783128976822,0.00026792832,0.007613024373131339,,
348.16796146,538624,9,263,204.05,56558,2620,16.52242169380188,0.17197916994336993,0.45332586765289307,0.01638652,7.803354263305664,0.2,-1.249904990196228,0.9057344421744347,0.00026780544,0.0009626604721415077,,
,540000,,,,,2630,11.839872932434082,0.2278515689074993,0.4523565471172333,0.015107665,5.361804962158203,0.2,-1.2454329431056976,0.8668128699064255,0.00026768256,0.0019762422278290616,259.4,536.5955082141954
338.45039005000007,540672,9,264,194.93,56914,,,,,,,,,,,,,
262.10836444,542720,9,265,161.11,57119,2640,32.97181558609009,0.18072917107492686,0.45185500383377075,0.016800608,18.195417404174805,0.2,-1.2416090786457061,0.8308149129152298,0.00026755968,-0.010130649183847706,,
245.87881204999996,544768,9,266,152.54,57335,2650,17.927764463424683,0.07437500206870026,0.4521246552467346,0.007990539,7.7821149826049805,0.2,-1.2408300280570983,0.88294967263937,0.00026743679999999997,-0.00299741866125256,,
249.11502251,546816,9,267,155.15,57536,2660,20.384036922454833,0.08683593820314854,0.4521632194519043,0.00884277,9.034600257873535,0.2,-1.2416079699993134,0.8953142836689949,0.00026731392,-0.005093511618360936,,
239.65503808999995,548864,9,268,153.01,57740,2670,13.134878158569336,0.15670573351671918,0.4523133635520935,0.01869232,6.1971659660339355,0.2,-1.2408719778060913,0.9139659628272057,0.00026719103999999996,-0.0009639735444216147,,
251.54537567000003,550912,9,269,157.65,57952,2680,13.099452018737793,0.13846354531124233,0.45289164781570435,0.055963747,6.650432109832764,0.2,-1.2419044017791747,0.9230317696928978,0.00026706816,0.0025620104535482914,,
250.73041773,552960,9,270,161.04,58160,2690,21.125682067871093,0.3770442809909582,0.45318305492401123,0.012664791,11.987407684326172,0.2,-1.2440858066082001,0.8696111589670181,0.00026694527999999995,0.023566639682394454,,
214.67694096000002,555008,9,271,147.51,58381,2700,16.037738513946532,0.09990885726874695,0.4517597258090973,0.008558787,8.260703086853027,0.2,-1.241479516029358,0.8958047106862068,0.0002668224,-0.004205462042009422,,
212.13037554,557056,9,272,145.3,58594,2710,14.740492725372315,0.2630859423428774,0.45148372650146484,0.07500432,6.200569152832031,0.2,-1.2357988953590393,0.9109909310936928,0.00026669951999999994,0.004621246315946337,,
211.08036916,559104,9,273,145.45,58774,2720,15.285516500473022,0.36834636218845845,0.4511418342590332,0.030420091,7.456109046936035,0.2,-1.234977400302887,0.9004316702485085,0.00026657663999999997,0.0208749661265756,,
,560000,,,,,2730,16.95495343208313,0.3514974072575569,0.4510451555252075,0.03201385,6.881487846374512,0.2,-1.2328064382076263,0.837586909532547,0.00026645375999999994,0.014775286078511274,379.0,799.9995539612137
182.88548043000003,561152,9,274,134.96,59132,,,,,,,,,,,,,
170.92920442999994,563200,9,275,131.28,59313,2740,12.756889915466308,0.23997396249324082,0.4508141279220581,0.093834445,5.804968357086182,0.2,-1.2320340812206267,0.8024437427520752,0.00026633088,0.013649102126946677,,
143.58153258000002,565248,9,276,118.38,59515,2750,21.249671459197998,0.5731901168823242,0.45113351941108704,0.050061274,11.847128868103027,0.2,-1.232032549381256,0.7914907187223434,0.000266208,0.09068175062653608,,
127.25721116999999,567296,9,277,109.37,59717,2760,18.36174259185791,0.3523046959191561,0.45140621066093445,0.05424026,8.745491027832031,0.2,-1.2331552445888518,0.8863381370902061,0.00026608512,0.016268539566081007,,
135.74588244000003,569344,9,278,115.11,59910,2770,24.79635763168335,0.21765625700354577,0.4515746831893921,0.009752956,12.110106468200684,0.2,-1.2338786184787751,0.8590855598449707,0.00026596224,0.004254050392191855,,
144.86729837,571392,9,279,115.53,60101,2780,16.06095600128174,0.08533854330889881,0.45170092582702637,0.008365514,7.213216781616211,0.2,-1.2341047465801238,0.8696358650922775,0.00026583936,-0.004673919897904888,,
175.95052918999997,573440,9,280,129.02,60292,2790,16.36093978881836,0.08399739837332162,0.4511365294456482,0.008638064,7.478761672973633,0.2,-1.2330004513263702,0.8569271117448807,0.00026571647999999997,-0.004066247846349125,,
214.32610269,575488,9,281,146.29,60466,2800,11.985960340499878,0.11492187813855707,0.45145609974861145,0.010377159,5.985177040100098,0.2,-1.230586963891983,0.8771670684218407,0.0002655936,-0.003413553907448641,,
246.43538766999998,577536,9,282,157.67,60665,2810,11.553784084320068,0.12330729565583169,0.4515098035335541,0.006298861,5.326478958129883,0.2,-1.2321063339710236,0.8747927993535995,0.00026547071999999996,-0.004144439180963655,,
269.04198793,579584,9,283,167.67,60850,2820,11.044998502731323,0.1779166728258133,0.4505466818809509,0.027086485,4.847753524780273,0.2,-1.2297989845275878,0.8419550657272339,0.00026534784,-0.004464030312374234,,
,580000,,,,,2830,14.295916557312012,0.2864453190937638,0.449977844953537,0.12496293,6.5115065574646,0.2,-1.2251304805278778,0.8577378988265991,0.00026522495999999995,0.01798454753356058,356.4,556.2963231424915
271.01509308,581632,9,284,172.89,61247,,,,,,,,,,,,,
294.76909275,583680,9,285,185.0,61450,2840,8.217017030715942,0.20455729640088977,0.44930416345596313,0.018100772,3.997728109359741,0.2,-1.2229974627494813,0.8746664226055145,0.00026510208,0.006729218643740697,,
313.28048896,585728,9,286,194.8,61663,2850,11.839030170440674,0.19272135924547912,0.44882017374038696,0.009810995,5.4832305908203125,0.2,-1.2197281122207642,0.905949555337429,0.0002649792,0.0049583052852540275,,
330.33199497000004,587776,9,287,202.52,61881,2860,13.181130027770996,0.15764323323965074,0.44826894998550415,0.01554458,5.850347995758057,0.2,-1.2172899007797242,0.9080555364489555,0.00026485631999999997,-0.00468877335893918,,
346.90507742999995,589824,9,288,209.96,62095,2870,13.932736253738403,0.32401042403653263,0.44742876291275024,0.08197031,6.01853084564209,0.2,-1.2138169944286346,0.9015415981411934,0.00026473344,0.016495217171031928,,
333.0773165,591872,9,289,208.6,62302,2880,17.464172077178954,0.31194010861217975,0.4470555782318115,0.0118402755,8.76596450805664,0.2,-1.2109513998031616,0.8646755367517471,0.00026461055999999996,0.01777362271561287,,
290.62290156,593920,9,290,188.42,62486,2890,11.26314640045166,0.16433594301342963,0.44647446274757385,0.020993805,5.050839424133301,0.2,-1.208856815099716,0.9151065796613693,0.00026448768,0.0020072054100455537,,
276.45341578999995,595968,9,291,182.15,62676,2900,10.17612919807434,0.2739322980865836,0.4455322325229645,0.0847795,4.437236309051514,0.2,-1.2049943864345551,0.912681944668293,0.00026436479999999995,0.012728938630316433,,
277.49765505000005,598016,9,292,180.85,62860,2910,9.43512511253357,0.2510546941310167,0.44574275612831116,0.019463915,4.437613487243652,0.2,-1.2025973975658417,0.906165212392807,0.00026424192,0.0066325982206035415,,
,600000,,,,,2920,13.691776323318482,0.08208333550137467,0.4456137418746948,0.008115195,6.7447662353515625,0.2,-1.2034549295902253,0.8853933066129684,0.00026411903999999995,-0.0021578460856108263,499.4,916.7116490628105
265.70610946,600064,9,293,175.17,63343,,,,,,,,,,,,,
264.54004721,602112,9,294,173.71,63548,2930,13.078322887420654,0.11394531512632966,0.44546663761138916,0.010362916,7.205348014831543,0.2,-1.2023250877857208,0.8298941850662231,0.00026399615999999997,-0.003554151699063368,,
270.38532417000005,604160,9,295,179.18,63742,2940,15.114900684356689,0.07123698093055282,0.444858193397522,0.0062930463,6.573094367980957,0.2,-1.2007999837398529,0.8685119450092316,0.00026387328,-0.006150214199442417,,
318.25263895,606208,9,296,200.46,63950,2950,13.921062326431274,0.1593880241503939,0.4443269371986389,0.023152681,7.584995746612549,0.2,-1.1975665509700775,0.8616849780082703,0.00026375039999999996,0.0007815771084279,,
322.8907365,608256,9,297,200.48,64149,2960,10.880372571945191,0.14796875335741788,0.4442312717437744,0.017730925,4.699872970581055,0.2,-1.1957426905632018,0.8558211028575897,0.00026362752,-0.004381482414901328,,
344.34957032,610304,9,298,208.13,64347,2970,14.001936006546021,0.1348828157875687,0.444135844707489,0.0092270775,6.591950416564941,0.2,-1.1949345409870147,0.8753163740038872,0.00026350464,-0.0010572152349050512,,
363.74451193,612352,9,299,215.02,64553,2980,11.761477994918824,0.136575523391366,0.44395166635513306,0.024616947,5.578497886657715,0.2,-1.194344061613083,0.8885491788387299,0.00026338176,-0.0007223088253522469,,
375.00085709,614400,9,300,222.95,64763,2990,10.349442386627198,0.20322916898876428,0.4433876872062683,0.012102447,6.041622161865234,0.2,-1.192585974931717,0.9143271148204803,0.00026325888,0.002578623706795047,,
357.50188927000005,616448,9,301,215.73,64973,3000,12.540477228164672,0.2650130241177976,0.44211071729660034,0.1090136,6.782419204711914,0.2,-1.1880366146564483,0.905807614326477,0.00026313599999999997,0.011973179058404605,,
384.2629804699999,618496,9,302,233.97,65144,3010,13.111608266830444,0.19631510647013783,0.44155848026275635,0.011038722,6.159053802490234,0.2,-1.1833171725273133,0.8994610086083412,0.00026301312,0.0038537343429925373,,
,620000,,,,,3020,7.3122292280197145,0.18587240210617892,0.44050344824790955,0.053619903,2.962545156478882,0.2,-1.1806637823581696,0.881879523396492,0.00026289023999999996,0.001751426886476115,717.8,1430.4220280458424
367.8420889,620544,9,303,233.07,65718,,,,,,,,,,,,,
363.00820609000004,622592,9,304,234.07,65902,3030,8.663548803329467,0.38884115740656855,0.43963250517845154,0.02491881,4.078436374664307,0.2,-1.1753858149051666,0.8925620019435883,0.00026276736,0.037868984231026824,,
342.45716260999995,624640,9,305,225.68,66082,3040,11.729081010818481,0.3495182365179062,0.4387754201889038,0.19347051,5.65423059463501,0.2,-1.171950203180313,0.7266954481601715,0.00026264447999999995,0.019058533078350592,,
319.00815393,626688,9,306,212.62,66276,3050,8.475464510917664,0.21705729681998492,0.4378373622894287,0.04000006,4.081986904144287,0.2,-1.1676905870437622,0.8920956999063492,0.0002625216,0.004158003994962201,,
299.18117906,628736,9,307,204.35,66449,3060,14.63200135231018,0.20481771477498115,0.4369105100631714,0.0114082955,6.726051330566406,0.2,-1.1630983769893646,0.8687491416931152,0.00026239872,0.004367059394135131,,
336.08874713,630784,9,308,223.61,66635,3070,18.46941213607788,0.08855469066184014,0.4362156093120575,0.00720458,8.912120819091797,0.2,-1.1591473996639252,0.8440694212913513,0.00026227583999999997,-0.005589839682215825,,
329.54476805999997,632832,9,309,220.63,66824,3080,17.222145891189577,0.15098958555608988,0.4348488450050354,0.015942093,7.85528039932251,0.2,-1.1547463297843934,0.8156365305185318,0.00026215296,-0.007431872630841063,,
320.65285933999996,634880,9,310,213.13,67005,3090,12.456387615203857,0.1729687514161924,0.43397367000579834,0.031389665,5.611208915710449,0.2,-1.1497253358364106,0.8757626190781593,0.00026203007999999996,-0.003858964800747344,,
348.9769442499999,636928,9,311,226.01,67179,3100,13.458776950836182,0.200625004991889,0.43433454632759094,0.028109774,6.655200004577637,0.2,-1.1484968185424804,0.8778474181890488,0.0002619072,-0.0014091611835959305,,
357.89261759,638976,9,312,229.75,67370,3110,12.7278648853302,0.17805990101769567,0.4344930052757263,0.015252172,6.1261138916015625,0.2,-1.1499277114868165,0.8686527460813522,0.00026178431999999995,0.005207512672059211,,
,640000,,,,,3120,20.393075370788573,0.2526432337239385,0.4338270127773285,0.060215034,8.692941665649414,0.2,-1.1487576365470886,0.8161768168210983,0.00026166144,0.007181756310237741,791.0,1783.874436956854
352.5539799400001,641024,9,313,218.51,67978,,,,,,,,,,,,,
382.42840248,643072,9,314,229.24,68177,3130,16.704981327056885,0.31555990092456343,0.4331287741661072,0.017894521,6.973008155822754,0.2,-1.1456205308437348,0.8415442258119583,0.00026153856,0.01806727282353675,,
408.1569333,645120,9,315,238.5,68387,3140,12.07080602645874,0.191354170627892,0.4320128560066223,0.0071650883,5.152645111083984,0.2,-1.141468232870102,0.8910215273499489,0.00026141567999999997,0.0015480300388298952,,
432.59008831,647168,9,316,245.37,68597,3150,12.706629371643066,0.11596354469656944,0.4313737154006958,0.011198549,5.219374656677246,0.2,-1.137306535243988,0.887729249894619,0.0002612928,-0.002349336919178313,,
443.64356452,649216,9,317,248.85,68802,3160,15.399891233444214,0.15286458730697633,0.43093663454055786,0.014309561,6.927862167358398,0.2,-1.1350519180297851,0.8668618649244308,0.00026116991999999996,-0.0013408500654623178,,
486.20387657,651264,9,318,268.33,69011,3170,9.759884357452393,0.13928385647013783,0.4287852644920349,0.032566234,4.198817729949951,0.2,-1.1298030197620392,0.908662386238575,0.00026104704,-0.003983835980761796,,
495.87980508999993,653312,9,319,271.93,69205,3180,12.22168173789978,0.5352343950420618,0.42782407999038696,0.2859454,6.511403560638428,0.2,-1.1202715456485748,0.860020101070404,0.00026092415999999995,0.07408293326618151,,
509.43047956000004,655360,9,320,277.99,69410,3190,14.696305227279662,0.17604167237877846,0.4275357723236084,0.009979427,6.512387752532959,0.2,-1.1182308971881867,0.8338680863380432,0.00026080128,0.003400840588146825,,
444.68691855,657408,9,321,246.62,69619,3200,15.542941904067993,0.1117968775331974,0.4260096848011017,0.013418854,7.265732288360596,0.2,-1.1140967011451721,0.8357046544551849,0.0002606784,-0.006209194916300476,,
476.92722746999993,659456,9,322,260.38,69790,3210,14.87452187538147,0.08988281488418579,0.4249148964881897,0.008539705,7.526424407958984,0.2,-1.1067014575004577,0.8648046404123306,0.00026055551999999997,-0.005896224969510477,,
,660000,,,,,3220,8.942995715141297,0.1757291694637388,0.42467400431632996,0.009933565,3.7209372520446777,0.2,-1.1031468987464905,0.8782730549573898,0.00026043264,-0.00253101229289312,749.0,1757.0692964588848
442.1228945,661504,9,323,243.68,70291,,,,,,,,,,,,,
415.77466998000006,663552,9,324,235.24,70461,3230,13.682473087310791,0.15253906588768587,0.42421668767929077,0.027138412,7.357335567474365,0.2,-1.101901912689209,0.8698685467243195,0.00026030975999999996,-0.0016822048244648613,,
417.30839958999996,665600,9,325,236.29,70644,3240,11.261969757080077,0.07557291865814478,0.42317116260528564,0.008825214,5.461621284484863,0.2,-1.098481547832489,0.8478959202766418,0.00026018688,-0.0027344648553116356,,
403.0770883,667648,9,326,231.11,70806,3250,11.359707641601563,0.14003906675498,0.42139968276023865,0.011377353,5.31630802154541,0.2,-1.0909699738025664,0.9079553112387657,0.00026006399999999995,-0.00150421005440875,,
377.15312009,669696,9,327,221.92,70974,3260,9.97479681968689,0.2696614663116634,0.42034634947776794,0.02029448,4.998237133026123,0.2,-1.0842454195022584,0.8651858568191528,0.00025994112,0.018010678491336883,,
369.16846353999995,671744,9,328,213.69,71166,3270,10.915553617477418,0.0975781268440187,0.4196268916130066,0.007947432,5.394050121307373,0.2,-1.0801329016685486,0.8784213438630104,0.00025981823999999995,-0.003244127697398652,,
392.54932778,673792,9,329,226.82,71338,3280,12.783918237686157,0.06565104345791042,0.4188319444656372,0.007571075,6.119883060455322,0.2,-1.0765453577041626,0.8489373922348022,0.00025969535999999997,-0.005052552509878261,,
416.6567304400001,675840,9,330,239.57,71510,3290,10.094232511520385,0.17052083648741245,0.4182121753692627,0.023846734,4.639480113983154,0.2,-1.0725251972675323,0.8738712221384048,0.00025957248,-0.001474230348831007,,
438.86046755,677888,9,331,252.1,71700,3300,9.644614362716675,0.33450521640479564,0.4174262285232544,0.025923206,4.15553092956543,0.2,-1.0696991384029388,0.868774801492691,0.0002594496,0.01751105102011934,,
