train/learning_rate,time/fps,train/ent_coef,train/actor_loss,time/time_elapsed,time/episodes,time/total_timesteps,train/n_updates,train/ent_coef_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0.0001,12,0.05508933216333389,-9.010993957519531,13182,1960,168051,83975,0.03298063576221466,8.668915748596191,,
0.0001,12,0.057413868606090546,-10.235655784606934,13274,1964,169331,84615,0.6517869830131531,8.528341293334961,,
0.0001,12,0.05954241380095482,-8.543068885803223,13355,1968,170467,85183,0.686636745929718,4.97866153717041,,
0.0001,12,0.06097894161939621,-10.633514404296875,13462,1972,171880,85889,0.39511823654174805,5.609556198120117,,
0.0001,12,0.06190533936023712,-9.727855682373047,13530,1976,172720,86309,0.7161718606948853,7.820318222045898,,
0.0001,12,0.06301148980855942,-11.638633728027344,13575,1980,173284,86591,0.05626368522644043,8.215887069702148,,
0.0001,12,0.06445251405239105,-9.735377311706543,13666,1984,174363,87131,-0.1975589394569397,5.409999847412109,,
0.0001,12,0.0651927962899208,-7.853028297424316,13754,1988,175471,87685,0.40320640802383423,4.634245872497559,,
0.0001,12,0.06640588492155075,-12.278694152832031,13837,1992,176511,88205,0.6322572231292725,8.954903602600098,,
0.0001,12,0.06690539419651031,-8.80946159362793,13872,1996,176893,88396,1.2463960647583008,4.112607955932617,,
0.0001,12,0.06719104200601578,-11.124393463134766,13925,2000,177551,88725,-0.3205230236053467,6.115804672241211,,
0.0001,12,0.06816964596509933,-9.03900146484375,13994,2004,178393,89146,0.1789589375257492,3.3663158416748047,,
0.0001,12,0.06819453090429306,-9.028701782226562,14009,2008,178555,89227,1.0075933933258057,5.9547929763793945,,
0.0001,12,0.06849640607833862,-6.559791088104248,14079,2012,179510,89704,0.19083774089813232,3.4322235584259033,,
0.0001,12,0.068341925740242,-9.131763458251953,14115,2016,179986,89942,0.2331576645374298,5.896665573120117,,
0.0001,12,0.071104496717453,-8.609115600585938,14243,2020,181626,90762,-0.47932034730911255,4.482471466064453,,
0.0001,12,0.07229731231927872,-6.200916767120361,14277,2024,182077,90988,0.7059321403503418,3.8434886932373047,,
0.0001,12,0.07404444366693497,-11.268244743347168,14333,2028,182747,91323,0.2659533619880676,5.302859306335449,,
0.0001,12,0.07622142881155014,-10.093952178955078,14384,2032,183433,91666,-0.3628996014595032,6.252633094787598,,
0.0001,12,0.07713229954242706,-8.930066108703613,14427,2036,184022,91960,0.8635584115982056,3.480578899383545,,
0.0001,12,0.07901480793952942,-11.762041091918945,14502,2040,184956,92427,-0.9166073799133301,5.717538833618164,,
0.0001,12,0.07902035862207413,-13.489416122436523,14553,2044,185572,92735,-0.06464946269989014,6.711615562438965,,
0.0001,12,0.07893369346857071,-13.899349212646484,14579,2048,185914,92906,-0.6070458889007568,5.526070594787598,,
0.0001,12,0.08016137033700943,-9.319000244140625,14659,2052,187183,93541,-0.29173484444618225,5.756867408752441,,
0.0001,12,0.0801955834031105,-9.186264038085938,14709,2056,187868,93883,-0.39944878220558167,5.732875823974609,,
0.0001,12,0.08159899711608887,-11.86711311340332,14785,2060,188907,94403,-0.1203966736793518,17.822341918945312,,
0.0001,12,0.08182793110609055,-10.820305824279785,14794,2064,189001,94450,0.09351858496665955,8.929163932800293,,
0.0001,12,0.08218898624181747,-11.234882354736328,14810,2068,189236,94567,-0.03913111984729767,13.64307975769043,,
0.0001,12,0.08307439088821411,-10.90269947052002,14840,2072,189564,94731,0.3444502353668213,5.852450370788574,,
0.0001,12,0.08282524347305298,-9.293380737304688,14867,2076,189939,94919,0.1767328679561615,5.0677995681762695,,
0.0001,12,0.08350516855716705,-11.829566955566406,14891,2080,190247,95073,0.5271074771881104,11.272911071777344,,
0.0001,12,0.08448880165815353,-13.655654907226562,14913,2084,190551,95225,-0.5107157826423645,4.779985427856445,,
0.0001,12,0.08475171774625778,-9.998746871948242,14920,2088,190629,95264,0.07243019342422485,11.705150604248047,,
0.0001,12,0.08513081073760986,-10.253644943237305,14936,2092,190848,95373,-0.1303550750017166,7.051817417144775,,
0.0001,12,0.08608365058898926,-12.153308868408203,14955,2096,191025,95462,-0.09816300868988037,8.117536544799805,,
0.0001,12,0.08619566261768341,-9.802400588989258,14961,2100,191087,95493,-0.25616225600242615,14.093961715698242,,
0.0001,12,0.08633225411176682,-9.099714279174805,14971,2104,191207,95553,0.020758025348186493,5.150836944580078,,
0.0001,12,0.08716443926095963,-12.601044654846191,15004,2108,191650,95774,-0.2275804877281189,3.561764717102051,,
0.0001,12,0.08802637457847595,-9.054617881774902,15038,2112,192109,96004,-0.5689020156860352,7.284013271331787,,
0.0001,12,0.08889829367399216,-8.586116790771484,15078,2116,192666,96282,0.0712658166885376,7.1142988204956055,,
0.0001,12,0.08931996673345566,-10.66485595703125,15102,2120,192918,96408,0.6396859884262085,6.842523097991943,,
0.0001,12,0.08962401747703552,-10.339326858520508,15117,2124,193124,96511,-0.44607284665107727,9.487773895263672,,
0.0001,12,0.08965636789798737,-9.788992881774902,15133,2128,193315,96607,-0.2607113718986511,9.404751777648926,,
0.0001,12,0.09040667861700058,-11.273520469665527,15168,2132,193818,96858,-0.8652092814445496,5.978909015655518,,
0.0001,12,0.09031175822019577,-10.969637870788574,15206,2136,194390,97144,-0.03667191416025162,7.153980731964111,,
0.0001,12,0.09036871045827866,-8.304112434387207,15216,2140,194503,97201,0.37756454944610596,8.197383880615234,,
0.0001,12,0.09038523584604263,-9.096369743347168,15251,2144,194907,97403,-0.07948020100593567,11.053703308105469,,
0.0001,12,0.09058889001607895,-7.840583324432373,15280,2148,195313,97606,0.24350081384181976,14.06037712097168,,
0.0001,12,0.08812118321657181,-10.66600513458252,15384,2152,196643,98271,-0.6014546155929565,4.566057205200195,,
0.0001,12,0.0813770666718483,-9.132058143615723,15554,2156,198889,99394,0.2107648402452469,14.484451293945312,,
0.0001,12,0.08069425076246262,-10.015706062316895,15587,2160,199360,99629,-0.6949173212051392,7.3887200355529785,,
0.0001,,0.07932821661233902,-9.39211654663086,,,200000,99949,-0.1495840847492218,20.06757926940918,604.0,1120.0814230017422
0.0001,12,0.07917620986700058,-9.518085479736328,15865,2164,200065,99982,-0.38532930612564087,4.724002838134766,,
0.0001,12,0.07691103965044022,-11.896188735961914,15923,2168,200838,100368,0.08319729566574097,2.8824453353881836,,
0.0001,12,0.07512669265270233,-9.929082870483398,15992,2172,201641,100770,0.31049293279647827,4.638361930847168,,
0.0001,12,0.07405208796262741,-10.448125839233398,16027,2176,202077,100988,0.09479426592588425,6.917123317718506,,
0.0001,12,0.0736510381102562,-9.667452812194824,16056,2180,202435,101167,0.552708089351654,7.479243278503418,,
0.0001,12,0.07249765843153,-10.881078720092773,16108,2184,203087,101493,-0.3440789580345154,7.09249210357666,,
0.0001,12,0.07111610472202301,-10.180327415466309,16182,2188,203982,101940,0.7012555599212646,6.801329612731934,,
0.0001,12,0.07114525884389877,-12.419919967651367,16194,2192,204137,102018,0.13045015931129456,5.448644638061523,,
0.0001,12,0.07108211517333984,-8.462621688842773,16202,2196,204222,102060,0.4971022307872772,6.446872711181641,,
0.0001,12,0.07077381014823914,-9.836381912231445,16229,2200,204569,102234,0.33978599309921265,2.2544751167297363,,
0.0001,12,0.07069000601768494,-11.006512641906738,16242,2204,204719,102309,0.48352116346359253,3.356534719467163,,
0.0001,12,0.07009179890155792,-7.217273712158203,16312,2208,205750,102824,0.3156962990760803,6.8881731033325195,,
0.0001,12,0.06999073922634125,-7.851953506469727,16332,2212,206020,102959,0.8201587796211243,5.615323543548584,,
0.0001,12,0.07115834206342697,-8.928824424743652,16379,2216,206591,103245,0.037339143455028534,3.820289134979248,,
0.0001,12,0.07150691747665405,-8.31777572631836,16403,2220,206913,103406,0.09273010492324829,4.06976318359375,,
0.0001,12,0.0719289481639862,-9.533079147338867,16437,2224,207373,103636,-0.15933465957641602,3.064816951751709,,
0.0001,12,0.0717812180519104,-8.023652076721191,16452,2228,207559,103729,-0.6317895650863647,4.502262115478516,,
0.0001,12,0.07156495749950409,-9.140008926391602,16520,2232,208488,104193,0.2839113175868988,7.885356903076172,,
0.0001,12,0.07031094282865524,-9.145021438598633,16591,2236,209421,104660,-1.024972915649414,4.809322357177734,,
0.0001,12,0.0688263475894928,-10.785279273986816,16692,2240,210748,105323,-0.7186981439590454,5.678310871124268,,
0.0001,12,0.06885842233896255,-11.164424896240234,16705,2244,210877,105388,0.12804147601127625,5.924876689910889,,
0.0001,12,0.07028290629386902,-12.319591522216797,16816,2248,212424,106161,-0.3382517695426941,4.084492206573486,,
0.0001,12,0.06894434988498688,-9.208695411682129,16940,2252,214129,107014,0.45934462547302246,4.603204250335693,,
0.0001,12,0.06933078914880753,-13.657297134399414,17006,2256,215010,107454,-0.8401381373405457,8.39514446258545,,
0.0001,12,0.06899170577526093,-12.1220121383667,17092,2260,215976,107937,0.15301084518432617,4.112192630767822,,
0.0001,12,0.07006974518299103,-12.601511001586914,17182,2264,217051,108475,-0.6353402733802795,5.196072578430176,,
0.0001,12,0.07047257572412491,-13.487712860107422,17274,2268,218203,109051,0.3285585045814514,4.517425060272217,,
0.0001,12,0.07149148732423782,-11.836870193481445,17366,2272,219515,109707,0.8024424314498901,5.140277862548828,,
0.0001,12,0.07136708498001099,-12.437897682189941,17427,2276,220322,110110,0.18383315205574036,4.968027591705322,,
0.0001,12,0.07050077617168427,-11.817349433898926,17505,2280,221416,110657,-0.5250453948974609,6.89263391494751,,
0.0001,12,0.06964075565338135,-11.09315013885498,17537,2284,221838,110868,-0.22532707452774048,4.942395210266113,,
0.0001,12,0.069016233086586,-14.199922561645508,17610,2288,222803,111351,-0.6565617322921753,2.998349666595459,,
0.0001,12,0.0686991736292839,-12.157669067382812,17652,2292,223393,111646,-0.5891286134719849,7.376805782318115,,
0.0001,12,0.06683758646249771,-12.657477378845215,17781,2296,225080,112489,-0.18825213611125946,7.674063682556152,,
0.0001,12,0.06673284620046616,-12.23736572265625,17833,2300,225709,112804,0.10951448976993561,2.886384963989258,,
0.0001,12,0.06643041968345642,-11.027872085571289,17863,2304,226100,112999,0.19117972254753113,5.0653533935546875,,
0.0001,12,0.06580360978841782,-11.674776077270508,17913,2308,226779,113339,0.25672703981399536,4.769505977630615,,
0.0001,12,0.06550310552120209,-10.54960823059082,17944,2312,227174,113536,0.12630844116210938,6.3824663162231445,,
0.0001,12,0.06521490216255188,-12.694343566894531,18003,2316,227929,113914,0.4509967565536499,2.594308614730835,,
0.0001,12,0.06457962840795517,-12.235441207885742,18119,2320,229415,114657,-0.14784379303455353,3.7198486328125,,
0.0001,12,0.06456144899129868,-10.564325332641602,18197,2324,230487,115193,0.006617754697799683,3.8451333045959473,,
0.0001,12,0.06449063867330551,-11.787970542907715,18244,2328,231141,115520,0.5673220157623291,11.17288589477539,,
0.0001,12,0.06461223214864731,-9.109689712524414,18272,2332,231483,115691,0.4183902144432068,5.241634845733643,,
0.0001,12,0.06512480229139328,-9.259023666381836,18303,2336,231874,115886,0.2318456619977951,8.76644229888916,,
0.0001,12,0.06566749513149261,-9.98861312866211,18354,2340,232422,116160,-0.1380070149898529,7.720552444458008,,
0.0001,12,0.06577100604772568,-6.199404239654541,18466,2344,233851,116875,0.5094453692436218,11.404480934143066,,
0.0001,12,0.06691640615463257,-12.878047943115234,18578,2348,235220,117559,0.0719006359577179,7.646838665008545,,
0.0001,12,0.06799624860286713,-9.316794395446777,18658,2352,236288,118093,0.5502141118049622,12.676262855529785,,
0.0001,12,0.06794782727956772,-8.213024139404297,18672,2356,236465,118182,-0.021681204438209534,5.562589645385742,,
0.0001,12,0.06763077527284622,-10.38839340209961,18695,2360,236744,118321,0.08743606507778168,8.251744270324707,,
0.0001,12,0.06677272915840149,-8.680686950683594,18799,2364,238138,119018,-0.23137643933296204,15.838850975036621,,
0.0001,12,0.06631497293710709,-6.532862663269043,18836,2368,238621,119260,-0.42113739252090454,22.427440643310547,,
0.0001,12,0.06581823527812958,-9.290397644042969,18916,2372,239626,119762,-0.409145712852478,7.005108833312988,,
0.0001,12,0.06501620262861252,-10.16311264038086,19028,2376,241214,120556,-1.0607843399047852,4.60107421875,,
0.0001,12,0.06490233540534973,-11.369384765625,19088,2380,241881,120890,-0.08802837133407593,7.469386100769043,,
0.0001,12,0.06496194005012512,-11.603682518005371,19154,2384,242737,121318,-0.27398020029067993,6.874686241149902,,
0.0001,12,0.06541073322296143,-12.579971313476562,19227,2388,243606,121752,0.1815693974494934,8.263727188110352,,
0.0001,12,0.06565983593463898,-12.183675765991211,19246,2392,243819,121859,0.6702963709831238,4.829466819763184,,
0.0001,12,0.06629779189825058,-9.819937705993652,19315,2396,244615,122257,0.8828874826431274,10.2764892578125,,
0.0001,12,0.06703457236289978,-10.944295883178711,19384,2400,245525,122712,0.0976794958114624,5.561105728149414,,
0.0001,12,0.06704791635274887,-10.671249389648438,19458,2404,246476,123187,-0.7563228011131287,7.734335899353027,,
0.0001,12,0.06613412499427795,-12.335577011108398,19530,2408,247413,123656,-0.20359712839126587,7.579926013946533,,
0.0001,12,0.0644499808549881,-12.950111389160156,19637,2412,248688,124293,-0.4632352590560913,4.038374900817871,,
0.0001,12,0.06420253962278366,-12.962274551391602,19660,2416,248864,124381,0.5532883405685425,4.983550071716309,,
0.0001,12,0.06413786858320236,-10.494208335876465,19679,2420,249104,124501,-1.1161651611328125,6.845341205596924,,
0.0001,12,0.06169038638472557,-12.646110534667969,19788,2424,250431,125165,-0.3700962960720062,5.383578300476074,,
0.0001,12,0.05921280384063721,-14.636631965637207,19899,2428,251857,125878,0.033871278166770935,3.235870361328125,,
0.0001,12,0.058187276124954224,-12.997163772583008,19986,2432,252908,126403,0.09285545349121094,8.062538146972656,,
0.0001,12,0.05810100585222244,-12.610257148742676,19993,2436,252974,126436,0.11403590440750122,3.6199564933776855,,
0.0001,12,0.058068592101335526,-12.397554397583008,20004,2440,253022,126460,-0.13910184800624847,3.503156900405884,,
0.0001,12,0.0578426718711853,-11.974008560180664,20032,2444,253361,126630,0.1909501552581787,6.877353668212891,,
0.0001,12,0.057470694184303284,-13.344922065734863,20133,2448,254693,127296,-0.25976377725601196,5.02818489074707,,
0.0001,12,0.05772353336215019,-14.962163925170898,20197,2452,255589,127744,-0.8613024950027466,4.769006729125977,,
0.0001,12,0.05756181478500366,-14.158093452453613,20238,2456,256125,128012,-0.13975471258163452,4.229591369628906,,
0.0001,12,0.05827803537249565,-13.71084213256836,20298,2460,256936,128417,0.055828556418418884,8.103681564331055,,
0.0001,12,0.059313345700502396,-13.90286922454834,20355,2464,257616,128757,0.07469575852155685,3.7507214546203613,,
0.0001,12,0.0600464791059494,-14.671329498291016,20390,2468,258066,128982,-0.15091967582702637,7.1903276443481445,,
0.0001,12,0.05959884077310562,-16.459108352661133,20450,2472,258815,129357,0.3902183175086975,6.647793769836426,,
0.0001,12,0.059489667415618896,-15.716075897216797,20486,2476,259260,129579,-0.1291557252407074,3.489872694015503,,
0.0001,12,0.060448598116636276,-17.691740036010742,20537,2480,259913,129906,-0.3937605023384094,7.480479717254639,,
0.0001,12,0.06060955300927162,-16.17395782470703,20571,2484,260286,130092,-0.00499841570854187,8.489198684692383,,
0.0001,12,0.060573164373636246,-12.877460479736328,20589,2488,260419,130159,0.22246766090393066,8.539196968078613,,
0.0001,12,0.060191359370946884,-13.261859893798828,20635,2492,261030,130464,0.1876986026763916,6.409612655639648,,
0.0001,12,0.06033237650990486,-14.522116661071777,20658,2496,261292,130595,-0.5348434448242188,6.513195991516113,,
0.0001,12,0.059812866151332855,-15.462862014770508,20695,2500,261818,130858,-0.49279630184173584,7.721950531005859,,
0.0001,12,0.05896718055009842,-13.590740203857422,20721,2504,262190,131044,-0.27279430627822876,6.594758033752441,,
0.0001,12,0.05794105678796768,-12.832212448120117,20779,2508,262934,131416,-0.3227996826171875,6.270672798156738,,
0.0001,12,0.056735944002866745,-11.877187728881836,20819,2512,263465,131682,-0.7002438306808472,6.068153381347656,,
0.0001,12,0.0566323846578598,-12.049015998840332,20832,2516,263538,131718,-0.22686710953712463,7.116202354431152,,
0.0001,12,0.05617765337228775,-13.370246887207031,20873,2520,263973,131936,0.3490811586380005,9.06432056427002,,
0.0001,12,0.05216243118047714,-13.355306625366211,21048,2524,266298,133098,-0.31345340609550476,6.769397258758545,,
0.0001,12,0.05152486264705658,-12.912538528442383,21093,2528,266835,133367,-0.703593373298645,2.620692253112793,,
0.0001,12,0.05061933025717735,-11.445667266845703,21161,2532,267586,133742,-0.4932696223258972,3.8626890182495117,,
0.0001,12,0.05000961944460869,-12.756335258483887,21244,2536,268653,134276,0.11665403842926025,6.790592193603516,,
0.0001,12,0.04965810105204582,-10.098699569702148,21340,2540,269386,134642,-0.25217342376708984,6.663752555847168,,
0.0001,12,0.049617066979408264,-10.209732055664062,21359,2544,269654,134776,0.5286974310874939,4.908978462219238,,
0.0001,12,0.0499575175344944,-15.081310272216797,21396,2548,270232,135065,0.4201917052268982,6.0981903076171875,,
0.0001,12,0.05090049281716347,-11.253291130065918,21449,2552,271081,135490,0.5255557894706726,5.9484453201293945,,
0.0001,12,0.051137350499629974,-10.715500831604004,21494,2556,271736,135817,0.5922847986221313,4.6818528175354,,
0.0001,12,0.05121993273496628,-12.71832275390625,21505,2560,271888,135893,0.45668384432792664,2.712923526763916,,
0.0001,12,0.05251779034733772,-9.031221389770508,21572,2564,272739,136319,0.9493804574012756,7.744483947753906,,
0.0001,12,0.05455220118165016,-11.381233215332031,21649,2568,273870,136884,1.0386834144592285,8.984373092651367,,
0.0001,12,0.057285357266664505,-11.924424171447754,21708,2572,274709,137304,0.5594962239265442,4.27362060546875,,
0.0001,12,0.06129145994782448,-11.138626098632812,21800,2576,275895,137897,0.40975141525268555,6.232456207275391,,
0.0001,12,0.063533715903759,-11.588746070861816,21857,2580,276711,138305,-0.3404695987701416,6.760315418243408,,
0.0001,12,0.06716826558113098,-12.488748550415039,21939,2584,277815,138857,0.516758143901825,7.807298183441162,,
0.0001,12,0.0682251825928688,-10.178242683410645,21971,2588,278135,139017,1.4681447744369507,8.916938781738281,,
0.0001,12,0.07030864804983139,-9.43588638305664,22017,2592,278757,139328,1.7099697589874268,8.398761749267578,,
0.0001,12,0.07238630950450897,-12.858359336853027,22071,2596,279424,139661,1.1477735042572021,9.253653526306152,,
0.0001,12,0.07412070780992508,-12.109622955322266,22126,2600,280174,140036,1.076418161392212,6.648611068725586,,
0.0001,12,0.07573976367712021,-10.613079071044922,22174,2604,280790,140344,0.7094080448150635,4.100237846374512,,
0.0001,12,0.07719812542200089,-12.37839126586914,22214,2608,281333,140616,1.2782090902328491,13.987767219543457,,
0.0001,12,0.07826628535985947,-13.793295860290527,22257,2612,281895,140897,0.248739093542099,11.634574890136719,,
0.0001,12,0.08001188188791275,-14.063348770141602,22385,2616,283588,141743,0.2037213295698166,6.171164512634277,,
0.0001,12,0.07958878576755524,-12.673758506774902,22434,2620,284256,142077,0.1528705656528473,6.253455638885498,,
0.0001,12,0.07846848666667938,-15.048883438110352,22462,2624,284653,142276,-0.11029770970344543,12.656042098999023,,
0.0001,12,0.0762806236743927,-12.600932121276855,22522,2628,285446,142672,-0.4550662636756897,3.784259796142578,,
0.0001,12,0.06971584260463715,-11.82909870147705,22676,2632,287577,143738,-1.1406267881393433,7.677130699157715,,
0.0001,12,0.06607144325971603,-13.92776107788086,22765,2636,288797,144348,-0.7515251636505127,4.212640285491943,,
0.0001,12,0.06465223431587219,-14.43075942993164,22811,2640,289381,144640,-0.5935364365577698,2.766585350036621,,
0.0001,12,0.06445267051458359,-13.30170726776123,22821,2644,289504,144701,-0.6364350318908691,2.8803858757019043,,
0.0001,12,0.06352854520082474,-11.78725814819336,22852,2648,289949,144924,-0.948266327381134,10.76590347290039,,
0.0001,12,0.06168634444475174,-11.105030059814453,22931,2652,291087,145493,-0.5994806289672852,3.657953977584839,,
0.0001,12,0.06052278354763985,-11.712340354919434,22974,2656,291680,145789,0.13896991312503815,4.035023212432861,,
0.0001,12,0.05939852446317673,-10.50935173034668,23016,2660,292317,146108,-0.3558398187160492,4.835634231567383,,
0.0001,12,0.059216391295194626,-11.18233871459961,23037,2664,292527,146213,-0.9782880544662476,6.672508239746094,,
0.0001,12,0.05834687873721123,-11.352704048156738,23106,2668,293425,146662,-0.8969061374664307,6.634278774261475,,
0.0001,12,0.058206938207149506,-12.08294677734375,23175,2672,294317,147108,-0.08106079697608948,3.714315414428711,,
0.0001,12,0.05851550027728081,-11.658742904663086,23216,2676,294798,147348,-0.21144606173038483,6.220129013061523,,
0.0001,12,0.05840717628598213,-12.400861740112305,23232,2680,294996,147447,0.3019885718822479,10.35723876953125,,
0.0001,12,0.05775203928351402,-10.104377746582031,23297,2684,295810,147854,-0.8199823498725891,3.05242919921875,,
0.0001,12,0.057646624743938446,-11.292379379272461,23393,2688,297076,148487,0.19753850996494293,6.6560258865356445,,
0.0001,12,0.059432242065668106,-12.450016021728516,23484,2692,298337,149118,0.6523679494857788,8.934236526489258,,
0.0001,12,0.06048871949315071,-14.927440643310547,23585,2696,299783,149841,-0.7466038465499878,6.240940570831299,,
0.0001,,0.0609092116355896,-14.899190902709961,,,300000,149949,0.6511039733886719,6.608395576477051,524.6,887.6262999795842
0.0001,12,0.06101632118225098,-12.23806095123291,23796,2700,300103,150001,-0.6996735334396362,4.338618278503418,,
0.0001,12,0.06405945122241974,-14.39012336730957,23925,2704,301898,150898,0.09051339328289032,7.196466445922852,,
0.0001,12,0.06734530627727509,-15.293846130371094,24084,2708,303956,151927,0.43972715735435486,7.05931282043457,,
0.0001,12,0.06835740804672241,-12.558504104614258,24128,2712,304514,152206,0.0064078569412231445,6.723443031311035,,
0.0001,12,0.06860513985157013,-15.838528633117676,24144,2716,304667,152283,0.2882658839225769,5.638105869293213,,
0.0001,12,0.06870413571596146,-10.337685585021973,24151,2720,304730,152314,-0.18154799938201904,5.07598352432251,,
0.0001,12,0.06960581243038177,-12.296343803405762,24173,2724,304996,152447,-0.42226967215538025,11.190589904785156,,
0.0001,12,0.0737597644329071,-15.055343627929688,24282,2728,306496,153197,0.6124471426010132,10.513766288757324,,
0.0001,12,0.07418124377727509,-13.289495468139648,24314,2732,306817,153358,0.21111920475959778,6.424838066101074,,
0.0001,12,0.07543327659368515,-14.194707870483398,24394,2736,307957,153928,0.75364750623703,5.223170280456543,,
0.0001,12,0.07551448792219162,-16.431747436523438,24415,2740,308253,154076,-0.2925582230091095,8.164823532104492,,
0.0001,12,0.0756177008152008,-13.27332878112793,24426,2744,308377,154138,-0.20668183267116547,4.843538284301758,,
0.0001,12,0.07597126811742783,-13.039752960205078,24474,2748,309146,154522,-0.3749648332595825,3.700042963027954,,
0.0001,12,0.07606285065412521,-10.307412147521973,24543,2752,310189,155044,-0.5623053312301636,6.066849708557129,,
0.0001,12,0.07535752654075623,-8.466056823730469,24578,2756,310626,155262,-0.2669612169265747,7.52132511138916,,
0.0001,12,0.07398054748773575,-10.731433868408203,24645,2760,311334,155616,-0.047485142946243286,4.86391544342041,,
0.0001,12,0.07387961447238922,-12.498637199401855,24651,2764,311391,155645,-0.4150426983833313,6.222820281982422,,
0.0001,12,0.07359355688095093,-11.930623054504395,24692,2768,311933,155916,-0.05434153974056244,3.6333603858947754,,
0.0001,12,0.07343253493309021,-8.917664527893066,24764,2772,312900,156399,0.7440557479858398,7.894779205322266,,
0.0001,12,0.07240260392427444,-10.217622756958008,24837,2776,313875,156887,0.3003910779953003,6.227480888366699,,
0.0001,12,0.0711050033569336,-12.164819717407227,24913,2780,314864,157381,-0.020645149052143097,7.545020580291748,,
0.0001,12,0.0709269642829895,-11.176780700683594,24926,2784,314943,157421,-0.8426751494407654,4.03928804397583,,
0.0001,12,0.06970219314098358,-12.706835746765137,24971,2788,315545,157722,-0.10338585078716278,5.372091293334961,,
0.0001,12,0.06854963302612305,-11.144500732421875,25060,2792,316654,158276,-0.4110637307167053,7.378955841064453,,
0.0001,12,0.0668603703379631,-14.406965255737305,25237,2796,318853,159376,-0.40572118759155273,7.611368179321289,,
0.0001,12,0.06718187779188156,-12.956778526306152,25376,2800,320633,160266,0.1644512563943863,6.698448181152344,,
0.0001,12,0.06826929748058319,-13.079255104064941,25434,2804,321358,160628,0.4545776844024658,6.748601913452148,,
0.0001,12,0.06985779851675034,-13.696502685546875,25495,2808,322107,161003,-0.2347564697265625,4.088765621185303,,
0.0001,12,0.07122978568077087,-15.043097496032715,25583,2812,323217,161558,-1.213292121887207,5.478538990020752,,
0.0001,12,0.0733213871717453,-13.319275856018066,25670,2816,324333,162116,0.22908397018909454,8.770275115966797,,
0.0001,12,0.07430688291788101,-15.885401725769043,25735,2820,325238,162568,0.73746657371521,3.53655743598938,,
0.0001,12,0.07492931187152863,-13.338631629943848,25759,2824,325499,162699,0.9345460534095764,4.8829803466796875,,
0.0001,12,0.07625256478786469,-13.123847961425781,25810,2828,326162,163030,-0.11894646286964417,4.104701519012451,,
0.0001,12,0.0766780897974968,-13.509756088256836,25875,2832,326905,163402,0.7177398204803467,4.539780616760254,,
0.0001,12,0.07616028189659119,-14.846512794494629,25952,2836,327811,163855,-0.15877588093280792,8.346928596496582,,
0.0001,12,0.07601919770240784,-14.613105773925781,25968,2840,328031,163965,-0.02095937728881836,4.394087314605713,,
0.0001,12,0.07545062899589539,-14.724203109741211,26033,2844,328834,164366,-0.45985206961631775,3.8589701652526855,,
0.0001,12,0.07447637617588043,-11.916948318481445,26092,2848,329665,164782,-0.3811895549297333,7.70014762878418,,
0.0001,12,0.07449936866760254,-14.596673965454102,26126,2852,330133,165016,-0.23826903104782104,5.925469398498535,,
0.0001,12,0.07356768101453781,-11.31986141204834,26199,2856,331049,165474,0.992350697517395,3.9731738567352295,,
0.0001,12,0.07132381945848465,-14.347513198852539,26284,2860,332145,166022,-0.21999335289001465,7.40162992477417,,
0.0001,12,0.06806176155805588,-14.189655303955078,26368,2864,333181,166540,-0.1801827847957611,8.515331268310547,,
0.0001,12,0.06782492995262146,-12.286947250366211,26379,2868,333299,166599,-0.2733820974826813,4.4011383056640625,,
0.0001,12,0.06674721837043762,-13.142443656921387,26437,2872,334068,166983,-0.9886728525161743,4.174022197723389,,
0.0001,12,0.06435716897249222,-12.539407730102539,26541,2876,335538,167718,-0.2912297546863556,3.2857494354248047,,
0.0001,12,0.06278926134109497,-12.532486915588379,26599,2880,336356,168127,-0.2995860278606415,6.057753086090088,,
0.0001,12,0.061001669615507126,-13.783344268798828,26676,2884,337234,168566,-0.9026823043823242,4.63803243637085,,
0.0001,12,0.06083599478006363,-13.205081939697266,26682,2888,337294,168596,-0.29027044773101807,6.331447124481201,,
0.0001,12,0.05904775112867355,-13.657642364501953,26846,2892,339313,169606,0.05650500953197479,8.177971839904785,,
0.0001,12,0.05910583585500717,-13.856834411621094,26894,2896,339950,169924,-0.9464902877807617,11.645297050476074,,
0.0001,12,0.05879948288202286,-14.097488403320312,26924,2900,340332,170115,-0.10330830514431,3.401782274246216,,
0.0001,12,0.058649588376283646,-15.622568130493164,26966,2904,340936,170417,-0.09070806205272675,4.873763561248779,,
0.0001,12,0.05826771259307861,-14.676241874694824,27064,2908,342157,171028,0.2601797878742218,4.8800554275512695,,
0.0001,12,0.05788331478834152,-13.337390899658203,27108,2912,342743,171321,-0.10617166757583618,4.184279441833496,,
0.0001,12,0.05808200687170029,-16.856430053710938,27180,2916,343758,171828,-0.25523900985717773,4.672296524047852,,
0.0001,12,0.05873452499508858,-15.243898391723633,27251,2920,344707,172303,0.015387095510959625,5.962213516235352,,
0.0001,12,0.058826420456171036,-15.10184383392334,27281,2924,345114,172506,-0.3112817704677582,9.39194107055664,,
0.0001,12,0.05952801927924156,-14.725013732910156,27320,2928,345614,172756,0.7283004522323608,5.376184463500977,,
