train/learning_rate,time/fps,train/ent_coef,train/actor_loss,time/time_elapsed,time/episodes,time/total_timesteps,train/n_updates,train/ent_coef_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0.0001,11,0.060939427465200424,8.664745330810547,3008,980,33092,16495,-0.7071088552474976,17.294368743896484,,
0.0001,11,0.0607900470495224,7.772543907165527,3015,984,33182,16540,-0.1619270145893097,12.65965747833252,,
0.0001,11,0.060631636530160904,8.704329490661621,3026,988,33320,16609,-0.8576668500900269,21.49375343322754,,
0.0001,11,0.060405150055885315,8.401575088500977,3036,992,33418,16658,0.06390804052352905,14.888916015625,,
0.0001,11,0.060190070420503616,8.294137001037598,3045,996,33532,16715,-0.016071975231170654,16.32123565673828,,
0.0001,10,0.060061872005462646,8.620131492614746,3060,1000,33650,16774,-0.8357861638069153,13.79039192199707,,
0.0001,10,0.059943635016679764,8.05431079864502,3067,1004,33722,16810,-0.47057586908340454,13.371149063110352,,
0.0001,10,0.05995017662644386,7.85441780090332,3075,1008,33807,16853,-0.09819217026233673,12.675615310668945,,
0.0001,10,0.05986139923334122,8.193014144897461,3084,1012,33918,16908,-0.8294187784194946,18.058361053466797,,
0.0001,11,0.0598682202398777,7.930663585662842,3095,1016,34052,16975,0.9581881761550903,19.049633026123047,,
0.0001,11,0.05971232429146767,8.116361618041992,3106,1020,34194,17046,-0.35025402903556824,13.373550415039062,,
0.0001,11,0.05962712690234184,7.737939834594727,3115,1024,34305,17102,-0.13816675543785095,16.670814514160156,,
0.0001,10,0.05951642617583275,7.379089832305908,3129,1028,34421,17160,-0.43618619441986084,12.974807739257812,,
0.0001,11,0.059456177055835724,8.395883560180664,3139,1032,34551,17225,-0.09940186142921448,13.06345272064209,,
0.0001,11,0.059215202927589417,7.633213520050049,3151,1036,34704,17301,-0.15932124853134155,13.172443389892578,,
0.0001,11,0.059269726276397705,6.370892524719238,3163,1040,34842,17370,-0.4289804697036743,12.99522590637207,,
0.0001,11,0.05914031341671944,8.563592910766602,3171,1044,34921,17410,0.3028331995010376,12.614118576049805,,
0.0001,11,0.05926037207245827,8.111748695373535,3181,1048,35054,17476,-0.21937239170074463,15.757317543029785,,
0.0001,11,0.05930712819099426,7.908054351806641,3199,1052,35208,17553,-0.5185033679008484,14.766202926635742,,
0.0001,11,0.05925258621573448,8.469494819641113,3221,1056,35476,17687,-0.4974479377269745,14.00391960144043,,
0.0001,11,0.059287235140800476,7.9505109786987305,3233,1060,35624,17761,0.10598054528236389,16.654342651367188,,
0.0001,11,0.05921764299273491,6.686616897583008,3243,1064,35732,17815,0.35253292322158813,15.875085830688477,,
0.0001,11,0.05931708216667175,8.16810417175293,3251,1068,35814,17856,0.22381117939949036,14.27851676940918,,
0.0001,11,0.059361036866903305,8.53172779083252,3266,1072,36013,17956,1.1301121711730957,12.586864471435547,,
0.0001,11,0.05980979651212692,8.012445449829102,3283,1076,36165,18032,0.9469812512397766,13.541231155395508,,
0.0001,11,0.06000480800867081,8.00004768371582,3296,1080,36331,18115,0.40337398648262024,16.65833282470703,,
0.0001,11,0.06053164228796959,8.835208892822266,3311,1084,36497,18198,-0.012173399329185486,16.72951889038086,,
0.0001,11,0.06081702187657356,6.258078575134277,3320,1088,36598,18248,1.1473591327667236,15.272527694702148,,
0.0001,11,0.06105451658368111,7.854794025421143,3326,1092,36647,18273,0.03851103037595749,14.05534553527832,,
0.0001,11,0.06125635281205177,7.009007453918457,3336,1096,36762,18330,1.7132917642593384,16.097633361816406,,
0.0001,11,0.06179717555642128,8.681418418884277,3358,1100,36969,18434,1.1889690160751343,16.333114624023438,,
0.0001,11,0.06211908161640167,7.935741424560547,3370,1104,37103,18501,0.8719991445541382,16.52360725402832,,
0.0001,11,0.062229935079813004,6.553887844085693,3381,1108,37221,18560,-0.3064134418964386,14.96152114868164,,
0.0001,11,0.062408916652202606,6.152838706970215,3392,1112,37363,18631,2.3607077598571777,11.582330703735352,,
0.0001,11,0.06274069845676422,7.023917198181152,3405,1116,37506,18702,0.9977815747261047,14.393640518188477,,
0.0001,11,0.06298960745334625,6.617194175720215,3412,1120,37573,18736,0.5233296155929565,12.927422523498535,,
0.0001,11,0.0633605420589447,6.663518905639648,3428,1124,37788,18843,0.49457284808158875,21.545686721801758,,
0.0001,11,0.0637865662574768,7.783539772033691,3451,1128,38015,18957,1.027449607849121,13.470327377319336,,
0.0001,11,0.06438518315553665,6.367499351501465,3466,1132,38204,19051,0.2837790846824646,17.000322341918945,,
0.0001,11,0.06469559669494629,7.3298020362854,3478,1136,38355,19127,0.35788068175315857,12.087991714477539,,
0.0001,11,0.06491731852293015,6.69465970993042,3485,1140,38441,19170,1.7079623937606812,10.671247482299805,,
0.0001,11,0.06532774120569229,5.588827133178711,3494,1144,38534,19216,-0.0972820520401001,13.220338821411133,,
0.0001,11,0.06553637981414795,7.4598069190979,3506,1148,38692,19295,-0.14380547404289246,14.166730880737305,,
0.0001,11,0.0664617195725441,5.882058143615723,3536,1152,39057,19478,0.14695292711257935,15.70920467376709,,
0.0001,11,0.06658482551574707,5.216691017150879,3543,1156,39141,19520,0.5726368427276611,11.366247177124023,,
0.0001,11,0.06706322729587555,5.518141746520996,3557,1160,39311,19605,0.33877718448638916,14.04210090637207,,
0.0001,11,0.06737269461154938,5.837650775909424,3567,1164,39434,19666,-0.2775653600692749,13.582408905029297,,
0.0001,11,0.06756376475095749,5.714975833892822,3575,1168,39524,19711,-0.7096267938613892,18.168075561523438,,
0.0001,11,0.06780453026294708,6.076982498168945,3592,1172,39754,19826,-0.4541901648044586,17.7369384765625,,
0.0001,11,0.06799470633268356,5.855853080749512,3618,1176,40054,19976,-0.5438740253448486,16.249086380004883,,
0.0001,11,0.06798437982797623,4.0945515632629395,3639,1180,40349,20124,0.20314733684062958,8.756059646606445,,
0.0001,11,0.06819036602973938,4.873312950134277,3656,1184,40590,20244,0.45459815859794617,15.910196304321289,,
0.0001,11,0.06835711747407913,4.853422164916992,3666,1188,40699,20299,0.01631561666727066,13.514089584350586,,
0.0001,11,0.0687183067202568,4.74515438079834,3688,1192,41021,20460,1.039921522140503,14.074472427368164,,
0.0001,11,0.0688554123044014,5.34076452255249,3703,1196,41206,20552,0.25454992055892944,15.533886909484863,,
0.0001,11,0.06890509277582169,2.9553027153015137,3739,1200,41663,20781,-0.6542142629623413,9.382665634155273,,
0.0001,11,0.06911465525627136,4.945176601409912,3757,1204,41890,20894,0.3626623749732971,13.534686088562012,,
0.0001,11,0.0691632479429245,4.152905464172363,3766,1208,41997,20948,0.20314708352088928,8.777914047241211,,
0.0001,11,0.06895563751459122,3.636016845703125,3783,1212,42233,21066,-0.21428871154785156,16.73015022277832,,
0.0001,11,0.06790869683027267,3.8202221393585205,3871,1216,43456,21677,-0.8646016120910645,9.10193920135498,,
0.0001,11,0.0677395835518837,3.5826027393341064,3909,1220,44077,21988,-0.19774001836776733,12.896673202514648,,
0.0001,11,0.06760715693235397,0.5328906178474426,3929,1224,44372,22135,-0.13157469034194946,10.567981719970703,,
0.0001,11,0.06661245226860046,1.5184155702590942,4018,1228,45592,22745,0.3803611993789673,8.677114486694336,,
0.0001,11,0.06574969738721848,0.23757067322731018,4074,1232,46403,23151,0.2587277889251709,11.22337532043457,,
0.0001,11,0.06504007428884506,-1.0831828117370605,4131,1236,47138,23518,0.4184366464614868,6.689807891845703,,
0.0001,11,0.06463257223367691,1.1221106052398682,4159,1240,47507,23703,-0.09276992082595825,11.229764938354492,,
0.0001,11,0.06422005593776703,-1.2776985168457031,4210,1244,48169,24034,-0.6946019530296326,6.318019866943359,,
0.0001,11,0.0627465471625328,-0.42766639590263367,4265,1248,48950,24424,-0.674370288848877,7.110007286071777,,
0.0001,11,0.05941728129982948,-0.7123839855194092,4366,1252,50424,25161,0.6018862724304199,9.38021469116211,,
0.0001,11,0.054157041013240814,-1.614959716796875,4496,1256,52457,26178,-0.26670554280281067,2.8325438499450684,,
0.0001,11,0.05054183304309845,-0.9253928065299988,4597,1260,53930,26914,0.05766215920448303,7.678912162780762,,
0.0001,11,0.048068974167108536,-2.658918619155884,4690,1264,55434,27666,-1.1868624687194824,1.3748817443847656,,
0.0001,11,0.04613835737109184,-0.6911520957946777,4758,1268,56572,28235,-1.0521904230117798,3.342169761657715,,
0.0001,11,0.046080127358436584,-2.684169292449951,4763,1272,56619,28259,-0.43427717685699463,2.519301414489746,,
0.0001,11,0.04575430601835251,-1.4195406436920166,4787,1276,56861,28380,0.06347574293613434,3.8263416290283203,,
0.0001,11,0.045455075800418854,-1.604438066482544,4804,1280,57085,28492,-0.39260733127593994,2.339745044708252,,
0.0001,11,0.0440097451210022,-1.0584070682525635,4865,1284,57904,28901,-1.3378456830978394,4.465511322021484,,
0.0001,11,0.043381866067647934,-1.414259672164917,4899,1288,58359,29129,0.049224212765693665,6.898515224456787,,
0.0001,11,0.04306012764573097,-2.783524990081787,4916,1292,58566,29232,-0.2857239544391632,3.48831844329834,,
0.0001,11,0.04266950860619545,-1.9281489849090576,4935,1296,58824,29361,-0.21585573256015778,5.181320667266846,,
0.0001,11,0.04258332774043083,-1.2020937204360962,4948,1300,58920,29409,-1.3054680824279785,7.395219326019287,,
0.0001,11,0.04239495471119881,-1.2772059440612793,4964,1304,59148,29523,0.5276758670806885,3.3041248321533203,,
0.0001,11,0.04224955663084984,-1.7880420684814453,4996,1308,59574,29736,0.08265596628189087,3.9355921745300293,,
0.0001,11,0.04231474921107292,-2.831784963607788,5009,1312,59754,29826,-0.2992597222328186,3.176126480102539,,
0.0001,11,0.04245133697986603,-1.7114269733428955,5033,1316,60106,30002,0.39240509271621704,2.603489398956299,,
0.0001,11,0.043089672923088074,-1.7833266258239746,5081,1320,60764,30331,-0.1935235559940338,4.896034240722656,,
0.0001,11,0.04349280521273613,-1.851783037185669,5102,1324,61052,30475,0.3686675429344177,4.298586845397949,,
0.0001,11,0.044050443917512894,-2.7833523750305176,5127,1328,61331,30615,1.4666283130645752,8.01626205444336,,
0.0001,11,0.04440503939986229,-1.04594087600708,5140,1332,61509,30704,1.571286916732788,2.4367504119873047,,
0.0001,11,0.04552927613258362,-1.3794844150543213,5171,1336,61963,30931,0.60704106092453,4.755592346191406,,
0.0001,12,0.0465569905936718,-3.3549633026123047,5201,1340,62443,31171,0.8849290013313293,5.099837303161621,,
0.0001,12,0.04771723598241806,-1.9918773174285889,5241,1344,63045,31472,0.6302335262298584,5.386670112609863,,
0.0001,12,0.04848083481192589,-1.6374973058700562,5265,1348,63391,31645,2.055431365966797,11.512094497680664,,
0.0001,12,0.049769382923841476,-1.4180753231048584,5307,1352,63949,31924,1.9046862125396729,4.440223693847656,,
0.0001,12,0.0503595806658268,-3.1963205337524414,5328,1356,64191,32045,0.8072057962417603,6.916604995727539,,
0.0001,12,0.05131903290748596,-0.4334508180618286,5372,1360,64774,32336,1.4689462184906006,8.484258651733398,,
0.0001,12,0.05184732377529144,-2.2584524154663086,5396,1364,65114,32506,0.449249804019928,2.9369897842407227,,
0.0001,12,0.051935501396656036,-1.0690659284591675,5402,1368,65161,32530,0.9852530360221863,7.933565616607666,,
0.0001,12,0.05263717472553253,-0.7005468010902405,5422,1372,65477,32688,1.6027474403381348,5.4845380783081055,,
0.0001,12,0.053381502628326416,-1.573222279548645,5457,1376,65911,32905,1.1964720487594604,6.088109016418457,,
0.0001,12,0.053863853216171265,-1.7502434253692627,5477,1380,66153,33026,0.2458629012107849,11.661361694335938,,
0.0001,12,0.05440782755613327,-0.661005437374115,5503,1384,66519,33209,0.6307815313339233,5.648900985717773,,
0.0001,12,0.05511946976184845,-2.8078646659851074,5548,1388,67108,33503,-0.2091105580329895,9.134334564208984,,
0.0001,12,0.056020937860012054,-3.011371612548828,5587,1392,67617,33758,1.0928477048873901,8.532322883605957,,
0.0001,12,0.05710705742239952,-3.7020606994628906,5629,1396,68112,34005,1.0821418762207031,6.160419464111328,,
0.0001,12,0.05756036192178726,-3.2190585136413574,5649,1400,68284,34091,0.8305609226226807,12.40110969543457,,
0.0001,12,0.058278147131204605,-2.5681726932525635,5668,1404,68518,34208,1.597921371459961,5.745223522186279,,
0.0001,12,0.05979686602950096,-0.8845112919807434,5709,1408,69058,34478,1.2433154582977295,5.351917266845703,,
0.0001,12,0.06087195873260498,-3.346050977706909,5745,1412,69518,34708,0.4951985478401184,4.033457279205322,,
0.0001,12,0.061216775327920914,-2.4056215286254883,5758,1416,69676,34787,0.1770252287387848,7.779261112213135,,
0.0001,12,0.062159501016139984,-2.8032822608947754,5792,1420,70158,35028,0.05689263343811035,5.520199775695801,,
0.0001,12,0.06311577558517456,-3.1238787174224854,5822,1424,70557,35228,1.3535401821136475,6.2992706298828125,,
0.0001,12,0.06489506363868713,-3.1199536323547363,5869,1428,71168,35533,1.2941598892211914,4.8999786376953125,,
0.0001,12,0.06532682478427887,-5.512711048126221,5886,1432,71395,35647,0.5293757319450378,8.80958080291748,,
0.0001,12,0.06670701503753662,-3.3296921253204346,5937,1436,72170,36034,0.9115961194038391,6.912053108215332,,
0.0001,12,0.06809747964143753,-3.666512966156006,5998,1440,73144,36521,-0.6945379972457886,3.2934727668762207,,
0.0001,12,0.0683385357260704,-5.834953784942627,6015,1444,73388,36643,0.6530209183692932,7.582150459289551,,
0.0001,12,0.06903260946273804,-2.388378143310547,6044,1448,73810,36854,0.9266422986984253,10.245229721069336,,
0.0001,12,0.06979233026504517,-2.385476589202881,6086,1452,74276,37087,-0.5273028016090393,9.498245239257812,,
0.0001,12,0.06973108649253845,-4.399068832397461,6123,1456,74789,37344,0.5040472745895386,4.914578437805176,,
0.0001,12,0.06998758763074875,-2.8590264320373535,6147,1460,75118,37508,0.2969728708267212,11.987943649291992,,
0.0001,12,0.07050725072622299,-5.1186347007751465,6172,1464,75451,37675,-0.1284460574388504,5.724197864532471,,
0.0001,12,0.06998788565397263,-4.671817302703857,6202,1468,75873,37886,0.877058744430542,12.046972274780273,,
0.0001,12,0.07008735835552216,-5.222151756286621,6218,1472,76084,37991,0.13040852546691895,4.49753999710083,,
0.0001,12,0.07017162442207336,-6.77902889251709,6281,1476,76816,38357,-0.3506888747215271,11.363109588623047,,
0.0001,12,0.07013268768787384,-3.122913360595703,6291,1480,76928,38413,-0.7146322727203369,15.666513442993164,,
0.0001,12,0.07017025351524353,-4.169015407562256,6357,1484,77977,38938,-0.24361711740493774,4.649992942810059,,
0.0001,12,0.06999991834163666,-6.641110897064209,6375,1488,78231,39065,-0.850089430809021,3.0236968994140625,,
0.0001,12,0.06988328695297241,-6.064008712768555,6384,1492,78336,39117,0.10449224710464478,5.16776180267334,,
0.0001,12,0.06941937655210495,-4.80388069152832,6412,1496,78731,39315,-0.4862191677093506,4.5428361892700195,,
0.0001,12,0.06925712525844574,-4.660379886627197,6431,1500,78892,39395,0.2442971169948578,8.347185134887695,,
0.0001,12,0.06919635087251663,-5.676453590393066,6456,1504,79246,39572,0.36260274052619934,4.868294715881348,,
0.0001,12,0.06665747612714767,-2.909041166305542,6529,1508,80422,40160,-0.16180405020713806,2.472287178039551,,
0.0001,12,0.06364157795906067,-5.06965446472168,6613,1512,81662,40780,-0.9817241430282593,2.146660804748535,,
0.0001,12,0.06255871057510376,-4.998817443847656,6658,1516,82256,41077,0.2225637435913086,5.333757400512695,,
0.0001,12,0.06069372594356537,-6.064164161682129,6741,1520,83554,41726,-0.122928187251091,3.571361780166626,,
0.0001,12,0.06009713560342789,-5.997689247131348,6771,1524,83988,41943,0.40003788471221924,4.280744552612305,,
0.0001,12,0.059618525207042694,-6.163276672363281,6808,1528,84357,42128,-0.5631077885627747,4.384404182434082,,
0.0001,12,0.05921938270330429,-6.9518632888793945,6837,1532,84710,42304,0.020870089530944824,5.527915954589844,,
0.0001,12,0.0586121529340744,-7.5828118324279785,6870,1536,85154,42526,-0.23846584558486938,6.060851097106934,,
0.0001,12,0.05599316209554672,-4.478549957275391,7024,1540,87168,43533,0.16213101148605347,5.117147445678711,,
0.0001,12,0.05547666549682617,-7.437290191650391,7053,1544,87581,43740,-0.8930577039718628,1.894865870475769,,
0.0001,12,0.053787585347890854,-6.546259880065918,7123,1548,88489,44194,0.5104761123657227,3.6128969192504883,,
0.0001,12,0.05336998775601387,-8.05733871459961,7142,1552,88677,44288,-0.04303047060966492,5.280342102050781,,
0.0001,12,0.052781395614147186,-8.968550682067871,7162,1556,88949,44424,-0.6197166442871094,6.874300479888916,,
0.0001,12,0.0525190643966198,-8.057182312011719,7177,1560,89146,44522,-1.4846887588500977,4.049448490142822,,
0.0001,12,0.05054860562086105,-7.8740997314453125,7234,1564,90068,44983,-0.45341968536376953,2.4106266498565674,,
0.0001,12,0.05027038976550102,-9.52640151977539,7249,1568,90258,45078,-0.43245697021484375,5.465779781341553,,
0.0001,12,0.049504995346069336,-6.7184977531433105,7275,1572,90640,45269,-1.0663849115371704,2.675590753555298,,
0.0001,12,0.04933182895183563,-8.374860763549805,7289,1576,90733,45316,-0.6288845539093018,3.92429780960083,,
0.0001,12,0.04908088594675064,-7.304912567138672,7307,1580,90969,45434,0.11539526283740997,4.623165130615234,,
0.0001,12,0.04763129726052284,-9.572351455688477,7406,1584,92374,46136,-0.3621068596839905,4.580611228942871,,
0.0001,12,0.047304682433605194,-10.029003143310547,7454,1588,93004,46451,-0.15486817061901093,7.038159370422363,,
0.0001,12,0.04618310555815697,-8.463371276855469,7520,1592,93938,46918,0.4735548198223114,6.95173454284668,,
0.0001,12,0.04629940539598465,-10.264077186584473,7539,1596,94179,47039,-0.3826119601726532,10.953264236450195,,
0.0001,12,0.04624822735786438,-10.623213768005371,7600,1600,94924,47411,0.4059702157974243,5.118987083435059,,
0.0001,12,0.04784883186221123,-9.200568199157715,7698,1604,96139,48019,0.013324573636054993,6.962611675262451,,
0.0001,12,0.048899341374635696,-10.286504745483398,7744,1608,96805,48352,-0.856765866279602,9.07264518737793,,
0.0001,12,0.049667999148368835,-11.34279727935791,7773,1612,97196,48547,0.043955400586128235,6.5130133628845215,,
0.0001,12,0.05150460824370384,-11.171968460083008,7863,1616,98433,49166,1.1490716934204102,9.13141918182373,,
0.0001,12,0.052538175135850906,-11.959487915039062,7911,1620,99132,49515,0.11572276055812836,7.769524097442627,,
0.0001,12,0.05307626724243164,-12.220035552978516,7960,1624,99837,49868,0.6975764632225037,11.077865600585938,,
0.0001,,0.05323851481080055,-12.555896759033203,,,100000,49949,-0.19108837842941284,7.483795166015625,86.4,140.12721455954016
0.0001,12,0.05339308828115463,-12.355764389038086,8063,1628,100784,50341,0.1469203531742096,6.6251726150512695,,
0.0001,12,0.05348076671361923,-11.519683837890625,8073,1632,100898,50398,-0.15544719994068146,10.03143310546875,,
0.0001,12,0.05349233001470566,-15.149303436279297,8113,1636,101425,50662,0.1335914134979248,3.739022731781006,,
0.0001,12,0.05325450003147125,-12.111454010009766,8155,1640,101926,50912,-0.9768379330635071,4.609957695007324,,
0.0001,12,0.05271349847316742,-12.294333457946777,8237,1644,102886,51392,-0.24096634984016418,7.711366653442383,,
0.0001,12,0.052657175809144974,-10.835935592651367,8286,1648,103556,51727,-0.13300560414791107,9.65403938293457,,
0.0001,12,0.052972275763750076,-13.749811172485352,8423,1652,105304,52601,-0.8897044658660889,10.192947387695312,,
0.0001,12,0.05261187255382538,-12.652294158935547,8528,1656,106692,53295,0.2547335624694824,6.016746520996094,,
0.0001,12,0.055521298199892044,-11.050661087036133,8724,1660,109240,54569,0.8841736316680908,7.000199317932129,,
0.0001,12,0.05688481405377388,-12.825048446655273,8830,1664,110629,55264,-0.1460949182510376,4.257349967956543,,
0.0001,12,0.05750066787004471,-11.60947036743164,8929,1668,111961,55930,-0.46793627738952637,9.756489753723145,,
0.0001,12,0.05815465748310089,-13.340203285217285,9062,1672,113254,56576,-0.5969672203063965,5.459599494934082,,
0.0001,12,0.05735667049884796,-14.464437484741211,9104,1676,113822,56860,-0.15271562337875366,6.438307762145996,,
0.0001,12,0.0575437992811203,-13.425264358520508,9147,1680,114403,57151,1.059108018875122,8.683238983154297,,
0.0001,12,0.05842897295951843,-13.115235328674316,9225,1684,115492,57695,-0.07522975653409958,7.671774864196777,,
0.0001,12,0.05845034494996071,-11.311084747314453,9285,1688,116258,58078,-0.597260594367981,13.131174087524414,,
0.0001,12,0.05673393979668617,-12.456765174865723,9460,1692,118561,59230,-0.10648688673973083,6.284529685974121,,
0.0001,12,0.05595087260007858,-11.721685409545898,9546,1696,119627,59763,-0.7247122526168823,4.783831596374512,,
0.0001,12,0.05592756345868111,-12.376588821411133,9556,1700,119727,59813,0.2941184639930725,9.479639053344727,,
0.0001,12,0.05519726872444153,-9.776983261108398,9631,1704,120734,60316,0.2876937985420227,6.575876235961914,,
0.0001,12,0.05543380230665207,-11.255084991455078,9748,1708,122366,61132,0.7939457893371582,8.776442527770996,,
0.0001,12,0.055782344192266464,-8.275491714477539,9788,1712,122927,61413,0.6045225262641907,7.9250688552856445,,
0.0001,12,0.056145451962947845,-10.065082550048828,9876,1716,124132,62015,-0.4539983868598938,7.865760326385498,,
0.0001,12,0.0558624230325222,-10.126331329345703,10038,1720,126267,63083,0.16334785521030426,9.95842170715332,,
0.0001,12,0.055885229259729385,-10.796470642089844,10056,1724,126521,63210,0.15969416499137878,7.110194206237793,,
0.0001,12,0.055754538625478745,-9.67706298828125,10072,1728,126740,63319,0.30202364921569824,10.810213088989258,,
0.0001,12,0.05623720958828926,-9.901822090148926,10125,1732,127442,63670,0.2636169195175171,4.303153038024902,,
0.0001,12,0.056472551077604294,-9.180017471313477,10140,1736,127622,63760,-0.6521984338760376,4.480165481567383,,
0.0001,12,0.05711457505822182,-7.929701328277588,10188,1740,128396,64147,-0.4131927788257599,5.392341613769531,,
0.0001,12,0.057166002690792084,-9.109606742858887,10198,1744,128447,64173,-0.45127230882644653,3.898742914199829,,
0.0001,12,0.057424262166023254,-7.00076150894165,10210,1748,128575,64237,-0.3273769021034241,5.5517683029174805,,
0.0001,12,0.057648465037345886,-9.092244148254395,10251,1752,129127,64513,0.19650183618068695,5.613348960876465,,
0.0001,12,0.05767318233847618,-10.323320388793945,10388,1756,130874,65386,0.552089512348175,9.561056137084961,,
0.0001,12,0.05785556510090828,-6.7958807945251465,10400,1760,131019,65459,0.32851487398147583,5.2997541427612305,,
0.0001,12,0.057806260883808136,-9.868921279907227,10492,1764,132145,66022,-1.0999115705490112,9.974733352661133,,
0.0001,12,0.05750974267721176,-7.660387992858887,10512,1768,132384,66141,-0.09131646901369095,6.305830478668213,,
0.0001,12,0.057301994413137436,-8.87013053894043,10549,1772,132830,66364,-0.16108927130699158,5.917611598968506,,
0.0001,12,0.05725843086838722,-10.008533477783203,10576,1776,133194,66546,0.46911025047302246,4.253898620605469,,
0.0001,12,0.056810420006513596,-8.17643928527832,10625,1780,133904,66901,-0.40344178676605225,10.923880577087402,,
0.0001,12,0.05682011693716049,-10.185490608215332,10640,1784,134108,67003,0.20056746900081635,5.782328128814697,,
0.0001,12,0.05734553933143616,-7.995114803314209,10690,1788,134814,67356,-0.8435720205307007,5.72170352935791,,
0.0001,12,0.057159800082445145,-8.040352821350098,10790,1792,136157,68028,-0.04248582571744919,6.482706069946289,,
0.0001,12,0.056935615837574005,-7.135360240936279,10828,1796,136558,68228,0.9289313554763794,6.598303318023682,,
0.0001,12,0.057291459292173386,-10.325126647949219,10908,1800,137603,68751,-0.5304612517356873,7.715686798095703,,
0.0001,12,0.05715375021100044,-10.141233444213867,10922,1804,137748,68823,-0.43435144424438477,10.319477081298828,,
0.0001,12,0.057143669575452805,-11.069143295288086,10929,1808,137815,68857,0.10587111115455627,8.233081817626953,,
0.0001,12,0.05694187432527542,-9.534465789794922,10957,1812,138134,69016,-0.3176687955856323,12.000842094421387,,
0.0001,12,0.05684342607855797,-7.963940143585205,10962,1816,138174,69036,-0.3098040223121643,11.746905326843262,,
0.0001,12,0.05503362789750099,-8.510513305664062,11065,1820,139675,69787,0.7502804398536682,9.521345138549805,,
0.0001,12,0.054738208651542664,-8.976173400878906,11113,1824,140326,70112,0.39805349707603455,5.12459659576416,,
0.0001,12,0.054608121514320374,-10.11245346069336,11186,1828,141360,70629,-0.22959627211093903,7.266764163970947,,
0.0001,12,0.054954830557107925,-8.636861801147461,11204,1832,141586,70742,-0.03919503092765808,8.9683837890625,,
0.0001,12,0.05566960945725441,-7.813182830810547,11233,1836,142000,70949,0.8633890151977539,11.048685073852539,,
0.0001,12,0.05636921897530556,-9.825512886047363,11269,1840,142469,71184,-0.9198939204216003,8.70494270324707,,
0.0001,12,0.05673260614275932,-9.189139366149902,11316,1844,143127,71513,-0.33421921730041504,6.63181209564209,,
0.0001,12,0.057284168899059296,-7.981444835662842,11351,1848,143632,71765,0.26561927795410156,6.562621593475342,,
0.0001,12,0.05746469274163246,-8.464015007019043,11361,1852,143738,71818,0.04018086940050125,11.235490798950195,,
0.0001,12,0.058077551424503326,-7.008083820343018,11403,1856,144321,72110,-0.9002313017845154,6.991746425628662,,
0.0001,12,0.058690380305051804,-6.75614070892334,11459,1860,145134,72516,0.7571913003921509,12.063892364501953,,
0.0001,12,0.05932808667421341,-8.670455932617188,11546,1864,146427,73163,0.16763684153556824,12.919382095336914,,
0.0001,12,0.05912914499640465,-7.987618446350098,11652,1868,147805,73852,-0.03339183330535889,9.10411548614502,,
0.0001,12,0.05801727995276451,-11.03237247467041,11722,1872,148749,74324,-0.04327511787414551,11.678422927856445,,
0.0001,12,0.057423483580350876,-9.479330062866211,11782,1876,149629,74764,-0.13137009739875793,12.787494659423828,,
0.0001,12,0.0566013902425766,-8.294907569885254,11833,1880,150290,75094,-0.1275525838136673,12.346113204956055,,
0.0001,12,0.056050125509500504,-8.78369140625,11922,1884,151532,75715,0.08882497251033783,8.795448303222656,,
0.0001,12,0.05526868626475334,-8.323711395263672,12014,1888,152816,76357,0.10504144430160522,7.246956825256348,,
0.0001,12,0.05527796223759651,-8.829814910888672,12069,1892,153522,76710,0.4131614565849304,3.9583215713500977,,
0.0001,12,0.054617494344711304,-11.736845016479492,12225,1896,155630,77764,-0.5766849517822266,6.829524517059326,,
0.0001,12,0.054954543709754944,-9.057546615600586,12253,1900,156046,77972,0.32505470514297485,4.774985313415527,,
0.0001,12,0.0550980381667614,-10.189725875854492,12261,1904,156133,78016,0.24282756447792053,6.725789546966553,,
0.0001,12,0.055513303726911545,-10.626211166381836,12306,1908,156753,78326,-0.8967575430870056,5.418531894683838,,
0.0001,12,0.055654093623161316,-9.901484489440918,12320,1912,156933,78416,-0.7377890944480896,5.154552459716797,,
0.0001,12,0.05536423251032829,-7.805480003356934,12343,1916,157275,78587,0.5245410203933716,6.271243095397949,,
0.0001,12,0.05558467656373978,-9.874483108520508,12373,1920,157629,78764,1.019919753074646,4.387812614440918,,
0.0001,12,0.05665273219347,-9.209661483764648,12447,1924,158597,79248,-0.3642690181732178,7.542187690734863,,
0.0001,12,0.05663358047604561,-6.5054473876953125,12502,1928,159335,79617,0.08038610965013504,4.852896213531494,,
0.0001,12,0.05660352483391762,-8.180160522460938,12596,1932,160639,80269,0.3824369013309479,4.334151268005371,,
0.0001,12,0.05674854293465614,-6.7421770095825195,12621,1936,160959,80429,0.025058090686798096,4.530154228210449,,
0.0001,12,0.057379115372896194,-7.167531967163086,12704,1940,162001,80950,0.8323001265525818,5.534599304199219,,
0.0001,12,0.05651949718594551,-5.75399112701416,12785,1944,163060,81479,-0.2480790913105011,3.4367127418518066,,
0.0001,12,0.05427546799182892,-5.994690895080566,12925,1948,164776,82337,-0.4892902970314026,6.562414646148682,,
0.0001,12,0.05402248352766037,-6.423163414001465,12995,1952,165641,82770,0.20752719044685364,8.619426727294922,,
0.0001,12,0.0542340986430645,-7.604732513427734,13128,1956,167384,83641,-0.21258915960788727,7.459875106811523,,
