train/learning_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/episodes,train/critic_loss,train/n_updates,train/actor_loss,eval/mean_reward,eval/mean_ep_length
0.00035,7,69779,841.12,499002,2564.1632104500004,1096,0.8164174556732178,498901,-34.29269027709961,,
0.00035,,,,500000,,,4.99100399017334,499899,-33.4219970703125,2036.5317762,694.4
0.00035,7,70803,840.99,502113,2560.66673127,1100,2.4544308185577393,502012,-32.57145309448242,,
0.00035,7,71265,838.82,504907,2546.96664435,1104,0.6327095627784729,504806,-34.051692962646484,,
0.00035,6,74574,832.16,508241,2527.44235614,1108,1.6005812883377075,508140,-33.56818389892578,,
0.00035,6,75073,853.72,511562,2600.0101804299998,1112,5.112637996673584,511461,-33.98273468017578,,
0.00035,6,75568,862.75,514714,2648.82316016,1116,0.734419584274292,514613,-33.87994384765625,,
0.00035,6,76078,865.97,518054,2659.9585621800006,1120,1.5748701095581055,517953,-34.000572204589844,,
0.00035,6,76492,862.45,520713,2649.5206734500007,1124,7.557256698608398,520612,-33.66560363769531,,
0.00035,6,77117,872.18,524713,2688.8639417199993,1128,0.8263146877288818,524612,-34.598148345947266,,
0.00035,6,77526,864.43,527364,2664.27380081,1132,0.8474618196487427,527263,-33.26313781738281,,
0.00035,6,78054,861.98,530788,2658.6557689100005,1136,4.921078205108643,530687,-34.319732666015625,,
0.00035,6,78597,865.82,534414,2686.64601578,1140,6.038883209228516,534313,-34.19753646850586,,
0.00035,6,79187,862.33,538065,2668.66272181,1144,1.118715763092041,537964,-33.44403839111328,,
0.00035,6,79809,865.7,542065,2674.1825215000003,1148,0.8109060525894165,541964,-34.27520751953125,,
0.00035,6,80202,852.19,544714,2630.4104236000003,1152,0.7035287618637085,544613,-34.070960998535156,,
0.00035,6,80796,861.91,548714,2662.94421691,1156,0.9087852835655212,548613,-34.1773681640625,,
0.00035,6,81379,861.91,552714,2662.9374814800003,1160,1.539086937904358,552613,-33.89794921875,,
0.00035,6,81968,859.65,556488,2655.7906554799997,1164,1.4462836980819702,556387,-33.97373580932617,,
0.00035,6,82588,859.65,560488,2654.7673879000004,1168,1.6872589588165283,560387,-34.160552978515625,,
0.00035,6,83208,859.65,564488,2652.89305819,1172,2.006485939025879,564387,-33.58197021484375,,
0.00035,6,83824,869.51,568490,2679.18965039,1176,0.7246729135513306,568389,-34.001976013183594,,
0.00035,6,84450,876.99,572490,2697.5136875,1180,0.62967848777771,572389,-34.07658386230469,,
0.00035,6,85068,875.12,576303,2693.54785548,1184,0.8790538907051086,576202,-34.35631561279297,,
0.00035,6,85639,865.24,579087,2656.4686682500005,1188,5.6343793869018555,578986,-33.81425476074219,,
0.00035,6,86414,864.53,583016,2658.62550161,1192,1.0908565521240234,582915,-32.733272552490234,,
0.00035,6,86837,862.03,585205,2655.1819423099996,1196,0.7896596193313599,585104,-33.2027587890625,,
0.00035,6,87432,861.01,588214,2662.17363408,1200,1.1543740034103394,588113,-33.33852005004883,,
0.00035,6,87848,854.49,590356,2649.5356578,1204,0.48264068365097046,590255,-34.527984619140625,,
0.00035,6,88595,861.15,594356,2647.13557664,1208,0.6074638366699219,594255,-32.82379913330078,,
0.00035,6,89310,867.94,598356,2674.605263169999,1212,0.8546339273452759,598255,-33.225128173828125,,
0.00035,,,,600000,,,0.8940982818603516,599899,-33.595252990722656,3215.4785364,1000.0
0.00035,6,90858,873.51,602065,2694.2111060600005,1216,0.5443294048309326,601964,-34.06135559082031,,
0.00035,6,91441,870.23,605077,2681.1975849600008,1220,5.531741619110107,604976,-33.00745391845703,,
0.00035,6,92208,883.64,609077,2730.8725594000002,1224,0.7373517751693726,608976,-34.19041442871094,,
0.00035,6,92963,883.64,613077,2729.53286286,1228,0.9238805174827576,612976,-33.991676330566406,,
0.00035,6,93711,897.14,617078,2771.17376172,1232,4.224729061126709,616977,-33.777076721191406,,
0.00035,6,94452,902.9,621078,2787.82104146,1236,0.652642011642456,620977,-33.879703521728516,,
0.00035,6,95176,905.39,624953,2791.02435854,1240,4.286440849304199,624852,-33.61322021484375,,
0.00035,6,95865,906.47,628712,2801.94176385,1244,0.6157146692276001,628611,-33.7336540222168,,
0.00035,6,96652,906.47,632712,2806.6590402600004,1248,1.8299517631530762,632611,-33.64094543457031,,
0.00035,6,97383,916.5,636364,2843.232940440001,1252,0.5119178295135498,636263,-33.120079040527344,,
0.00035,6,98597,897.67,638481,2778.88292652,1256,0.9100171327590942,638380,-33.99454116821289,,
0.00035,6,99613,897.67,642481,2779.07144427,1260,0.5575392246246338,642380,-33.359249114990234,,
0.00035,6,100175,882.26,644714,2720.95418994,1264,1.1562161445617676,644613,-33.384864807128906,,
0.00035,6,100772,866.64,647152,2666.8670658099995,1268,1.032977819442749,647051,-34.30303955078125,,
0.00035,6,101722,866.64,651152,2667.68643646,1272,0.7553063631057739,651051,-33.178279876708984,,
0.00035,6,102459,856.76,654166,2634.8736736700002,1276,0.6449710726737976,654065,-34.36384201049805,,
0.00035,6,103190,850.31,657521,2619.89826038,1280,0.8098976016044617,657420,-34.51741409301758,,
0.00035,6,103590,840.08,660311,2578.6953209099997,1284,5.20735502243042,660210,-33.546142578125,,
0.00035,6,104024,842.64,663351,2573.24328661,1288,4.9538092613220215,663250,-33.55573272705078,,
0.00035,6,104463,834.65,666481,2549.92050074,1292,5.835768699645996,666380,-32.78459167480469,,
0.00035,6,104931,845.86,669791,2583.9211456000003,1296,0.8443427085876465,669690,-33.67292022705078,,
0.00035,6,105496,855.77,673791,2619.2960622299997,1300,0.8118633031845093,673690,-32.882957458496094,,
0.00035,6,105959,867.01,677057,2659.021231179999,1304,0.8749274611473083,676956,-32.717567443847656,,
0.00035,6,106537,865.98,680954,2679.97576031,1308,0.44715428352355957,680853,-33.90900421142578,,
0.00035,6,106776,842.23,682579,2597.36519274,1312,1.5013631582260132,682478,-32.5352783203125,,
0.00035,6,107211,835.24,685589,2573.51073735,1316,0.9833360910415649,685488,-33.79734802246094,,
0.00035,6,107799,845.12,689589,2612.20405333,1320,0.6795036792755127,689488,-33.55852508544922,,
0.00035,6,108399,845.12,693589,2607.29643614,1324,0.9574205279350281,693488,-33.2833251953125,,
0.00035,6,108859,835.23,696600,2572.83183099,1328,1.8024475574493408,696499,-33.17617416381836,,
0.00035,,,,700000,,,2.483605146408081,699899,-33.67861557006836,2557.3417794,801.8
0.00035,6,110124,839.22,701000,2589.92454312,1332,0.9211867451667786,700899,-33.40020751953125,,
0.00035,6,110460,821.34,703212,2513.07766519,1336,2.081519842147827,703111,-34.5184440612793,,
0.00035,6,110707,798.76,704829,2434.80403242,1340,1.6266840696334839,704728,-33.76727294921875,,
0.00035,6,111799,796.61,708373,2427.45498808,1344,1.5654830932617188,708272,-33.29344940185547,,
