train/actor_loss,rollout/ep_rew_mean,train/critic_loss,time/time_elapsed,time/total_timesteps,train/n_updates,time/fps,train/learning_rate,rollout/ep_len_mean,time/episodes,eval/mean_reward,eval/mean_ep_length
-31.710193634033203,1850.1329162399995,1.4645158052444458,22088,270366,270265,12,0.00035,659.31,1056,,
-30.833694458007812,1840.8837847599998,4.39818811416626,22281,272951,272850,12,0.00035,655.72,1060,,
-31.280933380126953,1856.4353224400004,4.234373569488525,22463,275280,275179,12,0.00035,650.51,1064,,
-30.50855255126953,1823.60475701,1.8980010747909546,22624,277369,277268,12,0.00035,642.76,1068,,
-31.216142654418945,1825.9233968199999,0.6118772029876709,22841,280194,280093,12,0.00035,642.07,1072,,
-32.253990173339844,1836.6319275500002,2.1949448585510254,23076,283304,283203,12,0.00035,649.62,1076,,
-30.882280349731445,1764.2459609999999,1.1048862934112549,23199,284899,284798,12,0.00035,632.58,1080,,
-30.4744873046875,1745.0111334400003,1.2734472751617432,23410,287655,287554,12,0.00035,623.33,1084,,
-30.920989990234375,1821.01330195,0.7714374661445618,23691,291269,291168,12,0.00035,639.95,1088,,
-30.937271118164062,1849.43892576,1.3183410167694092,23919,294305,294204,12,0.00035,648.84,1092,,
-31.765644073486328,1835.94171377,0.5888943672180176,24129,297127,297026,12,0.00035,649.92,1096,,
-32.2744140625,1819.2712533499998,1.0180919170379639,24307,299531,299430,12,0.00035,646.65,1100,,
-30.959047317504883,,3.1894092559814453,,300000,299899,,0.00035,,,1705.6526107999998,593.8
-31.73920440673828,1805.59752977,0.7036536931991577,24667,301387,301286,12,0.00035,643.87,1104,,
-31.045246124267578,1840.7080457699997,6.413719177246094,24858,303895,303794,12,0.00035,653.82,1108,,
-31.277719497680664,1850.25994248,0.5821216106414795,25101,307181,307080,12,0.00035,654.73,1112,,
-31.28564453125,1864.96585081,0.5402312278747559,25371,310832,310731,12,0.00035,657.07,1116,,
-31.626712799072266,1883.9258953899998,1.1167783737182617,25572,313560,313459,12,0.00035,661.4,1120,,
-31.335309982299805,1895.34120628,0.42092716693878174,25763,316094,315993,12,0.00035,665.04,1124,,
-32.634620666503906,1865.5957615199995,0.9545459151268005,25958,318611,318510,12,0.00035,657.95,1128,,
-31.427072525024414,1842.0283597900002,1.2575793266296387,26131,320857,320756,12,0.00035,649.18,1132,,
-32.46916198730469,1889.7747038399998,0.806917130947113,26375,324140,324039,12,0.00035,663.12,1136,,
-31.83331871032715,1916.3817816599997,5.446149826049805,26649,327834,327733,12,0.00035,670.18,1140,,
-32.26710510253906,1943.7107715499997,0.6862489581108093,26877,330855,330754,12,0.00035,677.06,1144,,
-32.72600173950195,2029.8629851399996,0.7819517850875854,27155,334540,334439,12,0.00035,702.78,1148,,
-31.881580352783203,2080.6246851,0.4110350012779236,27455,338533,338432,12,0.00035,717.77,1152,,
-31.870676040649414,2005.76357268,1.4303267002105713,27556,339876,339775,12,0.00035,695.1,1156,,
-31.56166648864746,2033.44604926,5.23901891708374,27810,343106,343005,12,0.00035,701.55,1160,,
-31.679914474487305,2029.0390966999996,1.0881526470184326,27986,345410,345309,12,0.00035,701.3,1164,,
-32.3050537109375,2048.7860286900004,1.0118967294692993,28176,347941,347840,12,0.00035,705.72,1168,,
-32.34344482421875,2042.0777303300001,1.0551316738128662,28424,351135,351034,12,0.00035,709.41,1172,,
-32.022544860839844,2035.1878883700003,0.7781429290771484,28605,353470,353369,12,0.00035,701.66,1176,,
-31.49799156188965,2100.10687002,4.98512601852417,28838,356469,356368,12,0.00035,715.7,1180,,
-31.681154251098633,2056.54483653,0.582389235496521,28994,358398,358297,12,0.00035,707.43,1184,,
-32.06633758544922,2030.57429087,0.41462254524230957,29197,361100,360999,12,0.00035,698.31,1188,,
-32.40910339355469,2034.7222736299996,0.8924787044525146,29411,363915,363814,12,0.00035,696.1,1192,,
-32.2276496887207,2081.9540046899997,1.7681400775909424,29683,367433,367332,12,0.00035,703.06,1196,,
-32.857032775878906,2118.8474140199996,5.383394241333008,29938,370731,370630,12,0.00035,712.0,1200,,
-31.983745574951172,2123.9759944899993,1.165269136428833,30115,372971,372870,12,0.00035,715.84,1204,,
-31.555667877197266,2134.1450515899996,1.0218360424041748,30308,375685,375584,12,0.00035,717.9,1208,,
-31.591609954833984,2099.5378667999994,6.097165107727051,30474,377895,377794,12,0.00035,707.14,1212,,
-32.324188232421875,2091.69552825,5.814874172210693,30710,381172,381071,12,0.00035,703.4,1216,,
-33.61149597167969,2102.31119462,1.1941356658935547,30967,384714,384613,12,0.00035,711.54,1220,,
-32.252197265625,2077.0758562899996,1.0755178928375244,31082,386312,386211,12,0.00035,702.18,1224,,
-32.431724548339844,2074.12980546,0.7182445526123047,31275,388892,388791,12,0.00035,702.81,1228,,
-32.86101531982422,2127.11559321,1.2914596796035767,31548,392558,392457,12,0.00035,717.01,1232,,
-33.160980224609375,2111.47369591,0.7759678363800049,31769,395567,395466,12,0.00035,714.27,1236,,
-32.83721160888672,2124.0094024000005,1.3823453187942505,32070,399567,399466,12,0.00035,717.33,1240,,
-31.72530174255371,,0.919790506362915,,400000,399899,,0.00035,,,2480.0801618,777.4
-32.82997131347656,2133.97825854,1.2941172122955322,32596,402857,402756,12,0.00035,720.02,1244,,
-32.994163513183594,2134.8275066200003,1.0843772888183594,32872,406529,406428,12,0.00035,719.89,1248,,
-32.80046463012695,2084.73637708,7.395355224609375,33054,408879,408778,12,0.00035,703.46,1252,,
-32.30147171020508,2135.847397,1.1225132942199707,33266,411738,411637,12,0.00035,718.62,1256,,
-32.76508712768555,2104.36193,0.8939787149429321,33427,413912,413811,12,0.00035,708.06,1260,,
-32.59827423095703,2093.6979855000004,1.4792702198028564,33563,415773,415672,12,0.00035,703.63,1264,,
-31.150524139404297,2048.0610269699996,0.8406407833099365,33668,417256,417155,12,0.00035,693.15,1268,,
-32.27937316894531,2030.8197437500003,5.857789993286133,33821,419291,419190,12,0.00035,681.56,1272,,
-32.78166198730469,2037.2888705899998,3.5269086360931396,34036,421913,421812,12,0.00035,684.43,1276,,
-33.15950393676758,2056.57190153,0.8877683877944946,34277,425220,425119,12,0.00035,687.51,1280,,
-32.83968734741211,2111.44633718,1.0888426303863525,34494,428233,428132,12,0.00035,698.35,1284,,
-32.54708480834961,2145.93146358,0.9724524021148682,34762,431953,431852,12,0.00035,708.53,1288,,
-33.570045471191406,2177.49093682,1.3013708591461182,35029,435692,435591,12,0.00035,717.77,1292,,
-33.12007141113281,2185.2075594699995,0.6592034101486206,35294,439360,439259,12,0.00035,719.27,1296,,
-33.35309600830078,2162.91597672,0.4139217734336853,35481,441940,441839,12,0.00035,712.09,1300,,
-33.222869873046875,2181.64414466,0.5327017307281494,35661,444297,444196,12,0.00035,713.26,1304,,
-31.945354461669922,2110.23507588,5.3104143142700195,35750,445470,445369,12,0.00035,697.85,1308,,
-33.07960891723633,2148.33806489,3.4502720832824707,36048,449470,449369,12,0.00035,715.75,1312,,
-33.60920715332031,2166.6580122699997,0.36703091859817505,36343,453470,453369,12,0.00035,722.98,1316,,
-31.968393325805664,2133.97154799,1.3268616199493408,36489,455490,455389,12,0.00035,707.76,1320,,
-32.27396774291992,2072.55348389,0.8054076433181763,36565,456534,456433,12,0.00035,702.22,1324,,
-31.94648551940918,2011.9481640499998,1.054814100265503,36581,456663,456562,12,0.00035,677.71,1328,,
-32.186195373535156,2005.4144298299998,2.036393642425537,36852,460378,460277,12,0.00035,678.2,1332,,
-31.58721923828125,1972.7837567800004,1.2998610734939575,36980,462172,462071,12,0.00035,666.05,1336,,
-32.06769943237305,1925.0565332300007,1.6027600765228271,37170,464795,464694,12,0.00035,652.28,1340,,
-32.745784759521484,1908.83289216,0.9157390594482422,37375,467705,467604,12,0.00035,648.48,1344,,
-31.748579025268555,1906.0766370099998,1.6050909757614136,37632,471271,471170,12,0.00035,647.42,1348,,
-33.106224060058594,1912.09926266,4.725090980529785,37842,474030,473929,12,0.00035,651.51,1352,,
-32.68553161621094,1908.22590978,0.8742129802703857,38035,476679,476578,12,0.00035,649.41,1356,,
-32.141258239746094,1972.3619068599999,0.4679805636405945,38324,480679,480578,12,0.00035,667.67,1360,,
-32.638885498046875,1935.2301525399996,2.905639410018921,38378,481411,481310,12,0.00035,656.38,1364,,
-30.97516632080078,2000.20706935,1.9163541793823242,38593,484368,484267,12,0.00035,671.12,1368,,
-32.4113655090332,2023.9910350399996,0.6149039268493652,38794,487095,486994,12,0.00035,678.04,1372,,
-32.72580337524414,2052.39784869,0.631096363067627,39035,490348,490247,12,0.00035,684.35,1376,,
-32.83727264404297,2049.83384151,2.9763827323913574,39273,493609,493508,12,0.00035,683.89,1380,,
-32.07341766357422,2067.69899494,1.2902898788452148,39529,497196,497095,12,0.00035,689.63,1384,,
-32.18335723876953,,0.5965728759765625,,500000,499899,,0.00035,,,1563.4537854,490.8
-32.807186126708984,2101.94237716,1.072218656539917,40060,502000,501899,12,0.00035,700.47,1388,,
-32.57897186279297,2062.88454869,1.0590064525604248,40246,504563,504462,12,0.00035,688.71,1392,,
-33.347755432128906,2045.6637200400003,0.5932043790817261,40490,507834,507733,12,0.00035,684.74,1396,,
-32.174015045166016,2073.9912953100006,5.12477445602417,40750,511393,511292,12,0.00035,694.53,1400,,
-32.46418762207031,2099.6796490300003,0.7410186529159546,41000,514803,514702,12,0.00035,705.06,1404,,
-32.73302459716797,2164.2177371899998,1.685957908630371,41200,517481,517380,12,0.00035,720.11,1408,,
-32.10784149169922,2150.2267606299997,5.375852584838867,41440,520765,520664,12,0.00035,712.95,1412,,
-32.193016052246094,2073.96258706,0.6921901702880859,41571,522459,522358,12,0.00035,689.89,1416,,
-32.57716751098633,2044.5682766800005,1.4500269889831543,41664,523641,523540,12,0.00035,681.51,1420,,
-33.524688720703125,2136.5718536799995,4.894861221313477,41852,526231,526130,12,0.00035,696.97,1424,,
-33.131866455078125,2252.90677448,0.6882811784744263,42119,529896,529795,12,0.00035,732.33,1428,,
-33.07041549682617,2208.01539052,0.4638691544532776,42279,532108,532007,12,0.00035,717.3,1432,,
-32.96274185180664,2221.36437862,4.27631139755249,42460,534489,534388,12,0.00035,723.17,1436,,
-33.2319221496582,2188.48181588,3.891676187515259,42578,536143,536042,12,0.00035,713.48,1440,,
-32.545719146728516,2172.49769757,0.6633840203285217,42761,538474,538373,12,0.00035,707.69,1444,,
-33.306724548339844,2093.37755222,0.3544948697090149,42853,539625,539524,12,0.00035,683.54,1448,,
-32.846981048583984,2143.36948624,1.215622067451477,43147,543625,543524,12,0.00035,695.95,1452,,
-33.07460403442383,2122.74374366,0.7913029193878174,43293,545579,545478,12,0.00035,689.0,1456,,
-33.846763610839844,2123.78350206,1.237746000289917,43594,549579,549478,12,0.00035,689.0,1460,,
-33.10670471191406,2231.8866084,5.259842872619629,43893,553579,553478,12,0.00035,721.68,1464,,
-32.81797790527344,2242.1051727299996,0.8869913816452026,44134,556799,556698,12,0.00035,724.31,1468,,
-33.41266632080078,2282.8460227799997,3.0613956451416016,44431,560771,560670,12,0.00035,736.76,1472,,
-33.711212158203125,2259.6437802599994,2.813603162765503,44634,563453,563352,12,0.00035,731.05,1476,,
-33.26637268066406,2242.57962677,1.3975095748901367,44884,566697,566596,12,0.00035,730.88,1480,,
-33.556766510009766,2188.63395385,5.088101863861084,45036,568726,568625,12,0.00035,715.3,1484,,
-33.71222686767578,2093.5574249600004,0.6000680923461914,45176,570605,570504,12,0.00035,686.05,1488,,
-33.20354080200195,2074.5494670999997,0.9599745273590088,45336,572691,572590,12,0.00035,681.28,1492,,
-33.657291412353516,2085.8692818299996,0.7101601362228394,45615,576259,576158,12,0.00035,684.25,1496,,
-33.174049377441406,2064.88164303,1.3225412368774414,45829,579138,579037,12,0.00035,677.45,1500,,
-33.2189826965332,2068.0395719,0.931304931640625,46060,582249,582148,12,0.00035,674.46,1504,,
-33.6182975769043,2084.49956918,4.694990158081055,46280,585200,585099,12,0.00035,677.19,1508,,
-32.98773193359375,2069.3008292,0.6843250393867493,46458,587589,587488,12,0.00035,668.24,1512,,
-34.07844161987305,2124.7689878500005,0.7470630407333374,46696,590886,590785,12,0.00035,684.27,1516,,
-33.91005325317383,2176.2046765200002,0.42916449904441833,46885,593464,593363,12,0.00035,698.23,1520,,
-34.19165802001953,2127.9449658699996,2.7429277896881104,46969,594539,594438,12,0.00035,683.08,1524,,
-33.80522918701172,2040.50678508,0.9493909478187561,47047,595592,595491,12,0.00035,656.96,1528,,
-32.935028076171875,2033.3413850100003,1.570634365081787,47193,597616,597515,12,0.00035,655.08,1532,,
-33.880165100097656,1994.5190822400004,4.006453514099121,47272,598658,598557,12,0.00035,641.69,1536,,
-33.39816665649414,,0.8647270202636719,,600000,599899,,0.00035,,,2521.2763638,844.2
-33.59040832519531,2014.1217896500007,0.5975337028503418,47776,601050,600949,12,0.00035,649.07,1540,,
-33.80531311035156,2017.35280605,0.43112367391586304,47954,603486,603385,12,0.00035,650.12,1544,,
-32.83727264404297,2054.1994781799995,2.3864266872406006,48120,605807,605706,12,0.00035,661.82,1548,,
-32.202762603759766,1968.0642167599995,1.0519615411758423,48231,607246,607145,12,0.00035,636.21,1552,,
-33.74046325683594,2032.4172400899997,1.02816903591156,48522,611246,611145,12,0.00035,656.67,1556,,
-33.450504302978516,2026.7958688899996,0.9342783689498901,48825,615220,615119,12,0.00035,656.41,1560,,
-33.2923469543457,1909.8878906799998,0.9510067105293274,48866,615634,615533,12,0.00035,620.55,1564,,
-32.243133544921875,1848.05016148,0.5770913362503052,48969,617013,616912,12,0.00035,602.14,1568,,
-33.873207092285156,1806.54832708,0.48458364605903625,49188,619988,619887,12,0.00035,592.17,1572,,
-33.9512939453125,1818.5186468799998,0.8919692039489746,49410,622993,622892,12,0.00035,595.4,1576,,
-33.769325256347656,1835.43279896,0.9757236838340759,49653,626294,626193,12,0.00035,595.97,1580,,
-33.489097595214844,1866.3174535899996,0.9113789796829224,49874,629184,629083,12,0.00035,604.58,1584,,
-33.833065032958984,1903.71351965,3.5962419509887695,50108,632260,632159,12,0.00035,616.55,1588,,
-34.12337112426758,1909.14555004,1.1789478063583374,50325,634685,634584,12,0.00035,619.94,1592,,
-33.18806457519531,1901.91370327,0.8879865407943726,50561,637964,637863,12,0.00035,617.05,1596,,
-34.1881217956543,1933.3234532899996,1.1215846538543701,50823,641627,641526,12,0.00035,624.89,1600,,
-33.46614456176758,1938.96049264,1.136660099029541,51059,644854,644753,12,0.00035,626.05,1604,,
-34.08784484863281,1934.3598248600001,0.5304275751113892,51263,647689,647588,12,0.00035,624.89,1608,,
-33.14929962158203,1953.9910711199998,1.4599432945251465,51472,650652,650551,12,0.00035,630.63,1612,,
-33.92237854003906,1917.3552302800003,2.310581684112549,51620,652734,652633,12,0.00035,618.48,1616,,
-33.467041015625,1919.3765891300002,0.48753201961517334,51805,655404,655303,12,0.00035,619.4,1620,,
-32.914268493652344,1980.2414640300005,1.5191850662231445,52001,658213,658112,12,0.00035,636.74,1624,,
-34.05962371826172,2059.42610354,0.6318377256393433,52228,661500,661399,12,0.00035,659.08,1628,,
-33.95184326171875,2118.2467816199996,1.0129367113113403,52480,665149,665048,12,0.00035,675.33,1632,,
-33.411529541015625,2185.59640419,0.627196192741394,52686,668169,668068,12,0.00035,695.11,1636,,
-33.515869140625,2186.7554701500003,0.6179926991462708,52850,670452,670351,12,0.00035,694.02,1640,,
-33.663360595703125,2184.1372131499998,0.5021858811378479,53021,672847,672746,12,0.00035,693.61,1644,,
-34.26056671142578,2189.8043543000003,0.4739799499511719,53194,675336,675235,12,0.00035,695.29,1648,,
-33.33434295654297,2193.6463754099996,0.9415115118026733,53317,677201,677100,12,0.00035,699.55,1652,,
-32.822059631347656,2072.1484351900003,0.7204166650772095,53358,677741,677640,12,0.00035,664.95,1656,,
-34.148860931396484,2031.5255818800003,1.2194913625717163,53566,680729,680628,12,0.00035,655.09,1660,,
-33.59165954589844,2040.13604577,0.9995026588439941,53636,681667,681566,12,0.00035,660.33,1664,,
-33.416481018066406,2068.2621542299994,4.209972858428955,53793,683838,683737,12,0.00035,668.25,1668,,
-33.340450286865234,2078.2363428500003,0.7653037309646606,53995,686713,686612,12,0.00035,667.25,1672,,
-33.89515686035156,2058.05073105,0.693036675453186,54178,689235,689134,12,0.00035,662.42,1676,,
-33.34479904174805,2046.32070006,1.4258531332015991,54385,692150,692049,12,0.00035,658.56,1680,,
-33.76142120361328,1972.1713555699998,0.5694686770439148,54430,692846,692745,12,0.00035,636.62,1684,,
-32.63291931152344,1948.4158257200002,0.6291145086288452,54597,695168,695067,12,0.00035,629.08,1688,,
-33.673255920410156,1939.1453589100001,0.6159104108810425,54746,697125,697024,12,0.00035,624.4,1692,,
-33.80548858642578,1880.0658818000002,0.6770609617233276,54858,698704,698603,12,0.00035,607.4,1696,,
-34.482025146484375,,3.3030948638916016,,700000,699899,,0.00035,,,1960.0483405999998,621.6
-33.216400146484375,1857.67570148,0.6317061185836792,55297,701838,701737,12,0.00035,602.11,1700,,
-33.0338134765625,1763.57899638,1.6245388984680176,55331,702313,702212,12,0.00035,574.59,1704,,
-33.622398376464844,1734.4041742599998,5.3874831199646,55509,704626,704525,12,0.00035,569.37,1708,,
-33.96397018432617,1681.86944615,1.4253511428833008,55621,706135,706034,12,0.00035,554.83,1712,,
-34.031715393066406,1676.7564151499996,1.378821611404419,55780,708198,708097,12,0.00035,554.64,1716,,
-33.35575866699219,1715.99005848,3.3432459831237793,56064,712198,712097,12,0.00035,567.94,1720,,
-33.81713104248047,1704.43301385,1.893670916557312,56249,714889,714788,12,0.00035,566.76,1724,,
-33.77982711791992,1709.6586520399997,0.8121779561042786,56506,718532,718431,12,0.00035,570.32,1728,,
-34.12688446044922,1705.1790256799995,4.740181922912598,56772,722288,722187,12,0.00035,571.39,1732,,
-33.492366790771484,1700.0091298600005,0.5098546743392944,56975,725121,725020,12,0.00035,569.52,1736,,
-34.150856018066406,1704.50624416,0.4846818447113037,57140,727512,727411,12,0.00035,570.6,1740,,
-33.526607513427734,1722.4174386599998,0.5363165140151978,57348,730463,730362,12,0.00035,576.16,1744,,
-34.14286422729492,1763.84526263,0.8254424333572388,57601,734118,734017,12,0.00035,587.82,1748,,
-32.583595275878906,1828.0298312099999,3.6226966381073,57850,737710,737609,12,0.00035,605.09,1752,,
-33.65778350830078,1897.88343641,0.6229743957519531,58053,740573,740472,12,0.00035,628.32,1756,,
-33.77602005004883,1886.3402571100005,1.0320045948028564,58245,743206,743105,12,0.00035,624.77,1760,,
-33.80038070678711,1915.51256913,0.5421862602233887,58370,744936,744835,12,0.00035,632.69,1764,,
-33.62461853027344,1917.0177232,0.8899601101875305,58533,747172,747071,12,0.00035,633.34,1768,,
-33.401004791259766,1891.11941334,0.7544375061988831,58735,749945,749844,12,0.00035,632.32,1772,,
-33.2632942199707,1870.52858917,0.9716053605079651,58893,752148,752047,12,0.00035,629.13,1776,,
-31.89792823791504,1823.23915635,5.2027435302734375,59017,753917,753816,12,0.00035,617.67,1780,,
-33.271705627441406,1870.94500307,1.0736808776855469,59164,755963,755862,12,0.00035,631.17,1784,,
-32.68792724609375,1899.3783073099999,0.82295823097229,59390,759152,759051,12,0.00035,639.84,1788,,
-32.41596603393555,1959.7238274899998,3.557706594467163,59661,762874,762773,12,0.00035,657.49,1792,,
