train/ent_coef,time/fps,train/actor_loss,time/total_timesteps,train/ent_coef_loss,time/episodes,train/critic_loss,train/learning_rate,train/n_updates,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
0.05357111990451813,4,-6.496551513671875,22094,-1.2506740093231201,128,8.142548561096191,0.0001,210945,5238,,
0.05003363639116287,4,-6.606575012207031,23241,-1.35630202293396,132,3.052365779876709,0.0001,211519,5417,,
0.04574001207947731,4,-4.407049179077148,24958,-1.4965143203735352,136,1.6406679153442383,0.0001,212377,5684,,
0.04394129291176796,4,-4.154579162597656,25712,-0.09828650951385498,140,1.826211929321289,0.0001,212754,5807,,
0.04216865450143814,4,-2.2626094818115234,26665,-1.5207997560501099,144,1.678467869758606,0.0001,213231,5974,,
0.04094531759619713,4,-1.0736104249954224,27664,-0.4072391390800476,148,2.2072596549987793,0.0001,213730,6131,,
0.039774175733327866,4,-0.24101489782333374,28815,0.6447436809539795,152,4.732108116149902,0.0001,214306,6311,,
0.03976605832576752,4,-3.346822738647461,28922,-0.5884394645690918,156,13.804019927978516,0.0001,214359,6330,,
0.03956291079521179,4,-1.510131597518921,29119,-0.8460031151771545,160,11.82099437713623,0.0001,214458,6365,,
0.03919937461614609,4,-0.6685145497322083,29458,-0.33848366141319275,164,1.7218855619430542,0.0001,214627,6420,,
0.039172664284706116,4,-0.3244016170501709,30491,0.0030395686626434326,168,3.9066476821899414,0.0001,215144,6593,,
0.039303917437791824,4,0.36332952976226807,30911,0.5450488328933716,172,12.754840850830078,0.0001,215354,6664,,
0.040513183921575546,4,-0.4602290093898773,32036,0.10053980350494385,176,1.265194058418274,0.0001,215916,6855,,
0.0419485829770565,4,-2.564957857131958,33837,0.24919000267982483,180,3.1066107749938965,0.0001,216817,7148,,
0.041919101029634476,4,-2.623789072036743,34054,-1.4136418104171753,184,3.323263168334961,0.0001,216925,7187,,
0.04282301291823387,4,-3.4450953006744385,34881,0.4114919900894165,188,2.8826217651367188,0.0001,217339,7321,,
0.043400418013334274,4,-3.2034120559692383,35357,1.9940130710601807,192,3.187774658203125,0.0001,217577,7403,,
0.04379706829786301,4,-3.78507137298584,36020,0.2005724161863327,196,6.463046073913574,0.0001,217908,7518,,
0.04392402991652489,4,-5.429394721984863,36644,0.5846704840660095,200,2.605954647064209,0.0001,218220,7627,,
0.04373697191476822,4,-7.243042469024658,36986,0.09360009431838989,204,3.514634132385254,0.0001,218391,7692,,
0.042211197316646576,4,-6.365585803985596,38877,-0.1784079670906067,208,3.2306017875671387,0.0001,219337,8039,,
0.03909282013773918,4,-11.097616195678711,41366,0.3583352267742157,212,2.3278648853302,0.0001,220581,8482,,
0.03773706778883934,4,-8.226919174194336,43026,0.47038495540618896,216,2.753574848175049,0.0001,221411,8789,,
0.03890487551689148,4,-8.206628799438477,46277,-0.4949771463871002,220,3.904548168182373,0.0001,223037,9357,,
0.03863680362701416,4,-7.637327671051025,46541,-0.10810758918523788,224,2.71813702583313,0.0001,223169,9407,,
0.0388064943253994,4,-4.766933441162109,47356,-0.8541223406791687,228,5.450439453125,0.0001,223576,9554,,
0.039361707866191864,4,-5.512456893920898,48035,0.9741880893707275,232,8.144514083862305,0.0001,223916,9676,,
0.04055964946746826,4,-6.969464302062988,49949,0.14094650745391846,236,5.034553527832031,0.0001,224873,10012,,
0.04147130250930786,4,-5.863166809082031,50857,0.452195942401886,240,3.110530138015747,0.0001,225327,10176,,
0.042822033166885376,5,-7.0511298179626465,51729,1.0845108032226562,244,2.9221253395080566,0.0001,225763,10331,,
0.0438956618309021,5,-7.16252326965332,52851,-1.0045490264892578,248,2.2357101440429688,0.0001,226324,10518,,
0.04366306588053703,5,-7.153762340545654,53212,-1.1413739919662476,252,3.2675957679748535,0.0001,226504,10575,,
0.0433010533452034,5,-5.883400917053223,53742,-0.6505921483039856,256,2.4956188201904297,0.0001,226769,10663,,
0.04370083659887314,5,-6.078742027282715,54660,-0.49841243028640747,260,2.818934917449951,0.0001,227228,10818,,
0.043648749589920044,5,-7.997570514678955,54770,-0.14678341150283813,264,3.1376688480377197,0.0001,227283,10838,,
0.04406945779919624,5,-6.112288475036621,56018,1.1327860355377197,268,6.04991340637207,0.0001,227907,11055,,
0.04469853639602661,5,-6.536001205444336,56422,-0.5102364420890808,272,3.5025551319122314,0.0001,228109,11123,,
0.04555908963084221,5,-7.337493896484375,57044,-0.13560950756072998,276,7.83721923828125,0.0001,228420,11227,,
0.04509280249476433,5,-5.434340476989746,58049,-0.12036558985710144,280,5.437417984008789,0.0001,228923,11390,,
0.04365690052509308,5,-5.258055686950684,60275,-0.5472337603569031,284,5.859780788421631,0.0001,230036,11755,,
0.041823241859674454,5,-2.3999664783477783,61387,-0.7676217555999756,288,4.590870380401611,0.0001,230592,11932,,
0.0381811149418354,5,-4.640944480895996,64404,-1.451393485069275,292,3.039944887161255,0.0001,232100,12425,,
0.03390485793352127,5,-3.740910291671753,67184,-1.3809752464294434,296,4.140915870666504,0.0001,233490,12896,,
0.03218546137213707,5,-7.0315704345703125,68904,-0.6250487565994263,300,2.261704444885254,0.0001,234350,13177,,
0.03323907032608986,5,-6.665404319763184,71100,-0.29373279213905334,304,2.8040828704833984,0.0001,235448,13542,,
0.034080345183610916,5,-4.357556343078613,72679,0.09254619479179382,308,3.4918158054351807,0.0001,236238,13821,,
0.03495754301548004,5,-6.661423683166504,74558,-0.3610857129096985,312,2.6399154663085938,0.0001,237177,14146,,
0.035179149359464645,5,-3.3451104164123535,75499,0.5236955881118774,316,3.624556303024292,0.0001,237648,14305,,
0.03573525324463844,5,-3.4243886470794678,75918,0.833061158657074,320,5.661138534545898,0.0001,237857,14385,,
0.03797987475991249,5,-4.060516357421875,78118,0.9507704973220825,324,5.12651252746582,0.0001,238957,14780,,
0.03872665762901306,5,-4.289449214935303,79604,0.6420173645019531,328,4.381771087646484,0.0001,239700,15029,,
0.03897316753864288,5,-2.2122201919555664,80241,-0.7310582995414734,332,3.7924070358276367,0.0001,240019,15135,,
0.038613513112068176,5,-1.0635031461715698,81861,1.0580581426620483,336,3.120649814605713,0.0001,240829,15408,,
0.03787657245993614,5,-1.6087732315063477,82907,-0.6865614652633667,340,3.004462242126465,0.0001,241352,15595,,
0.03758540749549866,5,-2.5934457778930664,84086,0.3576298952102661,344,4.303394317626953,0.0001,241941,15808,,
0.03783226013183594,5,-5.70192813873291,84757,0.1800377368927002,348,8.009263038635254,0.0001,242277,15932,,
0.03792480006814003,5,-4.238426208496094,86749,-0.46560221910476685,352,4.294445037841797,0.0001,243273,16283,,
0.036085259169340134,5,-3.823744773864746,88864,0.23288565874099731,356,4.104970455169678,0.0001,244330,16639,,
0.03607502579689026,5,-7.515900611877441,90340,1.232539415359497,360,1.7611192464828491,0.0001,245068,16886,,
0.036916397511959076,5,-8.807738304138184,91585,1.465330719947815,364,4.044862747192383,0.0001,245691,17091,,
0.0373174212872982,5,-7.750519275665283,91899,0.7452139854431152,368,2.451338291168213,0.0001,245848,17149,,
0.03767219930887222,5,-8.528852462768555,92253,0.27697664499282837,372,3.055673837661743,0.0001,246025,17210,,
0.038301412016153336,5,-7.101619720458984,92939,-0.036453500390052795,376,3.3250889778137207,0.0001,246368,17328,,
0.039478056132793427,5,-7.5698628425598145,93752,1.4355506896972656,380,4.638385772705078,0.0001,246774,17464,,
0.040588706731796265,5,-8.055890083312988,94437,0.8189822435379028,384,3.4271411895751953,0.0001,247117,17578,,
0.04236366227269173,5,-7.861513137817383,95594,-0.012329578399658203,388,5.238578796386719,0.0001,247695,17780,,
0.0456317737698555,5,-8.756316184997559,97643,0.4955185055732727,392,4.92344331741333,0.0001,248720,18140,,
0.04694237560033798,5,-9.957653999328613,98269,0.8052522540092468,396,4.808492660522461,0.0001,249033,18248,,
0.05107087269425392,5,-14.67729377746582,99876,2.0948972702026367,400,9.839593887329102,0.0001,249836,18513,,
0.05140841379761696,,-11.856073379516602,100000,-0.03316602110862732,,6.5745344161987305,0.0001,249898,,170.4,185.18542279945686
0.05318953096866608,5,-12.225221633911133,100750,0.9829913377761841,404,6.347510814666748,0.0001,250273,18797,,
0.0536506362259388,5,-12.647119522094727,100944,1.306773066520691,408,5.307767868041992,0.0001,250370,18831,,
0.05532551929354668,5,-13.297971725463867,101648,1.1611684560775757,412,6.584384918212891,0.0001,250722,18951,,
0.05743839219212532,5,-11.981053352355957,102648,1.7667266130447388,416,4.184206008911133,0.0001,251222,19124,,
0.062109798192977905,5,-13.308704376220703,104522,1.532848596572876,420,2.9625601768493652,0.0001,252159,19452,,
0.06508234888315201,5,-13.990489959716797,106000,0.1977875977754593,424,7.34821891784668,0.0001,252898,19708,,
0.06838779151439667,5,-12.643046379089355,108249,-0.5592666268348694,428,3.207838296890259,0.0001,254023,20113,,
0.06894949078559875,5,-11.455799102783203,109376,0.3524813950061798,432,2.332547903060913,0.0001,254586,20307,,
0.06863764673471451,5,-13.900348663330078,110011,0.041065968573093414,436,3.6412129402160645,0.0001,254904,20420,,
0.06857890635728836,5,-11.579228401184082,110293,-0.2804848551750183,440,2.7143168449401855,0.0001,255045,20478,,
0.06743117421865463,5,-10.173261642456055,111181,-0.0023903846740722656,444,11.576807022094727,0.0001,255489,20636,,
0.06559839844703674,5,-14.976895332336426,112412,-0.5792802572250366,448,7.731060981750488,0.0001,256104,20859,,
0.06275463104248047,5,-14.439791679382324,114326,-0.8633412718772888,452,5.969603061676025,0.0001,257061,21192,,
0.061127956956624985,5,-14.910810470581055,116363,-0.34152621030807495,456,2.9304473400115967,0.0001,258080,21561,,
0.059907928109169006,5,-12.554325103759766,117397,-0.4302273690700531,460,5.933044910430908,0.0001,258597,21755,,
0.05872119590640068,5,-13.969585418701172,118632,0.472527414560318,464,2.354191303253174,0.0001,259214,21974,,
0.05866879224777222,5,-13.264759063720703,120336,0.06717986613512039,468,3.0979762077331543,0.0001,260066,22250,,
0.058154989033937454,5,-13.903654098510742,120997,0.24013793468475342,472,5.858765602111816,0.0001,260397,22359,,
0.05669444426894188,5,-12.458182334899902,123002,-0.6574394106864929,476,2.3371164798736572,0.0001,261399,22691,,
0.05604150891304016,5,-12.973881721496582,124434,-0.5543181896209717,480,1.9237451553344727,0.0001,262115,22916,,
0.054214514791965485,5,-11.993961334228516,125468,-0.5793188214302063,484,10.829240798950195,0.0001,262632,23084,,
0.05408522114157677,5,-11.21194839477539,126451,0.5446982979774475,488,2.6138203144073486,0.0001,263124,23253,,
0.055786266922950745,5,-12.286857604980469,128828,-0.41090327501296997,492,2.143313407897949,0.0001,264312,23648,,
0.056764259934425354,5,-9.790282249450684,130431,-0.040363043546676636,496,1.423721194267273,0.0001,265114,23914,,
0.056317441165447235,5,-10.73135757446289,131250,-0.025008440017700195,500,1.414353370666504,0.0001,265523,24048,,
0.058949314057826996,5,-12.697559356689453,134512,0.0012054145336151123,504,3.1541929244995117,0.0001,267154,24590,,
0.053684595972299576,5,-12.362863540649414,136849,0.6585872769355774,508,6.7344560623168945,0.0001,268323,24982,,
0.05024112015962601,5,-12.192975997924805,138889,-0.512951135635376,512,4.054819107055664,0.0001,269343,25325,,
0.04986103996634483,5,-9.723957061767578,139187,-0.33575326204299927,516,1.768701195716858,0.0001,269492,25379,,
0.04819372296333313,5,-10.854578971862793,141161,0.5163211822509766,520,2.066222667694092,0.0001,270479,25733,,
0.049202293157577515,5,-12.237363815307617,143927,0.2047664374113083,524,2.334322452545166,0.0001,271862,26217,,
0.05456562712788582,5,-16.159198760986328,146431,1.085829496383667,528,2.7130706310272217,0.0001,273114,26642,,
0.056890226900577545,5,-17.094654083251953,148715,0.16492314636707306,532,2.4467577934265137,0.0001,274256,27021,,
0.055587977170944214,5,-19.641231536865234,151744,-0.28421247005462646,536,9.838730812072754,0.0001,275770,27525,,
0.06021049618721008,5,-17.58199119567871,154827,0.3326886296272278,540,2.0846245288848877,0.0001,277312,28019,,
0.06050444394350052,5,-19.921314239501953,155090,-0.20260801911354065,544,2.0761804580688477,0.0001,277443,28061,,
0.0635412260890007,5,-19.95722198486328,156547,0.7146593332290649,548,0.9494528770446777,0.0001,278172,28302,,
0.0680461972951889,5,-18.627147674560547,158818,0.08130009472370148,552,1.397823452949524,0.0001,279307,28682,,
0.07076764106750488,5,-16.594785690307617,160763,0.5268365144729614,556,1.7791105508804321,0.0001,280280,28997,,
0.07298719882965088,5,-17.212383270263672,163897,-0.1099095568060875,560,10.272974014282227,0.0001,281847,29505,,
0.06514323502779007,5,-18.002315521240234,167766,0.17872987687587738,564,6.128255844116211,0.0001,283781,30201,,
0.057539064437150955,5,-18.318134307861328,171646,-0.1544283926486969,568,3.017256021499634,0.0001,285721,30926,,
0.051053207367658615,5,-20.025033950805664,174950,-0.5267755389213562,572,3.0462851524353027,0.0001,287373,31533,,
0.049758706241846085,5,-17.17819595336914,175915,-0.6452780365943909,576,7.286999702453613,0.0001,287856,31714,,
0.04946863278746605,5,-15.69619369506836,176990,1.0822551250457764,580,1.2406926155090332,0.0001,288393,31920,,
0.0514942929148674,5,-17.340587615966797,180658,-0.3772110342979431,584,2.0241851806640625,0.0001,290227,32605,,
0.051345646381378174,5,-17.851003646850586,182719,0.17026568949222565,588,1.7065931558609009,0.0001,291258,32966,,
0.05069120228290558,5,-16.993167877197266,184933,0.09345011413097382,592,1.2353137731552124,0.0001,292365,33348,,
0.052956778556108475,5,-18.857196807861328,186864,0.1380036175251007,596,1.4415464401245117,0.0001,293330,33671,,
0.05649575963616371,5,-18.363391876220703,188742,0.7017725706100464,600,6.056283950805664,0.0001,294269,34006,,
0.05871153622865677,5,-18.618457794189453,189987,0.10539457201957703,604,1.6743333339691162,0.0001,294892,34213,,
0.06015745922923088,5,-19.403242111206055,191631,0.1340107023715973,608,1.3393081426620483,0.0001,295714,34488,,
0.06105613335967064,5,-17.113237380981445,194298,0.06391525268554688,612,2.006465435028076,0.0001,297047,34946,,
0.06287070363759995,5,-17.238525390625,195920,0.27184146642684937,616,2.789623260498047,0.0001,297858,35208,,
0.06605307757854462,5,-19.01572608947754,198037,0.07954160124063492,620,5.4989013671875,0.0001,298917,35563,,
0.06468319147825241,,-16.875219345092773,200000,0.27812501788139343,,3.1451244354248047,0.0001,299898,,287.2,266.37811701893804
0.06479151546955109,5,-18.8089656829834,201000,-0.5980660319328308,624,1.9280380010604858,0.0001,300398,36266,,
0.06343003362417221,5,-17.628271102905273,202470,-0.05128788948059082,628,1.2964509725570679,0.0001,301133,36502,,
0.06145210936665535,5,-15.44829273223877,204016,-0.02451661229133606,632,3.5082361698150635,0.0001,301906,36767,,
0.061869293451309204,5,-16.896455764770508,206234,0.36595800518989563,636,2.866424083709717,0.0001,303015,37128,,
0.06033311411738396,5,-13.866117477416992,208453,0.37893182039260864,640,1.939607858657837,0.0001,304125,37482,,
0.06125631183385849,5,-14.569725036621094,208978,-0.38477760553359985,644,1.8204221725463867,0.0001,304387,37570,,
0.06960289180278778,5,-14.40827751159668,212624,0.6462684869766235,648,17.592205047607422,0.0001,306210,38155,,
0.07296565920114517,5,-15.52922534942627,214318,0.6510501503944397,652,1.7508010864257812,0.0001,307057,38436,,
0.07789268344640732,5,-21.128440856933594,216827,0.3181033134460449,656,2.1959683895111084,0.0001,308312,38849,,
