train/ent_coef,time/fps,train/actor_loss,time/total_timesteps,train/ent_coef_loss,time/episodes,train/critic_loss,train/learning_rate,train/n_updates,time/time_elapsed,eval/mean_ep_length,eval/mean_reward
0.05424753576517105,15,-11.022916793823242,1094,0.46663692593574524,4,2.299999237060547,0.0001,200445,71,,
0.05568036064505577,9,-7.4643683433532715,1648,0.5767883062362671,8,2.596954345703125,0.0001,200722,169,,
0.057530682533979416,6,-5.975967884063721,2493,1.1309027671813965,12,2.162966251373291,0.0001,201145,399,,
0.058861732482910156,2,-1.7730295658111572,3076,1.3029876947402954,16,2.794517755508423,0.0001,201436,1263,,
0.06140075996518135,3,-6.154915809631348,4274,1.1220766305923462,20,1.5100287199020386,0.0001,202035,1419,,
0.06197329983115196,2,-5.172168731689453,4529,0.14965219795703888,24,4.062474727630615,0.0001,202163,2118,,
0.06310995668172836,2,-5.77817964553833,5121,-0.09239721298217773,28,2.916013717651367,0.0001,202459,2229,,
0.06656984239816666,2,-6.645003795623779,6590,0.48575112223625183,32,2.961094856262207,0.0001,203193,2492,,
0.06720228493213654,2,-8.86734390258789,6850,1.1484819650650024,36,5.685848236083984,0.0001,203323,2542,,
0.06936683505773544,2,-5.358863830566406,7693,0.19110029935836792,40,4.102292060852051,0.0001,203745,2696,,
0.06954912841320038,2,-7.695345878601074,7849,1.6200393438339233,44,4.95078182220459,0.0001,203823,2730,,
0.07038050144910812,2,-7.208034992218018,8205,1.4608094692230225,48,5.257249355316162,0.0001,204001,2790,,
0.07116225361824036,3,-7.498348236083984,8557,-0.1902233511209488,52,4.191248893737793,0.0001,204177,2851,,
0.07211466878652573,3,-5.810297966003418,8977,-0.0162612646818161,56,2.4407644271850586,0.0001,204387,2920,,
0.07285264879465103,3,-7.598015308380127,9271,0.44791269302368164,60,5.996589660644531,0.0001,204534,2972,,
0.07344760745763779,3,-8.129961013793945,9645,-0.06708665192127228,64,4.025528907775879,0.0001,204721,3033,,
0.07389654964208603,3,-7.090374946594238,10016,0.5826415419578552,68,6.265364646911621,0.0001,204906,3100,,
0.07422135025262833,3,-5.16169548034668,10257,0.6885958313941956,72,5.853265762329102,0.0001,205027,3144,,
0.07517481595277786,3,-4.314073085784912,11055,-0.5681259036064148,76,1.3107268810272217,0.0001,205426,3272,,
0.07538127899169922,3,-5.6732988357543945,11503,1.1933468580245972,80,3.156797170639038,0.0001,205650,3347,,
0.0752052515745163,3,-2.0570101737976074,11846,-0.15446990728378296,84,4.272749423980713,0.0001,205821,3403,,
0.07495155185461044,3,-1.950261116027832,12567,0.19854600727558136,88,3.518470287322998,0.0001,206182,3522,,
0.07491568475961685,3,-1.1889166831970215,12789,0.288144588470459,92,3.703615188598633,0.0001,206293,3560,,
0.07378750294446945,3,-3.3468027114868164,13441,-0.2231919914484024,96,4.421931266784668,0.0001,206619,3682,,
0.07192379981279373,3,-5.343684673309326,15146,0.34037941694259644,100,3.8739173412323,0.0001,207471,3989,,
0.07032011449337006,3,-5.309762477874756,16031,0.7154240608215332,104,4.164765357971191,0.0001,207914,4155,,
0.0661797896027565,3,-4.512599945068359,17504,-0.5291969776153564,108,4.531266212463379,0.0001,208650,4433,,
0.06468092650175095,3,-6.1587419509887695,17969,0.1274566799402237,112,3.690613269805908,0.0001,208883,4524,,
0.06084027513861656,4,-4.963982582092285,19430,-1.0687592029571533,116,2.519333839416504,0.0001,209613,4796,,
0.06047838553786278,4,-5.488478660583496,19630,-0.5550632476806641,120,4.696495532989502,0.0001,209713,4835,,
0.057128917425870895,4,-4.027782440185547,20866,-1.0166983604431152,124,3.037825107574463,0.0001,210331,5036,,
