time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/explained_variance,train/clip_fraction,train/entropy_loss,train/n_updates,train/value_loss,train/loss,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/std,train/clip_range,eval/mean_ep_length,eval/mean_reward
8,32,7368,65536,-19.40159615,21.7,0.2639976143836975,0.0107812502712477,-1.507347697019577,310,54.479213905334475,27.21601104736328,-0.0010146309650372136,0.010256963,0.00039492096,0.5149534344673157,0.3,,
8,33,7607,67584,-16.324149990000002,21.9,0.3306266665458679,0.008723958616610617,-1.5131794691085816,320,46.67030754089355,23.933130264282227,-0.0017950003252917624,0.0040344265,0.00039475712000000004,0.5173500776290894,0.3,,
8,34,7837,69632,-13.21899393,23.39,0.32930058240890503,0.005013020936166868,-1.5229656875133515,330,53.78803749084473,24.821691513061523,-0.0019212021063503837,0.0025044312,0.00039459328,0.5193377137184143,0.3,,
8,35,8065,71680,-14.79665332,25.34,0.3529975414276123,0.035872396314516664,-1.5285544037818908,340,55.69809284210205,27.366422653198242,-0.00503322998876683,0.011756738,0.00039442944,0.5201536417007446,0.3,,
8,36,8298,73728,-14.789012709999998,24.76,0.40720194578170776,0.015872395961196162,-1.4719646155834198,350,44.54440116882324,21.45896339416504,-0.0049054875162255485,0.009174232,0.0003942656,0.5061798691749573,0.3,,
8,37,8528,75776,-11.157579340000002,25.24,0.36255401372909546,0.036497396873892286,-1.4776859760284424,360,51.66751537322998,24.660966873168945,-0.004760487814201042,0.02051737,0.00039410176,0.5072999596595764,0.3,,
8,38,8789,77824,-15.895398470000002,23.95,0.399131715297699,0.03985677150194533,-1.4802173674106598,370,49.1408130645752,26.47022819519043,-0.002644079129677257,0.004282155,0.00039393792000000003,0.5073491334915161,0.3,,
8,39,9010,79872,-11.927897700000003,27.8,0.4190497398376465,0.03493489651591517,-1.4800379812717437,380,46.77897319793701,22.392419815063477,-0.0062672803085297435,0.01427723,0.00039377408,0.5073709487915039,0.3,,
,,,80000,,,0.4523612856864929,0.0360026050650049,-1.4795375168323517,390,47.82912063598633,23.552907943725586,-0.005073147945804523,0.0138929235,0.00039361024000000004,0.5069661140441895,0.3,47.2,10.096275846846401
8,40,9254,81920,-5.2612462,28.63,,,,,,,,,,,,,
8,41,9469,83968,-3.7512410099999993,30.3,0.4362547993659973,0.05718750060768798,-1.4184087693691254,400,47.702468681335446,24.559263229370117,-0.002439982292435161,0.016346036,0.0003934464,0.4921228289604187,0.3,,
8,42,9688,86016,-6.270536549999998,29.9,0.44698643684387207,0.11552083419519477,-1.419298529624939,410,46.63907108306885,25.841407775878906,-0.0013865188045019794,0.024105567,0.00039328256000000005,0.4921519160270691,0.3,,
8,43,9911,88064,-7.259079830000003,30.37,0.35843002796173096,0.1313281265378464,-1.4196542143821715,420,43.67171154022217,20.580730438232422,-0.004147158891719282,0.1692927,0.00039311872,0.4924340844154358,0.3,,
8,44,10123,90112,-5.081312869999999,31.59,0.4720897674560547,0.2035807341337204,-1.421624368429184,430,33.172293186187744,16.691749572753906,-0.006806354867294395,0.024577755,0.00039295488,0.49301546812057495,0.3,,
8,45,10346,92160,-4.51933595,30.71,0.5071287751197815,0.3240234440891072,-1.3644322454929352,440,40.30241584777832,18.14769172668457,0.04036290709627792,0.12143928,0.00039279104000000003,0.4794155955314636,0.3,,
8,46,10557,94208,-1.6381455600000001,32.48,0.549662709236145,0.17118490019929594,-1.3685631513595582,450,37.248107528686525,17.577428817749023,0.0002672059508040725,0.045208856,0.0003926272,0.48008066415786743,0.3,,
8,47,10765,96256,1.2481350099999993,34.45,0.5251726806163788,0.2038932349998504,-1.3712439298629762,460,40.44152984619141,21.149612426757812,0.01031386171205666,0.25893185,0.00039246336000000004,0.4809125065803528,0.3,,
8,48,10983,98304,1.3226593499999995,37.23,0.4893501400947571,0.06850260584615171,-1.3746854364871979,470,42.443234252929685,19.55502700805664,-0.007224356185179204,0.009745065,0.00039229952,0.48132604360580444,0.3,,
,,,100000,,,0.5256184935569763,0.13337239902466536,-1.3745254933834077,480,35.415717887878415,16.7307071685791,-0.015602442855015396,0.029245328,0.00039213568,0.4808639883995056,0.3,57.6,23.38012567795813
8,49,11229,100352,3.4576978400000007,37.68,,,,,,,,,,,,,
8,50,11433,102400,16.364717920000004,40.08,0.5397447645664215,0.08925781518337317,-1.3143511176109315,490,39.65597381591797,20.146841049194336,-0.0015496610547415912,0.035615116,0.00039197184,0.46755725145339966,0.3,,
8,51,11644,104448,20.14189554,42.61,0.6523204743862152,0.16955729766050354,-1.3192821383476256,500,36.11601333618164,15.954852104187012,0.012520907012803973,0.08616798,0.000391808,0.4684622287750244,0.3,,
8,52,11849,106496,15.883588249999997,42.58,0.5715738236904144,0.08391927258344367,-1.3236130952835083,510,34.231690120697024,16.968124389648438,0.0007248669938417108,0.01311204,0.00039164416000000003,0.46972209215164185,0.3,,
9,53,12055,108544,19.15901311,44.69,0.6528703272342682,0.09613281523343176,-1.3281576037406921,520,32.2280460357666,15.600003242492676,-0.006315314404200767,0.01782088,0.00039148032,0.4703488349914551,0.3,,
9,54,12258,110592,21.16806236,47.53,0.6589345037937164,0.112890628259629,-1.3300932407379151,530,31.898637676239012,15.487140655517578,-0.00019644612330012025,0.030863496,0.00039131648000000004,0.4707908034324646,0.3,,
9,55,12465,112640,17.811225999999998,46.46,0.686197429895401,0.1718880252825329,-1.2718451082706452,540,30.01903247833252,15.462162017822266,0.003721536113880575,0.03339538,0.00039115264,0.45712557435035706,0.3,,
9,56,12695,114688,9.0645718,43.8,0.6907318234443665,0.2855989638715982,-1.272886222600937,550,28.551597023010252,14.823607444763184,0.02997295321431013,0.019874044,0.00039098880000000005,0.45750200748443604,0.3,,
9,57,12876,116736,3.97445822,45.58,0.7160424888134003,0.18473958671092988,-1.2749357879161836,560,28.60177536010742,13.135722160339355,-0.003765958756666787,0.087044016,0.00039082496,0.4580782651901245,0.3,,
9,58,13051,118784,3.7329246499999997,46.99,0.6855983436107635,0.30097656965372155,-1.2786014080047607,570,38.51095695495606,19.13519287109375,0.016464385215658694,0.03467393,0.00039066112,0.4591848850250244,0.3,,
,,,120000,,,0.7181182205677032,0.15613281563855708,-1.2826518058776855,580,22.943961906433106,11.373637199401855,0.0006911102535377856,0.033868156,0.00039049728000000003,0.45973098278045654,0.3,37.8,-1.2817070507444441
9,59,13266,120832,12.76646067,48.76,,,,,,,,,,,,,
9,60,13449,122880,20.54830814,46.59,0.670727014541626,0.3851432357361773,-1.2244079411029816,590,29.590852165222167,11.898085594177246,0.053961043935851195,0.09210828,0.00039033344,0.4465372562408447,0.3,,
9,61,13639,124928,23.350088260000003,48.53,0.6611034572124481,0.14805989761371166,-1.225517600774765,600,30.03261594772339,15.00512409210205,0.009310556328855446,0.04496011,0.0003901696,0.4465141296386719,0.3,,
9,62,13818,126976,24.301764989999995,49.35,0.7213961482048035,0.07108073041308671,-1.2255284249782563,610,26.376177978515624,13.910346031188965,-0.009431128949508993,0.01557213,0.00039000576,0.4466622471809387,0.3,,
9,63,14001,129024,29.232752639999998,47.72,0.7408249378204346,0.21682292115874588,-1.226100492477417,620,30.19464530944824,14.189038276672363,0.015894800793030316,0.037885115,0.00038984192000000005,0.4467242956161499,0.3,,
9,64,14181,131072,40.976734379999996,50.46,0.6800093650817871,0.13781250258907676,-1.2265324592590332,630,38.8006010055542,18.2296085357666,0.002605702928267417,0.04362232,0.00038967808,0.44687360525131226,0.3,,
9,65,14362,133120,44.06360155,52.28,0.6697899699211121,0.08173177340067923,-1.1672687172889709,640,43.9062744140625,22.37945556640625,-0.005042022283305414,0.02048283,0.00038951424000000006,0.4339051842689514,0.3,,
9,66,14527,135168,57.15648276000002,60.04,0.7006519734859467,0.3575260474346578,-1.1697653830051422,650,34.328695106506345,16.086320877075195,0.07445314473705364,0.72235596,0.00038935040000000003,0.4350929856300354,0.3,,
9,67,14696,137216,64.35155965999999,66.53,0.6914914548397064,0.14057291904464364,-1.175408262014389,660,28.685843181610107,14.15888786315918,-0.004130274962517433,0.034669895,0.00038918656,0.4357546269893646,0.3,,
9,68,14874,139264,70.79500223,71.26,0.784013569355011,0.1461197953671217,-1.176864504814148,670,23.58860626220703,11.800300598144531,-0.018406348889693593,0.017769739,0.00038902272000000004,0.4359111189842224,0.3,,
,,,140000,,,0.7606930285692215,0.1197526074014604,-1.178507399559021,680,28.67677993774414,14.726486206054688,-0.004526070165447882,0.034312274,0.00038885888,0.43672865629196167,0.3,66.4,47.02326826786157
9,69,15090,141312,75.36283346,73.26,,,,,,,,,,,,,
9,70,15259,143360,89.32371327000001,78.48,0.7994974553585052,0.11347656557045412,-1.122691923379898,690,27.48993158340454,13.990790367126465,-0.008842083004128653,0.019382048,0.00038869504,0.42454272508621216,0.3,,
9,71,15440,145408,93.64085148999997,80.59,0.7960608303546906,0.24278646418824792,-1.125161838531494,700,24.963113689422606,11.93875503540039,0.01604746635362968,0.17463261,0.0003885312,0.4249171018600464,0.3,,
9,72,15615,147456,106.77035795,85.67,0.784641444683075,0.1057161487871781,-1.125603723526001,710,30.802241611480714,13.172149658203125,-0.0003028906369581752,0.022263855,0.00038836736,0.42462432384490967,0.3,,
9,73,15780,149504,118.95285209,91.24,0.7651598006486893,0.08600260561215692,-1.123911154270172,720,30.48539342880249,12.905492782592773,-0.002312462879926902,0.018228805,0.00038820352,0.42437639832496643,0.3,,
9,74,15960,151552,119.91193297,90.93,0.773248016834259,0.08682291960576549,-1.123089188337326,730,28.079449272155763,13.582280158996582,0.0016207509918604035,0.057103124,0.00038803968000000006,0.42429298162460327,0.3,,
9,75,16135,153600,143.74191857000002,100.17,0.7944351881742477,0.1839322943618754,-1.0631728768348694,740,27.949693584442137,13.456412315368652,0.005388220044551417,0.0157151,0.00038787584000000004,0.41192057728767395,0.3,,
9,76,16303,155648,170.60324946000003,111.46,0.7585603147745132,0.10519531387835741,-1.0627503991127014,750,25.727659702301025,10.835927963256836,-0.00371731871942762,0.022712383,0.000387712,0.41140010952949524,0.3,,
9,77,16478,157696,162.09889188,107.3,0.7831507921218872,0.057057292899116874,-1.0593511164188385,760,23.574680900573732,11.661543846130371,-0.004686557186651041,0.022555033,0.00038754816000000005,0.410623162984848,0.3,,
9,78,16653,159744,168.23858882999997,110.71,0.7811533510684967,0.45576823968440294,-1.0569964051246643,770,27.87109155654907,13.559133529663086,0.10463986000038847,0.26523608,0.00038738432,0.4108535051345825,0.3,,
,,,160000,,,0.7768804132938385,0.4895703211426735,-1.0607711553573609,780,23.27471923828125,11.09080696105957,0.07252842732705175,0.0673278,0.00038722048,0.41186070442199707,0.3,342.2,534.479395993799
9,79,16999,161792,159.81958186000003,109.19,,,,,,,,,,,,,
9,80,17175,163840,115.77352945000001,91.53,0.7070386111736298,0.18433594107627868,-1.004883599281311,790,27.95472354888916,11.394347190856934,-0.00826162243320141,0.03911133,0.00038705664000000003,0.40035951137542725,0.3,,
9,81,17349,165888,108.79761269,89.07,0.68222975730896,0.12098958566784859,-1.0063713550567628,800,36.79977407455444,19.25798988342285,-0.013083687355974687,0.017038316,0.0003868928,0.4000055193901062,0.3,,
9,82,17528,167936,101.74798650000002,86.22,0.7170076966285706,0.11985677354969085,-1.0031687498092652,810,31.08467540740967,15.880358695983887,-0.006112421157304126,0.013128669,0.00038672896,0.39932358264923096,0.3,,
9,83,17709,169984,109.92653812000002,88.25,0.7657041847705841,0.1043359400704503,-0.9999164938926697,820,26.475776386260986,13.730968475341797,-0.01199655431206339,0.03316353,0.00038656512,0.3988560438156128,0.3,,
9,84,17878,172032,125.46386805,93.35,0.798761248588562,0.05169270960614085,-0.9982245206832886,830,27.156351375579835,12.266181945800781,-0.007897464865964121,0.017063672,0.00038640128,0.3985922336578369,0.3,,
9,85,18051,174080,143.22307046,100.08,0.8017057329416275,0.10746094025671482,-0.9370789915323258,840,25.413991260528565,12.118535995483398,-0.0072011094673143814,0.03298112,0.00038623744,0.3866845369338989,0.3,,
9,86,18223,176128,150.38047834999998,102.65,0.7682895064353943,0.13671875223517418,-0.9365235894918442,850,29.0835768699646,13.594853401184082,-0.006394860791042456,0.04182691,0.00038607360000000006,0.386600136756897,0.3,,
9,87,18399,178176,161.31129646,106.9,0.8326615989208221,0.17692708547692745,-0.9350051999092102,860,21.60886631011963,9.714421272277832,0.004001092959624653,0.029781358,0.00038590976000000003,0.3860357701778412,0.3,,
,,,180000,,,0.8399459570646286,0.29571615159511566,-0.9325259625911713,870,20.401077461242675,9.535400390625,0.026423883056268093,0.2137841,0.00038574592,0.38595932722091675,0.3,130.0,239.11617761040105
9,88,18653,180224,167.01672328,109.62,,,,,,,,,,,,,
9,89,18825,182272,174.70382943999996,110.94,0.7967953979969025,0.25526042290148326,-0.8735493868589401,880,26.815437602996827,11.734832763671875,0.012956062739249319,0.054356545,0.00038558208000000004,0.3749540448188782,0.3,,
9,90,18997,184320,171.96807454,109.64,0.8002185821533203,0.18356771171092987,-0.8746000111103058,890,22.641306686401368,10.848255157470703,0.0038159754977095785,0.03796436,0.00038541824,0.37489259243011475,0.3,,
9,91,19181,186368,183.41100139,113.8,0.7901918590068817,0.2198828175663948,-0.8727901041507721,900,21.87180576324463,11.412694931030273,0.012611373882973564,0.04579277,0.0003852544,0.37430691719055176,0.3,,
9,92,19350,188416,212.38530991999997,126.62,0.7333059012889862,0.15265625454485415,-0.8695245891809463,910,24.66765546798706,11.53298282623291,0.004905517527949987,0.01039682,0.00038509056,0.3737754821777344,0.3,,
9,93,19521,190464,212.29003509999998,127.32,0.7769453972578049,0.11975260870531201,-0.8677562475204468,920,19.693752002716064,9.777111053466797,-0.006275115850730905,0.01476961,0.00038492672,0.3738582730293274,0.3,,
9,94,19699,192512,233.21466057,135.48,0.7833052426576614,0.24608073520939797,-0.8089060962200165,930,21.99682025909424,8.265890121459961,0.013838145672343672,0.10200909,0.00038476288,0.36313462257385254,0.3,,
9,95,19866,194560,234.69081921999998,134.88,0.8082278370857239,0.1993098977021873,-0.8101871997117996,940,16.17693166732788,7.711641788482666,0.001872239661097419,0.0199592,0.00038459904,0.363278329372406,0.3,,
9,96,20040,196608,233.63033375999998,135.35,0.784582108259201,0.08003906419035048,-0.809356364607811,950,22.85466070175171,9.561853408813477,-0.002091640893559088,0.027931236,0.0003844352,0.36295753717422485,0.3,,
9,97,20248,198656,246.08131012,139.64,0.8255434334278107,0.14540364844724535,-0.8062324732542038,960,22.543598556518553,10.989864349365234,-0.003272551443951599,0.016253436,0.00038427136,0.3622194230556488,0.3,,
,,,200000,,,0.8214530795812607,0.14528646348044277,-0.8030309200286865,970,21.32498483657837,8.054991722106934,-0.008338440156076122,0.029780619,0.00038410752000000005,0.3620850145816803,0.3,191.6,354.8419668195769
9,98,20544,200704,224.94640181,129.96,,,,,,,,,,,,,
9,99,20726,202752,228.08261680999993,129.61,0.8110568672418594,0.21526042416808194,-0.7429963678121567,980,23.452583599090577,10.689454078674316,0.0033357569918734953,0.044905905,0.00038394368000000003,0.35147613286972046,0.3,,
9,100,20931,204800,200.59005874,119.53,0.8428174555301666,0.3461588595062494,-0.7430150300264359,990,18.150363731384278,10.252046585083008,0.029220710566150953,0.08762801,0.00038377984,0.35148411989212036,0.3,,
9,101,21130,206848,196.72532283999996,119.83,0.8319603055715561,0.4860416822135448,-0.7444863498210907,1000,21.65455846786499,8.974658012390137,0.0802351895836182,0.21879351,0.00038361600000000004,0.3519659638404846,0.3,,
9,102,21318,208896,188.27422838999996,116.85,0.8537789434194565,0.08101562665833625,-0.7450711220502854,1010,19.22423219680786,9.488801002502441,-0.009762951739830883,0.010658886,0.00038345216,0.3515370488166809,0.3,,
9,103,21507,210944,175.76358837,111.66,0.823352038860321,0.09434896083548665,-0.7419284075498581,1020,21.587943935394286,10.847456932067871,-0.006432723122088646,0.01888638,0.00038328832,0.35112887620925903,0.3,,
9,104,21706,212992,170.07851278999996,110.08,0.8180126398801804,0.14746094023867046,-0.6800461202859879,1030,21.42849454879761,10.993399620056152,-0.0068770319247050795,0.041474868,0.00038312448,0.3406556248664856,0.3,,
9,105,21908,215040,169.18565252,109.4,0.8040011376142502,0.2998958402662538,-0.6786278635263443,1040,23.295357036590577,9.903924942016602,0.010371804983587918,0.093943864,0.00038296064,0.34028005599975586,0.3,,
9,106,22094,217088,172.96146865,108.74,0.8142547160387039,0.23638021089136602,-0.6763927727937699,1050,19.92062578201294,8.997669219970703,0.007544576708460227,0.051304273,0.0003827968,0.3399064838886261,0.3,,
9,107,22293,219136,188.3805346,115.96,0.7879127711057663,0.10450521036982537,-0.6738405793905258,1060,21.98903646469116,10.12345027923584,-0.005056967122363964,0.020968396,0.00038263296000000006,0.3395382761955261,0.3,,
,,,220000,,,0.8502613008022308,0.08321614786982537,-0.6711014032363891,1070,17.13498158454895,8.833600044250488,-0.008906438697595154,0.02076646,0.00038246912000000004,0.3388569951057434,0.3,94.0,159.02644516532308
9,108,22564,221184,194.55020136,116.86,,,,,,,,,,,,,
9,109,22773,223232,197.96867095000002,119.41,0.8168553411960602,0.06023437643307261,-0.606144243478775,1080,23.192657661437988,11.212377548217773,-0.007750383007805795,0.034212768,0.00038230528,0.32810527086257935,0.3,,
9,110,22975,225280,207.1660204,122.87,0.8624520003795624,0.05610677250660956,-0.6034341841936112,1090,18.31990270614624,7.6040449142456055,-0.005101203453305203,0.011886602,0.00038214144000000004,0.3281230926513672,0.3,,
9,111,23176,227328,218.27137471999998,125.92,0.8668705075979233,0.08307291891251226,-0.6026052743196487,1100,17.290295219421388,8.041583061218262,-0.0052720076648984145,0.021909252,0.0003819776,0.32768309116363525,0.3,,
9,112,23388,229376,218.01271359000006,125.69,0.8704204708337784,0.18928385758772492,-0.5974882990121841,1110,16.41641855239868,8.330076217651367,-0.004142433945380631,0.034173172,0.00038181376,0.32682105898857117,0.3,,
9,113,23602,231424,222.15096115,126.89,0.8068844228982925,0.3051953200250864,-0.593239963054657,1120,21.901904010772704,10.214212417602539,0.015368286914308537,0.2886386,0.00038164992000000003,0.326546311378479,0.3,,
9,114,23801,233472,237.03259441000003,133.54,0.8359032571315765,0.3163802161812782,-0.5329375714063644,1130,20.462236309051512,9.863384246826172,0.017259534084587358,0.031917103,0.00038148608,0.31704193353652954,0.3,,
9,115,24009,235520,263.2093019,143.34,0.8803493604063988,0.18151042167155537,-0.5331816107034684,1140,15.112939167022706,6.966538906097412,0.005375656272226426,0.078588426,0.00038132224,0.3169814944267273,0.3,,
9,116,24220,237568,283.22507112,151.41,0.872970700263977,0.17388021266087889,-0.5318874627351761,1150,13.699564266204835,5.7904438972473145,-0.00213675339036854,0.04747579,0.0003811584,0.3167116641998291,0.3,,
9,117,24430,239616,293.92454086,156.21,0.8383419215679169,0.27647136435844005,-0.5298712879419327,1160,15.075924253463745,5.7672247886657715,0.008921301257505565,0.2620305,0.00038099456,0.3165562152862549,0.3,,
,,,240000,,,0.8099750876426697,0.2250651091337204,-0.5295870780944825,1170,23.4451171875,10.72622299194336,0.007935616589384154,0.065617375,0.00038083072,0.31659168004989624,0.3,196.6,435.19509558938444
9,118,24767,241664,300.26913334,158.65,,,,,,,,,,,,,
9,119,24961,243712,309.65848556,163.15,0.8342570066452026,0.21397135891020297,-0.47019901871681213,1180,20.121664237976074,8.863981246948242,0.0006820399261414422,0.033631884,0.00038066688000000005,0.30747702717781067,0.3,,
9,120,25167,245760,304.00291029000005,161.2,0.8809112757444382,0.13664062799653037,-0.4703001260757446,1190,14.590170764923096,6.623509883880615,-0.00535393841229963,0.018152282,0.00038050304000000003,0.30729490518569946,0.3,,
9,121,25371,247808,295.64463217,157.53,0.876189261674881,0.11061198031529784,-0.4684432506561279,1200,16.675643587112425,8.280012130737305,-0.005857904059666907,0.018636579,0.0003803392,0.3070825934410095,0.3,,
9,122,25579,249856,298.35876829,159.83,0.8823858574032784,0.18016927652060985,-0.46661185324192045,1210,14.96981053352356,6.484341621398926,-0.000629696079486175,0.07090001,0.00038017536000000004,0.306784987449646,0.3,,
9,123,25786,251904,288.62880762000003,158.37,0.8242137283086777,0.1666015662252903,-0.46521061658859253,1220,16.69574694633484,6.377686500549316,0.001049083522520955,0.017037317,0.00038001152,0.30664536356925964,0.3,,
9,124,25992,253952,293.03559801999995,160.88,0.8384377807378769,0.34813803384895436,-0.4052226573228836,1230,16.811558389663695,6.136110782623291,0.017889556374575476,0.104346186,0.00037984768,0.297746479511261,0.3,,
9,125,26186,256000,301.06681460999994,163.76,0.8910541385412216,0.0874218769138679,-0.404231932759285,1240,12.82147946357727,4.625072002410889,-0.007958197349289532,0.013946261,0.00037968384,0.29695504903793335,0.3,,
