train/n_updates,train/actor_loss,train/ent_coef_loss,time/total_timesteps,train/ent_coef,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,time/episodes,eval/mean_reward,eval/mean_ep_length
134401,-19.074893951416016,-0.2894139587879181,268904,0.10696563869714737,1.0723799467086792,10,24931,0.0003,980,,
135906,-18.355300903320312,0.19746416807174683,271913,0.10770947486162186,1.550488829612732,10,25172,0.0003,984,,
137906,-17.63758659362793,0.25743040442466736,275913,0.10389098525047302,1.6445789337158203,10,25500,0.0003,988,,
139418,-18.493892669677734,-0.23955917358398438,278938,0.10494629293680191,3.0277390480041504,10,25733,0.0003,992,,
140442,-19.083648681640625,0.19262255728244781,280985,0.10742643475532532,1.7172799110412598,10,25891,0.0003,996,,
142442,-18.935379028320312,0.12450706958770752,284985,0.10761716961860657,1.7186665534973145,10,26216,0.0003,1000,,
144442,-19.884422302246094,0.12120875716209412,288985,0.10762625187635422,2.4309709072113037,10,26538,0.0003,1004,,
145456,-19.940046310424805,0.3827952444553375,291013,0.10909975320100784,2.0451295375823975,10,26704,0.0003,1008,,
146467,-18.789979934692383,-0.07415403425693512,293036,0.1032913476228714,8.813718795776367,10,26861,0.0003,1012,,
148166,-18.743379592895508,-0.046683527529239655,296433,0.10453353077173233,1.1316349506378174,10,27150,0.0003,1016,,
149743,-17.693716049194336,-0.2297586053609848,299587,0.10514085739850998,1.1471385955810547,10,27437,0.0003,1020,,
149949,-18.505186080932617,0.13725490868091583,300000,0.10318616777658463,5.5766191482543945,,,0.0003,,1659.4992398300644,614.4
151792,-20.094501495361328,-0.04945501685142517,303685,0.1042705550789833,2.7885630130767822,10,28056,0.0003,1024,,
153631,-18.064308166503906,-0.1259201318025589,307364,0.10342705249786377,1.0101737976074219,10,28371,0.0003,1028,,
155137,-20.505598068237305,-0.05088125169277191,310375,0.10357131063938141,1.5922868251800537,10,28650,0.0003,1032,,
157137,-19.941364288330078,0.25045037269592285,314375,0.1030360609292984,1.1205863952636719,10,29035,0.0003,1036,,
159137,-19.301361083984375,0.15994754433631897,318375,0.10192251950502396,1.2465993165969849,10,29400,0.0003,1040,,
161137,-19.86484146118164,0.26171624660491943,322375,0.10502293705940247,2.4904978275299072,10,29767,0.0003,1044,,
163137,-18.566070556640625,0.15191635489463806,326375,0.10339894890785217,1.0743060111999512,10,30140,0.0003,1048,,
165137,-19.121200561523438,0.3331097364425659,330375,0.10360608249902725,3.273310899734497,10,30516,0.0003,1052,,
167137,-20.54900550842285,-0.3216063678264618,334375,0.10246700048446655,1.894780158996582,10,30880,0.0003,1056,,
168643,-20.681413650512695,0.36993885040283203,337388,0.10239149630069733,0.6718727946281433,10,31139,0.0003,1060,,
170643,-20.246131896972656,0.19961149990558624,341388,0.10209020227193832,0.9050472974777222,10,31447,0.0003,1064,,
171656,-19.682334899902344,-0.1277405321598053,343414,0.10252337902784348,2.815720319747925,10,31603,0.0003,1068,,
173063,-18.682308197021484,0.06882098317146301,346228,0.09999191015958786,2.6201767921447754,10,31823,0.0003,1072,,
174923,-20.339296340942383,0.22547802329063416,349947,0.10370330512523651,1.6526083946228027,10,32112,0.0003,1076,,
176427,-21.05590057373047,0.2813586890697479,352956,0.10307593643665314,1.025305986404419,10,32360,0.0003,1080,,
177787,-20.36170196533203,-0.08667647838592529,355676,0.10307124257087708,1.3004026412963867,10,32602,0.0003,1084,,
179787,-19.686065673828125,0.4828203320503235,359676,0.10239984840154648,0.9390530586242676,10,32972,0.0003,1088,,
181787,-20.56576156616211,-0.47768065333366394,363676,0.10275872051715851,1.0293183326721191,10,33338,0.0003,1092,,
183787,-20.340957641601562,0.19146403670310974,367676,0.10024558752775192,0.786431610584259,10,33708,0.0003,1096,,
185787,-20.65701675415039,0.3197984993457794,371676,0.09980720281600952,1.07212233543396,10,34083,0.0003,1100,,
187787,-19.263790130615234,0.22063323855400085,375676,0.10235036909580231,0.6277211308479309,10,34453,0.0003,1104,,
189787,-21.697132110595703,0.2620902955532074,379676,0.10134489834308624,1.456505298614502,10,34835,0.0003,1108,,
190801,-20.614606857299805,0.07869704067707062,381704,0.10307731479406357,1.12240731716156,10,35023,0.0003,1112,,
192801,-21.801250457763672,-0.283380925655365,385704,0.10074377059936523,1.8154422044754028,10,35408,0.0003,1116,,
194801,-20.075910568237305,-0.14566670358181,389704,0.10024386644363403,4.428166389465332,10,35787,0.0003,1120,,
196801,-20.56686019897461,0.0015518516302108765,393704,0.0995626226067543,1.1822657585144043,10,36166,0.0003,1124,,
198459,-20.218257904052734,-0.08799006044864655,397020,0.10260116308927536,1.029404640197754,10,36484,0.0003,1128,,
199949,-21.878103256225586,0.19036030769348145,400000,0.0993720293045044,3.1356396675109863,,,0.0003,,2206.8423053782985,803.0
200449,-20.943845748901367,0.4697265028953552,401000,0.10133520513772964,2.775008201599121,10,37201,0.0003,1132,,
201870,-20.586719512939453,-0.13579237461090088,403841,0.1006513461470604,0.9946256875991821,10,37449,0.0003,1136,,
203621,-21.31546401977539,-0.11724632978439331,407344,0.10020285844802856,3.163055419921875,10,37761,0.0003,1140,,
205127,-22.020952224731445,-0.2292764037847519,410355,0.0989769697189331,0.6559783816337585,10,38038,0.0003,1144,,
206155,-22.155555725097656,-0.304043710231781,412412,0.1025858223438263,3.871889591217041,10,38236,0.0003,1148,,
208155,-21.57242202758789,-0.25980544090270996,416412,0.1045144721865654,1.3399142026901245,10,38586,0.0003,1152,,
210155,-19.336254119873047,-0.3898211121559143,420412,0.1034214124083519,1.8282849788665771,10,38916,0.0003,1156,,
212001,-21.234886169433594,-0.41665127873420715,424104,0.10221967846155167,1.6687554121017456,10,39215,0.0003,1160,,
213604,-20.944507598876953,0.007701121270656586,427310,0.1000249907374382,0.7321919202804565,10,39473,0.0003,1164,,
215400,-21.841947555541992,-0.09998378157615662,430902,0.10052783787250519,0.7940686345100403,10,39762,0.0003,1168,,
216608,-21.799072265625,-0.7491961717605591,433318,0.10355451703071594,0.9240972995758057,10,39965,0.0003,1172,,
217620,-22.535537719726562,0.2467767745256424,435342,0.1034836545586586,1.340487003326416,10,40140,0.0003,1176,,
219109,-21.599546432495117,0.1741604506969452,438320,0.09843931347131729,1.4399373531341553,10,40393,0.0003,1180,,
220220,-21.849578857421875,0.3295196294784546,440542,0.10256733745336533,0.4803270995616913,10,40587,0.0003,1184,,
222220,-21.45030975341797,-0.1620974838733673,444542,0.10064493864774704,0.9794135093688965,10,40938,0.0003,1188,,
223879,-21.76653289794922,-0.14928433299064636,447859,0.10192888230085373,1.3113830089569092,10,41238,0.0003,1192,,
225307,-21.629962921142578,0.10684340447187424,450715,0.10045375674962997,2.4418740272521973,10,41486,0.0003,1196,,
226819,-21.472431182861328,-0.029296420514583588,453739,0.10210522264242172,4.206230163574219,10,41760,0.0003,1200,,
228819,-22.428741455078125,-0.33313119411468506,457739,0.10242938995361328,0.8681209683418274,10,42124,0.0003,1204,,
230557,-21.971786499023438,-0.05310322716832161,461216,0.10247692465782166,1.3457794189453125,10,42455,0.0003,1208,,
232058,-21.35976219177246,-0.003086533397436142,464217,0.10361794382333755,2.2258481979370117,10,42732,0.0003,1212,,
233413,-22.96582794189453,0.10908722877502441,466927,0.1021374836564064,0.8193225860595703,10,42987,0.0003,1216,,
235156,-23.088092803955078,-0.2741314768791199,470414,0.10041340440511703,0.496227890253067,10,43307,0.0003,1220,,
237003,-21.355628967285156,-0.15174949169158936,474108,0.10339535027742386,1.2037768363952637,10,43656,0.0003,1224,,
239003,-22.201313018798828,0.12036508321762085,478108,0.10345181077718735,2.0624442100524902,10,44043,0.0003,1228,,
239952,-21.556629180908203,-0.3946583569049835,480006,0.10231082141399384,1.0598969459533691,10,44221,0.0003,1232,,
241587,-22.17536163330078,0.20376843214035034,483276,0.10302753746509552,1.1182835102081299,10,44533,0.0003,1236,,
243587,-22.210906982421875,-0.21346262097358704,487276,0.10516659170389175,4.284245014190674,10,44912,0.0003,1240,,
245587,-20.993297576904297,-0.3700719177722931,491276,0.1064935028553009,1.4783169031143188,10,45284,0.0003,1244,,
246997,-20.192716598510742,0.00969533622264862,494096,0.10510534793138504,2.017399787902832,10,45552,0.0003,1248,,
248732,-21.003780364990234,-0.10877450555562973,497566,0.10408511757850647,1.1219274997711182,10,45888,0.0003,1252,,
249949,-20.670942306518555,0.029869437217712402,500000,0.10670684278011322,0.8445155620574951,,,0.0003,,2405.5749450951657,870.4
250869,-21.963973999023438,0.6362392902374268,501840,0.10633277893066406,1.1847808361053467,10,46636,0.0003,1256,,
252763,-21.142473220825195,0.20863038301467896,505628,0.1036236509680748,0.5041546821594238,10,46975,0.0003,1260,,
254763,-21.820110321044922,-0.4973083436489105,509628,0.105721116065979,0.6763454675674438,10,47325,0.0003,1264,,
256395,-23.166217803955078,0.09736355394124985,512892,0.10403891652822495,0.7194133996963501,10,47615,0.0003,1268,,
258076,-22.63030242919922,-0.028979990631341934,516254,0.10387758910655975,1.3210747241973877,10,47922,0.0003,1272,,
259621,-21.99889373779297,-0.09847624599933624,519344,0.10313604772090912,3.3255577087402344,10,48192,0.0003,1276,,
261487,-23.46672248840332,0.1612713783979416,523075,0.10344597697257996,0.6505197286605835,10,48512,0.0003,1280,,
262318,-23.1640567779541,0.054697662591934204,524738,0.10185445100069046,1.0205929279327393,10,48667,0.0003,1284,,
263822,-21.59593963623047,0.02583690732717514,527746,0.10249871760606766,0.4280468225479126,10,48937,0.0003,1288,,
265822,-23.440258026123047,-0.09455909579992294,531746,0.09963075071573257,3.6918587684631348,10,49286,0.0003,1292,,
267623,-23.272722244262695,-0.27202194929122925,535348,0.10199028253555298,1.661275863647461,10,49612,0.0003,1296,,
269623,-22.77605438232422,-0.30277395248413086,539348,0.10412823408842087,0.4788019359111786,10,49970,0.0003,1300,,
270763,-23.341516494750977,0.2852036654949188,541627,0.10441168397665024,2.0323495864868164,10,50168,0.0003,1304,,
272763,-23.491680145263672,-0.19210655987262726,545627,0.10239642858505249,0.922123908996582,10,50535,0.0003,1308,,
274748,-22.791717529296875,-0.13761118054389954,549597,0.10003245621919632,0.3697631359100342,10,50897,0.0003,1312,,
276630,-22.797306060791016,-0.35895130038261414,553362,0.10119900852441788,0.5084764361381531,10,51223,0.0003,1316,,
278138,-23.416336059570312,-0.10366325080394745,556377,0.09791471064090729,2.516836166381836,10,51497,0.0003,1320,,
280138,-23.125972747802734,-0.1737115979194641,560377,0.1012711301445961,3.386543035507202,10,51877,0.0003,1324,,
282138,-22.728221893310547,-0.05818496644496918,564377,0.10293234884738922,0.7399477362632751,10,52264,0.0003,1328,,
284138,-23.849092483520508,-0.2616887390613556,568377,0.10472718626260757,1.0046665668487549,10,52638,0.0003,1332,,
285646,-24.02151107788086,-0.16653436422348022,571393,0.10244867950677872,3.3957018852233887,10,52918,0.0003,1336,,
287646,-23.645347595214844,-0.07293535768985748,575393,0.09902021288871765,1.6931061744689941,10,53291,0.0003,1340,,
289268,-23.675148010253906,-0.0973726212978363,578637,0.09912154078483582,0.43155068159103394,10,53595,0.0003,1344,,
291268,-23.584945678710938,-0.22561974823474884,582637,0.10168293118476868,1.9943464994430542,10,53962,0.0003,1348,,
293268,-23.842723846435547,0.3565794825553894,586637,0.10320936888456345,1.0018419027328491,10,54321,0.0003,1352,,
295247,-23.49068832397461,0.11518620699644089,590595,0.10004516690969467,1.3169392347335815,10,54660,0.0003,1356,,
297247,-24.689010620117188,0.28480905294418335,594595,0.09842383116483688,3.6925556659698486,10,55003,0.0003,1360,,
299086,-24.123056411743164,0.053271424025297165,598273,0.1004573255777359,3.5190656185150146,10,55340,0.0003,1364,,
299949,-23.681182861328125,-0.1683771312236786,600000,0.09891584515571594,1.7041141986846924,,,0.0003,,2612.071264991523,802.2
300949,-23.30713653564453,0.10710559785366058,602000,0.10011349618434906,3.7525651454925537,10,56007,0.0003,1368,,
302949,-23.827465057373047,-0.2335197925567627,606000,0.0980338603258133,0.5462571382522583,10,56338,0.0003,1372,,
304949,-23.74285888671875,-0.009662501513957977,610000,0.09608864039182663,0.6481845378875732,10,56670,0.0003,1376,,
306616,-22.651790618896484,-0.14948052167892456,613333,0.09898937493562698,1.130385398864746,10,56945,0.0003,1380,,
308401,-24.505977630615234,0.03961645066738129,616903,0.0959758535027504,0.8850975632667542,10,57227,0.0003,1384,,
309907,-24.507369995117188,-0.3876864016056061,619915,0.09721627086400986,0.75169837474823,10,57473,0.0003,1388,,
311486,-23.686443328857422,-0.16062547266483307,623074,0.0953066423535347,1.9267475605010986,10,57746,0.0003,1392,,
312991,-24.528244018554688,0.5103131532669067,626084,0.09249735623598099,1.689885139465332,10,58024,0.0003,1396,,
314991,-23.82668113708496,-0.18452396988868713,630084,0.09154363721609116,5.6028242111206055,10,58365,0.0003,1400,,
316874,-23.768848419189453,0.0006869584321975708,633849,0.09781228005886078,2.9341189861297607,10,58706,0.0003,1404,,
318849,-23.587562561035156,0.27604740858078003,637799,0.09357587993144989,0.6200387477874756,10,59048,0.0003,1408,,
320441,-24.147167205810547,-0.1610584706068039,640983,0.09192012250423431,2.3624467849731445,10,59329,0.0003,1412,,
322294,-24.05544090270996,0.27267083525657654,644689,0.09213760495185852,7.677501678466797,10,59673,0.0003,1416,,
324294,-23.73943328857422,0.14910411834716797,648689,0.09353131800889969,3.807007312774658,10,60049,0.0003,1420,,
326294,-25.68280792236328,0.041803859174251556,652689,0.09253305196762085,7.595546722412109,10,60425,0.0003,1424,,
328125,-24.746862411499023,0.1820383220911026,656352,0.09045147895812988,0.6158064603805542,10,60767,0.0003,1428,,
330127,-24.01838493347168,0.06250858306884766,660355,0.09063724428415298,0.6878087520599365,10,61146,0.0003,1432,,
331636,-25.33934211730957,0.21229171752929688,663373,0.09469225257635117,0.9905743598937988,10,61433,0.0003,1436,,
333636,-25.057397842407227,0.3669727146625519,667373,0.09416111558675766,4.2973952293396,10,61820,0.0003,1440,,
335143,-25.59001922607422,0.14486980438232422,670388,0.089677594602108,4.340710639953613,10,62111,0.0003,1444,,
337143,-25.137859344482422,-0.3187372386455536,674388,0.09304068237543106,0.7929648160934448,10,62490,0.0003,1448,,
339143,-24.356460571289062,0.14860868453979492,678388,0.08970965445041656,0.6646474599838257,10,62870,0.0003,1452,,
341143,-24.019779205322266,-0.22064948081970215,682388,0.09342251718044281,1.1087231636047363,10,63242,0.0003,1456,,
343143,-24.32480812072754,-0.052628614008426666,686388,0.09421863406896591,0.2802557349205017,10,63618,0.0003,1460,,
345143,-24.223020553588867,0.11051441729068756,690388,0.09175410866737366,0.679650068283081,10,63998,0.0003,1464,,
347143,-25.278963088989258,0.08998394012451172,694388,0.09332756698131561,0.6056941747665405,10,64357,0.0003,1468,,
349143,-24.63030242919922,-0.44150644540786743,698388,0.0923188328742981,0.4118936061859131,10,64708,0.0003,1472,,
349949,-25.605239868164062,-0.31393808126449585,700000,0.09069371968507767,0.4147423803806305,,,0.0003,,2393.975005767547,825.6
350622,-24.857913970947266,-0.10424216091632843,701345,0.09076190739870071,0.48259109258651733,10,65329,0.0003,1476,,
352622,-24.874858856201172,-0.14048191905021667,705345,0.08983036130666733,0.7930556535720825,10,65697,0.0003,1480,,
354219,-24.39337158203125,-0.2071250081062317,708540,0.08956556767225266,0.7236955165863037,10,65990,0.0003,1484,,
356219,-25.37211799621582,0.3360947072505951,712540,0.09085413813591003,0.9870246052742004,10,66376,0.0003,1488,,
358219,-25.282346725463867,-0.009299468249082565,716540,0.09302742034196854,0.6036072969436646,10,66757,0.0003,1492,,
360219,-25.516990661621094,0.33132410049438477,720540,0.08832359313964844,0.6029044389724731,10,67135,0.0003,1496,,
361587,-25.299943923950195,0.25340503454208374,723275,0.08663376420736313,0.8947049379348755,10,67400,0.0003,1500,,
363268,-25.476402282714844,-0.5709157586097717,726637,0.09147249162197113,0.5474733710289001,10,67718,0.0003,1504,,
365268,-25.0466251373291,-0.005653209984302521,730637,0.09227343648672104,3.6875534057617188,10,68100,0.0003,1508,,
367268,-25.39739990234375,0.2000853717327118,734637,0.08828188478946686,0.8618075847625732,10,68416,0.0003,1512,,
369268,-24.193500518798828,0.14250758290290833,738637,0.08911385387182236,0.47180527448654175,10,68741,0.0003,1516,,
370774,-24.602764129638672,-0.1870441734790802,741650,0.08622822165489197,2.4501237869262695,10,68992,0.0003,1520,,
372774,-25.179227828979492,-0.22117739915847778,745650,0.0869087427854538,1.3097847700119019,10,69312,0.0003,1524,,
374774,-26.322601318359375,-0.033155009150505066,749650,0.08677925169467926,0.49466875195503235,10,69645,0.0003,1528,,
376774,-25.5594482421875,-0.34627270698547363,753650,0.08883482217788696,0.49812641739845276,10,69967,0.0003,1532,,
378774,-24.185400009155273,0.07281610369682312,757650,0.0870109349489212,4.155936241149902,10,70299,0.0003,1536,,
380774,-24.407564163208008,-0.3302432894706726,761650,0.09032284468412399,0.7748468518257141,10,70634,0.0003,1540,,
382327,-24.590259552001953,-0.09789766371250153,764755,0.09100186079740524,0.3631415069103241,10,70885,0.0003,1544,,
384327,-24.574996948242188,0.1616056263446808,768755,0.08663002401590347,0.7150890827178955,10,71208,0.0003,1548,,
386327,-25.198917388916016,0.3028734624385834,772755,0.08709624409675598,0.845459520816803,10,71528,0.0003,1552,,
388327,-25.625667572021484,-0.12951068580150604,776755,0.08420376479625702,4.072969436645508,10,71850,0.0003,1556,,
389881,-24.835634231567383,-0.39159345626831055,779863,0.08523952215909958,1.392289161682129,10,72199,0.0003,1560,,
391881,-25.38144874572754,-0.140117809176445,783863,0.08525680005550385,0.5757656097412109,10,72574,0.0003,1564,,
393881,-24.33403205871582,0.12409284710884094,787863,0.08412007242441177,6.515605926513672,10,72953,0.0003,1568,,
395388,-25.503311157226562,-0.35717540979385376,790877,0.08242804557085037,4.283238887786865,10,73230,0.0003,1572,,
397388,-24.979883193969727,-0.2166561484336853,794877,0.08228323608636856,0.8880321383476257,10,73599,0.0003,1576,,
399388,-25.140056610107422,0.16156770288944244,798877,0.08343398571014404,0.5569988489151001,10,73963,0.0003,1580,,
399949,-25.542621612548828,0.383289635181427,800000,0.08275526762008667,0.911949872970581,,,0.0003,,2548.677891063674,863.0
401449,-26.540771484375,0.0441427007317543,803000,0.08410928398370743,1.8230311870574951,10,74717,0.0003,1584,,
403116,-25.674789428710938,-0.67347252368927,806333,0.08615972846746445,3.503366470336914,10,75014,0.0003,1588,,
404253,-26.409034729003906,-0.1287287473678589,808608,0.08687253296375275,0.5245901942253113,10,75220,0.0003,1592,,
405808,-24.409202575683594,0.19000029563903809,811717,0.08406401425600052,0.45148083567619324,10,75498,0.0003,1596,,
407808,-26.553565979003906,-0.1059965044260025,815717,0.08271479606628418,0.5037580728530884,10,75868,0.0003,1600,,
409808,-26.88909912109375,0.13962844014167786,819717,0.0821753665804863,0.5368008017539978,10,76230,0.0003,1604,,
411808,-25.741106033325195,0.12925639748573303,823717,0.07976244390010834,0.7052051424980164,10,76594,0.0003,1608,,
413808,-25.400455474853516,0.20399631559848785,827717,0.08100467175245285,0.5512247085571289,10,76973,0.0003,1612,,
415808,-25.697769165039062,0.3412098288536072,831717,0.07529143989086151,0.9117638468742371,10,77364,0.0003,1616,,
417808,-25.144577026367188,-0.08591680228710175,835717,0.08121421188116074,7.781351089477539,10,77739,0.0003,1620,,
419808,-25.390989303588867,-0.2258724868297577,839717,0.08297526091337204,1.2144036293029785,10,78115,0.0003,1624,,
421808,-25.509702682495117,-0.18805822730064392,843717,0.0764959454536438,0.7789084911346436,10,78494,0.0003,1628,,
423808,-24.661102294921875,-0.15810029208660126,847717,0.07769717276096344,0.45590099692344666,10,78857,0.0003,1632,,
425311,-26.058929443359375,0.10835087299346924,850723,0.08334212750196457,3.9374630451202393,10,79127,0.0003,1636,,
427311,-25.90468978881836,-0.22604377567768097,854723,0.07735134661197662,0.35816460847854614,10,79492,0.0003,1640,,
429311,-26.10045051574707,-0.30071914196014404,858723,0.07744673639535904,0.3139408528804779,10,79839,0.0003,1644,,
431311,-25.925827026367188,-0.17540788650512695,862723,0.07963217049837112,1.5985021591186523,10,80186,0.0003,1648,,
432487,-26.04074478149414,-0.07752607762813568,865076,0.07499118149280548,0.8532228469848633,10,80399,0.0003,1652,,
433994,-25.879594802856445,0.07842837274074554,868089,0.07733145356178284,3.639106273651123,10,80643,0.0003,1656,,
435500,-25.913990020751953,0.0684189721941948,871101,0.0781264677643776,3.4519829750061035,10,80883,0.0003,1660,,
437007,-26.152128219604492,-0.3351972997188568,874115,0.07763680815696716,0.8412923812866211,10,81127,0.0003,1664,,
439007,-25.739864349365234,-0.30152714252471924,878115,0.0779665932059288,2.6069087982177734,10,81439,0.0003,1668,,
441007,-26.935684204101562,-0.170627623796463,882115,0.08012105524539948,0.7287033796310425,10,81755,0.0003,1672,,
442562,-26.620258331298828,-0.10758659988641739,885225,0.07650820165872574,0.71150803565979,10,82000,0.0003,1676,,
444562,-25.948711395263672,0.5663765668869019,889225,0.0774267241358757,0.5419648885726929,10,82328,0.0003,1680,,
446562,-26.668720245361328,0.2805185914039612,893225,0.07808747887611389,0.679293692111969,10,82645,0.0003,1684,,
448067,-26.694538116455078,0.17375372350215912,896235,0.07732915133237839,0.6129060387611389,10,82886,0.0003,1688,,
449949,-26.636425018310547,-0.6561486721038818,900000,0.07978150248527527,1.5843439102172852,,,0.0003,,2711.2803836648172,802.4
450449,-26.983760833740234,0.21798022091388702,901000,0.08028559386730194,7.905793190002441,10,83596,0.0003,1692,,
452449,-26.0565185546875,-0.093159019947052,905000,0.08039799332618713,0.6904171705245972,10,83929,0.0003,1696,,
453119,-25.711021423339844,-0.23058351874351501,906340,0.07752467691898346,1.1838009357452393,10,84049,0.0003,1700,,
455119,-26.98918914794922,-0.15767495334148407,910340,0.07746949046850204,0.6972905397415161,10,84398,0.0003,1704,,
456349,-25.748838424682617,0.09456612914800644,912799,0.07693944126367569,0.8683284521102905,10,84625,0.0003,1708,,
458349,-27.13698959350586,-0.08077982068061829,916799,0.07563576847314835,5.205101490020752,10,84974,0.0003,1712,,
459588,-26.502967834472656,0.13364964723587036,919277,0.07648887485265732,0.7333886027336121,10,85199,0.0003,1716,,
460744,-26.932689666748047,0.4022328555583954,921589,0.07493232935667038,0.8380271792411804,10,85404,0.0003,1720,,
462248,-25.99382209777832,-0.12163050472736359,924597,0.07679840177297592,3.0088672637939453,10,85689,0.0003,1724,,
464248,-25.346708297729492,0.3067483901977539,928597,0.07248186320066452,1.2595939636230469,10,86039,0.0003,1728,,
466248,-26.594192504882812,0.12702423334121704,932597,0.07467494159936905,2.4118504524230957,10,86402,0.0003,1732,,
467538,-26.83094596862793,0.3724687099456787,935177,0.07479818910360336,1.0738495588302612,10,86637,0.0003,1736,,
469538,-27.237499237060547,-0.07423865050077438,939177,0.07332556694746017,0.6361771821975708,10,87008,0.0003,1740,,
471538,-27.100088119506836,-0.06876660883426666,943177,0.07420468330383301,0.6580613851547241,10,87357,0.0003,1744,,
473538,-26.88248062133789,0.3938993811607361,947177,0.07561539858579636,4.025995254516602,10,87717,0.0003,1748,,
475507,-26.301931381225586,-0.021259471774101257,951116,0.07444008439779282,0.4135968089103699,10,88073,0.0003,1752,,
477418,-24.971046447753906,0.21611441671848297,954937,0.0724424198269844,1.5110282897949219,10,88417,0.0003,1756,,
479418,-25.374025344848633,0.06526568531990051,958937,0.06950687617063522,1.1016557216644287,10,88774,0.0003,1760,,
480624,-25.94551658630371,0.28310340642929077,961349,0.07489684224128723,0.8689178228378296,10,89012,0.0003,1764,,
481781,-25.774089813232422,-0.38988882303237915,963664,0.07426755130290985,4.003860950469971,10,89218,0.0003,1768,,
483735,-26.683704376220703,0.10743575543165207,967572,0.07246064394712448,5.448054790496826,10,89573,0.0003,1772,,
485243,-26.812288284301758,0.012127488851547241,970587,0.07219420373439789,3.907912254333496,10,89815,0.0003,1776,,
487243,-27.140531539916992,0.16346800327301025,974587,0.0690942034125328,0.6547945737838745,10,90142,0.0003,1780,,
489243,-26.682964324951172,0.4030325412750244,978587,0.07033045589923859,1.8765599727630615,10,90466,0.0003,1784,,
491243,-26.914913177490234,0.34514734148979187,982587,0.07325146347284317,1.104384183883667,10,90789,0.0003,1788,,
493243,-25.93234634399414,0.026249200105667114,986587,0.07453493773937225,1.3974549770355225,10,91113,0.0003,1792,,
494750,-26.78424835205078,0.37761780619621277,989602,0.06976822018623352,4.382196426391602,10,91362,0.0003,1796,,
496750,-26.657194137573242,0.2770085036754608,993602,0.07381191849708557,5.970589637756348,10,91741,0.0003,1800,,
498750,-27.509729385375977,0.3243178427219391,997602,0.07106698304414749,0.43187645077705383,10,92126,0.0003,1804,,
499949,-26.368488311767578,-0.34227168560028076,1000000,0.07120466977357864,0.8649045825004578,,,0.0003,,3254.5654395744205,1000.0
500949,-26.566944122314453,-0.23236820101737976,1002000,0.0697011649608612,0.738480806350708,10,93002,0.0003,1808,,
502949,-26.276948928833008,0.08733867108821869,1006000,0.0667223185300827,0.7022011876106262,10,93378,0.0003,1812,,
504949,-27.848987579345703,0.481228768825531,1010000,0.07325628399848938,4.439466953277588,10,93747,0.0003,1816,,
506074,-26.945247650146484,-0.22724464535713196,1012249,0.06933607906103134,0.6542503237724304,10,93956,0.0003,1820,,
508074,-27.657140731811523,-0.10988394916057587,1016249,0.07389356940984726,2.924018383026123,10,94315,0.0003,1824,,
510067,-26.38376235961914,0.6363059282302856,1020235,0.06864391267299652,0.8436136245727539,10,94675,0.0003,1828,,
511398,-26.66675567626953,0.02650943025946617,1022898,0.06553816050291061,0.688663125038147,10,94927,0.0003,1832,,
513398,-27.02352523803711,0.04608776420354843,1026898,0.07201555371284485,1.1278198957443237,10,95294,0.0003,1836,,
515372,-26.36732292175293,-0.6734609603881836,1030846,0.07347850501537323,1.5155346393585205,10,95820,0.0003,1840,,
517372,-27.247356414794922,-0.5048026442527771,1034846,0.07032898813486099,0.8977869749069214,10,96187,0.0003,1844,,
519372,-28.200763702392578,-0.19126375019550323,1038846,0.06884071975946426,0.5452855825424194,10,96553,0.0003,1848,,
521372,-27.21978187561035,-0.5045139789581299,1042846,0.07091575115919113,8.212751388549805,10,96911,0.0003,1852,,
522933,-27.108844757080078,-0.3377385139465332,1045967,0.07106947898864746,0.5283158421516418,10,97180,0.0003,1856,,
524933,-27.226531982421875,-0.0027485117316246033,1049967,0.0693654790520668,0.43314892053604126,10,97520,0.0003,1860,,
526933,-27.528141021728516,-0.2881586253643036,1053967,0.07003453373908997,4.265728950500488,10,97865,0.0003,1864,,
528933,-26.590747833251953,-0.19020891189575195,1057967,0.06930118799209595,7.051998138427734,10,98223,0.0003,1868,,
530933,-26.741382598876953,0.46793729066848755,1061967,0.06999869644641876,5.20196008682251,10,98570,0.0003,1872,,
532933,-27.386566162109375,-0.20495636761188507,1065967,0.0681685209274292,0.5366661548614502,10,98914,0.0003,1876,,
534912,-27.65746307373047,-0.19160427153110504,1069926,0.07162321358919144,0.6890649795532227,10,99254,0.0003,1880,,
536912,-27.37763214111328,-0.09271776676177979,1073926,0.06683123111724854,2.9211788177490234,10,99593,0.0003,1884,,
538480,-27.53261947631836,-0.16372160613536835,1077061,0.06694691628217697,2.4310381412506104,10,99860,0.0003,1888,,
540035,-26.773771286010742,0.22708240151405334,1080171,0.06736665219068527,0.5395574569702148,10,100115,0.0003,1892,,
541542,-26.511409759521484,0.0787951648235321,1083185,0.06873859465122223,0.5326219797134399,10,100344,0.0003,1896,,
543544,-26.82314682006836,-0.005380600690841675,1087190,0.06592892855405807,0.7142199873924255,10,100671,0.0003,1900,,
545544,-27.516433715820312,-0.24310795962810516,1091190,0.07311588525772095,0.5927085876464844,10,100982,0.0003,1904,,
547544,-25.982040405273438,-0.057994719594717026,1095190,0.0674145519733429,1.4635567665100098,10,101306,0.0003,1908,,
