time/time_elapsed,time/episodes,train/actor_loss,train/n_updates,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,time/fps,eval/mean_reward,eval/mean_ep_length
20564,1128,-19.611705780029297,215823,215924,0.0003,628.3881623000001,350.18,2.8644814491271973,10,,
20801,1132,-18.034221649169922,218561,218662,0.0003,649.36791581,370.97,3.118009567260742,10,,
21060,1136,-19.546100616455078,221629,221730,0.0003,704.4218025899999,395.12,2.8412060737609863,10,,
21189,1140,-19.703996658325195,223048,223149,0.0003,684.1715505699998,393.41,1.7246516942977905,10,,
21347,1144,-19.13917350769043,224715,224816,0.0003,682.8004482399999,394.71,4.366153717041016,10,,
21413,1148,-20.707902908325195,225358,225459,0.0003,665.9578555700001,387.17,7.401120185852051,10,,
21534,1152,-20.102031707763672,226724,226825,0.0003,645.2089482,379.86,5.07997465133667,10,,
21633,1156,-20.281587600708008,227785,227886,0.0003,646.96157542,378.58,2.8341615200042725,10,,
21782,1160,-20.99720001220703,229403,229504,0.0003,660.52899242,388.92,2.3497796058654785,10,,
22006,1164,-21.07799530029297,231833,231934,0.0003,685.9992256200001,403.13,2.3901145458221436,10,,
22175,1168,-21.410358428955078,234023,234124,0.0003,645.54068411,401.52,2.4336655139923096,10,,
22394,1172,-21.72110366821289,236633,236734,0.0003,675.9021814200001,415.13,4.371740341186523,10,,
22436,1176,-21.695003509521484,237174,237275,0.0003,670.33086194,407.41,3.3667829036712646,10,,
22620,1180,-21.08340072631836,239555,239656,0.0003,701.84633347,422.26,2.136533498764038,10,,
22754,1184,-21.147470474243164,241175,241276,0.0003,681.59501339,422.34,2.5989654064178467,10,,
22850,1188,-20.574586868286133,242250,242351,0.0003,669.1491393700001,415.39,3.7347350120544434,10,,
23062,1192,-21.451202392578125,244707,244808,0.0003,718.9163862800001,432.7,3.3125410079956055,10,,
23276,1196,-21.995880126953125,246816,246917,0.0003,701.0409731300001,439.15,4.103160381317139,10,,
23385,1200,-21.553068161010742,248119,248220,0.0003,698.93694412,432.2,3.9369964599609375,10,,
23480,1204,-21.830196380615234,249169,249270,0.0003,678.60540273,423.31,5.13698673248291,10,,
23695,1208,-20.955623626708984,251711,251812,0.0003,717.6834951100001,445.7,1.7407995462417603,10,,
23799,1212,-22.836227416992188,252802,252903,0.0003,685.1208319500001,431.37,2.5343856811523438,10,,
23971,1216,-22.005821228027344,254895,254996,0.0003,651.5200460699999,430.57,3.3424477577209473,10,,
24050,1220,-20.507522583007812,255803,255904,0.0003,631.07115473,426.26,1.6472880840301514,10,,
24112,1224,-21.038909912109375,256521,256622,0.0003,598.7623657199999,413.5,1.9445526599884033,10,,
24327,1228,-22.15328598022461,259337,259438,0.0003,640.1366167499999,435.14,3.0493645668029785,10,,
24486,1232,-22.47284698486328,261338,261439,0.0003,637.6351383,427.77,1.4857133626937866,10,,
24604,1236,-22.57012939453125,262818,262919,0.0003,589.52361922,411.89,1.63995361328125,10,,
24851,1240,-22.14057159423828,265579,265680,0.0003,612.8558850600001,425.31,2.899789333343506,10,,
24908,1244,-23.132226943969727,266214,266315,0.0003,583.64150048,414.99,3.951395034790039,10,,
24963,1248,-22.08348274230957,266830,266931,0.0003,583.72282751,414.72,6.491239547729492,10,,
25157,1252,-21.440366744995117,268917,269018,0.0003,586.4174487500001,421.93,1.8823364973068237,10,,
25427,1256,-22.555042266845703,271805,271906,0.0003,634.81512486,440.2,3.2023699283599854,10,,
25511,1260,-22.960063934326172,272688,272789,0.0003,617.50361319,432.85,2.003018856048584,10,,
25702,1264,-24.056507110595703,274767,274868,0.0003,619.0784528600001,429.34,3.986084461212158,10,,
25730,1268,-21.44610595703125,275069,275170,0.0003,604.03569326,410.46,2.6401326656341553,10,,
25972,1272,-22.584156036376953,277771,277872,0.0003,605.64470956,411.38,2.0331077575683594,10,,
26220,1276,-23.210227966308594,280682,280783,0.0003,644.37544963,435.08,3.7183890342712402,10,,
26320,1280,-22.843990325927734,281906,282007,0.0003,618.6915071,423.51,3.0704445838928223,10,,
26459,1284,-23.255802154541016,283500,283601,0.0003,634.16439732,423.25,8.365689277648926,10,,
26584,1288,-22.136585235595703,284875,284976,0.0003,652.25713135,426.25,4.752978801727295,10,,
26699,1292,-21.202796936035156,286247,286348,0.0003,623.4956266899999,415.4,2.8434815406799316,10,,
26860,1296,-22.20001983642578,288155,288256,0.0003,640.15812233,413.39,2.5236499309539795,10,,
27047,1300,-23.770832061767578,290239,290340,0.0003,645.8198997200001,421.2,5.446502208709717,10,,
27183,1304,-22.313507080078125,291832,291933,0.0003,656.3929477300001,426.63,4.889693737030029,10,,
27340,1308,-23.424392700195312,293610,293711,0.0003,663.48935743,418.99,2.686053514480591,10,,
27550,1312,-24.247085571289062,295949,296050,0.0003,708.95899869,431.47,3.699624538421631,10,,
27650,1316,-22.202510833740234,296956,297057,0.0003,713.5921501099998,420.61,1.744260311126709,10,,
27835,1320,-22.86452293395996,298881,298982,0.0003,733.8249589699999,430.78,1.4643290042877197,10,,
,,-24.256925582885742,299899,300000,0.0003,,,3.0760703086853027,,1646.5955488,637.2
28389,1324,-22.363182067871094,301796,301897,0.0003,747.1427561300001,452.75,3.023521661758423,10,,
28581,1328,-22.15667724609375,303926,304027,0.0003,723.42007764,445.89,2.089714765548706,10,,
28837,1332,-21.54670524597168,306669,306770,0.0003,758.2141035599999,453.31,3.0981037616729736,10,,
29022,1336,-21.996631622314453,308951,309052,0.0003,789.11188888,461.33,3.928643226623535,10,,
29093,1340,-21.826013565063477,309758,309859,0.0003,755.13400656,441.79,4.517041206359863,10,,
29198,1344,-23.308460235595703,311044,311145,0.0003,776.80612132,448.3,1.1183494329452515,10,,
29375,1348,-24.278736114501953,313307,313408,0.0003,823.1401358799999,464.77,1.7120673656463623,10,,
29575,1352,-23.959857940673828,315739,315840,0.0003,855.6373530600001,468.22,3.8575358390808105,10,,
29680,1356,-22.643695831298828,317069,317170,0.0003,806.2926021199997,452.64,2.395617723464966,10,,
29964,1360,-24.556049346923828,320209,320310,0.0003,880.1860195500001,475.21,3.13842511177063,10,,
30167,1364,-22.702062606811523,322404,322505,0.0003,870.2064884700001,476.37,3.5728766918182373,10,,
30471,1368,-24.63031005859375,325945,326046,0.0003,965.57261635,508.76,1.6970043182373047,10,,
30663,1372,-24.801239013671875,328113,328214,0.0003,955.0082158,503.42,3.761545181274414,10,,
30947,1376,-23.249767303466797,331371,331472,0.0003,995.8204841499999,506.89,2.0025134086608887,10,,
31157,1380,-24.8406982421875,333644,333745,0.0003,1032.5257076399998,517.38,1.6224545240402222,10,,
31341,1384,-22.71593475341797,335699,335800,0.0003,1048.40932589,521.99,5.726020336151123,10,,
31510,1388,-24.255966186523438,337492,337593,0.0003,1052.7742314000002,526.17,1.4003106355667114,10,,
31639,1392,-24.086177825927734,338853,338954,0.0003,1055.81931633,526.06,3.9131476879119873,10,,
31777,1396,-24.417217254638672,340319,340420,0.0003,1069.9434470600002,521.64,2.799882173538208,10,,
32063,1400,-25.458070755004883,343285,343386,0.0003,1113.20627282,530.46,1.7629308700561523,10,,
32213,1404,-23.447349548339844,344891,344992,0.0003,1115.6571680200002,530.59,2.6000726222991943,10,,
32383,1408,-25.002784729003906,346770,346871,0.0003,1114.40136242,531.6,1.2873458862304688,10,,
32642,1412,-27.032169342041016,349835,349936,0.0003,1146.23480657,538.86,1.7554569244384766,10,,
32833,1416,-26.257793426513672,352194,352295,0.0003,1191.86952976,552.38,1.5610535144805908,10,,
33047,1420,-25.120086669921875,354780,354881,0.0003,1236.98184476,558.99,2.2481164932250977,10,,
33260,1424,-26.219280242919922,357268,357369,0.0003,1282.67243091,554.72,1.0970240831375122,10,,
33495,1428,-27.00153160095215,360145,360246,0.0003,1331.33499625,562.19,1.7016998529434204,10,,
33682,1432,-26.261760711669922,362364,362465,0.0003,1321.52359268,556.95,1.740868330001831,10,,
33730,1436,-26.875282287597656,362862,362963,0.0003,1271.88076712,539.11,2.0105233192443848,10,,
33973,1440,-26.049917221069336,365345,365446,0.0003,1302.64626096,555.87,1.2900465726852417,10,,
34061,1444,-27.07196044921875,366240,366341,0.0003,1297.93364157,551.96,1.4629493951797485,10,,
34150,1448,-26.126399993896484,367241,367342,0.0003,1262.86896075,539.34,1.7737101316452026,10,,
34437,1452,-27.3539981842041,370299,370400,0.0003,1283.7954459000002,545.6,1.9525585174560547,10,,
34561,1456,-28.226213455200195,371579,371680,0.0003,1296.5814559700002,545.1,1.4403949975967407,10,,
34676,1460,-26.815448760986328,372775,372876,0.0003,1243.24128481,525.66,1.7371164560317993,10,,
34809,1464,-26.105195999145508,374147,374248,0.0003,1240.34632409,517.43,1.795433521270752,10,,
35089,1468,-27.352008819580078,377123,377224,0.0003,1220.2033991299998,511.78,1.4206749200820923,10,,
35432,1472,-26.992969512939453,380810,380911,0.0003,1268.53488501,526.97,0.9969106912612915,10,,
35765,1476,-28.390201568603516,384457,384558,0.0003,1273.5765096100001,530.86,1.7591087818145752,10,,
36045,1480,-28.29322052001953,387426,387527,0.0003,1290.6882096200002,537.82,1.3020514249801636,10,,
36252,1484,-27.776552200317383,389670,389771,0.0003,1296.29977076,539.71,1.783846378326416,10,,
36384,1488,-28.657089233398438,391117,391218,0.0003,1289.7527357099998,536.25,4.982571125030518,10,,
36568,1492,-26.447284698486328,393146,393247,0.0003,1315.35471144,542.93,1.227164387702942,10,,
36761,1496,-27.975337982177734,395340,395441,0.0003,1337.4897901000002,550.21,1.6059942245483398,10,,
36887,1500,-28.44288444519043,396684,396785,0.0003,1290.76946471,533.99,1.235909342765808,10,,
37149,1504,-28.24173355102539,399597,399698,0.0003,1339.7277349700003,547.06,2.3647584915161133,10,,
,,-27.59552574157715,399899,400000,0.0003,,,1.8048901557922363,,1953.4864430000002,693.6
37682,1508,-29.2247314453125,401837,401938,0.0003,1353.73931178,550.67,1.269466757774353,10,,
37804,1512,-28.948163986206055,403133,403234,0.0003,1294.3075823400002,532.98,1.522296667098999,10,,
37995,1516,-28.89276695251465,405161,405262,0.0003,1285.783658,529.67,1.9735382795333862,10,,
38177,1520,-29.68470573425293,406994,407095,0.0003,1258.01571154,522.14,0.7878450751304626,10,,
38459,1524,-28.828933715820312,410004,410105,0.0003,1269.17574916,527.36,1.388044834136963,10,,
38485,1528,-28.03409194946289,410203,410304,0.0003,1191.74474382,500.58,3.2231664657592773,10,,
38829,1532,-28.47522735595703,413798,413899,0.0003,1238.07008891,514.34,1.3421144485473633,10,,
39135,1536,-29.275978088378906,417052,417153,0.0003,1316.1869744599999,541.9,1.3201807737350464,10,,
39215,1540,-28.153940200805664,417875,417976,0.0003,1298.00400265,525.3,5.2853803634643555,10,,
39472,1544,-28.490375518798828,420612,420713,0.0003,1357.9224478400001,543.72,2.5943474769592285,10,,
39778,1548,-29.400287628173828,423873,423974,0.0003,1416.7786414599998,566.32,0.7818371653556824,10,,
39918,1552,-29.64925765991211,425467,425568,0.0003,1372.41381689,551.68,3.6456124782562256,10,,
40205,1556,-28.02945327758789,429221,429322,0.0003,1428.34932269,576.42,0.8510637283325195,10,,
40308,1560,-28.347511291503906,430449,430550,0.0003,1430.1640463400004,576.74,0.8252571821212769,10,,
40499,1564,-28.43867301940918,432684,432785,0.0003,1458.10946397,585.37,0.5884077548980713,10,,
40618,1568,-29.311176300048828,434109,434210,0.0003,1421.15208197,569.86,0.9456877708435059,10,,
40683,1572,-28.85517120361328,434849,434950,0.0003,1332.6806015700004,540.39,9.636701583862305,10,,
40731,1576,-28.78441047668457,435359,435460,0.0003,1233.6615279799998,509.02,0.8968533873558044,10,,
40846,1580,-29.40847396850586,436617,436718,0.0003,1185.39806983,491.91,1.6769320964813232,10,,
41076,1584,-29.164676666259766,439108,439209,0.0003,1185.0667675299999,494.38,1.9825983047485352,10,,
41275,1588,-28.921485900878906,441437,441538,0.0003,1222.20328928,503.2,0.9151948690414429,10,,
41466,1592,-28.094940185546875,443573,443674,0.0003,1211.72073584,504.27,1.1975644826889038,10,,
41666,1596,-29.809539794921875,445955,446056,0.0003,1217.3274252,506.15,0.6760907173156738,10,,
41835,1600,-27.911041259765625,447776,447877,0.0003,1233.58234975,510.92,1.8079299926757812,10,,
41987,1604,-28.44524383544922,449627,449728,0.0003,1192.14893232,500.3,1.6178227663040161,10,,
42166,1608,-29.821372985839844,451851,451952,0.0003,1188.3864068200003,500.14,2.572251319885254,10,,
42398,1612,-27.83598518371582,454863,454964,0.0003,1251.0916658200001,517.3,5.360415458679199,10,,
42576,1616,-29.002944946289062,457084,457185,0.0003,1264.4525699400003,519.23,0.6345404386520386,10,,
42908,1620,-27.267921447753906,461034,461135,0.0003,1335.3558774100002,540.4,1.761457920074463,10,,
43177,1624,-29.42699432373047,464345,464446,0.0003,1359.72401632,543.41,0.935519814491272,10,,
43535,1628,-29.68923568725586,468345,468446,0.0003,1480.5686585099998,581.42,0.788766086101532,10,,
43774,1632,-29.509477615356445,470865,470966,0.0003,1442.0173207999999,570.67,5.070718765258789,10,,
44148,1636,-29.715147018432617,474865,474966,0.0003,1479.3860564799998,578.13,1.5479650497436523,10,,
44381,1640,-29.37112045288086,477358,477459,0.0003,1529.051957,594.83,3.9698710441589355,10,,
44720,1644,-29.885040283203125,480940,481041,0.0003,1561.4887180600003,603.28,2.0414750576019287,10,,
44908,1648,-29.625425338745117,482919,483020,0.0003,1520.4464004199995,590.46,0.7765393257141113,10,,
45192,1652,-29.761734008789062,485886,485987,0.0003,1566.70192239,604.19,1.2900259494781494,10,,
45401,1656,-30.185270309448242,488076,488177,0.0003,1535.6594484099999,588.55,0.8375682234764099,10,,
45657,1660,-28.572574615478516,490821,490922,0.0003,1588.4991570700001,603.72,1.2984604835510254,10,,
45760,1664,-30.722064971923828,492053,492154,0.0003,1564.8676342399997,593.69,1.1739052534103394,10,,
46147,1668,-32.05790328979492,496053,496154,0.0003,1648.04250256,619.44,0.645595133304596,10,,
46422,1672,-30.852615356445312,499064,499165,0.0003,1736.24218845,642.15,0.9472986459732056,10,,
,,-29.995399475097656,499899,500000,0.0003,,,4.771660327911377,,2111.6052558,692.2
47035,1676,-30.137432098388672,502323,502424,0.0003,1838.7411161199998,669.64,4.9425177574157715,10,,
47321,1680,-31.126140594482422,505407,505508,0.0003,1905.7476643699995,687.9,0.9991899132728577,10,,
47686,1684,-31.026596069335938,509407,509508,0.0003,1977.4047531799997,702.99,0.7649689316749573,10,,
47889,1688,-31.6728515625,511714,511815,0.0003,1975.4409317900001,702.77,0.6189793944358826,10,,
48097,1692,-29.275684356689453,514087,514188,0.0003,1998.96658716,705.14,0.9327200055122375,10,,
48381,1696,-31.062278747558594,517255,517356,0.0003,2035.4563470599999,713.0,0.8346259593963623,10,,
48744,1700,-31.180238723754883,521255,521356,0.0003,2116.05794632,734.79,0.9416743516921997,10,,
49030,1704,-31.047380447387695,524385,524486,0.0003,2152.8780514,747.58,0.561186671257019,10,,
49372,1708,-30.250110626220703,528031,528132,0.0003,2208.67462376,761.8,0.7673845887184143,10,,
49622,1712,-30.840965270996094,530522,530623,0.0003,2186.66901999,756.59,1.0995686054229736,10,,
49826,1716,-32.48514938354492,532655,532756,0.0003,2182.8101505,755.71,1.9633466005325317,10,,
50102,1720,-30.650104522705078,535671,535772,0.0003,2153.95272901,746.37,1.1551127433776855,10,,
50439,1724,-31.503067016601562,539354,539455,0.0003,2162.54124466,750.09,1.0296432971954346,10,,
50817,1728,-32.501060485839844,543354,543455,0.0003,2166.4074888600003,750.09,0.5359834432601929,10,,
51192,1732,-31.949718475341797,547354,547455,0.0003,2235.9527745,764.89,6.475379943847656,10,,
51444,1736,-31.220073699951172,549996,550097,0.0003,2205.89684241,751.31,0.9310908317565918,10,,
51812,1740,-32.566078186035156,553996,554097,0.0003,2262.12873914,766.38,4.415719032287598,10,,
52008,1744,-32.97381591796875,556031,556132,0.0003,2217.3364153599996,750.91,5.0246500968933105,10,,
52301,1748,-32.272003173828125,559140,559241,0.0003,2266.77860723,762.21,0.9884331226348877,10,,
52632,1752,-32.49540710449219,562654,562755,0.0003,2289.2712134500002,767.68,5.804510593414307,10,,
52923,1756,-32.75077819824219,565806,565907,0.0003,2331.8154324,777.3,0.3932103216648102,10,,
53292,1760,-32.64506530761719,569806,569907,0.0003,2377.0928165400005,789.85,0.5267826318740845,10,,
53660,1764,-32.571983337402344,573806,573907,0.0003,2466.97039854,817.53,0.6820038557052612,10,,
53924,1768,-33.165470123291016,576698,576799,0.0003,2438.5973053999996,806.45,0.7370432615280151,10,,
54131,1772,-32.02633285522461,578788,578889,0.0003,2402.34835501,797.24,1.2111904621124268,10,,
54418,1776,-33.06816482543945,581961,582062,0.0003,2402.23716019,796.38,0.7771604061126709,10,,
54715,1780,-32.11023712158203,585135,585236,0.0003,2402.5709042800004,797.28,0.7658519148826599,10,,
54979,1784,-32.32856750488281,588153,588254,0.0003,2370.71049849,787.46,0.9500271677970886,10,,
55280,1788,-33.276954650878906,591504,591605,0.0003,2413.8849187900005,797.9,1.0436217784881592,10,,
55553,1792,-32.47362518310547,594512,594613,0.0003,2437.64770945,804.25,0.5724234580993652,10,,
55777,1796,-32.44477081298828,596985,597086,0.0003,2408.1190730900003,797.3,0.6897088289260864,10,,
,,-31.940807342529297,599899,600000,0.0003,,,1.289018988609314,,2704.877297,806.6
56479,1800,-32.823997497558594,601899,602000,0.0003,2452.1718299400004,806.44,0.8167215585708618,10,,
56681,1804,-32.55229949951172,604364,604465,0.0003,2456.73668855,799.79,0.5387948155403137,10,,
56925,1808,-32.448150634765625,607422,607523,0.0003,2452.8501273800002,793.91,0.589773952960968,10,,
57250,1812,-33.052650451660156,611422,611523,0.0003,2523.2748108599994,809.0,9.042937278747559,10,,
57583,1816,-33.342185974121094,614766,614867,0.0003,2535.9354774099997,821.11,0.5134105086326599,10,,
57895,1820,-32.70390319824219,618147,618248,0.0003,2553.8116246699997,824.76,9.83126449584961,10,,
58188,1824,-33.31816864013672,621310,621411,0.0003,2537.55745643,819.56,0.5625830888748169,10,,
58553,1828,-32.38420486450195,625310,625411,0.0003,2537.74544048,819.56,0.5084167718887329,10,,
58926,1832,-33.08843231201172,629310,629411,0.0003,2537.57735771,819.56,0.7095643281936646,10,,
59219,1836,-33.527313232421875,632396,632497,0.0003,2543.19685063,824.0,1.7181745767593384,10,,
59494,1840,-33.78544616699219,635506,635607,0.0003,2509.9638935799994,815.1,0.3410002291202545,10,,
59828,1844,-33.523094177246094,639506,639607,0.0003,2569.90386808,834.75,4.582244873046875,10,,
60014,1848,-33.52449035644531,641752,641853,0.0003,2550.77815268,826.12,0.7729551792144775,10,,
60259,1852,-33.44745635986328,644839,644940,0.0003,2541.6820563999995,821.85,0.592327356338501,10,,
60452,1856,-32.520294189453125,647112,647213,0.0003,2521.16431808,813.06,1.2880603075027466,10,,
60775,1860,-32.79534149169922,651112,651213,0.0003,2532.55564087,813.06,0.5641027688980103,10,,
60973,1864,-33.23129653930664,653556,653657,0.0003,2490.72917135,797.5,0.47493672370910645,10,,
61294,1868,-32.48318862915039,657556,657657,0.0003,2531.4218394100003,808.58,1.0732675790786743,10,,
61571,1872,-34.01694869995117,660957,661058,0.0003,2585.51088873,821.69,1.327751874923706,10,,
61888,1876,-34.477386474609375,664957,665058,0.0003,2611.4374082000004,829.96,0.3975127935409546,10,,
62143,1880,-34.311973571777344,668185,668286,0.0003,2625.87366087,830.5,0.919585108757019,10,,
62449,1884,-33.89265060424805,672185,672286,0.0003,2649.8012602500003,840.32,0.47853362560272217,10,,
62721,1888,-33.520172119140625,675307,675408,0.0003,2624.59954947,838.03,0.44341355562210083,10,,
62947,1892,-33.86922836303711,678009,678110,0.0003,2597.93397627,834.97,0.44905567169189453,10,,
63247,1896,-32.68622970581055,681529,681630,0.0003,2629.4917737500004,845.44,0.46919482946395874,10,,
63455,1900,-32.75220489501953,684105,684206,0.0003,2529.67466075,822.06,3.5328211784362793,10,,
63717,1904,-34.217201232910156,687330,687431,0.0003,2561.03131944,829.66,1.107835054397583,10,,
64005,1908,-33.927520751953125,690836,690937,0.0003,2577.4921025400004,834.14,0.3717769384384155,10,,
64291,1912,-33.907711029052734,694072,694173,0.0003,2536.9334736600003,826.5,4.141036510467529,10,,
64662,1916,-33.86066436767578,698072,698173,0.0003,2558.57486716,833.06,0.6574849486351013,10,,
,,-34.271305084228516,699899,700000,0.0003,,,0.8464901447296143,,3131.0267212,1000.0
65487,1920,-33.961036682128906,701910,702011,0.0003,2567.1592053499994,837.63,0.4607820212841034,10,,
65866,1924,-32.45086669921875,705910,706011,0.0003,2591.3212445,846.0,0.6613759398460388,10,,
66241,1928,-33.993690490722656,709910,710011,0.0003,2589.64920001,846.0,0.30225062370300293,10,,
66423,1932,-33.069114685058594,711813,711914,0.0003,2496.67318642,825.03,0.3411836624145508,10,,
66658,1936,-33.31787872314453,714301,714402,0.0003,2470.90653079,819.05,2.721349000930786,10,,
66993,1940,-32.989906311035156,717855,717956,0.0003,2481.6913442,823.49,2.3466336727142334,10,,
67338,1944,-32.7144660949707,721562,721663,0.0003,2473.4732215400004,820.56,0.34005168080329895,10,,
67632,1948,-33.649017333984375,724695,724796,0.0003,2493.84210439,829.43,0.576663076877594,10,,
67867,1952,-33.33282470703125,727281,727382,0.0003,2468.3054194300003,824.42,1.1258435249328613,10,,
68143,1956,-32.429908752441406,730205,730306,0.0003,2483.3688497800003,830.93,0.5271731019020081,10,,
68255,1960,-33.13660430908203,731297,731398,0.0003,2377.14618076,801.85,4.434669017791748,10,,
68549,1964,-32.50685501098633,734325,734426,0.0003,2386.65574885,807.69,1.1700268983840942,10,,
68807,1968,-32.166343688964844,737053,737154,0.0003,2336.53250351,794.97,0.8521257638931274,10,,
69094,1972,-31.654491424560547,740056,740157,0.0003,2318.73726486,790.99,0.8893201351165771,10,,
69408,1976,-32.43431854248047,743371,743472,0.0003,2291.9107080800004,784.14,2.9098122119903564,10,,
69759,1980,-31.180376052856445,747095,747196,0.0003,2249.73729959,789.1,0.5123769044876099,10,,
69974,1984,-31.56014060974121,749436,749537,0.0003,2204.2508844100003,772.51,0.4554077982902527,10,,
70223,1988,-32.18779754638672,752448,752549,0.0003,2226.38831076,771.41,0.6163855791091919,10,,
70418,1992,-33.76111602783203,754814,754915,0.0003,2241.6358715300003,768.05,0.32629483938217163,10,,
70755,1996,-31.564342498779297,758781,758882,0.0003,2254.65620995,772.52,5.206847190856934,10,,
71071,2000,-33.120338439941406,762781,762882,0.0003,2326.85824047,786.76,0.5485168695449829,10,,
71292,2004,-31.967514038085938,765412,765513,0.0003,2279.13015068,780.82,0.8539432287216187,10,,
71575,2008,-31.80738067626953,768529,768630,0.0003,2217.6249343699997,776.93,0.9006721377372742,10,,
71838,2012,-31.65373420715332,771627,771728,0.0003,2217.46432702,775.55,0.8248549699783325,10,,
71964,2016,-30.272695541381836,773064,773165,0.0003,2153.5065808800005,749.92,2.3441877365112305,10,,
72100,2020,-30.97167205810547,774709,774810,0.0003,2091.7921781,727.99,0.5013021230697632,10,,
72441,2024,-30.93075942993164,778709,778810,0.0003,2093.2629582899995,727.99,0.8732694983482361,10,,
72579,2028,-31.325010299682617,780155,780256,0.0003,2001.9641341400002,702.45,0.6837592124938965,10,,
72805,2032,-32.17938995361328,782847,782948,0.0003,2043.98997,710.34,0.9586265683174133,10,,
72978,2036,-31.58749008178711,784941,785042,0.0003,2040.1275756499997,706.4,5.772087097167969,10,,
73083,2040,-31.087299346923828,786266,786367,0.0003,1970.5195249199999,684.11,5.04686975479126,10,,
73201,2044,-31.669536590576172,787696,787797,0.0003,1882.80484558,661.34,1.6641294956207275,10,,
73371,2048,-30.700252532958984,789919,790020,0.0003,1861.81566617,652.24,1.1504883766174316,10,,
73558,2052,-32.086326599121094,792282,792383,0.0003,1859.18638882,650.01,0.5501322746276855,10,,
73728,2056,-30.417076110839844,794366,794467,0.0003,1838.8483822399999,641.61,0.6189098358154297,10,,
74040,2060,-32.42869567871094,798366,798467,0.0003,1947.6175865800003,670.69,0.4723253846168518,10,,
,,-32.434452056884766,799899,800000,0.0003,,,0.4737427532672882,,1308.282088,482.6
74429,2064,-32.234901428222656,801009,801110,0.0003,1939.1166989999997,666.84,1.8778951168060303,10,,
74559,2068,-30.278846740722656,802572,802673,0.0003,1881.55468746,655.19,0.576134443283081,10,,
74879,2072,-31.666147232055664,806572,806673,0.0003,1924.11375931,665.16,0.6152936220169067,10,,
75121,2076,-33.713016510009766,809685,809786,0.0003,1932.5497747299999,663.14,0.7347041964530945,10,,
75184,2080,-32.847259521484375,810243,810344,0.0003,1869.6541237200001,631.48,0.4987265169620514,10,,
75354,2084,-32.40196228027344,812044,812145,0.0003,1848.2616328999998,626.08,0.5757340788841248,10,,
75446,2088,-31.60874366760254,813029,813130,0.0003,1762.4549883299999,605.81,4.9341044425964355,10,,
75700,2092,-31.75339698791504,815606,815707,0.0003,1752.5601603599998,607.92,4.966775417327881,10,,
75985,2096,-32.337562561035156,818627,818728,0.0003,1733.12991565,598.46,0.41662946343421936,10,,
76106,2100,-32.499752044677734,819874,819975,0.0003,1627.9418830699997,570.93,0.4446384608745575,10,,
76385,2104,-32.011756896972656,822982,823083,0.0003,1661.0689791500004,575.7,5.146356582641602,10,,
76601,2108,-32.67377853393555,825751,825852,0.0003,1683.76358066,572.22,0.474666565656662,10,,
76856,2112,-32.857879638671875,828940,829041,0.0003,1684.80335812,573.13,1.015623688697815,10,,
77156,2116,-32.950889587402344,832652,832753,0.0003,1771.5738494999998,595.88,0.6036731004714966,10,,
77480,2120,-32.73854446411133,836484,836585,0.0003,1850.4087102699996,617.75,0.5941857099533081,10,,
77590,2124,-31.93425941467285,837825,837926,0.0003,1757.1989217199998,591.16,0.4167550802230835,10,,
77713,2128,-31.255207061767578,839155,839256,0.0003,1745.74338737,590.0,0.9733336567878723,10,,
78093,2132,-32.791046142578125,843155,843256,0.0003,1796.4794857199997,603.08,5.0431437492370605,10,,
78476,2136,-32.24568557739258,847155,847256,0.0003,1865.73144703,622.14,0.49714943766593933,10,,
78862,2140,-33.00824737548828,851155,851256,0.0003,1961.7599399300002,648.89,0.7217710018157959,10,,
79160,2144,-32.23158264160156,854265,854366,0.0003,2031.9810057399998,665.69,9.940985679626465,10,,
79367,2148,-31.54034423828125,856375,856476,0.0003,2019.1377704899999,664.56,0.855739951133728,10,,
79508,2152,-31.46627426147461,857713,857814,0.0003,1977.0516744400002,654.31,1.9106937646865845,10,,
79667,2156,-32.22594451904297,859270,859371,0.0003,1944.9114170999999,649.04,0.5547184944152832,10,,
79968,2160,-31.25908660888672,862280,862381,0.0003,1900.9984175299999,639.14,4.919212818145752,10,,
80255,2164,-30.807552337646484,865292,865393,0.0003,1913.2600862399997,642.83,2.239206314086914,10,,
80554,2168,-32.29486846923828,868411,868512,0.0003,1980.93820451,658.39,0.8901811838150024,10,,
80852,2172,-32.007286071777344,871520,871621,0.0003,1937.7697721000002,649.48,1.4265897274017334,10,,
81148,2176,-33.1259880065918,874481,874582,0.0003,1927.3371286399997,647.96,5.308960437774658,10,,
81453,2180,-32.28675079345703,877836,877937,0.0003,2036.57015652,675.93,0.4891812801361084,10,,
81594,2184,-33.15157699584961,879502,879603,0.0003,2024.96348496,674.58,0.566551923751831,10,,
81926,2188,-32.485870361328125,883502,883603,0.0003,2144.7053307199994,704.73,0.9489988088607788,10,,
82242,2192,-32.051063537597656,887502,887603,0.0003,2212.4390651800004,718.96,0.42123228311538696,10,,
82522,2196,-33.9658203125,890831,890932,0.0003,2218.28347492,722.04,2.0227887630462646,10,,
82773,2200,-33.381507873535156,893941,894042,0.0003,2285.47173385,740.67,0.5562315583229065,10,,
82868,2204,-33.28694152832031,894889,894990,0.0003,2212.6696578700003,719.07,0.5371638536453247,10,,
