train/ent_coef_loss,train/n_updates,time/time_elapsed,train/actor_loss,train/ent_coef,time/fps,train/learning_rate,time/total_timesteps,time/episodes,train/critic_loss,eval/mean_ep_length,eval/mean_reward
-4.955325126647949,128,150,5.286685943603516,0.09876179695129395,2,0.0001,358,4,2.1774682998657227,,
-6.29365348815918,299,264,4.326438903808594,0.09728195518255234,2,0.0001,700,8,4.977625846862793,,
-7.365940093994141,532,417,5.018011093139648,0.09508142620325089,2,0.0001,1165,12,3.117569923400879,,
-6.630702972412109,865,624,6.491918563842773,0.09196049720048904,2,0.0001,1831,16,1.0375584363937378,,
-6.088040351867676,1071,758,7.333974838256836,0.09019991010427475,2,0.0001,2243,20,3.0553603172302246,,
-5.706361293792725,1208,875,7.64371395111084,0.08913174271583557,2,0.0001,2518,24,2.7703421115875244,,
-4.641117095947266,1282,933,8.234370231628418,0.08862375468015671,2,0.0001,2666,28,2.177497386932373,,
-4.795979976654053,1346,989,8.177156448364258,0.08820322155952454,2,0.0001,2793,32,4.556859016418457,,
-4.183403968811035,1430,1057,8.792099952697754,0.08772333711385727,2,0.0001,2961,36,3.6462273597717285,,
-3.7365803718566895,1499,1113,9.242648124694824,0.08732501417398453,2,0.0001,3100,40,3.3034250736236572,,
-3.478015661239624,1556,1162,9.024528503417969,0.08702603727579117,2,0.0001,3214,44,3.7172207832336426,,
-2.5867819786071777,1604,1206,9.401246070861816,0.08680296689271927,2,0.0001,3310,48,2.1822359561920166,,
-1.8919587135314941,1650,1263,9.308120727539062,0.08659861236810684,2,0.0001,3401,52,2.971787929534912,,
-2.0165278911590576,1714,1319,9.992776870727539,0.08636138588190079,2,0.0001,3530,56,2.7331151962280273,,
-1.6379923820495605,1762,1351,9.894983291625977,0.08621884882450104,2,0.0001,3625,60,3.882242202758789,,
-0.6134354472160339,1768,1371,9.906108856201172,0.0862026959657669,2,0.0001,3637,64,2.7869315147399902,,
-1.6307613849639893,1770,1391,10.501006126403809,0.08619808405637741,2,0.0001,3641,68,3.2894420623779297,,
-1.7137010097503662,1772,1411,9.993534088134766,0.08619344234466553,2,0.0001,3645,72,3.1321330070495605,,
-2.637295722961426,1793,1442,9.961167335510254,0.08613531291484833,2,0.0001,3688,76,2.7231292724609375,,
-1.5906848907470703,1837,1478,10.573968887329102,0.08600783348083496,2,0.0001,3776,80,2.418170928955078,,
-1.0565598011016846,1907,1520,10.831182479858398,0.08584180474281311,2,0.0001,3916,84,2.1648499965667725,,
-0.4253513813018799,1949,1553,11.061497688293457,0.08575695753097534,2,0.0001,3999,88,2.3370392322540283,,
-0.7026379108428955,1951,1576,11.224510192871094,0.08575321733951569,2,0.0001,4003,92,4.6547369956970215,,
-0.5192422866821289,1953,1596,10.626399993896484,0.08574976027011871,2,0.0001,4007,96,3.0311472415924072,,
-0.46920621395111084,1966,1621,10.632826805114746,0.08572559803724289,2,0.0001,4034,100,2.522305727005005,,
-0.35334447026252747,2014,1662,11.565919876098633,0.0856865718960762,2,0.0001,4129,104,6.317244529724121,,
0.5568702220916748,2053,1692,10.763672828674316,0.08567625284194946,2,0.0001,4208,108,3.913750410079956,,
0.19177860021591187,2098,1723,11.077802658081055,0.08566881716251373,2,0.0001,4298,112,3.416177749633789,,
0.2575865387916565,2143,1775,12.021028518676758,0.08569283783435822,2,0.0001,4388,116,3.296722412109375,,
0.575232207775116,2194,1820,12.134246826171875,0.08572404086589813,2,0.0001,4489,120,1.6712534427642822,,
0.8822382092475891,2237,1863,11.363231658935547,0.08574816584587097,2,0.0001,4575,124,3.399599313735962,,
0.1132192388176918,2280,1892,12.230294227600098,0.0857694074511528,2,0.0001,4662,128,2.5154123306274414,,
0.8999056816101074,2319,1920,12.478543281555176,0.08580004423856735,2,0.0001,4740,132,2.112732172012329,,
0.4421871304512024,2368,1970,12.587427139282227,0.08585063368082047,2,0.0001,4838,136,2.5461649894714355,,
1.521179437637329,2433,2021,13.436437606811523,0.08589860796928406,2,0.0001,4968,140,1.518641471862793,,
1.1113828420639038,2479,2064,12.720090866088867,0.08595895767211914,2,0.0001,5059,144,1.6279969215393066,,
-0.00826629251241684,2523,2111,13.237428665161133,0.08604991436004639,2,0.0001,5148,148,2.4113898277282715,,
0.13320618867874146,2568,2151,13.569847106933594,0.0861268937587738,2,0.0001,5238,152,2.5390353202819824,,
0.9265457391738892,2615,2197,13.4855318069458,0.08617369830608368,2,0.0001,5332,156,3.68449068069458,,
