rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/episodes,train/actor_loss,time/total_timesteps,time/fps,train/learning_rate,time/time_elapsed,train/critic_loss,eval/mean_ep_length,eval/mean_reward
-45.025962800000016,6868,35.27,284,6.130647659301758,6969,8,0.0002,870,5.26157808303833,,
-45.933048050000004,7030,36.33,288,6.234736919403076,7131,8,0.0002,888,7.3645734786987305,,
-45.951250710000004,7108,36.48,292,5.041004657745361,7209,8,0.0002,898,4.872525215148926,,
-46.29277476,7241,37.16,296,5.406033515930176,7342,8,0.0002,914,7.890132427215576,,
-47.31592889,7318,37.4,300,5.697824478149414,7419,7,0.0002,930,5.799200057983398,,
-37.53057109,7405,36.09,304,5.270082473754883,7506,7,0.0002,940,7.886678218841553,,
-35.88632077,7489,35.16,308,5.859280586242676,7590,7,0.0002,951,6.408441543579102,,
-31.97718114,7577,33.73,312,5.553633213043213,7678,7,0.0002,961,6.572198867797852,,
-32.30262521,7672,33.51,316,5.926701545715332,7773,7,0.0002,972,5.499884128570557,,
-33.51115204999999,7909,34.76,320,6.262967109680176,8010,8,0.0002,998,3.990529775619507,,
-33.89138481,8109,34.94,324,4.751808166503906,8210,8,0.0002,1016,6.501217842102051,,
-31.10089286,8227,33.92,328,4.540431022644043,8328,8,0.0002,1035,6.753298759460449,,
-30.5668578,8358,32.75,332,5.583855628967285,8459,8,0.0002,1050,7.019298553466797,,
-26.775468329999995,8494,32.01,336,4.631619453430176,8595,8,0.0002,1067,5.536810874938965,,
-26.641131369999993,8613,32.07,340,3.9917712211608887,8714,8,0.0002,1080,5.753109931945801,,
-26.38563748,8793,33.3,344,3.952183961868286,8894,8,0.0002,1102,5.521732330322266,,
-27.004800770000003,8884,33.03,348,4.757294178009033,8985,8,0.0002,1114,5.242134094238281,,
-24.26002454,8968,31.69,352,4.188684463500977,9069,8,0.0002,1130,6.511270046234131,,
-19.252839729999998,9114,30.69,356,4.604898452758789,9215,8,0.0002,1145,6.014729976654053,,
-18.34666514,9371,31.65,360,3.8058462142944336,9472,8,0.0002,1169,6.104497909545898,,
-17.71779257,9570,32.55,364,3.877769708633423,9671,8,0.0002,1188,7.451253890991211,,
-17.22274851,9760,33.68,368,3.8289408683776855,9861,8,0.0002,1206,4.9622907638549805,,
-15.968271559999998,9872,33.58,372,3.6508734226226807,9973,8,0.0002,1219,6.864729404449463,,
-15.54179903,10095,35.1,376,3.3025190830230713,10196,8,0.0002,1246,7.338174819946289,,
-14.503859710000002,10305,35.86,380,3.0583040714263916,10406,8,0.0002,1266,5.379889488220215,,
-11.67444496,10440,35.72,384,3.3217756748199463,10541,8,0.0002,1280,5.609225273132324,,
-9.941575389999999,10692,36.62,388,3.10823392868042,10793,8,0.0002,1303,5.165775299072266,,
-9.01855723,10945,38.37,392,2.7769699096679688,11046,8,0.0002,1325,4.573012351989746,,
-7.196450100000001,11083,38.42,396,2.3643012046813965,11184,8,0.0002,1339,5.162064552307129,,
-4.50825328,11340,40.22,400,1.7609487771987915,11441,8,0.0002,1369,4.855159282684326,,
-4.001485059999999,11545,41.4,404,1.1341147422790527,11646,8,0.0002,1388,4.628934383392334,,
-3.0038198,11847,43.58,408,0.42883607745170593,11948,8,0.0002,1415,6.093371391296387,,
-2.6974638599999996,12167,45.9,412,0.880569577217102,12268,8,0.0002,1443,4.181619644165039,,
-1.7620500699999986,12395,47.23,416,0.5343118906021118,12496,8,0.0002,1465,4.521939277648926,,
0.3741891300000001,12628,47.19,420,1.2115421295166016,12729,8,0.0002,1488,4.9483747482299805,,
2.13928931,13095,49.86,424,-0.5440620183944702,13196,8,0.0002,1527,5.048740863800049,,
-3.689672750000001,15276,70.49,428,-2.122267246246338,15377,8,0.0002,1738,9.408599853515625,,
-2.397756940000001,16203,78.45,432,-3.777740001678467,16304,8,0.0002,1831,5.267360687255859,,
1.8780041999999988,17083,85.89,436,-3.2649741172790527,17184,8,0.0002,1913,6.050358772277832,,
8.17287622,18164,95.51,440,-4.712338447570801,18265,9,0.0002,2012,6.156196594238281,,
11.533888129999998,19893,111.0,444,-5.91343879699707,19994,9,0.0002,2185,4.642295837402344,,
13.19921366,20053,111.69,448,-5.1538591384887695,20154,9,0.0002,2201,7.468103408813477,,
12.905005400000002,20265,112.97,452,-6.463359832763672,20366,9,0.0002,2230,5.452354431152344,,
19.49194041,21590,124.76,456,-5.100431442260742,21691,9,0.0002,2363,6.12669563293457,,
21.67446082,21971,126.0,460,-6.26383638381958,22072,9,0.0002,2407,7.931975364685059,,
29.657830500000003,23214,136.44,464,-8.09675407409668,23315,9,0.0002,2523,4.930691719055176,,
43.64296755,24515,147.55,468,-7.46295166015625,24616,9,0.0002,2662,7.457153797149658,,
45.73935054,24903,150.31,472,-8.298830032348633,25004,9,0.0002,2698,5.8274922370910645,,
46.902044329999995,25949,158.54,476,-8.53966999053955,26050,9,0.0002,2798,5.998051643371582,,
71.13073669,28415,181.1,480,-9.807918548583984,28516,9,0.0002,3039,4.921741485595703,,
73.84947581,28796,183.56,484,-10.059917449951172,28897,9,0.0002,3081,5.483715057373047,,
88.89282678000001,31424,207.32,488,-12.20893669128418,31525,9,0.0002,3324,9.275556564331055,,
97.95093743,32476,215.31,492,-9.126909255981445,32577,9,0.0002,3430,4.119222640991211,,
107.36530836999998,33232,221.49,496,-10.184430122375488,33333,9,0.0002,3506,7.165571212768555,,
124.53004118000001,34656,233.16,500,-12.653230667114258,34757,9,0.0002,3657,4.661320209503174,,
125.68510227,35719,241.74,504,-11.089587211608887,35820,9,0.0002,3773,4.655898094177246,,
145.58550308000002,37583,257.36,508,-12.149384498596191,37684,9,0.0002,3960,5.523449897766113,,
144.79182786,37939,257.72,512,-12.180807113647461,38040,9,0.0002,3999,3.6700990200042725,,
148.76334892,38791,263.96,516,-13.321504592895508,38892,9,0.0002,4092,4.169674873352051,,
154.08836225000002,39738,271.1,520,-11.80626106262207,39839,9,0.0002,4189,5.158870697021484,,
154.75586342999998,40129,270.34,524,-11.716363906860352,40230,9,0.0002,4230,6.449131965637207,,
174.02595207000002,41023,257.47,528,-12.868358612060547,41124,9,0.0002,4326,4.525270938873291,,
184.17249070999998,42310,261.07,532,-12.233623504638672,42411,9,0.0002,4456,4.122056484222412,,
202.15142733999997,44034,269.51,536,-12.824199676513672,44135,9,0.0002,4622,7.041779518127441,,
232.53463497000004,46254,280.9,540,-12.817475318908691,46355,9,0.0002,4835,5.594492435455322,,
238.41751345,46815,269.22,544,-12.698220252990723,46916,9,0.0002,4891,6.217769145965576,,
262.72314005000004,48575,285.22,548,-13.677120208740234,48676,9,0.0002,5067,6.368170261383057,,
266.37019623,49092,288.27,552,-13.006364822387695,49193,9,0.0002,5125,5.74056339263916,,
278.45094200000005,50345,287.55,556,-13.430072784423828,50446,9,0.0002,5252,3.9827804565429688,,
280.00367716,51067,290.96,560,-12.624462127685547,51168,9,0.0002,5321,5.893435478210449,,
275.97581191999996,51628,284.14,564,-15.525352478027344,51729,9,0.0002,5374,5.776331901550293,,
272.71253412,52240,277.25,568,-14.350273132324219,52341,9,0.0002,5433,6.415123462677002,,
283.08820662,53189,282.86,572,-13.538618087768555,53290,9,0.0002,5524,4.837945461273193,,
285.46441063,53927,279.78,576,-13.619743347167969,54028,9,0.0002,5604,5.5331339836120605,,
274.62729762,54838,264.23,580,-13.485645294189453,54939,9,0.0002,5686,5.000320911407471,,
285.99919777,56050,272.54,584,-13.807838439941406,56151,9,0.0002,5795,4.644880771636963,,
276.00075738,56523,250.99,588,-15.495953559875488,56624,9,0.0002,5836,4.148262023925781,,
267.41524089,56967,244.91,592,-13.508760452270508,57068,9,0.0002,5875,5.558466911315918,,
273.3597964300001,57806,245.74,596,-15.441219329833984,57907,9,0.0002,5957,3.1348204612731934,,
256.16320579000006,58117,234.61,600,-16.071746826171875,58218,9,0.0002,5991,3.661012649536133,,
271.56230551000004,60015,242.96,604,-13.747611999511719,60116,9,0.0002,6166,5.52740478515625,,
253.74323726999998,60475,228.92,608,-14.523119926452637,60576,9,0.0002,6215,3.700788974761963,,
259.26640055999997,60829,228.9,612,-14.883438110351562,60930,9,0.0002,6256,6.637319087982178,,
262.81872217,61885,230.94,616,-14.329418182373047,61986,9,0.0002,6354,5.083285808563232,,
273.633462,63063,233.25,620,-13.791023254394531,63164,9,0.0002,6470,5.973690032958984,,
296.13060172,64466,243.37,624,-13.796113014221191,64567,9,0.0002,6601,5.10068416595459,,
291.63864772,65269,242.46,628,-14.43295669555664,65370,9,0.0002,6695,4.826253890991211,,
286.80528756999996,65933,236.23,632,-15.580078125,66034,9,0.0002,6763,5.4445905685424805,,
282.18956603,67044,230.1,636,-16.18765640258789,67145,9,0.0002,6880,4.626803398132324,,
247.85446210999996,68512,222.58,640,-14.39404010772705,68613,9,0.0002,7027,3.742703437805176,,
247.81203981999997,69155,223.4,644,-16.48088836669922,69256,9,0.0002,7091,5.642183780670166,,
238.39320494999996,70244,216.69,648,-15.823854446411133,70345,9,0.0002,7204,4.152426242828369,,
264.34828962,72130,230.38,652,-15.368387222290039,72231,9,0.0002,7411,7.025547981262207,,
251.82281849999995,72633,222.88,656,-15.267786026000977,72734,9,0.0002,7460,10.808086395263672,,
259.89247183,73475,224.08,660,-16.197830200195312,73576,9,0.0002,7545,4.962444305419922,,
266.79859457000003,74678,230.5,664,-15.376575469970703,74779,9,0.0002,7667,7.222588062286377,,
278.93264615,75973,237.33,668,-14.91882038116455,76074,9,0.0002,7795,4.228233337402344,,
271.9610273,76449,232.6,672,-15.866701126098633,76550,9,0.0002,7844,5.469564437866211,,
286.86021488,77702,237.75,676,-15.155020713806152,77803,9,0.0002,7975,4.624106407165527,,
273.74365944,77896,230.58,680,-15.7168607711792,77997,9,0.0002,7994,5.9333906173706055,,
261.19748975,78431,223.81,684,-16.496416091918945,78532,9,0.0002,8041,5.922860622406006,,
256.59156498000004,79060,225.37,688,-15.696434020996094,79161,9,0.0002,8096,4.532745361328125,,
271.3452552199999,80205,232.38,692,-15.982171058654785,80306,9,0.0002,8199,5.063183784484863,,
261.06472719,80871,230.65,696,-16.096702575683594,80972,9,0.0002,8256,4.577071189880371,,
259.70907918999995,81361,232.44,700,-16.485904693603516,81462,9,0.0002,8306,4.696495056152344,,
257.57712326,82770,227.55,704,-16.601608276367188,82871,9,0.0002,8453,3.8823680877685547,,
268.99125537,84287,238.12,708,-16.886232376098633,84388,9,0.0002,8607,3.896254062652588,,
271.88898921,85613,247.84,712,-15.62824821472168,85714,9,0.0002,8742,5.991595268249512,,
271.06762569,86269,243.84,716,-16.049192428588867,86370,9,0.0002,8808,6.693115234375,,
262.24353267000004,87146,240.83,720,-15.829691886901855,87247,9,0.0002,8897,3.03837251663208,,
245.75766058999997,87607,231.41,724,-15.565245628356934,87708,9,0.0002,8944,4.2524638175964355,,
241.61771899999997,88167,228.98,728,-15.992888450622559,88268,9,0.0002,9008,3.0070738792419434,,
264.99194501,89923,239.9,732,-14.510003089904785,90024,9,0.0002,9181,6.240416526794434,,
280.87575023,91843,247.99,736,-16.20296859741211,91944,9,0.0002,9375,4.947771072387695,,
304.10748842000004,93543,250.31,740,-15.456448554992676,93644,9,0.0002,9540,6.966418266296387,,
317.26009064000004,95031,258.76,744,-16.73822784423828,95132,9,0.0002,9683,3.7634668350219727,,
311.16012729,95682,254.38,748,-16.77422523498535,95783,9,0.0002,9744,5.31387186050415,,
294.76523264,96746,246.16,752,-17.5660343170166,96847,9,0.0002,9849,4.26278829574585,,
305.69685504999995,97651,250.18,756,-17.735898971557617,97752,9,0.0002,9934,3.667304754257202,,
306.17954313,99200,257.25,760,-15.833258628845215,99301,9,0.0002,10073,5.000561714172363,,
,99899,,,-16.556934356689453,100000,,0.0002,,2.816481590270996,548.2,1273.3792494000002
358.78318144,102474,277.96,764,-17.101566314697266,102575,9,0.0002,10635,3.3157382011413574,,
352.6714968000001,104305,283.32,768,-17.52802848815918,104406,9,0.0002,10820,2.96757173538208,,
366.39722976999997,105660,292.11,772,-17.70117950439453,105761,9,0.0002,10963,3.9422831535339355,,
363.59927496000006,106534,288.32,776,-16.77690315246582,106635,9,0.0002,11055,6.9213972091674805,,
379.0945129400001,107551,296.55,780,-17.82981300354004,107652,9,0.0002,11154,4.544009208679199,,
388.57645062999995,108639,302.08,784,-19.049053192138672,108740,9,0.0002,11261,3.612031936645508,,
407.49272107999997,109728,306.68,788,-18.389188766479492,109829,9,0.0002,11375,3.8220527172088623,,
400.58801509,111848,316.43,792,-18.40725326538086,111949,9,0.0002,11594,3.852105140686035,,
417.59224889999996,113183,323.12,796,-17.589370727539062,113284,9,0.0002,11731,3.4830524921417236,,
443.3603741899999,115018,336.57,800,-17.766117095947266,115119,9,0.0002,11911,4.187880516052246,,
449.19197162999995,116238,334.68,804,-17.96213722229004,116339,9,0.0002,12036,5.182461738586426,,
442.41766866,116880,325.93,808,-17.481027603149414,116981,9,0.0002,12097,3.4605040550231934,,
455.45285349,118019,324.06,812,-18.76694107055664,118120,9,0.0002,12203,3.6447505950927734,,
460.6012676100001,118729,324.6,816,-18.664608001708984,118830,9,0.0002,12276,6.280029296875,,
