train/learning_rate,train/n_updates,train/critic_loss,time/time_elapsed,time/total_timesteps,train/ent_coef,train/ent_coef_loss,train/actor_loss,time/episodes,time/fps,eval/mean_ep_length,eval/mean_reward
0.0001,22,19.29525375366211,16,145,0.09979012608528137,-7.529642105102539,-0.022863736376166344,4,8,,
0.0001,96,10.942815780639648,28,294,0.09905175864696503,-7.8942413330078125,1.5387113094329834,8,10,,
0.0001,268,3.53983736038208,53,638,0.0974111557006836,-7.67668342590332,4.392316818237305,12,11,,
0.0001,486,1.4987378120422363,80,1073,0.09526921808719635,-7.840704441070557,5.024684906005859,16,13,,
0.0001,654,0.9497398138046265,100,1410,0.09364832937717438,-7.921723365783691,5.5465617179870605,20,13,,
0.0001,728,1.7838029861450195,111,1558,0.09295319020748138,-7.576059341430664,5.684395790100098,24,14,,
0.0001,896,1.6571106910705566,138,1894,0.09151967614889145,-7.304093360900879,6.720917701721191,28,13,,
0.0001,1074,1.9600067138671875,162,2250,0.0900123342871666,-7.697923183441162,7.682942867279053,32,13,,
0.0001,1109,2.3603227138519287,168,2319,0.08971051126718521,-6.254214763641357,7.951418876647949,36,13,,
0.0001,1203,3.552715301513672,181,2508,0.08901593834161758,-5.768581867218018,8.1825590133667,40,13,,
0.0001,1273,3.7905101776123047,192,2648,0.08850772678852081,-5.0707197189331055,8.786619186401367,44,13,,
0.0001,1294,3.17327618598938,197,2689,0.0883772000670433,-7.056581974029541,8.484016418457031,48,13,,
0.0001,1390,3.543850898742676,217,2881,0.08776317536830902,-5.404547691345215,8.894380569458008,52,13,,
0.0001,1459,5.140228271484375,228,3020,0.08740827441215515,-3.844768524169922,9.375761985778809,56,13,,
0.0001,1481,5.695923805236816,233,3064,0.08730161935091019,-3.9336097240448,9.148064613342285,60,13,,
0.0001,1510,6.523745536804199,239,3121,0.0871741995215416,-2.8992059230804443,9.881195068359375,64,13,,
0.0001,1605,6.113415718078613,256,3312,0.08676955103874207,-2.830568790435791,9.34799575805664,68,12,,
0.0001,1630,7.382270812988281,262,3362,0.08667439967393875,-3.833132266998291,9.554336547851562,72,12,,
0.0001,1683,5.526891231536865,276,3468,0.08643712103366852,-2.362344264984131,10.578924179077148,76,12,,
0.0001,1752,7.128816604614258,289,3605,0.08617133647203445,-2.215580463409424,10.502111434936523,80,12,,
0.0001,1792,5.261829376220703,297,3685,0.08609100431203842,-1.1968328952789307,10.432374954223633,84,12,,
0.0001,1830,5.882377624511719,304,3762,0.08604840189218521,-0.6143419146537781,9.991512298583984,88,12,,
0.0001,1860,6.080262184143066,310,3821,0.08603812009096146,-0.752916157245636,10.102792739868164,92,12,,
0.0001,1918,6.9275593757629395,320,3938,0.08597781509160995,-1.533055067062378,10.562675476074219,96,12,,
0.0001,1980,9.013772010803223,336,4061,0.08592746406793594,-0.6443864703178406,10.831111907958984,100,12,,
0.0001,2031,8.597081184387207,345,4163,0.08590423315763474,0.5832540988922119,10.990920066833496,104,12,,
0.0001,2060,9.141778945922852,351,4222,0.08588746190071106,-0.8991965055465698,11.064863204956055,108,12,,
0.0001,2095,9.384602546691895,357,4291,0.08589624613523483,0.008862853050231934,11.18161392211914,112,11,,
0.0001,2131,8.231258392333984,365,4363,0.08590779453516006,-0.9832988977432251,10.930187225341797,116,11,,
0.0001,2163,9.841268539428711,371,4428,0.08588596433401108,0.29979032278060913,11.308435440063477,120,11,,
0.0001,2201,9.372663497924805,378,4503,0.08591234683990479,1.386720895767212,10.986452102661133,124,11,,
0.0001,2231,10.63454818725586,390,4563,0.08596430718898773,-0.12675678730010986,10.493499755859375,128,11,,
0.0001,2269,9.867670059204102,397,4640,0.08601853251457214,0.8982958197593689,11.395383834838867,132,11,,
0.0001,2308,8.68936538696289,404,4717,0.086082324385643,-0.28300631046295166,11.387716293334961,136,11,,
0.0001,2350,11.283425331115723,411,4802,0.08615422248840332,0.10970526933670044,10.77696418762207,140,11,,
0.0001,2405,11.999423027038574,420,4911,0.08625820279121399,2.2155873775482178,11.59341812133789,144,11,,
0.0001,2505,7.497735023498535,435,5112,0.08652018755674362,1.102677822113037,11.667974472045898,148,11,,
0.0001,2547,10.27806568145752,447,5196,0.08663458377122879,0.8638451099395752,11.540706634521484,152,11,,
0.0001,2622,9.966317176818848,459,5346,0.0868450477719307,0.2863895893096924,11.74292278289795,156,11,,
0.0001,2661,12.955488204956055,466,5423,0.08697602152824402,1.691227912902832,12.242877006530762,160,11,,
0.0001,2692,9.624534606933594,472,5486,0.08706818521022797,-0.44634902477264404,11.557641983032227,164,11,,
0.0001,2722,9.678630828857422,477,5546,0.08712433278560638,0.2734910249710083,11.882390975952148,168,11,,
0.0001,2781,10.643224716186523,486,5664,0.08726262301206589,0.1286652386188507,11.864851951599121,172,11,,
0.0001,2806,14.134291648864746,497,5714,0.0873434916138649,1.8480312824249268,12.35460090637207,176,11,,
0.0001,2851,9.125006675720215,505,5803,0.08753751963376999,1.2471458911895752,12.465229034423828,180,11,,
0.0001,2896,18.3914794921875,513,5894,0.08774911612272263,2.511369228363037,12.42813777923584,184,11,,
0.0001,2974,7.329120635986328,525,6050,0.08804692327976227,1.160031795501709,12.896402359008789,188,11,,
0.0001,3018,12.986443519592285,533,6138,0.08826711028814316,2.079761028289795,11.96122932434082,192,11,,
0.0001,3083,12.659345626831055,542,6267,0.08859149366617203,0.5970987677574158,12.785261154174805,196,11,,
0.0001,3121,10.187070846557617,555,6344,0.08875743299722672,2.249753952026367,13.059313774108887,200,11,,
0.0001,3164,9.225674629211426,563,6430,0.08897161483764648,1.906064748764038,12.168320655822754,204,11,,
0.0001,3187,11.177800178527832,568,6476,0.08909881114959717,1.5167536735534668,11.876181602478027,208,11,,
0.0001,3218,10.56170654296875,574,6538,0.08925184607505798,0.5818626880645752,13.272516250610352,212,11,,
0.0001,3262,13.225679397583008,581,6625,0.08944143354892731,2.135664701461792,13.780622482299805,216,11,,
0.0001,3312,11.494749069213867,590,6725,0.08966755121946335,0.9616978168487549,12.879907608032227,220,11,,
0.0001,3369,10.610584259033203,600,6839,0.08990602940320969,0.6827207207679749,12.76662826538086,224,11,,
0.0001,3413,12.26583480834961,614,6927,0.09011710435152054,1.8944231271743774,13.09164047241211,228,11,,
0.0001,3449,11.292454719543457,622,7000,0.09029830247163773,1.6960208415985107,13.729646682739258,232,11,,
0.0001,3480,11.851886749267578,629,7062,0.09042742103338242,1.6494300365447998,12.693120002746582,236,11,,
0.0001,3516,10.959814071655273,637,7133,0.09059920907020569,1.6012808084487915,13.335002899169922,240,11,,
0.0001,3556,12.267232894897461,645,7214,0.09079207479953766,2.012646198272705,12.876136779785156,244,11,,
0.0001,3609,13.584866523742676,655,7319,0.09107847511768341,1.2951242923736572,12.785576820373535,248,11,,
0.0001,3646,11.79450798034668,668,7393,0.09129936248064041,1.5048339366912842,12.866559982299805,252,11,,
0.0001,3692,11.044893264770508,675,7486,0.09148760885000229,1.6601909399032593,14.075250625610352,256,11,,
0.0001,3719,14.52330207824707,681,7539,0.09160769730806351,0.42504897713661194,13.053333282470703,260,11,,
0.0001,3743,9.179149627685547,686,7588,0.09170010685920715,2.137193202972412,13.484771728515625,264,11,,
0.0001,3784,11.216575622558594,693,7670,0.09188321977853775,1.7186996936798096,13.86904525756836,268,11,,
0.0001,3816,12.064949035644531,699,7734,0.09205091744661331,1.3751955032348633,13.493865966796875,272,11,,
0.0001,3843,11.001112937927246,711,7788,0.09217707067728043,0.3142390847206116,13.542745590209961,276,10,,
0.0001,3907,9.984745025634766,720,7916,0.09248574078083038,1.5120368003845215,13.580074310302734,280,10,,
0.0001,3951,16.846153259277344,728,8004,0.0927048921585083,1.1422967910766602,13.177141189575195,284,10,,
0.0001,4001,11.648212432861328,736,8103,0.09289286285638809,1.03571355342865,13.669591903686523,288,11,,
0.0001,4036,16.795196533203125,743,8174,0.09304041415452957,2.0270090103149414,14.569459915161133,292,10,,
0.0001,4078,16.64251136779785,750,8258,0.09319209307432175,0.504155158996582,14.216983795166016,296,10,,
0.0001,4111,14.022789001464844,762,8324,0.0933101698756218,0.2164233922958374,14.027046203613281,300,10,,
0.0001,4156,10.318038940429688,770,8413,0.0934525653719902,0.9815781116485596,13.60986328125,304,10,,
0.0001,4201,12.524154663085938,778,8503,0.09372062981128693,2.082002639770508,14.254761695861816,308,10,,
0.0001,4236,13.024836540222168,784,8573,0.09388357400894165,0.4026070237159729,14.190766334533691,312,10,,
0.0001,4261,12.280244827270508,790,8623,0.09399730712175369,1.5486112833023071,14.088075637817383,316,10,,
0.0001,4289,11.83802604675293,796,8679,0.09413007646799088,-0.543287992477417,14.18559741973877,320,10,,
0.0001,4313,15.797391891479492,801,8727,0.09420592337846756,1.0136176347732544,14.515568733215332,324,10,,
0.0001,4361,12.025472640991211,816,8823,0.09451469779014587,0.6847072839736938,13.719265937805176,328,10,,
0.0001,4417,11.758098602294922,827,8935,0.09477260708808899,0.5919365882873535,14.281011581420898,332,10,,
0.0001,4458,11.700691223144531,835,9017,0.09493797272443771,1.2241172790527344,13.743979454040527,336,10,,
0.0001,4481,16.341638565063477,840,9064,0.09505234658718109,-0.07883867621421814,13.826349258422852,340,10,,
0.0001,4507,12.545978546142578,846,9115,0.09512627869844437,0.43876057863235474,13.801752090454102,344,10,,
0.0001,4544,8.331859588623047,854,9190,0.0952816754579544,0.9384536743164062,14.176877975463867,348,10,,
0.0001,4582,12.016490936279297,867,9266,0.09538151323795319,0.23903986811637878,14.424203872680664,352,10,,
0.0001,4627,20.30579948425293,876,9355,0.09547962993383408,0.45125842094421387,14.492250442504883,356,10,,
0.0001,4654,16.019311904907227,881,9409,0.09548276662826538,-1.4709317684173584,13.673521041870117,360,10,,
0.0001,4700,10.059764862060547,890,9501,0.09551899880170822,1.105063557624817,14.962198257446289,364,10,,
0.0001,4731,11.779783248901367,896,9563,0.09559768438339233,0.19642600417137146,15.180492401123047,368,10,,
0.0001,4765,14.425024032592773,904,9632,0.09565246850252151,0.28364601731300354,15.051273345947266,372,10,,
0.0001,4798,12.689702987670898,916,9698,0.09576570242643356,-0.7504196166992188,13.69009017944336,376,10,,
0.0001,4844,15.819697380065918,924,9790,0.09559128433465958,0.6151485443115234,15.19287395477295,380,10,,
0.0001,4882,14.907081604003906,931,9865,0.09561049193143845,0.7763254046440125,15.250168800354004,384,10,,
0.0001,4931,15.077455520629883,940,9963,0.09558729082345963,-1.3002846240997314,14.144393920898438,388,10,,
0.0001,4962,11.810647964477539,946,10026,0.09540949016809464,-0.9439188838005066,14.340740203857422,392,10,,
0.0001,4999,11.309858322143555,953,10100,0.09521973878145218,-1.3826625347137451,13.820220947265625,396,10,,
0.0001,5056,17.908662796020508,968,10214,0.09505164623260498,0.6794611215591431,14.236298561096191,400,10,,
0.0001,5138,20.699275970458984,981,10377,0.09487682580947876,-0.015392035245895386,15.106989860534668,404,10,,
0.0001,5193,21.097177505493164,992,10487,0.09478971362113953,1.79227876663208,14.512229919433594,408,10,,
0.0001,5249,13.0237398147583,1003,10599,0.09479495137929916,-0.6481969356536865,13.901872634887695,412,10,,
0.0001,5273,17.633893966674805,1009,10648,0.09474095702171326,0.48930615186691284,14.0264892578125,416,10,,
0.0001,5311,18.13325309753418,1016,10723,0.0947512537240982,1.054137945175171,14.893394470214844,420,10,,
0.0001,5357,15.593149185180664,1024,10815,0.0949435830116272,0.9793825149536133,13.418657302856445,424,10,,
0.0001,5485,17.7849178314209,1049,11072,0.09518930315971375,-0.7405540943145752,14.083242416381836,428,10,,
0.0001,5523,18.06055450439453,1056,11147,0.09515529125928879,-0.5920835137367249,14.260770797729492,432,10,,
0.0001,5569,19.247905731201172,1064,11239,0.0951295867562294,1.001269817352295,15.412137031555176,436,10,,
0.0001,5605,20.25897979736328,1071,11312,0.09509362280368805,0.8048335313796997,13.735088348388672,440,10,,
