rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/fps,train/learning_rate,train/actor_loss,train/critic_loss,time/episodes,time/time_elapsed,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
-95.42043726999998,5874,34.16,9,0.00035,3.847604513168335,20.59170913696289,228,614,5975,,
-94.45073507000001,6049,35.21,9,0.00035,3.825322151184082,22.567520141601562,232,628,6150,,
-94.41103457,6204,35.99,9,0.00035,2.9308700561523438,20.764812469482422,236,641,6305,,
-83.75179509,6408,35.06,9,0.00035,3.509542465209961,28.95802116394043,240,658,6509,,
-84.27671975000001,6552,34.94,9,0.00035,2.6253409385681152,27.05760383605957,244,669,6653,,
-80.07476727000001,6808,36.36,10,0.00035,2.4178643226623535,23.567106246948242,248,689,6909,,
-76.15834173,7056,37.75,10,0.00035,1.308973789215088,22.81696891784668,252,714,7157,,
-86.25599731999999,7465,41.07,10,0.00035,0.009655922651290894,29.553071975708008,256,749,7566,,
-84.66320506,7646,42.28,10,0.00035,-1.3200302124023438,27.708782196044922,260,763,7747,,
-84.10907835,7846,43.33,10,0.00035,-0.7874921560287476,21.9539737701416,264,779,7947,,
-83.77411489999999,7920,43.29,10,0.00035,0.4098975658416748,21.15569496154785,268,787,8021,,
-85.80879686000002,8404,47.32,10,0.00035,-3.5408005714416504,22.361038208007812,272,831,8505,,
-85.34361068999999,8566,47.6,10,0.00035,-1.630827784538269,20.06881332397461,276,849,8667,,
-110.57126525,9022,50.86,10,0.00035,-1.3886001110076904,26.177833557128906,280,880,9123,,
-125.83081285999998,9235,52.38,10,0.00035,-2.1840012073516846,23.796306610107422,284,897,9336,,
-123.89622409999998,9705,55.95,10,0.00035,-1.462647557258606,28.121551513671875,288,935,9806,,
-128.34014758,9906,56.15,10,0.00035,-1.865511178970337,21.751018524169922,292,951,10007,,
-129.12371123,10326,58.57,10,0.00035,-2.323875904083252,23.757823944091797,296,987,10427,,
-131.75160301000003,10732,60.38,10,0.00035,-5.260948181152344,23.309917449951172,300,1026,10833,,
-133.00615555000002,11165,62.98,10,0.00035,-4.160342216491699,35.85724639892578,304,1057,11266,,
-147.49352925999995,11788,67.99,10,0.00035,-2.8979392051696777,27.210254669189453,308,1102,11889,,
-136.10256643999998,11974,67.94,10,0.00035,-6.128744602203369,27.124248504638672,312,1118,12075,,
-133.19940315,12193,69.26,10,0.00035,-4.973486423492432,22.868114471435547,316,1135,12294,,
-129.5232481,13799,84.23,11,0.00035,-6.154757022857666,14.957202911376953,320,1243,13900,,
-126.78192462999999,14398,88.73,11,0.00035,-6.651619911193848,14.502720832824707,324,1286,14499,,
-122.04785916999998,15160,92.86,11,0.00035,-6.670746803283691,19.43435287475586,328,1344,15261,,
-122.81655752,15311,92.62,11,0.00035,-8.054492950439453,20.98691177368164,332,1358,15412,,
-120.59679996999998,15597,93.93,11,0.00035,-7.648012161254883,14.844749450683594,336,1380,15698,,
-123.70056915,15701,92.93,11,0.00035,-7.248199462890625,16.6321964263916,340,1390,15802,,
-122.46368231000001,15854,93.02,11,0.00035,-7.666752815246582,16.007587432861328,344,1401,15955,,
-121.31060512,16168,93.6,11,0.00035,-8.212571144104004,14.979042053222656,348,1426,16269,,
-131.01029896,16609,95.53,11,0.00035,-5.892116546630859,16.78475570678711,352,1465,16710,,
-116.98398241999999,17056,95.91,11,0.00035,-6.335497856140137,17.35832977294922,356,1497,17157,,
-118.70745605999998,17373,97.27,11,0.00035,-7.17987060546875,17.113109588623047,360,1524,17474,,
-117.19525302000002,17745,98.99,11,0.00035,-7.807208061218262,18.732730865478516,364,1551,17846,,
-115.15834116999999,18069,101.49,11,0.00035,-8.454307556152344,18.937644958496094,368,1574,18170,,
-110.67847328999999,18395,99.91,11,0.00035,-8.146709442138672,17.88092041015625,372,1598,18496,,
-103.82422005999997,18833,102.67,11,0.00035,-8.143659591674805,23.84733009338379,376,1635,18934,,
-78.30183503,19318,102.96,11,0.00035,-8.574256896972656,24.73062515258789,380,1670,19419,,
-59.01595504000001,19675,104.4,11,0.00035,-9.784666061401367,19.29861068725586,384,1696,19776,,
-59.37126362,19958,102.53,11,0.00035,-10.183136940002441,21.78528594970703,388,1718,20059,,
-50.914236929999994,20271,103.65,11,0.00035,-8.499279022216797,20.93928337097168,392,1740,20372,,
-45.34457057,20673,103.47,11,0.00035,-8.558138847351074,15.276878356933594,396,1768,20774,,
-36.122637440000005,21248,105.16,11,0.00035,-9.039021492004395,19.291074752807617,400,1817,21349,,
-44.313451300000004,21683,105.18,11,0.00035,-10.802347183227539,22.322219848632812,404,1846,21784,,
-27.109270250000005,21802,100.14,11,0.00035,-10.086307525634766,17.282821655273438,408,1856,21903,,
-29.39186643,22016,100.42,11,0.00035,-9.87802505493164,17.846088409423828,412,1871,22117,,
-29.799713469999997,22223,100.3,11,0.00035,-8.879403114318848,15.685417175292969,416,1889,22324,,
-25.48134657,22591,87.92,11,0.00035,-11.362796783447266,18.77163314819336,420,1916,22692,,
-25.90743339999999,22928,85.3,11,0.00035,-9.377023696899414,14.543188095092773,424,1940,23029,,
-35.65655877,23291,81.31,11,0.00035,-10.150763511657715,20.559715270996094,428,1971,23392,,
-34.51504252000001,23543,82.32,11,0.00035,-9.542773246765137,14.462249755859375,432,1991,23644,,
-32.69726354,23861,82.64,11,0.00035,-8.991390228271484,26.05591583251953,436,2016,23962,,
-25.84878436,24322,86.21,11,0.00035,-8.360299110412598,26.375490188598633,440,2049,24423,,
-23.573042440000005,24885,90.31,11,0.00035,-9.25328254699707,22.77654266357422,444,2091,24986,,
-23.891864890000008,25128,89.6,11,0.00035,-9.134429931640625,20.51693344116211,448,2110,25229,,
-13.080540790000002,25536,89.27,11,0.00035,-10.364999771118164,21.719459533691406,452,2145,25637,,
-22.51533152,26086,90.3,12,0.00035,-10.427404403686523,14.96157169342041,456,2182,26187,,
-18.56647964,26677,93.04,12,0.00035,-10.559639930725098,19.43517303466797,460,2224,26778,,
-21.951052450000002,26903,91.58,12,0.00035,-10.22041130065918,21.052738189697266,464,2241,27004,,
-58.185550400000004,28065,99.96,12,0.00035,-9.728952407836914,21.10000991821289,468,2327,28166,,
-61.39722591,28213,98.18,12,0.00035,-10.857807159423828,23.025917053222656,472,2338,28314,,
-91.69056156999999,30588,117.55,12,0.00035,-9.267744064331055,19.128528594970703,476,2521,30689,,
-113.25310048,32478,131.6,12,0.00035,-9.764216423034668,21.565845489501953,480,2659,32579,,
-113.87595519,33716,140.41,12,0.00035,-8.249762535095215,19.18505096435547,484,2749,33817,,
-110.39887908000003,34696,147.38,12,0.00035,-7.526004791259766,19.389385223388672,488,2817,34797,,
-115.72456637,34862,145.91,12,0.00035,-9.18125057220459,14.555681228637695,492,2832,34963,,
-111.02717754999999,35519,148.46,12,0.00035,-10.074124336242676,12.60629653930664,496,2879,35620,,
-113.12303135,36187,149.39,12,0.00035,-9.613502502441406,16.41646957397461,500,2931,36288,,
-119.14194165,37284,156.01,12,0.00035,-7.763269424438477,17.949033737182617,504,3007,37385,,
-114.23749903000002,37967,161.65,12,0.00035,-9.992073059082031,12.2540922164917,508,3059,38068,,
-113.02807151000003,38477,164.61,12,0.00035,-8.918668746948242,13.000408172607422,512,3097,38578,,
-109.09826773,38952,167.29,12,0.00035,-10.816299438476562,8.350088119506836,516,3130,39053,,
-108.98595322,39484,168.93,12,0.00035,-11.363898277282715,20.17557144165039,520,3169,39585,,
-104.71878019999998,39983,170.55,12,0.00035,-10.506546020507812,10.929105758666992,524,3203,40084,,
-97.87874493999999,40483,171.92,12,0.00035,-9.545759201049805,14.468022346496582,528,3245,40584,,
-91.98324662999998,41312,177.69,12,0.00035,-10.742877006530762,9.974084854125977,532,3304,41413,,
-86.85246812000001,42012,181.51,12,0.00035,-10.849990844726562,16.94709587097168,536,3353,42113,,
-88.77661140000001,42715,183.93,12,0.00035,-11.245171546936035,14.340457916259766,540,3404,42816,,
-83.56297149,43906,190.21,12,0.00035,-11.17483901977539,13.50004768371582,544,3490,44007,,
-86.16252612,44505,193.77,12,0.00035,-11.452751159667969,11.692228317260742,548,3534,44606,,
-83.43804252000001,45319,197.83,12,0.00035,-9.832551956176758,14.226046562194824,552,3596,45420,,
-69.46267081,46357,202.71,12,0.00035,-10.480653762817383,23.145458221435547,556,3669,46458,,
-64.29832152,47370,206.93,12,0.00035,-11.117385864257812,12.77685832977295,560,3741,47471,,
-54.35278763999999,49020,221.17,12,0.00035,-13.52126407623291,13.000862121582031,564,3858,49121,,
-11.715764999999994,50461,223.96,12,0.00035,-11.637614250183105,17.90822410583496,568,3963,50562,,
-6.848654710000001,50796,225.83,12,0.00035,-11.39568042755127,13.113136291503906,572,3987,50897,,
36.43564393,52216,216.28,12,0.00035,-11.477672576904297,7.824237823486328,576,4094,52317,,
77.69264552,53838,213.6,12,0.00035,-11.914100646972656,9.114694595336914,580,4209,53939,,
91.85231522,54917,212.01,12,0.00035,-12.953472137451172,12.948884963989258,584,4288,55018,,
90.81503042,55338,206.42,12,0.00035,-12.519603729248047,11.16263198852539,588,4316,55439,,
80.19207753999999,57057,221.95,12,0.00035,-13.474433898925781,12.980844497680664,592,4448,57158,,
74.32312596999999,57213,216.94,12,0.00035,-13.00098705291748,18.94811248779297,596,4461,57314,,
79.23405602,58841,226.54,12,0.00035,-11.79002857208252,17.559268951416016,600,4590,58942,,
106.41228110999998,60066,227.82,12,0.00035,-13.11246109008789,15.051817893981934,604,4684,60167,,
114.24208154000002,61327,233.6,12,0.00035,-12.237112045288086,11.489852905273438,608,4779,61428,,
128.91278143,62365,238.88,12,0.00035,-12.674476623535156,15.768550872802734,612,4854,62466,,
134.57585591,63462,245.1,12,0.00035,-13.819915771484375,21.500335693359375,616,4929,63563,,
140.08527400999998,64151,246.67,12,0.00035,-14.303035736083984,19.470657348632812,620,4983,64252,,
148.16332920000002,65044,250.61,12,0.00035,-13.375587463378906,14.898757934570312,624,5047,65145,,
148.86402587999999,65745,252.62,12,0.00035,-10.878738403320312,8.976700782775879,628,5104,65846,,
152.48952401000003,66332,250.2,12,0.00035,-14.082164764404297,14.409626960754395,632,5143,66433,,
160.48707380999997,67469,254.57,12,0.00035,-13.213420867919922,14.692036628723145,636,5225,67570,,
164.29222571000003,68096,253.81,12,0.00035,-13.995368003845215,7.450923919677734,640,5273,68197,,
170.49661124,69091,251.85,12,0.00035,-13.660345077514648,14.585397720336914,644,5348,69192,,
190.68885173,70644,261.39,12,0.00035,-15.154156684875488,13.775813102722168,648,5462,70745,,
202.16705334999997,71741,264.22,12,0.00035,-14.963216781616211,17.56268310546875,652,5543,71842,,
203.75308382999995,72573,262.16,12,0.00035,-15.725016593933105,13.758959770202637,656,5607,72674,,
202.32386049000002,73956,265.86,12,0.00035,-15.649595260620117,7.3287553787231445,660,5703,74057,,
210.31709930999997,75118,260.98,12,0.00035,-15.193066596984863,11.447288513183594,664,5792,75219,,
213.10828916999998,75761,253.0,12,0.00035,-15.201051712036133,20.64126205444336,668,5836,75862,,
219.25474873,76478,256.82,12,0.00035,-14.8924560546875,13.460083961486816,672,5891,76579,,
211.36307499000003,77630,254.14,12,0.00035,-12.884471893310547,14.775275230407715,676,5980,77731,,
195.47981725000002,78141,243.03,12,0.00035,-15.541194915771484,10.247570037841797,680,6018,78242,,
187.28876058999998,78724,238.07,13,0.00035,-16.09920310974121,10.132797241210938,684,6060,78825,,
217.44126997,80359,250.21,13,0.00035,-15.217406272888184,11.786505699157715,688,6178,80460,,
246.52466868000002,81509,244.52,13,0.00035,-14.976093292236328,9.503191947937012,692,6261,81610,,
256.33283128999994,82434,252.21,13,0.00035,-14.501477241516113,14.705283164978027,696,6328,82535,,
248.20348610999997,83490,246.49,13,0.00035,-14.823719024658203,11.769237518310547,700,6409,83591,,
265.81357637,85395,253.29,13,0.00035,-15.719413757324219,15.131998062133789,704,6538,85496,,
258.90695944000004,86335,250.08,13,0.00035,-15.63167953491211,12.753050804138184,708,6605,86436,,
265.75538174999997,88056,256.91,13,0.00035,-15.908174514770508,16.074018478393555,712,6727,88157,,
274.61925923,89732,262.7,13,0.00035,-14.79873275756836,10.019600868225098,716,6851,89833,,
265.03352421,90109,259.58,13,0.00035,-16.635990142822266,13.687524795532227,720,6881,90210,,
269.80978487000004,91528,264.84,13,0.00035,-16.654483795166016,13.945138931274414,724,6982,91629,,
269.01825898000004,92231,264.86,13,0.00035,-17.56330108642578,13.766528129577637,728,7039,92332,,
272.10583448,92946,266.14,13,0.00035,-16.39232063293457,13.601848602294922,732,7091,93047,,
264.24629835,93603,261.34,13,0.00035,-16.40011215209961,15.529529571533203,736,7139,93704,,
272.28203721,94580,264.84,13,0.00035,-16.031429290771484,15.444211959838867,740,7210,94681,,
266.49023534,95365,262.74,13,0.00035,-15.545119285583496,15.661352157592773,744,7264,95466,,
269.38094691,96645,260.01,13,0.00035,-16.180233001708984,12.235923767089844,748,7357,96746,,
280.57400888,98400,266.59,13,0.00035,-17.3868408203125,11.71170425415039,752,7495,98501,,
288.11193648999995,99399,268.26,13,0.00035,-17.087364196777344,8.866964340209961,756,7570,99500,,
,99899,,,0.00035,-16.59152603149414,12.18518352508545,,,100000,538.2341561999999,280.6
298.22538506,100458,265.02,12,0.00035,-16.97948455810547,13.069984436035156,760,7749,100559,,
294.49989625,101224,261.06,12,0.00035,-17.379451751708984,7.607075214385986,764,7803,101325,,
305.77399605000005,102535,267.74,12,0.00035,-16.517986297607422,14.157724380493164,768,7899,102636,,
315.73057034,103666,271.88,12,0.00035,-17.49700355529785,7.901769638061523,772,7982,103767,,
319.77515880000004,104953,273.23,13,0.00035,-17.59796142578125,12.25499153137207,776,8075,105054,,
335.87066622,105977,278.36,13,0.00035,-18.64244842529297,12.668045043945312,780,8149,106078,,
341.20526266,106717,279.93,13,0.00035,-18.551910400390625,11.102764129638672,784,8205,106818,,
310.49789075,107080,267.21,13,0.00035,-18.447444915771484,9.04641342163086,788,8236,107181,,
311.53831904,108199,266.9,13,0.00035,-17.59140396118164,9.077428817749023,792,8322,108300,,
318.31021003,109223,267.89,13,0.00035,-18.074657440185547,6.511966705322266,796,8407,109324,,
326.77297849,109908,264.18,13,0.00035,-19.365415573120117,10.634260177612305,800,8456,110009,,
314.24467016,111116,257.21,13,0.00035,-18.646713256835938,9.618099212646484,804,8545,111217,,
337.54988979999996,112750,264.15,13,0.00035,-18.66504669189453,5.890130043029785,808,8661,112851,,
347.51352574,114463,264.07,13,0.00035,-19.904258728027344,16.716100692749023,812,8788,114564,,
343.94320324,115437,257.05,13,0.00035,-19.765113830566406,14.282483100891113,816,8861,115538,,
370.4679110100001,116906,267.97,13,0.00035,-19.665550231933594,9.796989440917969,820,8968,117007,,
377.45211446,118055,265.27,13,0.00035,-19.39087677001953,11.4901123046875,824,9049,118156,,
392.14221642999996,119222,269.91,13,0.00035,-18.40201759338379,8.249832153320312,828,9133,119323,,
382.0328034599999,120612,276.66,13,0.00035,-19.323081970214844,7.948018550872803,832,9233,120713,,
438.8976577800001,123983,303.8,13,0.00035,-20.12833595275879,9.785416603088379,836,9483,124084,,
496.9467649400001,127387,328.07,13,0.00035,-20.50943946838379,16.34332275390625,840,9721,127488,,
525.4482728799999,129120,337.55,13,0.00035,-20.35381507873535,11.96448040008545,844,9847,129221,,
546.17925983,131011,343.66,13,0.00035,-21.214170455932617,5.202388763427734,848,9979,131112,,
568.05808519,133961,355.61,13,0.00035,-20.59015655517578,6.4228715896606445,852,10192,134062,,
584.62109144,135524,361.25,13,0.00035,-21.885875701904297,12.675167083740234,856,10302,135625,,
592.6918377100001,137110,366.52,13,0.00035,-21.633281707763672,10.292502403259277,860,10412,137211,,
607.73763955,138352,371.28,13,0.00035,-22.80213737487793,7.014528274536133,864,10502,138453,,
641.5855929300001,140609,380.74,13,0.00035,-22.928842544555664,6.7693328857421875,868,10663,140710,,
685.5880523499999,143473,398.07,13,0.00035,-21.98459243774414,18.859882354736328,872,10876,143574,,
733.75848809,146175,412.22,13,0.00035,-22.132450103759766,3.590996503829956,876,11066,146276,,
758.52135305,148214,422.37,13,0.00035,-23.171241760253906,2.6164450645446777,880,11212,148315,,
767.91229918,149231,425.14,13,0.00035,-22.404369354248047,8.992451667785645,884,11280,149332,,
822.99509026,151798,447.18,13,0.00035,-23.308788299560547,5.853151321411133,888,11463,151899,,
877.5437366800002,154662,464.63,13,0.00035,-23.978084564208984,5.470815658569336,892,11672,154763,,
927.2466026400002,157748,485.25,13,0.00035,-24.365928649902344,3.7927823066711426,896,11906,157849,,
985.30691219,160629,507.21,13,0.00035,-23.532066345214844,5.584798812866211,900,12114,160730,,
1063.3935846499999,164629,535.13,13,0.00035,-25.198352813720703,2.509486675262451,904,12408,164730,,
1086.60788127,167288,545.38,13,0.00035,-24.967060089111328,3.6300716400146484,908,12597,167389,,
1112.8230161,169623,551.6,13,0.00035,-24.58007049560547,4.346405982971191,912,12762,169724,,
1151.5849831799999,171924,564.87,13,0.00035,-25.776348114013672,4.236225128173828,916,12932,172025,,
1170.67693403,173883,569.77,13,0.00035,-25.810203552246094,4.214667320251465,920,13076,173984,,
1204.0580486100002,176243,581.88,13,0.00035,-25.448165893554688,3.8558645248413086,924,13239,176344,,
1265.6817450199999,179229,600.07,13,0.00035,-25.520130157470703,3.3619608879089355,928,13448,179330,,
1290.3914834500001,180290,596.78,13,0.00035,-25.392433166503906,2.6073708534240723,932,13522,180391,,
1294.3777812,183199,592.16,13,0.00035,-26.50735092163086,3.264549970626831,936,13724,183300,,
1265.2422976499997,184815,574.28,13,0.00035,-25.820598602294922,4.395300388336182,940,13838,184916,,
1294.59885614,187167,580.47,13,0.00035,-25.130828857421875,7.703304290771484,944,14039,187268,,
1268.1091253700004,188413,574.02,13,0.00035,-25.002574920654297,3.5277256965637207,948,14147,188514,,
1239.7680988500001,189356,553.95,13,0.00035,-27.291336059570312,4.13680362701416,952,14224,189457,,
1237.28742711,190578,550.54,13,0.00035,-25.869802474975586,4.9035258293151855,956,14319,190679,,
1236.1926224299998,191592,544.82,13,0.00035,-26.520050048828125,4.409101486206055,960,14402,191693,,
1269.4122467999998,193821,554.69,13,0.00035,-26.14406967163086,3.530348300933838,964,14569,193922,,
1247.21866059,195225,546.16,13,0.00035,-26.491172790527344,3.39593768119812,968,14676,195326,,
1225.05026345,196844,533.71,13,0.00035,-26.889568328857422,5.171579360961914,972,14800,196945,,
1232.14945042,199560,533.85,13,0.00035,-28.641372680664062,2.877845525741577,976,14998,199661,,
,199899,,,0.00035,-27.102994918823242,1.9084806442260742,,,200000,1991.0721968000003,763.2
1254.85868954,202249,540.35,13,0.00035,-27.113027572631836,3.0148119926452637,980,15472,202350,,
1283.41468966,204927,556.96,13,0.00035,-27.684892654418945,2.2050046920776367,984,15678,205028,,
1270.7033134300002,206850,550.52,13,0.00035,-27.260648727416992,3.543138027191162,988,15825,206951,,
1238.8189846300002,209163,545.01,13,0.00035,-27.710058212280273,2.6612138748168945,992,15995,209264,,
1217.8261797800003,211114,533.66,13,0.00035,-27.74618148803711,5.405211448669434,996,16137,211215,,
1181.1621457000003,212374,517.45,13,0.00035,-27.424510955810547,5.023269176483154,1000,16233,212475,,
1193.37027326,216207,515.78,13,0.00035,-28.88196563720703,6.213022232055664,1004,16511,216308,,
1226.89697751,219330,520.42,13,0.00035,-28.50261688232422,4.106201171875,1008,16741,219431,,
1205.2631991899998,220667,510.44,13,0.00035,-27.893028259277344,2.0599899291992188,1012,16840,220768,,
1185.2018765799999,222000,500.76,13,0.00035,-27.933658599853516,1.8201682567596436,1016,16947,222101,,
1216.70790575,224834,509.51,13,0.00035,-28.480358123779297,2.069819211959839,1020,17162,224935,,
1196.51267129,226436,501.93,13,0.00035,-28.60890007019043,10.443034172058105,1024,17280,226537,,
1146.6940690800002,227654,484.25,13,0.00035,-27.91330909729004,1.863006353378296,1028,17365,227755,,
1190.48878539,230627,503.37,13,0.00035,-28.9691162109375,2.8752121925354004,1032,17583,230728,,
1181.1467670099998,232889,496.9,13,0.00035,-28.87417221069336,3.3048713207244873,1036,17755,232990,,
1209.2515043899998,235484,506.69,13,0.00035,-27.57969093322754,2.1656928062438965,1040,17951,235585,,
1204.52289974,237855,506.88,13,0.00035,-29.03882598876953,0.7437832355499268,1044,18130,237956,,
1238.2440926999998,239819,514.06,13,0.00035,-28.86044692993164,1.3369648456573486,1048,18276,239920,,
1256.29966049,241875,525.19,13,0.00035,-29.14251708984375,2.132150650024414,1052,18420,241976,,
1272.94553045,243681,531.03,13,0.00035,-28.520116806030273,1.1813709735870361,1056,18552,243782,,
1362.36891534,247681,560.89,13,0.00035,-28.60317611694336,1.9113190174102783,1060,18834,247782,,
1351.01971905,249518,556.97,13,0.00035,-28.616294860839844,2.467373847961426,1064,18971,249619,,
1364.05611158,251196,559.71,13,0.00035,-28.317119598388672,5.4076032638549805,1068,19089,251297,,
1373.48302322,252988,561.44,13,0.00035,-30.039852142333984,1.7688000202178955,1072,19218,253089,,
1340.9764032599999,254794,552.34,13,0.00035,-28.39236068725586,2.2448484897613525,1076,19348,254895,,
1348.9187416099999,257680,554.31,13,0.00035,-29.056962966918945,2.3661117553710938,1080,19558,257781,,
1309.9748713899999,258938,540.11,13,0.00035,-28.856191635131836,1.0985997915267944,1084,19644,259039,,
1307.0613710500002,260625,537.75,13,0.00035,-28.484729766845703,1.2417309284210205,1088,19771,260726,,
1335.5169828399999,263173,540.1,13,0.00035,-27.80713653564453,5.138509750366211,1092,19958,263274,,
1322.9753540199997,264609,534.95,13,0.00035,-27.90761947631836,2.35666823387146,1096,20062,264710,,
1369.22715564,267589,552.15,13,0.00035,-27.72126007080078,3.4112236499786377,1100,20278,267690,,
1295.9487647,268841,526.34,13,0.00035,-28.792295455932617,1.8549978733062744,1104,20370,268942,,
1274.81994518,271249,519.19,13,0.00035,-29.86522674560547,4.703310966491699,1108,20546,271350,,
1314.4696186499998,273881,532.14,13,0.00035,-28.38884735107422,3.925145149230957,1112,20728,273982,,
1349.9739966199998,276283,542.83,13,0.00035,-29.59019660949707,2.509401798248291,1116,20905,276384,,
1351.6695634999999,279169,543.35,13,0.00035,-29.2628173828125,0.8379426002502441,1120,21114,279270,,
1359.428513,280859,544.23,13,0.00035,-28.831981658935547,4.018821716308594,1124,21237,280960,,
