time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/clip_fraction,train/explained_variance,train/value_loss,train/std,train/entropy_loss,train/n_updates,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
12,102.34,43008,-505.72939761000004,3369,21,0.035494792560348286,7.748603820800781e-07,182.6688102722168,0.25404950976371765,-0.0897369146347046,200,0.0050008176,85.60911560058594,0.3,0.00039672320000000004,-0.0010880783510219595,,
12,102.34,45056,-505.72232385,3533,22,0.02812500063155312,4.172325134277344e-07,167.81989593505858,0.25591596961021423,-0.10452059507369996,210,0.009910401,78.4263916015625,0.3,0.00039655936,-0.0027439342343132055,,
12,102.38,47104,-505.65547348000007,3675,23,0.03730468869325705,-1.1920928955078125e-07,153.7515495300293,0.2571447193622589,-0.11713173985481262,220,0.008095235,71.79571533203125,0.3,0.00039639552,-0.0035563712409929947,,
12,102.36,49152,-505.6826541199999,3830,24,0.0396223968884442,4.172325134277344e-07,139.68329849243165,0.2589033842086792,-0.12761698961257933,230,0.009443163,67.1700668334961,0.3,0.00039623168000000003,-0.0037296998193053097,,
12,103.13,51200,-509.3489458100001,3980,25,0.054453126061707734,2.384185791015625e-07,127.40986251831055,0.2617066502571106,-0.14512850642204284,240,0.013279453,58.6756477355957,0.3,0.00039606784,-0.003628051809500904,,
12,103.14,53248,-509.31289431,4132,26,0.011888021224876866,5.960464477539063e-08,115.28910331726074,0.26442939043045044,-0.1669512391090393,250,0.0032693115,55.180850982666016,0.3,0.000395904,-0.0011393738313927315,,
12,104.13,55296,-514.2080758,4286,27,0.018984375370200722,2.384185791015625e-07,104.83041572570801,0.2671814560890198,-0.187562495470047,260,0.0036853286,48.628501892089844,0.3,0.00039574016,-0.001387270607301616,,
12,104.78,57344,-517.56227973,4462,28,0.026315104874083773,4.76837158203125e-07,95.1916633605957,0.2698891758918762,-0.20791540741920472,270,0.00685678,43.991207122802734,0.3,0.00039557632,-0.0026390452112536877,,
12,104.83,59392,-517.5688394499999,4621,29,0.0442578134679934,1.7881393432617188e-07,86.6482063293457,0.2724955976009369,-0.2277274549007416,280,0.00480267,40.7503662109375,0.3,0.00039541248,-0.0035371222729736473,,
,,60000,,,,0.04555989730870351,1.1920928955078125e-07,80.20248107910156,0.2747489809989929,-0.24568334817886353,290,0.00908046,36.792240142822266,0.3,0.00039524864000000005,-0.003584759002260407,103.6,-509.1029638975859
12,105.54,61440,-520.71453002,4816,30,,,,,,,,,,,,,
12,105.51,63488,-520.70968219,4974,31,0.03790364689775742,1.1920928955078125e-07,72.75172500610351,0.27645182609558105,-0.2604770243167877,300,0.015086565,33.135528564453125,0.3,0.00039508480000000003,-0.0018341120137483457,,
12,104.54,65536,-515.66815575,5141,32,0.02218750065076165,0.0,69.02868785858155,0.27966636419296265,-0.2765430688858032,310,0.008545816,29.016172409057617,0.3,0.00039492096,-0.003960639615543294,,
12,104.14,67584,-513.64055291,5298,33,0.061940105762914754,2.980232238769531e-07,64.4697660446167,0.28251904249191284,-0.3000632584095001,320,0.011905871,28.678285598754883,0.3,0.00039475712000000004,-0.004065896241445444,,
12,104.73,69632,-516.39347736,5463,34,0.05384114659391344,2.980232238769531e-07,59.67121696472168,0.28725767135620117,-0.32479073405265807,330,0.015515212,29.73562240600586,0.3,0.00039459328,-0.003694382946996466,,
12,104.67,71680,-516.3925087599999,5622,35,0.09481771033024415,0.0,60.058003997802736,0.2923309803009033,-0.3604714095592499,340,0.029810794,27.63177490234375,0.3,0.00039442944,-0.0047737519664224235,,
12,104.69,73728,-516.18832964,5790,36,0.18160156551748513,3.5762786865234375e-07,57.42165241241455,0.29924219846725464,-0.39736954867839813,350,0.030378407,33.03363037109375,0.3,0.0003942656,0.003448040457442403,,
12,104.72,75776,-516.2414823,5956,37,0.17743490205612034,0.0,60.420800399780276,0.3081032633781433,-0.45366655439138415,360,0.027335484,32.0848388671875,0.3,0.00039410176,0.006443985158111909,,
12,104.67,77824,-516.26087741,6110,38,0.08911458581569605,1.7881393432617188e-07,60.14064540863037,0.3141474425792694,-0.504497104883194,370,0.011157449,26.01676368713379,0.3,0.00039393792000000003,-0.004120532638044095,,
12,103.87,79872,-512.31889052,6251,39,0.15332031706348062,5.960464477539063e-08,57.60651054382324,0.31856364011764526,-0.536858543753624,380,0.015120719,26.645421981811523,0.3,0.00039377408,-0.00385564505122602,,
,,80000,,,,0.08539062782074325,1.7881393432617188e-07,61.24369888305664,0.3241499066352844,-0.5653406947851181,390,0.020610578,37.19254684448242,0.3,0.00039361024000000004,-0.005152429594891128,103.4,-508.78079197853805
12,103.26,81920,-509.0604756600002,6433,40,,,,,,,,,,,,,
12,103.49,83968,-510.33994853999997,6584,41,0.09088541896780952,1.1920928955078125e-07,61.096271705627444,0.32917746901512146,-0.6001803696155548,400,0.011665505,33.11033248901367,0.3,0.0003934464,-0.004346091602928937,,
12,103.52,86016,-510.45394317,6731,42,0.09217448183335364,1.1920928955078125e-07,60.43135433197021,0.330364465713501,-0.6213864088058472,410,0.019360438,34.12329864501953,0.3,0.00039328256000000005,-0.007581990524195137,,
12,103.52,88064,-510.41946530999996,6892,43,0.04479166798410006,-1.1920928955078125e-07,57.4877233505249,0.3329276442527771,-0.6283188343048096,420,0.0075416863,29.159101486206055,0.3,0.00039311872,-0.0038315017847344256,,
12,103.45,90112,-510.48724662,7045,44,0.11182291923905723,5.960464477539063e-08,60.712371063232425,0.33753886818885803,-0.6514994919300079,430,0.026887082,28.886577606201172,0.3,0.00039295488,-0.009878263924038056,,
12,103.36,92160,-510.48775674000007,7203,45,0.08026041833218187,1.7881393432617188e-07,60.96475944519043,0.34039074182510376,-0.6749370396137238,440,0.012822399,32.86075210571289,0.3,0.00039279104000000003,-0.006160989115014681,,
12,105.36,94208,-519.44759549,7400,46,0.14867187751224265,-1.1920928955078125e-07,60.06034507751465,0.34150928258895874,-0.6863580703735351,450,0.025707278,30.521413803100586,0.3,0.0003926272,-0.0031945125807396834,,
12,106.16,96256,-523.4986549500001,7561,47,0.14634114801883696,1.1920928955078125e-07,59.47811374664307,0.3423745036125183,-0.6915666252374649,460,0.030847454,28.197965621948242,0.3,0.00039246336000000004,-0.004498099924821863,,
12,107.38,98304,-528.9188208099999,7717,48,0.046367188793374224,-2.384185791015625e-07,54.637051582336426,0.34430789947509766,-0.6988760590553283,470,0.008399526,24.739961624145508,0.3,0.00039229952,0.00035121604931191984,,
,,100000,,,,0.10117187755240593,2.384185791015625e-07,59.44281768798828,0.3459967374801636,-0.710201233625412,480,0.026441265,30.601335525512695,0.3,0.00039213568,-0.007231502491049468,103.6,-509.781315914914
12,107.21,100352,-527.6332466,7931,49,,,,,,,,,,,,,
12,108.75,102400,-534.8283710500001,8086,50,0.11626302327495068,0.0,60.95548572540283,0.3477120101451874,-0.7205867290496826,490,0.021278724,33.200157165527344,0.3,0.00039197184,-0.006287433539400811,,
12,109.6,104448,-539.00565726,8248,51,0.09304687827825546,5.364418029785156e-07,55.452337455749515,0.3497191071510315,-0.7298928022384643,500,0.016988758,25.725082397460938,0.3,0.000391808,-0.008451494505279688,,
12,109.26,106496,-537.1133622899999,8397,52,0.07980468845926225,4.172325134277344e-07,55.68854656219482,0.3514799475669861,-0.74228755235672,510,0.017816547,21.60774803161621,0.3,0.00039164416000000003,-0.010024640996707612,,
12,115.35,108544,-563.24001044,8559,53,0.11481771201360971,-1.1920928955078125e-07,59.15830001831055,0.35245281457901,-0.7492597758769989,520,0.032900695,25.782634735107422,0.3,0.00039148032,-0.009782510693476066,,
12,119.14,110592,-578.43867174,8717,54,0.1386458349879831,6.556510925292969e-07,59.690442657470705,0.35264208912849426,-0.7533298015594483,530,0.015190912,32.37882995605469,0.3,0.00039131648000000004,-0.009873320435872301,,
12,124.8,112640,-590.9668493,8868,55,0.1326562525704503,5.364418029785156e-07,63.80613403320312,0.3538248538970947,-0.755784222483635,540,0.024078192,33.349369049072266,0.3,0.00039115264,-0.015620898329652844,,
12,112.7,114688,-487.15310497999997,9026,56,0.5049739683978259,1.3709068298339844e-06,140.4372344970703,0.35455796122550964,-0.7623541682958603,550,0.21652143,73.08045959472656,0.3,0.00039098880000000005,0.020816249144263565,,
12,101.0,116736,-374.6721943900001,9177,57,0.015117187914438546,2.86102294921875e-06,421.9429672241211,0.3547040522098541,-0.7646667093038559,560,0.00818271,210.88308715820312,0.3,0.00039082496,0.007594888579333237,,
12,83.43,118784,-242.95648369,9343,58,0.002109375045984052,3.516674041748047e-06,514.8123275756836,0.35470670461654663,-0.764950481057167,570,0.005537911,249.065185546875,0.3,0.00039066112,-0.006387435696087707,,
,,120000,,,,0.003229166744858958,5.185604095458984e-06,454.53946990966796,0.35471200942993164,-0.7649571418762207,580,0.0064110425,224.1466522216797,0.3,0.00039049728000000003,-0.005615335508191421,32.8,-42.13661334193311
12,65.04,120832,-141.03242163,9527,59,,,,,,,,,,,,,
12,57.06,122880,-101.88527086999999,9688,60,0.004609375077416189,1.0251998901367188e-05,558.0538879394531,0.35472923517227173,-0.7650189608335495,590,0.0077889226,265.52215576171875,0.3,0.00039033344,-0.007503860081778768,,
12,47.79,124928,-61.59044811,9852,61,0.001445312538999133,1.519918441772461e-05,606.086392211914,0.3547305464744568,-0.7650890499353409,600,0.0038436167,284.18035888671875,0.3,0.0003901696,-0.004828335433848707,,
12,44.18,126976,-51.521106409999994,10015,62,0.0,2.6464462280273438e-05,605.8454803466797,0.3547284007072449,-0.7650750309228898,610,0.00079072407,264.75,0.3,0.00039000576,-0.001206965454689346,,
12,41.96,129024,-50.08654122000001,10193,63,0.0,0.00041490793228149414,419.8021415710449,0.3547319769859314,-0.7650763303041458,620,0.0013944376,105.65470886230469,0.3,0.00038984192000000005,-0.002315079369727613,,
12,37.44,131072,-42.08202181000001,10375,64,0.026106771457125432,0.04070174694061279,110.37201156616212,0.3547581434249878,-0.7651564717292786,630,0.015218657,52.947166442871094,0.3,0.00038967808,-0.007013606465188782,,
12,33.43,133120,-35.962525150000005,10570,65,0.03473958382382989,0.14287006855010986,67.33824405670165,0.35489463806152344,-0.7656117409467698,640,0.01805054,32.32938003540039,0.3,0.00038951424000000006,-0.004156872988387494,,
12,33.5,135168,-29.129437929999995,10759,66,0.034335937816649675,0.2259831428527832,86.36503868103027,0.3549191951751709,-0.7661189168691636,650,0.018647935,37.13679122924805,0.3,0.00038935040000000003,-0.006957420506514556,,
12,32.22,137216,-33.408890969999995,10946,67,0.001861979183740914,0.27614039182662964,79.88171997070313,0.354979544878006,-0.7662624895572663,660,0.0045421417,37.87594985961914,0.3,0.00038918656,-0.0009580643918252419,,
12,30.55,139264,-32.424841709999995,11138,68,0.0,0.3171579837799072,63.30725021362305,0.3550543487071991,-0.7667009919881821,670,0.0004425429,32.936058044433594,0.3,0.00038902272000000004,-0.0007273659440715896,,
,,140000,,,,0.006315104296663776,0.3690987229347229,74.93461227416992,0.35511326789855957,-0.7670551180839539,680,0.009963721,37.948272705078125,0.3,0.00038885888,-0.0020542946118337125,22.6,-41.2003604657948
12,31.94,141312,-27.245883510000002,11337,69,,,,,,,,,,,,,
12,30.69,143360,-33.684182490000005,11553,70,0.0,0.3885061740875244,79.11459236145019,0.35522377490997314,-0.7675066620111466,690,0.00050973037,35.92694091796875,0.3,0.00038869504,-0.0007573557077739324,,
12,30.64,145408,-37.5983579,11745,71,0.0,0.4713171720504761,67.74760856628419,0.3553420305252075,-0.7682253926992416,700,0.0012834549,31.800762176513672,0.3,0.0003885312,-0.0005564404342294438,,
12,31.45,147456,-33.04485482,11925,72,0.0,0.4433407783508301,65.67695579528808,0.3553658425807953,-0.7686148077249527,710,7.818772e-05,31.031999588012695,0.3,0.00038836736,-0.0001565499528374037,,
12,30.39,149504,-36.62541027,12099,73,0.00033854167559184135,0.44331789016723633,66.09820594787598,0.35538482666015625,-0.7687031328678131,720,0.0042420174,31.727855682373047,0.3,0.00038820352,-0.001736941216076948,,
12,31.92,151552,-35.426767410000004,12275,74,0.00013020833721384407,0.5015639364719391,56.144264221191406,0.3554129898548126,-0.7688314646482468,730,0.0022817387,29.14263916015625,0.3,0.00038803968000000006,4.2394280608260004e-05,,
12,33.74,153600,-33.92744142,12450,75,0.009895833520567976,0.499721884727478,59.10931873321533,0.35543203353881836,-0.7689833134412766,740,0.010244168,26.8902587890625,0.3,0.00038787584000000004,-0.001439072330103952,,
12,36.38,155648,-36.684947779999995,12622,76,0.012070312688592821,0.5091104805469513,51.08521957397461,0.3554413914680481,-0.769068694114685,750,0.012697297,23.46509552001953,0.3,0.000387712,-0.0037172730473685077,,
12,34.47,157696,-32.75090267,12803,77,0.0036979167023673655,0.4362550377845764,53.91229438781738,0.35544562339782715,-0.7690918713808059,760,0.007218899,26.807174682617188,0.3,0.00038754816000000005,-0.00187617430812681,,
12,33.51,159744,-37.10911680000001,12985,78,0.0,0.449531614780426,59.5795482635498,0.3555070757865906,-0.7692141890525818,770,0.0013193878,27.32425308227539,0.3,0.00038738432,-4.1380145630709464e-05,,
,,160000,,,,0.01782552106305957,0.49458014965057373,50.17868766784668,0.35560858249664307,-0.7697630614042282,780,0.014014918,25.78266716003418,0.3,0.00038722048,-0.004017486227676281,33.8,-27.5458763745366
12,35.43,161792,-33.79749132,13177,79,,,,,,,,,,,,,
12,33.92,163840,-30.16434385,13366,80,0.0,0.5311703383922577,54.578633880615236,0.355632483959198,-0.7700972318649292,790,0.001646596,24.899038314819336,0.3,0.00038705664000000003,-0.0007217848742584465,,
12,32.58,165888,-32.61708889,13542,81,0.012513021094491705,0.5063199996948242,57.31019535064697,0.3557225167751312,-0.7703660637140274,800,0.013279105,28.035179138183594,0.3,0.0003868928,-0.002977024266147055,,
12,32.25,167936,-36.733562649999996,13722,82,0.0550000006245682,0.5444665849208832,47.37740612030029,0.3556942641735077,-0.7707022875547409,810,0.019542053,23.005590438842773,0.3,0.00038672896,-0.00553260948596288,,
12,31.45,169984,-36.36272483,13898,83,0.0007421875139698386,0.5334653556346893,44.79992027282715,0.35569465160369873,-0.7704132169485092,820,0.0040525566,24.507539749145508,0.3,0.00038656512,-0.0007598551690898958,,
12,31.5,172032,-34.26743271,14085,84,0.05475260621169582,0.5681577622890472,45.3912654876709,0.3557027578353882,-0.7705705970525741,830,0.02429118,22.251972198486328,0.3,0.00038640128,-0.0036309815228014576,,
12,31.24,174080,-37.28792461,14292,85,0.021458333684131504,0.5393444299697876,51.21523380279541,0.35568827390670776,-0.7705227255821228,840,0.009979976,24.035375595092773,0.3,0.00038623744,-0.00143547636522271,,
12,30.27,176128,-36.618597820000005,14478,86,0.016679687658324838,0.5700882375240326,44.80097618103027,0.3556763529777527,-0.7704375863075257,850,0.013726568,22.35828971862793,0.3,0.00038607360000000006,-0.004123560068546794,,
12,29.45,178176,-33.84357427,14664,87,0.0,0.5216432809829712,47.84190044403076,0.3557000160217285,-0.7704356729984283,860,0.0020999475,24.09333038330078,0.3,0.00038590976000000003,-0.0005969179779640399,,
,,180000,,,,0.0004557291773380712,0.5525303781032562,49.60207290649414,0.3557385802268982,-0.7706687152385712,870,0.004866322,23.488351821899414,0.3,0.00038574592,-0.0016442994993122184,27.0,-40.98810441584792
12,29.75,180224,-37.60982711,14863,88,,,,,,,,,,,,,
12,29.87,182272,-34.21423703,15052,89,0.0414713552367175,0.5546631515026093,40.66377487182617,0.35581082105636597,-0.7709585458040238,880,0.016101388,19.438478469848633,0.3,0.00038558208000000004,-0.0050497612380422385,,
12,29.21,184320,-31.723248269999996,15244,90,0.024518229870591313,0.5462291836738586,50.39404029846192,0.3558410406112671,-0.7712896555662155,890,0.013859827,24.53280258178711,0.3,0.00038541824,-0.002954064380828636,,
12,31.26,186368,-23.455075840000003,15430,91,0.0013020833634072916,0.5592847168445587,50.854867935180664,0.3558503985404968,-0.7713330268859864,900,0.005561263,21.53955078125,0.3,0.0003852544,-0.0009052803085478622,,
12,31.07,188416,-29.0030039,15618,92,0.040950521687045695,0.5342295169830322,60.58229084014893,0.3559090793132782,-0.7715650826692582,910,0.015267722,29.55649185180664,0.3,0.00038509056,-0.004256819656584421,,
12,30.72,190464,-33.93471907,15808,93,0.007604166842065751,0.5706004500389099,50.70274066925049,0.35590341687202454,-0.7717246651649475,920,0.010814743,24.93817710876465,0.3,0.00038492672,-0.0032761413097614155,,
12,31.81,192512,-33.03977244,15990,94,0.00033854167559184135,0.5490643084049225,51.502163314819335,0.3558967709541321,-0.7716507941484452,930,0.004032758,25.501056671142578,0.3,0.00038476288,-0.001276725200514192,,
12,31.67,194560,-33.54543561,16178,95,0.0023697917349636555,0.5604656636714935,47.04879531860352,0.35590559244155884,-0.771688449382782,940,0.007434032,24.408767700195312,0.3,0.00038459904,-0.0010152717348683282,,
12,33.13,196608,-28.32193187,16367,96,3.906250058207661e-05,0.5395002067089081,46.176300621032716,0.35594677925109863,-0.7717628598213195,950,0.0016448069,20.547632217407227,0.3,0.0003844352,-0.0007128889359228174,,
11,31.86,198656,-31.885177609999996,16559,97,0.0018359375244472176,0.5796073079109192,45.4994255065918,0.3559511601924896,-0.7719865947961807,960,0.0072395513,25.05517578125,0.3,0.00038427136,-0.0015677243294021537,,
,,200000,,,,0.0,0.5163092613220215,53.5995491027832,0.35596251487731934,-0.7719611674547195,970,0.0003269671,26.78997039794922,0.3,0.00038410752000000005,0.00020833977891015766,24.4,-35.53286964993458
11,30.59,200704,-34.63076971,16753,98,,,,,,,,,,,,,
11,31.41,202752,-37.70195084,16960,99,0.0016927083401242272,0.5437850058078766,42.959423828125,0.35601454973220825,-0.7721316874027252,980,0.0055992887,22.17082977294922,0.3,0.00038394368000000003,-0.0016592926000475905,,
11,32.3,204800,-37.098417039999994,17145,100,3.906250058207661e-05,0.5676860809326172,40.28999767303467,0.3561060428619385,-0.7725012809038162,990,0.0021186518,18.916034698486328,0.3,0.00038377984,-0.0012136913188442121,,
11,32.36,206848,-29.202065550000007,17330,101,0.04149739645654336,0.5655936598777771,43.39952621459961,0.356225848197937,-0.7731470882892608,1000,0.016594058,20.996097564697266,0.3,0.00038361600000000004,-0.003908216608251669,,
11,32.92,208896,-27.507655319999998,17525,102,0.0006901041837409138,0.5644355714321136,51.73513660430908,0.35632652044296265,-0.7737573564052582,1010,0.0035465294,25.586854934692383,0.3,0.00038345216,-0.0016877545584793596,,
11,33.65,210944,-30.596872590000004,17714,103,0.0029296876105945556,0.571511298418045,47.36352043151855,0.3563201427459717,-0.7741253912448883,1020,0.007115164,23.513025283813477,0.3,0.00038328832,-0.002470013031270346,,
11,35.27,212992,-26.66685484000001,17908,104,0.00016927083779592068,0.5708827674388885,47.9859712600708,0.35626399517059326,-0.7738726049661636,1030,0.0036112939,22.858247756958008,0.3,0.00038312448,-0.00113412902821437,,
11,36.52,215040,-26.22311993,18097,105,0.0009635416878154502,0.5945441424846649,45.16197834014893,0.35619038343429565,-0.7735294014215469,1040,0.0044003073,22.552570343017578,0.3,0.00038296064,-0.0009147504360407677,,
11,34.99,217088,-32.70228366,18277,106,0.017955729577806778,0.6290282905101776,44.05059280395508,0.35611024498939514,-0.7730830758810043,1050,0.01367325,21.25603485107422,0.3,0.0003827968,-0.003096541441227618,,
11,35.86,219136,-31.18943162,18461,107,3.906250058207661e-05,0.613830029964447,42.894765281677245,0.35603517293930054,-0.7726514250040054,1060,0.002808176,20.13492202758789,0.3,0.00038263296000000006,-0.00045045450809994003,,
,,220000,,,,0.0,0.630812257528305,49.348041725158694,0.3559495806694031,-0.7722131162881851,1070,0.0016723424,24.502227783203125,0.3,0.00038246912000000004,-0.0005448729356794524,24.8,-28.538218211056666
11,35.65,221184,-28.516579340000003,18666,108,,,,,,,,,,,,,
11,36.68,223232,-29.252016549999997,18849,109,0.0,0.6100889146327972,47.243391609191896,0.35588642954826355,-0.7717631459236145,1080,0.00015852592,20.986248016357422,0.3,0.00038230528,-0.00023377196044749304,,
11,35.17,225280,-31.863793110000003,19035,110,0.029804688520380297,0.6149642169475555,42.5395565032959,0.355739027261734,-0.7712103426456451,1090,0.018691381,19.873926162719727,0.3,0.00038214144000000004,-0.006474216429924126,,
11,35.94,227328,-29.64280393,19219,111,0.012682292077806778,0.6234373450279236,40.28925609588623,0.35572344064712524,-0.77065190076828,1100,0.007835361,18.17081069946289,0.3,0.0003819776,-0.004413151884800759,,
11,37.76,229376,-25.561650970000002,19413,112,0.04742187679512426,0.6301433742046356,40.644864845275876,0.35574597120285034,-0.7707830011844635,1110,0.022641305,20.107471466064453,0.3,0.00038181376,-0.004842057210844341,,
11,39.43,231424,-25.27243897,19600,113,0.0568619807891082,0.6580917537212372,43.36172313690186,0.35569190979003906,-0.7706567019224166,1120,0.01581595,24.012176513671875,0.3,0.00038164992000000003,-0.0053487041912740115,,
11,39.35,233472,-27.894975210000002,19785,114,0.01580729227280244,0.6166209280490875,43.49569454193115,0.355619341135025,-0.7703124582767487,1130,0.0077055683,20.707815170288086,0.3,0.00038148608,-0.002368116081233884,,
11,39.91,235520,-30.67859254,19997,115,0.006979166841483675,0.6484376490116119,35.807448387145996,0.35562533140182495,-0.7700391352176666,1140,0.0074207103,17.446868896484375,0.3,0.00038132224,-0.0023511563094507524,,
11,40.76,237568,-24.45190182,20184,116,0.010065104471868836,0.6323443055152893,36.72610588073731,0.35546207427978516,-0.7698736280202866,1150,0.009672384,18.332740783691406,0.3,0.0003811584,-0.0025253436818456986,,
11,40.15,239616,-17.74045574,20369,117,0.004908854264067486,0.6633534729480743,47.026497268676756,0.3553285002708435,-0.7687884271144867,1160,0.008137241,20.81745719909668,0.3,0.00038099456,-0.0018705534130686098,,
,,240000,,,,0.015403646056074648,0.6327440738677979,43.83851203918457,0.35535621643066406,-0.7684690654277802,1170,0.008840783,23.403854370117188,0.3,0.00038083072,-0.002680871112534078,30.8,-19.740956902131437
11,40.75,241664,-25.135667090000002,20567,118,,,,,,,,,,,,,
11,43.2,243712,-24.710318609999995,20756,119,0.006171875254949555,0.67424276471138,36.29557991027832,0.35537296533584595,-0.7686933100223541,1180,0.010281747,18.695083618164062,0.3,0.00038066688000000005,-0.0031635814144828967,,
11,46.32,245760,-23.0789689,20938,120,0.023216146643972025,0.6839158236980438,40.92695846557617,0.3552834689617157,-0.768500006198883,1190,0.01397664,19.325130462646484,0.3,0.00038050304000000003,-0.003411915377109831,,
11,46.48,247808,-21.177796899999997,21116,121,0.005520833484479226,0.6367319524288177,44.690323448181154,0.3552256226539612,-0.7680064707994461,1200,0.006901497,22.109495162963867,0.3,0.0003803392,-0.004137885850796008,,
11,42.69,249856,-27.550090090000005,21299,122,0.012148437817813829,0.6346141397953033,50.193982887268064,0.3552216589450836,-0.7678400874137878,1210,0.010880091,26.762815475463867,0.3,0.00038017536000000004,-0.004238501745930989,,
11,41.11,251904,-29.33317863,21478,123,0.0005989583441987634,0.6281626224517822,41.41544723510742,0.35520869493484497,-0.7678314447402954,1220,0.0057654195,19.23142433166504,0.3,0.00038001152,-0.0020436601485562256,,
