time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/clip_range,train/clip_fraction,train/learning_rate,train/std,train/n_updates,train/approx_kl,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
206,33038,12,122.98,421888,118.86910344,,,,,,,,,,,,,
207,33167,12,132.89,423936,132.93673553,0.3,0.15872396104969083,0.00036624896,0.27991336584091187,2060,0.10137388,22.418030834198,-0.2727968156337738,10.493711471557617,0.7293562293052673,0.001874019025126472,,
208,33302,12,145.1,425984,153.87232936000004,0.3,0.14358073165640234,0.00036608512000000005,0.27983319759368896,2070,0.019709732,19.255328941345216,-0.2705285012722015,8.831644058227539,0.7973511517047882,0.0013853991683572709,,
209,33430,12,158.52,428032,181.96727295999997,0.3,0.15933594177477062,0.00036592128000000003,0.2796461582183838,2080,0.04195595,16.672434759140014,-0.2692698955535889,8.130199432373047,0.7781698256731033,0.003002337795333032,,
210,33555,12,164.61,430080,191.28292157999996,0.3,0.243203129991889,0.00036575744,0.27938827872276306,2090,0.039407954,15.314699649810791,-0.26620051860809324,7.114810943603516,0.7754736393690109,0.010944449352100505,,
211,33684,12,169.14,432128,197.61107237,0.3,0.1185677106725052,0.00036559360000000004,0.2790811061859131,2100,0.020304363,18.82383451461792,-0.26372105479240415,8.044161796569824,0.7289604246616364,-0.00038699301076121627,,
212,33809,12,169.09,434176,200.40832213000002,0.3,0.049518230557441714,0.00036542976,0.27871739864349365,2110,0.014278713,20.61366205215454,-0.26029120683670043,10.91217041015625,0.7259725034236908,-0.010315762456411904,,
213,33938,12,179.64,436224,222.97168871000005,0.3,0.09709635698236525,0.00036526592,0.2775340974330902,2120,0.029633595,20.448791027069092,-0.2555012881755829,11.257445335388184,0.7524024248123169,-0.008773606200702489,,
214,34062,12,192.61,438272,248.94843249999997,0.3,0.1319401077926159,0.00036510208,0.27664631605148315,2130,0.023967529,14.166207075119019,-0.24543691873550416,6.331117153167725,0.7830801159143448,0.004683597462208128,,
,,,,440000,,0.3,0.12343750349245966,0.00036493824,0.2759428024291992,2140,0.054517716,14.291797208786011,-0.23900616765022278,7.851324558258057,0.7739958316087723,-0.0004240127980301267,308.8,689.7268720513209
215,34306,12,201.12,440320,268.59447629000005,,,,,,,,,,,,,
216,34427,12,214.49,442368,294.58249520999993,0.3,0.3521224085241556,0.00036477440000000003,0.27529412508010864,2150,0.043878466,19.49337501525879,-0.23256201148033143,10.497063636779785,0.7348913252353668,0.05532171544036828,,
217,34551,12,229.65,444416,320.76722216999997,0.3,0.12432292073499411,0.00036461056,0.27467939257621765,2160,0.016164694,13.046618795394897,-0.22738268971443176,6.143189907073975,0.6978446543216705,0.0010675670206546695,,
218,34673,12,241.62,446464,343.86418936,0.3,0.23178386110812427,0.00036444672000000004,0.27429842948913574,2170,0.02049054,14.197883653640748,-0.2229113519191742,5.486422538757324,0.7337434887886047,0.011529123882646708,,
219,34822,12,197.03,448512,267.40923866,0.3,0.653020852804184,0.00036428288,0.2746233344078064,2180,1.5901257,11.464321756362915,-0.22016902565956115,5.208585739135742,0.7487522065639496,0.280618917811662,,
220,34990,12,102.29,450560,104.86915291000001,0.3,0.58670574426651,0.00036411904000000004,0.27599474787712097,2190,0.16866282,38.052870464324954,-0.2254522144794464,17.869783401489258,0.5566895306110382,0.11919586149044333,,
221,35144,12,40.41,452608,-7.931717969999999,0.3,0.1890364616177976,0.0003639552,0.2770029902458191,2200,0.034638118,28.95352449417114,-0.23358399271965027,13.473763465881348,0.5667969882488251,-0.008149339948140533,,
222,35303,12,45.95,454656,-1.84219207,0.3,0.07135416727978736,0.00036379136,0.27757179737091064,2210,0.019647777,22.40266351699829,-0.23961177468299866,10.485713005065918,0.6494394540786743,-0.0091813382113469,,
223,35457,12,46.26,456704,-2.9511984499999993,0.3,0.05156250080908649,0.00036362752000000003,0.27740296721458435,2220,0.016900374,26.372606468200683,-0.240200412273407,12.228404998779297,0.6477168500423431,-0.0070921838221602255,,
224,35598,12,56.59,458752,8.031748940000002,0.3,0.07834635637700557,0.00036346368,0.27713310718536377,2230,0.017868452,21.568360614776612,-0.23805723786354066,10.475004196166992,0.6901402473449707,-0.010570097577292437,,
,,,,460000,,0.3,0.10065104337409139,0.00036329984000000004,0.277339905500412,2240,0.020064505,23.042578887939452,-0.2367094337940216,10.309676170349121,0.6683090329170227,-0.008050898150249852,91.4,15.584220030694269
225,35766,12,64.8,460800,18.9036053,,,,,,,,,,,,,
226,35908,12,72.95,462848,27.76520649,0.3,0.07432291801087558,0.000363136,0.2769511938095093,2250,0.011448333,22.126214599609376,-0.2356752038002014,11.818760871887207,0.6855623424053192,-0.00819001757277874,,
227,36047,12,79.37,464896,38.58784286,0.3,0.05536458421556745,0.00036297216,0.27670174837112427,2260,0.016508762,22.8007532119751,-0.2316119909286499,11.855890274047852,0.7243702113628387,-0.008820642147838953,,
228,36186,12,83.58,466944,39.25997830000001,0.3,0.06786458505375777,0.00036280832,0.27659842371940613,2270,0.020949963,22.7132511138916,-0.22871608138084412,10.76843547821045,0.71554034948349,-0.006294751892237382,,
229,36353,12,77.5,468992,31.76391858,0.3,0.18351563126780093,0.00036264448,0.27701008319854736,2280,0.019407455,28.77903299331665,-0.22778432965278625,13.759451866149902,0.7576552629470825,0.0057940125430469,,
230,36483,12,85.95,471040,51.52784344000001,0.3,0.12115885703824461,0.00036248064,0.2769763171672821,2290,0.015602345,25.053343486785888,-0.22898203730583191,11.45884895324707,0.7156083881855011,-0.0033974844851764273,,
231,36609,12,93.65,473088,65.16752067,0.3,0.12048177365213633,0.0003623168,0.27723559737205505,2300,0.018232312,19.528823375701904,-0.22751631140708922,9.302173614501953,0.7214263081550598,-0.013667637462494909,,
232,36735,12,104.79,475136,83.39124865000002,0.3,0.053111980351968666,0.00036215296000000004,0.27748194336891174,2310,0.01860872,20.16529083251953,-0.2275594711303711,10.146659851074219,0.7663674801588058,-0.008357214489369635,,
233,36865,12,115.48,477184,102.07539995,0.3,0.059453126491280275,0.00036198912,0.2774773836135864,2320,0.022935495,23.03329916000366,-0.22683329582214357,10.10180377960205,0.7340598106384277,-0.008217319693067094,,
234,36991,12,124.4,479232,121.19203768000001,0.3,0.07283854270353914,0.00036182528000000005,0.27709513902664185,2330,0.017102363,20.217625236511232,-0.22440731525421143,9.967382431030273,0.6862213611602783,-0.010175359946442785,,
,,,,480000,,0.3,0.0852864596992731,0.00036166144,0.27661991119384766,2340,0.014320705,19.5438383102417,-0.22022032141685485,9.069478988647461,0.7352215051651001,-0.003442122299893491,362.8,670.5835502025672
235,37260,12,138.69,481280,153.68676728999998,,,,,,,,,,,,,
236,37387,12,154.7,483328,183.60887807,0.3,0.12451823171286378,0.0003614976,0.27598682045936584,2350,0.038015157,21.074190425872803,-0.21579301953315735,10.34570598602295,0.7850833684206009,-0.0026662212839073606,,
237,37509,12,173.32,485376,219.96806221000003,0.3,0.15523437897209078,0.00036133376000000003,0.27559515833854675,2360,0.11975987,17.975255012512207,-0.20939981341362,9.542099952697754,0.735385537147522,-0.0034811367583461096,,
238,37630,12,192.41,487424,254.34931451000003,0.3,0.15627604710753076,0.00036116992,0.27505242824554443,2370,0.07738589,18.525324821472168,-0.20490164756774903,8.460206985473633,0.6670959889888763,-0.004861212123651093,,
239,37751,12,206.53,489472,283.69802380000004,0.3,0.43425782918930056,0.00036100608,0.274452269077301,2380,0.30016077,13.499744892120361,-0.19864662885665893,6.436696529388428,0.700398862361908,0.060148105237749404,,
240,37878,12,217.13,491520,304.28057219,0.3,0.15342448204755782,0.00036084224,0.27363675832748413,2390,0.07399577,18.31662368774414,-0.1925870358943939,9.558999061584473,0.7684432715177536,0.00030072078341618623,,
241,38003,12,223.95,493568,319.39640326,0.3,0.07695312660653145,0.00036067840000000005,0.2724113166332245,2400,0.012078177,20.21337423324585,-0.18313944935798646,8.306159973144531,0.7713198810815811,-0.008968724781880155,,
242,38122,13,233.9,495616,341.22788564,0.3,0.1943489638157189,0.00036051456,0.2719182074069977,2410,0.023578037,19.590301322937012,-0.17422372698783875,10.1843843460083,0.7850961834192276,0.004155509965457859,,
243,38252,13,239.58,497664,358.91357040999986,0.3,0.1790104204788804,0.00036035072000000005,0.27166062593460083,2420,0.054300185,18.690853786468505,-0.1710616171360016,8.927472114562988,0.6872218549251556,0.018975653371890066,,
244,38370,13,252.05,499712,387.1879157400001,0.3,0.1543619841337204,0.00036018688000000003,0.2713024616241455,2430,0.023595905,22.576577377319335,-0.1670543372631073,9.97539234161377,0.774032473564148,-0.0015654287050711258,,
,,,,500000,,0.3,0.23980469190864823,0.00036002304,0.2708907425403595,2440,0.41203707,15.866337776184082,-0.1629549503326416,7.821294784545898,0.7414939403533936,0.03184531074944972,444.0,1057.4170012171148
245,38645,12,246.0,501760,380.47499669999996,,,,,,,,,,,,,
246,38770,12,257.81,503808,399.28856570999994,0.3,0.19040364921092987,0.00035985920000000004,0.27062711119651794,2450,0.018684275,25.790473175048827,-0.15899454951286315,10.869475364685059,0.711845874786377,-0.004694016050198169,,
247,38882,13,270.26,505856,424.82950124,0.3,0.08148437700292561,0.00035969536,0.2704678177833557,2460,0.02652034,17.73915038108826,-0.15701518058776856,6.7348313331604,0.7100571095943451,-0.008057700546924007,,
248,39000,13,277.67,507904,443.16609752,0.3,0.33645834513008593,0.00035953152,0.2705158591270447,2470,0.14877002,11.814156770706177,-0.15491872429847717,5.615564346313477,0.7209738492965698,0.020012206786195752,,
249,39128,13,287.27,509952,467.1683821999999,0.3,0.12938802572898567,0.00035936768,0.270140141248703,2480,0.16163154,12.910251140594482,-0.15282174944877625,5.967879772186279,0.8001415431499481,0.0031921937200240615,,
250,39248,13,296.93,512000,487.33194862,0.3,0.13626302485354244,0.00035920384,0.2693902850151062,2490,0.027369224,18.106993770599367,-0.14650720357894897,9.007914543151855,0.7102609276771545,-0.0023594473855337306,,
251,39368,13,300.55,514048,500.63237028000003,0.3,0.263515633251518,0.00035904,0.2689690589904785,2500,0.0593609,11.625477123260499,-0.14046374559402466,6.453274250030518,0.7798592895269394,0.021796404020278715,,
252,39491,13,299.56,516096,501.36423819,0.3,0.09713541997480206,0.00035887616,0.2687775492668152,2510,0.019035414,12.49349341392517,-0.1358814299106598,4.920772075653076,0.7295879423618317,-0.006526827611378394,,
253,39614,13,307.65,518144,522.11058868,0.3,0.2341015689074993,0.00035871232000000004,0.2678166329860687,2520,0.2303992,12.406452226638795,-0.12927065491676332,6.493474006652832,0.817783534526825,0.02808256353600882,,
,,,,520000,,0.3,0.3221875090850517,0.00035854848,0.2672956883907318,2530,0.14992255,13.71876769065857,-0.11966200470924378,6.187249660491943,0.6060163378715515,0.03922537531354465,226.0,360.4266771443887
254,39819,13,308.05,520192,527.01882438,,,,,,,,,,,,,
255,39937,13,318.16,522240,549.88744506,0.3,0.13516927249729632,0.00035838464000000005,0.26693063974380493,2540,0.02176838,18.4895676612854,-0.11569255590438843,8.203948020935059,0.7131763100624084,-0.01136234871053592,,
256,40059,13,332.99,524288,581.81571971,0.3,0.15304687935858965,0.0003582208,0.2660793662071228,2550,0.048978694,10.937469863891602,-0.10935580730438232,4.76550817489624,0.7829906493425369,-0.014381116792647041,,
257,40177,13,349.05,526336,617.88096869,0.3,0.1508724007755518,0.00035805696,0.26574698090553284,2560,0.020188373,9.82001280784607,-0.10190580487251281,4.7256927490234375,0.7888530790805817,-0.0047281043202383796,,
258,40301,13,349.29,528384,629.33027168,0.3,0.3835026118904352,0.00035789312000000003,0.2653077244758606,2570,0.07997294,9.830300283432006,-0.09702100753784179,4.583821773529053,0.7311544120311737,0.05986350135761311,,
259,40422,13,362.19,530432,654.00195077,0.3,0.4882161568850279,0.00035772928,0.2654140293598175,2580,0.74587977,14.055923748016358,-0.09297711849212646,6.819144248962402,0.8126631677150726,0.08958664010977373,,
260,40544,13,367.42,532480,663.7924139300002,0.3,0.35854167565703393,0.00035756544,0.26570242643356323,2590,0.10052247,15.264183712005615,-0.09552245736122131,6.247982978820801,0.7236026525497437,0.02691241492284462,,
261,40670,13,380.12,534528,685.64258125,0.3,0.11227864988613874,0.0003574016,0.26583394408226013,2600,0.014314484,15.638920402526855,-0.09505061507225036,7.248333930969238,0.6717128157615662,-0.014136440923903138,,
262,40792,13,378.79,536576,686.3172582100001,0.3,0.14325521080754697,0.00035723776,0.26532483100891113,2610,0.021894569,13.502325773239136,-0.09125783443450927,6.518374443054199,0.77217897772789,-0.008744554761797186,,
263,40907,13,390.74,538624,709.38692431,0.3,0.10139323193579912,0.00035707392,0.26435837149620056,2620,0.032970123,15.862842226028443,-0.08357656002044678,8.254693031311035,0.7782247215509415,-0.011743981628678735,,
,,,,540000,,0.3,0.07837239790242165,0.00035691008000000006,0.26314595341682434,2630,0.014558533,12.74853868484497,-0.07112503051757812,6.107766628265381,0.6700530648231506,-0.010858750075567514,633.2,1811.6023134942166
264,41273,13,396.16,540672,726.80991555,,,,,,,,,,,,,
265,41401,13,401.18,542720,744.964555,0.3,0.1729947941377759,0.00035674624000000003,0.2621806263923645,2640,0.033086147,20.00235414505005,-0.059006679058074954,8.18550968170166,0.7799788564443588,-0.012999496494885543,,
266,41524,13,402.17,544768,751.4314220599999,0.3,0.052630209602648394,0.0003565824,0.2620213031768799,2650,0.020592624,15.08145580291748,-0.0531173050403595,7.998641014099121,0.8164489716291428,-0.007074129790998996,,
267,41648,13,388.4,546816,727.0998302199998,0.3,0.12470052484422922,0.00035641856000000004,0.2612327039241791,2660,0.04325527,13.059963464736938,-0.04795576930046082,5.059298992156982,0.7820097655057907,0.00026662289659725726,,
268,41770,13,400.73,548864,758.50178266,0.3,0.1786588566377759,0.00035625472,0.26007282733917236,2670,0.081847176,15.472214508056641,-0.03736229538917542,7.997490882873535,0.7402191162109375,-0.013441509222611715,,
269,41892,13,414.86,550912,789.66744565,0.3,0.08179687606170774,0.00035609088,0.2584746479988098,2680,0.018737841,11.042969942092896,-0.02480320930480957,4.949402809143066,0.6936121582984924,-0.010656738908728558,,
270,42014,13,420.25,552960,805.7477077500001,0.3,0.23792969044297935,0.00035592704,0.2572081983089447,2690,0.04672058,13.552296924591065,-0.008768916130065918,5.556931018829346,0.7599110305309296,-0.008636990329978288,,
271,42144,13,376.18,555008,699.2224754700001,0.3,0.6302734546363353,0.0003557632,0.2571614682674408,2700,4.9758234,13.073509407043456,0.0005635917186737061,5.754462718963623,0.6856194138526917,0.21104466097895055,,
272,42273,13,360.17,557056,658.9985867600001,0.3,0.5104817867279052,0.00035559936,0.25763219594955444,2710,0.14625296,21.334793853759766,-0.0020128309726715086,8.071751594543457,0.39087557792663574,0.06155725647695363,,
273,42407,13,309.8,559104,524.77213102,0.3,0.18356771314283832,0.00035543552,0.257720023393631,2720,0.0504315,16.017085361480714,-0.003523707389831543,7.017765045166016,0.6704514026641846,-0.014532860254403169,,
,,,,560000,,0.3,0.06416666790901218,0.00035527168,0.25761735439300537,2730,0.018068783,26.159934043884277,-0.0031066656112670897,9.353161811828613,0.8732709288597107,-0.006300990284653363,472.0,678.2757744033355
274,42740,13,263.37,561152,427.7969507200001,,,,,,,,,,,,,
275,42868,13,233.41,563200,350.71484873999987,0.3,0.12192708489019424,0.00035510784,0.25820210576057434,2740,0.019577805,14.760203886032105,-0.00129166841506958,5.311630725860596,0.6057144403457642,-0.011120635369443299,,
276,42995,13,245.79,565248,362.18028701999987,0.3,0.15317708744551056,0.00035494400000000005,0.2587353587150574,2750,0.03730171,13.64834885597229,-0.003658050298690796,6.511385917663574,0.7286258041858673,-0.013848480425076559,,
277,43123,13,245.8,567296,349.34224249,0.3,0.17489583753049373,0.00035478016,0.2586918771266937,2760,0.018827349,9.501407980918884,-0.002876603603363037,5.159555435180664,0.7409397661685944,-0.01979475007392466,,
278,43249,13,247.26,569344,349.89084209999993,0.3,0.2244270883500576,0.00035461632,0.2575722336769104,2770,0.049872592,8.984268426895142,0.001826387643814087,3.7979042530059814,0.8007754236459732,-0.011135992945055479,,
279,43373,13,255.33,571392,351.70344439,0.3,0.19601562838070094,0.00035445248000000003,0.2567884922027588,2780,0.07819197,10.595578813552857,0.010912418365478516,4.578705310821533,0.7962284684181213,-0.014105184837826523,,
280,43494,13,271.85,573440,378.00439411,0.3,0.22580729655455797,0.00035428864,0.25616663694381714,2790,0.09819079,6.95564832687378,0.01707398295402527,3.471830368041992,0.723908931016922,-0.009346153291407954,,
281,43609,13,269.96,575488,365.81996172,0.3,0.14339844025671483,0.0003541248,0.25579625368118286,2800,0.047639534,8.559580302238464,0.023390752077102662,3.741170883178711,0.5315920114517212,-0.014591962106060308,,
282,43732,13,275.05,577536,364.72681550999994,0.3,0.5518359455280006,0.00035396096,0.2560434341430664,2810,0.15355013,7.29094660282135,0.027397704124450684,3.4622771739959717,0.7451373040676117,0.0959889902407304,,
283,43851,13,277.01,579584,362.93959731999996,0.3,0.39653646796941755,0.00035379712,0.25615552067756653,2820,0.20578772,6.918755435943604,0.026673299074172974,3.551941394805908,0.7498284876346588,0.02212745382916186,,
,,,,580000,,0.3,0.2738802142441273,0.00035363328,0.2557200789451599,2830,0.1825931,7.136911869049072,0.029772812128067018,3.093313694000244,0.7018105089664459,-0.00776064277859394,888.0,2008.3665938935096
284,44304,13,286.14,581632,372.0740073,,,,,,,,,,,,,
285,44426,13,295.54,583680,390.57424296,0.3,0.3131770916283131,0.00035346944000000006,0.2549998164176941,2840,0.04800461,10.622943830490112,0.03572869896888733,5.140411376953125,0.6758650243282318,0.01095790934516117,,
286,44548,13,314.9,585728,431.03799398999996,0.3,0.2600781314074993,0.00035330560000000003,0.2544398307800293,2850,0.025448363,9.685571002960206,0.043569284677505496,4.218907356262207,0.7273459732532501,-0.0008135570923331059,,
287,44665,13,329.33,587776,469.75406919999995,0.3,0.21429688073694705,0.00035314176,0.2541130781173706,2860,0.06485681,10.527779817581177,0.047420608997344973,5.359251022338867,0.7569910734891891,-0.02187906117294915,,
288,44792,13,340.57,589824,489.79987959999994,0.3,0.3327083402778953,0.00035297792000000004,0.2536398768424988,2870,0.15888512,8.559920525550842,0.052559149265289304,4.422131061553955,0.7086111009120941,0.03208933201385662,,
289,44913,13,356.05,591872,522.80869828,0.3,0.15661458810791373,0.00035281408,0.2535207271575928,2880,0.0065504415,16.540867185592653,0.05668100118637085,7.78646993637085,0.919795036315918,-0.012696868753991985,,
290,45034,13,369.01,593920,550.4496385099999,0.3,0.41846355199813845,0.00035265024,0.253425657749176,2890,0.07305481,7.501094722747803,0.05948549509048462,4.210310459136963,0.7112483978271484,0.042631536340340934,,
291,45147,13,386.57,595968,586.7993216999998,0.3,0.2977864658460021,0.00035248640000000003,0.253300279378891,2900,0.096296705,9.598477482795715,0.06217767000198364,4.073400020599365,0.6395635306835175,0.002154100941261383,,
292,45268,13,397.0,598016,613.85975017,0.3,0.5081119902431965,0.00035232256,0.25295180082321167,2910,0.11826771,6.476109600067138,0.06534768342971801,2.781052827835083,0.7195775806903839,0.09050581621937455,,
,,,,600000,,0.3,0.35023438185453415,0.00035215872000000004,0.25260984897613525,2920,0.041448466,7.332675051689148,0.07291889190673828,3.643481969833374,0.7424828708171844,0.03519880762556564,810.6,2171.8844204202296
293,45692,13,423.61,600064,675.16172695,,,,,,,,,,,,,
294,45824,13,432.5,602112,707.29123105,0.3,0.20529948348994367,0.00035199488,0.2520115375518799,2930,0.042578183,9.65650372505188,0.07924779057502747,4.397798538208008,0.6934669017791748,-0.017642142863478517,,
295,45946,13,442.72,604160,734.52443707,0.3,0.27089844420552256,0.00035183104,0.2518884539604187,2940,0.084085464,10.054153442382812,0.08635157346725464,4.775747776031494,0.7870048582553864,-0.0008210454892832786,,
296,46067,13,461.57,606208,776.6016176400001,0.3,0.38312500938773153,0.0003516672,0.25084829330444336,2950,0.15790057,7.34329240322113,0.09274518489837646,3.725520372390747,0.7904174327850342,0.0387486107298173,,
297,46183,13,479.53,608256,814.9753598900002,0.3,0.2511979192495346,0.00035150336,0.25028783082962036,2960,0.015991565,16.49045991897583,0.10085545778274536,7.389638423919678,0.6822521686553955,-0.010113581467885524,,
298,46302,13,491.32,610304,841.52662214,0.3,0.1920052109286189,0.00035133952000000003,0.24934130907058716,2970,0.04964826,7.648055481910705,0.10659928917884827,3.1757893562316895,0.7037216424942017,-0.013373385323211551,,
299,46424,13,510.65,612352,885.9491053999998,0.3,0.2969661556184292,0.00035117568,0.24824348092079163,2980,0.19637907,6.678342628479004,0.11773585677146911,3.1012024879455566,0.7120344936847687,-0.0024721726868301096,,
300,46543,13,534.66,614400,946.2538286399999,0.3,0.34382813337724655,0.00035101184000000004,0.2469654083251953,2990,0.13506332,8.737146997451783,0.1279121994972229,3.8064560890197754,0.6742084324359894,0.017591870781034125,,
301,46667,13,549.27,616448,988.5358650199997,0.3,0.2601171940565109,0.000350848,0.24666139483451843,3000,0.08150719,8.127648520469666,0.13723862767219544,3.9499621391296387,0.75535748898983,-0.012812889686756535,,
302,46794,13,564.52,618496,1022.6448789799999,0.3,0.38296875581145284,0.00035068416000000004,0.24580642580986023,3010,0.17319903,6.805765295028687,0.14387824535369872,3.125002861022949,0.7717829197645187,0.053986482499167335,,
,,,,620000,,0.3,0.5129297018051148,0.00035052032,0.2454553246498108,3020,0.17475912,12.067174577713013,0.15210772156715394,5.052273273468018,0.7209901809692383,0.03729735324159265,1000.0,2819.950448194705
303,47263,13,574.94,620544,1060.06492175,,,,,,,,,,,,,
304,47385,13,592.17,622592,1106.7216706400002,0.3,0.22497396332910286,0.00035035648,0.24530690908432007,3030,0.06256612,13.741565227508545,0.15515289902687074,6.957886219024658,0.7441757917404175,0.0019749857444549155,,
305,47510,13,602.56,624640,1148.3623548099997,0.3,0.0972265638760291,0.00035019264000000003,0.24481645226478577,3040,0.0188976,7.775800824165344,0.16117429733276367,3.394035816192627,0.7613153606653214,-0.006396541225840302,,
306,47631,13,616.0,626688,1194.5313490400001,0.3,0.13384114829823374,0.0003500288,0.24375464022159576,3050,0.028343547,6.9820905208587645,0.16965203285217284,2.75704026222229,0.6158361732959747,-0.012567203189246357,,
307,47760,13,622.55,628736,1226.22064903,0.3,0.20714844304020516,0.00034986496000000004,0.24165350198745728,3060,0.040700577,7.06565535068512,0.18523478507995605,2.3810694217681885,0.7701696157455444,-0.0005193035090633291,,
308,47880,13,630.09,630784,1249.9214953500002,0.3,0.22776042215991765,0.00034970112,0.240742027759552,3070,0.026437182,8.661786031723022,0.2003541886806488,4.564186096191406,0.6421908438205719,-0.00603789702057842,,
309,48002,13,637.24,632832,1272.31542684,0.3,0.31380209177732465,0.00034953728000000004,0.23980405926704407,3080,0.21562095,6.876362657546997,0.21051713824272156,3.1096560955047607,0.7304858863353729,0.023765026659239075,,
310,48125,13,646.35,634880,1309.3496155,0.3,0.32460938170552256,0.00034937344,0.2392575442790985,3090,0.03816971,14.683147192001343,0.2180390775203705,4.256358623504639,0.4171715974807739,0.037172648359555714,,
311,48245,13,649.6,636928,1334.6447757300002,0.3,0.2656250070780516,0.00034920960000000005,0.23903235793113708,3100,0.07453761,9.009775018692016,0.22240822315216063,4.320545673370361,0.6314550042152405,0.01492608060594649,,
312,48365,13,649.6,638976,1349.83750841,0.3,0.39992188215255736,0.00034904576000000003,0.2389214038848877,3110,0.34997696,8.66721682548523,0.2268790304660797,3.9815261363983154,0.6207924485206604,0.002768881859956318,,
,,,,640000,,0.3,0.13929687850177289,0.00034888192,0.23888267576694489,3120,0.022411985,7.434899520874024,0.23115565180778502,3.7553114891052246,0.7332499027252197,-0.013669166048057412,929.2,2923.9145289305598
313,48818,13,645.53,641024,1360.4924194,,,,,,,,,,,,,
314,48938,13,648.02,643072,1385.4834419400001,0.3,0.2982812592526898,0.00034871808000000004,0.23909220099449158,3130,0.07887676,8.60495433807373,0.23647125959396362,3.4865996837615967,0.7393224537372589,0.023640510273398842,,
315,49062,13,639.6,645120,1386.54595359,0.3,0.33187500685453414,0.00034855424,0.23962068557739258,3140,0.056960724,9.981520462036134,0.23895920515060426,4.623841285705566,0.7693736255168915,0.005566872227936992,,
316,49180,13,639.6,647168,1403.4670692,0.3,0.25740886069834235,0.0003483904,0.23926237225532532,3150,0.040980898,10.266398763656616,0.24273666143417358,4.879773139953613,0.7414368391036987,0.01528588411747478,,
317,49303,13,646.76,649216,1434.58400761,0.3,0.23261719346046447,0.00034822656,0.23761627078056335,3160,0.050461862,9.165706825256347,0.25341532826423646,3.47636079788208,0.6759105920791626,-0.0014391475060256287,,
318,49425,13,631.61,651264,1422.3153073500007,0.3,0.3186718814074993,0.00034806272,0.23673638701438904,3170,0.07231714,9.540653181076049,0.26776307821273804,3.609722137451172,0.7036476135253906,0.01779414291959256,,
319,49546,13,641.36,653312,1450.0960806300002,0.3,0.23755208887159823,0.00034789888,0.23599249124526978,3180,0.19023032,10.579609394073486,0.27542383670806886,4.692333221435547,0.8490974605083466,-0.0010099964495748459,,
320,49679,13,627.54,655360,1443.8030455500002,0.3,0.5916145965456963,0.00034773504,0.2363099306821823,3190,0.17472047,20.067562198638917,0.28035496473312377,9.596562385559082,0.7911739945411682,0.06951115984469655,,
321,49806,13,623.97,657408,1444.7875358299998,0.3,0.30190104991197586,0.00034757120000000004,0.23627017438411713,3200,0.103357606,11.301093578338623,0.2798967123031616,5.357413291931152,0.8047094196081161,-0.0029548579768379655,,
322,49931,13,625.24,659456,1460.9380332899998,0.3,0.18835937716066836,0.00034740736,0.23625898361206055,3210,0.02695807,10.173344659805299,0.28304447531700133,4.508036136627197,0.8420135080814362,-7.147657452133416e-06,,
,,,,660000,,0.3,0.3177213631570339,0.00034724352000000005,0.23612567782402039,3220,0.08372237,6.708276343345642,0.28807253241539,2.6663005352020264,0.8125873953104019,0.007400709530338645,560.6,1683.9368025681003
323,50218,13,606.49,661504,1428.8308683799999,,,,,,,,,,,,,
324,50333,13,600.25,663552,1424.87875843,0.3,0.37509115785360336,0.00034707968,0.23623088002204895,3230,0.1982542,12.531800127029419,0.2921392023563385,4.620627403259277,0.7742629647254944,0.03755935294902883,,
325,50462,13,609.32,665600,1457.8847143399998,0.3,0.27388021647930144,0.00034691584,0.23617002367973328,3240,0.025023973,8.14872944355011,0.29477912187576294,4.916635513305664,0.7472241520881653,0.014588100698892959,,
326,50584,13,604.54,667648,1463.6315034599995,0.3,0.24528646068647503,0.00034675200000000003,0.2349356710910797,3250,0.09237963,9.303755187988282,0.3037055194377899,3.306682586669922,0.8519363254308701,-0.00469825978041627,,
327,50711,13,593.53,669696,1451.7423063400001,0.3,0.27752604968845845,0.00034658816,0.2328253984451294,3260,0.07508159,7.418754291534424,0.31963118314743044,4.4226908683776855,0.7827479094266891,0.01943723668751769,,
328,50835,13,583.67,671744,1441.9939850500002,0.3,0.33621094524860384,0.00034642432,0.23164866864681244,3270,0.08724486,6.843594264984131,0.3386756360530853,3.086960554122925,0.8070784211158752,0.020889017065055703,,
329,50955,13,586.9,673792,1460.0135822,0.3,0.3007682353258133,0.00034626048000000007,0.23189491033554077,3280,0.057467394,8.865616035461425,0.347798228263855,4.429075241088867,0.6901243329048157,0.013460550814634242,,
330,51075,13,598.88,675840,1499.87231221,0.3,0.28001302629709246,0.00034609664000000005,0.23178055882453918,3290,0.046130627,7.63076388835907,0.35259019732475283,3.5281734466552734,0.7940082401037216,0.007371177623281255,,
331,51198,13,601.71,677888,1519.3536793800001,0.3,0.31778646558523177,0.0003459328,0.23102803528308868,3300,0.18882494,8.746012759208678,0.36013702154159544,3.738725185394287,0.7733556032180786,0.011260107397101815,,
332,51318,13,601.68,679936,1527.23340253,0.3,0.5817838698625565,0.00034576896000000005,0.23117595911026,3310,0.38435918,8.94117317199707,0.3661061763763428,4.599797248840332,0.8020679354667664,0.12070264713838696,,
