time/iterations,time/time_elapsed,time/fps,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/clip_range,train/clip_fraction,train/learning_rate,train/std,train/n_updates,train/approx_kl,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
32,4910,13,76.78,65536,-350.58526939,0.3,0.06563802360615227,0.00039492096,0.27414754033088684,310,0.01519957,102.43159484863281,-0.23986250758171082,50.42470169067383,2.384185791015625e-06,-0.006717751364922165,,
33,5058,13,72.8,67584,-331.61537145999995,0.3,0.17430989984422923,0.00039475712000000004,0.2785956859588623,320,0.03634525,140.03922996520996,-0.2639884650707245,76.20599365234375,6.4373016357421875e-06,0.0031397376616951076,,
34,5214,13,71.87,69632,-326.12604082000007,0.3,0.10510416915640235,0.00039459328,0.280425101518631,330,0.015168374,120.41314811706543,-0.29012876749038696,62.30657958984375,8.285045623779297e-06,-0.0034033206850290322,,
35,5362,13,73.38,71680,-330.55438376999996,0.3,0.1058984419243643,0.00039442944,0.2830003499984741,340,0.017135192,148.25107040405274,-0.30348498821258546,70.73392486572266,1.3828277587890625e-05,0.00042384940614281774,,
36,5505,13,72.39,73728,-326.28705740000004,0.3,0.10235677370801569,0.0003942656,0.28678470849990845,350,0.016991694,141.1010841369629,-0.326176130771637,67.44265747070312,-0.02171802520751953,-0.005078362772474065,,
37,5636,13,75.33,75776,-341.52860301999993,0.3,0.07546875318512321,0.00039410176,0.2883792221546173,360,0.021094415,102.87412796020507,-0.3464895188808441,44.530921936035156,0.02191615104675293,-0.0009781281760660953,,
38,5777,13,80.32,77824,-366.05091152999995,0.3,0.013346354517852887,0.00039393792000000003,0.2888226807117462,370,0.009422257,98.08678855895997,-0.35270113945007325,49.11106491088867,0.0953516960144043,-0.0038452477063401604,,
39,5928,13,73.44,79872,-332.44167374999995,0.3,0.000755208361078985,0.00039377408,0.2890761196613312,380,0.003188074,103.85561866760254,-0.35477160215377807,53.398677825927734,0.15942102670669556,-0.0008436297332445886,,
,,,,80000,,0.3,0.06992187611758709,0.00039361024000000004,0.2894432544708252,390,0.009106115,117.85598106384278,-0.3569053828716278,55.88663101196289,0.3661167621612549,-0.002248358013894158,88.8,-420.92339832279833
40,6152,13,73.56,81920,-331.44220711,,,,,,,,,,,,,
41,6293,13,71.18,83968,-315.42239696,0.3,0.009218750102445484,0.0003934464,0.28970545530319214,400,0.0025318726,106.61273078918457,-0.3590812921524048,53.74922561645508,0.3224031925201416,0.0005009922033059278,,
42,6434,13,69.55,86016,-309.88845098,0.3,0.005182291893288493,0.00039328256000000005,0.2902126908302307,410,0.007887587,110.53892211914062,-0.3614935100078583,58.082786560058594,0.3645870089530945,-0.0021938807875631016,,
43,6574,13,75.17,88064,-339.60196869,0.3,0.00013020833721384407,0.00039311872,0.29052868485450745,420,0.0032310933,116.05130958557129,-0.36478012800216675,67.25270080566406,0.3478320837020874,0.00023476304457290543,,
44,6723,13,71.1,90112,-319.42482272,0.3,0.0002734375011641532,0.00039295488,0.2908272445201874,430,0.0037517522,95.2892276763916,-0.3666140139102936,52.026206970214844,0.09597927331924438,-0.0009618999798112427,,
45,6867,13,70.91,92160,-319.78771055,0.3,0.0,0.00039279104000000003,0.2910569906234741,440,0.0005990906,103.4660270690918,-0.3685948669910431,47.88105392456055,0.3140486478805542,-0.0005896232195663487,,
46,7017,13,71.28,94208,-322.44167642,0.3,0.026015625917352736,0.0003926272,0.2912876605987549,450,0.0037930405,117.35210876464843,-0.3701236844062805,55.99955368041992,0.3655797243118286,-0.0026089501137903427,,
47,7160,13,67.46,96256,-301.40847338,0.3,0.032903646444901825,0.00039246336000000004,0.29156023263931274,460,0.006302938,102.23954963684082,-0.37190247178077696,53.12035369873047,0.20159906148910522,-0.0032402751966583267,,
48,7301,13,73.29,98304,-331.37104488999995,0.3,0.05529948039329611,0.00039229952,0.29171696305274963,470,0.010198044,114.25393981933594,-0.3734072148799896,58.1829719543457,0.33421391248703003,-0.0032745977022568874,,
,,,,100000,,0.3,0.0,0.00039213568,0.2919453978538513,480,0.0015898558,110.62557525634766,-0.3745049834251404,65.78617858886719,0.30071550607681274,-0.0005407097944043926,466.4,-320.07859298614784
49,7610,13,66.93,100352,-296.70699948999993,,,,,,,,,,,,,
50,7750,13,70.44,102400,-317.40122644999997,0.3,0.011380208699847572,0.00039197184,0.2924438416957855,490,0.013499521,110.48190422058106,-0.37710859179496764,51.99037170410156,0.3906720280647278,-0.0035055485323391535,,
51,7895,13,74.61,104448,-335.0545893000001,0.3,0.03473958376271184,0.000391808,0.292692095041275,500,0.010024655,94.7508544921875,-0.3797210156917572,42.07661819458008,-0.002523660659790039,-0.0032508786741255236,,
52,8043,13,79.17,106496,-359.4826693399999,0.3,0.04510416734265164,0.00039164416000000003,0.2927923798561096,510,0.023957763,107.72092552185059,-0.381006532907486,54.729740142822266,0.2445322871208191,-0.005295121831586586,,
53,8190,13,84.0,108544,-383.64877363999994,0.3,0.09779948075301945,0.00039148032,0.29342415928840637,520,0.0086295605,107.12407531738282,-0.3830981433391571,57.376041412353516,0.3871133327484131,-0.0013508362584252697,,
54,8335,13,84.54,110592,-385.28456828000003,0.3,0.1834505245089531,0.00039131648000000004,0.29386740922927856,530,0.16502261,87.39133491516114,-0.3870971977710724,41.623165130615234,0.1439378261566162,0.010815706477587783,,
55,8479,13,78.31,112640,-356.46006004000003,0.3,0.04932291791774333,0.00039115264,0.2940937280654907,540,0.0048975064,105.13666534423828,-0.3894633173942566,54.6545295715332,0.27853649854660034,-0.0017592345968296286,,
56,8625,13,75.9,114688,-342.25660595,0.3,0.04830729232053273,0.00039098880000000005,0.29436540603637695,550,0.013153024,109.95836906433105,-0.3909526526927948,50.31098937988281,0.3583681583404541,-0.0004751539177777875,,
57,8770,13,77.53,116736,-351.56739243000004,0.3,0.0047656250448198986,0.00039082496,0.2945488393306732,560,0.005058316,103.84159622192382,-0.3926067888736725,51.1959228515625,0.41040968894958496,-0.0008451894394238657,,
58,8921,13,76.82,118784,-345.67090806999994,0.3,0.05511718865018338,0.00039066112,0.29450738430023193,570,0.008516492,84.19766159057617,-0.39340569972991946,38.081573486328125,0.18326705694198608,-0.004518543670201325,,
,,,,120000,,0.3,0.044153647031635046,0.00039049728000000003,0.29443657398223877,580,0.01167676,103.5707347869873,-0.39254390001296996,49.474456787109375,0.32872474193573,0.0009348092270738296,111.0,-528.3986448558047
59,9112,13,81.11,120832,-366.00861406999996,,,,,,,,,,,,,
60,9264,13,78.37,122880,-355.47186378,0.3,0.0377083335100906,0.00039033344,0.294514924287796,590,0.016035121,103.63891487121582,-0.3927501678466797,49.535221099853516,0.37299680709838867,-0.004132445142895414,,
61,9419,13,70.67,124928,-314.80665181999996,0.3,0.028125000683940016,0.0003901696,0.2949146628379822,600,0.020707427,110.70039138793945,-0.3940239429473877,57.04780197143555,0.3059077262878418,-0.0015984869183739646,,
62,9564,13,69.73,126976,-309.8268573099999,0.3,0.00048177084245253353,0.00039000576,0.2950713038444519,610,0.0038597041,127.91864814758301,-0.3964270293712616,65.90476989746094,0.4501303434371948,-0.0009438459273951594,,
63,9715,13,68.46,129024,-299.26381065,0.3,0.0,0.00038984192000000005,0.2951396703720093,620,0.0027157366,102.77493629455566,-0.39696929454803465,49.05078887939453,0.3861708641052246,-0.0012887841689371183,,
64,9891,13,72.94,131072,-319.34380680000004,0.3,0.0,0.00038967808,0.2952302098274231,630,0.0012467796,108.53832473754883,-0.3975380718708038,47.70088195800781,0.4179942011833191,3.7715181347230954e-05,,
65,10039,13,71.78,133120,-309.69105012,0.3,0.0004687500186264515,0.00038951424000000006,0.29543536901474,640,0.0041129687,115.45358963012696,-0.3983771979808807,57.495426177978516,0.46309077739715576,-0.0007399872972746246,,
66,10182,13,72.62,135168,-314.43432716,0.3,0.016523438101285138,0.00038935040000000003,0.29564183950424194,650,0.012883513,112.35931510925293,-0.3998802676796913,51.05818176269531,0.497903048992157,-0.0031144559177482822,,
67,10337,13,69.76,137216,-304.81543948000007,0.3,0.0,0.00038918656,0.295770525932312,660,0.0019440472,110.67589645385742,-0.4011151850223541,50.48961639404297,0.4348607063293457,-0.0007926867156675232,,
68,10482,13,67.85,139264,-295.84566285999995,0.3,0.04701823008363135,0.00038902272000000004,0.2958377003669739,670,0.015664056,103.81403388977051,-0.40174019932746885,49.21165466308594,0.444477379322052,-0.006409820238313824,,
,,,,140000,,0.3,0.0037630208680639043,0.00038885888,0.2959250807762146,680,0.005616067,142.80160102844238,-0.4022389456629753,63.801063537597656,0.2799373269081116,-0.0011799443899872142,32.8,-123.68022147128359
69,10650,13,65.93,141312,-288.99026158,,,,,,,,,,,,,
70,10799,13,67.68,143360,-298.67870619999997,0.3,0.015390625467989593,0.00038869504,0.29606032371520996,690,0.012586487,111.22460746765137,-0.4029984325170517,57.75225067138672,0.40830326080322266,-0.0024836385182425147,,
71,10951,13,67.72,145408,-298.51522973000004,0.3,0.005572916771052405,0.0003885312,0.2961333990097046,700,0.009111166,101.38809814453126,-0.40372353345155715,55.212890625,0.40722233057022095,-0.0013103171015973025,,
72,11103,13,67.86,147456,-301.38385900000003,0.3,0.0,0.00038836736,0.29622435569763184,710,0.00069119426,114.08610687255859,-0.40421237200498583,57.71493148803711,0.3788744807243347,-0.00025708872174163845,,
73,11246,13,70.28,149504,-315.0944485,0.3,0.003984375117579475,0.00038820352,0.29640698432922363,720,0.009486861,102.0091495513916,-0.4051025629043579,55.78678894042969,0.39106231927871704,-0.0026348119698377916,,
74,11392,13,70.5,151552,-315.22516373,0.3,0.0020312500128056854,0.00038803968000000006,0.2965574860572815,730,0.0066175396,101.66740074157715,-0.40636347979307175,54.72221755981445,0.3117683529853821,-0.0019168850826099537,,
75,11531,13,73.08,153600,-325.00603044,0.3,0.023528646715567446,0.00038787584000000004,0.296647846698761,740,0.020669919,108.36162147521972,-0.40711906403303144,59.356746673583984,0.3517720103263855,-0.0025052907620556676,,
76,11672,13,72.67,155648,-325.60642106,0.3,0.030690105084795506,0.000387712,0.29666417837142944,750,0.019724043,103.17509689331055,-0.4075148895382881,49.54702377319336,0.4722279906272888,-0.0012947676283511123,,
77,11820,13,72.62,157696,-325.65908509,0.3,0.00011718750465661287,0.00038754816000000005,0.296650230884552,760,0.0031386404,106.65423278808593,-0.4074952512979507,52.61129379272461,0.28146177530288696,-0.0011320540026281468,,
78,11961,13,71.18,159744,-315.905995,0.3,0.06792968964145985,0.00038738432,0.29667264223098755,770,0.031689852,101.18049430847168,-0.40751714408397677,51.96670913696289,0.3654661774635315,-0.0027036357684119493,,
,,,,160000,,0.3,0.0002343750064028427,0.00038722048,0.2966502904891968,780,0.0035694381,113.35614814758301,-0.4075674176216125,55.58400344848633,0.43662261962890625,-0.0008264186572341847,99.0,-461.88102552220226
79,12140,13,72.39,161792,-319.91275454000004,,,,,,,,,,,,,
80,12284,13,75.37,163840,-332.08460972,0.3,0.017369791789678856,0.00038705664000000003,0.29655659198760986,790,0.01572933,112.29910278320312,-0.4072748437523842,56.08820343017578,0.45407742261886597,-0.003037709695272506,,
81,12423,13,80.18,165888,-355.6388896599999,0.3,0.03023437603842467,0.0003868928,0.29654473066329956,800,0.0077298395,105.59827041625977,-0.406703282892704,52.04548645019531,0.34683430194854736,-0.0022041477103630137,,
82,12561,13,75.68,167936,-337.73196534999994,0.3,0.018242187972646207,0.00038672896,0.296514630317688,810,0.012426643,91.27464447021484,-0.40678046345710756,43.199928283691406,0.26377981901168823,-0.003863971877435679,,
83,12702,13,75.37,169984,-336.69964828999997,0.3,0.05134114676038735,0.00038656512,0.2964756488800049,820,0.018307174,116.22230110168456,-0.40627195686101913,55.601341247558594,0.2833600640296936,-0.0039643062173854385,,
84,12853,13,67.78,172032,-297.38168122,0.3,0.008945312799187376,0.00038640128,0.29649868607521057,830,0.010997796,113.98313980102539,-0.40641715973615644,46.87693405151367,0.3574143052101135,-0.004378366842429387,,
85,12997,13,67.94,174080,-297.29966071,0.3,0.0303776049928274,0.00038623744,0.2967461943626404,840,0.0094607975,123.5447784423828,-0.40710126161575316,63.86772155761719,0.41785919666290283,-0.004382073437027412,,
86,13152,13,59.71,176128,-252.75214469,0.3,0.0740494815632701,0.00038607360000000006,0.2968539893627167,850,0.0063487124,105.25546798706054,-0.4085801675915718,52.06946563720703,0.37917083501815796,-0.0038305433827918014,,
87,13295,13,63.55,178176,-266.47215808000004,0.3,0.01908854194916785,0.00038590976000000003,0.29707521200180054,860,0.009786537,134.4605941772461,-0.40945395529270173,64.95331573486328,0.5276590287685394,-0.004077468115192451,,
,,,,180000,,0.3,0.015351562784053386,0.00038574592,0.29711028933525085,870,0.0039466885,111.80612564086914,-0.41058518886566164,56.34027862548828,0.5207332372665405,-0.0023273047841212424,248.4,-308.3851557103626
88,13516,13,66.38,180224,-275.76214826,,,,,,,,,,,,,
89,13667,13,72.86,182272,-311.20430781,0.3,0.055989584361668676,0.00038558208000000004,0.29706355929374695,880,0.012665033,109.47089614868165,-0.4104375779628754,55.15837478637695,0.5252338349819183,-0.0069101822725497145,,
90,13814,13,73.49,184320,-308.99882182,0.3,0.06729166801087558,0.00038541824,0.2975449860095978,890,0.011498602,95.04386978149414,-0.41188493371009827,53.53302001953125,0.5372973084449768,-0.006780987540259953,,
91,13953,13,70.56,186368,-284.0041712,0.3,0.05460937675088644,0.0003852544,0.2978290915489197,900,0.013543041,108.13619880676269,-0.4145409882068634,52.92778015136719,0.6519918739795685,-0.006834168719360623,,
92,14079,13,75.17,188416,-304.41083668,0.3,0.09678385676816106,0.00038509056,0.29781976342201233,910,0.016035961,105.81279754638672,-0.4155247464776039,44.06155014038086,0.6141811013221741,0.0016951397992670536,,
93,14208,13,79.56,190464,-326.14838327999996,0.3,0.07790364706888794,0.00038492672,0.297727108001709,920,0.015998337,88.96547470092773,-0.4149938091635704,43.505760192871094,0.5129032135009766,-0.0019624613417545066,,
94,14344,13,88.51,192512,-371.42526491999996,0.3,0.15446615032851696,0.00038476288,0.29802417755126953,930,0.023478828,85.13588333129883,-0.41566408723592757,41.317466735839844,0.40358787775039673,-0.000866622849789564,,
95,14485,13,87.34,194560,-374.10309888999996,0.3,0.17036458648799452,0.00038459904,0.29814445972442627,940,0.014193575,79.61732025146485,-0.4172957047820091,39.201332092285156,0.4977627992630005,0.0010760601912625178,,
96,14621,13,99.17,196608,-420.00490568000004,0.3,0.029062500660074875,0.0003844352,0.2981318235397339,950,0.013588466,89.68856582641601,-0.4174914464354515,40.23690414428711,0.5346949994564056,-0.002939391485269871,,
97,14744,13,101.19,198656,-412.34502106999986,0.3,0.10871094074100256,0.00038427136,0.2980409264564514,960,0.012429495,84.04601821899413,-0.417188735306263,42.55426788330078,0.588111937046051,-0.018091971117537485,,
,,,,200000,,0.3,0.09854166847653686,0.00038410752000000005,0.2979302406311035,970,0.019188337,78.09507751464844,-0.41648824214935304,34.081748962402344,0.6991098821163177,-0.01100335211260246,61.2,-133.67574141121003
98,14915,13,97.02,200704,-369.61904436,,,,,,,,,,,,,
99,15053,13,85.84,202752,-289.91667674999997,0.3,0.18074219180271028,0.00038394368000000003,0.297843873500824,980,0.024640609,97.57611999511718,-0.4157679185271263,45.54182052612305,0.6168550848960876,-0.01533990144496784,,
100,15191,13,74.74,204800,-223.91124625,0.3,0.12825520941987634,0.00038377984,0.29753267765045166,990,0.011138881,107.80382614135742,-0.41461014896631243,47.223995208740234,0.5842772424221039,-0.012538669329660478,,
101,15379,13,53.42,206848,-134.38091154,0.3,0.2864974033087492,0.00038361600000000004,0.29735448956489563,1000,0.030859616,110.0641716003418,-0.41277013123035433,53.83137893676758,0.648544043302536,-0.018710405919700857,,
102,15544,13,35.46,208896,-76.06767799,0.3,0.1014713573269546,0.00038345216,0.29710352420806885,1010,0.034384474,80.32286529541015,-0.411447337269783,37.79392623901367,0.7089655995368958,-0.008270563521655278,,
103,15723,13,30.78,210944,-58.43062032999999,0.3,0.076393230445683,0.00038328832,0.2969117760658264,1020,0.010840422,90.2764518737793,-0.4099598407745361,44.91848373413086,0.6860842406749725,-0.008763693221844737,,
104,15905,13,25.22,212992,-43.4506676,0.3,0.05497395930869971,0.00038312448,0.2965128421783447,1030,0.02004059,55.06675262451172,-0.4081845849752426,27.219196319580078,0.6715513467788696,-0.008690300142479845,,
105,16093,13,25.5,215040,-41.28933958,0.3,0.07333333459682763,0.00038296064,0.2961917519569397,1040,0.023433387,58.7128023147583,-0.4053906679153442,27.031871795654297,0.5921345055103302,-0.007103340468602259,,
106,16285,13,23.99,217088,-38.29301782,0.3,0.09884114742744714,0.0003827968,0.2966836094856262,1050,0.029457249,46.27809314727783,-0.4057041838765144,21.427061080932617,0.7401088178157806,-0.009312813945289222,,
107,16465,13,25.84,219136,-40.662952770000004,0.3,0.07080729355802759,0.00038263296000000006,0.2968677878379822,1060,0.017710727,45.185811614990236,-0.4084404394030571,22.010852813720703,0.6998688578605652,-0.0076448024075943975,,
,,,,220000,,0.3,0.14265625253319741,0.00038246912000000004,0.29733380675315857,1070,0.018364511,35.46811027526856,-0.41015343815088273,16.818016052246094,0.7244262993335724,-0.004593085702799727,47.8,-125.81002872632817
108,16669,13,23.96,221184,-33.58871516999999,,,,,,,,,,,,,
109,16860,13,24.7,223232,-34.012408910000005,0.3,0.18805990181863308,0.00038230528,0.2978133261203766,1080,0.017858695,43.58522262573242,-0.41399482190608977,20.247770309448242,0.41809946298599243,0.006207860839203933,,
110,17048,13,25.27,225280,-39.795885129999995,0.3,0.06351562622003257,0.00038214144000000004,0.29762744903564453,1090,0.010598782,51.48824920654297,-0.41498943269252775,23.154067993164062,0.6869659125804901,-0.0052768543484853605,,
111,17243,13,22.86,227328,-33.26595952,0.3,0.05095052167307586,0.0003819776,0.2971998453140259,1100,0.0056193266,49.55823020935058,-0.4127656802535057,19.947477340698242,0.5092309415340424,-0.0010296350979479118,,
112,17438,13,25.16,229376,-53.257228809999994,0.3,0.07251302246004343,0.00038181376,0.29741576313972473,1110,0.011364952,41.79582042694092,-0.4115191772580147,20.38562774658203,0.7141172885894775,-0.007495019778143685,,
113,17631,13,22.77,231424,-34.621939450000006,0.3,0.01565104192122817,0.00038164992000000003,0.29747438430786133,1120,0.0075804796,46.622281074523926,-0.4130198210477829,20.648027420043945,0.7801727652549744,-0.0036619984194111942,,
114,17858,13,22.96,233472,-25.40060974,0.3,0.0766145845875144,0.00038148608,0.2978033423423767,1130,0.007167578,36.61539840698242,-0.4137964382767677,17.69594955444336,0.7028136849403381,-0.007098825747380033,,
115,18044,13,23.72,235520,-33.25280817,0.3,0.033802083766204305,0.00038132224,0.29755210876464844,1140,0.01634799,42.902665519714354,-0.414877749979496,21.29401206970215,0.5489960312843323,-0.007436373414384434,,
116,18225,13,24.42,237568,-40.15270407999999,0.3,0.034479167629615406,0.0003811584,0.2972279191017151,1150,0.0133576635,46.513077354431154,-0.41246211528778076,22.692420959472656,0.7247782051563263,-0.0056348575931042255,,
117,18425,13,18.92,239616,-29.80579008,0.3,0.10631510640960187,0.00038099456,0.29728344082832336,1160,0.026173258,44.71741638183594,-0.4111789047718048,22.957170486450195,0.8009698688983917,-0.011791264943312906,,
,,,,240000,,0.3,0.045625001075677574,0.00038083072,0.29775527119636536,1170,0.010252031,30.77860450744629,-0.413187301158905,14.211470603942871,0.47883427143096924,-0.0025241680344333826,17.0,-30.365609366074203
118,18615,12,25.8,241664,-43.14206782,,,,,,,,,,,,,
119,18793,12,27.41,243712,-42.00975529,0.3,0.05285156344762072,0.00038066688000000005,0.2977246642112732,1180,0.007509958,52.45796661376953,-0.4152881845831871,23.211423873901367,0.822548508644104,-0.004484541843412427,,
120,18971,12,28.77,245760,-30.53035374,0.3,0.04492187602445483,0.00038050304000000003,0.2976582646369934,1190,0.014284031,39.711805725097655,-0.41436847150325773,17.550350189208984,0.7832455635070801,-0.008176622706487252,,
121,19151,12,26.65,247808,-39.712929800000005,0.3,0.07207031399011612,0.0003803392,0.29772189259529114,1200,0.017095625,46.92984313964844,-0.4145075812935829,20.894495010375977,0.7336620390415192,-0.007753572452638658,,
122,19328,12,27.3,249856,-25.91180435,0.3,0.10751302465796471,0.00038017536000000004,0.29784783720970154,1210,0.023049269,33.017430782318115,-0.4150456190109253,16.03190803527832,0.6727296710014343,-0.0071131051446718715,,
123,19493,12,31.21,251904,-24.258590630000004,0.3,0.15694010779261588,0.00038001152,0.29789355397224426,1220,0.026490612,33.94812984466553,-0.41567420661449433,16.721309661865234,0.44184577465057373,-0.012333349858090514,,
