rollout/ep_len_mean,train/actor_loss,train/n_updates,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,time/fps,time/episodes,train/critic_loss,eval/mean_reward,eval/mean_ep_length
14.38,9.844108581542969,17084,17185,-25.201977699999993,2529,0.0003,6,1124,3.590653657913208,,
14.27,10.273087501525879,17140,17241,-24.599990270000003,2542,0.0003,6,1128,5.672184944152832,,
14.03,11.184353828430176,17185,17286,-24.1207011,2549,0.0003,6,1132,5.749752044677734,,
14.06,10.008245468139648,17247,17348,-24.467480950000002,2557,0.0003,6,1136,5.960262298583984,,
13.97,10.642965316772461,17300,17401,-25.578996189999994,2564,0.0003,6,1140,5.568327903747559,,
14.1,11.10611343383789,17354,17455,-25.917651139999997,2572,0.0003,6,1144,5.447869777679443,,
14.16,9.493460655212402,17418,17519,-25.506049990000005,2579,0.0003,6,1148,5.6717424392700195,,
14.38,10.833897590637207,17500,17601,-26.273730880000002,2596,0.0003,6,1152,6.5935139656066895,,
14.32,11.177763938903809,17547,17648,-26.052852700000003,2603,0.0003,6,1156,7.2751336097717285,,
14.31,9.35507869720459,17592,17693,-25.341551409999994,2610,0.0003,6,1160,6.171074867248535,,
14.36,9.263154029846191,17642,17743,-24.505825989999998,2617,0.0003,6,1164,6.017071723937988,,
14.56,10.90544319152832,17712,17813,-24.13265255,2626,0.0003,6,1168,5.964603900909424,,
14.53,10.631458282470703,17762,17863,-23.65151172,2634,0.0003,6,1172,8.623440742492676,,
14.52,10.143775939941406,17817,17918,-23.20281199,2646,0.0003,6,1176,6.065464973449707,,
14.77,11.245660781860352,17911,18012,-23.74825909,2656,0.0003,6,1180,5.7076520919799805,,
14.9,9.779518127441406,17970,18071,-23.849198550000004,2663,0.0003,6,1184,4.858954906463623,,
14.85,10.785966873168945,18029,18130,-23.038064940000005,2671,0.0003,6,1188,5.275213241577148,,
14.85,11.147247314453125,18099,18200,-23.332048550000003,2679,0.0003,6,1192,4.9004034996032715,,
14.69,9.888298034667969,18151,18252,-23.076134220000004,2686,0.0003,6,1196,5.241184234619141,,
14.61,10.354695320129395,18208,18309,-23.36924977,2698,0.0003,6,1200,5.917022705078125,,
14.73,10.77471923828125,18275,18376,-23.627716269999997,2706,0.0003,6,1204,5.8806352615356445,,
14.84,10.297598838806152,18345,18446,-23.717414710000003,2713,0.0003,6,1208,7.94624662399292,,
15.19,10.437801361083984,18420,18521,-23.804526819999996,2722,0.0003,6,1212,5.7514801025390625,,
15.16,10.849031448364258,18470,18571,-23.58994313,2728,0.0003,6,1216,5.492094039916992,,
14.86,10.28509521484375,18508,18609,-23.280348469999993,2734,0.0003,6,1220,5.397210121154785,,
14.79,9.717190742492676,18563,18664,-23.207846879999998,2741,0.0003,6,1224,6.190761566162109,,
14.75,10.053092956542969,18615,18716,-23.042376559999994,2754,0.0003,6,1228,5.698305130004883,,
14.94,11.024553298950195,18679,18780,-24.01553311,2762,0.0003,6,1232,7.17491340637207,,
14.82,10.257552146911621,18729,18830,-23.99124394,2769,0.0003,6,1236,5.076051712036133,,
14.8,10.593652725219727,18780,18881,-23.663208060000002,2776,0.0003,6,1240,6.514253616333008,,
14.84,10.78544807434082,18838,18939,-24.59418851,2783,0.0003,6,1244,5.198122024536133,,
14.82,10.658517837524414,18900,19001,-24.416271809999998,2791,0.0003,6,1248,5.517647743225098,,
14.58,11.242593765258789,18958,19059,-23.908827609999992,2805,0.0003,6,1252,6.291288375854492,,
14.73,10.480201721191406,19020,19121,-23.51330163,2812,0.0003,6,1256,6.2833428382873535,,
14.9,10.869701385498047,19082,19183,-23.605920540000007,2820,0.0003,6,1260,6.916056156158447,,
14.92,10.6094388961792,19134,19235,-23.676240649999997,2826,0.0003,6,1264,6.056070804595947,,
14.69,10.18596363067627,19181,19282,-23.05646021,2833,0.0003,6,1268,5.267066955566406,,
14.88,10.044190406799316,19250,19351,-22.858943040000003,2841,0.0003,6,1272,5.688807010650635,,
14.82,10.298465728759766,19299,19400,-22.6080892,2853,0.0003,6,1276,5.151067733764648,,
14.42,11.004748344421387,19353,19454,-21.959485259999994,2860,0.0003,6,1280,5.447257995605469,,
14.41,9.748022079467773,19411,19512,-21.732820609999994,2867,0.0003,6,1284,5.846529960632324,,
14.5,10.590826034545898,19479,19580,-22.519895839999993,2875,0.0003,6,1288,5.762715816497803,,
14.33,10.032179832458496,19532,19633,-22.465195879999992,2882,0.0003,6,1292,5.29658317565918,,
14.36,9.387164115905762,19587,19688,-22.259496159999998,2889,0.0003,6,1296,3.9897103309631348,,
14.46,10.257336616516113,19654,19755,-22.367649679999996,2903,0.0003,6,1300,4.715427875518799,,
14.51,10.247479438781738,19726,19827,-22.161828850000003,2913,0.0003,6,1304,7.670751571655273,,
14.58,10.810111999511719,19803,19904,-22.081403599999998,2923,0.0003,6,1308,6.283245086669922,,
14.8,10.25521469116211,19900,20001,-24.953846910000003,2935,0.0003,6,1312,4.4659318923950195,,
15.04,10.597269058227539,19974,20075,-24.85961495,2943,0.0003,6,1316,4.9000983238220215,,
15.32,10.55774974822998,20040,20141,-25.017218500000002,2951,0.0003,6,1320,6.122031211853027,,
15.28,10.001016616821289,20091,20192,-25.31040451,2958,0.0003,6,1324,5.806768894195557,,
15.33,10.310029983520508,20148,20249,-25.524959089999996,2971,0.0003,6,1328,4.154871463775635,,
15.17,10.947970390319824,20196,20297,-24.87287927,2978,0.0003,6,1332,3.3668723106384277,,
15.18,10.35953426361084,20247,20348,-24.656838989999997,2986,0.0003,6,1336,5.9129838943481445,,
15.24,9.927337646484375,20304,20405,-24.730511110000002,2993,0.0003,6,1340,5.307855606079102,,
15.11,10.776433944702148,20349,20450,-23.93858065,3000,0.0003,6,1344,7.490732192993164,,
15.26,10.566948890686035,20426,20527,-24.49946539,3009,0.0003,6,1348,5.772001266479492,,
15.3,10.556026458740234,20488,20589,-24.20625165,3023,0.0003,6,1352,6.226131916046143,,
15.25,10.290267944335938,20545,20646,-24.20143090999999,3030,0.0003,6,1356,5.117313385009766,,
15.37,9.794513702392578,20619,20720,-24.443056199999997,3038,0.0003,6,1360,4.63530158996582,,
15.41,10.378612518310547,20675,20776,-24.289220370000002,3045,0.0003,6,1364,4.480322360992432,,
15.55,10.586647033691406,20736,20837,-24.715078799999997,3053,0.0003,6,1368,5.839980125427246,,
15.65,10.818693161010742,20815,20916,-24.687332329999993,3062,0.0003,6,1372,5.3339643478393555,,
15.78,10.213532447814941,20877,20978,-24.950803709999995,3076,0.0003,6,1376,4.427624225616455,,
15.67,10.10249137878418,20920,21021,-24.93226029,3082,0.0003,6,1380,7.136960029602051,,
15.67,10.176795959472656,20978,21079,-24.953978230000004,3090,0.0003,6,1384,5.838540077209473,,
15.48,9.874521255493164,21027,21128,-24.818047739999997,3096,0.0003,6,1388,6.464936256408691,,
15.59,10.07837200164795,21091,21192,-24.790706719999992,3105,0.0003,6,1392,4.742158889770508,,
15.6,10.611069679260254,21147,21248,-25.35909245,3112,0.0003,6,1396,6.31462287902832,,
15.43,10.491992950439453,21197,21298,-25.43288391,3156,0.0003,6,1400,5.5263776779174805,,
15.16,10.055929183959961,21242,21343,-25.224860529999997,3162,0.0003,6,1404,6.066467761993408,,
14.92,10.490262031555176,21295,21396,-25.264927970000002,3169,0.0003,6,1408,6.136127948760986,,
14.55,9.56148910522461,21355,21456,-22.43474208,3177,0.0003,6,1412,5.6120710372924805,,
14.37,10.57974624633789,21411,21512,-22.82352363,3184,0.0003,6,1416,5.154596328735352,,
14.33,10.73162841796875,21473,21574,-22.997049739999998,3191,0.0003,6,1420,5.462556838989258,,
14.47,9.878307342529297,21538,21639,-22.898558489999996,3199,0.0003,6,1424,5.513575553894043,,
14.39,9.51119613647461,21587,21688,-22.02963836,3212,0.0003,6,1428,4.984165668487549,,
14.51,11.020242691040039,21647,21748,-21.217552849999997,3220,0.0003,6,1432,6.191694736480713,,
14.7,10.59420394897461,21717,21818,-19.96888621,3229,0.0003,6,1436,4.6208648681640625,,
14.81,10.497941970825195,21785,21886,-20.127300990000002,3237,0.0003,6,1440,5.697030067443848,,
15.51,9.90882682800293,21900,22001,-20.799223100000003,3251,0.0003,6,1444,5.469819068908691,,
15.38,10.710989952087402,21964,22065,-19.673727910000004,3260,0.0003,6,1448,6.798710346221924,,
15.36,10.358725547790527,22024,22125,-19.644355710000003,3273,0.0003,6,1452,5.720949172973633,,
15.23,9.887166976928711,22068,22169,-20.531427169999997,3280,0.0003,6,1456,7.428711891174316,,
15.27,9.979165077209473,22146,22247,-20.925584430000004,3290,0.0003,6,1460,3.7786519527435303,,
15.31,10.317425727844238,22206,22307,-22.076145199999996,3297,0.0003,6,1464,5.078646659851074,,
15.33,9.656940460205078,22269,22370,-23.197786729999997,3305,0.0003,6,1468,6.106606960296631,,
15.08,9.340341567993164,22323,22424,-24.38509747,3313,0.0003,6,1472,5.900267601013184,,
15.02,9.512413024902344,22379,22480,-24.576616270000002,3327,0.0003,6,1476,5.502810478210449,,
15.13,9.800223350524902,22433,22534,-24.717267250000006,3334,0.0003,6,1480,5.094683647155762,,
15.27,11.063407897949219,22505,22606,-25.404970159999998,3344,0.0003,6,1484,8.258214950561523,,
15.39,10.826152801513672,22566,22667,-25.01563804,3352,0.0003,6,1488,6.403355598449707,,
15.34,9.898172378540039,22625,22726,-25.379091170000002,3360,0.0003,6,1492,5.476312637329102,,
15.29,9.736927032470703,22676,22777,-25.043842799999997,3367,0.0003,6,1496,5.4467058181762695,,
15.39,10.86276912689209,22736,22837,-24.87796727,3380,0.0003,6,1500,4.676358222961426,,
15.86,10.202916145324707,22828,22929,-26.043281439999998,3391,0.0003,6,1504,7.741883277893066,,
15.85,10.491610527038574,22880,22981,-27.004409960000004,3399,0.0003,6,1508,5.580059051513672,,
15.75,10.872979164123535,22930,23031,-27.799702760000006,3406,0.0003,6,1512,7.085478782653809,,
15.76,9.819062232971191,22987,23088,-28.11376188,3414,0.0003,6,1516,6.326360702514648,,
15.68,10.704404830932617,23041,23142,-29.37815827,3421,0.0003,6,1520,5.496734619140625,,
15.56,10.12413215637207,23094,23195,-30.115905450000003,3428,0.0003,6,1524,5.040866851806641,,
15.68,9.960098266601562,23155,23256,-30.943879249999995,3442,0.0003,6,1528,6.8712310791015625,,
15.67,9.605348587036133,23214,23315,-30.967879389999997,3450,0.0003,6,1532,4.780627250671387,,
15.56,10.163471221923828,23273,23374,-31.26633163,3458,0.0003,6,1536,5.101566314697266,,
15.44,10.527395248413086,23329,23430,-30.129952019999998,3465,0.0003,6,1540,6.054636478424072,,
15.02,10.308842658996582,23402,23503,-29.870237109999998,3474,0.0003,6,1544,4.609907150268555,,
14.83,10.520864486694336,23447,23548,-30.050014810000004,3480,0.0003,6,1548,6.508876800537109,,
14.91,11.552717208862305,23515,23616,-29.773315460000003,3494,0.0003,6,1552,9.01344108581543,,
15.03,10.351825714111328,23571,23672,-29.00110092000001,3500,0.0003,6,1556,5.239001274108887,,
14.8,9.735218048095703,23626,23727,-28.376047729999996,3507,0.0003,6,1560,5.877872943878174,,
14.62,10.363993644714355,23668,23769,-27.167419140000003,3512,0.0003,6,1564,3.7609753608703613,,
14.69,9.66918659210205,23738,23839,-25.76181208,3520,0.0003,6,1568,5.489547252655029,,
14.72,10.906877517700195,23795,23896,-24.181880209999996,3527,0.0003,6,1572,7.338678359985352,,
14.95,10.023468971252441,23874,23975,-24.4265993,3543,0.0003,6,1576,7.501875877380371,,
15.02,10.604748725891113,23935,24036,-24.15943866,3550,0.0003,6,1580,6.997493743896484,,
14.88,9.990636825561523,23993,24094,-23.315568070000005,3558,0.0003,6,1584,4.753203868865967,,
15.05,9.836713790893555,24071,24172,-24.727120270000004,3568,0.0003,6,1588,4.12090539932251,,
14.97,10.178399085998535,24122,24223,-24.329307800000002,3575,0.0003,6,1592,8.502481460571289,,
15.03,10.458878517150879,24179,24280,-24.149890690000003,3583,0.0003,6,1596,5.741567611694336,,
15.14,10.00759506225586,24250,24351,-24.094777420000003,3598,0.0003,6,1600,3.923574209213257,,
14.82,10.162038803100586,24310,24411,-23.99260249,3606,0.0003,6,1604,4.203821182250977,,
14.96,10.457454681396484,24376,24477,-24.70976922,3615,0.0003,6,1608,5.537999153137207,,
15.05,10.666959762573242,24435,24536,-24.10881965,3622,0.0003,6,1612,7.460413455963135,,
15.19,9.816896438598633,24506,24607,-25.28403412,3632,0.0003,6,1616,6.5635223388671875,,
15.26,10.459781646728516,24567,24668,-25.47404338999999,3640,0.0003,6,1620,5.436624050140381,,
15.29,10.556217193603516,24623,24724,-25.093556550000002,3648,0.0003,6,1624,5.806539535522461,,
15.24,10.39630126953125,24679,24780,-24.411639120000004,3661,0.0003,6,1628,6.057506561279297,,
15.23,10.855107307434082,24737,24838,-24.705228629999997,3668,0.0003,6,1632,7.055782318115234,,
15.19,9.826982498168945,24792,24893,-24.509000970000002,3675,0.0003,6,1636,4.365635871887207,,
15.35,10.779949188232422,24864,24965,-25.334713760000003,3684,0.0003,6,1640,7.377772331237793,,
15.44,9.649999618530273,24946,25047,-24.515046550000008,3693,0.0003,6,1644,5.863304138183594,,
15.62,10.255362510681152,25009,25110,-24.25332521,3700,0.0003,6,1648,5.873533725738525,,
15.49,10.04252815246582,25064,25165,-24.18698942,3713,0.0003,6,1652,4.620595455169678,,
15.4,10.349842071533203,25111,25212,-24.135262759999996,3719,0.0003,6,1656,5.723857879638672,,
15.53,9.360381126403809,25179,25280,-24.278117719999997,3727,0.0003,6,1660,5.122225761413574,,
15.62,10.423998832702637,25230,25331,-24.237429470000002,3734,0.0003,6,1664,6.62498664855957,,
15.55,9.424898147583008,25293,25394,-24.740569429999997,3742,0.0003,6,1668,3.8437399864196777,,
15.56,10.167299270629883,25351,25452,-25.216319720000005,3749,0.0003,6,1672,6.4068193435668945,,
15.57,11.276079177856445,25431,25532,-25.001173039999994,3764,0.0003,6,1676,5.978304862976074,,
15.65,10.606884002685547,25500,25601,-26.380588890000002,3773,0.0003,6,1680,6.337296009063721,,
15.62,9.79011344909668,25555,25656,-27.714551340000003,3780,0.0003,6,1684,4.906066417694092,,
15.41,10.668253898620605,25612,25713,-26.89188514,3788,0.0003,6,1688,4.965174674987793,,
15.46,10.682027816772461,25668,25769,-27.966229959999996,3796,0.0003,6,1692,8.070920944213867,,
15.49,10.034517288208008,25728,25829,-28.865304080000005,3803,0.0003,6,1696,4.758918762207031,,
15.38,9.891427040100098,25788,25889,-30.683896869999998,3816,0.0003,6,1700,4.440603256225586,,
15.52,10.772192001342773,25862,25963,-31.538092480000003,3826,0.0003,6,1704,7.441431522369385,,
15.48,10.520413398742676,25924,26025,-30.493878570000003,3835,0.0003,6,1708,4.391786098480225,,
15.51,10.402261734008789,25986,26087,-31.667073899999995,3843,0.0003,6,1712,7.068756103515625,,
15.43,9.525249481201172,26049,26150,-31.05747336,3852,0.0003,6,1716,3.856077194213867,,
15.42,10.26856803894043,26109,26210,-30.64652102,3859,0.0003,6,1720,5.523447036743164,,
15.44,10.735215187072754,26167,26268,-31.182172779999995,3868,0.0003,6,1724,5.917032718658447,,
15.51,10.295116424560547,26230,26331,-31.754738120000003,3882,0.0003,6,1728,5.994776725769043,,
15.63,11.57517147064209,26300,26401,-32.62207012,3892,0.0003,6,1732,5.724920272827148,,
15.54,10.365422248840332,26346,26447,-33.44833463,3898,0.0003,6,1736,5.131731986999512,,
15.39,10.381391525268555,26403,26504,-33.59171599,3905,0.0003,6,1740,5.122037887573242,,
15.07,10.123212814331055,26453,26554,-33.94489242,3912,0.0003,6,1744,6.714975357055664,,
14.93,10.177722930908203,26502,26603,-35.04794133,3919,0.0003,6,1748,6.184810638427734,,
14.86,10.476183891296387,26550,26651,-35.81399803,3932,0.0003,6,1752,4.8608198165893555,,
14.99,10.736152648925781,26610,26711,-35.611806019999996,3939,0.0003,6,1756,5.246431350708008,,
14.87,10.570595741271973,26666,26767,-35.299035939999996,3946,0.0003,6,1760,4.877638816833496,,
14.91,9.917661666870117,26721,26822,-35.47568013,3953,0.0003,6,1764,5.223377227783203,,
15.06,10.452899932861328,26799,26900,-35.2415348,3963,0.0003,6,1768,6.876046180725098,,
15.09,10.986896514892578,26860,26961,-35.1436373,3971,0.0003,6,1772,4.793078422546387,,
14.77,10.066512107849121,26908,27009,-34.556230660000004,3983,0.0003,6,1776,4.526436805725098,,
14.55,9.813089370727539,26955,27056,-33.26961113,3989,0.0003,6,1780,5.213328838348389,,
14.52,10.230673789978027,27007,27108,-32.095436969999994,3996,0.0003,6,1784,6.414463043212891,,
14.7,9.895683288574219,27082,27183,-31.604452590000005,4005,0.0003,6,1788,6.153109550476074,,
14.72,10.375210762023926,27140,27241,-30.55511552,4012,0.0003,6,1792,5.158629417419434,,
14.78,10.20595932006836,27206,27307,-29.847716750000004,4020,0.0003,6,1796,6.127470970153809,,
14.77,9.581880569458008,27265,27366,-28.30287982000001,4032,0.0003,6,1800,6.457016944885254,,
14.68,10.509137153625488,27330,27431,-26.74458308,4040,0.0003,6,1804,5.627312660217285,,
14.76,9.757516860961914,27400,27501,-26.155524179999997,4048,0.0003,6,1808,4.888314723968506,,
14.62,9.388283729553223,27448,27549,-25.061693019999996,4054,0.0003,6,1812,3.9755828380584717,,
14.42,10.056333541870117,27491,27592,-24.10637321,4060,0.0003,6,1816,5.72072696685791,,
14.4,10.096908569335938,27549,27650,-22.78864025,4068,0.0003,6,1820,6.441516876220703,,
14.39,10.557926177978516,27606,27707,-21.774296540000005,4075,0.0003,6,1824,5.390982627868652,,
14.32,10.150585174560547,27662,27763,-21.96653661,4088,0.0003,6,1828,5.597918510437012,,
14.06,9.810853958129883,27706,27807,-21.14332496,4094,0.0003,6,1832,8.445173263549805,,
14.25,9.686294555664062,27771,27872,-21.644008480000004,4102,0.0003,6,1836,4.876770973205566,,
14.45,10.12173080444336,27848,27949,-20.55825033,4112,0.0003,6,1840,4.048621654510498,,
14.55,9.90377426147461,27908,28009,-19.82110712,4120,0.0003,6,1844,4.59498405456543,,
14.63,11.137836456298828,27965,28066,-19.20222592,4127,0.0003,6,1848,5.932783603668213,,
14.65,10.643575668334961,28015,28116,-18.30608329,4141,0.0003,6,1852,8.108433723449707,,
14.63,10.134342193603516,28073,28174,-18.91404859,4150,0.0003,6,1856,5.118292808532715,,
14.69,10.502589225769043,28135,28236,-18.943458690000003,4158,0.0003,6,1860,5.200621604919434,,
14.87,10.834968566894531,28208,28309,-19.10111704,4169,0.0003,6,1864,7.490450382232666,,
14.71,10.571817398071289,28270,28371,-19.807823499999998,4177,0.0003,6,1868,5.938653945922852,,
14.61,10.999937057495117,28321,28422,-20.24823197,4183,0.0003,6,1872,6.071621417999268,,
14.7,10.61794662475586,28378,28479,-20.622484820000004,4197,0.0003,6,1876,5.404416084289551,,
14.72,9.958173751831055,28427,28528,-20.73714125,4203,0.0003,6,1880,5.6918230056762695,,
14.83,10.509191513061523,28490,28591,-20.480617579999997,4211,0.0003,6,1884,3.9928605556488037,,
14.62,10.644659042358398,28544,28645,-20.317087060000002,4218,0.0003,6,1888,6.0250396728515625,,
14.67,10.42843246459961,28607,28708,-20.511716590000002,4226,0.0003,6,1892,6.58122444152832,,
14.58,10.574480056762695,28664,28765,-20.455118210000002,4233,0.0003,6,1896,4.7605695724487305,,
14.72,10.635986328125,28737,28838,-20.90149237,4247,0.0003,6,1900,5.1505608558654785,,
14.61,10.255783081054688,28791,28892,-20.639623489999998,4254,0.0003,6,1904,4.649959564208984,,
14.61,9.948861122131348,28861,28962,-20.668718939999998,4263,0.0003,6,1908,4.796339988708496,,
14.82,10.129219055175781,28930,29031,-20.60706367,4271,0.0003,6,1912,4.450348854064941,,
14.94,11.112543106079102,28985,29086,-20.635184210000002,4277,0.0003,6,1916,4.274227619171143,,
14.97,9.666525840759277,29046,29147,-21.263933549999997,4285,0.0003,6,1920,5.68460750579834,,
14.99,10.032979965209961,29105,29206,-21.26084695,4293,0.0003,6,1924,8.451509475708008,,
15.03,10.0155029296875,29165,29266,-21.47347677,4307,0.0003,6,1928,5.143666744232178,,
15.18,11.133182525634766,29224,29325,-22.592952070000003,4315,0.0003,6,1932,6.436404705047607,,
15.07,10.770676612854004,29278,29379,-22.46175111,4321,0.0003,6,1936,4.460330963134766,,
14.82,10.23503589630127,29330,29431,-23.099987360000004,4329,0.0003,6,1940,5.346879959106445,,
14.89,10.521783828735352,29397,29498,-24.080871660000003,4337,0.0003,6,1944,5.067905902862549,,
14.89,10.235509872436523,29454,29555,-24.897808559999998,4345,0.0003,6,1948,5.0341596603393555,,
14.97,10.7216796875,29512,29613,-24.488442219999996,4359,0.0003,6,1952,6.511844635009766,,
15.11,10.220623970031738,29584,29685,-24.416073869999995,4368,0.0003,6,1956,5.324284553527832,,
14.99,10.585131645202637,29634,29735,-24.72862115,4375,0.0003,6,1960,5.817749977111816,,
14.73,10.945520401000977,29681,29782,-24.565786629999998,4383,0.0003,6,1964,4.4829511642456055,,
15.0,10.159558296203613,29770,29871,-25.583106970000003,4394,0.0003,6,1968,6.656955242156982,,
15.31,9.842367172241211,29852,29953,-25.22628807,4403,0.0003,6,1972,5.792480945587158,,
15.57,10.192480087280273,29935,30036,-26.145564089999993,4418,0.0003,6,1976,5.889800548553467,,
15.63,9.661173820495605,29990,30091,-25.884124360000005,4426,0.0003,6,1980,4.609068870544434,,
15.54,10.053956985473633,30044,30145,-25.990955749999998,4432,0.0003,6,1984,5.3281731605529785,,
15.55,10.656341552734375,30099,30200,-26.086352929999997,4439,0.0003,6,1988,8.870415687561035,,
15.59,10.103128433227539,30166,30267,-26.0271977,4447,0.0003,6,1992,5.068666458129883,,
15.63,9.839465141296387,30227,30328,-26.65813752,4454,0.0003,6,1996,4.496844291687012,,
15.46,10.410299301147461,30283,30384,-26.070142509999997,4467,0.0003,6,2000,6.2031354904174805,,
15.5,10.18430233001709,30341,30442,-27.333033959999995,4476,0.0003,6,2004,5.060990333557129,,
15.23,9.971954345703125,30384,30485,-27.070203719999995,4482,0.0003,6,2008,4.850374698638916,,
14.98,10.323637962341309,30428,30529,-27.24455439999999,4489,0.0003,6,2012,6.290194511413574,,
15.02,10.261526107788086,30487,30588,-28.1606187,4497,0.0003,6,2016,4.580018043518066,,
14.94,10.248422622680664,30540,30641,-27.798333810000003,4504,0.0003,6,2020,3.952897548675537,,
14.9,9.649147987365723,30595,30696,-27.654828100000003,4512,0.0003,6,2024,3.221688747406006,,
14.79,9.860513687133789,30644,30745,-26.86091374,4525,0.0003,6,2028,4.997704029083252,,
14.81,11.21989631652832,30705,30806,-25.10356208999999,4532,0.0003,6,2032,6.920978546142578,,
15.0,9.819246292114258,30778,30879,-24.2635271,4541,0.0003,6,2036,4.251796245574951,,
15.3,10.28760051727295,30860,30961,-24.845833229999997,4550,0.0003,6,2040,6.60557746887207,,
15.28,9.706940650939941,30925,31026,-24.022917959999994,4558,0.0003,6,2044,4.379755020141602,,
15.2,9.830361366271973,30974,31075,-22.912090199999998,4565,0.0003,6,2048,4.139719009399414,,
15.2,10.073386192321777,31032,31133,-23.30878017,4579,0.0003,6,2052,4.9672675132751465,,
15.06,9.502985000610352,31090,31191,-22.875361419999994,4587,0.0003,6,2056,5.8275041580200195,,
15.22,10.00931167602539,31156,31257,-23.083441200000003,4595,0.0003,6,2060,4.827615261077881,,
15.22,10.27205753326416,31203,31304,-22.86800937,4602,0.0003,6,2064,5.97834587097168,,
14.88,9.604436874389648,31258,31359,-21.127067029999992,4610,0.0003,6,2068,6.968635559082031,,
14.72,10.355571746826172,31324,31425,-21.42993348,4619,0.0003,6,2072,5.07475471496582,,
14.54,10.331287384033203,31389,31490,-20.735669320000003,4634,0.0003,6,2076,5.441070556640625,,
14.61,10.493169784545898,31451,31552,-21.22753852,4642,0.0003,6,2080,5.967357635498047,,
14.64,10.709202766418457,31508,31609,-21.49887198,4650,0.0003,6,2084,6.158103942871094,,
14.7,10.324867248535156,31569,31670,-21.923962570000004,4657,0.0003,6,2088,4.984798431396484,,
14.57,10.049347877502441,31623,31724,-22.544662439999996,4665,0.0003,6,2092,4.9770588874816895,,
14.64,10.806608200073242,31691,31792,-21.92279943,4674,0.0003,6,2096,6.827422142028809,,
14.69,9.817703247070312,31752,31853,-22.315163,4688,0.0003,6,2100,5.413496494293213,,
14.85,9.509586334228516,31826,31927,-21.27409053,4697,0.0003,6,2104,6.587798118591309,,
14.94,10.59119987487793,31878,31979,-21.895519949999997,4703,0.0003,6,2108,3.5024709701538086,,
15.14,10.620952606201172,31942,32043,-21.516653530000003,4711,0.0003,6,2112,5.175604820251465,,
15.21,9.081828117370605,32008,32109,-21.147141150000003,4719,0.0003,6,2116,7.568398952484131,,
15.36,8.74339485168457,32076,32177,-20.89658487,4727,0.0003,6,2120,6.216782093048096,,
15.57,7.506791114807129,32152,32253,-20.995404060000002,4735,0.0003,6,2124,7.965221405029297,,
15.55,8.771127700805664,32199,32300,-20.628472349999996,4747,0.0003,6,2128,7.8079938888549805,,
15.52,8.777276992797852,32257,32358,-20.601597659999996,4754,0.0003,6,2132,6.302654266357422,,
15.41,7.3997802734375,32319,32420,-20.40707427,4762,0.0003,6,2136,6.586271286010742,,
15.26,7.75931978225708,32386,32487,-19.11698692,4770,0.0003,6,2140,7.162215232849121,,
15.18,7.192449569702148,32443,32544,-19.13491832,4778,0.0003,6,2144,4.085241317749023,,
16.49,7.651020050048828,32623,32724,-24.036643529999996,4798,0.0003,6,2148,4.715671539306641,,
16.86,7.635152816772461,32718,32819,-24.24761106,4815,0.0003,6,2152,4.525899887084961,,
18.36,8.339948654174805,32926,33027,-28.73704987,4839,0.0003,6,2156,5.253434181213379,,
18.45,7.660131931304932,33001,33102,-29.073643840000003,4850,0.0003,6,2160,7.309051513671875,,
19.0,7.939414024353027,33103,33204,-30.85783809,4862,0.0003,6,2164,6.959177494049072,,
19.01,7.21575927734375,33159,33260,-31.381983790000003,4870,0.0003,6,2168,6.752697944641113,,
19.22,7.400076866149902,33246,33347,-31.668449779999996,4880,0.0003,6,2172,5.745362758636475,,
19.14,7.052549362182617,33303,33404,-32.00128537,4894,0.0003,6,2176,11.416576385498047,,
19.2,6.720612049102783,33371,33472,-31.89996063,4901,0.0003,6,2180,9.800519943237305,,
19.47,7.234947204589844,33455,33556,-31.922473589999996,4911,0.0003,6,2184,7.051989555358887,,
20.01,7.93231725692749,33570,33671,-32.23889473,4922,0.0003,6,2188,6.981898784637451,,
20.02,7.962527275085449,33625,33726,-31.113754820000004,4929,0.0003,6,2192,6.749263286590576,,
19.74,7.621123313903809,33665,33766,-31.072790369999996,4935,0.0003,6,2196,6.254836082458496,,
21.01,9.178321838378906,33853,33954,-32.46622535,4989,0.0003,6,2200,5.111863136291504,,
21.32,8.814538955688477,33958,34059,-33.148845140000006,5000,0.0003,6,2204,7.75994873046875,,
21.7,8.56865406036377,34048,34149,-32.945363470000004,5009,0.0003,6,2208,6.897637367248535,,
21.61,9.740586280822754,34103,34204,-33.446075520000015,5016,0.0003,6,2212,12.233284950256348,,
21.47,8.409799575805664,34155,34256,-33.290287420000006,5023,0.0003,6,2216,8.043331146240234,,
21.37,9.190008163452148,34213,34314,-33.3326981,5030,0.0003,6,2220,8.941352844238281,,
21.3,9.3387451171875,34282,34383,-33.45794812,5038,0.0003,6,2224,8.802614212036133,,
21.56,9.05035400390625,34355,34456,-33.62646732,5052,0.0003,6,2228,9.280614852905273,,
21.64,9.069377899169922,34421,34522,-34.258403539999996,5060,0.0003,6,2232,6.557769298553467,,
21.74,10.075933456420898,34493,34594,-34.185523939999996,5069,0.0003,6,2236,7.017683506011963,,
21.61,7.891132354736328,34547,34648,-33.91693350999999,5076,0.0003,6,2240,5.482521057128906,,
21.7,9.818565368652344,34613,34714,-33.70753991000001,5084,0.0003,6,2244,7.162619590759277,,
