rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/std,train/value_loss,train/explained_variance,train/approx_kl,train/learning_rate,eval/mean_reward,eval/mean_ep_length
-138.24195259,15,57.28,6,30720,4762,140,-0.0004238754776594855,83.18415832519531,-1.634312343597412,4.4642857392318544e-05,0.2,0.5481581687927246,182.63634567260743,-0.001109004020690918,0.0009322524,0.00029827968,,
-94.44182050999996,16,58.3,6,32768,5075,150,-0.006957877459270614,196.04318237304688,-1.6495269387960434,0.07706133581814356,0.2,0.5562677383422852,402.79455642700196,0.0009502172470092773,0.008472648,0.00029815679999999994,,
-117.11280965000003,17,63.84,6,34816,5334,160,-0.0025162820248091577,37.952301025390625,-1.6691808611154557,0.015390140088857151,0.2,0.5580631494522095,120.78305702209472,-0.0009789466857910156,0.005246648,0.00029803391999999997,,
-119.28057344999999,18,68.46,6,36864,5610,170,-0.0009500840085252093,123.15145111083984,-1.6743579357862473,0.06079192626348231,0.2,0.5601102709770203,252.74570121765137,-0.00092315673828125,0.0073017837,0.00029791104,,
-127.07866175000001,19,78.82,6,38912,5889,180,-0.0014918645369373595,24.046478271484375,-1.6806891024112702,0.021261646447237582,0.2,0.5614731311798096,56.75506429672241,-0.03675520420074463,0.0046710917,0.00029778816,,
,,,,40000,,190,-0.0018041284800268897,99.9991683959961,-1.6850343883037566,0.017600932039204053,0.2,0.5624260902404785,215.72870330810548,-0.0016927719116210938,0.008339912,0.00029766528,-253.0266026053112,53.2
-151.45676678,20,75.61,6,40960,6263,,,,,,,,,,,,,
-144.50261243,21,74.44,6,43008,6486,200,0.0029046269781922707,102.6195297241211,-1.6886715978384017,0.07806094818515703,0.2,0.5636121034622192,262.9511863708496,7.659196853637695e-05,0.0036164531,0.0002975424,,
-146.19860885000003,22,52.1,6,45056,6787,210,-0.0034821524642977943,73.14369201660156,-1.693421620130539,0.025417314225342123,0.2,0.565424919128418,157.01326217651368,5.835294723510742e-05,0.0043779095,0.00029741952,,
-92.82119399,23,33.97,6,47104,7127,220,-0.00030698536460735946,195.72935485839844,-1.6993616223335266,4.4642857392318544e-05,0.2,0.5663998126983643,516.231721496582,0.0037822723388671875,0.0008390045,0.00029729664,,
-123.63900388999998,24,47.14,6,49152,7348,230,-0.0008258665168770163,71.32376861572266,-1.709836196899414,0.04846079224371351,0.2,0.5729036331176758,137.48173160552977,-0.0029900074005126953,0.006827906,0.00029717375999999997,,
-109.06955162,25,50.51,6,51200,7578,240,0.004417602229659678,243.5538330078125,-1.732199415564537,0.07560365055978764,0.2,0.5762549638748169,518.1784027099609,0.00027757883071899414,0.0032870919,0.00029705088,,
-135.4811464,26,62.98,6,53248,7840,250,-0.0022319165921856343,55.57740783691406,-1.7361835569143296,0.016403338918462396,0.2,0.5767940282821655,117.54598636627198,-4.76837158203125e-07,0.004967308,0.00029692799999999996,,
-118.40657989000003,27,57.65,6,55296,8145,260,-0.005037874787891005,170.79638671875,-1.7390731960535049,0.051003494605538435,0.2,0.5783244371414185,311.00471420288085,3.4689903259277344e-05,0.0067322133,0.00029680512,,
-139.97666641,28,60.95,6,57344,8412,270,-0.0024120211609157003,160.55186462402344,-1.7443898618221283,0.02874223668477498,0.2,0.5796606540679932,319.8267761230469,-0.00016391277313232422,0.00408468,0.00029668223999999995,,
-143.3313271,29,62.34,6,59392,8642,280,-0.0008405495268899888,82.39625549316406,-1.7682497203350067,0.08618594854197,0.2,0.5919173955917358,177.3139663696289,1.9669532775878906e-06,0.008146077,0.00029655936,,
,,,,60000,,290,-0.0017851524804115893,83.40128326416016,-1.7978817880153657,0.0648874229285866,0.2,0.5964120626449585,181.1069149017334,5.5909156799316406e-05,0.006778893,0.00029643648,-587.927589125419,112.8
-178.60434242,30,67.93,6,61440,8990,,,,,,,,,,,,,
-189.62418683999996,31,77.98,6,63488,9232,300,-0.0008699904962858884,198.72720336914062,-1.8057830423116683,4.4642857392318544e-05,0.2,0.5972093343734741,473.38317489624023,0.0022125244140625,0.00061415834,0.00029631359999999997,,
-187.76253101999998,32,72.31,6,65536,9485,310,-0.0015559092873806025,165.20301818847656,-1.8076105743646622,0.013212345103966072,0.2,0.597835123538971,283.6583419799805,-9.47713851928711e-05,0.0037908694,0.00029619072,,
-204.28153568000002,33,73.93,6,67584,9755,320,-0.004114632268163931,152.18447875976562,-1.8116193056106566,0.07363160012755543,0.2,0.5992155075073242,350.1625389099121,0.0007025599479675293,0.0047014197,0.00029606783999999996,,
-213.06158598000002,34,64.44,6,69632,10054,330,-0.0013236138039818268,115.35609436035156,-1.8138381093740463,0.000471661493065767,0.2,0.5994458794593811,262.009387588501,-0.13079094886779785,0.0021621087,0.00029594496,,
-228.97311679999999,35,67.83,6,71680,10314,340,-0.00411403479932102,128.5506591796875,-1.8153011173009872,0.03723020284087397,0.2,0.6002517938613892,245.70566444396974,0.003377079963684082,0.003680877,0.00029582207999999995,,
-157.58698958,36,48.92,6,73728,10657,350,-0.0037223907175263802,146.2587890625,-1.8272560089826584,0.06874417779035866,0.2,0.6064314246177673,318.8633102416992,-0.0001806020736694336,0.0059606982,0.0002956992,,
-74.74672706,37,30.97,6,75776,10964,360,-0.003199887081864272,136.57379150390625,-1.8407472014427184,0.06966032642230857,0.2,0.6079012155532837,270.45424194335936,-0.009435892105102539,0.005262098,0.00029557631999999994,,
-80.14194369,38,38.42,6,77824,11271,370,-0.0009500046879111323,51.864044189453125,-1.8430768370628356,4.4642857392318544e-05,0.2,0.6083941459655762,101.14010353088379,0.10126620531082153,0.00093675416,0.00029545343999999997,,
-97.44333256,39,34.81,6,79872,11605,380,-0.0004293001104107519,79.65460205078125,-1.8441755503416062,0.0,0.2,0.6086026430130005,246.04317321777344,-0.4942570924758911,0.0005392402,0.00029533055999999994,,
,,,,80000,,390,-0.00033330993910957174,150.5651092529297,-1.8450391173362732,0.00020186335605103521,0.2,0.6089181900024414,385.1201141357422,0.23316442966461182,0.00092180003,0.00029520768,-515.2804366603493,90.2
-163.20567745,40,48.12,6,81920,11953,,,,,,,,,,,,,
-157.71124996,41,48.06,6,83968,12309,400,-0.000389878325869919,124.52591705322266,-1.8459881663322448,0.0,0.2,0.609196662902832,231.81786880493163,0.21495425701141357,0.0007376183,0.0002950848,,
-203.44022223,42,53.98,6,86016,12580,410,-0.0006229791074019886,73.7889175415039,-1.8466930329799651,0.0,0.2,0.6092983484268188,163.48073692321776,0.2547537684440613,0.00038825572,0.00029496192,,
-191.87855775,43,48.64,6,88064,12881,420,-0.0006878312621448224,249.70556640625,-1.846943873167038,0.0,0.2,0.6093840599060059,529.5225555419922,0.3705761432647705,0.00041851486,0.00029483904,,
-132.59476318,44,31.67,6,90112,13239,430,-0.00048807923170573195,231.91787719726562,-1.8473055183887481,0.0,0.2,0.6095356941223145,455.4859764099121,0.30184489488601685,0.00024110811,0.00029471616,,
-124.17298070999999,45,31.84,6,92160,13557,440,-0.0006597396016955415,142.19821166992188,-1.8477338761091233,0.0,0.2,0.6095890998840332,308.54489517211914,0.4116687774658203,0.00025038415,0.00029459327999999997,,
-183.90012133,46,41.84,6,94208,13863,450,-0.0004753915575418155,197.8560333251953,-1.8478948593139648,0.0,0.2,0.6096951961517334,381.73354263305663,0.45512235164642334,0.00053142686,0.0002944704,,
-104.33963465999999,47,31.66,6,96256,14178,460,-0.0005238229519331395,261.24566650390625,-1.848409727215767,0.0,0.2,0.6098787784576416,535.9362571716308,0.31007707118988037,0.00043985422,0.00029434751999999996,,
-165.50235977,48,43.28,6,98304,14472,470,-0.001202063538812581,167.96495056152344,-1.8491510927677155,0.0007201087108114734,0.2,0.6102142333984375,323.4688690185547,0.4274747371673584,0.0023258077,0.00029422464,,
,,,,100000,,480,-0.0010050498632602433,180.68780517578125,-1.8502980440855026,8.928571478463709e-05,0.2,0.6104702949523926,366.4009651184082,0.39803338050842285,0.0011862002,0.00029410175999999995,-355.3995335630607,73.8
-224.64412679,49,49.4,6,100352,14881,,,,,,,,,,,,,
-227.08949346,50,46.93,6,102400,15183,490,-0.0005371264260940478,192.12841796875,-1.850773459672928,0.0,0.2,0.6105162501335144,398.0452713012695,0.4116213917732239,0.00037887844,0.00029397888,,
-139.78715572000002,51,41.04,6,104448,15485,500,-0.0006918753306347613,152.72793579101562,-1.8509577572345735,0.0,0.2,0.6106492280960083,297.39368362426757,0.423520028591156,0.0006302594,0.00029385599999999995,,
-210.06284370999998,52,53.44,6,106496,15737,510,-0.00032620648046888245,90.35147094726562,-1.8514564275741576,0.0,0.2,0.6107547283172607,178.01712913513182,0.23952555656433105,0.00022271561,0.00029373311999999997,,
-203.09986248,53,50.47,6,108544,16023,520,-0.0006190953752232941,209.74049377441406,-1.8516000896692275,4.4642857392318544e-05,0.2,0.6107295155525208,473.8282470703125,0.45085519552230835,0.0008177843,0.00029361024,,
-251.44995596999996,54,61.3,6,110592,16266,530,-0.0011536694407485281,140.2494354248047,-1.8517668128013611,0.002509705035481602,0.2,0.6109471321105957,300.2973014831543,0.4659709930419922,0.002476179,0.00029348735999999996,,
-258.10371177,55,63.6,6,112640,16539,540,-0.002124123580392079,92.9117660522461,-1.852672776579857,0.0033443323394749314,0.2,0.6112355589866638,229.9614543914795,0.4043099284172058,0.0034021484,0.00029336448,,
-265.83405557,56,70.95,6,114688,16824,550,-0.0013423264408655821,161.1327667236328,-1.853814071416855,0.000448369572404772,0.2,0.6116422414779663,330.22952499389646,0.36882883310317993,0.0017933813,0.00029324159999999995,,
-333.52041747000004,57,87.2,6,116736,17102,560,-0.0006954180934467646,110.36986541748047,-1.8547316253185273,0.0,0.2,0.6117534637451172,215.94672889709472,0.409981906414032,0.00033081567,0.00029311872,,
-328.66960262,58,84.7,6,118784,17364,570,-0.0005844051308037557,146.79331970214844,-1.8550124973058701,0.0,0.2,0.611855685710907,289.94525680541994,0.6038943231105804,0.00040881225,0.00029299583999999995,,
,,,,120000,,580,-0.00016508928049071558,162.37722778320312,-1.8553754359483718,0.0,0.2,0.6119511723518372,306.9856918334961,0.4226863384246826,6.4043415e-05,0.00029287295999999997,-188.66895668487996,29.0
-290.85473432,59,81.11,6,120832,17650,,,,,,,,,,,,,
-203.01696236999996,60,58.91,6,122880,17983,590,-0.0005278079993244145,144.47154235839844,-1.8558417975902557,0.0,0.2,0.6121702194213867,281.9602588653564,0.6034550368785858,0.000802313,0.00029275007999999994,,
-169.53605663000002,61,50.07,6,124928,18247,600,-0.0009334052684607741,131.9866180419922,-1.8564395517110825,0.00017857142956927418,0.2,0.6122802495956421,259.35151824951174,0.4598078727722168,0.0010458631,0.00029262719999999996,,
-132.02665851,62,51.0,6,126976,18475,610,-0.0007813219376677283,43.287376403808594,-1.8566888660192489,0.0,0.2,0.612335205078125,108.19614582061767,0.5984615683555603,0.0004563491,0.00029250432,,
-156.86864717,63,67.47,6,129024,18729,620,-0.0002657763809150171,39.11801528930664,-1.8568744897842406,0.0,0.2,0.612406849861145,114.60496978759765,0.45956742763519287,0.00034355046,0.00029238144,,
-162.88645683,64,74.24,6,131072,18953,630,-0.0006572024335728454,37.45372009277344,-1.857155591249466,0.0,0.2,0.6124928593635559,96.66082153320312,0.6566718816757202,0.00035242824,0.00029225856,,
-187.55104886000004,65,78.69,6,133120,19200,640,-0.000253248927457439,28.753829956054688,-1.8574307888746262,0.0,0.2,0.6126070022583008,49.40057320594788,0.8040345907211304,0.00013096868,0.00029213568,,
-221.82331857999998,66,80.83,6,135168,19454,650,-0.0002170743226162952,75.07686614990234,-1.857808569073677,0.0,0.2,0.6126868724822998,158.11340236663818,0.5371085107326508,0.00015300445,0.00029201279999999997,,
-243.84034641999997,67,78.45,6,137216,19737,660,-0.0002402699342447967,108.32732391357422,-1.8579525500535965,0.0,0.2,0.6127055287361145,243.51088523864746,0.6151160001754761,3.5806537e-05,0.00029188992,,
-257.35659957,68,79.73,6,139264,20003,670,-0.0001865717031263703,115.29969024658203,-1.8580433875322342,0.0,0.2,0.6127481460571289,319.8531295776367,0.06422966718673706,9.9608056e-05,0.00029176703999999996,,
,,,,140000,,680,-0.0014993824188578753,64.77493286132812,-1.85828378200531,0.0014576863672118635,0.2,0.6128494739532471,129.7979284286499,0.46711277961730957,0.002454007,0.00029164416,-34.169688305957244,30.4
-197.33499093000006,69,64.45,6,141312,20349,,,,,,,,,,,,,
-171.35362348,70,64.12,6,143360,20657,690,-0.00010928914749008811,82.95890045166016,-1.8585970461368562,0.0,0.2,0.6129828095436096,172.76961193084716,0.7071817815303802,0.00019758687,0.00029152127999999995,,
-142.19566159,71,45.85,6,145408,20987,700,-0.0007841777181036902,128.85391235351562,-1.859180563688278,0.00011257764126639813,0.2,0.6131649017333984,249.13504753112792,0.3650643825531006,0.00093838735,0.0002913984,,
-128.92414492,72,33.38,6,147456,21368,710,-0.0007410645645593017,97.1723861694336,-1.8597017258405686,0.0,0.2,0.6132891774177551,174.91088943481446,0.639361709356308,0.0006417189,0.00029127551999999995,,
-158.04513228000002,73,44.66,6,149504,21636,720,-0.001305740228872887,89.96163940429688,-1.860178542137146,0.00950116477033589,0.2,0.6134828329086304,197.26341743469237,0.5199475884437561,0.0038831027,0.00029115263999999997,,
-133.89084067,74,50.83,6,151552,21877,730,-0.0004186097427945068,91.76883697509766,-1.8608387172222138,0.00047166149597615,0.2,0.6136835813522339,192.8830322265625,0.5701359212398529,0.0014299854,0.00029102976,,
-172.25473143999997,75,68.94,6,153600,22100,740,-0.0019255837212546866,19.420820236206055,-1.8612838327884673,0.006057841741130688,0.2,0.6137959957122803,43.8704674243927,0.7586942166090012,0.0039524916,0.00029090687999999996,,
-133.33262820000002,76,67.79,6,155648,22381,750,-0.0020903441350963335,58.800357818603516,-1.8617663145065309,0.00465062125294935,0.2,0.6139250993728638,124.3121202468872,0.7566325515508652,0.0034443222,0.000290784,,
-184.71441576,77,75.72,6,157696,22593,760,-0.0016846714462415812,41.58313751220703,-1.8621654272079469,0.006500388355925679,0.2,0.6140648126602173,81.70243434906006,0.6394625604152679,0.0040560453,0.00029066111999999996,,
-175.59175709,78,57.11,6,159744,22876,770,-0.0014290604337110935,112.77523803710938,-1.8625259548425674,0.0012344720686087384,0.2,0.6141338348388672,228.37603950500488,0.6799960136413574,0.0024005559,0.00029053824,,
,,,,160000,,780,-0.00041250314452683233,87.3360595703125,-1.8626851201057435,0.0,0.2,0.6141513586044312,194.1497402191162,0.6638731360435486,0.0005696313,0.00029041536,-226.80806369272614,48.4
-152.17161276000002,79,55.17,6,161792,23237,,,,,,,,,,,,,
-99.78647553,80,40.51,6,163840,23499,790,-0.0008071607567814776,34.95362854003906,-1.8628885835409164,0.0,0.2,0.6142873764038086,94.61669788360595,0.41776490211486816,0.0008734335,0.00029029247999999997,,
-162.76059029,81,55.64,6,165888,23840,800,-0.0008096623455068341,70.19324493408203,-1.8631874293088913,0.0006948757858481258,0.2,0.6143180131912231,145.32134895324708,0.6856398582458496,0.0015166847,0.0002901696,,
-174.10012682,82,52.24,6,167936,24206,810,-0.0013901097325905055,80.25586700439453,-1.8632879376411438,0.0011238354170927777,0.2,0.6143349409103394,188.02458305358886,0.6760958731174469,0.0020050022,0.00029004671999999996,,
-143.00676521000003,83,38.1,6,169984,24497,820,-0.0039078080047485475,79.35908508300781,-1.863411831855774,0.0350194103695685,0.2,0.6144018173217773,166.34149856567382,0.5890950560569763,0.0063813245,0.00028992384,,
-163.61398434999998,84,43.16,6,172032,24731,830,-0.0035727704602738553,128.72039794921875,-1.8635932236909867,0.020547360545606352,0.2,0.6144349575042725,254.52536430358887,0.666411966085434,0.005573675,0.00028980095999999996,,
-207.08244633,85,56.84,6,174080,24996,840,-0.01030250807860802,118.07974243164062,-1.863598895072937,0.09246700363000855,0.2,0.6143794059753418,246.80576133728027,0.530363529920578,0.007491434,0.00028967808,,
-203.76233772,86,60.14,6,176128,25274,850,-0.009337373307810464,130.05990600585938,-1.863407900929451,0.10629464382946026,0.2,0.6143608689308167,259.8833984375,0.47897064685821533,0.0069458336,0.0002895552,,
-105.10730143,87,40.88,6,178176,25552,860,-0.010131169894011693,124.88623809814453,-1.8632816821336746,0.0992197219398804,0.2,0.6142979860305786,262.4262767791748,0.47667521238327026,0.006930507,0.00028943231999999997,,
,,,,180000,,870,-0.006874998967458445,80.02877807617188,-1.86294105052948,0.07164596342772711,0.2,0.6141440868377686,259.77177238464355,0.1351386308670044,0.0066218274,0.00028930944,-11.022084010550747,18.0
-82.13501733999999,88,41.49,6,180224,25894,,,,,,,,,,,,,
-42.14162787999999,89,29.76,6,182272,26280,880,-0.011118738526004424,68.97679901123047,-1.8618965446949005,0.10189247005619109,0.2,0.6136759519577026,167.7397361755371,0.37496042251586914,0.008660873,0.00028918655999999996,,
-20.311181899999998,90,20.15,6,184320,26695,890,-0.007691955223459179,30.69137954711914,-1.860228580236435,0.09347826198209078,0.2,0.6130642890930176,77.70404386520386,0.08782029151916504,0.0066232244,0.00028906368,,
-13.437773700000001,91,19.27,6,186368,27223,900,-0.010400611562280181,22.239330291748047,-1.8593284755945205,0.10838703457848169,0.2,0.6135386824607849,51.36215877532959,0.2880820035934448,0.007849691,0.00028894079999999996,,
-11.686789249999997,92,27.21,6,188416,27631,910,-0.0022280667809712108,14.458089828491211,-1.860577017068863,0.09049107334867586,0.2,0.6135683059692383,36.3836003780365,0.2680038809776306,0.010133138,0.00028881792,,
-15.613195759999998,93,32.49,6,190464,28051,920,-0.0023864261521482242,17.69961929321289,-1.8595358669757842,0.033039596487651576,0.2,0.6127324104309082,33.69714436531067,0.317817747592926,0.003100107,0.00028869503999999995,,
-19.756765899999998,94,27.35,6,192512,28463,930,-0.0054089894269262525,32.28054428100586,-1.8568263351917267,0.04163237662287429,0.2,0.6121933460235596,76.66415395736695,0.43315285444259644,0.0066793775,0.00028857215999999997,,
-15.045764439999997,95,23.78,6,194560,28900,940,-0.004743385921171605,10.372495651245117,-1.854669651389122,0.06298719003098086,0.2,0.6113829016685486,26.060396432876587,0.22567564249038696,0.011199,0.00028844927999999994,,
-17.90270684,96,22.27,6,196608,29267,950,-0.0054281580092876034,18.602867126464844,-1.8530100762844086,0.05174689531559125,0.2,0.6113884449005127,38.62055644989014,0.08585464954376221,0.008899607,0.00028832639999999996,,
-11.36481558,97,25.45,6,198656,29625,960,-0.004414866508832382,19.241958618164062,-1.8516586244106292,0.059188664960674944,0.2,0.6103777885437012,40.89778661727905,0.30372804403305054,0.008163947,0.00028820352,,
,,,,200000,,970,-0.005797786468630761,19.940982818603516,-1.8502821266651153,0.09509899257973302,0.2,0.6107741594314575,39.381303787231445,0.36297428607940674,0.008176519,0.00028808064,27.920987939431505,49.0
-11.302418350000003,98,20.03,6,200704,30077,,,,,,,,,,,,,
-17.949990879999998,99,15.01,6,202752,30477,980,-0.003789143831464961,14.851078033447266,-1.8503228306770325,0.12054930289741606,0.2,0.6100841164588928,31.69348611831665,0.21974539756774902,0.028997902,0.00028795776,,
-17.74671558,100,25.37,6,204800,30847,990,-0.0021834039628278595,26.68124008178711,-1.8470426946878433,0.1016187906556297,0.2,0.6087563037872314,53.64535856246948,0.2760816216468811,0.004005269,0.00028783488,,
-8.88020384,101,29.38,6,206848,31195,1000,-0.0019222031852301092,11.044886589050293,-1.8426721334457397,0.12941964348428883,0.2,0.6077842712402344,27.169602251052858,0.42857807874679565,0.021494824,0.00028771199999999997,,
-6.78611813,102,36.55,6,208896,31487,1010,0.002497915068420964,16.055479049682617,-1.8407275676727295,0.15553377384785563,0.2,0.6070259809494019,38.86070680618286,0.46264874935150146,0.008068,0.00028758912,,
-15.904801890000003,103,36.32,6,210944,31808,1020,-0.004702107788117638,9.254988670349121,-1.8383953839540481,0.15445264077279716,0.2,0.6067893505096436,20.010826969146727,0.36799538135528564,0.011998064,0.00028746623999999996,,
-6.936635309999999,104,31.37,6,212992,32188,1030,-0.005766710249330831,49.34351348876953,-1.8374380469322205,0.045902562866103835,0.2,0.6062124967575073,116.92646389007568,0.48837536573410034,0.0052861995,0.00028734336,,
-10.678062360000002,105,31.12,6,215040,32541,1040,-0.0040930561024599575,26.648141860961914,-1.8354062139987946,0.065522127924487,0.2,0.6054986715316772,54.47854118347168,0.40030771493911743,0.0053243404,0.00028722047999999996,,
2.40160733,106,27.82,6,217088,32903,1050,-0.008508081629406661,16.188718795776367,-1.8333674162626266,0.07057065297849477,0.2,0.6051440238952637,36.90225067138672,0.44740229845046997,0.008880018,0.0002870976,,
-5.167107039999999,107,27.21,6,219136,33243,1060,-0.0025827609618759738,13.093685150146484,-1.831598910689354,0.15232143115717917,0.2,0.6043035984039307,30.60242156982422,0.4207189083099365,0.023783382,0.00028697472,,
,,,,220000,,1070,-1.653812960284995e-05,14.615886688232422,-1.8282430231571198,0.11714479938964359,0.2,0.6029727458953857,35.073194360733034,0.35699671506881714,0.022196278,0.00028685183999999997,29.066835602359788,59.2
-6.847283779999999,108,26.67,6,221184,33639,,,,,,,,,,,,,
-1.45123472,109,30.69,6,223232,33970,1080,0.008301734694292207,18.0250244140625,-1.8241481930017471,0.21026980056194589,0.2,0.6020635366439819,36.76789531707764,0.5094415247440338,0.02324935,0.00028672896,,
6.662370440000001,110,36.12,6,225280,34281,1090,0.005176284742608134,8.64310359954834,-1.8209532856941224,0.1854638983029872,0.2,0.6005821228027344,19.69158191680908,0.4997488260269165,0.008612637,0.00028660607999999996,,
5.26500466,111,34.98,6,227328,34720,1100,-0.004630891666238313,10.931370735168457,-1.8167444914579391,0.13332104212604462,0.2,0.6003924608230591,22.83192253112793,0.5169794261455536,0.01078308,0.0002864832,,
6.56820424,112,33.89,6,229376,35044,1110,-0.0031492310014021195,11.703961372375488,-1.8160918802022934,0.13431094838597346,0.2,0.5994729995727539,23.231330823898315,0.6142450273036957,0.007071201,0.00028636031999999996,,
11.86371433,113,40.98,6,231424,35346,1120,-0.003598623948408719,15.166993141174316,-1.8126528948545455,0.12266304565710015,0.2,0.5987489819526672,32.17340211868286,0.5537125468254089,0.017212715,0.00028623744,,
17.2039664,114,44.37,6,233472,35689,1130,-0.007588882962591015,13.143672943115234,-1.811086466908455,0.09607725206005853,0.2,0.5981886386871338,38.09258642196655,0.6056633293628693,0.015616062,0.00028611455999999995,,
13.743467040000002,115,42.26,6,235520,36007,1140,-0.004327439014409062,14.872459411621094,-1.8089988857507706,0.10565217509865761,0.2,0.5975624322891235,28.610908842086793,0.6306436657905579,0.010481224,0.00028599168,,
15.76206132,116,42.28,6,237568,36434,1150,-0.0043412250608006134,11.330246925354004,-1.8062037736177445,0.09596855752170086,0.2,0.5965612530708313,25.07682967185974,0.7025427520275116,0.009658352,0.00028586879999999994,,
8.235116649999998,117,36.9,6,239616,36773,1160,0.0023664822265579643,9.946792602539062,-1.8037829995155334,0.14436335550271906,0.2,0.5962570309638977,20.497203946113586,0.7644935846328735,0.039570678,0.00028574591999999997,,
,,,,240000,,1170,0.030062353477738446,9.89146614074707,-1.802414909005165,0.3221875011106022,0.2,0.5954620838165283,19.809443020820616,0.5735757350921631,0.058604106,0.00028562303999999993,76.54492527433031,84.6
7.734307829999999,118,26.12,6,241664,37213,,,,,,,,,,,,,
-0.8252598299999994,119,25.56,6,243712,37495,1180,0.01436270538986979,11.065567016601562,-1.7983224660158157,0.23973214494762943,0.2,0.5937931537628174,27.01515483856201,0.730469822883606,0.058427013,0.00028550016,,
19.32531221,120,38.01,6,245760,37800,1190,0.0003392712397285003,8.181856155395508,-1.7942421436309814,0.1972185567516135,0.2,0.5932573080062866,21.351088333129884,0.7598404586315155,0.013307594,0.00028537728,,
23.182323210000003,121,47.27,6,247808,38066,1200,-0.004891077538382626,20.31338119506836,-1.7927487939596176,0.10869759396300652,0.2,0.5925683975219727,50.004577445983884,0.5783789157867432,0.010702648,0.0002852544,,
11.867821230000002,122,43.99,6,249856,38314,1210,-0.006459904648072556,15.606632232666016,-1.78944793343544,0.09796583922579885,0.2,0.5914950370788574,33.83869872093201,0.6885986030101776,0.007848675,0.00028513152,,
44.18056869000001,123,64.63,6,251904,38562,1220,-0.0036712895447635675,5.628085613250732,-1.7859753847122193,0.09999806027626619,0.2,0.590517520904541,13.214672756195068,0.857089102268219,0.0075812964,0.00028500864,,
46.36633309,124,64.77,6,253952,38830,1230,0.01324416803593651,7.701962947845459,-1.7827019482851028,0.3124068336794153,0.2,0.5897395610809326,17.178292751312256,0.7935629040002823,0.02497924,0.00028488575999999997,,
