rollout/ep_rew_mean,train/actor_loss,train/n_updates,time/episodes,train/learning_rate,time/time_elapsed,time/fps,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,eval/mean_ep_length,eval/mean_reward
-33.81630858,11.405116081237793,16754,1132,0.0002,2386,7,16855,14.42,6.701133728027344,,
-33.899259459999996,10.560626983642578,16845,1136,0.0002,2395,7,16946,14.92,6.744167804718018,,
-33.31223437,11.239437103271484,16904,1140,0.0002,2401,7,17005,14.94,7.773659706115723,,
-32.70908314,10.659134864807129,16970,1144,0.0002,2408,7,17071,14.94,7.206694602966309,,
-31.782267119999997,11.496829986572266,17040,1148,0.0002,2417,7,17141,15.06,7.084113121032715,,
-30.672778010000002,10.616283416748047,17087,1152,0.0002,2428,7,17188,14.91,7.351937770843506,,
-30.821370769999998,9.873941421508789,17134,1156,0.0002,2435,7,17235,14.83,7.4590373039245605,,
-30.919561039999998,10.931076049804688,17197,1160,0.0002,2443,7,17298,14.98,6.358623504638672,,
-30.80289844,10.850227355957031,17248,1164,0.0002,2450,7,17349,14.75,4.691096305847168,,
-30.43997297,11.405471801757812,17292,1168,0.0002,2456,7,17393,14.56,6.535799026489258,,
-30.85963787,11.453459739685059,17351,1172,0.0002,2463,7,17452,14.61,6.581138610839844,,
-30.917757939999998,11.342805862426758,17423,1176,0.0002,2478,7,17524,14.85,4.174559593200684,,
-30.48998451,10.912849426269531,17469,1180,0.0002,2485,7,17570,14.83,7.228847503662109,,
-28.472610340000003,11.913646697998047,17527,1184,0.0002,2493,7,17628,14.6,9.669349670410156,,
-27.95773728,10.766805648803711,17593,1188,0.0002,2501,7,17694,14.72,4.882077217102051,,
-27.230119560000002,10.679533004760742,17650,1192,0.0002,2509,7,17751,14.83,7.054720401763916,,
-26.92695599,11.240017890930176,17717,1196,0.0002,2516,7,17818,14.99,7.285316467285156,,
-25.953357849999996,10.04995059967041,17784,1200,0.0002,2529,7,17885,15.11,6.238059043884277,,
-26.997100129999993,11.663860321044922,17893,1204,0.0002,2539,7,17994,15.54,5.6699066162109375,,
-26.97551331,9.929290771484375,17953,1208,0.0002,2546,7,18054,15.65,7.762460231781006,,
-26.116975089999997,10.33509635925293,18011,1212,0.0002,2553,7,18112,15.69,5.355566501617432,,
-25.248125530000003,11.603984832763672,18060,1216,0.0002,2559,7,18161,15.5,7.012608051300049,,
-24.112539399999996,11.091423034667969,18113,1220,0.0002,2566,7,18214,15.59,6.52711296081543,,
-22.946105069999998,11.376466751098633,18164,1224,0.0002,2573,7,18265,15.6,6.147510528564453,,
-22.881380749999995,10.048877716064453,18218,1228,0.0002,2584,7,18319,15.52,7.188239097595215,,
-22.415274050000004,10.976472854614258,18262,1232,0.0002,2590,7,18363,15.08,8.164712905883789,,
-22.165285339999997,11.066082000732422,18313,1236,0.0002,2597,7,18414,14.68,6.453020095825195,,
-21.863636070000005,10.30455493927002,18370,1240,0.0002,2604,7,18471,14.66,7.62522029876709,,
-21.629309149999997,11.21466064453125,18424,1244,0.0002,2610,7,18525,14.54,5.684506893157959,,
-21.821029969999998,10.581088066101074,18481,1248,0.0002,2617,7,18582,14.41,8.770530700683594,,
-22.19904297,10.542160987854004,18557,1252,0.0002,2630,7,18658,14.7,8.007238388061523,,
-22.26047679,10.783245086669922,18614,1256,0.0002,2637,7,18715,14.8,4.784173488616943,,
-21.80208119,10.536492347717285,18659,1260,0.0002,2642,7,18760,14.62,6.579865455627441,,
-21.438081580000006,11.425739288330078,18730,1264,0.0002,2650,7,18831,14.82,4.635968208312988,,
-21.73175067,10.062458038330078,18779,1268,0.0002,2657,7,18880,14.87,5.621672630310059,,
-21.38787914,9.895751953125,18842,1272,0.0002,2664,7,18943,14.91,8.134843826293945,,
-21.214396199999996,11.089448928833008,18909,1276,0.0002,2676,7,19010,14.86,6.842418193817139,,
-21.91259117,10.564529418945312,18968,1280,0.0002,2684,7,19069,14.99,7.435082912445068,,
-22.217313590000003,10.623880386352539,19024,1284,0.0002,2691,7,19125,14.97,5.278738975524902,,
-23.249197090000006,10.550247192382812,19082,1288,0.0002,2699,7,19183,14.89,5.4522504806518555,,
-24.097757270000002,11.071063995361328,19142,1292,0.0002,2706,7,19243,14.92,5.929193019866943,,
-24.94962822,10.207616806030273,19214,1296,0.0002,2714,7,19315,14.97,6.8882646560668945,,
-27.230008749999996,10.938898086547852,19274,1300,0.0002,2727,7,19375,14.9,11.288108825683594,,
-25.2766259,11.163862228393555,19334,1304,0.0002,2734,7,19435,14.41,7.136327266693115,,
-24.66123319999999,10.583396911621094,19406,1308,0.0002,2741,7,19507,14.53,9.025785446166992,,
-24.559647610000003,10.455842971801758,19466,1312,0.0002,2748,7,19567,14.55,7.316004276275635,,
-24.511628459999997,11.273016929626465,19517,1316,0.0002,2755,7,19618,14.57,6.936848163604736,,
-24.5270844,10.458240509033203,19576,1320,0.0002,2762,7,19677,14.63,6.952979564666748,,
-24.41009119,11.244477272033691,19629,1324,0.0002,2768,7,19730,14.65,10.284639358520508,,
-24.68252571,10.265592575073242,19677,1328,0.0002,2780,7,19778,14.59,5.188510894775391,,
-24.738000119999995,11.259559631347656,19735,1332,0.0002,2787,7,19836,14.73,5.039597988128662,,
-27.12675323,11.104283332824707,19806,1336,0.0002,2795,7,19907,14.93,6.36133337020874,,
-29.551555909999994,10.865789413452148,19884,1340,0.0002,2804,7,19985,15.14,5.706525802612305,,
-31.032345969999998,10.59433364868164,19937,1344,0.0002,2811,7,20038,15.13,8.303420066833496,,
-31.23702918,10.214143753051758,19986,1348,0.0002,2817,7,20087,15.05,7.417901992797852,,
-31.692484519999997,11.72752857208252,20060,1352,0.0002,2831,7,20161,15.03,5.984724044799805,,
-32.15706445,10.798784255981445,20125,1356,0.0002,2838,7,20226,15.11,6.716178894042969,,
-32.39790136,10.388254165649414,20175,1360,0.0002,2845,7,20276,15.16,6.335723876953125,,
-32.499305469999996,9.639530181884766,20239,1364,0.0002,2852,7,20340,15.09,5.573343276977539,,
-32.41837816,11.514518737792969,20293,1368,0.0002,2859,7,20394,15.14,6.833142280578613,,
-32.35346362999999,11.263700485229492,20337,1372,0.0002,2865,7,20438,14.95,5.588455677032471,,
-32.71395681,11.464670181274414,20399,1376,0.0002,2877,7,20500,14.9,5.676915168762207,,
-31.834921050000002,11.151739120483398,20443,1380,0.0002,2883,7,20544,14.75,7.681734085083008,,
-31.616530839999996,10.77702808380127,20511,1384,0.0002,2891,7,20612,14.87,5.130248069763184,,
-30.520764160000002,12.157026290893555,20572,1388,0.0002,2898,7,20673,14.9,6.840517997741699,,
-29.25136615,10.760660171508789,20619,1392,0.0002,2904,7,20720,14.77,5.763370513916016,,
-27.43513134,10.989818572998047,20666,1396,0.0002,2910,7,20767,14.52,6.287321090698242,,
-26.22127556,11.11262321472168,20725,1400,0.0002,2922,7,20826,14.51,6.844803810119629,,
-27.717164999999994,10.495536804199219,20789,1404,0.0002,2929,7,20890,14.55,6.944679260253906,,
-29.19554346,11.028519630432129,20851,1408,0.0002,2937,7,20952,14.45,5.880067348480225,,
-30.154976259999994,11.185606002807617,20907,1412,0.0002,2944,7,21008,14.41,8.33935260772705,,
-31.586537300000003,11.535432815551758,20978,1416,0.0002,2953,7,21079,14.61,6.799377918243408,,
-32.77407447,11.056050300598145,21047,1420,0.0002,2962,7,21148,14.71,4.283710956573486,,
-33.5673965,11.383689880371094,21108,1424,0.0002,2970,7,21209,14.79,8.5519380569458,,
-33.34088666,10.916426658630371,21165,1428,0.0002,2982,7,21266,14.88,6.416189193725586,,
-33.49605287,11.458345413208008,21217,1432,0.0002,2989,7,21318,14.82,7.518404960632324,,
-31.999973849999996,11.406965255737305,21277,1436,0.0002,2997,7,21378,14.71,5.892663955688477,,
-30.011944189999998,10.547800064086914,21328,1440,0.0002,3004,7,21429,14.44,5.626813888549805,,
-28.842152780000003,11.253993034362793,21384,1444,0.0002,3011,7,21485,14.47,8.741175651550293,,
-29.51937814,10.51215934753418,21434,1448,0.0002,3018,7,21535,14.48,6.263689041137695,,
-29.235566809999995,11.002110481262207,21488,1452,0.0002,3031,7,21589,14.28,4.447664260864258,,
-28.852312540000003,11.589505195617676,21557,1456,0.0002,3040,7,21658,14.32,8.001791954040527,,
-29.43161118,10.880535125732422,21623,1460,0.0002,3048,7,21724,14.48,5.9699506759643555,,
-30.742926830000002,9.916425704956055,21682,1464,0.0002,3055,7,21783,14.43,7.031668663024902,,
-30.91083157,11.690855026245117,21739,1468,0.0002,3063,7,21840,14.46,8.676795959472656,,
-30.996792350000007,10.92578125,21789,1472,0.0002,3070,7,21890,14.52,6.4766082763671875,,
-31.60678927,11.997858047485352,21878,1476,0.0002,3084,7,21979,14.79,6.103457927703857,,
-32.568091210000006,10.847201347351074,21947,1480,0.0002,3093,7,22048,15.04,7.163030624389648,,
-33.03584918,11.451188087463379,22004,1484,0.0002,3101,7,22105,14.93,4.049434661865234,,
-34.543280689999996,10.278688430786133,22068,1488,0.0002,3108,7,22169,14.96,5.667160511016846,,
-36.08254939,11.306071281433105,22118,1492,0.0002,3114,7,22219,14.99,8.609419822692871,,
-37.24344228,10.377740859985352,22168,1496,0.0002,3121,7,22269,15.02,6.921311378479004,,
-37.07208135,10.484306335449219,22224,1500,0.0002,3134,7,22325,14.99,6.73770809173584,,
-35.73493035,11.911398887634277,22277,1504,0.0002,3140,7,22378,14.88,7.712420463562012,,
-34.110935690000005,11.845152854919434,22336,1508,0.0002,3147,7,22437,14.85,6.04021692276001,,
-33.10980008000001,10.529829025268555,22394,1512,0.0002,3153,7,22495,14.87,5.003727436065674,,
-31.531296739999995,10.849699020385742,22451,1516,0.0002,3160,7,22552,14.73,9.347929000854492,,
-30.646084879999993,11.192453384399414,22509,1520,0.0002,3167,7,22610,14.62,8.623479843139648,,
-29.867470439999998,10.593120574951172,22559,1524,0.0002,3173,7,22660,14.51,9.150053024291992,,
-30.266050929999995,10.701342582702637,22621,1528,0.0002,3186,7,22722,14.56,7.249532699584961,,
-29.74022043,10.405118942260742,22684,1532,0.0002,3193,7,22785,14.67,7.7441253662109375,,
-29.514838370000003,10.034000396728516,22780,1536,0.0002,3204,7,22881,15.03,7.2462158203125,,
-29.70505169,10.174629211425781,22839,1540,0.0002,3212,7,22940,15.11,5.68855094909668,,
-30.56778428,10.513144493103027,22927,1544,0.0002,3221,7,23028,15.43,8.297616004943848,,
-29.49586482,9.6264009475708,23001,1548,0.0002,3230,7,23102,15.67,7.423110008239746,,
-29.236851760000004,10.082181930541992,23060,1552,0.0002,3242,7,23161,15.72,6.733010768890381,,
-28.984309009999997,10.49622917175293,23114,1556,0.0002,3249,7,23215,15.57,7.250465393066406,,
-28.233159649999997,10.649036407470703,23162,1560,0.0002,3255,7,23263,15.39,7.880807876586914,,
-26.68399735,10.601192474365234,23221,1564,0.0002,3262,7,23322,15.39,6.607229232788086,,
-26.709946649999996,10.728669166564941,23272,1568,0.0002,3268,7,23373,15.33,5.015503406524658,,
-26.87132731,11.151050567626953,23327,1572,0.0002,3274,7,23428,15.38,9.18659496307373,,
-26.30168076,10.500535011291504,23382,1576,0.0002,3286,7,23483,15.04,6.0536017417907715,,
-25.651092119999998,10.396636962890625,23439,1580,0.0002,3294,7,23540,14.92,7.24044132232666,,
-25.208052520000003,9.27641487121582,23489,1584,0.0002,3300,7,23590,14.85,8.229125022888184,,
-23.710897239999998,10.83115291595459,23550,1588,0.0002,3309,7,23651,14.82,8.408306121826172,,
-22.27455121,11.088033676147461,23597,1592,0.0002,3316,7,23698,14.79,7.547454833984375,,
-21.549451339999997,11.046796798706055,23656,1596,0.0002,3324,7,23757,14.88,7.726314544677734,,
-20.29489558,11.09494400024414,23723,1600,0.0002,3338,7,23824,14.99,5.3107194900512695,,
-20.340980359999996,11.085576057434082,23787,1604,0.0002,3345,7,23888,15.1,10.970769882202148,,
-21.003376210000003,9.914714813232422,23863,1608,0.0002,3354,7,23964,15.27,6.931734085083008,,
-21.290121619999994,10.219640731811523,23933,1612,0.0002,3362,7,24034,15.39,5.039124011993408,,
-21.87389212,10.379903793334961,23990,1616,0.0002,3369,7,24091,15.39,6.373935699462891,,
-21.678850630000003,11.206466674804688,24041,1620,0.0002,3375,7,24142,15.32,6.86543607711792,,
-21.52185749,10.610099792480469,24098,1624,0.0002,3382,7,24199,15.39,9.133182525634766,,
-20.567386900000002,11.450166702270508,24148,1628,0.0002,3394,7,24249,15.27,6.643341064453125,,
-20.272558899999996,10.280866622924805,24199,1632,0.0002,3400,7,24300,15.15,8.090986251831055,,
-19.694322000000003,10.85386848449707,24261,1636,0.0002,3407,7,24362,14.81,7.3718085289001465,,
-18.65667269,11.561888694763184,24327,1640,0.0002,3415,7,24428,14.88,7.278379917144775,,
-17.55996758,11.317916870117188,24373,1644,0.0002,3420,7,24474,14.46,5.697040557861328,,
-17.401965360000002,10.677258491516113,24439,1648,0.0002,3427,7,24540,14.38,7.19508695602417,,
-17.91274901,10.246403694152832,24501,1652,0.0002,3439,7,24602,14.41,6.870692253112793,,
-19.36716533,10.342142105102539,24554,1656,0.0002,3446,7,24655,14.4,6.334902763366699,,
-20.217831320000002,10.584627151489258,24606,1660,0.0002,3452,7,24707,14.44,6.6313605308532715,,
-21.373121219999998,10.657258033752441,24653,1664,0.0002,3459,7,24754,14.32,7.688121795654297,,
-21.746474520000003,10.042551040649414,24706,1668,0.0002,3466,7,24807,14.34,5.583674430847168,,
-21.935192479999998,10.110306739807129,24780,1672,0.0002,3475,7,24881,14.53,6.625506401062012,,
-22.371939290000004,10.29541015625,24870,1676,0.0002,3490,7,24971,14.88,7.623143672943115,,
-23.24053315,10.87193489074707,24938,1680,0.0002,3498,7,25039,14.99,5.672029495239258,,
-23.346150320000003,10.252634048461914,24998,1684,0.0002,3505,7,25099,15.09,8.66006088256836,,
-23.414678730000002,10.86004638671875,25048,1688,0.0002,3512,7,25149,14.98,7.169018268585205,,
-23.826999950000005,11.2471923828125,25100,1692,0.0002,3519,7,25201,15.03,8.745031356811523,,
-24.06751197,10.991106986999512,25176,1696,0.0002,3528,7,25277,15.2,9.961084365844727,,
-24.843966759999997,10.42963981628418,25242,1700,0.0002,3540,7,25343,15.19,6.724681854248047,,
-25.994195010000002,10.192219734191895,25301,1704,0.0002,3548,7,25402,15.14,8.049722671508789,,
-25.771617190000008,10.20328140258789,25355,1708,0.0002,3555,7,25456,14.92,6.9281415939331055,,
-26.833231450000003,9.326889038085938,25411,1712,0.0002,3562,7,25512,14.78,7.081127166748047,,
-27.429582300000007,10.180924415588379,25462,1716,0.0002,3569,7,25563,14.72,6.22292947769165,,
-28.510203769999997,9.276737213134766,25501,1720,0.0002,3575,7,25602,14.6,8.455801010131836,,
-29.708342469999998,10.261096954345703,25560,1724,0.0002,3582,7,25661,14.62,6.560972690582275,,
-30.031840269999996,10.748010635375977,25606,1728,0.0002,3595,7,25707,14.58,7.368189811706543,,
-30.272714569999994,11.390523910522461,25662,1732,0.0002,3602,7,25763,14.63,5.593842029571533,,
-31.358561060000003,9.94081974029541,25722,1736,0.0002,3609,7,25823,14.61,7.468433856964111,,
-33.177974129999996,11.561651229858398,25794,1740,0.0002,3617,7,25895,14.67,9.045989990234375,,
-33.03801967,10.239360809326172,25846,1744,0.0002,3624,7,25947,14.73,11.670318603515625,,
-33.09204937,9.664795875549316,25903,1748,0.0002,3631,7,26004,14.64,6.683565139770508,,
-32.62541905,11.066230773925781,25967,1752,0.0002,3644,7,26068,14.66,6.711514472961426,,
-32.44146092,10.349172592163086,26034,1756,0.0002,3653,7,26135,14.8,7.528090953826904,,
-32.14313819,10.636611938476562,26091,1760,0.0002,3660,7,26192,14.85,9.447303771972656,,
-31.39524013,11.576120376586914,26163,1764,0.0002,3668,7,26264,15.1,8.055072784423828,,
-30.98567009,11.587813377380371,26208,1768,0.0002,3674,7,26309,15.02,7.059325218200684,,
-30.68253251,10.34151840209961,26264,1772,0.0002,3681,7,26365,14.84,5.77694845199585,,
-30.10894342,10.36860466003418,26332,1776,0.0002,3694,7,26433,14.62,6.011484146118164,,
-29.67318729,10.464176177978516,26383,1780,0.0002,3700,7,26484,14.45,7.097346305847168,,
-30.157735109999997,10.046875,26448,1784,0.0002,3708,7,26549,14.5,9.56861686706543,,
-30.64307026,10.885038375854492,26502,1788,0.0002,3715,7,26603,14.54,10.865753173828125,,
-31.016725859999998,11.09329605102539,26565,1792,0.0002,3723,7,26666,14.65,6.57177734375,,
-31.61411631,11.013538360595703,26608,1796,0.0002,3729,7,26709,14.32,11.494945526123047,,
-31.992031129999997,11.035701751708984,26664,1800,0.0002,3742,7,26765,14.22,6.021666526794434,,
-30.390620509999998,10.605277061462402,26718,1804,0.0002,3749,7,26819,14.17,7.6672210693359375,,
-29.94530701,9.917342185974121,26766,1808,0.0002,3755,7,26867,14.11,6.4089226722717285,,
-28.576744730000005,10.730894088745117,26835,1812,0.0002,3763,7,26936,14.24,5.316340923309326,,
-27.863081260000005,11.355209350585938,26887,1816,0.0002,3769,7,26988,14.25,6.7954421043396,,
-27.11699411,10.126422882080078,26945,1820,0.0002,3776,7,27046,14.44,5.163362503051758,,
-25.880565070000007,9.927347183227539,26990,1824,0.0002,3783,7,27091,14.3,6.424731254577637,,
-25.811116569999996,10.409209251403809,27040,1828,0.0002,3794,7,27141,14.34,5.9821882247924805,,
-25.44165427,10.464033126831055,27089,1832,0.0002,3800,7,27190,14.27,8.682421684265137,,
-24.828309570000002,10.52793025970459,27152,1836,0.0002,3807,7,27253,14.3,6.66744327545166,,
-23.09963664,10.16612434387207,27198,1840,0.0002,3812,7,27299,14.04,11.383087158203125,,
-23.33275498,10.913287162780762,27252,1844,0.0002,3819,7,27353,14.06,7.938427925109863,,
-23.045863989999997,10.651973724365234,27306,1848,0.0002,3826,7,27407,14.03,6.191107273101807,,
-23.38478774,11.242561340332031,27359,1852,0.0002,3838,7,27460,13.92,7.699749946594238,,
-22.3054997,10.913792610168457,27420,1856,0.0002,3845,7,27521,13.86,8.461822509765625,,
-22.121537729999996,10.13284969329834,27474,1860,0.0002,3852,7,27575,13.83,6.975390434265137,,
-22.332612450000006,10.527202606201172,27525,1864,0.0002,3859,7,27626,13.62,4.369009017944336,,
-22.258823130000007,10.979679107666016,27587,1868,0.0002,3867,7,27688,13.79,6.011431694030762,,
-22.40013296,11.127256393432617,27641,1872,0.0002,3873,7,27742,13.77,9.416082382202148,,
-22.4033743,10.681087493896484,27692,1876,0.0002,3885,7,27793,13.6,6.555931091308594,,
-23.606406120000003,10.775322914123535,27779,1880,0.0002,3895,7,27880,13.96,8.131563186645508,,
-25.044246150000003,10.518938064575195,27849,1884,0.0002,3904,7,27950,14.01,5.6443939208984375,,
-25.771734109999997,10.443488121032715,27899,1888,0.0002,3910,7,28000,13.97,6.9501118659973145,,
-26.59183277,10.649911880493164,27944,1892,0.0002,3917,7,28045,13.79,5.750286102294922,,
-26.662693929999996,11.267251968383789,27993,1896,0.0002,3923,7,28094,13.85,9.682106018066406,,
-27.016434109999995,10.390425682067871,28047,1900,0.0002,3936,7,28148,13.83,5.2614006996154785,,
-27.32949336,10.70439338684082,28094,1904,0.0002,3942,7,28195,13.76,6.373074531555176,,
-27.404206700000003,11.002853393554688,28157,1908,0.0002,3949,7,28258,13.91,6.615041732788086,,
-27.669704990000003,11.33862018585205,28226,1912,0.0002,3957,7,28327,13.91,8.002034187316895,,
-27.360505450000005,10.959376335144043,28281,1916,0.0002,3963,7,28382,13.94,6.424121379852295,,
-26.994544590000004,11.318504333496094,28342,1920,0.0002,3970,7,28443,13.97,8.369144439697266,,
-27.132276930000007,10.42843246459961,28401,1924,0.0002,3977,7,28502,14.11,6.526187419891357,,
-27.07164689,11.002680778503418,28452,1928,0.0002,3989,7,28553,14.12,6.067709922790527,,
-27.55653808,10.438112258911133,28504,1932,0.0002,3996,7,28605,14.15,7.7771148681640625,,
-27.416128389999997,10.861948013305664,28558,1936,0.0002,4003,7,28659,14.06,9.995018005371094,,
-27.423746740000002,10.614485740661621,28606,1940,0.0002,4010,7,28707,14.08,6.355637550354004,,
-27.282482320000003,11.172752380371094,28669,1944,0.0002,4017,7,28770,14.17,5.513078689575195,,
-27.60077081,9.74112319946289,28737,1948,0.0002,4024,7,28838,14.31,5.412070274353027,,
-27.80169102,11.104120254516602,28804,1952,0.0002,4067,7,28905,14.45,5.866279602050781,,
-27.96677218,11.039392471313477,28861,1956,0.0002,4075,7,28962,14.41,4.418028354644775,,
-28.67773471,10.87777328491211,28920,1960,0.0002,4083,7,29021,14.46,8.843432426452637,,
-29.84724665,10.252059936523438,29005,1964,0.0002,4092,7,29106,14.8,5.289808750152588,,
-31.042209229999997,11.085241317749023,29070,1968,0.0002,4099,7,29171,14.83,8.13862133026123,,
-32.08387144,9.430248260498047,29139,1972,0.0002,4108,7,29240,14.98,8.236778259277344,,
-31.999516019999998,10.93651008605957,29197,1976,0.0002,4121,7,29298,15.05,7.583722114562988,,
-29.867038689999994,10.395306587219238,29248,1980,0.0002,4128,7,29349,14.69,6.721792697906494,,
-27.847323469999996,10.736885070800781,29299,1984,0.0002,4134,7,29400,14.5,7.4548659324646,,
-26.31370801,10.39253044128418,29358,1988,0.0002,4142,7,29459,14.59,7.060653209686279,,
-24.9866674,10.723533630371094,29414,1992,0.0002,4148,7,29515,14.7,6.912955284118652,,
-24.29692794,10.317936897277832,29472,1996,0.0002,4155,7,29573,14.79,5.685431480407715,,
-23.08834156,9.917290687561035,29517,2000,0.0002,4167,7,29618,14.7,7.3408026695251465,,
-23.231093940000004,10.838479995727539,29567,2004,0.0002,4173,7,29668,14.73,8.240324020385742,,
-23.223603739999998,10.41972541809082,29625,2008,0.0002,4179,7,29726,14.68,6.494673252105713,,
-23.192706240000003,11.35215950012207,29676,2012,0.0002,4185,7,29777,14.5,7.106074333190918,,
-23.654624830000003,9.990339279174805,29730,2016,0.0002,4191,7,29831,14.49,5.980186462402344,,
-24.453208729999997,10.743844032287598,29802,2020,0.0002,4199,7,29903,14.6,6.1183857917785645,,
-25.658144829999998,10.966562271118164,29889,2024,0.0002,4209,7,29990,14.88,6.5582990646362305,,
-25.676882839999994,10.958815574645996,29947,2028,0.0002,4221,7,30048,14.95,7.97645378112793,,
-25.294997199999997,10.116759300231934,30006,2032,0.0002,4228,7,30107,15.02,4.225079536437988,,
-24.76258454,9.646711349487305,30061,2036,0.0002,4235,7,30162,15.03,7.876459121704102,,
-24.792842809999996,9.90406608581543,30112,2040,0.0002,4241,7,30213,15.06,6.824029445648193,,
-24.93213908,10.2617769241333,30160,2044,0.0002,4247,7,30261,14.91,4.5275492668151855,,
-24.614060939999998,9.079182624816895,30207,2048,0.0002,4254,7,30308,14.7,6.768644332885742,,
-23.60123131,9.535540580749512,30270,2052,0.0002,4266,7,30371,14.66,6.945346832275391,,
-23.594739330000003,10.262784004211426,30338,2056,0.0002,4273,7,30439,14.77,6.600991725921631,,
-22.450647129999997,9.786238670349121,30385,2060,0.0002,4278,7,30486,14.65,7.548852920532227,,
-20.923498530000003,10.001441955566406,30434,2064,0.0002,4284,7,30535,14.29,4.717534065246582,,
-19.46870347,10.353227615356445,30498,2068,0.0002,4291,7,30599,14.28,8.702406883239746,,
-18.31656975,10.434293746948242,30555,2072,0.0002,4298,7,30656,14.16,3.437525749206543,,
-17.81918111,9.783729553222656,30610,2076,0.0002,4310,7,30711,14.13,4.875129222869873,,
-18.62172111,10.296601295471191,30666,2080,0.0002,4317,7,30767,14.18,5.740006446838379,,
-19.31108577,9.97871208190918,30727,2084,0.0002,4325,7,30828,14.28,8.262839317321777,,
-19.34887174,11.482793807983398,30792,2088,0.0002,4333,7,30893,14.34,6.136251926422119,,
-19.70806783,9.50117301940918,30872,2092,0.0002,4343,7,30973,14.58,6.1893720626831055,,
-19.89738968,11.075338363647461,30942,2096,0.0002,4350,7,31043,14.7,6.9222517013549805,,
-20.404900170000005,9.287897109985352,30992,2100,0.0002,4361,7,31093,14.75,5.465415954589844,,
-20.16638447,11.17719841003418,31046,2104,0.0002,4368,7,31147,14.79,5.984749794006348,,
-20.88784704,10.287710189819336,31104,2108,0.0002,4374,7,31205,14.79,8.376192092895508,,
-20.74572885,9.89225959777832,31172,2112,0.0002,4382,7,31273,14.96,5.396204948425293,,
-20.20376398,10.534255027770996,31232,2116,0.0002,4389,7,31333,15.02,6.562749862670898,,
-19.28871581,10.50650405883789,31306,2120,0.0002,4397,7,31407,15.04,4.873076438903809,,
-17.86743939,10.60696029663086,31348,2124,0.0002,4403,7,31449,14.59,7.560755252838135,,
-17.890773850000002,10.407448768615723,31405,2128,0.0002,4414,7,31506,14.58,6.66002082824707,,
-18.218988890000002,9.358966827392578,31463,2132,0.0002,4421,7,31564,14.57,5.502767086029053,,
-18.505256420000002,10.544305801391602,31536,2136,0.0002,4430,7,31637,14.75,7.998661994934082,,
-18.45484243,9.90175724029541,31589,2140,0.0002,4436,7,31690,14.77,5.018972396850586,,
-18.241296030000004,10.266607284545898,31646,2144,0.0002,4443,7,31747,14.86,8.111093521118164,,
-19.399711800000002,9.672969818115234,31698,2148,0.0002,4449,7,31799,14.91,7.521576404571533,,
-20.04630977,10.613143920898438,31754,2152,0.0002,4461,7,31855,14.84,6.188032150268555,,
-22.333154909999998,9.631103515625,31831,2156,0.0002,4471,7,31932,14.93,6.172659397125244,,
-25.31642476,9.801626205444336,31910,2160,0.0002,4480,7,32011,15.25,5.655603408813477,,
-26.140867670000006,10.955083847045898,31951,2164,0.0002,4486,7,32052,15.17,8.110796928405762,,
-27.18968196,10.00452995300293,32003,2168,0.0002,4493,7,32104,15.05,7.300660133361816,,
-27.612944989999995,10.6394624710083,32045,2172,0.0002,4499,7,32146,14.9,4.568428039550781,,
-29.437501819999998,10.203653335571289,32111,2176,0.0002,4512,7,32212,15.01,6.258031845092773,,
-29.44534405,10.392406463623047,32166,2180,0.0002,4518,7,32267,15.0,6.599464416503906,,
-29.626600529999997,9.651961326599121,32221,2184,0.0002,4525,7,32322,14.94,6.889265537261963,,
-30.73614807,10.10255241394043,32282,2188,0.0002,4533,7,32383,14.9,6.071816921234131,,
-31.03768150999999,10.341583251953125,32339,2192,0.0002,4540,7,32440,14.67,5.793848991394043,,
-31.262008450000003,10.392422676086426,32394,2196,0.0002,4547,7,32495,14.52,5.261748313903809,,
-31.89334627,10.777307510375977,32447,2200,0.0002,4559,7,32548,14.55,8.046863555908203,,
-32.12962951,10.350250244140625,32503,2204,0.0002,4566,7,32604,14.57,4.952327251434326,,
-31.997460030000003,9.886177062988281,32566,2208,0.0002,4573,7,32667,14.62,6.679678916931152,,
-31.879956070000002,9.345452308654785,32616,2212,0.0002,4580,7,32717,14.44,6.224458694458008,,
-32.17099506,10.365971565246582,32677,2216,0.0002,4587,7,32778,14.45,6.709434509277344,,
-33.95801981,10.007537841796875,32757,2220,0.0002,4595,7,32858,14.51,9.644824981689453,,
-34.539941989999996,10.362347602844238,32833,2224,0.0002,4603,7,32934,14.85,6.3475117683410645,,
-35.66983491999999,9.380104064941406,32915,2228,0.0002,4620,7,33016,15.1,5.0524115562438965,,
-35.849710509999994,10.519010543823242,32977,2232,0.0002,4628,7,33078,15.14,4.5499114990234375,,
-36.081394530000004,9.935892105102539,33041,2236,0.0002,4636,7,33142,15.05,8.616156578063965,,
-36.10481231,11.344451904296875,33089,2240,0.0002,4643,7,33190,15.0,4.037904739379883,,
-36.16279857000001,9.110603332519531,33141,2244,0.0002,4650,7,33242,14.95,5.639719009399414,,
-35.49226049,10.324641227722168,33209,2248,0.0002,4657,7,33310,15.11,8.365226745605469,,
-35.2288411,10.344430923461914,33264,2252,0.0002,4670,7,33365,15.1,8.010807037353516,,
-32.64058491,11.819143295288086,33315,2256,0.0002,4677,7,33416,14.84,7.073533058166504,,
