time/fps,train/actor_loss,time/episodes,time/time_elapsed,train/learning_rate,train/critic_loss,time/total_timesteps,train/ent_coef,train/n_updates,train/ent_coef_loss,eval/mean_ep_length,eval/mean_reward
11,14.274354934692383,184,587,0.0001,9.957279205322266,6847,0.0811895877122879,3373,0.5490795373916626,,
11,15.478963851928711,188,593,0.0001,10.47296142578125,6908,0.08127480745315552,3403,2.251004457473755,,
11,14.696205139160156,192,603,0.0001,10.437185287475586,7041,0.0815223827958107,3470,2.441326141357422,,
11,14.67123031616211,196,610,0.0001,8.813432693481445,7118,0.08166414499282837,3508,2.278945207595825,,
11,15.699437141418457,200,622,0.0001,11.101511001586914,7201,0.08184170722961426,3550,1.9222161769866943,,
11,14.150799751281738,204,628,0.0001,9.430304527282715,7271,0.08201318234205246,3585,1.69371497631073,,
11,14.82508659362793,208,635,0.0001,10.095731735229492,7357,0.08220550417900085,3628,0.4264349341392517,,
11,14.906017303466797,212,641,0.0001,13.72355842590332,7417,0.08232352137565613,3658,1.6581063270568848,,
11,15.849148750305176,216,647,0.0001,9.127143859863281,7489,0.08248124271631241,3694,2.917349338531494,,
11,14.977006912231445,220,656,0.0001,12.93779182434082,7582,0.08268873393535614,3740,1.821718692779541,,
11,15.209783554077148,224,661,0.0001,10.379356384277344,7640,0.08284179866313934,3769,2.155697822570801,,
11,15.621492385864258,228,671,0.0001,7.868475914001465,7687,0.08295498788356781,3793,2.1894664764404297,,
11,14.63328742980957,232,677,0.0001,12.250181198120117,7757,0.08313829451799393,3828,3.4349069595336914,,
11,15.506925582885742,236,683,0.0001,9.484945297241211,7815,0.08331090211868286,3857,2.740814685821533,,
11,14.804402351379395,240,690,0.0001,12.961565971374512,7898,0.08352269232273102,3898,2.362814426422119,,
11,15.730545043945312,244,696,0.0001,12.482505798339844,7960,0.08366810530424118,3929,1.7665709257125854,,
11,15.296426773071289,248,702,0.0001,10.30637264251709,8032,0.08385338634252548,3965,1.688880443572998,,
11,14.402545928955078,252,713,0.0001,12.777881622314453,8107,0.08405555784702301,4003,1.5038294792175293,,
11,15.326884269714355,256,720,0.0001,8.868046760559082,8190,0.08426718413829803,4044,2.881381034851074,,
11,14.055341720581055,260,728,0.0001,15.687883377075195,8287,0.08449691534042358,4093,1.3697500228881836,,
11,15.762495040893555,264,735,0.0001,9.591424942016602,8362,0.0846417248249054,4130,1.2159698009490967,,
11,14.678011894226074,268,741,0.0001,10.257875442504883,8431,0.08476996421813965,4165,1.1832027435302734,,
11,15.731351852416992,272,748,0.0001,10.350220680236816,8510,0.08491884917020798,4204,0.863125205039978,,
11,15.497026443481445,276,760,0.0001,15.834928512573242,8608,0.08508653193712234,4253,1.1616506576538086,,
11,15.066305160522461,280,765,0.0001,10.75128173828125,8659,0.08518929779529572,4279,1.4355002641677856,,
11,14.859064102172852,284,771,0.0001,10.410470008850098,8732,0.0853714644908905,4315,1.8170461654663086,,
11,16.59776496887207,288,778,0.0001,9.24387264251709,8795,0.08554743975400925,4347,1.4278573989868164,,
11,15.220134735107422,292,790,0.0001,24.265052795410156,8967,0.08594303578138351,4433,0.9834352135658264,,
11,15.029939651489258,296,797,0.0001,12.79676628112793,9052,0.08613380789756775,4475,2.028163433074951,,
11,15.695308685302734,300,808,0.0001,12.16116714477539,9129,0.08628953248262405,4514,0.9274314641952515,,
11,15.170317649841309,304,815,0.0001,10.694669723510742,9211,0.08639935404062271,4555,-0.03968843072652817,,
11,15.680654525756836,308,823,0.0001,13.93020248413086,9317,0.08652380108833313,4608,0.9763977527618408,,
11,15.113727569580078,312,829,0.0001,8.948064804077148,9374,0.08659078925848007,4636,0.8278344869613647,,
11,15.252425193786621,316,837,0.0001,11.80836296081543,9469,0.08676063269376755,4684,1.5218321084976196,,
11,15.27765941619873,320,843,0.0001,12.950518608093262,9533,0.08687160164117813,4716,0.7738910913467407,,
11,14.215215682983398,324,850,0.0001,8.007585525512695,9611,0.08705515414476395,4755,0.8188910484313965,,
11,15.44283390045166,328,861,0.0001,16.41187858581543,9689,0.08722341805696487,4794,0.8788465857505798,,
11,15.177496910095215,332,866,0.0001,11.133211135864258,9738,0.08734725415706635,4818,1.040435791015625,,
11,15.173796653747559,336,870,0.0001,8.554339408874512,9779,0.08745618164539337,4839,1.0463829040527344,,
11,14.78250789642334,340,877,0.0001,11.91122817993164,9857,0.08763863146305084,4878,1.741163730621338,,
11,15.171172142028809,344,883,0.0001,9.326812744140625,9934,0.08782800287008286,4916,0.8127990961074829,,
11,14.79776382446289,348,889,0.0001,11.865377426147461,9986,0.08793342858552933,4942,1.3022921085357666,,
11,14.24092960357666,352,903,0.0001,11.234281539916992,10091,0.08817669004201889,4995,0.838318407535553,,
11,14.439131736755371,356,909,0.0001,13.308721542358398,10159,0.08833706378936768,5029,0.691288411617279,,
11,14.635095596313477,360,914,0.0001,17.26007843017578,10221,0.08841308951377869,5060,0.5948190689086914,,
11,14.392987251281738,364,921,0.0001,12.13216781616211,10305,0.0885109081864357,5102,-0.9782446622848511,,
11,15.046317100524902,368,928,0.0001,11.755401611328125,10369,0.08852477371692657,5134,0.8017168045043945,,
11,14.427827835083008,372,935,0.0001,17.63865089416504,10457,0.08862143009901047,5178,0.8045758008956909,,
11,15.365312576293945,376,947,0.0001,20.828758239746094,10534,0.08867312222719193,5216,1.830871820449829,,
11,15.480001449584961,380,955,0.0001,9.998099327087402,10637,0.08883170038461685,5268,0.18842971324920654,,
11,14.21938705444336,384,962,0.0001,14.30521011352539,10713,0.08889956772327423,5306,1.1323466300964355,,
11,13.988823890686035,388,968,0.0001,16.01287078857422,10782,0.08897742629051208,5340,-1.030617594718933,,
11,15.135704040527344,392,975,0.0001,13.094182014465332,10872,0.08919050544500351,5385,0.9232296347618103,,
11,15.349282264709473,396,986,0.0001,10.445414543151855,11011,0.0894637182354927,5455,-0.3353782892227173,,
11,14.571066856384277,400,998,0.0001,10.645737648010254,11092,0.08961693942546844,5495,0.8432747721672058,,
11,15.0823974609375,404,1007,0.0001,8.629918098449707,11205,0.08979371190071106,5552,-1.0051815509796143,,
11,16.43166732788086,408,1014,0.0001,10.113426208496094,11273,0.08984898030757904,5586,0.5533521175384521,,
11,14.724449157714844,412,1021,0.0001,13.711588859558105,11357,0.089920274913311,5628,0.218309223651886,,
11,14.367073059082031,416,1026,0.0001,14.802530288696289,11412,0.08993421494960785,5655,1.5579216480255127,,
11,14.568231582641602,420,1032,0.0001,12.294591903686523,11471,0.09003109484910965,5685,-0.19702312350273132,,
11,13.73151969909668,424,1039,0.0001,18.234424591064453,11539,0.09018358588218689,5719,-0.009869024157524109,,
11,13.953734397888184,428,1051,0.0001,10.723746299743652,11622,0.09032399207353592,5760,1.3082966804504395,,
11,15.01930046081543,432,1058,0.0001,13.270482063293457,11701,0.09047846496105194,5800,0.5549480319023132,,
11,14.393592834472656,436,1065,0.0001,14.542438507080078,11770,0.09056578576564789,5834,0.7910833358764648,,
11,13.829930305480957,440,1073,0.0001,15.437405586242676,11878,0.09073780477046967,5888,0.6411968469619751,,
11,13.612768173217773,444,1080,0.0001,10.703048706054688,11965,0.09082966297864914,5932,0.5336856245994568,,
11,13.535246849060059,448,1086,0.0001,13.962252616882324,12027,0.09090011566877365,5963,0.9565005302429199,,
11,13.934601783752441,452,1100,0.0001,14.88389778137207,12134,0.09092839807271957,6016,0.08086783438920975,,
11,14.56873893737793,456,1106,0.0001,12.799012184143066,12198,0.09093208611011505,6048,0.09451505541801453,,
11,14.495895385742188,460,1112,0.0001,13.285490989685059,12255,0.09088780730962753,6077,-0.8266999125480652,,
11,14.3939208984375,464,1118,0.0001,11.950053215026855,12321,0.09091517329216003,6110,-0.28491950035095215,,
11,13.124314308166504,468,1126,0.0001,14.669677734375,12416,0.09082517772912979,6157,0.5825768709182739,,
11,13.491168975830078,472,1133,0.0001,13.080211639404297,12506,0.090843565762043,6202,-0.7888774871826172,,
10,13.927892684936523,476,1143,0.0001,12.007582664489746,12569,0.09083405882120132,6234,-0.02670222520828247,,
10,13.352509498596191,480,1151,0.0001,15.238764762878418,12662,0.09081610292196274,6280,0.6063684821128845,,
11,13.602027893066406,484,1160,0.0001,13.072068214416504,12765,0.09082309901714325,6332,0.5392552018165588,,
10,13.764835357666016,488,1166,0.0001,10.740030288696289,12827,0.09081610292196274,6363,-0.7937453985214233,,
11,13.013401985168457,492,1176,0.0001,12.2598876953125,12963,0.09055717289447784,6431,0.2688961923122406,,
11,12.285094261169434,496,1185,0.0001,15.120782852172852,13098,0.09039902687072754,6498,-0.708845317363739,,
11,12.592560768127441,500,1196,0.0001,13.010775566101074,13169,0.09026358276605606,6534,-0.2236521691083908,,
11,13.378490447998047,504,1205,0.0001,15.184335708618164,13272,0.09002076834440231,6585,-1.2055779695510864,,
11,14.321492195129395,508,1211,0.0001,15.408793449401855,13338,0.08985215425491333,6618,-0.45391371846199036,,
11,12.940007209777832,512,1218,0.0001,14.39802360534668,13412,0.08975490182638168,6655,-0.9646077156066895,,
11,13.638833999633789,516,1225,0.0001,18.403358459472656,13505,0.08947998285293579,6702,-0.07530733942985535,,
11,13.384889602661133,520,1234,0.0001,12.491287231445312,13623,0.08916075527667999,6761,-0.5964868664741516,,
11,12.93205451965332,524,1242,0.0001,13.720176696777344,13731,0.08876027166843414,6815,0.009380161762237549,,
11,11.85401439666748,528,1256,0.0001,17.464649200439453,13842,0.08851183205842972,6870,-0.07753127068281174,,
11,12.437807083129883,532,1264,0.0001,14.803926467895508,13941,0.08833610266447067,6920,0.017316095530986786,,
11,12.721657752990723,536,1273,0.0001,14.022411346435547,14058,0.08801181614398956,6978,-0.7272082567214966,,
11,11.970109939575195,540,1281,0.0001,12.393571853637695,14157,0.087686687707901,7028,-0.9356715083122253,,
11,13.229290008544922,544,1286,0.0001,12.315962791442871,14200,0.08751808851957321,7049,-0.5968945026397705,,
11,12.327774047851562,548,1292,0.0001,15.61408805847168,14267,0.0872577577829361,7083,-1.1431158781051636,,
10,11.756478309631348,552,1304,0.0001,12.012238502502441,14338,0.08701427280902863,7118,-0.7462286949157715,,
10,12.32583999633789,556,1310,0.0001,13.697305679321289,14400,0.08684809505939484,7149,-0.32015353441238403,,
10,11.656730651855469,560,1316,0.0001,15.201716423034668,14459,0.08668376505374908,7179,-0.4040851593017578,,
10,12.8782377243042,564,1322,0.0001,17.60553741455078,14533,0.08648016303777695,7216,-1.0419608354568481,,
11,11.380141258239746,568,1329,0.0001,14.090763092041016,14634,0.08615623414516449,7266,0.501950740814209,,
11,11.960368156433105,572,1336,0.0001,16.119529724121094,14712,0.08611810207366943,7305,-0.593283474445343,,
10,11.964448928833008,576,1349,0.0001,11.084202766418457,14818,0.08591008931398392,7358,0.22562353312969208,,
10,12.813170433044434,580,1356,0.0001,12.819091796875,14903,0.08588748425245285,7401,-0.33167290687561035,,
10,12.287004470825195,584,1362,0.0001,17.498058319091797,14958,0.08579270541667938,7428,-1.032806158065796,,
10,12.22989559173584,588,1368,0.0001,12.996414184570312,15028,0.08551996946334839,7463,-0.46239158511161804,,
10,11.728118896484375,592,1375,0.0001,12.841815948486328,15109,0.0852341577410698,7504,-1.746677279472351,,
10,12.839031219482422,596,1380,0.0001,15.303522109985352,15163,0.08500100672245026,7531,0.31683051586151123,,
10,13.0366849899292,600,1390,0.0001,15.389286994934082,15209,0.08494650572538376,7554,-1.1211810111999512,,
10,12.294475555419922,604,1396,0.0001,17.61164665222168,15281,0.08471628278493881,7590,-1.330336093902588,,
10,11.866616249084473,608,1402,0.0001,14.7826566696167,15345,0.08451133966445923,7622,-0.8179823756217957,,
10,12.543350219726562,612,1408,0.0001,14.324451446533203,15404,0.08435100317001343,7651,-1.512724757194519,,
10,10.90913200378418,616,1417,0.0001,17.827320098876953,15507,0.08395206928253174,7703,-0.11573401093482971,,
10,12.937545776367188,620,1426,0.0001,17.07918357849121,15618,0.08364787697792053,7758,-0.5714586973190308,,
10,12.11883544921875,624,1432,0.0001,10.648223876953125,15678,0.08358189463615417,7788,-0.852134108543396,,
10,11.720382690429688,628,1445,0.0001,12.186689376831055,15790,0.08340160548686981,7844,-0.13017605245113373,,
10,11.971351623535156,632,1450,0.0001,20.591060638427734,15842,0.08333156257867813,7870,-0.7319889068603516,,
10,12.260662078857422,636,1461,0.0001,15.070263862609863,15991,0.08315641433000565,7945,-0.5699032545089722,,
10,10.417778015136719,640,1466,0.0001,14.03142261505127,16043,0.0830080434679985,7971,-0.024032026529312134,,
10,12.002588272094727,644,1477,0.0001,20.013771057128906,16169,0.08257456123828888,8034,-0.4129011929035187,,
10,11.84506893157959,648,1484,0.0001,17.899188995361328,16262,0.0824299305677414,8080,-0.031219348311424255,,
10,11.436717987060547,652,1494,0.0001,14.411104202270508,16325,0.08241143822669983,8112,-0.9540114402770996,,
10,11.494651794433594,656,1499,0.0001,14.437129974365234,16366,0.08234768360853195,8132,-0.5174992084503174,,
10,12.167631149291992,660,1507,0.0001,15.459489822387695,16461,0.0821734294295311,8180,-1.0949137210845947,,
10,11.633228302001953,664,1516,0.0001,16.92865562438965,16588,0.08204643428325653,8243,-0.10734063386917114,,
10,10.989523887634277,668,1523,0.0001,16.0504207611084,16677,0.0820491686463356,8288,-0.4272444546222687,,
10,10.220266342163086,672,1531,0.0001,11.263766288757324,16764,0.08186369389295578,8331,-0.48574402928352356,,
10,12.023582458496094,676,1544,0.0001,13.154988288879395,16849,0.081741102039814,8374,-1.6002373695373535,,
10,10.776933670043945,680,1551,0.0001,14.738085746765137,16940,0.0814802348613739,8419,-1.1342763900756836,,
10,11.064849853515625,684,1558,0.0001,14.495637893676758,17029,0.08117374032735825,8464,-0.296158105134964,,
10,12.288944244384766,688,1567,0.0001,15.924361228942871,17147,0.08084593713283539,8523,-0.38895970582962036,,
10,12.02619743347168,692,1572,0.0001,20.247940063476562,17198,0.08062586933374405,8548,-0.7146918773651123,,
10,11.125679969787598,696,1578,0.0001,14.198171615600586,17255,0.08046936988830566,8577,0.897728681564331,,
10,11.95713996887207,700,1590,0.0001,14.45890998840332,17345,0.08044888824224472,8622,0.08316436409950256,,
10,10.85177230834961,704,1595,0.0001,12.719691276550293,17399,0.080428346991539,8649,-1.075702428817749,,
10,11.53883171081543,708,1606,0.0001,15.828481674194336,17539,0.07993467897176743,8719,0.1674269139766693,,
10,11.31260871887207,712,1611,0.0001,12.422801971435547,17596,0.07990662753582001,8747,-0.5900599956512451,,
10,11.072805404663086,716,1621,0.0001,15.367439270019531,17707,0.07968677580356598,8803,-0.2486732304096222,,
10,11.326698303222656,720,1628,0.0001,15.356101989746094,17794,0.07943177968263626,8846,0.676948606967926,,
10,10.951642036437988,724,1635,0.0001,16.807384490966797,17874,0.07947997748851776,8886,-0.4519045352935791,,
10,10.283418655395508,728,1650,0.0001,13.321983337402344,18009,0.07928051799535751,8954,1.3103115558624268,,
10,11.460012435913086,732,1656,0.0001,15.905735969543457,18074,0.07928787171840668,8986,0.6679552793502808,,
10,11.387945175170898,736,1662,0.0001,17.500268936157227,18137,0.07926604151725769,9018,-0.27588075399398804,,
10,12.568692207336426,740,1667,0.0001,14.267729759216309,18190,0.07920222729444504,9044,0.0039098262786865234,,
10,11.680710792541504,744,1674,0.0001,16.908857345581055,18276,0.0790647491812706,9087,0.3580622673034668,,
10,11.12886905670166,748,1680,0.0001,15.93122386932373,18352,0.0790400579571724,9125,0.5261131525039673,,
10,10.839273452758789,752,1691,0.0001,16.26304817199707,18419,0.0790112242102623,9159,-0.1977570354938507,,
10,11.604806900024414,756,1697,0.0001,13.64132308959961,18485,0.07891800254583359,9192,-0.20523333549499512,,
10,11.744050979614258,760,1703,0.0001,18.02585220336914,18556,0.07885321974754333,9227,0.87437903881073,,
10,12.675336837768555,764,1711,0.0001,12.057486534118652,18654,0.07879887521266937,9276,1.4323770999908447,,
10,10.650632858276367,768,1717,0.0001,17.029190063476562,18711,0.07875844836235046,9305,-0.42171627283096313,,
10,11.622367858886719,772,1722,0.0001,14.877482414245605,18759,0.07860980182886124,9329,-0.6394271850585938,,
10,11.019343376159668,776,1734,0.0001,14.334196090698242,18833,0.07849393039941788,9366,0.8860029578208923,,
10,11.153047561645508,780,1741,0.0001,18.801849365234375,18909,0.07842639833688736,9404,-0.10824161767959595,,
10,11.283947944641113,784,1750,0.0001,13.301599502563477,19012,0.07828748226165771,9455,-0.5145390033721924,,
10,11.944279670715332,788,1757,0.0001,14.678186416625977,19097,0.07811667770147324,9498,-0.9138435125350952,,
10,11.803874969482422,792,1764,0.0001,14.583065032958984,19186,0.07806389778852463,9542,-0.04469996690750122,,
10,11.897052764892578,796,1770,0.0001,15.870197296142578,19246,0.07803104817867279,9572,-0.7413188815116882,,
10,11.200540542602539,800,1782,0.0001,19.19571304321289,19325,0.07783955335617065,9612,-0.3325807452201843,,
10,10.195837020874023,804,1794,0.0001,17.61746597290039,19511,0.07751041650772095,9705,-0.24317887425422668,,
10,11.242143630981445,808,1800,0.0001,12.622110366821289,19576,0.0773443654179573,9737,0.2277422398328781,,
10,11.05788803100586,812,1806,0.0001,15.050895690917969,19649,0.07728355377912521,9774,-1.1248095035552979,,
10,11.827615737915039,816,1814,0.0001,15.895256996154785,19731,0.07713485509157181,9815,-0.769528865814209,,
10,11.362236022949219,820,1819,0.0001,16.334688186645508,19791,0.0770658627152443,9845,-0.33154428005218506,,
10,12.634713172912598,824,1826,0.0001,16.276378631591797,19877,0.07682111114263535,9888,0.17006468772888184,,
10,11.651920318603516,828,1840,0.0001,16.028932571411133,19976,0.07670306414365768,9937,-0.19979533553123474,,
10,13.116310119628906,832,1847,0.0001,19.759212493896484,20061,0.07658232003450394,9980,0.49368202686309814,,
10,11.788793563842773,836,1854,0.0001,14.053536415100098,20135,0.07638885080814362,10017,0.05428797006607056,,
10,10.68896484375,840,1863,0.0001,11.248851776123047,20211,0.07623620331287384,10055,-0.21917465329170227,,
10,10.637255668640137,844,1869,0.0001,12.7737398147583,20277,0.07629409432411194,10088,0.07099616527557373,,
10,10.973054885864258,848,1875,0.0001,11.3463134765625,20334,0.0762513130903244,10116,0.18928849697113037,,
10,12.415987014770508,852,1889,0.0001,9.576581001281738,20437,0.07610595226287842,10168,-0.7583215236663818,,
10,11.337600708007812,856,1895,0.0001,15.058221817016602,20496,0.07605323940515518,10197,0.1517455279827118,,
10,10.306327819824219,860,1900,0.0001,13.25434684753418,20549,0.07602610439062119,10224,0.013782382011413574,,
10,11.888274192810059,864,1906,0.0001,10.696308135986328,20614,0.07612823694944382,10256,-0.6154575347900391,,
10,10.455767631530762,868,1912,0.0001,12.198237419128418,20678,0.07607021927833557,10288,-1.6848819255828857,,
10,10.388896942138672,872,1921,0.0001,14.436820030212402,20779,0.07572612911462784,10339,-0.5221988558769226,,
10,11.44139289855957,876,1932,0.0001,19.132129669189453,20847,0.0757177323102951,10373,0.3411121368408203,,
10,10.949634552001953,880,1939,0.0001,12.165796279907227,20917,0.07565867900848389,10408,-0.025233417749404907,,
10,11.941112518310547,884,1946,0.0001,13.280506134033203,20981,0.07561524957418442,10440,-1.182753562927246,,
10,11.804817199707031,888,1958,0.0001,14.291280746459961,21135,0.07523595541715622,10517,-0.7427511215209961,,
10,11.916664123535156,892,1963,0.0001,16.201953887939453,21196,0.0751311257481575,10547,-0.37321120500564575,,
10,11.186324119567871,896,1975,0.0001,14.88641357421875,21351,0.07478649169206619,10625,0.6920972466468811,,
10,12.320819854736328,900,1985,0.0001,10.183267593383789,21396,0.07480330765247345,10647,-1.0380631685256958,,
10,12.304519653320312,904,1992,0.0001,14.399195671081543,21467,0.07466060668230057,10683,0.17600125074386597,,
10,11.59861946105957,908,1999,0.0001,17.633991241455078,21535,0.07458828389644623,10717,-0.011388562619686127,,
10,11.951115608215332,912,2006,0.0001,11.597938537597656,21612,0.07453346252441406,10755,-0.7686461210250854,,
10,11.18876838684082,916,2018,0.0001,13.690805435180664,21755,0.07415609806776047,10827,-0.6915878057479858,,
10,11.62475872039795,920,2023,0.0001,17.91716957092285,21804,0.07412882149219513,10851,0.1830936074256897,,
10,11.805896759033203,924,2031,0.0001,17.500181198120117,21899,0.07406103610992432,10899,-0.47437548637390137,,
10,11.095287322998047,928,2045,0.0001,12.57679557800293,22000,0.07381072640419006,10949,-1.057849645614624,,
10,10.90207290649414,932,2050,0.0001,11.993070602416992,22061,0.073659747838974,10980,-0.4272148013114929,,
10,11.487516403198242,936,2057,0.0001,14.992579460144043,22134,0.07354740798473358,11016,0.40863150358200073,,
10,11.83194351196289,940,2063,0.0001,12.67306900024414,22187,0.07356478273868561,11043,0.5085005164146423,,
10,11.757713317871094,944,2070,0.0001,15.02303409576416,22262,0.07348167151212692,11080,-0.38152438402175903,,
10,11.810052871704102,948,2076,0.0001,11.545918464660645,22325,0.07337964326143265,11112,-0.624443531036377,,
10,11.154352188110352,952,2088,0.0001,11.983304023742676,22407,0.0731281116604805,11153,-1.6238524913787842,,
10,12.56625747680664,956,2101,0.0001,9.166934967041016,22550,0.07261662185192108,11224,-1.1152361631393433,,
10,13.2820405960083,960,2108,0.0001,15.622329711914062,22618,0.07236591726541519,11258,0.02423156052827835,,
10,11.945760726928711,964,2116,0.0001,14.38078498840332,22710,0.07225004583597183,11304,-0.3302726745605469,,
10,11.485414505004883,968,2122,0.0001,14.34341812133789,22788,0.07213234901428223,11343,-0.7023040652275085,,
10,11.9541015625,972,2130,0.0001,13.545108795166016,22891,0.07195819169282913,11395,-0.6661868691444397,,
10,11.592644691467285,976,2144,0.0001,13.967544555664062,22999,0.07171166688203812,11449,-1.326339602470398,,
10,11.504499435424805,980,2152,0.0001,14.240971565246582,23094,0.07155435532331467,11496,-1.07464599609375,,
10,11.321794509887695,984,2158,0.0001,9.979297637939453,23162,0.07147660851478577,11530,-0.24492500722408295,,
10,11.172627449035645,988,2165,0.0001,15.07900619506836,23232,0.07136476784944534,11565,0.054768651723861694,,
10,12.700281143188477,992,2171,0.0001,15.024240493774414,23304,0.07134091854095459,11601,-0.7531636953353882,,
10,12.149703979492188,996,2180,0.0001,14.58224105834961,23394,0.07120675593614578,11646,0.9251946806907654,,
10,11.400961875915527,1000,2192,0.0001,16.351131439208984,23471,0.07119166851043701,11685,-0.3355235159397125,,
10,11.234670639038086,1004,2198,0.0001,19.10391616821289,23530,0.07114092260599136,11714,0.11147472262382507,,
10,11.117395401000977,1008,2203,0.0001,13.696502685546875,23590,0.07101685553789139,11744,0.34842443466186523,,
10,11.414788246154785,1012,2209,0.0001,15.38722038269043,23656,0.07096441835165024,11777,-0.5000574588775635,,
10,11.475113868713379,1016,2216,0.0001,15.97840690612793,23719,0.07079268991947174,11809,-0.025134384632110596,,
10,10.598669052124023,1020,2221,0.0001,13.511317253112793,23767,0.07072383910417557,11833,-0.7529665231704712,,
