rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss,time/fps,time/episodes,eval/mean_ep_length,eval/mean_reward
224.21,161455,243.71749539,16503,161354,-20.873306274414062,0.0003,3.317873954772949,9,1128,,
214.81,162285,219.42369147000005,16586,162184,-19.144981384277344,0.0003,2.07607364654541,9,1132,,
215.71,163452,207.90633182,16701,163351,-20.067794799804688,0.0003,3.820688009262085,9,1136,,
217.29,164624,212.08250006000003,16813,164523,-17.887388229370117,0.0003,3.4588849544525146,9,1140,,
217.88,165707,206.80596566,16919,165606,-19.27123260498047,0.0003,4.357033729553223,9,1144,,
212.85,166226,192.30620018000005,16968,166125,-21.418638229370117,0.0003,3.068439245223999,9,1148,,
198.44,166566,160.03367771,17004,166465,-20.413135528564453,0.0003,5.1435160636901855,9,1152,,
189.93,166936,138.22261882000004,17044,166835,-19.869565963745117,0.0003,5.607420921325684,9,1156,,
197.28,168039,144.90833254000003,17156,167938,-20.762170791625977,0.0003,3.550492763519287,9,1160,,
194.34,169353,152.04594685,17287,169252,-18.711132049560547,0.0003,2.187124490737915,9,1164,,
188.6,169659,134.88218916999998,17320,169558,-19.94955062866211,0.0003,3.779491662979126,9,1168,,
188.3,170001,136.69034705,17362,169900,-18.014827728271484,0.0003,3.336832046508789,9,1172,,
180.02,170396,146.13772628,17396,170295,-18.879196166992188,0.0003,2.8933608531951904,9,1176,,
182.32,171019,146.28076604,17449,170918,-19.036968231201172,0.0003,2.4540607929229736,9,1180,,
180.74,171904,145.87167601000002,17530,171803,-19.076065063476562,0.0003,2.7090654373168945,9,1184,,
185.64,172626,149.31601038000002,17599,172525,-19.83664894104004,0.0003,5.863678932189941,9,1188,,
186.99,173454,141.22399925000002,17676,173353,-17.977649688720703,0.0003,2.7922115325927734,9,1192,,
188.3,173835,139.12282754999998,17721,173734,-18.85194206237793,0.0003,2.544835090637207,9,1196,,
189.17,175175,139.89726151,17851,175074,-18.58739471435547,0.0003,3.2796945571899414,9,1200,,
191.31,175978,155.66926834999998,17940,175877,-20.22039794921875,0.0003,2.7405319213867188,9,1204,,
192.43,176863,176.11878384,18025,176762,-18.782352447509766,0.0003,2.960566997528076,9,1208,,
197.19,177845,190.83278233000001,18119,177744,-19.01685333251953,0.0003,2.753887414932251,9,1212,,
196.5,178477,189.25366844,18183,178376,-19.6505184173584,0.0003,3.9460480213165283,9,1216,,
196.19,179000,188.33630273,18245,178899,-18.65900421142578,0.0003,4.087102890014648,9,1220,,
186.18,179505,162.68174090000002,18302,179404,-18.182697296142578,0.0003,2.586519956588745,9,1224,,
195.68,181023,181.93086660000006,18456,180922,-19.690906524658203,0.0003,2.431673049926758,9,1228,,
192.16,181501,184.39400509000004,18512,181400,-20.170310974121094,0.0003,3.5479378700256348,9,1232,,
185.66,182018,189.95067329000003,18572,181917,-19.4847412109375,0.0003,5.585753440856934,9,1236,,
180.7,182694,174.63178761,18646,182593,-19.39422607421875,0.0003,3.8434524536132812,9,1240,,
176.84,183391,165.27250499,18727,183290,-19.296966552734375,0.0003,3.960693597793579,9,1244,,
176.74,183900,171.26551785,18775,183799,-18.85704231262207,0.0003,3.4300642013549805,9,1248,,
189.09,185475,203.05023428,18911,185374,-20.037317276000977,0.0003,2.8965134620666504,9,1252,,
190.37,185973,217.69839846000002,18959,185872,-19.780731201171875,0.0003,3.398806095123291,9,1256,,
185.15,186554,214.98524546000004,19009,186453,-18.737226486206055,0.0003,4.058845043182373,9,1260,,
186.74,188027,220.15893038,19150,187926,-19.94855499267578,0.0003,4.211302757263184,9,1264,,
188.63,188522,222.41158775,19198,188421,-19.26369857788086,0.0003,5.131161689758301,9,1268,,
193.94,189395,233.14341299,19284,189294,-19.91782569885254,0.0003,3.0438454151153564,9,1272,,
194.53,189849,236.36496548,19329,189748,-19.089059829711914,0.0003,2.391793727874756,9,1276,,
192.09,190228,239.45142555,19366,190127,-19.131649017333984,0.0003,4.200758457183838,9,1280,,
187.77,190681,226.48372086999998,19414,190580,-19.205289840698242,0.0003,4.352549076080322,9,1284,,
192.96,191922,245.68730470999998,19535,191821,-19.14226722717285,0.0003,4.225809097290039,9,1288,,
200.24,193478,272.81665250000003,19683,193377,-19.736074447631836,0.0003,3.7764790058135986,9,1292,,
202.41,194076,281.04791531999996,19755,193975,-20.189815521240234,0.0003,2.17153263092041,9,1296,,
215.79,196754,305.45266536,20021,196653,-20.711944580078125,0.0003,2.7398529052734375,9,1300,,
229.14,198892,324.13456756000005,20231,198791,-19.408355712890625,0.0003,4.677091598510742,9,1304,,
230.94,199957,316.71222455000003,20334,199856,-19.35137176513672,0.0003,2.4699759483337402,9,1308,,
,200000,,,199899,-19.481063842773438,0.0003,2.7487895488739014,,,547.8,1309.3298884
239.73,201818,303.65606131,20776,201717,-21.101057052612305,0.0003,2.284289836883545,9,1312,,
253.48,203825,325.96851469000006,20961,203724,-20.601421356201172,0.0003,2.2895097732543945,9,1316,,
252.35,204235,322.83266233,21003,204134,-19.16773223876953,0.0003,5.05305290222168,9,1320,,
255.89,205094,326.83446483,21079,204993,-18.336328506469727,0.0003,4.221227169036865,9,1324,,
249.54,205977,307.90037948,21157,205876,-18.762601852416992,0.0003,4.341495037078857,9,1328,,
253.25,206826,312.59946285,21227,206725,-19.299428939819336,0.0003,2.9394025802612305,9,1332,,
255.5,207568,315.20889674999995,21295,207467,-20.213300704956055,0.0003,5.247366905212402,9,1336,,
254.72,208166,312.32387709,21358,208065,-19.857173919677734,0.0003,2.094428539276123,9,1340,,
260.29,209420,331.42030836,21490,209319,-17.760665893554688,0.0003,4.001970291137695,9,1344,,
261.03,210003,326.62219050999994,21551,209902,-20.063203811645508,0.0003,4.366879463195801,9,1348,,
262.19,211694,305.35309261000003,21719,211593,-20.766786575317383,0.0003,2.5440800189971924,9,1352,,
270.5,213023,291.60523452000007,21856,212922,-18.48366355895996,0.0003,3.183777332305908,9,1356,,
274.33,213987,284.00422334,21952,213886,-18.597984313964844,0.0003,2.396531581878662,9,1360,,
276.1,215637,283.01822303999995,22133,215536,-18.018760681152344,0.0003,3.956254482269287,9,1364,,
274.99,216021,285.72274146999996,22175,215920,-18.76809310913086,0.0003,5.206826210021973,9,1368,,
282.04,217599,304.35805372999994,22334,217498,-19.295669555664062,0.0003,2.230985164642334,9,1372,,
289.36,218785,305.70050286,22456,218684,-18.592275619506836,0.0003,5.276063919067383,9,1376,,
295.01,219729,310.8325097999999,22554,219628,-19.094863891601562,0.0003,3.0859434604644775,9,1380,,
312.05,221886,349.35522610999993,22765,221785,-18.91181182861328,0.0003,3.7981009483337402,9,1384,,
318.81,223803,349.53093289,22962,223702,-18.90346908569336,0.0003,3.765738010406494,9,1388,,
315.97,225075,326.39994699,23097,224974,-19.463937759399414,0.0003,4.778017997741699,9,1392,,
319.37,226013,335.23593751999994,23195,225912,-19.885042190551758,0.0003,6.283872604370117,9,1396,,
303.43,227097,293.37477603,23310,226996,-20.058225631713867,0.0003,1.6985282897949219,9,1400,,
292.37,228129,276.61801347,23416,228028,-19.14327621459961,0.0003,4.464988708496094,9,1404,,
287.99,228756,271.17088265,23483,228655,-17.751262664794922,0.0003,2.658601760864258,9,1408,,
281.28,229946,294.84325492999994,23606,229845,-17.435302734375,0.0003,6.708919048309326,9,1412,,
280.0,231825,304.09088619,23808,231724,-18.79132843017578,0.0003,2.896641969680786,9,1416,,
294.99,233734,338.84354437,23991,233633,-19.18462371826172,0.0003,3.3509366512298584,9,1420,,
303.34,235428,364.5490722399999,24156,235327,-19.465381622314453,0.0003,2.369490385055542,9,1424,,
318.6,237837,410.9451836899999,24383,237736,-18.912294387817383,0.0003,3.694197654724121,9,1428,,
334.9,240316,433.1357609899999,24617,240215,-18.69274139404297,0.0003,2.9061217308044434,9,1432,,
343.94,241962,451.45491467000005,24781,241861,-19.010149002075195,0.0003,3.255732536315918,9,1436,,
366.21,244787,462.05868949,25047,244686,-19.829599380493164,0.0003,3.7502870559692383,9,1440,,
365.62,245982,458.57743447,25169,245881,-18.855998992919922,0.0003,2.4014601707458496,9,1444,,
383.45,248348,491.79889383999995,25407,248247,-19.757841110229492,0.0003,2.389369010925293,9,1448,,
390.02,250696,534.13431461,25643,250595,-20.476581573486328,0.0003,6.085511207580566,9,1452,,
397.95,252818,580.86874523,25848,252717,-19.54212188720703,0.0003,3.0178046226501465,9,1456,,
402.41,254228,607.13099634,25983,254127,-19.828475952148438,0.0003,3.0947632789611816,9,1460,,
411.82,256819,629.56333866,26250,256718,-18.054506301879883,0.0003,3.441279411315918,9,1464,,
435.95,259616,672.6597149099999,26524,259515,-20.603775024414062,0.0003,1.9263256788253784,9,1468,,
443.31,261930,692.1247193099998,26750,261829,-21.308536529541016,0.0003,2.7107648849487305,9,1472,,
444.24,263209,710.0329447999998,26883,263108,-20.725040435791016,0.0003,5.01295804977417,9,1476,,
453.38,265067,736.9988917100001,27070,264966,-21.418750762939453,0.0003,2.4069395065307617,9,1480,,
457.47,267633,721.23648973,27328,267532,-20.638011932373047,0.0003,2.2392866611480713,9,1484,,
449.95,268798,700.0166940700001,27439,268697,-20.187002182006836,0.0003,1.8989753723144531,9,1488,,
453.31,270406,701.8352786199998,27607,270305,-19.977054595947266,0.0003,3.1979894638061523,9,1492,,
468.94,272907,741.33061635,27860,272806,-21.750343322753906,0.0003,4.093530178070068,9,1496,,
484.61,275558,799.1396461200001,28139,275457,-21.609031677246094,0.0003,7.183717250823975,9,1500,,
500.42,278171,838.71030315,28398,278070,-22.020641326904297,0.0003,3.6053168773651123,9,1504,,
512.03,279959,869.76872093,28579,279858,-22.073347091674805,0.0003,6.081820964813232,9,1508,,
529.16,282862,905.0439018100002,28876,282761,-20.758102416992188,0.0003,2.5926570892333984,9,1512,,
519.77,283802,885.6421260799999,28973,283701,-22.530799865722656,0.0003,1.4177730083465576,9,1516,,
521.33,285867,898.6279135999998,29166,285766,-22.32539939880371,0.0003,2.2302303314208984,9,1520,,
522.7,287698,898.7563475,29355,287597,-24.126693725585938,0.0003,2.0034451484680176,9,1524,,
528.72,290709,914.42373984,29638,290608,-22.70830535888672,0.0003,2.249584674835205,9,1528,,
529.52,293268,927.42805347,29893,293167,-25.07020378112793,0.0003,3.799450397491455,9,1532,,
518.84,293846,904.1730009699999,29945,293745,-21.003936767578125,0.0003,3.838789701461792,9,1536,,
511.29,295916,929.77259242,30136,295815,-22.88812255859375,0.0003,2.067652702331543,9,1540,,
529.61,298943,997.88423213,30411,298842,-20.980995178222656,0.0003,3.970550537109375,9,1544,,
,300000,,,299899,-21.805484771728516,0.0003,2.7204971313476562,,,437.2,1199.0958154
543.33,302681,1050.1411786600002,30930,302580,-23.85540199279785,0.0003,1.7969717979431152,9,1548,,
557.49,306445,1099.7205002100002,31262,306344,-23.770275115966797,0.0003,2.6810765266418457,9,1552,,
566.07,309425,1129.9234719499998,31524,309324,-24.262874603271484,0.0003,1.742509365081787,9,1556,,
589.91,313219,1192.69619401,31892,313118,-25.720312118530273,0.0003,2.6204495429992676,9,1560,,
581.34,314953,1179.75071545,32062,314852,-26.089859008789062,0.0003,1.195854663848877,9,1564,,
576.53,317269,1179.2593001300002,32298,317168,-25.643299102783203,0.0003,1.9780921936035156,9,1568,,
560.35,317965,1136.80722369,32364,317864,-25.670059204101562,0.0003,1.7640541791915894,9,1572,,
568.35,320044,1163.29826809,32568,319943,-25.561660766601562,0.0003,5.635868072509766,9,1576,,
552.93,320360,1124.76068338,32600,320259,-24.342004776000977,0.0003,2.029775381088257,9,1580,,
531.66,320799,1090.7098064499999,32651,320698,-25.383777618408203,0.0003,2.0313215255737305,9,1584,,
547.71,323569,1152.45508558,32889,323468,-25.91986846923828,0.0003,2.908932685852051,9,1588,,
562.72,326678,1230.0518742499996,33168,326577,-26.415489196777344,0.0003,1.6393449306488037,9,1592,,
569.62,329869,1256.31762952,33453,329768,-26.01894760131836,0.0003,1.6582441329956055,9,1596,,
574.21,332979,1264.9394712,33725,332878,-26.614730834960938,0.0003,1.9873805046081543,9,1600,,
587.99,336970,1317.40674332,34068,336869,-26.249656677246094,0.0003,2.4602222442626953,9,1604,,
593.8,339339,1341.0069064400002,34276,339238,-26.88064956665039,0.0003,5.197620391845703,9,1608,,
595.86,342448,1362.4764034300001,34541,342347,-26.713756561279297,0.0003,1.1915884017944336,9,1612,,
590.08,342810,1337.5750406,34575,342709,-26.87992286682129,0.0003,1.6853197813034058,9,1616,,
585.42,344409,1326.01093472,34721,344308,-27.56852149963379,0.0003,1.2372562885284424,9,1620,,
568.48,344546,1291.3846553100002,34734,344445,-27.35120964050293,0.0003,1.9010008573532104,9,1624,,
549.77,345686,1251.76093218,34834,345585,-27.235511779785156,0.0003,0.9334783554077148,9,1628,,
555.28,348796,1276.76673121,35131,348695,-26.58214569091797,0.0003,1.4505813121795654,9,1632,,
580.6,351906,1349.8567697599997,35400,351805,-28.29629898071289,0.0003,1.58345627784729,9,1636,,
573.35,353251,1334.67294967,35522,353150,-27.56624412536621,0.0003,1.1026263236999512,9,1640,,
565.32,355475,1311.5343358300001,35713,355374,-26.299053192138672,0.0003,1.5577476024627686,9,1644,,
559.25,358606,1309.16847657,35983,358505,-28.740341186523438,0.0003,1.3269143104553223,9,1648,,
543.72,360817,1274.0513501,36175,360716,-29.210922241210938,0.0003,0.7835853099822998,9,1652,,
527.91,362216,1227.9776739099998,36298,362115,-27.130434036254883,0.0003,1.043121337890625,9,1656,,
502.49,363468,1165.95793041,36414,363367,-28.611377716064453,0.0003,1.5052411556243896,9,1660,,
492.68,364221,1126.6353311699997,36488,364120,-27.67315101623535,0.0003,1.8605191707611084,9,1664,,
486.64,365933,1103.8541974200002,36647,365832,-28.46092987060547,0.0003,0.9220065474510193,9,1668,,
506.27,368592,1147.47708149,36901,368491,-28.88092041015625,0.0003,1.4573216438293457,9,1672,,
507.67,370811,1145.31144425,37115,370710,-29.112890243530273,0.0003,1.2766939401626587,9,1676,,
529.37,373297,1207.40465963,37363,373196,-29.17885971069336,0.0003,0.8622944355010986,9,1680,,
547.96,375595,1210.3389963700001,37581,375494,-29.020648956298828,0.0003,1.870795726776123,9,1684,,
546.43,378212,1177.64694839,37830,378111,-27.799760818481445,0.0003,0.9724385738372803,9,1688,,
533.67,380045,1133.78974781,38009,379944,-28.738391876220703,0.0003,2.228926658630371,9,1692,,
526.38,382507,1115.9891190300002,38246,382406,-27.604873657226562,0.0003,1.2632687091827393,10,1696,,
525.03,385482,1123.1427311899997,38525,385381,-27.37554359436035,0.0003,5.0857696533203125,10,1700,,
510.11,387981,1077.881705,38759,387880,-27.73724937438965,0.0003,1.217946171760559,10,1704,,
524.05,391744,1116.66666659,39129,391643,-28.533735275268555,0.0003,1.6440424919128418,10,1708,,
512.47,393695,1086.10406298,39312,393594,-29.260650634765625,0.0003,1.709287405014038,10,1712,,
519.6,394770,1105.14140988,39415,394669,-28.606597900390625,0.0003,1.3053884506225586,10,1716,,
511.24,395533,1081.5718627,39492,395432,-29.462261199951172,0.0003,1.3537344932556152,10,1720,,
518.74,396420,1084.10258462,39575,396319,-28.90795135498047,0.0003,4.715673446655273,10,1724,,
528.11,398497,1102.77680096,39782,398396,-28.050716400146484,0.0003,4.206100940704346,10,1728,,
,400000,,,399899,-28.420223236083984,0.0003,3.490455150604248,,,391.6,1069.3319592
524.23,401219,1091.3668314200002,40231,401118,-27.45606803894043,0.0003,1.9168002605438232,9,1732,,
507.04,402610,1046.1382923200001,40361,402509,-29.084354400634766,0.0003,7.132396697998047,9,1736,,
533.59,406610,1137.8301615399998,40737,406509,-28.93915557861328,0.0003,1.6391875743865967,9,1740,,
533.96,408871,1138.4543383399998,40951,408770,-28.023086547851562,0.0003,2.3412413597106934,9,1744,,
527.59,411365,1119.87523086,41196,411264,-29.261146545410156,0.0003,1.4873359203338623,9,1748,,
536.82,414499,1142.9414868,41512,414398,-28.28559684753418,0.0003,2.592711925506592,9,1752,,
546.83,416899,1182.7506698700001,41740,416798,-26.914438247680664,0.0003,1.496533751487732,9,1756,,
556.48,419116,1215.45751503,41950,419015,-29.332366943359375,0.0003,1.6996068954467773,9,1760,,
569.51,421172,1262.30822486,42145,421071,-28.751605987548828,0.0003,1.1826698780059814,9,1764,,
571.75,423108,1273.5248476200002,42331,423007,-28.6285457611084,0.0003,1.5266120433807373,9,1768,,
578.87,426479,1289.0971516500001,42644,426378,-27.380746841430664,0.0003,2.3155641555786133,10,1772,,
587.5,429561,1319.59551741,42950,429460,-27.656715393066406,0.0003,1.2290921211242676,10,1776,,
592.74,432571,1345.0214718599998,43242,432470,-27.979530334472656,0.0003,2.830249547958374,10,1780,,
600.83,435678,1440.9709677700002,43544,435577,-28.372386932373047,0.0003,3.281491994857788,10,1784,,
598.41,438053,1467.4120876000002,43771,437952,-27.979164123535156,0.0003,1.3018860816955566,10,1788,,
610.25,441070,1493.76144281,44063,440969,-28.0721435546875,0.0003,1.2163801193237305,10,1792,,
615.36,444043,1504.75574485,44343,443942,-27.297508239746094,0.0003,1.6013051271438599,10,1796,,
625.61,448043,1546.4270690500002,44714,447942,-28.224937438964844,0.0003,0.985935628414154,10,1800,,
631.65,451146,1571.64169005,45010,451045,-27.28791618347168,0.0003,1.7053821086883545,10,1804,,
619.24,453668,1538.8671226000004,45241,453567,-28.16196632385254,0.0003,1.0116223096847534,10,1808,,
620.93,455788,1547.57644002,45441,455687,-29.791677474975586,0.0003,1.125289797782898,10,1812,,
638.62,458632,1622.9127880099998,45706,458531,-27.976177215576172,0.0003,1.832682728767395,10,1816,,
651.05,460638,1662.5396113300003,45902,460537,-28.058269500732422,0.0003,0.8309729695320129,10,1820,,
664.96,462916,1721.5481948799998,46116,462815,-28.389652252197266,0.0003,0.879420280456543,10,1824,,
663.38,464835,1727.7144296000001,46306,464734,-29.446306228637695,0.0003,0.9993718862533569,10,1828,,
671.14,468333,1765.8953308000002,46650,468232,-27.341388702392578,0.0003,1.1526880264282227,10,1832,,
688.4,471450,1820.3397257700003,46960,471349,-29.502662658691406,0.0003,5.401110649108887,10,1836,,
669.02,473512,1764.76184603,47163,473411,-29.07387924194336,0.0003,1.2470107078552246,10,1840,,
686.41,477512,1832.2256530299999,47558,477411,-30.74505615234375,0.0003,1.0826318264007568,10,1844,,
694.73,480838,1863.0281661799995,47885,480737,-31.133848190307617,0.0003,0.7234976291656494,10,1848,,
680.28,482527,1830.67770403,48059,482426,-30.403091430664062,0.0003,4.070586204528809,10,1852,,
681.38,485037,1838.6231725399996,48299,484936,-30.61882209777832,0.0003,1.063849925994873,10,1856,,
699.21,489037,1899.5377043100002,48684,488936,-31.17164421081543,0.0003,0.7692975997924805,10,1860,,
718.65,493037,1971.4250455500005,49054,492936,-31.410598754882812,0.0003,1.5175201892852783,10,1864,,
725.72,495680,2003.2837218799998,49316,495579,-31.396005630493164,0.0003,1.4889525175094604,10,1868,,
719.46,498425,2022.6163606400003,49578,498324,-31.586435317993164,0.0003,0.7207127213478088,10,1872,,
,500000,,,499899,-31.196046829223633,0.0003,4.829807758331299,,,690.0,2147.2823626
724.39,502000,2057.0575889399997,50254,501899,-31.304122924804688,0.0003,1.0321598052978516,9,1876,,
710.19,503590,2009.89562904,50409,503489,-31.28573989868164,0.0003,1.5737078189849854,9,1880,,
718.08,507486,2040.3988693999997,50785,507385,-32.011695861816406,0.0003,0.9352133274078369,9,1884,,
712.79,509332,2040.5419758199996,50966,509231,-31.251972198486328,0.0003,0.8655372858047485,9,1888,,
714.55,512525,2075.23659434,51268,512424,-31.817243576049805,0.0003,0.8768925070762634,9,1892,,
716.55,515698,2092.8562320700003,51583,515597,-31.854557037353516,0.0003,0.8521946668624878,9,1896,,
707.65,518808,2057.85736866,51891,518707,-31.561195373535156,0.0003,5.2332234382629395,9,1900,,
706.04,521750,2037.5164903200005,52181,521649,-31.515596389770508,0.0003,5.669011116027832,9,1904,,
707.65,524433,2050.28573593,52443,524332,-31.214744567871094,0.0003,6.472867965698242,10,1908,,
726.45,528433,2112.16088979,52839,528332,-31.906599044799805,0.0003,0.6726231575012207,10,1912,,
720.31,530663,2073.1773322100003,53056,530562,-32.21196746826172,0.0003,1.1699565649032593,10,1916,,
731.35,533773,2104.44282019,53375,533672,-31.375839233398438,0.0003,5.47930908203125,10,1920,,
735.33,536449,2127.97547924,53608,536348,-31.36065101623535,0.0003,0.5562915205955505,10,1924,,
756.14,540449,2212.2199534600004,53951,540348,-32.20497131347656,0.0003,5.681217670440674,10,1928,,
752.78,543611,2218.44806608,54213,543510,-32.42440414428711,0.0003,0.6532495021820068,10,1932,,
746.46,546096,2179.9090256500003,54420,545995,-31.108858108520508,0.0003,1.0880842208862305,10,1936,,
765.84,550096,2251.76214532,54759,549995,-32.426551818847656,0.0003,0.6551717519760132,10,1940,,
765.84,554096,2264.9852926100007,55103,553995,-32.69166946411133,0.0003,0.596053421497345,10,1944,,
763.66,557204,2259.91011908,55389,557103,-33.125892639160156,0.0003,5.452890872955322,10,1948,,
786.77,561204,2339.20926401,55774,561103,-32.96222686767578,0.0003,0.5931378602981567,10,1952,,
783.07,563344,2330.3591091900003,55980,563243,-32.482582092285156,0.0003,0.510964572429657,10,1956,,
765.49,565586,2261.47509641,56198,565485,-31.90630531311035,0.0003,1.318596363067627,10,1960,,
748.87,567924,2211.9694992199998,56420,567823,-32.209938049316406,0.0003,0.866342306137085,10,1964,,
738.04,569484,2182.9483305599997,56577,569383,-32.16409683227539,0.0003,4.215384483337402,10,1968,,
724.25,570850,2137.1670175,56704,570749,-32.31846618652344,0.0003,0.4187301695346832,10,1972,,
714.22,573422,2107.12809642,56926,573321,-33.430850982666016,0.0003,0.5728371143341064,10,1976,,
711.55,574745,2100.30387787,57045,574644,-32.682559967041016,0.0003,0.499805212020874,10,1980,,
705.1,577996,2092.50852834,57318,577895,-31.385517120361328,0.0003,6.050945281982422,10,1984,,
717.74,581106,2138.2528717900004,57584,581005,-33.179622650146484,0.0003,0.6195929646492004,10,1988,,
713.19,583844,2126.14414344,57823,583743,-33.16468811035156,0.0003,0.2844068109989166,10,1992,,
703.62,586060,2096.08125952,58022,585959,-32.6664924621582,0.0003,3.476775646209717,10,1996,,
694.65,588273,2069.49477247,58248,588172,-33.116668701171875,0.0003,0.7284200191497803,10,2000,,
687.49,590499,2063.12644675,58468,590398,-33.449851989746094,0.0003,0.6373067498207092,10,2004,,
682.79,592712,2043.80592858,58690,592611,-32.998504638671875,0.0003,0.48537805676460266,10,2008,,
663.03,594736,1983.4760715399998,58884,594635,-32.65299987792969,0.0003,0.6286624670028687,10,2012,,
671.81,597844,2025.1572080199996,59189,597743,-32.733680725097656,0.0003,0.8387120962142944,10,2016,,
,600000,,,599899,-32.98583221435547,0.0003,0.7907764315605164,,,445.6,1093.4259527999998
672.27,601000,2035.99137383,59731,600899,-32.28515625,0.0003,0.4282115399837494,10,2020,,
667.69,603218,2008.2765650800002,59951,603117,-32.53168487548828,0.0003,1.3785046339035034,10,2024,,
656.65,606114,1959.61043236,60238,606013,-32.640113830566406,0.0003,0.3813360035419464,10,2028,,
647.23,608334,1907.9155081000004,60463,608233,-33.24079895019531,0.0003,9.925710678100586,10,2032,,
662.38,612334,1982.9874442600003,60863,612233,-31.26966667175293,0.0003,1.011296033859253,10,2036,,
653.48,615444,1947.1959766300001,61158,615343,-33.33851623535156,0.0003,0.302794873714447,10,2040,,
649.04,619000,1923.8487586300002,61487,618899,-33.229278564453125,0.0003,6.213062763214111,10,2044,,
657.96,623000,1968.2817515899997,61849,622899,-33.658111572265625,0.0003,0.44104379415512085,10,2048,,
657.96,627000,1979.4540648799998,62193,626899,-33.574188232421875,0.0003,0.44822603464126587,10,2052,,
676.56,631000,2047.3460621799998,62547,630899,-33.297237396240234,0.0003,0.6950706839561462,10,2056,,
685.24,634110,2098.0551056799995,62817,634009,-32.38819885253906,0.0003,0.7157148122787476,10,2060,,
701.86,638110,2166.3634808799998,63159,638009,-32.823394775390625,0.0003,1.2741107940673828,10,2064,,
699.55,639439,2151.79173864,63291,639338,-32.942138671875,0.0003,4.611495494842529,10,2068,,
699.46,640796,2146.91843066,63419,640695,-33.69396209716797,0.0003,1.2698771953582764,10,2072,,
703.87,643809,2151.23821469,63708,643708,-32.090599060058594,0.0003,1.3719347715377808,10,2076,,
730.64,647809,2230.4054082799994,64100,647708,-33.022239685058594,0.0003,4.576314926147461,10,2080,,
738.13,651809,2248.36700397,64474,651708,-33.889591217041016,0.0003,0.5247799158096313,10,2084,,
747.03,655809,2272.8306995000003,64853,655708,-33.394752502441406,0.0003,4.954959869384766,10,2088,,
724.39,656283,2168.60088537,64903,656182,-33.153892517089844,0.0003,0.4952895939350128,10,2092,,
723.28,658388,2157.0422430300005,65085,658287,-34.563716888427734,0.0003,0.38880327343940735,10,2096,,
732.24,661497,2200.9989074000005,65350,661396,-31.839801788330078,0.0003,0.969691276550293,10,2100,,
740.35,664534,2245.49183888,65613,664433,-33.938236236572266,0.0003,4.047052383422852,10,2104,,
749.29,667641,2294.67766141,65878,667540,-33.900875091552734,0.0003,0.391256183385849,10,2108,,
769.05,671641,2370.49364397,66232,671540,-33.59123229980469,0.0003,0.26115983724594116,10,2112,,
777.97,675641,2420.8568212500004,66584,675540,-34.05109405517578,0.0003,0.4246997833251953,10,2116,,
777.53,678753,2435.4750955500003,66850,678652,-33.68520736694336,0.0003,1.0950708389282227,10,2120,,
795.35,682753,2517.5945300800004,67205,682652,-33.79911804199219,0.0003,4.512853622436523,10,2124,,
806.39,686753,2572.34686266,67544,686652,-33.86802291870117,0.0003,4.814820289611816,10,2128,,
815.27,689861,2616.9730910499998,67826,689760,-34.4615478515625,0.0003,0.484508216381073,10,2132,,
815.27,693861,2628.6112485099998,68167,693760,-33.63658142089844,0.0003,0.38291215896606445,10,2136,,
824.11,697855,2667.7596326600005,68518,697754,-35.31293487548828,0.0003,2.1741201877593994,10,2140,,
808.4,699840,2597.8170858500002,68717,699739,-34.73958206176758,0.0003,0.38593578338623047,10,2144,,
,700000,,,699899,-35.06302261352539,0.0003,0.14167137444019318,,,481.6,1178.8201015999998
797.19,702719,2534.8171361500004,69232,702618,-33.66278839111328,0.0003,0.3666202425956726,10,2148,,
781.3,705130,2452.72509866,69475,705029,-34.31694030761719,0.0003,0.37471282482147217,10,2152,,
760.24,707024,2377.12837011,69660,706923,-33.70874786376953,0.0003,4.786275386810303,10,2156,,
755.89,709699,2347.0463591200005,69926,709598,-34.15420150756836,0.0003,0.48755577206611633,10,2160,,
750.37,713147,2306.35881354,70267,713046,-33.70677947998047,0.0003,0.48031091690063477,10,2164,,
766.99,716138,2369.87538616,70549,716037,-33.20794677734375,0.0003,0.7309239506721497,10,2168,,
778.58,718654,2409.77068653,70785,718553,-34.54426574707031,0.0003,0.3773656487464905,10,2172,,
774.73,721282,2400.89750944,71042,721181,-34.28142547607422,0.0003,0.5480871796607971,10,2176,,
772.73,725082,2401.56017243,71418,724981,-33.93388366699219,0.0003,4.903505802154541,10,2180,,
768.32,728641,2386.57180147,71767,728540,-33.65296936035156,0.0003,0.6006202697753906,10,2184,,
768.32,732641,2402.17061383,72111,732540,-34.94659423828125,0.0003,6.382569789886475,10,2188,,
803.58,736641,2558.47750064,72465,736540,-34.723182678222656,0.0003,0.5291336178779602,10,2192,,
822.53,740641,2648.838262269999,72806,740540,-34.35332107543945,0.0003,0.757205069065094,10,2196,,
829.28,744425,2674.04580325,73135,744324,-34.10945129394531,0.0003,4.86763334274292,10,2200,,
838.91,748425,2712.0181675900003,73478,748324,-34.54710006713867,0.0003,0.531369686126709,10,2204,,
841.68,751809,2708.4317780999995,73774,751708,-34.561134338378906,0.0003,0.31636226177215576,10,2208,,
