rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/actor_loss,train/learning_rate,train/critic_loss,time/fps,time/episodes,eval/mean_ep_length,eval/mean_reward
33.275,2662,-23.2193337,335,2561,0.7998078465461731,0.0003,3.4598476886749268,7,80,,
33.45238095238095,2810,-21.572668630952382,352,2709,0.7646045684814453,0.0003,3.9678215980529785,7,84,,
32.78409090909091,2885,-21.133747602272727,361,2784,0.653429388999939,0.0003,2.9354190826416016,7,88,,
34.09782608695652,3137,-20.3283397173913,388,3036,0.16590553522109985,0.0003,2.405181407928467,8,92,,
35.614583333333336,3419,-19.41843782291667,418,3318,-1.0163167715072632,0.0003,2.8138091564178467,8,96,,
36.86,3686,-19.52897086,456,3585,-1.1187189817428589,0.0003,4.021571159362793,8,100,,
37.14,3945,-11.350035519999999,482,3844,-1.947216510772705,0.0003,3.125854969024658,8,104,,
39.59,4253,-18.14960186,514,4152,-2.9065933227539062,0.0003,2.662479877471924,8,108,,
48.95,5250,-19.956943470000002,608,5149,-4.843358039855957,0.0003,4.719898223876953,8,112,,
51.11,5544,-16.40970768,638,5443,-4.770815372467041,0.0003,2.7785608768463135,8,116,,
51.26,5666,-15.3960102,653,5565,-5.445916175842285,0.0003,4.157922744750977,8,120,,
59.64,6618,-29.28126412,762,6517,-5.748256683349609,0.0003,3.7787201404571533,8,124,,
79.03,8634,-31.708393849999993,939,8533,-6.909035682678223,0.0003,4.859177112579346,9,128,,
86.2,9669,-34.54433557,1029,9568,-7.94994592666626,0.0003,4.847494125366211,9,132,,
91.37,10265,-33.20401596999999,1081,10164,-7.158823490142822,0.0003,2.7774527072906494,9,136,,
93.41,10636,-33.23283774,1116,10535,-7.400627136230469,0.0003,3.286334753036499,9,140,,
96.25,11022,-34.67831861,1148,10921,-7.333428859710693,0.0003,3.47247576713562,9,144,,
96.57,11164,-34.457612420000004,1164,11063,-7.466798782348633,0.0003,3.4395434856414795,9,148,,
97.54,11379,-38.84699818,1189,11278,-6.53711462020874,0.0003,3.624690532684326,9,152,,
97.91,11529,-39.483953019999994,1205,11428,-7.245151519775391,0.0003,2.7190332412719727,9,156,,
98.03,11717,-39.78313975,1222,11616,-7.451590061187744,0.0003,3.03113055229187,9,160,,
97.66,11867,-39.928591479999994,1237,11766,-6.438738822937012,0.0003,4.040809631347656,9,164,,
97.06,12012,-39.633432760000005,1253,11911,-7.21530818939209,0.0003,3.9695677757263184,9,168,,
98.07,12244,-39.64108728,1277,12143,-5.906899929046631,0.0003,3.4974515438079834,9,172,,
98.63,12440,-38.88396610999999,1302,12339,-7.4145636558532715,0.0003,5.306676864624023,9,176,,
100.41,12703,-36.720950429999995,1331,12602,-7.867985725402832,0.0003,3.0785484313964844,9,180,,
100.67,12877,-38.311171419999994,1351,12776,-6.573422431945801,0.0003,3.5574216842651367,9,184,,
101.37,13022,-40.42091385,1370,12921,-6.342206954956055,0.0003,4.142482280731201,9,188,,
101.51,13288,-41.238988250000006,1399,13187,-6.206459045410156,0.0003,3.132786989212036,9,192,,
100.25,13444,-41.11385132999999,1416,13343,-6.676820755004883,0.0003,3.642000198364258,9,196,,
100.57,13743,-39.99148794999999,1456,13642,-6.302062511444092,0.0003,2.746335744857788,9,200,,
100.28,13973,-43.380877389999995,1483,13872,-6.898834228515625,0.0003,2.8700761795043945,9,204,,
98.54,14107,-36.13831744000001,1499,14006,-5.630234718322754,0.0003,3.500680446624756,9,208,,
91.12,14362,-33.46904497,1528,14261,-5.855722427368164,0.0003,4.198853015899658,9,212,,
90.25,14569,-33.52829873,1550,14468,-5.342309474945068,0.0003,3.9049742221832275,9,216,,
92.51,14917,-33.92586042000001,1587,14816,-6.826655387878418,0.0003,4.6553215980529785,9,220,,
88.96,15514,-16.873377180000002,1650,15413,-5.421529293060303,0.0003,3.847717761993408,9,224,,
70.79,15713,-14.137145240000002,1678,15612,-5.811134338378906,0.0003,2.1738696098327637,9,228,,
64.64,16133,-10.10749448,1727,16032,-6.2522735595703125,0.0003,4.137808799743652,9,232,,
64.42,16707,-13.040310519999998,1784,16606,-6.545191764831543,0.0003,2.9454400539398193,9,236,,
64.71,17107,-6.836603899999999,1827,17006,-6.409284591674805,0.0003,5.517145156860352,9,240,,
65.28,17550,-4.439558349999999,1875,17449,-7.921262741088867,0.0003,5.475897312164307,9,244,,
66.78,17842,-2.03242438,1905,17741,-7.547092437744141,0.0003,3.6432929039001465,9,248,,
67.79,18158,-7.576953080000001,1939,18057,-7.587393760681152,0.0003,3.8533830642700195,9,252,,
69.53,18482,-5.375889150000001,1968,18381,-7.749382495880127,0.0003,4.369376182556152,9,256,,
73.95,19112,-1.7990743200000008,2029,19011,-8.643884658813477,0.0003,5.2039079666137695,9,260,,
74.44,19311,-0.20964597999999923,2048,19210,-7.11978816986084,0.0003,5.382735252380371,9,264,,
87.62,20774,23.735474410000002,2185,20673,-9.374443054199219,0.0003,3.5544557571411133,9,268,,
97.24,21968,33.47492421,2293,21867,-10.225727081298828,0.0003,3.1735622882843018,9,272,,
101.66,22606,41.4416007,2366,22505,-9.507904052734375,0.0003,3.592642068862915,9,276,,
101.74,22877,41.95101094,2391,22776,-12.002584457397461,0.0003,3.192368507385254,9,280,,
105.67,23444,45.07325059,2455,23343,-11.238302230834961,0.0003,4.0001983642578125,9,284,,
107.9,23812,49.64776411,2495,23711,-12.409019470214844,0.0003,3.698545455932617,9,288,,
109.35,24223,56.06522339000001,2531,24122,-10.755374908447266,0.0003,4.411008834838867,9,292,,
119.38,25382,66.958291,2644,25281,-11.056123733520508,0.0003,3.6832242012023926,9,296,,
122.73,26016,73.12293146,2717,25915,-10.59303092956543,0.0003,4.067874431610107,9,300,,
124.17,26390,76.12725354999999,2751,26289,-11.306514739990234,0.0003,4.203799247741699,9,304,,
128.29,26936,74.86301076999999,2800,26835,-11.698594093322754,0.0003,4.846724510192871,9,308,,
128.85,27247,72.62543178,2833,27146,-9.74625015258789,0.0003,4.826515197753906,9,312,,
134.94,28063,75.74821836,2910,27962,-12.091060638427734,0.0003,4.047338485717773,9,316,,
135.36,28453,76.01408010999998,2948,28352,-11.51931381225586,0.0003,5.559243202209473,9,320,,
135.67,29081,75.0836893,3001,28980,-12.646641731262207,0.0003,4.371932506561279,9,324,,
138.7,29583,74.26811905,3054,29482,-12.510334014892578,0.0003,4.030764579772949,9,328,,
140.4,30173,82.45466522999999,3120,30072,-11.210444450378418,0.0003,4.426111698150635,9,332,,
140.97,30804,95.03352567000002,3191,30703,-10.872468948364258,0.0003,4.057971000671387,9,336,,
143.63,31470,97.02808976000001,3263,31369,-12.157127380371094,0.0003,4.980583190917969,9,340,,
140.77,31627,96.23940075,3281,31526,-12.761100769042969,0.0003,4.380631446838379,9,344,,
143.68,32210,99.46861889,3339,32109,-12.88155460357666,0.0003,4.169736862182617,9,348,,
148.49,33007,119.88938709,3421,32906,-14.541337013244629,0.0003,3.214961051940918,9,352,,
151.59,33641,124.35747581000001,3488,33540,-12.498908996582031,0.0003,5.724653244018555,9,356,,
153.73,34485,133.74753590999998,3583,34384,-12.377384185791016,0.0003,3.0634238719940186,9,360,,
159.01,35212,141.45730169,3658,35111,-11.701420783996582,0.0003,4.743618965148926,9,364,,
146.12,35386,116.24229165999999,3680,35285,-11.9610595703125,0.0003,2.867847442626953,9,368,,
141.92,36160,105.8291698,3775,36059,-13.20006275177002,0.0003,3.2824463844299316,9,372,,
144.43,37049,109.01495154,3880,36948,-12.579432487487793,0.0003,5.470951080322266,9,376,,
154.11,38288,126.69146908,4018,38187,-13.458380699157715,0.0003,4.212804317474365,9,380,,
154.68,38912,127.23382052999999,4082,38811,-11.817558288574219,0.0003,4.367368698120117,9,384,,
160.35,39847,136.18560558,4185,39746,-13.39422607421875,0.0003,2.920786142349243,9,388,,
161.46,40369,131.72473062,4239,40268,-13.572662353515625,0.0003,3.1208462715148926,9,392,,
159.17,41299,131.9848341,4332,41198,-13.26755142211914,0.0003,4.599006652832031,9,396,,
159.34,41950,133.22330323000003,4413,41849,-15.13619327545166,0.0003,3.4511499404907227,9,400,,
158.99,42289,135.02276368000003,4446,42188,-14.284765243530273,0.0003,3.935352325439453,9,404,,
159.14,42850,143.71849139000003,4496,42749,-13.915390968322754,0.0003,5.163797855377197,9,408,,
156.78,42925,145.89924876,4504,42824,-14.274710655212402,0.0003,4.950762748718262,9,412,,
151.79,43242,141.06412298,4532,43141,-12.74614143371582,0.0003,4.401569366455078,9,416,,
149.12,43365,140.19526708,4546,43264,-12.047046661376953,0.0003,2.8743014335632324,9,420,,
146.44,43725,141.54887893,4577,43624,-13.320825576782227,0.0003,3.6986048221588135,9,424,,
150.7,44653,155.76858741,4677,44552,-13.610624313354492,0.0003,3.471698045730591,9,428,,
150.9,45263,154.5833893,4749,45162,-13.495546340942383,0.0003,4.363480567932129,9,432,,
150.3,45834,152.10372665,4809,45733,-15.371038436889648,0.0003,3.64424991607666,9,436,,
145.84,46054,144.48246643000002,4834,45953,-15.593305587768555,0.0003,3.1867423057556152,9,440,,
150.78,46705,148.98839144000004,4902,46604,-14.733635902404785,0.0003,3.402693271636963,9,444,,
150.57,47267,150.89502175,4963,47166,-13.764703750610352,0.0003,5.0130391120910645,9,448,,
145.37,47544,141.13086702,5003,47443,-15.748764991760254,0.0003,4.732000350952148,9,452,,
141.5,47791,136.49659085,5031,47690,-13.573657989501953,0.0003,4.672187328338623,9,456,,
134.26,47911,123.96328034,5043,47810,-15.74699592590332,0.0003,6.398641586303711,9,460,,
128.36,48048,115.70589111000001,5057,47947,-15.114009857177734,0.0003,5.467992782592773,9,464,,
129.73,48359,121.67574533000003,5086,48258,-14.140813827514648,0.0003,4.637618064880371,9,468,,
124.48,48608,122.46879129999999,5109,48507,-15.128985404968262,0.0003,4.496356010437012,9,472,,
121.73,49222,98.47145369,5175,49121,-13.594193458557129,0.0003,5.778357982635498,9,476,,
114.84,49772,87.9924393,5226,49671,-15.246410369873047,0.0003,4.028532028198242,9,480,,
115.27,50439,91.85832916999999,5294,50338,-13.081304550170898,0.0003,6.757022857666016,9,484,,
112.92,51139,87.46976844000001,5366,51038,-12.841436386108398,0.0003,5.360093116760254,9,488,,
113.1,51679,94.84321643000001,5423,51578,-13.774357795715332,0.0003,3.7041473388671875,9,492,,
106.17,51916,83.27858706,5447,51815,-14.858575820922852,0.0003,5.0804290771484375,9,496,,
101.66,52116,75.23858060999999,5474,52015,-13.07398509979248,0.0003,5.7897562980651855,9,500,,
100.79,52368,71.87462462,5498,52267,-14.741669654846191,0.0003,5.801980018615723,9,504,,
98.51,52701,60.40246914,5538,52600,-15.216862678527832,0.0003,4.201559543609619,9,508,,
100.73,52998,59.93773256,5567,52897,-15.906847953796387,0.0003,5.476602554321289,9,512,,
99.94,53236,59.64071027999999,5588,53135,-13.558502197265625,0.0003,6.12099552154541,9,516,,
101.5,53515,62.899617510000006,5620,53414,-13.80325698852539,0.0003,7.2711615562438965,9,520,,
99.68,53693,61.03350694999999,5639,53592,-14.958500862121582,0.0003,5.7954230308532715,9,524,,
99.31,54584,58.05235781,5728,54483,-14.011507034301758,0.0003,4.954429626464844,9,528,,
102.1,55473,62.08773653000001,5815,55372,-12.945663452148438,0.0003,5.276749134063721,9,532,,
98.73,55707,53.75783321,5839,55606,-14.505842208862305,0.0003,6.798194408416748,9,536,,
102.28,56282,59.95632283999999,5899,56181,-13.126090049743652,0.0003,4.486508369445801,9,540,,
100.35,56740,61.82373205000001,5951,56639,-14.689828872680664,0.0003,6.654549598693848,9,544,,
101.36,57403,60.054608189999996,6020,57302,-13.384674072265625,0.0003,4.748319149017334,9,548,,
102.83,57827,63.82486864000002,6072,57726,-16.239349365234375,0.0003,4.82158088684082,9,552,,
108.82,58673,68.49263734,6155,58572,-13.581764221191406,0.0003,4.062529563903809,9,556,,
109.2,58831,69.38150519000001,6172,58730,-15.940345764160156,0.0003,5.446398735046387,9,560,,
110.68,59116,70.22193025,6200,59015,-14.42182731628418,0.0003,4.3151021003723145,9,564,,
108.71,59230,65.51762342,6212,59129,-15.189271926879883,0.0003,4.392312526702881,9,568,,
112.5,59858,62.55544133,6272,59757,-14.613597869873047,0.0003,6.250314712524414,9,572,,
110.86,60308,77.44746674999999,6318,60207,-14.03860092163086,0.0003,4.473658561706543,9,576,,
108.55,60627,71.14782627,6351,60526,-14.289827346801758,0.0003,3.3324928283691406,9,580,,
109.32,61371,66.35873925,6428,61270,-14.609258651733398,0.0003,5.440188407897949,9,584,,
106.83,61822,66.57228758000001,6476,61721,-14.63935661315918,0.0003,6.434690952301025,9,588,,
108.03,62482,62.565956670000006,6548,62381,-13.704582214355469,0.0003,5.631072998046875,9,592,,
113.33,63249,71.51861281000001,6626,63148,-13.348261833190918,0.0003,6.408860206604004,9,596,,
117.94,63910,75.58810172,6706,63809,-14.52331256866455,0.0003,3.0077414512634277,9,600,,
127.24,65092,88.99238309999998,6822,64991,-15.549955368041992,0.0003,3.8389954566955566,9,604,,
129.24,65625,96.79792715000002,6871,65524,-14.461336135864258,0.0003,4.6081862449646,9,608,,
128.9,65888,97.77091731,6898,65787,-16.179365158081055,0.0003,3.7192821502685547,9,612,,
131.66,66402,97.32913903,6942,66301,-15.127168655395508,0.0003,5.730254173278809,9,616,,
135.0,67015,98.35806421,7003,66914,-14.922404289245605,0.0003,6.064414978027344,9,620,,
137.89,67482,100.95050316999999,7046,67381,-14.945487976074219,0.0003,2.402106761932373,9,624,,
133.94,67978,97.04461343999999,7105,67877,-15.895357131958008,0.0003,5.266016006469727,9,628,,
127.16,68189,87.74918142,7128,68088,-14.112101554870605,0.0003,4.316819667816162,9,632,,
130.94,68801,96.95194501,7185,68700,-14.2782621383667,0.0003,5.74843692779541,9,636,,
136.71,69953,112.25301406999999,7290,69852,-15.129581451416016,0.0003,3.4675116539001465,9,640,,
133.73,70113,107.13820616999999,7306,70012,-13.821500778198242,0.0003,3.8836007118225098,9,644,,
143.3,71733,134.88549794,7462,71632,-15.977182388305664,0.0003,5.430240154266357,9,648,,
140.2,71847,129.04189448,7483,71746,-14.484082221984863,0.0003,5.028273105621338,9,652,,
143.76,73049,139.57479774,7614,72948,-14.321863174438477,0.0003,3.7757465839385986,9,656,,
150.58,73889,154.37696277000003,7699,73788,-15.5838623046875,0.0003,4.393988609313965,9,660,,
155.37,74653,160.3391239,7778,74552,-15.330565452575684,0.0003,5.544330596923828,9,664,,
161.13,75343,165.32795472,7850,75242,-15.615997314453125,0.0003,7.889613151550293,9,668,,
164.13,76271,184.17056315000002,7947,76170,-15.102629661560059,0.0003,6.2566070556640625,9,672,,
166.89,76997,183.13267455000002,8058,76896,-15.608243942260742,0.0003,3.7606394290924072,9,676,,
165.3,77157,180.1486104,8073,77056,-15.061392784118652,0.0003,4.772402763366699,9,680,,
168.57,78228,187.86645037,8168,78127,-16.035022735595703,0.0003,3.377593755722046,9,684,,
172.12,79034,192.56990157,8240,78933,-17.444408416748047,0.0003,4.079950332641602,9,688,,
175.62,80044,196.38061537000002,8326,79943,-15.70394515991211,0.0003,4.654726982116699,9,692,,
172.46,80495,196.32209726999994,8369,80394,-15.272977828979492,0.0003,3.1162097454071045,9,696,,
169.1,80820,193.63024198,8404,80719,-16.501195907592773,0.0003,4.4226765632629395,9,700,,
163.38,81430,186.93653458,8464,81329,-16.750648498535156,0.0003,5.135944366455078,9,704,,
165.97,82222,197.32554989,8544,82121,-15.90952205657959,0.0003,5.501349449157715,9,708,,
173.15,83203,213.34874309999998,8636,83102,-15.14602279663086,0.0003,4.188216209411621,9,712,,
172.2,83622,220.47077303000006,8680,83521,-15.368741035461426,0.0003,4.366779327392578,9,716,,
173.31,84346,223.15204290999998,8745,84245,-16.23033905029297,0.0003,5.325366020202637,9,720,,
178.71,85353,234.60577099,8845,85252,-15.004995346069336,0.0003,4.52883243560791,9,724,,
178.33,85811,236.37288665,8897,85710,-16.076740264892578,0.0003,5.414166450500488,9,728,,
179.58,86147,236.11002813,8926,86046,-16.79634666442871,0.0003,3.950559616088867,9,732,,
178.27,86628,229.9625355,8966,86527,-16.53012466430664,0.0003,3.9941670894622803,9,736,,
170.19,86972,205.86147067,8998,86871,-16.11601448059082,0.0003,3.218580722808838,9,740,,
174.4,87553,210.41419898000004,9051,87452,-17.14249610900879,0.0003,4.532087802886963,9,744,,
169.45,88678,192.30132838,9150,88577,-15.91351318359375,0.0003,2.8534891605377197,9,748,,
177.62,89609,209.83906870999996,9237,89508,-16.04192543029785,0.0003,3.442380428314209,9,752,,
168.03,89852,194.83750769999997,9260,89751,-16.214454650878906,0.0003,5.793088436126709,9,756,,
163.1,90199,179.67436157,9289,90098,-15.568687438964844,0.0003,5.386544227600098,9,760,,
161.81,90834,181.66103692999997,9349,90733,-15.412591934204102,0.0003,3.7704720497131348,9,764,,
158.46,91189,177.41583695999998,9382,91088,-15.704727172851562,0.0003,3.819916009902954,9,768,,
153.3,91601,162.42691064,9417,91500,-15.653468132019043,0.0003,4.3163909912109375,9,772,,
154.93,92490,173.2324284,9508,92389,-16.89005470275879,0.0003,5.022133827209473,9,776,,
162.7,93427,185.22157353,9591,93326,-17.929189682006836,0.0003,3.752230167388916,9,780,,
155.94,93822,178.10730628000002,9625,93721,-15.794700622558594,0.0003,4.401353359222412,9,784,,
158.57,94891,175.67617575000003,9714,94790,-14.991633415222168,0.0003,3.0067055225372314,9,788,,
150.84,95128,168.53990675999998,9735,95027,-15.895332336425781,0.0003,4.897405624389648,9,792,,
153.81,95876,169.23270090999995,9802,95775,-17.396099090576172,0.0003,4.790168762207031,9,796,,
160.21,96841,183.86580540999995,9897,96740,-15.330636024475098,0.0003,3.782895565032959,9,800,,
170.87,98517,208.84688638999995,10051,98416,-15.609307289123535,0.0003,3.6890149116516113,9,804,,
165.8,98802,195.48185622,10077,98701,-14.760547637939453,0.0003,6.271706581115723,9,808,,
157.75,98978,179.24169062,10093,98877,-17.126840591430664,0.0003,3.144637107849121,9,812,,
156.54,99276,174.94556642,10120,99175,-17.9910888671875,0.0003,4.628942489624023,9,816,,
154.15,99761,175.89255891000002,10162,99660,-14.933378219604492,0.0003,3.311671733856201,9,820,,
146.41,99994,160.78692342000002,10185,99893,-16.124950408935547,0.0003,3.985543727874756,9,824,,
,100000,,,99899,-15.541769981384277,0.0003,4.099613666534424,,,615.6,1264.5129784
148.19,100630,159.52068469,10492,100529,-15.69061279296875,0.0003,4.459105014801025,9,828,,
148.9,101037,160.19330191000003,10525,100936,-15.841507911682129,0.0003,3.207642078399658,9,832,,
150.84,101712,169.97638796000004,10582,101611,-16.35616683959961,0.0003,5.9580888748168945,9,836,,
149.89,101961,174.17520142,10607,101860,-16.919513702392578,0.0003,4.949566841125488,9,840,,
149.64,102517,173.84373778999998,10666,102416,-17.373043060302734,0.0003,2.9414374828338623,9,844,,
142.47,102925,161.87016776000002,10710,102824,-16.429166793823242,0.0003,4.286850929260254,9,848,,
137.26,103335,148.33614792000003,10751,103234,-16.84013557434082,0.0003,3.13957142829895,9,852,,
146.45,104497,171.92366167,10868,104396,-16.718490600585938,0.0003,3.043849468231201,9,856,,
147.82,104981,177.39246175000005,10917,104880,-17.595516204833984,0.0003,3.8281936645507812,9,860,,
149.37,105771,178.20108889999995,10992,105670,-16.028976440429688,0.0003,5.087881088256836,9,864,,
151.52,106341,188.18043428999997,11057,106240,-17.073593139648438,0.0003,3.458604574203491,9,868,,
153.31,106932,193.45289125,11121,106831,-16.712379455566406,0.0003,4.885260581970215,9,872,,
160.01,108491,201.66616469000002,11276,108390,-18.379064559936523,0.0003,3.753389358520508,9,876,,
158.43,109270,204.37262007,11349,109169,-16.67522621154785,0.0003,4.3392229080200195,9,880,,
158.79,109701,207.38276023000003,11393,109600,-16.659582138061523,0.0003,4.324872970581055,9,884,,
153.56,110247,201.10070623000004,11446,110146,-17.060382843017578,0.0003,4.781186580657959,9,888,,
162.27,111355,220.51977754000006,11555,111254,-17.700471878051758,0.0003,4.603510856628418,9,892,,
164.52,112328,230.17976729000003,11659,112227,-18.005170822143555,0.0003,3.8884456157684326,9,896,,
166.5,113491,235.49522545,11775,113390,-17.749401092529297,0.0003,3.347644329071045,9,900,,
152.13,113730,203.21551305,11802,113629,-18.281675338745117,0.0003,3.464367389678955,9,904,,
157.66,114568,214.23700123999998,11888,114467,-16.722633361816406,0.0003,4.85872745513916,9,908,,
160.61,115039,219.69049411,11930,114938,-17.61760711669922,0.0003,5.295058250427246,9,912,,
167.06,115982,235.24228330000005,12022,115881,-19.198631286621094,0.0003,3.274512529373169,9,916,,
171.26,116887,244.80256225999997,12123,116786,-17.44463539123535,0.0003,5.60164737701416,9,920,,
173.58,117352,243.56625218999997,12167,117251,-18.53533935546875,0.0003,4.285571575164795,9,924,,
170.09,117639,238.87516413000006,12193,117538,-18.664541244506836,0.0003,4.5483880043029785,9,928,,
176.14,118651,246.64819390000005,12284,118550,-18.496747970581055,0.0003,3.6532669067382812,9,932,,
178.17,119529,242.34914676999998,12365,119428,-18.878211975097656,0.0003,3.781874656677246,9,936,,
182.75,120236,247.16924496000004,12426,120135,-18.74810028076172,0.0003,5.1360063552856445,9,940,,
182.03,120720,243.35274181000005,12474,120619,-17.804481506347656,0.0003,2.8737616539001465,9,944,,
188.39,121764,261.40865314,12578,121663,-18.93579864501953,0.0003,4.787445068359375,9,948,,
193.95,122730,275.36865936999993,12669,122629,-18.46334457397461,0.0003,7.010311126708984,9,952,,
197.38,124235,279.69263175,12815,124134,-19.057506561279297,0.0003,3.0466361045837402,9,956,,
197.46,124727,279.04464850000005,12862,124626,-17.250110626220703,0.0003,2.383241891860962,9,960,,
198.45,125616,282.97064458000006,12954,125515,-18.741405487060547,0.0003,2.7720584869384766,9,964,,
204.17,126758,291.33160024999995,13065,126657,-18.877197265625,0.0003,5.02678108215332,9,968,,
202.14,127146,290.33089016,13108,127045,-18.67737579345703,0.0003,5.234279155731201,9,972,,
193.88,127879,280.65807648000003,13183,127778,-18.891321182250977,0.0003,2.5004117488861084,9,976,,
188.95,128165,261.03764422999996,13214,128064,-19.466995239257812,0.0003,2.613614082336426,9,980,,
186.59,128360,252.31746649000002,13236,128259,-18.925338745117188,0.0003,5.535604476928711,9,984,,
190.98,129345,261.69000113000004,13338,129244,-19.881000518798828,0.0003,5.058713912963867,9,988,,
192.3,130585,264.15322549,13468,130484,-18.903284072875977,0.0003,5.404995918273926,9,992,,
200.82,132410,279.4941885,13660,132309,-18.61699676513672,0.0003,3.4357755184173584,9,996,,
192.51,132742,261.14821139000003,13697,132641,-18.318662643432617,0.0003,3.232898712158203,9,1000,,
195.22,133252,268.56109903000004,13748,133151,-18.41260528564453,0.0003,3.956695556640625,9,1004,,
195.46,134114,273.19594829,13835,134013,-18.645906448364258,0.0003,3.545292377471924,9,1008,,
200.31,135070,288.04402154,13931,134969,-18.50061798095703,0.0003,3.7722764015197754,9,1012,,
198.09,135791,282.46679407,14001,135690,-17.95595932006836,0.0003,2.3229804039001465,9,1016,,
197.85,136672,276.73259054999994,14101,136571,-19.46887969970703,0.0003,2.6042287349700928,9,1020,,
202.67,137619,287.46474121,14202,137518,-18.8773136138916,0.0003,3.6872329711914062,9,1024,,
213.95,139034,310.71272614000003,14342,138933,-19.08700180053711,0.0003,3.478071689605713,9,1028,,
221.53,140804,331.31132425,14511,140703,-18.979206085205078,0.0003,3.8133926391601562,9,1032,,
223.52,141881,337.70660458,14605,141780,-19.184112548828125,0.0003,2.792140007019043,9,1036,,
226.59,142895,347.40858919000004,14710,142794,-19.593547821044922,0.0003,4.052371025085449,9,1040,,
231.99,143919,355.72998389000014,14814,143818,-19.78525161743164,0.0003,2.1256978511810303,9,1044,,
231.77,144941,351.3483651599999,14920,144840,-20.58785057067871,0.0003,4.7940778732299805,9,1048,,
239.92,146722,358.48699715,15105,146621,-20.271421432495117,0.0003,2.3172645568847656,9,1052,,
237.08,147943,344.23469811999996,15218,147842,-20.458694458007812,0.0003,4.118069648742676,9,1056,,
235.84,148311,343.3593952600001,15258,148210,-19.29326629638672,0.0003,4.535778045654297,9,1060,,
243.03,149919,348.55072082,15405,149818,-21.42669677734375,0.0003,2.906162738800049,9,1064,,
240.41,150799,347.7034924,15498,150698,-20.202007293701172,0.0003,3.972553014755249,9,1068,,
240.25,151171,341.64860274999984,15538,151070,-19.41737174987793,0.0003,5.474205017089844,9,1072,,
245.15,152394,322.41348777999997,15642,152293,-19.994510650634766,0.0003,3.928762674331665,9,1076,,
246.22,152787,329.0033303400001,15678,152686,-18.162073135375977,0.0003,2.360619068145752,9,1080,,
254.7,153830,346.1743778800001,15768,153729,-20.222503662109375,0.0003,2.7052001953125,9,1084,,
247.17,154062,332.93826742000005,15790,153961,-20.179351806640625,0.0003,2.5630111694335938,9,1088,,
241.7,154755,318.44685522,15858,154654,-19.221553802490234,0.0003,3.352534294128418,9,1092,,
225.95,155005,285.24786957,15887,154904,-18.523395538330078,0.0003,4.430473804473877,9,1096,,
235.16,156258,304.0187073100001,16001,156157,-19.13254165649414,0.0003,3.3535072803497314,9,1100,,
235.95,156847,295.08909627,16053,156746,-20.459938049316406,0.0003,2.319870948791504,9,1104,,
235.06,157620,273.80373276,16119,157519,-19.92999267578125,0.0003,2.193643569946289,9,1108,,
230.56,158126,253.61709034,16165,158025,-18.591232299804688,0.0003,2.463167905807495,9,1112,,
230.36,158827,249.47554374999999,16226,158726,-20.14740753173828,0.0003,2.2490248680114746,9,1116,,
227.09,159381,243.32347375,16282,159280,-20.979583740234375,0.0003,4.614202499389648,9,1120,,
232.68,160887,264.53948571,16443,160786,-20.886245727539062,0.0003,2.4044480323791504,9,1124,,
