rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,train/learning_rate,train/critic_loss,time/fps,time/total_timesteps,time/time_elapsed,train/n_updates,time/episodes,eval/mean_reward,eval/mean_ep_length
2668.5298915500002,-33.51530456542969,852.98,3e-05,2.6067252159118652,13,727299,53937,1387097,852,,
2673.3313735299994,-34.403907775878906,857.02,3e-05,0.29738956689834595,13,730839,54177,1390637,856,,
2636.6672356999998,-33.002010345458984,849.44,3e-05,7.024433135986328,13,734070,54379,1393868,860,,
2604.9153598599996,-34.539878845214844,845.89,3e-05,0.4995395243167877,13,737715,54597,1397513,864,,
2591.94302605,-33.95639419555664,838.74,3e-05,0.5666301250457764,13,741000,54794,1400798,868,,
2542.70307324,-33.81909942626953,829.84,3e-05,1.1038918495178223,13,743517,54947,1403315,872,,
2544.09797849,-33.52605438232422,829.7,3e-05,0.8232080936431885,13,745913,55093,1405711,876,,
2500.5678169000003,-33.2677001953125,822.43,3e-05,6.581948757171631,13,749186,55297,1408984,880,,
2437.63762828,-32.27605438232422,808.71,3e-05,1.6233433485031128,13,751814,55453,1411612,884,,
2465.3870502199998,-32.80516052246094,813.01,3e-05,1.3542184829711914,13,754916,55609,1414714,888,,
2430.6950848,-33.479305267333984,803.87,3e-05,4.619756698608398,13,757137,55728,1416935,892,,
2437.7972557000003,-34.06543731689453,806.18,3e-05,0.9460772275924683,13,760706,55913,1420504,896,,
2439.75805597,-33.3101806640625,806.18,3e-05,1.2376430034637451,13,764706,56119,1424504,900,,
2451.4691766399997,-33.21338653564453,806.18,3e-05,4.6573920249938965,13,768706,56328,1428504,904,,
2444.6216749999994,-34.02342224121094,802.88,3e-05,0.33640724420547485,13,771406,56479,1431204,908,,
2436.37806629,-33.3926887512207,803.0,3e-05,4.582437515258789,13,774147,56646,1433945,912,,
2449.2757480599994,-33.4583740234375,807.74,3e-05,1.555236577987671,13,777427,56850,1437225,916,,
2445.54271657,-33.740997314453125,805.33,3e-05,0.9833897948265076,13,780018,57009,1439816,920,,
2416.82011077,-33.8395881652832,795.48,3e-05,1.9166823625564575,13,782730,57174,1442528,924,,
2358.5494443899997,-33.44818115234375,778.13,3e-05,5.09317684173584,13,784954,57311,1444752,928,,
2339.21169853,-32.745323181152344,771.25,3e-05,1.1558678150177002,13,787564,57471,1447362,932,,
2382.79664029,-32.714385986328125,779.35,3e-05,0.45317718386650085,13,790893,57682,1450691,936,,
2344.00569137,-33.953121185302734,765.8,3e-05,4.809258460998535,13,793538,57847,1453336,940,,
2368.0493970899997,-32.85587692260742,768.49,3e-05,1.636472463607788,13,796236,58016,1456034,944,,
,-32.41203308105469,,3e-05,0.8956923484802246,,800000,,1459798,,2484.8588764,936.2
2390.6013107199997,-33.220069885253906,766.69,3e-05,2.0610456466674805,13,800109,58557,1459907,948,,
2354.09057905,-33.12993621826172,750.79,3e-05,1.2054518461227417,13,802378,58703,1462176,952,,
2346.8832413799996,-31.549646377563477,749.2,3e-05,1.7336335182189941,13,805759,58917,1465557,956,,
2371.7691039600004,-32.29689407348633,756.89,3e-05,9.344225883483887,13,809759,59176,1469557,960,,
2350.29095545,-32.93449783325195,752.3,3e-05,0.9096280932426453,13,812945,59374,1472743,964,,
2367.3890069900003,-32.92254638671875,754.68,3e-05,1.1318373680114746,13,816468,59616,1476266,968,,
