train/learning_rate,train/critic_loss,train/ent_coef,train/n_updates,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/fps,time/time_elapsed,time/episodes,eval/mean_ep_length,eval/mean_reward
0.0001,13.432578086853027,0.06983964890241623,3733,7568,20.203319549560547,-7.229628562927246,6,1176,92,,
0.0001,10.620691299438477,0.06931692361831665,3812,7726,20.619495391845703,-7.1316752433776855,6,1205,96,,
0.0001,9.92593002319336,0.06829347461462021,3976,8054,21.599853515625,-6.952197551727295,6,1258,100,,
0.0001,9.594575881958008,0.06685385853052139,4207,8515,23.140037536621094,-5.884145259857178,6,1327,104,,
0.0001,4.670971393585205,0.06640305370092392,4283,8668,22.124868392944336,-6.388908386230469,6,1348,108,,
0.0001,9.655768394470215,0.06593776494264603,4361,8824,22.78247833251953,-6.284451484680176,6,1372,112,,
0.0001,11.105682373046875,0.06514612585306168,4493,9087,23.583297729492188,-6.362880229949951,6,1409,116,,
0.0001,12.289834022521973,0.06437934935092926,4622,9345,24.400707244873047,-6.6944966316223145,6,1455,120,,
0.0001,12.602136611938477,0.06364671885967255,4748,9597,24.55266571044922,-6.117683410644531,6,1490,124,,
0.0001,25.00479507446289,0.06286255270242691,4886,9873,23.788433074951172,-6.264339447021484,6,1527,128,,
0.0001,15.02029800415039,0.06180252134799957,5081,10263,24.30108642578125,-5.300533294677734,6,1576,132,,
0.0001,11.903144836425781,0.06100929155945778,5226,10554,25.24785804748535,-5.808948040008545,6,1613,136,,
0.0001,8.166441917419434,0.0605628527700901,5319,10739,26.157588958740234,-5.342929363250732,6,1637,140,,
0.0001,8.421316146850586,0.06033467873930931,5366,10833,26.209003448486328,-5.579967498779297,6,1656,144,,
0.0001,9.497407913208008,0.06009119004011154,5423,10947,26.41119384765625,-5.205348014831543,6,1671,148,,
0.0001,19.823591232299805,0.05966786667704582,5523,11147,26.057544708251953,-4.596127986907959,6,1697,152,,
0.0001,13.768863677978516,0.05950542911887169,5562,11226,26.03150749206543,-3.5449271202087402,6,1707,156,,
0.0001,13.814128875732422,0.05942379683256149,5590,11281,25.672393798828125,-3.446561574935913,6,1716,160,,
0.0001,28.39078140258789,0.059314411133527756,5632,11366,26.162078857421875,-2.5810790061950684,6,1728,164,,
0.0001,17.472068786621094,0.05921568349003792,5669,11439,25.066574096679688,-3.311014413833618,6,1738,168,,
0.0001,11.873205184936523,0.05906044691801071,5721,11543,25.40329360961914,-1.551511526107788,6,1757,172,,
0.0001,31.76793670654297,0.05902177840471268,5750,11602,25.830398559570312,-2.3120648860931396,6,1766,176,,
0.0001,10.83691692352295,0.058944590389728546,5797,11696,25.262813568115234,-0.5302478075027466,6,1779,180,,
0.0001,14.140104293823242,0.058914609253406525,5832,11766,25.9635009765625,-0.05457639694213867,6,1789,184,,
0.0001,3.2901740074157715,0.05890008434653282,5863,11827,26.49407196044922,-0.8673496842384338,6,1798,188,,
0.0001,9.632791519165039,0.05887575447559357,5897,11896,26.222091674804688,0.9299993515014648,6,1808,192,,
0.0001,16.595348358154297,0.05883563309907913,5962,12025,26.365219116210938,-0.23264363408088684,6,1832,196,,
0.0001,28.823684692382812,0.058828987181186676,6099,12299,26.41579246520996,0.2383323609828949,6,1870,200,,
0.0001,14.392505645751953,0.05884217098355293,6135,12372,26.46302032470703,0.6022899150848389,6,1882,204,,
0.0001,16.347980499267578,0.05885428190231323,6170,12442,25.835411071777344,-0.1713448017835617,6,1894,208,,
0.0001,13.984127044677734,0.05888991802930832,6210,12521,25.327869415283203,1.0303268432617188,6,1908,212,,
0.0001,23.22054100036621,0.058944620192050934,6243,12587,25.853740692138672,0.8759630918502808,6,1918,216,,
0.0001,13.301517486572266,0.05900506302714348,6283,12667,26.369991302490234,1.629880666732788,6,1937,220,,
0.0001,15.504239082336426,0.059073951095342636,6311,12723,25.11879539489746,2.278810501098633,6,1945,224,,
0.0001,13.984233856201172,0.05916472151875496,6355,12812,25.127578735351562,2.1235644817352295,6,1959,228,,
0.0001,14.60791301727295,0.05927587300539017,6400,12902,24.797351837158203,2.2930426597595215,6,1972,232,,
0.0001,17.96198844909668,0.05947846546769142,6471,13044,25.813203811645508,3.8021998405456543,6,1993,236,,
0.0001,19.414270401000977,0.05960281938314438,6506,13114,24.547639846801758,2.1242151260375977,6,2004,240,,
0.0001,16.66249656677246,0.059755221009254456,6541,13184,24.67646598815918,1.9659953117370605,6,2020,244,,
0.0001,10.962587356567383,0.05989677459001541,6577,13256,26.082252502441406,3.4928717613220215,6,2033,248,,
0.0001,18.24138641357422,0.06014412268996239,6636,13373,24.71572494506836,3.6573126316070557,6,2051,252,,
0.0001,11.644523620605469,0.06027420610189438,6661,13423,25.638879776000977,3.725346326828003,6,2060,256,,
0.0001,19.572284698486328,0.060466617345809937,6698,13498,25.783262252807617,2.4167189598083496,6,2072,260,,
0.0001,18.433494567871094,0.06063704192638397,6739,13580,25.538297653198242,4.053603172302246,6,2085,264,,
0.0001,12.480921745300293,0.060840751975774765,6784,13670,24.528047561645508,2.499497890472412,6,2099,268,,
0.0001,6.532388687133789,0.06107078120112419,6828,13757,26.363605499267578,3.1527678966522217,6,2116,272,,
0.0001,15.455619812011719,0.061225973069667816,6860,13822,25.33665657043457,2.61069917678833,6,2126,276,,
0.0001,17.785436630249023,0.06139364466071129,6893,13888,23.259708404541016,3.445026159286499,6,2136,280,,
0.0001,17.369312286376953,0.06159165874123573,6928,13957,24.166030883789062,3.3578555583953857,6,2146,284,,
0.0001,22.979129791259766,0.06181776151061058,6965,14032,24.12458038330078,3.811680555343628,6,2157,288,,
0.0001,15.01483154296875,0.062396734952926636,7060,14221,24.54262924194336,3.9937338829040527,6,2181,292,,
0.0001,16.677474975585938,0.0625903531908989,7090,14282,23.64057159423828,4.261997222900391,6,2196,296,,
0.0001,15.423632621765137,0.0628044530749321,7124,14350,23.064693450927734,4.4861650466918945,6,2205,300,,
0.0001,16.8187255859375,0.06299328804016113,7157,14415,23.69149398803711,4.372192859649658,6,2215,304,,
0.0001,20.134552001953125,0.06330151855945587,7207,14516,23.196491241455078,3.160393238067627,6,2229,308,,
0.0001,13.728164672851562,0.06342177838087082,7231,14563,24.386093139648438,3.179278612136841,6,2237,312,,
0.0001,14.773835182189941,0.06359795480966568,7265,14631,23.104652404785156,5.370375156402588,6,2247,316,,
0.0001,15.604517936706543,0.06410542875528336,7340,14782,22.759857177734375,5.246064186096191,6,2275,320,,
0.0001,25.67698097229004,0.06430335342884064,7371,14844,23.105911254882812,3.4584944248199463,6,2285,324,,
0.0001,16.297500610351562,0.0646110326051712,7417,14935,23.255634307861328,3.5873348712921143,6,2298,328,,
0.0001,22.259521484375,0.0648612529039383,7460,15022,23.438783645629883,3.2176716327667236,6,2310,332,,
0.0001,10.659558296203613,0.06506276875734329,7494,15089,23.448532104492188,4.214554309844971,6,2320,336,,
0.0001,17.354358673095703,0.06524795293807983,7523,15148,23.08937644958496,3.8125762939453125,6,2329,340,,
0.0001,17.71102523803711,0.06543402373790741,7554,15210,22.333309173583984,4.4512858390808105,6,2344,344,,
0.0001,20.916133880615234,0.06560645997524261,7580,15261,22.793813705444336,4.727002143859863,6,2352,348,,
0.0001,13.772045135498047,0.06584537774324417,7616,15334,22.669336318969727,4.047732830047607,6,2363,352,,
0.0001,20.603971481323242,0.066062331199646,7647,15395,22.83051109313965,3.6411876678466797,6,2373,356,,
0.0001,16.117380142211914,0.06627094000577927,7682,15465,22.616422653198242,3.1253867149353027,6,2383,360,,
0.0001,19.79180145263672,0.06643226742744446,7708,15517,22.36481285095215,3.7327804565429688,6,2391,364,,
0.0001,21.573062896728516,0.0669790729880333,7790,15682,22.418413162231445,3.9339237213134766,6,2412,368,,
0.0001,16.785030364990234,0.06718219816684723,7820,15741,21.808534622192383,3.164346694946289,6,2426,372,,
0.0001,24.729476928710938,0.06743871420621872,7856,15813,20.738685607910156,4.302342414855957,6,2437,376,,
0.0001,12.725611686706543,0.06782098859548569,7910,15922,21.880146026611328,4.479350566864014,6,2453,380,,
0.0001,17.065982818603516,0.06814931333065033,7959,16019,20.08515167236328,3.692662239074707,6,2467,384,,
0.0001,24.377246856689453,0.06835319101810455,7990,16081,21.786365509033203,4.528782844543457,6,2477,388,,
0.0001,20.403100967407227,0.06856277585029602,8023,16147,21.29509735107422,2.129728317260742,6,2488,392,,
0.0001,16.329694747924805,0.06875194609165192,8052,16206,21.344676971435547,4.124780654907227,6,2503,396,,
0.0001,15.623763084411621,0.068980872631073,8085,16272,21.53180503845215,2.672595262527466,6,2514,400,,
0.0001,14.328313827514648,0.06918317079544067,8116,16334,20.977161407470703,4.485915184020996,6,2524,404,,
0.0001,13.962818145751953,0.06932131946086884,8138,16378,21.32083511352539,3.662261486053467,6,2532,408,,
0.0001,21.96993637084961,0.06959927082061768,8181,16464,20.956600189208984,3.3156824111938477,6,2545,412,,
0.0001,13.450057029724121,0.06984999030828476,8218,16537,20.77391242980957,3.5103278160095215,6,2556,416,,
0.0001,14.567571640014648,0.07004484534263611,8248,16597,21.00224494934082,3.007363796234131,6,2571,420,,
0.0001,13.305212020874023,0.07026653736829758,8282,16666,20.14588165283203,3.553208351135254,6,2582,424,,
0.0001,18.339439392089844,0.07049217075109482,8317,16735,20.152849197387695,3.443023204803467,6,2593,428,,
0.0001,14.451038360595703,0.07063887268304825,8339,16779,19.939924240112305,2.495551586151123,6,2601,432,,
0.0001,16.652854919433594,0.07096902281045914,8388,16878,19.421611785888672,4.3098883628845215,6,2617,436,,
0.0001,18.18912124633789,0.07127454876899719,8431,16963,19.28640365600586,3.336366653442383,6,2630,440,,
0.0001,13.237079620361328,0.07157804071903229,8475,17051,19.043792724609375,3.6400279998779297,6,2649,444,,
0.0001,22.599666595458984,0.0717557966709137,8501,17103,19.115264892578125,3.742851734161377,6,2658,448,,
0.0001,14.61142349243164,0.07200127094984055,8536,17174,19.56392478942871,4.13420295715332,6,2668,452,,
0.0001,17.797618865966797,0.07228690385818481,8577,17256,20.379596710205078,2.47662353515625,6,2682,456,,
0.0001,23.146631240844727,0.07246308028697968,8606,17314,18.503416061401367,4.385921478271484,6,2691,460,,
0.0001,17.57699203491211,0.07266493886709213,8636,17373,19.57229232788086,3.0528130531311035,6,2700,464,,
0.0001,14.18947982788086,0.07285602390766144,8666,17434,18.925277709960938,3.5826220512390137,6,2711,468,,
0.0001,15.199968338012695,0.07300327718257904,8690,17482,18.778167724609375,4.348566055297852,6,2724,472,,
0.0001,15.761302947998047,0.07319900393486023,8721,17543,18.53131675720215,4.185547828674316,6,2734,476,,
0.0001,16.60910415649414,0.07361335307359695,8788,17677,17.204498291015625,3.9951772689819336,6,2752,480,,
0.0001,18.955909729003906,0.07382220029830933,8818,17737,18.934223175048828,1.3336511850357056,6,2761,484,,
0.0001,19.09269142150879,0.07399102300405502,8846,17793,19.97381591796875,1.7845146656036377,6,2770,488,,
0.0001,17.447935104370117,0.07429572194814682,8901,17903,17.93529510498047,3.1136910915374756,6,2785,492,,
0.0001,15.814457893371582,0.07458122074604034,8950,18001,18.271709442138672,2.9639978408813477,6,2806,496,,
0.0001,17.688373565673828,0.07477577775716782,8984,18069,18.586183547973633,2.8890328407287598,6,2817,500,,
0.0001,16.69418716430664,0.07495986670255661,9022,18146,19.094112396240234,1.3094773292541504,6,2829,504,,
0.0001,20.133331298828125,0.0750909149646759,9047,18195,18.494720458984375,2.661006212234497,6,2838,508,,
0.0001,15.96285629272461,0.07528034597635269,9078,18258,17.841567993164062,2.511066436767578,6,2849,512,,
0.0001,18.10426902770996,0.07543748617172241,9104,18309,16.430084228515625,1.7053337097167969,6,2857,516,,
0.0001,13.923378944396973,0.07564136385917664,9139,18380,18.201847076416016,1.3021721839904785,6,2873,520,,
0.0001,15.414823532104492,0.07584037631750107,9179,18459,18.325090408325195,2.0526299476623535,6,2885,524,,
0.0001,11.797889709472656,0.0759856253862381,9211,18524,17.52176284790039,3.0403404235839844,6,2895,528,,
0.0001,17.946613311767578,0.07610806077718735,9247,18596,18.309982299804688,2.2991397380828857,6,2907,532,,
0.0001,18.519603729248047,0.07628529518842697,9292,18685,16.3713321685791,3.045225143432617,6,2921,536,,
0.0001,23.099224090576172,0.07644768059253693,9323,18747,17.18307876586914,2.538745403289795,6,2931,540,,
0.0001,16.647933959960938,0.07661496847867966,9353,18808,17.280181884765625,1.1436960697174072,6,2946,544,,
0.0001,19.099502563476562,0.07674504071474075,9386,18873,17.62618637084961,2.4361302852630615,6,2956,548,,
0.0001,13.890826225280762,0.07688672840595245,9421,18944,18.326923370361328,1.388009786605835,6,2967,552,,
0.0001,17.435331344604492,0.07713551819324493,9486,19074,15.975274085998535,2.483292818069458,6,2984,556,,
0.0001,21.790163040161133,0.07726282626390457,9515,19131,16.126075744628906,1.6910018920898438,6,2994,560,,
0.0001,13.455461502075195,0.07743927836418152,9560,19222,16.976303100585938,0.7214389443397522,6,3008,564,,
0.0001,17.212997436523438,0.07755265384912491,9595,19291,15.641343116760254,1.001307487487793,6,3018,568,,
0.0001,20.314193725585938,0.07764687389135361,9627,19356,16.448448181152344,2.470712184906006,6,3034,572,,
0.0001,19.92778205871582,0.07777473330497742,9663,19427,17.729236602783203,3.5241003036499023,6,3045,576,,
0.0001,16.996936798095703,0.0779053345322609,9694,19490,16.13089370727539,0.04971674084663391,6,3055,580,,
0.0001,16.29962921142578,0.07802745699882507,9739,19579,15.263467788696289,-0.13834619522094727,6,3070,584,,
0.0001,16.575576782226562,0.07807723432779312,9765,19631,15.690058708190918,1.0173901319503784,6,3078,588,,
0.0001,19.09914779663086,0.07813715189695358,9795,19692,16.701839447021484,0.48407691717147827,6,3088,592,,
0.0001,17.007043838500977,0.07821489125490189,9822,19745,15.80882453918457,1.0266733169555664,6,3104,596,,
0.0001,17.335895538330078,0.07832243293523788,9856,19814,16.515987396240234,2.446420192718506,6,3116,600,,
0.0001,20.176097869873047,0.07842382043600082,9898,19898,15.670602798461914,-0.2918739318847656,6,3131,604,,
0.0001,17.74925994873047,0.07850393652915955,9945,19991,15.893680572509766,1.5457673072814941,6,3146,608,,
0.0001,14.339492797851562,0.07858381420373917,9973,20047,17.380409240722656,1.2567558288574219,6,3156,612,,
0.0001,15.887384414672852,0.07865357398986816,9996,20093,15.851909637451172,1.1604905128479004,6,3164,616,,
0.0001,18.975078582763672,0.07876253128051758,10034,20169,16.45313262939453,2.416703701019287,6,3182,620,,
0.0001,23.457386016845703,0.07881540805101395,10056,20214,15.581645011901855,1.277456521987915,6,3189,624,,
0.0001,25.047067642211914,0.07885579764842987,10086,20274,13.742287635803223,0.9744096994400024,6,3199,628,,
0.0001,18.171785354614258,0.07888787984848022,10126,20353,15.180814743041992,-0.10190623998641968,6,3211,632,,
0.0001,17.213136672973633,0.07889551669359207,10158,20418,14.482149124145508,-0.14427541196346283,6,3221,636,,
0.0001,21.96382713317871,0.0789405032992363,10202,20506,16.427888870239258,0.19306299090385437,6,3234,640,,
0.0001,19.014005661010742,0.0789850652217865,10291,20683,14.853309631347656,1.097342848777771,6,3265,644,,
0.0001,15.357559204101562,0.07900626957416534,10323,20748,13.633768081665039,-0.8312163949012756,6,3274,648,,
0.0001,15.915924072265625,0.07900284230709076,10365,20832,15.112491607666016,0.6525275707244873,6,3287,652,,
0.0001,17.396408081054688,0.0789746344089508,10401,20904,15.077839851379395,-0.3610621392726898,6,3298,656,,
0.0001,19.575103759765625,0.07894803583621979,10432,20965,14.055403709411621,-0.41541939973831177,6,3307,660,,
0.0001,16.99404525756836,0.07892914116382599,10463,21027,13.43162727355957,-1.1757981777191162,6,3316,664,,
0.0001,17.381519317626953,0.0789300948381424,10482,21065,14.366621017456055,0.7501429915428162,6,3323,668,,
0.0001,22.04356575012207,0.07895855605602264,10513,21127,13.345152854919434,-0.1267458200454712,6,3339,672,,
0.0001,17.778629302978516,0.07900335639715195,10555,21211,14.883197784423828,0.1863327920436859,6,3352,676,,
0.0001,24.51738929748535,0.07904995232820511,10596,21293,13.04148006439209,0.8683027625083923,6,3365,680,,
0.0001,18.510517120361328,0.07906550168991089,10627,21356,15.321666717529297,-1.6694648265838623,6,3375,684,,
0.0001,21.275239944458008,0.07897412776947021,10667,21435,13.440315246582031,-0.3811946511268616,6,3388,688,,
0.0001,16.78668975830078,0.07891716808080673,10691,21484,14.418007850646973,-0.8217536807060242,6,3397,692,,
0.0001,16.10479736328125,0.0788598582148552,10728,21558,14.17845344543457,0.054855167865753174,6,3414,696,,
0.0001,16.599163055419922,0.07884848117828369,10759,21620,14.2306547164917,0.308315634727478,6,3425,700,,
0.0001,15.470443725585938,0.07890969514846802,10793,21688,15.220285415649414,-0.5138018131256104,6,3436,704,,
0.0001,24.339351654052734,0.07895902544260025,10820,21741,14.65222454071045,1.5633189678192139,6,3446,708,,
0.0001,12.1470365524292,0.07902296632528305,10849,21799,13.867661476135254,-0.7420163154602051,6,3456,712,,
0.0001,13.907243728637695,0.07905682921409607,10903,21908,13.969860076904297,1.4045559167861938,6,3473,716,,
0.0001,25.4146728515625,0.07911409437656403,10948,21997,15.088991165161133,-0.955367386341095,6,3492,720,,
0.0001,17.26700782775879,0.07913728058338165,10982,22065,14.436155319213867,-0.5481987595558167,6,3502,724,,
0.0001,21.07530975341797,0.07916688919067383,11014,22129,13.705727577209473,-0.1263013482093811,6,3512,728,,
0.0001,20.01800537109375,0.07920164614915848,11043,22187,13.450207710266113,-0.14794711768627167,6,3521,732,,
0.0001,17.274263381958008,0.07918228954076767,11080,22262,13.751941680908203,0.6811535358428955,6,3532,736,,
0.0001,22.95354461669922,0.07912357896566391,11119,22340,12.956441879272461,1.539098858833313,6,3544,740,,
0.0001,20.07593536376953,0.07913333922624588,11167,22436,12.728826522827148,0.24426445364952087,6,3563,744,,
0.0001,19.783992767333984,0.07912488281726837,11191,22484,13.44385051727295,0.5303382277488708,6,3571,748,,
0.0001,17.49985694885254,0.0792156532406807,11230,22562,12.058826446533203,-0.41286197304725647,6,3582,752,,
0.0001,17.03238296508789,0.07933221012353897,11274,22649,13.788687705993652,0.7397785186767578,6,3595,756,,
0.0001,13.499093055725098,0.07944256067276001,11298,22697,13.583481788635254,-0.20407705008983612,6,3603,760,,
0.0001,14.85221004486084,0.07945297658443451,11323,22748,13.59061050415039,1.606376051902771,6,3611,764,,
0.0001,18.310705184936523,0.07944995909929276,11357,22815,12.445703506469727,1.0662930011749268,6,3622,768,,
0.0001,15.770285606384277,0.07945898175239563,11393,22888,13.642329216003418,-0.6640450358390808,6,3638,772,,
0.0001,16.243526458740234,0.07945890724658966,11430,22962,14.803884506225586,3.1376447677612305,6,3649,776,,
0.0001,16.809946060180664,0.07954909652471542,11460,23021,12.668046951293945,0.5002804398536682,6,3659,780,,
0.0001,17.88858985900879,0.07957644760608673,11508,23118,12.818861961364746,-0.6075672507286072,6,3672,784,,
0.0001,17.77198600769043,0.079570472240448,11548,23198,14.161985397338867,-0.6793429255485535,6,3683,788,,
0.0001,20.09176254272461,0.07952963560819626,11589,23279,14.086323738098145,-0.27625221014022827,6,3695,792,,
0.0001,16.863262176513672,0.07949111610651016,11611,23324,14.201114654541016,-0.0710005909204483,6,3707,796,,
0.0001,15.844924926757812,0.07955717295408249,11649,23399,12.919065475463867,-0.27835163474082947,6,3718,800,,
0.0001,15.29429817199707,0.07957381010055542,11682,23465,12.969039916992188,0.4681805372238159,6,3729,804,,
0.0001,15.276122093200684,0.07963382452726364,11718,23538,14.30276870727539,0.46459200978279114,6,3740,808,,
0.0001,18.2972412109375,0.07964132726192474,11765,23632,12.341947555541992,0.16868840157985687,6,3754,812,,
0.0001,17.984487533569336,0.07956394553184509,11815,23731,13.641290664672852,0.2888512909412384,6,3767,816,,
0.0001,11.437580108642578,0.0795060321688652,11876,23853,12.993326187133789,-0.1065097227692604,6,3789,820,,
0.0001,17.554431915283203,0.07955501228570938,11939,23979,12.178750991821289,-0.3433780074119568,6,3806,824,,
0.0001,16.655071258544922,0.07967552542686462,11975,24052,14.093482971191406,1.2509516477584839,6,3817,828,,
0.0001,14.942829132080078,0.07972400635480881,12003,24108,12.050931930541992,0.8896496891975403,6,3826,832,,
0.0001,15.813753128051758,0.07968097925186157,12043,24187,12.52602481842041,-0.5895723104476929,6,3837,836,,
0.0001,16.311370849609375,0.07960181683301926,12071,24243,12.88775634765625,0.7130151987075806,6,3845,840,,
0.0001,16.181840896606445,0.07961994409561157,12102,24305,12.460796356201172,-1.1485261917114258,6,3860,844,,
0.0001,12.890179634094238,0.07962803542613983,12138,24378,13.98350715637207,-0.8966682553291321,6,3871,848,,
0.0001,11.83591079711914,0.0795137882232666,12173,24448,12.281435012817383,-0.7112107276916504,6,3882,852,,
0.0001,12.862100601196289,0.07949380576610565,12213,24528,12.981374740600586,0.4265238046646118,6,3894,856,,
0.0001,13.575450897216797,0.07951729744672775,12253,24608,12.822149276733398,-0.20267701148986816,6,3907,860,,
0.0001,15.422250747680664,0.07961343228816986,12294,24690,11.792176246643066,0.2939198315143585,6,3919,864,,
0.0001,14.64940071105957,0.07971219718456268,12334,24769,12.30795955657959,0.22784274816513062,6,3931,868,,
0.0001,19.26485824584961,0.07975111156702042,12376,24853,11.802177429199219,0.5837192535400391,6,3948,872,,
0.0001,19.061918258666992,0.07972155511379242,12425,24951,12.531416893005371,1.5860042572021484,6,3962,876,,
0.0001,17.291166305541992,0.07972774654626846,12470,25042,13.568744659423828,0.8070258498191833,6,3975,880,,
0.0001,14.31925106048584,0.07973312586545944,12521,25143,11.215375900268555,-0.5798567533493042,6,3989,884,,
0.0001,15.368770599365234,0.07977142184972763,12556,25214,13.279685974121094,0.5012323260307312,6,4000,888,,
0.0001,17.677169799804688,0.08000142872333527,12604,25309,12.23226261138916,-0.05978661775588989,6,4013,892,,
0.0001,19.310739517211914,0.08011751621961594,12647,25396,12.89175796508789,0.27769702672958374,6,4031,896,,
0.0001,15.640329360961914,0.08013186603784561,12677,25456,12.736968040466309,0.5015608072280884,6,4040,900,,
0.0001,14.882159233093262,0.0800861045718193,12723,25547,13.181841850280762,-0.49374061822891235,6,4053,904,,
0.0001,15.074262619018555,0.08008398115634918,12756,25613,10.501588821411133,-0.24892286956310272,6,4064,908,,
0.0001,15.789230346679688,0.08010819554328918,12786,25673,13.986213684082031,0.09195101261138916,6,4073,912,,
0.0001,11.849658966064453,0.08013859391212463,12822,25746,11.352412223815918,0.43570923805236816,6,4085,916,,
0.0001,12.646820068359375,0.0801619440317154,12863,25827,13.491449356079102,-1.936161756515503,6,4102,920,,
0.0001,18.1411075592041,0.08011778444051743,12902,25906,12.519875526428223,0.27777719497680664,6,4114,924,,
0.0001,16.640729904174805,0.08019568026065826,12936,25973,12.48160171508789,0.530732274055481,6,4124,928,,
0.0001,13.588682174682617,0.0802246555685997,12975,26052,12.45928955078125,-0.46147575974464417,6,4136,932,,
0.0001,12.221115112304688,0.08005639910697937,13020,26142,12.180849075317383,0.09485134482383728,6,4149,936,,
0.0001,13.93923568725586,0.0800105631351471,13052,26206,11.751895904541016,-0.38951367139816284,6,4159,940,,
0.0001,14.369195938110352,0.07991129904985428,13095,26292,12.477621078491211,-0.7523719072341919,6,4176,944,,
0.0001,20.03192710876465,0.0798858106136322,13127,26355,12.659383773803711,0.14726513624191284,6,4186,948,,
0.0001,24.009471893310547,0.0799591913819313,13165,26431,13.084644317626953,0.270102858543396,6,4197,952,,
0.0001,15.570433616638184,0.07997686415910721,13195,26492,10.9601411819458,-0.017049074172973633,6,4208,956,,
0.0001,15.18260383605957,0.08001521974802017,13225,26552,10.963156700134277,-0.21082216501235962,6,4217,960,,
0.0001,16.44331169128418,0.08000414073467255,13254,26609,12.080772399902344,-0.1435617059469223,6,4227,964,,
0.0001,13.090259552001953,0.079971082508564,13281,26664,11.80756664276123,-1.578078269958496,6,4236,968,,
0.0001,14.906478881835938,0.07987678796052933,13326,26754,12.089944839477539,-1.1658918857574463,6,4254,972,,
0.0001,17.12930679321289,0.07983227074146271,13366,26834,10.920507431030273,-0.09525354206562042,6,4265,976,,
0.0001,16.95358657836914,0.07986100763082504,13405,26912,10.827010154724121,-0.1299726516008377,6,4276,980,,
0.0001,13.478048324584961,0.07994704693555832,13452,27006,11.529717445373535,1.6637660264968872,6,4289,984,,
0.0001,12.900736808776855,0.0801573172211647,13496,27094,11.207669258117676,1.0707507133483887,6,4302,988,,
0.0001,17.29080581665039,0.08024349808692932,13533,27167,11.856837272644043,0.1644035130739212,6,4313,992,,
0.0001,14.472259521484375,0.08027589321136475,13569,27239,10.665359497070312,-0.7397489547729492,6,4329,996,,
0.0001,15.284383773803711,0.08029846101999283,13599,27300,11.853439331054688,0.5008504986763,6,4339,1000,,
0.0001,17.10468292236328,0.08030164986848831,13627,27356,11.65142822265625,0.028211772441864014,6,4348,1004,,
0.0001,17.33582878112793,0.0802551656961441,13647,27396,11.548995971679688,-0.6326830983161926,6,4354,1008,,
0.0001,15.742743492126465,0.08015845715999603,13679,27459,12.204710006713867,0.6046464443206787,6,4364,1012,,
0.0001,16.706989288330078,0.08013402670621872,13702,27506,12.752495765686035,-0.335274338722229,6,4371,1016,,
0.0001,17.30493927001953,0.08008944243192673,13737,27576,11.860832214355469,0.6190510988235474,6,4387,1020,,
