time/episodes,train/critic_loss,time/time_elapsed,train/n_updates,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
1112,3.2386438846588135,21705,233257,10,414.81,505.78405887,233358,0.0002,-19.712078094482422,,
1116,3.315402030944824,21867,234850,10,409.8,512.3275591199999,234951,0.0002,-17.773418426513672,,
1120,2.3018641471862793,22054,236770,10,401.45,530.20897856,236871,0.0002,-18.53394317626953,,
1124,5.817770957946777,22226,238745,10,402.63,541.23484103,238846,0.0002,-19.16541862487793,,
1128,6.4212965965271,22283,239406,10,386.83,519.9729538400001,239507,0.0002,-20.085269927978516,,
1132,9.625898361206055,22596,242739,10,400.75,558.79452451,242840,0.0002,-19.753095626831055,,
1136,4.541994094848633,22790,244838,10,401.4,577.2931906199999,244939,0.0002,-19.444904327392578,,
1140,1.925330400466919,22967,246752,10,404.59,600.8412877699999,246853,0.0002,-21.830703735351562,,
1144,5.294812202453613,23160,249259,10,410.24,611.65756167,249360,0.0002,-20.792213439941406,,
1148,3.2526745796203613,23292,250845,10,408.69,602.7502525299999,250946,0.0002,-20.976062774658203,,
1152,5.007890224456787,23549,254064,10,415.73,640.86376657,254165,0.0002,-22.68769073486328,,
1156,3.3867154121398926,23601,254638,10,409.15,625.58222547,254739,0.0002,-20.720352172851562,,
1160,1.4663655757904053,23889,258338,10,435.92,688.8222621199999,258439,0.0002,-22.573768615722656,,
1164,3.1166584491729736,24159,261603,10,456.52,735.1046540899998,261704,0.0002,-22.734230041503906,,
1168,1.3116827011108398,24407,264739,10,478.79,761.4939987700002,264840,0.0002,-21.82921028137207,,
1172,3.13070011138916,24571,266873,10,477.79,745.36480411,266974,0.0002,-21.466123580932617,,
1176,3.1707358360290527,24839,270037,10,493.09,775.71408608,270138,0.0002,-21.65520477294922,,
1180,1.9685359001159668,25144,273774,10,515.62,835.8389022799998,273875,0.0002,-21.615026473999023,,
1184,3.931447982788086,25324,276053,10,520.19,844.5462160599999,276154,0.0002,-21.64712142944336,,
1188,1.8323712348937988,25544,278756,10,530.03,867.2217382200001,278857,0.0002,-21.992568969726562,,
1192,1.6379377841949463,25702,280773,10,534.98,872.6385840900001,280874,0.0002,-20.027748107910156,,
1196,1.2865256071090698,25858,282768,10,542.87,876.99394126,282869,0.0002,-20.628273010253906,,
1200,3.687769889831543,26109,285954,10,567.18,944.6339667999999,286055,0.0002,-21.647310256958008,,
1204,1.5771827697753906,26318,288643,10,583.09,987.4607706199998,288744,0.0002,-22.01038932800293,,
1208,1.3067233562469482,26570,291764,10,602.39,1052.27177774,291865,0.0002,-21.80281639099121,,
1212,1.2827932834625244,26790,294569,10,613.12,1086.09499238,294670,0.0002,-23.047178268432617,,
1216,1.2439420223236084,26988,296843,11,619.93,1090.64033117,296944,0.0002,-25.152753829956055,,
1220,1.268951416015625,27149,298533,10,617.63,1086.6169803599998,298634,0.0002,-21.893335342407227,,
,2.4712138175964355,,299899,,,,300000,0.0002,-22.443130493164062,729.6,1565.0470564
1224,1.9983100891113281,27649,300314,10,615.69,1088.2427870899999,300415,0.0002,-23.384449005126953,,
1228,5.133236885070801,27823,302220,10,628.14,1115.48280936,302321,0.0002,-22.734861373901367,,
1232,3.4775497913360596,28076,304818,10,620.79,1097.81678869,304919,0.0002,-23.0846004486084,,
1236,1.6570229530334473,28273,307280,10,624.42,1114.68593655,307381,0.0002,-23.307632446289062,,
1240,3.0732176303863525,28493,310070,10,633.18,1123.3509693199999,310171,0.0002,-23.544174194335938,,
1244,5.752561092376709,28705,312750,10,634.91,1137.6149532200002,312851,0.0002,-22.853715896606445,,
1248,1.5917677879333496,28795,313878,10,630.33,1132.6775339600001,313979,0.0002,-22.855831146240234,,
1252,6.16665506362915,29028,316874,10,628.1,1134.02516288,316975,0.0002,-22.124431610107422,,
1256,2.833209991455078,29130,318140,10,635.02,1152.35500073,318241,0.0002,-23.634775161743164,,
1260,3.7671539783477783,29176,318549,10,602.11,1076.85711515,318650,0.0002,-23.724870681762695,,
1264,2.0865578651428223,29312,320163,10,585.6,1036.5875649999998,320264,0.0002,-23.67879867553711,,
1268,1.5379796028137207,29438,321516,10,567.77,1026.7650484900003,321617,0.0002,-24.216611862182617,,
1272,1.596243143081665,29735,324733,10,578.6,1058.3325605199998,324834,0.0002,-23.212371826171875,,
1276,4.960963249206543,30024,328002,10,579.65,1049.4116817600002,328103,0.0002,-24.784343719482422,,
1280,1.1212315559387207,30299,331123,10,573.49,1034.10527391,331224,0.0002,-24.38652229309082,,
1284,5.627668857574463,30461,332787,10,567.34,1037.7230789099997,332888,0.0002,-23.71780776977539,,
1288,1.3523104190826416,30505,333295,10,545.39,1000.8468082899998,333396,0.0002,-26.070072174072266,,
1292,1.3594095706939697,30621,334570,10,537.97,1004.12206238,334671,0.0002,-24.746646881103516,,
1296,1.499871850013733,30824,336849,10,540.81,1029.4530898300002,336950,0.0002,-22.852867126464844,,
1300,6.421566963195801,31075,339519,10,535.65,1026.8325286200002,339620,0.0002,-25.191150665283203,,
1304,1.1802098751068115,31186,340815,10,521.72,997.4969113499999,340916,0.0002,-25.343015670776367,,
1308,1.227947473526001,31448,343544,10,517.8,978.1574841199998,343645,0.0002,-24.764278411865234,,
1312,2.7397186756134033,31498,344084,10,495.15,919.67357819,344185,0.0002,-25.21453094482422,,
1316,3.8848915100097656,31652,345674,10,488.31,903.04116532,345775,0.0002,-24.242374420166016,,
1320,2.5807137489318848,31821,347392,10,488.59,903.5826043099999,347493,0.0002,-24.519283294677734,,
1324,3.7813923358917236,31904,348252,10,479.38,875.5827907,348353,0.0002,-24.969615936279297,,
1328,1.2890578508377075,32214,351516,10,492.96,914.68378694,351617,0.0002,-25.688594818115234,,
1332,2.332001209259033,32493,354411,10,495.93,926.8735050300003,354512,0.0002,-25.626821517944336,,
1336,1.7442588806152344,32592,355599,10,483.19,902.0567441600001,355700,0.0002,-25.367511749267578,,
1340,1.82286536693573,32642,356155,10,460.85,857.7139965599999,356256,0.0002,-25.346359252929688,,
1344,2.016483783721924,32895,359269,10,465.19,885.30414066,359370,0.0002,-25.88481903076172,,
1348,4.385184288024902,32924,359557,10,456.79,863.23614635,359658,0.0002,-26.117481231689453,,
1352,1.4502131938934326,33034,360869,10,439.95,830.6603390600001,360970,0.0002,-24.254613876342773,,
1356,1.9539695978164673,33165,362376,10,442.36,850.8389534799999,362477,0.0002,-24.75292205810547,,
1360,2.078439712524414,33378,364872,10,463.23,921.08717483,364973,0.0002,-25.47690773010254,,
1364,2.480787754058838,33546,366890,10,467.27,936.3801762000002,366991,0.0002,-26.67656135559082,,
1368,0.938216507434845,33717,369011,10,474.95,968.1301725799999,369112,0.0002,-26.01921272277832,,
1372,0.9782708883285522,33956,372026,10,472.93,1000.6122427999998,372127,0.0002,-26.581188201904297,,
1376,1.4180623292922974,34207,375106,10,471.04,1039.98095514,375207,0.0002,-26.575611114501953,,
1380,4.758026123046875,34353,376811,10,456.88,1012.49256937,376912,0.0002,-25.206289291381836,,
1384,6.0230536460876465,34677,380444,10,476.57,1073.6045299099999,380545,0.0002,-26.713926315307617,,
1388,2.0116195678710938,34834,382040,10,487.45,1093.9058282899998,382141,0.0002,-27.0428466796875,,
1392,3.8605403900146484,35041,384268,10,496.98,1109.89645894,384369,0.0002,-26.65827751159668,,
1396,7.525854110717773,35231,386311,10,494.62,1109.49717101,386412,0.0002,-25.953418731689453,,
1400,2.736363649368286,35413,388315,10,487.96,1098.0811114800001,388416,0.0002,-28.750680923461914,,
1404,1.3610053062438965,35567,390096,10,492.81,1115.19499064,390197,0.0002,-26.11664581298828,,
1408,1.7117894887924194,35766,392358,10,488.14,1121.7518829599999,392459,0.0002,-28.303508758544922,,
1412,1.22743821144104,35985,394796,10,507.12,1145.58544854,394897,0.0002,-27.50530242919922,,
1416,2.220115900039673,36293,398148,10,524.74,1202.66201789,398249,0.0002,-26.7294921875,,
,1.7479963302612305,,399899,,,,400000,0.0002,-27.354358673095703,477.6,1182.2109851999999
1420,1.0421624183654785,36676,399912,10,525.2,1204.4066904000001,400013,0.0002,-27.022111892700195,,
1424,1.1833055019378662,36760,400836,10,525.84,1214.66413811,400937,0.0002,-25.29283332824707,,
1428,5.288653373718262,36932,402547,10,510.31,1181.13561214,402648,0.0002,-26.269014358520508,,
1432,1.4144725799560547,37179,405242,10,508.31,1185.7880567399998,405343,0.0002,-27.031587600708008,,
1436,0.9166442155838013,37394,407552,10,519.53,1217.1249294099998,407653,0.0002,-27.08760643005371,,
1440,3.0764389038085938,37612,410084,10,539.29,1253.00398558,410185,0.0002,-27.16315269470215,,
1444,2.84995174407959,37872,413123,10,538.54,1209.09844207,413224,0.0002,-26.427677154541016,,
1448,1.289412498474121,38068,415289,10,557.32,1269.07051582,415390,0.0002,-27.084980010986328,,
1452,5.054841041564941,38194,416630,10,557.61,1275.29621702,416731,0.0002,-27.265871047973633,,
1456,2.8790154457092285,38274,417561,10,551.85,1249.99940627,417662,0.0002,-26.893312454223633,,
1460,3.7259726524353027,38372,418613,10,537.41,1202.6660051200001,418714,0.0002,-27.961849212646484,,
1464,1.8635867834091187,38613,421191,10,543.01,1207.8724078599998,421292,0.0002,-26.453033447265625,,
1468,1.3784914016723633,38762,422790,10,537.79,1167.36576775,422891,0.0002,-27.230186462402344,,
1472,3.747584342956543,38951,424716,10,526.9,1126.9053357,424817,0.0002,-27.293460845947266,,
1476,1.9593572616577148,39137,426632,10,515.26,1077.46221239,426733,0.0002,-26.96286392211914,,
1480,2.1438565254211426,39289,428455,10,516.44,1093.0617053,428556,0.0002,-27.726909637451172,,
1484,2.098541736602783,39505,431007,10,505.63,1090.3240635299999,431108,0.0002,-28.812463760375977,,
1488,1.9651494026184082,39597,432079,10,500.39,1087.7364526600002,432180,0.0002,-28.304853439331055,,
1492,7.4025373458862305,39862,435272,10,510.04,1142.18391717,435373,0.0002,-28.8267879486084,,
1496,5.308451175689697,40010,437001,10,506.9,1144.6324791000004,437102,0.0002,-28.811054229736328,,
1500,3.899914503097534,40269,440125,10,518.1,1187.6708437400002,440226,0.0002,-28.281152725219727,,
1504,1.7752004861831665,40539,443020,10,529.24,1223.97784621,443121,0.0002,-29.17139434814453,,
1508,0.8445417284965515,40706,445115,10,527.57,1223.4003201100002,445216,0.0002,-28.261449813842773,,
1512,1.0730226039886475,40867,447313,10,525.17,1232.7059055700001,447414,0.0002,-29.77853775024414,,
1516,1.0076837539672852,41038,449531,10,513.83,1218.33920332,449632,0.0002,-28.81464195251465,,
1520,6.6340203285217285,41150,451056,10,511.44,1227.0533985499999,451157,0.0002,-26.963958740234375,,
1524,1.333782434463501,41333,453510,10,526.74,1278.96942537,453611,0.0002,-29.615699768066406,,
1528,5.359899520874023,41431,454639,10,520.92,1266.1577080299999,454740,0.0002,-29.04764175415039,,
1532,1.3662697076797485,41668,457487,10,522.45,1271.6847560899998,457588,0.0002,-29.70306968688965,,
1536,1.4663984775543213,41920,460594,10,530.42,1288.06550866,460695,0.0002,-29.00263023376465,,
1540,1.4471150636672974,42195,464047,10,539.63,1334.9243120999997,464148,0.0002,-28.2276668548584,,
1544,5.087691783905029,42409,466740,11,536.17,1350.5356591300003,466841,0.0002,-28.977249145507812,,
1548,1.139758586883545,42538,468360,11,530.71,1329.2788525600004,468461,0.0002,-28.101221084594727,,
1552,0.741509735584259,42699,470259,11,536.29,1347.8233298,470360,0.0002,-27.517107009887695,,
1556,1.114488124847412,42902,472779,11,552.18,1386.99630256,472880,0.0002,-28.635459899902344,,
1560,3.264096975326538,43125,475498,11,568.85,1441.1327199099999,475599,0.0002,-28.62773323059082,,
1564,1.9856157302856445,43247,477005,11,558.14,1431.2236716500001,477106,0.0002,-28.231412887573242,,
1568,2.011225938796997,43360,478366,11,555.76,1437.8193123600001,478467,0.0002,-28.20574951171875,,
1572,1.5046536922454834,43443,479332,11,546.16,1410.20104391,479433,0.0002,-27.28756332397461,,
1576,3.425246477127075,43602,481154,11,545.22,1423.16762475,481255,0.0002,-28.13240623474121,,
1580,1.636967420578003,43787,483449,11,549.94,1432.6133058799996,483550,0.0002,-28.316200256347656,,
1584,1.180704116821289,44033,486470,11,554.63,1408.8552942300003,486571,0.0002,-29.56040382385254,,
1588,5.2103166580200195,44191,488350,11,562.71,1429.5149429,488451,0.0002,-30.446903228759766,,
1592,1.0531920194625854,44447,491394,11,561.22,1417.9095377600001,491495,0.0002,-29.02910041809082,,
1596,1.2628099918365479,44558,492783,11,557.82,1386.69154755,492884,0.0002,-28.144222259521484,,
1600,5.483713626861572,44850,496314,11,561.89,1389.9093611399999,496415,0.0002,-27.918420791625977,,
1604,1.2614296674728394,45066,499210,11,561.9,1381.7087762500003,499311,0.0002,-28.58557891845703,,
,5.312145233154297,,499899,,,,500000,0.0002,-29.644298553466797,418.4,592.9932530000001
1608,0.6854208707809448,45485,503010,11,578.95,1442.16114258,503111,0.0002,-29.612232208251953,,
1612,1.1542270183563232,45662,505657,11,583.44,1470.5474854600002,505758,0.0002,-29.82365608215332,,
1616,1.176689624786377,45820,507876,11,583.45,1476.3517091699998,507977,0.0002,-29.765132904052734,,
1620,0.9984136819839478,46033,510759,11,597.03,1517.4351902900003,510860,0.0002,-30.210124969482422,,
1624,0.556859016418457,46086,511376,11,578.66,1462.2562024299996,511477,0.0002,-30.344600677490234,,
1628,1.881453037261963,46202,512722,11,580.83,1472.5862234499998,512823,0.0002,-28.439411163330078,,
1632,0.9654547572135925,46343,514363,11,568.76,1427.9819814000002,514464,0.0002,-30.27261734008789,,
1636,1.0025132894515991,46574,517116,11,565.22,1427.2089604799999,517217,0.0002,-29.42730712890625,,
1640,2.913658380508423,46786,519637,11,555.9,1411.8364641,519738,0.0002,-30.273866653442383,,
1644,0.9239786267280579,46972,521849,11,551.09,1418.62048169,521950,0.0002,-29.71286392211914,,
1648,0.9567248821258545,47149,523966,11,556.06,1428.8037928699998,524067,0.0002,-30.035484313964844,,
1652,4.983486652374268,47381,526713,11,564.54,1436.3560590499997,526814,0.0002,-30.59601593017578,,
1656,1.2956039905548096,47571,528847,11,560.68,1426.7446849100002,528948,0.0002,-30.478069305419922,,
1660,1.214451551437378,47730,530781,11,552.83,1392.46504977,530882,0.0002,-28.682573318481445,,
1664,5.012710094451904,47974,533680,11,566.75,1438.6072592199998,533781,0.0002,-30.11125946044922,,
1668,1.1379741430282593,48107,535234,11,568.68,1457.7838014899999,535335,0.0002,-29.660594940185547,,
1672,2.344296455383301,48354,538187,11,588.55,1530.63811764,538288,0.0002,-28.501911163330078,,
1676,2.040982246398926,48592,541206,11,600.52,1575.43518998,541307,0.0002,-29.81694793701172,,
1680,1.091373085975647,48813,544062,11,606.13,1601.3204800199999,544163,0.0002,-30.451025009155273,,
1684,2.2397360801696777,48980,546314,11,598.44,1569.9517009200001,546415,0.0002,-29.57015609741211,,
1688,1.334423303604126,49141,548443,11,600.93,1574.8047780100003,548544,0.0002,-29.155704498291016,,
1692,7.190127372741699,49461,552443,11,610.49,1607.0198836000002,552544,0.0002,-30.939279556274414,,
1696,0.598483681678772,49615,554306,11,615.23,1637.4645223799996,554407,0.0002,-31.449317932128906,,
1700,0.5073861479759216,49844,557297,11,609.83,1629.5338066899997,557398,0.0002,-31.505908966064453,,
1704,1.1767692565917969,50011,559461,11,602.51,1619.20949241,559562,0.0002,-30.495662689208984,,
1708,0.7937107682228088,50260,562565,11,595.55,1593.5362596999998,562666,0.0002,-30.627098083496094,,
1712,0.9651868343353271,50301,563051,11,573.94,1526.47495197,563152,0.0002,-30.440279006958008,,
1716,2.0853846073150635,50549,566215,11,583.39,1558.8855510600001,566316,0.0002,-30.695026397705078,,
1720,1.0211604833602905,50699,568029,11,572.7,1526.7685391400003,568130,0.0002,-31.075153350830078,,
1724,0.4765246510505676,50980,572029,11,606.53,1652.5705021900003,572130,0.0002,-32.13951110839844,,
1728,0.9232270121574402,51154,574425,11,617.03,1692.8886778000003,574526,0.0002,-30.85594367980957,,
1732,2.2936956882476807,51339,577070,11,627.07,1751.3290317400001,577171,0.0002,-31.816455841064453,,
1736,1.212673306465149,51619,581070,11,639.54,1809.7964245800001,581171,0.0002,-32.296775817871094,,
1740,3.8347229957580566,51882,584825,11,651.88,1866.6928055799997,584926,0.0002,-31.025043487548828,,
1744,1.056158185005188,52196,588825,11,669.76,1866.8343548799996,588926,0.0002,-32.14690399169922,,
1748,0.8711463212966919,52387,591193,11,672.27,1870.8089933500003,591294,0.0002,-31.174854278564453,,
1752,6.030130386352539,52629,594239,11,675.26,1901.32786302,594340,0.0002,-30.397247314453125,,
1756,0.5185781717300415,52877,597395,11,685.48,1949.6785210000003,597496,0.0002,-32.26969909667969,,
,5.896412372589111,,599899,,,,600000,0.0002,-31.02364730834961,785.2,2338.6658438
1760,6.438290119171143,53398,600109,11,693.28,1983.1497348599996,600210,0.0002,-32.62915802001953,,
1764,0.5306883454322815,53702,603974,11,702.94,2009.78359359,604075,0.0002,-31.81471061706543,,
1768,1.0595157146453857,53913,606415,11,711.81,2023.9376761199999,606516,0.0002,-31.612350463867188,,
1772,0.45900845527648926,54085,608364,11,701.77,1983.6271962399999,608465,0.0002,-31.21302032470703,,
1776,0.5421878099441528,54283,610672,11,694.66,1951.0580937699997,610773,0.0002,-33.1168212890625,,
1780,1.3933427333831787,54591,614296,11,702.34,1975.1534908400001,614397,0.0002,-31.234315872192383,,
1784,0.5828164219856262,54752,616197,11,698.83,1995.6702296699996,616298,0.0002,-31.59621238708496,,
1788,0.9033418893814087,55036,619503,11,710.6,2040.70974381,619604,0.0002,-30.875686645507812,,
1792,0.9076429605484009,55346,623174,11,707.31,1990.9609400000002,623275,0.0002,-31.598918914794922,,
1796,3.0663232803344727,55523,625204,11,708.98,1970.30019664,625305,0.0002,-31.583984375,,
1800,1.623157024383545,55654,626697,11,694.0,1920.76066468,626798,0.0002,-32.039093017578125,,
1804,0.45870253443717957,55708,627329,11,678.68,1871.3574791899996,627430,0.0002,-31.9882869720459,,
1808,1.7284773588180542,55954,630322,11,677.57,1863.07793101,630423,0.0002,-28.741106033325195,,
1812,0.5839864015579224,56092,631908,11,688.57,1899.6487816300003,632009,0.0002,-32.44453430175781,,
1816,0.43567538261413574,56309,634643,11,684.28,1887.9653764500001,634744,0.0002,-31.527118682861328,,
1820,6.705315113067627,56600,638643,11,706.14,1973.2931753900004,638744,0.0002,-30.753002166748047,,
1824,0.8005823493003845,56784,640997,11,689.68,1910.8822023500002,641098,0.0002,-30.435985565185547,,
1828,1.948681354522705,56860,642068,11,676.43,1865.99784954,642169,0.0002,-31.763851165771484,,
1832,0.7147957682609558,57017,644178,11,671.08,1851.9975724199999,644279,0.0002,-31.76946258544922,,
1836,1.7187505960464478,57169,646281,11,652.11,1785.58768282,646382,0.0002,-31.108383178710938,,
1840,0.640683650970459,57320,648152,11,633.27,1709.6260676799998,648253,0.0002,-31.64781951904297,,
1844,0.6607025861740112,57512,650329,11,615.04,1712.68055932,650430,0.0002,-31.46432113647461,,
1848,0.7885510921478271,57825,653727,11,625.34,1764.54194878,653828,0.0002,-31.96942138671875,,
1852,9.106307029724121,58093,656730,11,624.91,1765.90765682,656831,0.0002,-31.974327087402344,,
1856,0.5218716263771057,58237,658345,11,609.5,1716.22060539,658446,0.0002,-32.13346481323242,,
1860,0.9638831615447998,58418,660406,11,602.97,1699.7920873999997,660507,0.0002,-31.264379501342773,,
1864,1.655066967010498,58639,662873,11,588.99,1648.0148876399994,662974,0.0002,-30.414962768554688,,
1868,1.009321928024292,58901,665996,11,595.81,1678.6709076899997,666097,0.0002,-31.346744537353516,,
1872,0.8020610809326172,59084,668219,11,598.55,1685.4861721200002,668320,0.0002,-32.050621032714844,,
1876,1.0531795024871826,59408,672219,11,615.47,1753.0012430200002,672320,0.0002,-31.846786499023438,,
1880,0.40682902932167053,59508,673460,11,591.64,1669.78741058,673561,0.0002,-32.29099655151367,,
1884,4.61263370513916,59762,676570,11,603.73,1718.3897196700002,676671,0.0002,-31.058916091918945,,
1888,1.2109124660491943,59996,679388,11,598.85,1702.6034101,679489,0.0002,-31.287628173828125,,
1892,0.9189184904098511,60278,682491,11,593.17,1725.1143550599998,682592,0.0002,-30.668079376220703,,
1896,0.37704384326934814,60548,685612,11,604.08,1789.76891535,685713,0.0002,-31.711362838745117,,
1900,0.5864843130111694,60853,689176,11,624.79,1862.44667647,689277,0.0002,-32.500587463378906,,
1904,1.2858216762542725,61190,693176,11,658.47,1967.6316242999999,693277,0.0002,-31.751949310302734,,
1908,1.5093504190444946,61507,696870,11,665.48,1977.24253351,696971,0.0002,-32.41556930541992,,
1912,1.0133445262908936,61744,699612,11,677.04,2025.06719195,699713,0.0002,-32.717872619628906,,
,0.7028875350952148,,699899,,,,700000,0.0002,-31.629344940185547,338.6,995.0024528
1916,1.110607624053955,62156,702634,11,679.91,2025.3370421,702735,0.0002,-31.917198181152344,,
1920,1.0084075927734375,62254,703740,11,650.97,1915.09060427,703841,0.0002,-32.00108337402344,,
1924,0.628365159034729,62500,706539,11,655.42,1926.1890740600002,706640,0.0002,-31.529706954956055,,
1928,0.4087468087673187,62815,710295,11,682.27,2012.6019330900003,710396,0.0002,-31.29183006286621,,
1932,0.9001963138580322,62999,712429,11,682.51,2001.7226962900002,712530,0.0002,-32.030982971191406,,
1936,0.830146074295044,63136,713995,11,677.14,1973.4566320800002,714096,0.0002,-31.46070671081543,,
1940,0.9603390693664551,63368,717104,11,689.52,2016.8492313400002,717205,0.0002,-32.264583587646484,,
1944,0.5375832915306091,63450,718272,11,679.43,1985.18926993,718373,0.0002,-32.29777908325195,,
1948,0.9292640686035156,63744,722272,11,685.45,2013.91431871,722373,0.0002,-31.672744750976562,,
1952,0.5619572401046753,64026,726272,11,695.42,2056.52759562,726373,0.0002,-32.73735046386719,,
1956,1.4599053859710693,64287,729936,11,715.91,2105.26962333,730037,0.0002,-32.39460372924805,,
1960,0.4650689661502838,64523,732910,11,725.04,2127.1246403,733011,0.0002,-32.725929260253906,,
1964,0.8428924679756165,64786,736017,11,731.44,2156.6422091900004,736118,0.0002,-32.21463394165039,,
1968,0.4866906404495239,65037,739031,11,730.35,2162.76532843,739132,0.0002,-32.72414779663086,,
1972,0.7136889100074768,65223,741166,11,729.47,2165.78641813,741267,0.0002,-32.281368255615234,,
1976,0.3960609436035156,65477,744178,11,719.59,2130.92015637,744279,0.0002,-32.7031135559082,,
1980,0.6896489858627319,65787,747790,11,743.3,2214.3411390100005,747891,0.0002,-32.082828521728516,,
1984,0.8348487615585327,66064,751048,11,744.78,2225.5499581800004,751149,0.0002,-32.009727478027344,,
1988,1.0700788497924805,66318,754344,11,749.56,2215.0461572900003,754445,0.0002,-32.888126373291016,,
1992,0.5748776197433472,66518,756917,11,744.26,2198.3767403700003,757018,0.0002,-32.0665283203125,,
1996,0.7065904140472412,66697,758882,11,732.7,2131.56975634,758983,0.0002,-32.35892868041992,,
2000,0.5562781691551208,66908,761571,11,723.95,2095.6974349300003,761672,0.0002,-32.972862243652344,,
2004,2.5824484825134277,67099,764085,11,709.09,2056.5410781500004,764186,0.0002,-32.2037467956543,,
2008,0.6349986791610718,67407,767855,11,709.85,2069.98528546,767956,0.0002,-32.12674331665039,,
2012,0.5895258188247681,67651,770864,11,712.52,2082.0491450900004,770965,0.0002,-32.58301544189453,,
2016,0.9393051862716675,67994,774864,11,722.3,2118.45051509,774965,0.0002,-32.461753845214844,,
2020,0.4780046343803406,68241,777878,11,741.38,2184.3563433100003,777979,0.0002,-33.17031478881836,,
2024,0.7377756834030151,68351,779207,11,726.68,2118.19366993,779308,0.0002,-31.051881790161133,,
2028,0.766510546207428,68605,782221,11,719.26,2091.7007694599997,782322,0.0002,-31.452672958374023,,
2032,0.7905045747756958,68939,786221,11,737.92,2157.000551,786322,0.0002,-32.07518005371094,,
2036,0.6637558937072754,69200,789231,11,752.36,2213.50145699,789332,0.0002,-31.885456085205078,,
2040,1.146575927734375,69458,792339,11,752.35,2212.0390808,792440,0.0002,-31.659244537353516,,
2044,0.5695375800132751,69671,794867,11,765.95,2245.46500853,794968,0.0002,-32.46697998046875,,
2048,0.8168984055519104,69976,798594,11,763.22,2232.1406639100005,798695,0.0002,-33.814598083496094,,
2052,4.48913049697876,70024,799116,11,728.44,2099.24302475,799217,0.0002,-31.415855407714844,,
,0.9795464277267456,,799899,,,,800000,0.0002,-32.43779373168945,470.2,1386.7090694000003
2056,0.8110469579696655,70531,802917,11,729.81,2128.8158851,803018,0.0002,-31.981918334960938,,
2060,2.5832271575927734,70729,805315,11,724.05,2114.21944968,805416,0.0002,-31.977733612060547,,
2064,0.9964187741279602,70991,808423,11,724.06,2114.31329039,808524,0.0002,-33.31466293334961,,
2068,0.917921245098114,71172,810549,11,715.18,2081.30974468,810650,0.0002,-31.49679183959961,,
2072,0.4809369444847107,71504,814549,11,733.83,2145.2375912,814650,0.0002,-32.0653076171875,,
2076,1.5568480491638184,71764,817676,11,734.98,2136.76122148,817777,0.0002,-32.08674621582031,,
2080,1.482455849647522,72033,820793,11,730.03,2112.95878675,820894,0.0002,-33.122718811035156,,
2084,1.9366869926452637,72295,823903,11,728.55,2101.92068765,824004,0.0002,-32.126686096191406,,
2088,1.145218849182129,72634,827903,11,735.59,2145.66379634,828004,0.0002,-31.464580535888672,,
2092,5.280981063842773,72897,831033,11,741.16,2161.65915943,831134,0.0002,-32.827171325683594,,
2096,0.9169529676437378,73159,834143,11,752.61,2225.0977425899996,834244,0.0002,-31.42526626586914,,
2100,0.5915069580078125,73421,837276,11,757.05,2239.70608399,837377,0.0002,-33.319156646728516,,
2104,4.4669084548950195,73660,840079,11,759.94,2238.97484706,840180,0.0002,-31.086868286132812,,
2108,0.6030147075653076,73906,843192,11,753.37,2219.1923700999996,843293,0.0002,-33.3992919921875,,
2112,0.9576857686042786,74062,845135,11,742.71,2163.3548725400005,845236,0.0002,-31.846487045288086,,
2116,0.7305880784988403,74289,847899,11,730.35,2107.66196253,848000,0.0002,-31.611204147338867,,
2120,4.5632004737854,74538,851057,11,731.79,2112.54104122,851158,0.0002,-31.92900276184082,,
2124,1.8023974895477295,74740,853572,11,743.65,2165.29133942,853673,0.0002,-31.15489959716797,,
2128,0.9425060749053955,74980,856506,11,742.85,2159.8014824999996,856607,0.0002,-31.677324295043945,,
2132,0.43960654735565186,75129,858295,11,720.74,2079.79329417,858396,0.0002,-32.258201599121094,,
2136,0.8948978781700134,75375,861439,11,722.08,2086.5360316200004,861540,0.0002,-31.759172439575195,,
2140,0.8210371732711792,75682,865439,11,731.0,2122.6591501,865540,0.0002,-31.743391036987305,,
2144,0.564845085144043,75930,868561,11,736.94,2144.23346277,868662,0.0002,-33.178340911865234,,
2148,0.7039315700531006,76171,871639,11,730.45,2120.50154078,871740,0.0002,-32.803489685058594,,
2152,0.6488023400306702,76318,873473,11,743.57,2176.8618793699998,873574,0.0002,-32.12284469604492,,
2156,3.3675804138183594,76415,874750,11,718.33,2092.5593804900004,874851,0.0002,-33.29173278808594,,
2160,0.6107746958732605,76624,877417,11,721.02,2090.19171264,877518,0.0002,-32.517154693603516,,
2164,1.8343265056610107,76780,879537,11,711.14,2064.2509903699997,879638,0.0002,-32.352561950683594,,
2168,1.029660940170288,77002,882559,11,720.1,2096.8329709400005,882660,0.0002,-31.983156204223633,,
2172,1.2898280620574951,77232,885603,11,710.54,2068.65363696,885704,0.0002,-32.28324890136719,,
2176,2.693274974822998,77555,889595,11,719.19,2108.54152385,889696,0.0002,-32.23804473876953,,
2180,5.210855484008789,77729,891843,11,710.5,2080.3841684999998,891944,0.0002,-32.674720764160156,,
2184,0.7032965421676636,77884,894135,11,702.32,2054.34933098,894236,0.0002,-32.45713806152344,,
