time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/clip_range,train/std,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/learning_rate,train/loss,train/approx_kl,train/value_loss,eval/mean_reward,eval/mean_ep_length
122,24927,249856,10,110.23,171.28550228,1210,0.3,0.3557963967323303,-0.7706256985664368,0.00037260982906444083,0.22787760924547912,0.7746228724718094,0.00038017536000000004,11.561727523803711,0.033066247,26.348682594299316,,
123,25091,251904,10,114.1,179.05636269,1220,0.3,0.3557516634464264,-0.770948612689972,-0.002320800204106499,0.16166667109355332,0.8259001821279526,0.00038001152,8.54317569732666,0.079460785,17.380155849456788,,
124,25251,253952,10,105.3,161.39671452999997,1230,0.3,0.34565049409866333,-0.7114026874303818,0.050922109963721596,0.41597657427191737,0.7493405044078827,0.00037984768,13.34548282623291,0.07670761,27.640645503997803,,
125,25412,256000,10,96.03,132.91235630999998,1240,0.3,0.34637486934661865,-0.7149660229682923,-0.006898084300919427,0.15085938009433447,0.7943284213542938,0.00037968384,12.281468391418457,0.033943914,24.488278675079346,,
126,25564,258048,10,91.71,127.52029004999999,1250,0.3,0.3465278148651123,-0.7178150951862335,0.012283437884761916,0.23696615025401116,0.7933685779571533,0.00037952,10.50216007232666,0.07906089,24.205321311950684,,
,,260000,,,,1260,0.3,0.3467990756034851,-0.7188183546066285,0.003425315106287563,0.2283723998814821,0.7439568638801575,0.00037935616000000003,11.999197959899902,0.1054461,29.53361644744873,176.3930800616741,111.6
127,25770,260096,10,95.82,138.56090301999998,,,,,,,,,,,,,
128,25930,262144,10,99.05,145.76217088,1270,0.3,0.33655107021331787,-0.6599812269210815,-0.012841460178606212,0.13397135794220957,0.7807756513357162,0.00037919232,9.440360069274902,0.036801673,21.52392864227295,,
129,26088,264192,10,103.48,157.25333883000002,1280,0.3,0.33648431301116943,-0.6594328075647354,-0.009343199500581245,0.14235677410033531,0.8291096538305283,0.00037902848000000004,8.707449913024902,0.04532629,17.85554666519165,,
130,26246,266240,10,111.72,175.48583156,1290,0.3,0.336267352104187,-0.6588266313076019,-0.002941801937413402,0.1164453155361116,0.7927245050668716,0.00037886464,9.667033195495605,0.035311654,22.492216110229492,,
131,26410,268288,10,118.23,189.79118883000004,1300,0.3,0.33596956729888916,-0.6571551948785782,0.0024024247471243322,0.24218750484287738,0.8868193551898003,0.00037870080000000005,7.198665142059326,0.05097337,14.137313938140869,,
132,26572,270336,10,129.26,211.12178676000002,1310,0.3,0.33623144030570984,-0.6565817028284073,-0.0038079990287315014,0.23606771379709243,0.8115203827619553,0.00037853696,11.552046775817871,0.049821783,21.533502960205077,,
133,26733,272384,10,126.57,206.46202121000002,1320,0.3,0.32665497064590454,-0.5988152027130127,-0.005971277751962134,0.14462240103748628,0.8803807497024536,0.00037837312,6.146937370300293,0.027129201,13.289832544326782,,
134,26899,274432,10,131.21,220.19373883999992,1330,0.3,0.32678186893463135,-0.6004108548164367,-0.004988282606936956,0.17934896424412727,0.8309524804353714,0.00037820928000000003,11.487154006958008,0.0389968,22.17447214126587,,
135,27051,276480,10,137.2,237.43222458999998,1340,0.3,0.3263776898384094,-0.5995324730873108,-0.0075326834991575,0.15843750424683095,0.8398124128580093,0.00037804544,9.7540864944458,0.045565,20.585242080688477,,
136,27213,278528,10,134.41,229.05071667,1350,0.3,0.3265992999076843,-0.5979071825742721,0.02741319771856059,0.30691407052800057,0.8767528980970383,0.00037788160000000004,6.2474284172058105,0.19985169,14.1237708568573,,
,,280000,,,,1360,0.3,0.32695573568344116,-0.6005252867937088,0.007284243469766772,0.29355469308793547,0.8219036012887955,0.00037771776,8.279605865478516,0.08709039,19.086446475982665,136.80527283228002,92.6
137,27426,280576,10,126.9,217.90688000000006,,,,,,,,,,,,,
138,27591,282624,10,116.01,200.93869894,1370,0.3,0.31717449426651,-0.5412272810935974,-0.007142005255445838,0.16574219204485416,0.7654469758272171,0.00037755392,12.05197525024414,0.02933735,25.903839302062988,,
139,27755,284672,10,102.76,168.98555467999998,1380,0.3,0.3171082139015198,-0.539803946018219,0.05540988720051239,0.4280989710241556,0.8484620600938797,0.00037739008,8.051322937011719,0.15188654,18.230363845825195,,
140,27912,286720,10,93.17,149.36630427000003,1390,0.3,0.31685757637023926,-0.5396355330944062,0.010957557240035377,0.2097265675663948,0.8083541542291641,0.00037722624,10.39833927154541,0.032974225,24.474636268615722,,
141,28069,288768,10,89.14,142.94772306000002,1400,0.3,0.3161935806274414,-0.5366436153650284,-0.0031533379107713698,0.150768231600523,0.7958632111549377,0.00037706240000000003,11.677056312561035,0.043764584,25.411444759368898,,
142,28224,290816,10,94.78,157.80607961,1410,0.3,0.315522700548172,-0.5319569051265717,0.012404528588522234,0.2032421939074993,0.7609262764453888,0.00037689856,13.38941478729248,0.054863103,27.691816139221192,,
143,28379,292864,10,96.74,164.5830762,1420,0.3,0.30618828535079956,-0.46959337741136553,-0.0004202421183435945,0.2261979233851889,0.8109368532896042,0.00037673472000000004,8.173624992370605,0.039774522,18.318917560577393,,
144,28546,294912,10,99.7,175.42185956999998,1430,0.3,0.30637216567993164,-0.4702159151434898,-0.0122778916545212,0.17875000233761967,0.7475251853466034,0.00037657088,12.809858322143555,0.034136064,25.842041778564454,,
145,28716,296960,10,108.74,192.56559042000004,1440,0.3,0.30628079175949097,-0.470767742395401,-0.011875068787485343,0.13570312839001417,0.8022000938653946,0.00037640704000000005,10.718663215637207,0.03218525,25.442332172393797,,
146,28867,299008,10,116.58,215.08358053999996,1450,0.3,0.30608969926834106,-0.4694033905863762,-0.009859730351017771,0.14986979346722365,0.7922857701778412,0.0003762432,11.698556900024414,0.02320246,24.406841468811034,,
,,300000,,,,1460,0.3,0.3057282269001007,-0.4675732359290123,0.010221208722796282,0.28242187984287737,0.8088749796152115,0.00037607936,8.799163818359375,0.21520062,19.571901416778566,775.1033136034384,330.8
147,29185,301056,10,126.2,240.2107182,,,,,,,,,,,,,
148,29347,303104,10,126.06,234.13446041999998,1470,0.3,0.2977244257926941,-0.4087789535522461,0.16826247446006165,0.6627343934786041,0.7382870316505432,0.00037591552000000003,8.22067928314209,0.21925253,22.28334484100342,,
149,29511,305152,10,129.66,236.50892686,1480,0.3,0.2985801100730896,-0.41646081060171125,0.012189317273441701,0.3386849030852318,0.7792718708515167,0.00037575168,10.21456241607666,0.06438822,22.714599323272704,,
150,29670,307200,10,135.46,247.83720765,1490,0.3,0.29834502935409546,-0.41884841918945315,-0.0049093209778948935,0.141705734282732,0.8184760063886642,0.00037558784,11.210734367370605,0.032714494,21.370068073272705,,
151,29825,309248,10,144.59,271.18097584000003,1500,0.3,0.2978495955467224,-0.4154217213392258,-0.003972579711844437,0.16683594067580998,0.8270451724529266,0.000375424,10.768651962280273,0.04623548,18.675114583969116,,
152,29988,311296,10,150.81,286.2064104,1510,0.3,0.2981948256492615,-0.4143379837274551,0.042355102486908436,0.39549480378627777,0.824758991599083,0.00037526016000000005,6.424198627471924,0.32441115,15.70530571937561,,
153,30140,313344,10,163.88,313.65841693000004,1520,0.3,0.2897457182407379,-0.35752315521240235,-0.004071174490673002,0.22523437961935996,0.7775115519762039,0.00037509632,9.997861862182617,0.072160795,20.775849533081054,,
154,30294,315392,10,166.46,314.61497412,1530,0.3,0.28934934735298157,-0.3573948681354523,-0.011921513329143641,0.11800781581550837,0.8529016524553299,0.00037493248000000005,6.539824485778809,0.03348944,16.62724914550781,,
155,30454,317440,10,174.16,332.27100212000005,1540,0.3,0.28873470425605774,-0.35316463112831115,-0.014840071720536762,0.1412630266218912,0.8263874053955078,0.00037476864000000003,7.280908584594727,0.022944415,16.550639581680297,,
156,30616,319488,10,173.0,323.42584732,1550,0.3,0.287960946559906,-0.3484544396400452,-0.006737824790179836,0.1002343782223761,0.8162499815225601,0.0003746048,8.681412696838379,0.056710567,18.139997959136963,,
,,320000,,,,1560,0.3,0.2870695888996124,-0.34201242923736574,0.00026666706893592186,0.16401042006909847,0.8334483206272125,0.00037444096000000004,9.24445915222168,0.02610426,17.68464469909668,799.1029531310312,297.6
157,30911,321536,10,185.25,355.66575703,,,,,,,,,,,,,
158,31060,323584,10,193.9,376.53195003,1570,0.3,0.2784788906574249,-0.2772388458251953,0.007110466950689442,0.3048177135642618,0.8571626096963882,0.00037427712,6.358636856079102,0.17939305,15.042397594451904,,
159,31221,325632,10,194.41,375.61261867,1580,0.3,0.2782629728317261,-0.2772359549999237,-0.004859141762135533,0.1751041689887643,0.7948011010885239,0.00037411328,8.083457946777344,0.06517944,18.49659914970398,,
160,31378,327680,10,205.26,396.4597526299999,1590,0.3,0.2783084809780121,-0.2749152958393097,0.006999239856522799,0.23778646364808081,0.8719050586223602,0.00037394944,7.4694037437438965,0.022990774,14.678055334091187,,
161,31531,329728,10,197.18,369.15665448,1600,0.3,0.2787054181098938,-0.2763659834861755,-0.01355324693635338,0.14865885823965072,0.8450341522693634,0.0003737856,5.92880392074585,0.035119515,14.779050540924072,,
162,31689,331776,10,213.13,406.4748906,1610,0.3,0.27893903851509094,-0.2788494467735291,-0.002042886785929987,0.18559896303340792,0.8218439519405365,0.00037362176,7.063639163970947,0.04039202,16.635565042495728,,
163,31848,333824,10,206.9,391.68406021000004,1620,0.3,0.27021121978759766,-0.2183715283870697,-0.008877013516394073,0.15519531480968,0.8274423778057098,0.00037345792,7.902462005615234,0.04481326,14.796375417709351,,
164,32008,335872,10,207.28,386.13114912,1630,0.3,0.2695530652999878,-0.21308981776237487,0.012271384467603674,0.2517968811560422,0.8207933902740479,0.00037329408000000004,8.092146873474121,0.21709418,15.24262752532959,,
165,32169,337920,10,202.18,368.0155886399999,1640,0.3,0.26943185925483704,-0.2102745294570923,-0.0032721469982060825,0.18247396294027568,0.7476701736450195,0.00037313024,9.9799165725708,0.057701185,23.489645385742186,,
166,32328,339968,10,206.13,376.84462674,1650,0.3,0.26957786083221436,-0.2099153757095337,0.01062558548816015,0.27960938243195416,0.7831329107284546,0.00037296640000000005,9.163166999816895,0.18241215,20.2163405418396,,
,,340000,,,,1660,0.3,0.26946237683296204,-0.21091347336769103,-0.0017024823650717558,0.28218750581145285,0.8145395815372467,0.00037280256,8.443523406982422,0.019258354,16.576320934295655,1054.0788613080979,371.4
167,32632,342016,10,205.99,371.06552173999995,,,,,,,,,,,,,
168,32793,344064,10,210.7,382.31499617000003,1670,0.3,0.26085981726646423,-0.1473112642765045,-0.01337662294463371,0.2220833394676447,0.7972498834133148,0.00037263872,6.903631210327148,0.10085626,15.001880121231078,,
169,32989,346112,10,207.59,378.10199516,1680,0.3,0.26035454869270325,-0.14246206283569335,0.00396891527925618,0.25263021178543565,0.8277111947536469,0.00037247488000000003,6.707167625427246,0.07801552,14.025008201599121,,
170,33219,348160,10,195.76,353.0070414,1690,0.3,0.2601366937160492,-0.13951215147972107,-0.009251908801961584,0.16253906534984708,0.7563459724187851,0.00037231104,9.886650085449219,0.046507064,21.589473819732667,,
171,33423,350208,10,184.58,332.9162901,1700,0.3,0.2600361406803131,-0.13769738078117372,-0.0007108349958435233,0.20522135701030492,0.8245503455400467,0.0003721472,9.381831169128418,0.03116842,19.54059991836548,,
172,33584,352256,10,181.29,326.61411664999997,1710,0.3,0.2522188425064087,-0.07644635438919067,0.0250737434529583,0.31134115684835706,0.8149203211069107,0.00037198336,7.337469100952148,0.46101737,16.888365650177,,
173,33718,354304,10,189.55,346.69310802000007,1720,0.3,0.2520108222961426,-0.0751463770866394,0.012543629689607805,0.31087240427732465,0.8195943236351013,0.00037181952,6.688827991485596,0.04723709,16.126504611968993,,
174,33880,356352,10,206.31,386.8834480399999,1730,0.3,0.2519617974758148,-0.07347278594970703,0.00017509610101114071,0.2695703199133277,0.7727826088666916,0.00037165568,6.144935607910156,0.034485333,13.944684553146363,,
175,34037,358400,10,206.74,384.4219937599999,1740,0.3,0.251797616481781,-0.07311354279518127,-0.012107630107202566,0.2333072993904352,0.7951480150222778,0.00037149184000000006,5.797686576843262,0.056822553,12.691596221923827,,
,,360000,,,,1750,0.3,0.2517176866531372,-0.0712312638759613,0.05683703346643598,0.4217057429254055,0.6130551099777222,0.00037132800000000003,13.181097984313965,0.048726622,43.442284202575685,941.2293291591108,365.6
176,34466,360448,10,210.42,395.56809314000003,,,,,,,,,,,,,
177,34638,362496,10,204.77,386.98421764000005,1760,0.3,0.24438732862472534,-0.01132434606552124,-0.00828029552321823,0.136184898391366,0.7083808779716492,0.00037116416,8.17561149597168,0.03662255,19.125034236907958,,
178,34807,364544,10,202.93,380.37311059,1770,0.3,0.24439296126365662,-0.011410278081893922,0.019625134917441757,0.31533854827284813,0.7513554245233536,0.00037100032000000004,9.468626976013184,0.1827482,21.35874013900757,,
179,34966,366592,10,206.82,389.8942972,1780,0.3,0.2449675053358078,-0.012781888246536255,0.08369944568723442,0.5211198031902313,0.8198735862970352,0.00037083648,6.163541316986084,0.1704737,13.884243202209472,,
180,35129,368640,10,214.28,411.12918037,1790,0.3,0.24489913880825043,-0.016484981775283812,-0.009361159047330148,0.22768229506909848,0.8114916533231735,0.00037067264,6.027985095977783,0.039597902,13.635654258728028,,
181,35286,370688,10,226.73,439.5075827,1800,0.3,0.24425899982452393,-0.012139272689819337,0.046819531088694966,0.4065755320712924,0.8013988137245178,0.0003705088,6.135062217712402,0.2971518,13.358798360824585,,
182,35447,372736,10,232.46,453.51580683,1810,0.3,0.23717966675758362,0.05069624781608582,0.03720837810542434,0.4444401165848831,0.7594520598649979,0.00037034496,6.483178615570068,0.11049995,13.849533462524414,,
183,35606,374784,10,240.52,470.17015077000013,1820,0.3,0.23723676800727844,0.05029442310333252,-0.010709219847922214,0.10679687792435288,0.7398070991039276,0.00037018112,7.751438617706299,0.026358064,17.42628331184387,,
184,35769,376832,10,246.6,483.9611722,1830,0.3,0.2368195652961731,0.05261037945747375,0.10815895412582907,0.4548698034137487,0.7746371477842331,0.00037001728,6.011116981506348,0.38195777,13.10383744239807,,
185,35926,378880,10,248.23,488.9226774499999,1840,0.3,0.23672309517860413,0.054505187273025515,0.06024153979960829,0.4475781336426735,0.7505482137203217,0.00036985344,7.370131492614746,0.11830789,16.048236846923828,,
,,380000,,,,1850,0.3,0.23638871312141418,0.0559215247631073,0.023640063056955096,0.30871094614267347,0.6750904619693756,0.0003696896,6.552968502044678,0.21591361,16.086271905899046,1435.1625084857455,549.6
186,36320,380928,10,239.42,477.68717992,,,,,,,,,,,,,
187,36481,382976,10,256.18,518.1469258899999,1860,0.3,0.22936157882213593,0.11831726431846619,-0.0005790304392576217,0.25093750543892385,0.6257413923740387,0.00036952576000000005,8.230146408081055,0.05433648,21.034171676635744,,
188,36639,385024,10,265.28,546.6004662099999,1870,0.3,0.22915536165237427,0.11943915486335754,0.007029878085013585,0.2600130274891853,0.6814105212688446,0.00036936192,6.158636093139648,0.062433563,13.795366716384887,,
189,36794,387072,10,276.73,579.54221581,1880,0.3,0.22859686613082886,0.12316989302635192,-0.008153876559808815,0.17765625342726707,0.7352369129657745,0.00036919808,5.707635879516602,0.05107265,13.57240343093872,,
190,36958,389120,10,278.19,587.93913471,1890,0.3,0.22794580459594727,0.12909791469573975,-0.007632977195316926,0.1367708368226886,0.7066273391246796,0.00036903424000000003,4.380914211273193,0.05465981,12.226006174087525,,
191,37115,391168,10,288.78,615.19537167,1900,0.3,0.22734525799751282,0.13590732216835022,-0.0064353885367745885,0.18730469159781932,0.7316561639308929,0.0003688704,9.096305847167969,0.020192927,19.188103771209718,,
192,37282,393216,10,305.91,663.6751271400001,1910,0.3,0.2197343111038208,0.20336214900016786,-0.012433957599569112,0.18303385730832816,0.7431208491325378,0.00036870656,4.413114547729492,0.07423659,10.362370204925536,,
193,37446,395264,10,317.66,693.60124681,1920,0.3,0.22034430503845215,0.20912785530090333,0.16056717991828914,0.6469531431794167,0.6135084629058838,0.00036854272,6.214468955993652,1.6119328,15.636341571807861,,
194,37606,397312,10,313.86,686.7262422400001,1930,0.3,0.22148755192756653,0.19822184443473817,0.05086136238649477,0.48471354991197585,0.69178107380867,0.00036837888,6.8148088455200195,0.087947,18.28438777923584,,
195,37766,399360,10,326.23,718.4983122500001,1940,0.3,0.22177763283252716,0.19309841394424437,-0.00707353936479187,0.27145834024995563,0.7385286688804626,0.00036821504,7.442802906036377,0.063961424,21.36763153076172,,
,,400000,,,,1950,0.3,0.22145524621009827,0.19316664934158326,-0.013064204985275829,0.16295573394745588,0.6799615025520325,0.00036805120000000006,9.298880577087402,0.025828566,19.7234748840332,488.6533170767128,207.2
196,38047,401408,10,313.19,685.64337563,,,,,,,,,,,,,
197,38212,403456,10,311.98,681.0744109799998,1960,0.3,0.21457478404045105,0.25927844643592834,-0.015337499596353155,0.14195312801748514,0.6898917257785797,0.00036788736000000004,10.37785530090332,0.038507074,24.745645904541014,,
198,38375,405504,10,305.82,668.05112076,1970,0.3,0.21429617702960968,0.2628942787647247,-0.017550773321418144,0.16739583667367697,0.787356972694397,0.00036772352,6.763347625732422,0.03934957,18.128815984725954,,
199,38543,407552,10,315.86,696.87611453,1980,0.3,0.21403461694717407,0.2667159914970398,-0.015531380926840832,0.20171875655651092,0.7741275429725647,0.00036755968000000004,8.422811508178711,0.037853498,18.10037217140198,,
200,38701,409600,10,304.98,678.9058766399999,1990,0.3,0.21389231085777283,0.26919190883636473,-0.01785755674354732,0.1070833342615515,0.6445628702640533,0.00036739584,5.373775005340576,0.024600886,12.329845523834228,,
201,38871,411648,10,295.45,660.5205048999998,2000,0.3,0.21415036916732788,0.2709160029888153,0.0677323108736891,0.4944270923733711,0.7076126635074615,0.000367232,10.878341674804688,0.43315718,22.866584968566894,,
202,39026,413696,10,301.46,675.57540491,2010,0.3,0.207766592502594,0.3297851860523224,-0.006873420917690965,0.2424479231238365,0.7910138517618179,0.00036706816000000003,7.8267741203308105,0.07597625,17.265632963180543,,
203,39186,415744,10,292.12,646.41477196,2020,0.3,0.20762678980827332,0.33173903822898865,0.012567889653364528,0.3063281334936619,0.6817389130592346,0.00036690432,4.916112899780273,0.052719936,12.417150783538819,,
204,39344,417792,10,298.09,661.7892402800001,2030,0.3,0.20746135711669922,0.3348269462585449,0.022573024434386753,0.33513021394610404,0.7510510087013245,0.00036674048,7.409334659576416,0.13047552,14.539150094985962,,
205,39509,419840,10,297.82,662.58584268,2040,0.3,0.20779737830162048,0.334666907787323,0.040444453018717484,0.4171484477818012,0.7212948799133301,0.00036657664,6.534721851348877,0.16467915,14.398855209350586,,
,,420000,,,,2050,0.3,0.20809391140937805,0.3320561170578003,-0.005284034176729619,0.2542447969317436,0.7221418917179108,0.0003664128,7.61227560043335,0.048297293,16.116512298583984,1229.5439569633454,423.2
206,39851,421888,10,289.14,639.99215576,,,,,,,,,,,,,
207,40014,423936,10,290.2,645.57107891,2060,0.3,0.20218610763549805,0.39096021056175234,-0.0026714274579717314,0.2437500087544322,0.740964263677597,0.00036624896,8.056344032287598,0.0767495,16.455086851119994,,
208,40183,425984,10,296.55,667.9332639099999,2070,0.3,0.20195361971855164,0.39142364263534546,-0.019158923190552724,0.2317057359032333,0.7103544175624847,0.00036608512000000005,3.7888410091400146,0.04346863,8.27561366558075,,
209,40340,428032,10,318.92,729.83454519,2080,0.3,0.20155069231987,0.39687915444374083,-0.014685647019650782,0.19735677372664212,0.806334987282753,0.00036592128000000003,4.025320053100586,0.04006248,10.472640180587769,,
210,40499,430080,10,308.56,710.95127403,2090,0.3,0.2011796534061432,0.40232894718647005,-0.0028557239728979945,0.28216146640479567,0.7289638221263885,0.00036575744,3.9782280921936035,0.103795215,11.049338746070863,,
211,40661,432128,10,318.31,740.5653734599999,2100,0.3,0.19522936642169952,0.46808500289916993,0.00938435141579248,0.31638021528779064,0.7459442019462585,0.00036559360000000004,6.8723464012146,0.07425581,15.66114673614502,,
212,40821,434176,10,334.4,786.3716304899999,2110,0.3,0.1946396380662918,0.4712923616170883,-0.011115352893248165,0.2560156315565109,0.8021407127380371,0.00036542976,4.865274429321289,0.0529273,10.432830762863158,,
213,40979,436224,10,344.74,819.9094418200001,2120,0.3,0.19353733956813812,0.4816100373864174,-0.014998247010080323,0.18847656697034837,0.7378124296665192,0.00036526592,4.474897384643555,0.05071468,10.587101697921753,,
214,41145,438272,10,360.29,860.9478249900001,2130,0.3,0.19291552901268005,0.4918817698955536,-0.007188918088795626,0.261692713201046,0.6592817902565002,0.00036510208,5.8747406005859375,0.0878413,10.766555070877075,,
,,440000,,,,2140,0.3,0.19311483204364777,0.4959286868572235,-0.002973424865631391,0.19727864842861892,0.7576986402273178,0.00036493824,6.789358615875244,0.07884882,15.147290325164795,1806.9364716446435,594.4
215,41540,440320,10,359.34,863.0279358799999,,,,,,,,,,,,,
216,41705,442368,10,370.24,896.9060947399998,2150,0.3,0.18787921965122223,0.553871038556099,-0.005460796460101847,0.1989453191315988,0.7554246038198471,0.00036477440000000003,7.947660446166992,0.028992027,15.58381690979004,,
217,41864,444416,10,381.55,929.92255514,2160,0.3,0.18830916285514832,0.5500783771276474,-0.010842649416881622,0.22410156852565705,0.6501933634281158,0.00036461056,5.73246431350708,0.035914186,13.025266933441163,,
218,42021,446464,10,378.8,929.4068419000001,2170,0.3,0.18794164061546326,0.5495378106832505,-0.0076587307458976465,0.1587890668422915,0.672046422958374,0.00036444672000000004,5.775482177734375,0.066221125,12.11091332435608,,
219,42183,448512,10,396.09,983.0852545399998,2180,0.3,0.18750685453414917,0.5552008777856827,-0.01270088671939451,0.1424088580533862,0.7864592969417572,0.00036428288,3.9038872718811035,0.02567587,10.893888139724732,,
220,42342,450560,10,405.16,1010.61345093,2190,0.3,0.18730467557907104,0.5595731317996979,-0.0014736663506482728,0.25000000447034837,0.7455012202262878,0.00036411904000000004,3.9153060913085938,0.13426706,10.307454609870911,,
221,42500,452608,10,421.44,1061.4008647200003,2200,0.3,0.1817130446434021,0.6234833031892777,-0.00416973108658567,0.259986986219883,0.7742321044206619,0.0003639552,3.750791549682617,0.05310473,8.682697916030884,,
222,42660,454656,10,436.3,1105.86862222,2210,0.3,0.18158064782619476,0.6272134274244309,0.02090476573328486,0.3724479298107326,0.6910781264305115,0.00036379136,3.1242806911468506,0.11241308,7.60253119468689,,
223,42817,456704,10,433.83,1103.46170643,2220,0.3,0.1818273961544037,0.6286367982625961,0.03578202990698624,0.434661465883255,0.7297044992446899,0.00036362752000000003,6.068528652191162,0.102576055,14.25312581062317,,
224,42987,458752,10,433.43,1111.62987757,2230,0.3,0.18188852071762085,0.6283029466867447,-0.0049729125364683215,0.18845052290707826,0.8040178269147873,0.00036346368,4.918209075927734,0.0504184,10.307173871994019,,
,,460000,,,,2240,0.3,0.18197572231292725,0.6300596028566361,0.0001083257806021365,0.2518229216337204,0.6518061757087708,0.00036329984000000004,6.79973030090332,0.05055946,18.198152828216553,679.1183041751385,258.4
225,43286,460800,10,443.75,1148.5196526499997,,,,,,,,,,,,,
226,43443,462848,10,442.82,1143.90275411,2250,0.3,0.1763027012348175,0.6929788738489151,-0.0005548116168938577,0.18967448383627925,0.7466558218002319,0.000363136,6.0111846923828125,0.06497386,13.429767227172851,,
227,43612,464896,10,445.07,1149.9843301500002,2260,0.3,0.1761387288570404,0.6982065677642822,0.02030264119268397,0.32941406816244123,0.7969700843095779,0.00036297216,6.160759925842285,0.15794444,13.551461696624756,,
228,43775,466944,10,450.64,1165.38009202,2270,0.3,0.17612618207931519,0.700725844502449,0.0009560578246601281,0.22186198346316816,0.613932192325592,0.00036280832,7.114757537841797,0.031479042,17.562128496170043,,
229,43934,468992,10,442.03,1147.6660236000002,2280,0.3,0.1758142113685608,0.7027827262878418,-0.00031450234877414827,0.3343489643186331,0.7015964984893799,0.00036264448,5.110601902008057,0.056513354,10.940619134902954,,
230,44096,471040,10,425.7,1107.02280222,2290,0.3,0.1753488928079605,0.7080951809883118,-0.0016175969794858247,0.24503906778991222,0.7690115123987198,0.00036248064,5.578816890716553,0.024938626,12.795597743988036,,
231,44257,473088,10,437.55,1144.0420184700001,2300,0.3,0.16985973715782166,0.7740915298461915,0.0008838775334879756,0.2736197975289542,0.7917640209197998,0.0003623168,5.638416290283203,0.12519884,13.158942556381225,,
232,44428,475136,10,431.65,1126.75789472,2310,0.3,0.16941219568252563,0.7799400329589844,-0.00878725672635483,0.16515625528991223,0.7408939301967621,0.00036215296000000004,7.426704406738281,0.042441547,14.718516159057618,,
233,44589,477184,10,430.58,1126.6169561,2320,0.3,0.1691022366285324,0.7865953356027603,-0.010578285852971093,0.17131510768085717,0.801859438419342,0.00036198912,6.075829029083252,0.05735054,15.563783597946166,,
234,44748,479232,10,416.07,1088.67699802,2330,0.3,0.1693836748600006,0.7896529823541641,-0.005098082343029065,0.22695312934811226,0.7815104573965073,0.00036182528000000005,5.410904884338379,0.10254364,13.1612042427063,,
,,480000,,,,2340,0.3,0.16969247162342072,0.7886601209640502,0.01983349172165614,0.36712240769993515,0.8033704459667206,0.00036166144,6.946628570556641,0.14700294,13.855831623077393,1147.6880031785927,383.8
235,45108,481280,10,410.57,1082.71533509,,,,,,,,,,,,,
236,45269,483328,10,395.74,1045.52515748,2350,0.3,0.1648365557193756,0.8478681236505509,-0.004326192577718757,0.23003906831145288,0.7593946903944016,0.0003614976,9.678887367248535,0.06957342,21.22251491546631,,
237,45421,485376,10,395.48,1049.7840766999998,2360,0.3,0.16512978076934814,0.8467739433050155,0.004506254942971211,0.303671882301569,0.6776023209095001,0.00036133376000000003,5.453958988189697,0.07108068,11.586862826347351,,
238,45584,487424,10,379.7,1003.5918069300001,2370,0.3,0.16565491259098053,0.84419464468956,0.030689758616499675,0.48790365532040597,0.7367139756679535,0.00036116992,6.813653469085693,0.17733471,12.952634716033936,,
239,45751,489472,10,361.3,949.44898177,2380,0.3,0.16595949232578278,0.838869047164917,0.011836519771895837,0.3025911502540112,0.7298161685466766,0.00036100608,6.82106876373291,0.04708907,14.74591121673584,,
240,45914,491520,10,368.59,974.1645617600001,2390,0.3,0.16601800918579102,0.8385475069284439,-0.015816208040923742,0.1800260476768017,0.7615794539451599,0.00036084224,6.3339996337890625,0.034955937,13.784330320358276,,
241,46074,493568,10,352.11,928.5161110300002,2400,0.3,0.16103151440620422,0.9009170413017273,-0.010802630674879765,0.25105469562113286,0.8162435591220856,0.00036067840000000005,3.0866081714630127,0.08700035,9.424940991401673,,
242,46236,495616,10,342.95,908.6858776200002,2410,0.3,0.1610616147518158,0.9054768145084381,-0.0008286233060061932,0.3145182378590107,0.7851416170597076,0.00036051456,9.280817031860352,0.12741469,18.887902545928956,,
243,46403,497664,10,347.91,923.5892909500002,2420,0.3,0.16093336045742035,0.9080913543701172,0.0080784104167833,0.25518229715526103,0.8400343060493469,0.00036035072000000005,6.67122220993042,0.16039167,13.33158745765686,,
244,46567,499712,10,347.7,929.0704362600002,2430,0.3,0.16093364357948303,0.9121004641056061,0.0010099636449012906,0.2765494827181101,0.6940520703792572,0.00036018688000000003,3.734908103942871,0.08136476,8.198868036270142,,
,,500000,,,,2440,0.3,0.16156397759914398,0.9119652211666107,0.002458372746477799,0.2766536511480808,0.8250314891338348,0.00036002304,4.536250114440918,0.055465195,13.251671266555785,1090.6262338906374,378.6
245,46890,501760,10,349.58,937.4386447700001,,,,,,,,,,,,,
246,47054,503808,10,348.95,937.12637878,2450,0.3,0.15737265348434448,0.9660448104143142,0.019559860348272194,0.34545573554933073,0.7527242451906204,0.00035985920000000004,3.26241135597229,0.13917527,11.93055419921875,,
247,47214,505856,10,346.82,933.4161544400001,2460,0.3,0.15760143101215363,0.9620224386453629,-0.01086394403828308,0.22923177536576986,0.8224487900733948,0.00035969536,5.62569522857666,0.07902005,13.36035966873169,,
