train/learning_rate,train/critic_loss,time/fps,train/n_updates,time/total_timesteps,time/episodes,train/actor_loss,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,eval/mean_reward,eval/mean_ep_length
0.0003,0.6352300047874451,10,528143,528244,1080,-33.01673889160156,663.09,48479,1905.1767501300003,,
0.0003,0.9787845611572266,10,531306,531407,1084,-32.3902587890625,664.6,48760,1897.37526249,,
0.0003,0.6805739998817444,10,533600,533701,1088,-32.18008804321289,656.46,48954,1823.06808968,,
0.0003,0.6944774389266968,10,535864,535965,1092,-31.145395278930664,657.91,49161,1826.4364054,,
0.0003,3.824906587600708,10,537895,537996,1096,-29.5821533203125,652.62,49332,1806.51983622,,
0.0003,0.7086419463157654,10,540902,541003,1100,-32.63694763183594,658.46,49560,1844.3332843399999,,
0.0003,0.5871841907501221,10,544007,544108,1104,-31.254531860351562,649.51,49822,1814.7558182899995,,
0.0003,0.4924062490463257,10,546127,546228,1108,-30.849960327148438,630.71,49992,1737.9834653200003,,
0.0003,0.8849097490310669,10,549252,549353,1112,-32.06681823730469,647.99,50248,1814.87073142,,
0.0003,0.440700888633728,10,552362,552463,1116,-30.924510955810547,657.88,50500,1853.31814728,,
0.0003,0.5837727189064026,10,556362,556463,1120,-31.0895938873291,674.84,50830,1923.24078395,,
0.0003,2.1366281509399414,10,559310,559411,1124,-32.21540069580078,682.12,51098,1948.3514339599997,,
0.0003,3.443040132522583,10,562519,562620,1128,-31.380645751953125,709.78,51371,2065.68116442,,
0.0003,0.5938224792480469,10,565053,565154,1132,-31.68023681640625,703.98,51594,2049.74833932,,
0.0003,0.39395660161972046,10,567304,567405,1136,-32.219635009765625,705.3,51777,2047.45344101,,
0.0003,0.5152279138565063,10,568454,568555,1140,-32.63215637207031,685.7,51874,1992.1664559,,
0.0003,4.965002536773682,10,570674,570775,1144,-31.353595733642578,685.53,52076,1994.43314433,,
0.0003,0.9449535012245178,10,572003,572104,1148,-32.32420349121094,685.15,52210,1999.55064373,,
0.0003,0.43834298849105835,10,573325,573426,1152,-32.23155975341797,675.25,52331,1977.3781785299998,,
0.0003,1.1567288637161255,10,575438,575539,1156,-32.170108795166016,656.38,52518,1911.5744356799999,,
0.0003,4.136650562286377,10,578548,578649,1160,-32.15981674194336,647.48,52799,1876.25326538,,
0.0003,0.6918210983276367,10,582548,582649,1164,-32.47124481201172,656.39,53160,1911.4513263699998,,
0.0003,0.7979027628898621,10,585296,585397,1168,-30.937469482421875,662.66,53412,1931.6083528999998,,
0.0003,2.0106754302978516,10,588383,588484,1172,-32.923736572265625,653.65,53721,1910.7065432099996,,
0.0003,0.595255970954895,10,589640,589741,1176,-31.499919891357422,627.16,53833,1814.7213135699994,,
0.0003,0.3595994710922241,10,591762,591863,1180,-33.099117279052734,636.19,54013,1853.2687850999998,,
0.0003,3.2138729095458984,10,593976,594077,1184,-31.66366958618164,626.7,54202,1839.91587465,,
0.0003,0.5760898590087891,10,596196,596297,1188,-32.04670333862305,625.96,54382,1887.47106702,,
0.0003,0.5206963419914246,10,598258,598359,1192,-32.486167907714844,623.94,54563,1894.9375018100002,,
0.0003,4.696310043334961,,599899,600000,,-31.113876342773438,,,,754.4618676,399.4
0.0003,0.5932543873786926,10,600897,600998,1196,-33.63773727416992,630.02,54988,1919.3788079899998,,
0.0003,0.9828506708145142,10,602965,603066,1200,-32.44865036010742,620.63,55178,1874.52462532,,
0.0003,0.5742905735969543,10,606965,607066,1204,-33.4106330871582,629.58,55534,1901.0105886299998,,
0.0003,0.8557102084159851,10,608296,608397,1208,-32.215980529785156,621.69,55658,1873.9469128099997,,
0.0003,0.6798732280731201,10,611518,611619,1212,-32.18255615234375,622.66,55941,1864.0937861699997,,
0.0003,2.747581958770752,10,614634,614735,1216,-31.47585678100586,622.72,56231,1857.89395809,,
0.0003,0.9154340624809265,10,617743,617844,1220,-32.485443115234375,613.81,56530,1815.6402016399995,,
0.0003,0.4286835193634033,10,621743,621844,1224,-33.39773941040039,624.33,56909,1854.85662386,,
0.0003,5.3005242347717285,10,625743,625844,1228,-32.33854293823242,632.24,57274,1874.2203637200003,,
0.0003,1.5837538242340088,10,628851,628952,1232,-32.02992248535156,637.98,57561,1883.1496995500004,,
0.0003,0.4298136830329895,10,632851,632952,1236,-33.176475524902344,655.47,57939,1950.5466573900003,,
0.0003,0.8229920864105225,10,636370,636471,1240,-33.0509033203125,679.16,58252,2018.3125103599998,,
0.0003,0.5604543089866638,10,640370,640471,1244,-31.95953369140625,696.96,58577,2061.48982843,,
0.0003,0.7879366874694824,10,643231,643332,1248,-32.72074508666992,712.28,58815,2110.0497105900004,,
0.0003,8.982836723327637,10,645352,645453,1252,-33.166053771972656,720.27,58990,2136.0465939799997,,
0.0003,0.49568647146224976,10,648504,648605,1256,-32.822357177734375,730.66,59254,2172.4067037199998,,
0.0003,0.5897861123085022,10,652130,652231,1260,-32.29448699951172,735.82,59546,2177.5523634200003,,
0.0003,0.46550652384757996,10,656130,656231,1264,-32.45958709716797,735.82,59885,2181.03807165,,
0.0003,0.802946150302887,10,659192,659293,1268,-32.620765686035156,738.96,60177,2188.67935203,,
0.0003,0.4971983730792999,10,663192,663293,1272,-32.72871398925781,748.09,60560,2217.40328395,,
0.0003,0.6382595896720886,10,665224,665325,1276,-32.469032287597656,755.84,60754,2256.8686149500004,,
0.0003,1.3039171695709229,10,667409,667510,1280,-32.62269592285156,756.47,60960,2248.26263402,,
0.0003,2.094266414642334,10,671409,671510,1284,-32.506072998046875,774.33,61347,2308.0865284100005,,
0.0003,0.791643500328064,10,672646,672747,1288,-32.90011978149414,764.5,61469,2270.8812284600003,,
0.0003,0.8148956298828125,10,673652,673753,1292,-33.33597946166992,753.94,61571,2206.10392265,,
0.0003,1.8828434944152832,10,677068,677169,1296,-32.56239318847656,761.71,61892,2243.1901076999998,,
0.0003,0.8291580080986023,10,680178,680279,1300,-32.19478225708008,772.13,62179,2268.20582731,,
0.0003,1.1487085819244385,10,683016,683117,1304,-32.74064636230469,760.51,62451,2227.0388473999997,,
0.0003,0.7093319892883301,10,685275,685376,1308,-32.32524108886719,769.79,62658,2247.1759742899994,,
0.0003,0.6540257930755615,10,687143,687244,1312,-32.61766052246094,756.25,62825,2203.5175933799997,,
0.0003,4.598077297210693,10,689262,689363,1316,-32.25330352783203,746.28,63030,2169.88956273,,
0.0003,0.4758448004722595,10,692200,692301,1320,-33.39544677734375,744.57,63302,2164.73684147,,
0.0003,0.4690859317779541,10,695235,695336,1324,-31.306455612182617,734.92,63577,2132.7193425500004,,
0.0003,4.940345764160156,10,698386,698487,1328,-33.3729362487793,726.43,63871,2107.49621519,,
0.0003,9.307180404663086,,699899,700000,,-32.84019470214844,,,,1318.5056458000001,464.4
0.0003,0.5571815371513367,10,700942,701043,1332,-31.904508590698242,720.91,64327,2097.03433177,,
0.0003,0.7824698090553284,10,704849,704950,1336,-32.05706787109375,719.98,64678,2101.5916038600003,,
0.0003,0.36699190735816956,10,706905,707006,1340,-32.57947540283203,705.35,64855,2066.16974979,,
0.0003,0.5431317090988159,10,709047,709148,1344,-33.50794982910156,686.77,65035,2035.0855820699996,,
0.0003,0.40072745084762573,10,712158,712259,1348,-31.96907615661621,689.27,65305,2059.3915419600003,,
0.0003,0.9408323764801025,10,714378,714479,1352,-31.990140914916992,690.26,65490,2062.9053904,,
0.0003,1.555449366569519,10,716595,716696,1356,-31.50554656982422,680.91,65678,2033.2200447700004,,
0.0003,2.7661328315734863,10,717748,717849,1360,-32.660823822021484,656.18,65784,1969.3640704600004,,
0.0003,0.7595160007476807,10,720011,720112,1364,-33.52796936035156,638.81,65993,1896.12851238,,
0.0003,0.45465216040611267,10,720969,721070,1368,-31.784778594970703,617.77,66084,1820.17313009,,
0.0003,4.46684455871582,10,723979,724080,1372,-32.36474609375,607.87,66369,1789.4469684599999,,
0.0003,0.5775243043899536,10,726828,726929,1376,-32.726707458496094,616.04,66638,1817.18915244,,
0.0003,0.9595938920974731,10,730170,730271,1380,-31.37462615966797,627.61,66962,1852.8312931100002,,
0.0003,0.6372629404067993,10,734111,734212,1384,-31.469478607177734,627.02,67323,1810.0890835299997,,
0.0003,8.254953384399414,10,736347,736448,1388,-32.99378204345703,637.01,67510,1849.66122572,,
0.0003,0.5951129198074341,10,738581,738682,1392,-32.39668273925781,649.29,67704,1914.6775632899999,,
0.0003,0.5189300179481506,10,740850,740951,1396,-32.071990966796875,637.82,67902,1877.2826481,,
0.0003,4.471046447753906,10,743953,744054,1400,-32.39624786376953,637.75,68167,1899.0733649899996,,
0.0003,0.39818620681762695,10,746794,746895,1404,-31.988338470458984,637.78,68411,1909.4032934900001,,
0.0003,0.7072145938873291,10,748198,748299,1408,-31.927143096923828,629.23,68535,1884.3190905800002,,
0.0003,0.41790860891342163,10,750218,750319,1412,-32.667640686035156,630.75,68724,1897.98679119,,
0.0003,5.1656107902526855,10,752348,752449,1416,-31.861541748046875,630.86,68925,1891.20244749,,
0.0003,12.22801399230957,10,754995,755096,1420,-32.527496337890625,627.95,69180,1889.5214086699998,,
0.0003,0.9090352058410645,10,756163,756264,1424,-33.34827423095703,609.28,69289,1823.7411148899994,,
0.0003,0.602795422077179,10,759671,759772,1428,-31.85284423828125,612.85,69617,1838.6275415800003,,
0.0003,0.4583459496498108,10,762770,762871,1432,-32.05498504638672,618.28,69906,1857.8353550900001,,
0.0003,0.29446887969970703,10,766770,766871,1436,-33.84028625488281,619.21,70299,1850.17305206,,
0.0003,0.8016964197158813,10,769884,769985,1440,-32.19960403442383,629.79,70610,1878.6048245099998,,
0.0003,0.5190138220787048,10,773012,773113,1444,-31.638629913330078,639.65,70915,1901.81607934,,
0.0003,0.5181635022163391,10,775130,775231,1448,-32.702178955078125,629.72,71122,1857.5030667099998,,
0.0003,0.5189868211746216,10,779130,779231,1452,-32.76361083984375,647.52,71509,1921.3881665,,
0.0003,0.6234946250915527,10,781405,781506,1456,-32.74054718017578,648.1,71734,1918.35062379,,
0.0003,0.48993152379989624,10,782743,782844,1460,-34.00634765625,649.95,71864,1909.2504067700004,,
0.0003,0.6901552677154541,10,784076,784177,1464,-33.0575065612793,640.65,71984,1882.0462232000002,,
0.0003,0.4613170027732849,10,786340,786441,1468,-32.13295364379883,653.71,72176,1940.77188007,,
0.0003,2.067049264907837,10,788576,788677,1472,-32.292640686035156,645.97,72366,1911.9566235500001,,
0.0003,0.8507768511772156,10,790794,790895,1476,-32.68999481201172,639.66,72557,1890.5517217000001,,
0.0003,1.2288413047790527,10,793904,794005,1480,-32.288429260253906,637.34,72835,1896.45632748,,
0.0003,1.0790327787399292,10,795135,795236,1484,-31.095794677734375,610.24,72960,1842.4598551600004,,
0.0003,3.534231424331665,10,798147,798248,1488,-32.57061004638672,618.0,73262,1866.8803930699996,,
0.0003,0.5799406170845032,,799899,800000,,-33.00525665283203,,,,2408.054633,764.6
0.0003,5.085986137390137,10,800899,801000,1492,-31.503032684326172,623.18,73916,1878.3909004799998,,
0.0003,0.5583067536354065,10,803130,803231,1496,-31.668514251708984,622.8,74138,1867.14236301,,
0.0003,0.35829538106918335,10,806239,806340,1500,-32.05638122558594,622.86,74445,1855.3414021199999,,
0.0003,0.4367155432701111,10,809342,809443,1504,-32.167083740234375,625.48,74757,1852.18977292,,
0.0003,0.6316478252410889,10,813342,813443,1508,-32.06703186035156,651.44,75155,1947.46839584,,
0.0003,0.5391997694969177,10,815938,816039,1512,-33.17463684082031,657.2,75410,1962.63051664,,
0.0003,0.593957781791687,10,818959,819060,1516,-32.415401458740234,666.11,75707,2002.0087621500002,,
0.0003,0.5792332887649536,10,822959,823060,1520,-33.92961883544922,679.64,76097,2043.29868425,,
0.0003,0.5680615901947021,10,825102,825203,1524,-32.47035217285156,689.39,76304,2073.1034137899996,,
0.0003,0.6434071063995361,10,827398,827499,1528,-31.587825775146484,677.27,76529,2017.82142331,,
0.0003,0.550633430480957,10,830532,830633,1532,-32.19344711303711,677.62,76801,2025.1193378199996,,
0.0003,0.6026990413665771,10,833562,833663,1536,-33.09897994995117,667.92,77065,2006.3691007700002,,
0.0003,0.44920530915260315,10,837271,837372,1540,-33.118099212646484,673.87,77372,2012.4705760200002,,
0.0003,0.8956483602523804,10,840299,840400,1544,-32.27754211425781,672.87,77643,2019.05676451,,
0.0003,5.695789813995361,10,842339,842440,1548,-31.259906768798828,672.09,77817,2027.9634717199997,,
0.0003,1.4830641746520996,10,844606,844707,1552,-32.63732147216797,654.76,78024,1954.7245021600002,,
0.0003,1.0260204076766968,10,847738,847839,1556,-32.29072189331055,663.33,78334,1980.88567056,,
0.0003,1.6363840103149414,10,851738,851839,1560,-32.44207000732422,689.95,78727,2084.8754552799996,,
0.0003,0.7514578104019165,10,852826,852927,1564,-32.004730224609375,687.5,78837,2074.1905999299997,,
0.0003,0.44525080919265747,10,854871,854972,1568,-33.14645004272461,685.31,79035,2064.43913526,,
0.0003,0.6811026334762573,10,858871,858972,1572,-32.39262390136719,702.95,79419,2122.21754711,,
0.0003,0.8177447319030762,10,861980,862081,1576,-32.68023681640625,711.86,79721,2145.98469394,,
0.0003,0.7901182174682617,10,863190,863291,1580,-32.33218765258789,692.86,79846,2066.3607209,,
0.0003,0.522300124168396,10,866385,866486,1584,-32.44464111328125,712.5,80165,2124.48693926,,
0.0003,0.9384415149688721,10,870385,870486,1588,-32.30643844604492,722.38,80566,2161.7056034299994,,
0.0003,0.7953101396560669,10,874385,874486,1592,-33.129119873046875,734.86,80958,2213.19243721,,
0.0003,0.8114585876464844,10,878385,878486,1596,-32.020076751708984,752.55,81351,2281.3038650500002,,
0.0003,0.3941943645477295,10,881401,881502,1600,-33.186058044433594,751.62,81650,2282.8681999100004,,
0.0003,0.44514238834381104,10,884428,884529,1604,-33.09953308105469,750.86,81924,2289.3989876799997,,
0.0003,3.378164291381836,10,886570,886671,1608,-32.70673370361328,732.28,82107,2231.19968889,,
0.0003,0.5176306962966919,10,890570,890671,1612,-32.77490234375,746.32,82473,2285.53923712,,
0.0003,5.144301414489746,10,892854,892955,1616,-32.99888610839844,738.95,82665,2254.9393773699994,,
0.0003,0.4915229082107544,10,895155,895256,1620,-32.49413299560547,721.96,82867,2190.35676996,,
0.0003,0.3773640990257263,10,899155,899256,1624,-32.85939407348633,740.53,83202,2268.82049146,,
0.0003,0.5559433698654175,,899899,900000,,-32.63422393798828,,,,3325.5629201999996,1000.0
0.0003,0.9774037599563599,10,902899,903000,1628,-33.159603118896484,755.01,84041,2331.1837978500002,,
0.0003,0.3322395384311676,10,904177,904278,1632,-32.734046936035156,736.45,84170,2259.6345181099996,,
0.0003,3.700577974319458,10,906424,906525,1636,-32.97509002685547,728.62,84395,2218.56314786,,
0.0003,0.5356812477111816,10,907155,907256,1640,-33.17799377441406,698.84,84468,2134.91547771,,
0.0003,0.8555488586425781,10,909667,909768,1644,-32.67588806152344,693.68,84717,2100.77740985,,
0.0003,3.5818352699279785,10,912776,912877,1648,-33.33612823486328,704.37,85000,2120.86301535,,
0.0003,0.5399755835533142,10,915884,915985,1652,-32.34552764892578,712.78,85270,2162.0695519200003,,
0.0003,0.4982750117778778,10,918988,919089,1656,-33.03589630126953,712.5,85527,2161.1751018600003,,
0.0003,0.4505639672279358,10,922988,923089,1660,-33.73704528808594,712.5,85872,2157.78621011,,
0.0003,0.4487783908843994,10,926105,926206,1664,-32.469783782958984,732.79,86141,2236.0117401999996,,
0.0003,0.506446897983551,10,930105,930206,1668,-33.31952667236328,752.34,86483,2310.63259203,,
0.0003,1.3022487163543701,10,934105,934206,1672,-32.614837646484375,752.34,86841,2316.51482466,,
0.0003,0.3762516975402832,10,936356,936457,1676,-33.30733108520508,743.76,87069,2284.9191792399997,,
0.0003,0.6995474100112915,10,938494,938595,1680,-33.34932327270508,753.04,87286,2322.65320102,,
0.0003,0.7000887989997864,10,940002,940103,1684,-33.82525634765625,736.17,87441,2261.5911544299997,,
0.0003,0.9568347930908203,10,943114,943215,1688,-33.46703338623047,727.29,87758,2223.6688068500002,,
0.0003,0.42876267433166504,10,947114,947215,1692,-32.89330291748047,727.29,88151,2216.66457185,,
